country,date,msci_index,msci_ret_weekly,n_obs,msci_vol_annual,debt_lt,debt_st,debt_total,default_barrier,OVX,country_clean,cds_spread,rf,lambda,theta,delta,country_lower,oil_exporter,sp_rating,scale_rating,lam_ovx,pd_m1,dd_m1,pd_m3,dd_m3,spread_m1,spread_m3,dd_diff
Saudi Arabia,2019-04-05,1025.012,0.034285068995812,5,0.1551407964694121,36500000000.0,0.0,36500000000.0,18250000000.0,24.0,saudi arabia,83.25,0.0243,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.664959650062888,0.3,0.003999999999999999,2.652069807902196,0.0042,2.6355542381903447,4.80576923262063,5.046361088876459,-0.016515569711851086
Saudi Arabia,2019-04-12,1025.748,0.0007177827065088,5,0.154043927819887,36500000000.0,0.0,36500000000.0,18250000000.0,25.7,saudi arabia,83.21999,0.0243999999999999,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.645437398227717,0.3,0.004000000000000008,2.6520698079021954,0.0035,2.696844260878131,4.80576923262063,4.204416183740397,0.04477445297593574
Saudi Arabia,2019-04-19,1038.379,0.012238740797122,5,0.1439878285283652,36500000000.0,0.0,36500000000.0,18250000000.0,24.45,saudi arabia,77.82999,0.0243999999999999,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.4736853002006205,0.3,0.004000000000000008,2.6520698079021954,0.0044,2.6197277098102485,4.80576923262063,5.286981890835022,-0.03234209809194688
Saudi Arabia,2019-04-26,1047.232,0.0084896494817479,5,0.1439771437740423,36500000000.0,0.0,36500000000.0,18250000000.0,31.24,saudi arabia,78.82999,0.0241,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.4735095389661153,50.0,0.003999999999999999,2.652069807902196,0.0135,2.2115178091866823,4.80576923262063,16.26596646037798,-0.44055199871551354
Saudi Arabia,2019-05-03,1055.199,0.0075788819085833,5,0.1422579703418321,36500000000.0,0.0,36500000000.0,18250000000.0,29.88,saudi arabia,80.28999,0.0241,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.4454098384178713,0.3,0.004000000000000008,2.6520698079021954,0.0041,2.643721889635497,4.80576923262063,4.926061542971077,-0.00834791826669834
Saudi Arabia,2019-05-10,1000.286,-0.0534434156230805,5,0.151669440819771,36500000000.0,0.0,36500000000.0,18250000000.0,32.8,saudi arabia,84.23,0.0236,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.6037180320313253,50.0,0.00400000000000001,2.652069807902195,0.0148,2.175402063676396,4.80576923262063,17.839324349307287,-0.4766677442257987
Saudi Arabia,2019-05-17,975.2,-0.0253986599248713,5,0.153556712680522,36500000000.0,0.0,36500000000.0,18250000000.0,29.44,saudi arabia,93.09,0.0233,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.6368168817307898,0.3,0.004000000000000008,2.6520698079021954,0.0042,2.6355542381903447,4.80576923262063,5.046361088876459,-0.01651556971185064
Saudi Arabia,2019-05-24,966.422,-0.0090419863449655,5,0.1539092292363751,36500000000.0,0.0,36500000000.0,18250000000.0,33.19,saudi arabia,92.59999,0.0233,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.643050987037298,50.0,0.00400000000000001,2.652069807902195,0.0145,2.18348652800656,4.80576923262063,17.4761318865706,-0.46858327989563486
Saudi Arabia,2019-05-31,961.21,-0.005407684351811,5,0.1530330142604913,36500000000.0,0.0,36500000000.0,18250000000.0,46.91,saudi arabia,96.06,0.0220999999999999,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.6275856504216706,50.0,0.003999999999999999,2.652069807902196,0.0134,2.214418549995833,4.80576923262063,16.144990181773156,-0.4376512579063627
Saudi Arabia,2019-06-07,961.21,4.3327429317951965e-17,5,0.1517961330957528,36500000000.0,0.0,36500000000.0,18250000000.0,38.75,saudi arabia,88.17,0.0197,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.6059254319583514,50.0,0.00400000000000001,2.652069807902195,0.0161,2.1419190080865023,4.80576923262063,19.413920940284672,-0.5101507998156927
