country,date,msci_index,msci_ret_weekly,n_obs,msci_vol_annual,debt_lt,debt_st,debt_total,default_barrier,OVX,country_clean,cds_spread,rf,lambda,theta,delta,country_lower,pd_cf_gbm,dd_cf_gbm,pd_mc_jump_const,dd_mc_jump_const,pd_mc_jump_ovx,dd_mc_jump_ovx
Brazil,2014-03-28,827.415,0.072124980865937,5,0.2409565207231419,58678384820.0,0.0,58678384820.0,29339192410.0,19.15,brazil,158.05,0.0013,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.31449717724816856,0.48314278831044777,0.3343,0.4280702163923086,0.319,0.47049696790494155
Brazil,2014-04-04,850.706,0.027760210030106,5,0.2428627352472918,58678384820.0,0.0,58678384820.0,29339192410.0,18.28,brazil,161.72,0.0011,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.31735609127498643,0.4751049330740388,0.2649,0.6283113466440747,0.304,0.5129304106147282
Brazil,2014-04-04,850.706,0.027760210030106,5,0.2428627352472918,58678384820.0,0.0,58678384820.0,29339192410.0,18.28,brazil,161.72,0.0011,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.31735609127498643,0.4751049330740388,0.3418,0.4075555547680291,0.3267,0.4490438839956525
Brazil,2014-04-11,879.39,0.0331618923203407,5,0.2450334261578957,58678384820.0,0.0,58678384820.0,29339192410.0,18.39,brazil,153.38,0.0009,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.3205849233241449,0.46606378215038763,0.2704,0.6116036841430449,0.2983,0.5292961873918318
Brazil,2014-04-11,879.39,0.0331618923203407,5,0.2450334261578957,58678384820.0,0.0,58678384820.0,29339192410.0,18.39,brazil,153.38,0.0009,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.3205849233241449,0.46606378215038763,0.3437,0.4023859615315386,0.3234,0.4582121940837008
Brazil,2014-04-18,865.443,-0.0159869707305481,5,0.2440765911358619,58678384820.0,0.0,58678384820.0,29339192410.0,18.93,brazil,152.94,0.0011,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.3191651493530222,0.4700345986948694,0.2647,0.6289221868699607,0.2995,0.5258391075350426
Brazil,2014-04-18,865.443,-0.0159869707305481,5,0.2440765911358619,58678384820.0,0.0,58678384820.0,29339192410.0,18.93,brazil,152.94,0.0011,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.3191651493530222,0.4700345986948694,0.3434,0.4032014949699874,0.328,0.4454425062917196
Brazil,2014-04-25,859.34,-0.0070768618090918,5,0.2440081270007221,58678384820.0,0.0,58678384820.0,29339192410.0,18.88,brazil,148.89,0.0011,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.3190633504361823,0.4703195935849848,0.2713,0.6088860068030322,0.2991,0.5269907673100405
Brazil,2014-04-25,859.34,-0.0070768618090918,5,0.2440081270007221,58678384820.0,0.0,58678384820.0,29339192410.0,18.88,brazil,148.89,0.0011,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.3190633504361823,0.4703195935849848,0.3351,0.4258735352763045,0.3324,0.43329564716988794
Brazil,2014-05-02,881.624,0.0256010085057637,5,0.2448089330944052,58678384820.0,0.0,58678384820.0,29339192410.0,17.8,brazil,141.45,0.001,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.32025230691822393,0.46699338077993663,0.2699,0.6131154577477789,0.3045,0.511501411920353
Brazil,2014-05-02,881.624,0.0256010085057637,5,0.2448089330944052,58678384820.0,0.0,58678384820.0,29339192410.0,17.8,brazil,141.45,0.001,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.32025230691822393,0.46699338077993663,0.3384,0.4168337696092931,0.3371,0.42039078333404706
Brazil,2014-05-09,883.061,0.0016286196319743,5,0.2447935607370918,58678384820.0,0.0,58678384820.0,29339192410.0,17.0,brazil,144.55,0.001,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.32022951971190977,0.46705708138546487,0.2763,0.5938686030990366,0.3007,0.522388300809072
Brazil,2014-05-09,883.061,0.0016286196319743,5,0.2447935607370918,58678384820.0,0.0,58678384820.0,29339192410.0,17.0,brazil,144.55,0.001,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.32022951971190977,0.46705708138546487,0.3512,0.38208273169969453,0.3289,0.4429526276671238
Brazil,2014-05-16,900.411,0.0194570448599204,5,0.2457491537046444,58678384820.0,0.0,58678384820.0,29339192410.0,15.42,brazil,146.38,0.0009,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.32164336386310466,0.46310831846856443,0.2747,0.598659454661553,0.3069,0.504656669179913
Brazil,2014-05-16,900.411,0.0194570448599204,5,0.2457491537046444,58678384820.0,0.0,58678384820.0,29339192410.0,15.42,brazil,146.38,0.0009,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.32164336386310466,0.46310831846856443,0.3452,0.3983122930764693,0.3317,0.4352237845817761
Brazil,2014-05-23,876.048,-0.027430441794715,5,0.2470340647891193,58678384820.0,0.0,58678384820.0,29339192410.0,15.89,brazil,146.37,0.001,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.32353590629717965,0.4578338527679755,0.2725,0.6052694149415095,0.3012,0.5209523009584603
Brazil,2014-05-23,876.048,-0.027430441794715,5,0.2470340647891193,58678384820.0,0.0,58678384820.0,29339192410.0,15.89,brazil,146.37,0.001,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.32353590629717965,0.4578338527679755,0.3506,0.38370109626455723,0.327,0.44821228145660935
Brazil,2014-05-30,844.722,-0.0364133048118669,5,0.2418627212598992,58678384820.0,0.0,58678384820.0,29339192410.0,15.61,brazil,139.78,0.001,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.31585904021188993,0.4793100403727728,0.2655,0.6264802304337752,0.2964,0.5347828839379821
Brazil,2014-05-30,844.722,-0.0364133048118669,5,0.2418627212598992,58678384820.0,0.0,58678384820.0,29339192410.0,15.61,brazil,139.78,0.001,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.31585904021188993,0.4793100403727728,0.3356,0.4245016530811752,0.3338,0.4294441911012212
Brazil,2014-06-06,875.131,0.0353660102933557,5,0.2421119424916536,58678384820.0,0.0,58678384820.0,29339192410.0,14.5,brazil,133.74,0.0011,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.3162326996173324,0.4782596672462565,0.265,0.6280060144375695,0.2975,0.5316044241037058
Brazil,2014-06-06,875.131,0.0353660102933557,5,0.2421119424916536,58678384820.0,0.0,58678384820.0,29339192410.0,14.5,brazil,133.74,0.0011,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.3162326996173324,0.4782596672462565,0.3335,0.43026896506857354,0.3188,0.4710570432976071
Brazil,2014-06-13,903.396,0.0317874060559263,5,0.2397889200389612,58678384820.0,0.0,58678384820.0,29339192410.0,19.47,brazil,135.25,0.0011,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.31273506484499597,0.48811253937868404,0.2559,0.6560374942636451,0.2922,0.5469690434311935
Brazil,2014-06-13,903.396,0.0317874060559263,5,0.2397889200389612,58678384820.0,0.0,58678384820.0,29339192410.0,19.47,brazil,135.25,0.0011,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.31273506484499597,0.48811253937868404,0.3332,0.43109403183125056,0.3319,0.43467272336631113
Brazil,2014-06-20,900.189,-0.0035562542157926,5,0.2211379928271201,58678384820.0,0.0,58678384820.0,29339192410.0,18.84,brazil,138.99,0.0009,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.2834091140152488,0.5727437236673268,0.236,0.7192287304399239,0.2637,0.6319799175486017
Brazil,2014-06-20,900.189,-0.0035562542157926,5,0.2211379928271201,58678384820.0,0.0,58678384820.0,29339192410.0,18.84,brazil,138.99,0.0009,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.2834091140152488,0.5727437236673268,0.2967,0.533915496664863,0.2892,0.5557233377156853
Brazil,2014-06-27,891.182,-0.0100560697948845,5,0.218570665224972,58678384820.0,0.0,58678384820.0,29339192410.0,16.44,brazil,138.97,0.001,0.0523885300666705,0.03373916813503,0.0493356211440457,brazil,0.27919129486993655,0.5852455966901465,0.2263,0.7510874966794823,0.2619,0.6374987867167242
Brazil,2014-06-27,891.182,-0.0100560697948845,5,0.218570665224972,58678384820.0,0.0,58678384820.0,29339192410.0,16.44,brazil,138.97,0.001,0.0401033845954715,-0.0101690477239701,0.0806334903883756,brazil,0.27919129486993655,0.5852455966901465,0.3019,0.5189437035445947,0.2935,0.5431885344211086
