country,driver,beta,p,beta_norm,p_norm,beta_crash,p_crash,delta,p_delta
Brazil,r_oil,0.00345613109737778,0.754838158497878,0.000578315944490366,0.962555056296166,0.00709238617253236,0.736325732956356,0.00651407022804199,0.797066130345061
Egypt,r_oil,0.0151132364652235,0.485169833982881,-0.00593202749100553,0.813166387758729,0.0422513224462448,0.237355081412863,0.0481833499372503,0.269813732930201
Morocco,r_oil,0.0172222745690145,0.141488490554735,0.0129771680128637,0.334794428284697,0.0225834701348606,0.181294298033977,0.00960630212199696,0.617049002080352
