date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2,PD_M0,PD_M1,PD_M2
2015-01-04,Brazil,207.97,0.0255,631.8961,792.7785975636025,0.1567486591084053,1349.0322534193394,0.0921161388639548,True,1109.810142971798,0.0921161388633813,True,-0.1546637848074127,1348.7902713918645,0.143042120887679,True,8.155143423832989,Exporter,1.0,4.198043201186093,3.25037608765186,2.609288099083243,1.3461563930958558e-05,0.0005762624086621481,0.004536540974545207
2015-01-11,Brazil,201.92,0.0255,631.8961,812.0651720739768,0.1582783378471831,1368.3187941250098,0.09393501973879,True,1087.63988833201,0.0939350197479539,True,-0.1821262178680968,1368.122767778188,0.1420945496821422,True,7.705557631254091,Exporter,1.0,4.180310320990116,3.087341565871162,2.673604909793895,1.4555577549194666e-05,0.001009776973506416,0.0037520400396339904
2015-01-18,Brazil,205.65,0.0255,631.8961,814.9058302067671,0.1582031027271592,1371.159461145336,0.0940235940967939,True,1119.4261561370804,0.0940235940985271,True,-0.1606527169838928,1370.9064873810655,0.1459648466255103,True,8.384938910883598,Exporter,1.0,4.186038495038569,3.2212483815365305,2.60040171972713,1.4193261341583266e-05,0.0006381674061763374,0.004655734325782556
2015-01-25,Brazil,193.65,0.0255,631.8961,827.9344133303866,0.1567436863842734,1384.18812587715,0.0937546262896227,True,1114.8216765076163,0.0937546262950832,True,-0.1715231364197304,1383.9500143218809,0.1463914182200389,True,8.506863620477713,Exporter,1.0,4.24376054299033,3.211431105640774,2.620800610693194,1.0990244979799511e-05,0.0006603781755750802,0.004386177592904098
2015-02-01,Brazil,212.77,0.022,622.0884000000001,803.9977106591449,0.1576608838858471,1361.2853903498917,0.0931176503541219,True,1112.353129436058,0.0931176503597473,True,-0.1599159595464555,1360.9999734681264,0.1464305535485538,True,8.60907893308385,Exporter,1.0,4.1851701242019095,3.2152622811604687,2.5632697539774623,1.4247630355858087e-05,0.0006516269334852499,0.00518457252516735
2015-02-08,Brazil,229.48,0.022,622.0884000000001,775.0770846702505,0.1619077560943059,1332.364416669883,0.0941877225173026,True,1126.2813876449843,0.0941877225179267,True,-0.1326931530251255,1331.9635009636004,0.1486380064794659,True,8.831137734961025,Exporter,1.0,4.033280810428369,3.2354383421370465,2.4554176026281285,2.7501742696066752e-05,0.0006072805700554452,0.007036050444751776
2015-02-15,Brazil,235.35,0.022,622.0884000000001,760.8432198037207,0.1630445784095948,1318.130389676487,0.0941128795854002,True,1197.3667105079055,0.094112879585033,True,-0.0746652334773636,1317.7659465190611,0.1455923009509465,True,8.28998791264736,Exporter,1.0,3.9856168266921954,3.52900997115974,2.480747948199751,3.365252566217273e-05,0.00020855870691936413,0.00655535222694527
2015-02-22,Brazil,235.89,0.022,622.0884000000001,751.9794037779224,0.1625423693515061,1309.26658621119,0.0933577437316756,True,1164.374964318255,0.0933577437309971,True,-0.091617535684517,1308.9154637887134,0.1440408506649202,True,8.128638703411497,Exporter,1.0,3.987228912711038,3.425407131610254,2.490032844938242,3.342475961495141e-05,0.00030693938032207277,0.006386564528327525
2015-03-01,Brazil,235.88,0.0233999999999999,626.0114799999998,750.0659646632536,0.1624473425746369,1306.955670791249,0.0932303044186439,True,1179.5656640169614,0.0932303044179587,True,-0.0798101550574809,1306.5779676347424,0.1450208698555486,True,8.32346641060847,Exporter,1.0,3.987912702483052,3.4959734635378372,2.4677099988454585,3.332859061279916e-05,0.0002361678352587204,0.006799021727558624
2015-03-08,Brazil,253.64,0.0233999999999999,626.0114799999998,695.4889980525287,0.1793440435959083,1252.373365202173,0.0996051489377784,True,1131.6050434988208,0.0996051489373989,True,-0.07889060932975,1251.7664961750822,0.1466650996724634,True,7.584145071576028,Exporter,1.0,3.5273453143731692,3.0720576997418614,2.3057126636521574,0.00020987447198593154,0.001062943137648689,0.010563346518861774
