date,country,cds_spread,risk_free_rate,implied_V,implied_sigma_V,cca_converged,B_f,LCL_usd,sigma_lcl,lambda_annual
2015-01-04,Brazil,207.97,0.0255,1349.0038244940774,0.11961786341438906,True,631.8961,792.7785975636025,0.15674865910840535,8.155143423832989
2015-01-11,Brazil,201.92,0.0255,1368.2947964299046,0.11988476655506221,True,631.8961,812.0651720739768,0.15827833784718318,7.705557631254091
2015-01-18,Brazil,205.65,0.0255,1371.129294098919,0.12212608280292768,True,631.8961,814.9058302067671,0.1582031027271592,8.384938910883598
2015-01-25,Brazil,193.65,0.0255,1384.1611013897348,0.12225691572949346,True,631.8961,827.9344133303866,0.15674368638427344,8.506863620477713
2015-02-01,Brazil,212.77,0.022,1361.2517104627211,0.12199160056511056,True,622.0884000000001,803.9977106591449,0.1576608838858471,8.60907893308385
2015-02-08,Brazil,229.48,0.022,1332.3113650183186,0.12370428658247856,True,622.0884000000001,775.0770846702505,0.1619077560943059,8.831137734961025
2015-02-15,Brazil,235.35,0.022,1318.0797989825694,0.12192841098724215,True,622.0884000000001,760.8432198037207,0.16304457840959483,8.28998791264736
2015-02-22,Brazil,235.89,0.022,1309.2178949291058,0.12071116870078628,True,622.0884000000001,751.9794037779224,0.1625423693515061,8.128638703411497
2015-03-01,Brazil,235.88,0.0233999999999999,1306.903643031967,0.12121186392246586,True,626.0114799999998,750.0659646632536,0.1624473425746369,8.32346641060847
2015-03-08,Brazil,253.64,0.0233999999999999,1252.2527107610126,0.1249180939876582,True,626.0114799999998,695.4889980525287,0.1793440435959083,7.584145071576028
2015-03-15,Brazil,302.25,0.0233999999999999,1212.0024894078867,0.12917459294971467,True,626.0114799999998,655.3707754329037,0.18862014872425603,8.187934488258595
2015-03-22,Brazil,291.2898,0.0233999999999999,1216.0776504583123,0.1280849855056875,True,626.0114799999998,659.4166683458825,0.18844705080463878,7.789327994082119
2015-03-29,Brazil,285.95,0.0233999999999999,1211.9525181275342,0.12726107429437003,True,626.0114799999998,655.2855986603294,0.18605952550690424,8.004976404557853
2015-04-05,Brazil,259.48,0.0241,1280.1748905731542,0.14291137016139088,True,627.97302,723.8774148831793,0.20871069813633972,7.680461418578111
2015-04-12,Brazil,245.19,0.0241,1290.9230207732912,0.14148571229068888,True,627.97302,734.5635362483183,0.20913110067195217,6.926849823778328
2015-04-19,Brazil,241.81,0.0241,1299.3176813963673,0.1418159341596888,True,627.97302,742.9452510957348,0.20939409977514276,6.810288774147373
2015-04-26,Brazil,220.11,0.0241,1321.8072751785119,0.1426349979016338,True,627.97302,765.4019206636663,0.2116417409764452,6.205567383411147
2015-05-03,Brazil,237.95,0.0233,1313.4329368162287,0.14185785710605409,True,625.73126,756.795265111992,0.21190266038146752,6.094891294281151
2015-05-10,Brazil,222.26,0.0233,1323.9575825914599,0.14261182123777658,True,625.73126,767.3126478646186,0.2123612824322778,6.0357508272506495
2015-05-17,Brazil,228.93,0.0233,1317.8702681442996,0.14050259043649183,True,625.73126,761.19842105617,0.2124964912070694,5.468223330610242
2015-05-24,Brazil,220.46,0.0233,1293.7935831551122,0.14066955051691962,True,625.73126,737.1749851791735,0.2148006288207341,5.614899382679133
2015-05-31,Brazil,231.01,0.0269,1255.2689649935726,0.14206634877458166,True,635.8191800000001,699.8981691556303,0.22032157905682087,5.885534915659204
2015-06-07,Brazil,247.9,0.0269,1263.2864726643475,0.14279884194455567,True,635.8191800000001,707.9099768693625,0.2207108640545251,5.863339376158497
2015-06-14,Brazil,242.18,0.0269,1269.055628829159,0.1424375643473619,True,635.8191800000001,713.6517722961299,0.22059038419684948,5.639079082667099
2015-06-21,Brazil,240.17,0.0269,1273.8979588451882,0.14248601202612274,True,635.8191800000001,718.4811120194411,0.22074461227224101,5.517360826083393
2015-06-28,Brazil,256.0898,0.0269,1266.565720808297,0.14116467765270188,True,635.8191800000001,711.1369549532507,0.22019004758131044,5.365998959550843
2015-07-05,Brazil,249.89,0.0285,1294.1303261016146,0.14009959226271448,True,640.3027000000001,739.1473430576401,0.21172178759591248,5.892196739957852
2015-07-12,Brazil,251.79,0.0285,1288.32241239892,0.1423721972137072,True,640.3027000000001,733.4011740134332,0.2117863178846475,6.72277147135798
2015-07-19,Brazil,262.49,0.0285,1281.7618387067243,0.13966753313667102,True,640.3027000000001,726.7977133850893,0.21188360021003896,5.990061358537994
2015-07-26,Brazil,293.25,0.0285,1245.3262755029168,0.14165684896722056,True,640.3027000000001,690.5134359107245,0.2173519824059528,6.473522989525034
2015-08-02,Brazil,288.8699,0.0277,1229.0611484895785,0.1408147500636606,True,638.0609400000001,674.0099476756913,0.21822587915002517,6.453318164392281
2015-08-09,Brazil,327.8999,0.0277,1212.5062134936024,0.14086851863460115,True,638.0609400000001,657.5223116793521,0.21911151482033492,6.717159407258605
2015-08-16,Brazil,300.5698,0.0277,1216.7851370849132,0.1410166792527143,True,638.0609400000001,661.7883433310258,0.21893893694303687,6.689096386893115
2015-08-23,Brazil,336.74,0.0277,1213.6679133986174,0.14209604002100445,True,638.0609400000001,658.7214125816475,0.21891161910636728,7.1079632624115625
2015-08-30,Brazil,327.0698,0.0277,1198.5379352637453,0.14327961601682437,True,638.0609400000001,643.709592899398,0.21880970997741958,7.86729646354631
2015-09-06,Brazil,375.1199,0.0255,1160.9479944573375,0.14296410248268118,True,631.8961,605.6253453004708,0.22577575188458893,7.62031732864934
2015-09-13,Brazil,392.8799,0.0255,1156.914433647745,0.14109919519544867,True,631.8961,601.527776353197,0.22264097147843645,7.657518876339358
2015-09-20,Brazil,390.3398,0.0255,1145.440987501911,0.13892954176538372,True,631.8961,590.0266453073995,0.22296575602982496,7.239402638088533
2015-09-27,Brazil,489.5098,0.0255,1140.6849403694905,0.13888530600461418,True,631.8961,585.3004721264288,0.22238985686078033,7.446587043899864
2015-10-04,Brazil,521.3599,0.0262,1171.2975828433098,0.13636885895303125,True,633.8576400000001,615.8516068624037,0.2158204874429075,6.906689065808818
2015-10-11,Brazil,410.8398,0.0262,1198.5749396209178,0.1411254811403327,True,633.8576400000001,643.1732702066895,0.2207018510137441,6.899967454445317
2015-10-18,Brazil,435.3699,0.0262,1172.521749837802,0.13935885338227003,True,633.8576400000001,617.1837802223447,0.22358554514918422,6.538639892319442
2015-10-25,Brazil,445.24,0.0262,1179.4732262967286,0.14087246544499574,True,633.8576400000001,624.1595239857859,0.2240259404297059,6.755317261802525
2015-11-01,Brazil,429.6699,0.025,1198.4825484883606,0.14397915043447138,True,630.4950000000001,642.8203442391433,0.22672691860657315,6.804680741458663
2015-11-08,Brazil,401.45,0.025,1213.0706434557817,0.14435562286906412,True,630.4950000000001,657.3470776301162,0.22662791647408825,6.568956853222571
2015-11-15,Brazil,426.99,0.025,1200.2271345824745,0.14570460423563636,True,630.4950000000001,644.6299885421821,0.2268112108931624,7.286065084340796
2015-11-22,Brazil,388.6199,0.025,1224.7031072710965,0.1475188298658131,True,630.4950000000001,669.0477911081623,0.22740999614609345,7.138079201284263
2015-11-29,Brazil,415.4199,0.025,1200.0118157321265,0.14712880323422506,True,630.4950000000001,644.4812506089667,0.22816451623355435,7.509415947519521
2015-12-06,Brazil,435.1199,0.0269,1208.134745250935,0.14721371334688008,True,635.8191800000001,653.1568731528844,0.22875221122075592,7.194900439028666
2015-12-13,Brazil,485.73,0.0269,1187.5226567801626,0.14900046446180112,True,635.8191800000001,632.7671644502863,0.22951103421897764,8.15937920832948
2015-12-20,Brazil,490.2798,0.0269,1170.1523661453389,0.14652740877612305,True,635.8191800000001,615.3917995295692,0.23077208822951106,7.6356439576314905
2015-12-27,Brazil,482.5698,0.0269,1175.8792539435428,0.14558557253850318,True,635.8191800000001,621.0283777243536,0.23115274859662435,7.1246971348104156
2016-01-03,Brazil,488.99,0.0260999999999999,1193.0900591803659,0.1533776088625538,True,610.9855079999998,657.7620408811325,0.23507305203003814,7.32046112687203
2016-01-10,Brazil,480.7998,0.0260999999999999,1182.5200475196964,0.15498431098828744,True,610.9855079999998,647.3412227317789,0.23367924879409854,8.349554596247506
2016-01-17,Brazil,491.73,0.0260999999999999,1178.6584089231267,0.15650141767556058,True,610.9855079999998,643.589728204781,0.2335456837341173,8.955246767508955
2016-01-24,Brazil,468.7998,0.0260999999999999,1171.3448284371932,0.15536237711570017,True,610.9855079999998,636.2691034474738,0.23270842163525182,8.932731911791404
2016-01-31,Brazil,462.6299,0.0249,1184.6952761190985,0.15639773937541213,True,607.7427720000001,649.2183989108335,0.23270688509573234,8.932731911791404
2016-02-07,Brazil,456.8398,0.0249,1200.5224087031606,0.15870070051183272,True,607.7427720000001,665.0542602569154,0.2319768407546238,9.38986225798762
2016-02-14,Brazil,482.0298,0.0249,1183.8046551550524,0.16086788939439473,True,607.7427720000001,648.595348620702,0.23251507023274703,10.41418898428237
2016-02-21,Brazil,457.5898,0.0249,1181.0244111247696,0.15608723026047108,True,607.7427720000001,645.5579784152658,0.2323547124699487,8.991333019235885
2016-02-28,Brazil,446.2998,0.0249,1185.6424098584857,0.1558060538652778,True,607.7427720000001,650.1270138820366,0.23256924358664682,8.744370122299545
2016-03-06,Brazil,395.75,0.022,1241.7613369922701,0.15905015619009424,True,599.90616,705.2414581141777,0.23540983690203174,7.9029090792241785
2016-03-13,Brazil,376.23,0.022,1276.822039330141,0.15923360385184585,True,599.90616,740.1310396124856,0.23218450642236146,7.725174852694362
2016-03-20,Brazil,351.1399,0.022,1268.3029920129006,0.15702660905085064,True,599.90616,731.5677153039499,0.23256776509616464,7.143653713541549
2016-03-27,Brazil,382.3599,0.022,1256.4455672824067,0.15647833648991152,True,599.90616,719.7434346068763,0.23314593457841687,7.141424004798154
2016-04-03,Brazil,351.5698,0.0227999999999999,1235.8826406893086,0.14447465017089364,True,602.0679839999998,699.0928197683163,0.21275623663928958,7.452104909276732
2016-04-10,Brazil,374.0298,0.0227999999999999,1228.8263845259667,0.14364997934256699,True,602.0679839999998,692.0370481375012,0.2123799280160519,7.414559413685488
2016-04-17,Brazil,336.21,0.0227999999999999,1239.931176812592,0.14593394777366137,True,602.0679839999998,703.167279589447,0.2127061556886047,7.835936017453294
2016-04-24,Brazil,349.49,0.0227999999999999,1233.8477865534016,0.1410419202099547,True,602.0679839999998,696.9810572398528,0.2104917978553032,6.806923993124431
2016-05-01,Brazil,330.8198,0.0220999999999999,1248.3682050130446,0.1427270760047105,True,600.1763879999997,711.3127790252983,0.2114129519507469,6.868591485912299
2016-05-08,Brazil,330.6199,0.0220999999999999,1234.8371739923327,0.14187333754101777,True,600.1763879999997,697.7981782833011,0.21160078266944668,6.862987239483793
2016-05-15,Brazil,320.6599,0.0220999999999999,1228.5809896108299,0.14113044368171263,True,600.1763879999997,691.541871200771,0.21163309777570885,6.762049891871897
2016-05-22,Brazil,338.74,0.0220999999999999,1231.3100282598757,0.13961236644615788,True,600.1763879999997,694.2301282081895,0.20944044542482684,6.604888887842859
2016-05-29,Brazil,341.5598,0.0220999999999999,1213.8289655760623,0.13419346372670027,True,600.1763879999997,676.6831421304902,0.2045395917408606,6.133990617662887
2016-06-05,Brazil,328.3799,0.0222,1238.005026417616,0.13700626012819953,True,600.4466160000001,700.8861449236412,0.20732561745379338,6.004542218179782
2016-06-12,Brazil,337.8699,0.0222,1259.5300956762715,0.14145745349470856,True,600.4466160000001,722.4484526287899,0.20940991246520538,6.580185606860099
2016-06-19,Brazil,330.6199,0.0222,1260.0653829145363,0.1419297591840983,True,600.4466160000001,722.9918326397166,0.209305722227875,6.737361886348137
2016-06-26,Brazil,334.9299,0.0222,1269.148146650721,0.14327937434967536,True,600.4466160000001,732.0810987694798,0.20939113003212292,6.959317406638849
2016-07-03,Brazil,320.6899,0.0202,1368.7625836058294,0.16651188650704954,True,595.042056,831.5008323438549,0.24207714130309244,6.157465760331858
2016-07-10,Brazil,300.2798,0.0202,1352.4330797020207,0.1677169102778982,True,595.042056,815.2749819226186,0.24287319709448424,6.744095430690235
2016-07-17,Brazil,290.8899,0.0202,1357.1047199343275,0.16623990141153205,True,595.042056,819.8763423891517,0.2426337950688297,6.211163337210338
2016-07-24,Brazil,279.3298,0.0202,1363.6396849198436,0.16368270707579965,True,595.042056,826.3074838328496,0.23645713480613068,6.456685472277234
2016-07-31,Brazil,283.3899,0.0182,1378.6379910457642,0.16454759787095943,True,589.637496,840.816877691804,0.23515413678665043,6.707057216396906
2016-08-07,Brazil,262.96,0.0182,1400.6098543511146,0.1654886670006135,True,589.637496,862.75028117799,0.23422233195691258,6.754195121938656
2016-08-14,Brazil,252.31,0.0182,1393.4734112184337,0.1640031214068683,True,589.637496,855.5939279328304,0.23460930983710285,6.336639863262948
2016-08-21,Brazil,248.55,0.0182,1390.4648901113896,0.16279039253391694,True,589.637496,852.562037787118,0.234566243479199,6.012341960187532
2016-08-28,Brazil,254.44,0.0182,1374.328359831214,0.16190341638001035,True,589.637496,836.4465857150144,0.23411601686168568,6.142932201844895
2016-09-04,Brazil,252.05,0.0189,1375.5966765239248,0.15695427608074056,True,591.529092,837.7528291956387,0.2242797860349392,6.43311583386347
2016-09-11,Brazil,252.05,0.0189,1371.3022497563586,0.15701176520692278,True,591.529092,833.4692534389316,0.2241874574238849,6.554359629652929
2016-09-18,Brazil,268.47,0.0189,1374.2424339134034,0.15633823837682487,True,591.529092,836.3886329709338,0.22268965567108628,6.570079725256821
2016-09-25,Brazil,268.2598,0.0189,1378.6432162813273,0.15769531691126537,True,591.529092,840.8086285220169,0.22218779774196923,7.021960531675617
2016-10-02,Brazil,265.8899,0.0202,1417.421030901557,0.15777964806702757,True,595.042056,879.82090628193,0.2211403674207375,6.508324930139606
2016-10-09,Brazil,264.8899,0.0202,1428.4034313612767,0.15557273762554982,True,595.042056,890.7498240385521,0.21806616909211568,6.20444825849329
2016-10-16,Brazil,263.1099,0.0202,1432.7013511926086,0.15211122646669428,True,595.042056,894.9951778770923,0.212631695190538,6.087075514249837
