date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2,PD_M0,PD_M1,PD_M2
2015-01-04,Brazil,207.97,0.0255,631.8961,792.7785975636025,0.1567486591084053,1349.0322534193394,0.0921161388639548,True,1297.7691968168815,0.0921161388640043,True,-0.1546637848074127,1349.031004073556,0.0998344012972437,True,8.155143423832989,Exporter,1.0,4.198043201186093,4.009961426474954,3.8568941807707473,1.3461563930958558e-05,3.036433394897403e-05,5.74184230019285e-05
2015-01-11,Brazil,201.92,0.0255,631.8961,812.0651720739768,0.1582783378471831,1368.3187941250098,0.09393501973879,True,1307.3140335898906,0.093935019738835,True,-0.1821262178680968,1368.31761690321,0.1012139111748601,True,7.705557631254091,Exporter,1.0,4.180310320990116,3.9631752645988554,3.86398482034878,1.4555577549194666e-05,3.69797217217975e-05,5.5776078415336306e-05
2015-01-18,Brazil,205.65,0.0255,631.8961,814.9058302067671,0.1582031027271592,1371.159461145336,0.0940235940967939,True,1317.073908606555,0.0940235940968382,True,-0.1606527169838928,1371.158122181406,0.1019371612614555,True,8.384938910883598,Exporter,1.0,4.186038495038569,3.9946212516148436,3.8440560157559673,1.4193261341583266e-05,3.239887691831264e-05,6.050868176249223e-05
2015-01-25,Brazil,193.65,0.0255,631.8961,827.9344133303866,0.1567436863842734,1384.18812587715,0.0937546262896227,True,1325.980753725842,0.0937546262896642,True,-0.1715231364197304,1384.187021767078,0.1017846287956337,True,8.506863620477713,Exporter,1.0,4.24376054299033,4.038832819483239,3.8917105297061902,1.0990244979799511e-05,2.6858916613419978e-05,4.976998132399019e-05
2015-02-01,Brazil,212.77,0.022,622.0884000000001,803.9977106591449,0.1576608838858471,1361.2853903498917,0.0931176503541219,True,1307.828507558746,0.0931176497219926,True,-0.1599159595464555,1361.2839588397394,0.1012503828072816,True,8.60907893308385,Exporter,1.0,4.1851701242019095,3.9927690369233337,3.8315451519281245,1.4247630355858087e-05,3.265308566394795e-05,6.367049916904841e-05
2015-02-08,Brazil,229.48,0.022,622.0884000000001,775.0770846702505,0.1619077560943059,1332.364416669883,0.0941877225173026,True,1288.7788489294005,0.0941877225173186,True,-0.1326931530251255,1332.361813058431,0.1025178850486594,True,8.831137734961025,Exporter,1.0,4.033280810428369,3.8753587945258663,3.6876751871722355,2.7501742696066752e-05,5.3233852860500196e-05,0.0001131561394499504
2015-02-15,Brazil,235.35,0.022,622.0884000000001,760.8432198037207,0.1630445784095948,1318.130389676487,0.0941128795854002,True,1293.611254613718,0.0941128793325607,True,-0.0746652334773636,1318.127599382988,0.1019386385870904,True,8.28998791264736,Exporter,1.0,3.9856168266921954,3.8963924404163155,3.662807245245541,3.365252566217273e-05,4.8818069151399965e-05,0.00012473312934825598
2015-02-22,Brazil,235.89,0.022,622.0884000000001,751.9794037779224,0.1625423693515061,1309.26658621119,0.0933577437316756,True,1279.4781605911037,0.093357743289085,True,-0.091617535684517,1309.2638938409857,0.1010402286071956,True,8.128638703411497,Exporter,1.0,3.987228912711038,3.876980572692466,3.6675296763420517,3.342475961495141e-05,5.2880399678717147e-05,0.00012245256688713768
2015-03-01,Brazil,235.88,0.0233999999999999,626.0114799999998,750.0659646632536,0.1624473425746369,1306.955670791249,0.0932303044186439,True,1280.9939719036608,0.0932303040728454,True,-0.0798101550574809,1306.95286535447,0.1010965099227585,True,8.32346641060847,Exporter,1.0,3.987912702483052,3.891667369604887,3.660703148151814,3.332859061279916e-05,4.977883747098843e-05,0.00012576201869413282
2015-03-08,Brazil,253.64,0.0233999999999999,626.0114799999998,695.4889980525287,0.1793440435959083,1252.373365202173,0.0996051489377784,True,1227.7781874267953,0.0996051484808332,True,-0.07889060932975,1252.3620880763683,0.1067317949295811,True,7.584145071576028,Exporter,1.0,3.5273453143731692,3.438292201302931,3.276377675730523,0.00020987447198593154,0.00029269781980860644,0.0005257392492921616
2015-03-15,Brazil,302.25,0.0233999999999999,626.0114799999998,655.3707754329037,0.188620148724256,1212.2458304878162,0.1019944460525946,True,1172.9931509569074,0.1019944460324275,True,-0.131157134330273,1212.2201066318585,0.109678014028832,True,8.187934488258595,Exporter,1.0,3.2966439651563153,3.1523177949461103,3.049029633359493,0.0004892372633757344,0.0008098993858337775,0.0011479091725467546
2015-03-22,Brazil,291.2898,0.0233999999999999,626.0114799999998,659.4166683458825,0.1884470508046387,1216.2921530247831,0.1021881589412677,True,1180.1466809531776,0.1021881589237999,True,-0.1201608419540539,1216.2687710663065,0.1094977698956827,True,7.789327994082119,Exporter,1.0,3.3045453951875063,3.172517741293581,3.068070083834784,0.00047565284237465204,0.000755616627777204,0.0010772304188265
2015-03-29,Brazil,285.95,0.0233999999999999,626.0114799999998,655.2855986603294,0.1860595255069042,1212.1634321048446,0.1006001998403693,True,1175.4189669388163,0.1006001998217932,True,-0.1226167385325055,1212.1418052937404,0.1081216489172617,True,8.004976404557853,Exporter,1.0,3.345170130914423,3.208329836362877,3.096157122706282,0.000411160559753508,0.0006675414387450673,0.000980232241946705
2015-04-05,Brazil,259.48,0.0241,627.97302,723.8774148831793,0.2087106981363397,1280.5129005346107,0.1180443015823835,True,1231.5904918846109,0.1180443015644203,True,-0.1552846971206449,1280.4637214013635,0.1251641765736612,True,7.680461418578111,Exporter,1.0,3.023933562655681,2.876354346584506,2.8363143189987468,0.0012475561272857674,0.0020114890685091823,0.0022818753451441967
2015-04-12,Brazil,245.19,0.0241,627.97302,734.5635362483183,0.2091311006719521,1291.1993094019308,0.1190335114122364,True,1262.0118098671742,0.1190335114053254,True,-0.0908071687434335,1291.1568085466574,0.1254509609397335,True,6.926849823778328,Exporter,1.0,3.0278248122720264,2.941922504636303,2.858836136910512,0.0012316041975728965,0.0016309077164867196,0.0021259918095296354
2015-04-19,Brazil,241.81,0.0241,627.97302,742.9452510957348,0.2093940997751427,1299.5814368901206,0.1197644683562122,True,1280.9822355348258,0.1197644678979582,True,-0.0569885675020527,1299.5403978515194,0.126069505340953,True,6.810288774147373,Exporter,1.0,3.0318781603401677,2.9780506690367154,2.8663887299204567,0.0012151864067341614,0.001450440121257669,0.00207592041775353
2015-04-26,Brazil,220.11,0.0241,627.97302,765.4019206636663,0.2116417409764452,1322.0346482709772,0.1225924915193635,True,1304.0965154642895,0.1225924911249205,True,-0.0539738860033966,1321.99691860351,0.1283262656523392,True,6.205567383411147,Exporter,1.0,3.018175254029718,2.9683386309240043,2.8706853641791454,0.0012715089672272494,0.0014970713519251353,0.002047914890390056
2015-05-03,Brazil,237.95,0.0233,625.73126,756.795265111992,0.2119026603814675,1313.6617940349065,0.1221399631153976,True,1295.2371342830168,0.1221399627018736,True,-0.0558290484048616,1313.6234512633575,0.127775562923567,True,6.094891294281151,Exporter,1.0,3.005556633069974,2.953839247798933,2.860569336049435,0.0013254761232955584,0.0015692372090940984,0.002114405355174754
