date,country,cds_spread,risk_free_rate,implied_V,implied_sigma_V,cca_converged,B_f,LCL_usd,sigma_lcl,convenience_yield
2018-07-22,Philippines,77.89999,0.0298,173.97612981481709,0.05360685260105707,True,83.989602,91.02880063276788,0.09622132681431189,0.05166178063240947
2018-07-29,Philippines,71.5,0.0298,172.02088732501156,0.05362789138702284,True,83.989602,91.17436908343996,0.09619102554379814,0.041866106975383066
2018-08-05,Philippines,75.92999,0.0294,173.78227817194832,0.053566371392566356,True,83.843406,91.13039795919298,0.09611216069617082,0.050131784531042736
2018-08-12,Philippines,78.37999,0.0294,171.69740154870115,0.0528413940059219,True,83.843406,90.8885444639693,0.09492304220939243,0.04146086568447077
2018-08-19,Philippines,78.37,0.0294,171.8099383697086,0.052581660567331705,True,83.843406,90.69506166329118,0.0945457960592049,0.042933516638586314
2018-08-26,Philippines,78.84999,0.0294,174.40594260097976,0.052496990871390044,True,83.843406,90.64669095169049,0.09441591031929952,0.05518558599682098
2018-09-02,Philippines,80.34,0.0297,178.21951403381323,0.05230206338916898,True,83.953053,90.5814415218649,0.09408734742594,0.07285903499686908
2018-09-09,Philippines,86.73,0.0297,177.89850702099892,0.05228146609586165,True,83.953053,90.04860952262,0.09429744732297385,0.0740344371216361
2018-09-16,Philippines,80.57999,0.0297,177.72917691081128,0.05203589141614649,True,83.953053,89.51577751006558,0.09410343703330273,0.07589819400023658
2018-09-23,Philippines,78.42,0.0297,177.63267390235933,0.051661489452289815,True,83.953053,89.37045967766227,0.09349426641537217,0.07602567106135333
2018-09-30,Philippines,77.68999,0.0308,177.50408043351504,0.051829822943731584,True,84.355092,89.78480320691385,0.09357505152394091,0.07361777087336657
2018-10-07,Philippines,85.28,0.0308,175.99701753502845,0.05171382072718491,True,84.355092,89.48610759707343,0.0935046472889797,0.06827397114577521
2018-10-14,Philippines,89.45999,0.0308,175.02389796607233,0.051784737587608404,True,84.355092,89.72874888642004,0.09351970904112111,0.06262858774764749
2018-10-21,Philippines,91.90999,0.0308,175.58758462020023,0.05185224638125925,True,84.355092,90.3596162385491,0.09334986274345951,0.062092301378653576
2018-10-28,Philippines,97.54999,0.0308,173.25847875678704,0.05191616047929314,True,84.355092,90.6507857771217,0.09333147333742449,0.04999745538561701
2018-11-04,Philippines,92.64,0.0327,173.82448213921776,0.0520769624802521,True,85.049523,91.10086346012538,0.09336154394360824,0.05082240700414836
2018-11-11,Philippines,89.70999,0.0327,171.5423164149093,0.0520998508723403,True,85.049523,91.1976762932521,0.09335873157058612,0.039775167479100704
2018-11-18,Philippines,94.84999,0.0327,168.95117722398243,0.052380903677482216,True,85.049523,92.06899166886701,0.09346978659030984,0.023376624193445335
2018-11-25,Philippines,100.24,0.0327,170.49749578771875,0.05244833970650324,True,85.049523,92.35943012129705,0.0934607444488566,0.02925483212680427
2018-12-02,Philippines,93.85999,0.0327,169.04963923985713,0.05208912885616276,True,85.049523,93.05478222924164,0.09251627939137327,0.019061210892686885
2018-12-09,Philippines,90.17999,0.0327,173.42799378130695,0.05201712873000814,True,85.049523,92.46953203752739,0.09264391325632135,0.04242882601402247
2018-12-16,Philippines,83.79999,0.0327,168.13622317151686,0.05203908671362336,True,85.049523,91.88428183387613,0.0929418995813195,0.020542301744855506
2018-12-23,Philippines,87.98,0.0327,178.19724952843399,0.05192918561476051,True,85.049523,92.12813607398145,0.09263757893338126,0.06611778952445363
2018-12-30,Philippines,87.73,0.0327,163.00605699810848,0.05093445317818522,True,85.049523,92.8596988387049,0.09054849112289279,-0.008046718822978492
2019-01-06,Philippines,91.64999,0.0298,183.9973613713307,0.05786821684375493,True,90.72503999999999,99.83262230097816,0.10317726225400912,0.028774709411208133
2019-01-13,Philippines,83.31,0.0298,186.80016460258327,0.05766546346781442,True,90.72503999999999,100.40878119221041,0.10255668083775173,0.038295095645522345
2019-01-20,Philippines,80.34,0.0298,186.36593401900765,0.05752792280388681,True,90.72503999999999,99.46597573169436,0.10273656225728318,0.04066619831994086
2019-01-27,Philippines,78.35999,0.0298,183.8363454282212,0.05746949620716511,True,90.72503999999999,99.67548806772069,0.10253729122204358,0.028797158532033202
2019-02-03,Philippines,72.42999,0.0289,184.87093028537112,0.053476064408337104,True,90.36971999999999,99.23648818130825,0.09562197458596257,0.03500541742303657
2019-02-10,Philippines,73.53999,0.0289,185.2768133409943,0.05355131013556983,True,90.36971999999999,99.59999180352992,0.09560248982912545,0.03510815586457317
2019-02-17,Philippines,68.53999,0.0289,187.93399058113917,0.053056738448121206,True,90.36971999999999,99.23648818130825,0.0948721668526301,0.048161989330226807
2019-02-24,Philippines,64.35999,0.0289,187.13062788969106,0.053092354802029375,True,90.36971999999999,99.75577906884527,0.09471803189825413,0.042400088653245266
2019-03-03,Philippines,61.31,0.0287,187.47431810741384,0.05230190422882748,True,90.29075999999999,100.23239866478704,0.09311799739052436,0.04168421968617324
2019-03-10,Philippines,63.53,0.0287,187.06295816601144,0.052425464551903306,True,90.29075999999999,99.45217760134781,0.09365894985878427,0.043425123749059186
2019-03-17,Philippines,58.89999,0.0287,188.9617441788063,0.052484659654332515,True,90.29075999999999,98.88001548783063,0.09400356700146033,0.05407483190584042
2019-03-24,Philippines,61.71999,0.0287,190.5045593916745,0.05207895312231897,True,90.29075999999999,98.7759860084768,0.09332030852979917,0.061043759325891345
2019-03-31,Philippines,60.79999,0.0279999999999999,193.33734208074864,0.04784264098634257,True,90.01439999999995,100.1032654198282,0.08524316310019464,0.06659998607052098
2019-04-07,Philippines,55.84999,0.0279999999999999,205.653486949747,0.06649557596935422,True,90.01439999999995,108.27348116222866,0.1145553156246202,0.08005743756432286
2019-04-14,Philippines,53.68999,0.0279999999999999,205.0474877196097,0.06672623059181154,True,90.01439999999995,109.06297528787253,0.11460357049448809,0.07431256133265066
2019-04-21,Philippines,51.90999,0.0279999999999999,203.27652489401592,0.06665231904319954,True,90.01439999999995,109.11936773380859,0.11445191060138414,0.06713727900363523
2019-04-28,Philippines,53.42999,0.0279999999999999,208.75902058448105,0.06665156708637456,True,90.01439999999995,108.21708870746873,0.11484915238311848,0.09237191463397842
2019-05-05,Philippines,50.96999,0.0276,212.90394331015378,0.06733124447131271,True,89.85647999999999,109.7914386916818,0.1153338628218852,0.10120209808404802
2019-05-12,Philippines,55.89,0.0276,215.01411269843155,0.06660124799440355,True,89.85647999999999,108.93857924815777,0.11445515731278343,0.11270779474284952
2019-05-19,Philippines,57.26999,0.0276,213.02985595829753,0.06677928399000438,True,89.85647999999999,107.85829063657097,0.115241691640517,0.1098931506744326
2019-05-26,Philippines,60.42999,0.0276,205.07379231711454,0.06702933752479033,True,89.85647999999999,109.10915113520956,0.11511554341062138,0.07423236414007353
2019-06-02,Philippines,64.73999,0.0263,205.12559871285234,0.06717043154355114,True,89.34324,109.88023387811931,0.11505664920402757,0.07085524168662322
2019-06-09,Philippines,62.23999,0.0263,209.8343133876757,0.06697500932689089,True,89.34324,110.28104766129184,0.11454837437690205,0.08734031935297971
2019-06-16,Philippines,58.62,0.0263,208.337516410949,0.066540473686765,True,89.34324,109.93749300597048,0.1139528837099094,0.08306817364691942
2019-06-23,Philippines,51.93999,0.0263,204.71290150307203,0.06709743481080802,True,89.34324,111.36897076818177,0.11429218410372416,0.06301879505710939
2019-06-30,Philippines,48.46999,0.0236,205.0871672484253,0.06724430279911991,True,88.27727999999999,112.31265161927205,0.11421521641526423,0.059939158930500336
2019-07-07,Philippines,47.28999,0.0236,209.26658424106077,0.06707823980052807,True,88.27727999999999,113.77918024223176,0.11332923168930481,0.06991408482691619
2019-07-14,Philippines,48.92,0.0236,212.43514771379952,0.0669904475953457,True,88.27727999999999,114.24644586402609,0.11299198803040117,0.07998332924646688
2019-07-21,Philippines,48.43999,0.0236,207.54885683968928,0.06704485114536335,True,88.27727999999999,114.30485406960486,0.11306022460006278,0.0611578029307769
2019-07-28,Philippines,45.42999,0.0236,208.37151565150847,0.06707390907573636,True,88.27727999999999,114.24644586402609,0.11313276150559395,0.06455313346215172
2019-08-04,Philippines,51.67,0.0236,207.72869119911869,0.06762324580478193,True,88.27727999999999,112.47635719067416,0.11479010556902255,0.06945863994940908
2019-08-11,Philippines,54.67999,0.0236,202.61908554424116,0.06763615791411814,True,88.27727999999999,111.66299509140258,0.11515565651817751,0.052975537089756455
2019-08-18,Philippines,55.34,0.0236,204.4347110279993,0.06761211718771414,True,88.27727999999999,111.08202218017924,0.11536316995104845,0.06257154399643998
2019-08-25,Philippines,49.87999,0.0236,207.35493033788833,0.06760120570581225,True,88.27727999999999,110.7334384216359,0.11549484607913373,0.07539263455557482
2019-09-01,Philippines,49.17,0.0191,207.0619000325017,0.07006527975963343,True,86.50067999999999,114.12071039330253,0.1183358899667729,0.059350402621297364
2019-09-08,Philippines,44.79999,0.0191,214.5017488028187,0.06993528027376353,True,86.50067999999999,114.71570888001177,0.11786642730022673,0.08520988026157145
2019-09-15,Philippines,41.78,0.0191,224.2874597045397,0.06970800049633162,True,86.50067999999999,114.41820964862964,0.1176075990266849,0.12230026344301889
2019-09-22,Philippines,46.82999,0.0191,217.69494527708835,0.06966029381418737,True,86.50067999999999,114.35870978452304,0.11755201557737097,0.09875452398014054
2019-09-29,Philippines,48.37,0.0191,218.11799298888235,0.06974558911423108,True,86.50067999999999,114.65620904343635,0.11757153459357758,0.09907428060649914
2019-10-06,Philippines,49.95,0.0197,213.2766676832066,0.06964479683768465,True,86.73755999999999,114.44659497790963,0.11747640597768913,0.08210620452244767
2019-10-13,Philippines,47.93999,0.0197,205.4757838644782,0.06971109964924196,True,86.73755999999999,114.68329942249943,0.11748942750596637,0.05143227098497914
2019-10-20,Philippines,43.56999,0.0197,208.47818752693922,0.06989698088461142,True,86.73755999999999,115.45258884166847,0.11748349951758325,0.059868835907289114
2019-10-27,Philippines,40.89999,0.0197,211.7836220260727,0.06995509621404392,True,86.73755999999999,115.57094105088743,0.117532408078227,0.07196444777288984
2019-11-03,Philippines,40.90999,0.02,220.6046079862768,0.07109621250907144,True,86.856,117.87711384318048,0.11849719519212973,0.09527322327450109
2019-11-10,Philippines,38.37999,0.02,219.58181000976052,0.07112463596104066,True,86.856,117.6390984659968,0.11864051221017195,0.09250873944441632
2019-11-17,Philippines,40.87999,0.02,217.94838010268353,0.07112709406921154,True,86.856,117.6390984659968,0.11864461249382768,0.08650281035857602
2019-11-24,Philippines,42.28,0.02,219.16544844871248,0.07125601838352633,True,86.856,116.86554849355635,0.11917476198136147,0.09412007656638564
2019-12-01,Philippines,41.10999,0.0213,219.47993925689644,0.07135330365421448,True,87.36923999999999,117.27723715308287,0.11913994986004264,0.09376257888262457
2019-12-08,Philippines,41.76999,0.0213,222.24096971036664,0.07110822279714633,True,87.36923999999999,117.33685953102875,0.11870653537516705,0.1034671158405767
2019-12-15,Philippines,38.53999,0.0213,223.9954862251715,0.07091069435986455,True,87.36923999999999,117.81383863321115,0.11818461530414637,0.1077441345336172
2019-12-22,Philippines,35.34,0.0213,224.72698349865965,0.07096906116274111,True,87.36923999999999,117.45610430631717,0.11842599337636296,0.11156194047063299
2019-12-29,Philippines,34.59999,0.0213,229.21202809480363,0.07099254486222176,True,87.36923999999999,117.33685953102875,0.11851342513356694,0.12714796387610589
2020-01-05,Philippines,35.48999,0.0216,235.4216105230649,0.056370463653412264,True,92.648744,117.74390737037845,0.09618566307650796,0.12810299592949195
2020-01-12,Philippines,34.7,0.0216,229.6272417434719,0.05680863479788109,True,92.648744,119.06822535605752,0.09648703962389879,0.1029931467714078
2020-01-19,Philippines,33.65999,0.0216,231.97289646303165,0.05647505641726395,True,92.648744,118.22547754069316,0.09620165012892981,0.1144774794560372
2020-01-26,Philippines,38.76999,0.0216,224.81526184586082,0.056516050506525736,True,92.648744,118.40606637759082,0.09621084732745064,0.08875809718053179
