date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2,PD_M0,PD_M1,PD_M2,spread_rf_M0,spread_rf_M1,spread_rf_M2,put_M0,put_M1,put_M2,risky_debt_M0,risky_debt_M1,risky_debt_M2,RNS_M0,RNS_M1,RNS_M2,yield_rf_M0,yield_rns_M0,yield_rf_M1,yield_rns_M1,yield_rf_M2,yield_rns_M2,yield_market,leverage_M0,leverage_M1,leverage_M2
2015-01-04,Brazil,207.97,0.0255,631.8961,160.2673628759274,0.2164902480265519,716.2788398336506,0.0488765916308351,True,1201.28239354136,0.0921161388639548,True,-0.1546637848074127,1310.3784051221255,0.3357218787766891,True,20.749612786528804,Exporter,1.0,2.2588446058971483,3.634886613070402,0.7660525429016689,0.011946526373767048,0.00013905146091737863,0.22182251951054816,14.387457513614034,0.1668687141991116,285.64832931581026,0.24249936359928537,0.0037082674316853553,40.07011568310109,556.0114769577233,556.250268053891,516.1838606382215,0.8720916997886825,0.013333045515850314,144.04485818416796,269.387457513614,255.87209169978865,255.1668687141991,255.01333304551582,540.6483293158102,399.04485818416794,462.96999999999997,0.8821928903368865,0.5260179483170323,0.4822241403933303
2015-01-11,Brazil,201.92,0.0255,631.8961,164.16631832854327,0.2177821581294069,720.1649520379748,0.0501011161639135,True,1193.6169669347507,0.09393501973879,True,-0.1821262178680968,1340.712501074082,0.3090251250655398,True,18.37369340752242,Exporter,1.0,2.249228961743582,3.529999172756286,0.9276252773000587,0.012248966378584,0.00020778048315257843,0.17680099053421722,14.753039148745946,0.24935212325746944,224.27931623815763,0.2553426118911126,0.00577320837725688,28.803526642778376,555.9986337094315,556.2482031129454,527.4504496785443,0.9182900146034788,0.020757562489763987,101.80115073267673,269.7530391487459,255.91829001460346,255.24935212325744,255.02075756248973,479.2793162381576,356.8011507326767,456.91999999999996,0.877432452401099,0.5293960437096759,0.4713136481488541
2015-01-18,Brazil,205.65,0.0255,631.8961,164.74058305916728,0.217691240654006,720.7400368124479,0.0502126621210707,True,1215.5141623633804,0.0940235940967939,True,-0.1606527169838928,1326.8768278077862,0.3534659543217862,True,22.09113202895527,Exporter,1.0,2.2510925420206136,3.6129423492304125,0.7047459117782647,0.012189838345398309,0.00015137101620206627,0.240484187016006,14.681561460133253,0.1816534686884468,311.6486877328327,0.2545225680420913,0.004135665788105675,45.77433149413994,555.9994537532805,556.2498406555345,510.4796448271827,0.9153402115119147,0.014869758557311138,165.91645428231047,269.68156146013325,255.91534021151188,255.1816534686884,255.0148697585573,566.6486877328326,420.91645428231044,460.65,0.8767323413787724,0.519859101247636,0.47622815227242604
2015-01-25,Brazil,193.65,0.0255,631.8961,167.3744289597118,0.2170698477487186,723.3796314554354,0.0506694560783637,True,1217.100541423123,0.0937546262896227,True,-0.1715231364197304,1337.3579043589502,0.3618119576372206,True,22.84235402126157,Exporter,1.0,2.2620468535418428,3.6301309954248344,0.6797675626389291,0.011847254329301846,0.0001416387087880659,0.24832582428878208,14.267474606123413,0.16997367310345587,322.67571229859675,0.24877382559895,0.0038451840317310637,48.35159339136243,556.0052024957237,556.2501311372909,507.9023829299602,0.8946613684478145,0.013825329743860068,175.894302137227,269.26747460612336,255.8946613684478,255.1699736731034,255.01382532974384,577.6757122985967,430.894302137227,448.65,0.8735331664352077,0.5191815125323507,0.4724958800784846
2015-02-01,Brazil,212.77,0.022,622.0884000000001,144.93127013663783,0.2393282794784239,701.694686757658,0.0503221936959652,True,1207.4279351008795,0.0931176503541219,True,-0.1599159595464555,1309.0908259739113,0.3694928243341157,True,23.49479016801877,Exporter,1.0,1.9914479081705614,3.609152116542067,0.6205358333738222,0.0232158333671384,0.0001535997203253313,0.2674525350213471,28.054851883896177,0.18432815834701746,349.8297585821012,0.5246072709807574,0.00416908715719054,53.789986596479814,556.7634166210202,557.2838548048437,503.49803729552104,1.8836017464900014,0.014962111414874394,196.68485781170227,248.05485188389616,221.88360174649,220.18432815834703,220.0149621114149,569.8297585821012,416.6848578117023,432.77,0.886551390141634,0.5152178294997168,0.4752064468385463
2015-02-08,Brazil,229.48,0.022,622.0884000000001,139.7179430311654,0.2415028963223305,696.4506721369364,0.0493900984856892,True,1206.1521558019156,0.0941877225173026,True,-0.1326931530251255,1268.4761064858212,0.3895209869553566,True,24.988846706436416,Exporter,1.0,1.9632113319405895,3.5607496210393457,0.5088119145107765,0.02481081158840914,0.0001848987871967661,0.30544203360862276,29.996805555649047,0.22189085306865478,404.8817274200101,0.5552947862297906,0.005126212997007884,65.57610597138638,556.7327291057711,557.2828976790039,491.7119179206145,1.9938401712014182,0.018397081415952338,243.53901800274843,249.99680555564905,221.9938401712014,220.22189085306866,220.01839708141594,624.8817274200101,463.53901800274843,449.48,0.893226792489454,0.5157627891369989,0.49042185092743307
2015-02-15,Brazil,235.35,0.022,622.0884000000001,137.15209976232302,0.2420762721492284,693.8780998964298,0.048802337392447,True,1246.345209331323,0.0941128795854002,True,-0.0746652334773636,1271.7615264181482,0.348231713878965,True,21.52544367659341,Exporter,1.0,1.9542657441993232,3.7195163657136656,0.670261947372558,0.025334898899512594,9.980230724306452e-05,0.251345410066528,30.635315900788125,0.1197663546150899,326.93816394627794,0.5620237578940745,0.002673705312088867,47.88382163824749,556.7260001341068,557.2853501866888,509.4042022537534,2.0180133946455867,0.009595439382660257,173.74817057714165,250.63531590078813,222.01801339464558,220.11976635461508,220.00959543938265,546.9381639462779,393.74817057714165,455.35,0.8965384555195715,0.4991300928045103,0.4891549139342818
2015-02-22,Brazil,235.89,0.022,622.0884000000001,135.55427914934734,0.241351580360056,692.29427019093,0.0481910683436829,True,1222.3240074491464,0.0933577437316756,True,-0.091617535684517,1267.1682294513555,0.3364595422718244,True,20.600768351765133,Exporter,1.0,1.9592231648769125,3.658070832942527,0.7156878528708274,0.025043328701552146,0.00012706041191570147,0.23709205649404724,30.280062552098624,0.15247830655973432,306.89739830504396,0.5480328504181209,0.003421638204129343,43.55596665990088,556.7399910415827,557.2846022537967,513.7320572321,1.967752649952267,0.012279641986280813,157.09853939416288,250.28006255209863,221.96775264995227,220.15247830655974,220.01227964198628,526.8973983050439,377.0985393941629,455.89,0.8985895547401143,0.508939034338554,0.4909280279772679
2015-03-01,Brazil,235.88,0.0233999999999999,626.0114799999998,139.31661473031954,0.2427283843217426,695.6317903130998,0.049584650187153,True,1231.0197623973202,0.0932303044186439,True,-0.0798101550574809,1259.0969473210698,0.3498456520817919,True,21.72302124046481,Exporter,1.0,1.9508984517136798,3.700783533835333,0.651687691984361,0.02553456343878483,0.00010746738578011427,0.25730133206768313,30.8786264715857,0.12896502084101272,335.37227602960536,0.5753677755327402,0.002862418039606497,49.396729729542876,556.3151755827803,556.8876809402734,507.49381362877017,2.067426772886967,0.010280028742651262,179.72352444446156,264.8786264715847,236.06742677288597,234.12896502084,234.01028002874165,569.3722760296043,413.72352444446057,469.879999999999,0.899917871375941,0.5085308125199295,0.49719084883172765
2015-03-08,Brazil,253.64,0.0233999999999999,626.0114799999998,129.17953534174936,0.2536727194776758,685.3024347221332,0.0490873342091286,True,1180.4225720068616,0.0996051489377784,True,-0.07889060932975,1216.1842500671405,0.3114212846923819,True,17.782189386500512,Exporter,1.0,1.8354849122571404,3.2616892205934707,0.7735186822049823,0.033216936301003586,0.0005537524485081995,0.21960773831733738,40.262892734919554,0.6646133537062836,282.5849048947279,0.7676439779295734,0.017276915845375662,37.504997927011516,556.1228993803835,556.8732664424676,519.3855454313016,2.7587954293148393,0.06204876005012835,134.40551377920605,274.2628927349186,236.75879542931384,234.66461335370528,234.06204876004912,516.584904894727,368.4055137792051,487.63999999999896,0.913482060302071,0.5303282865353077,0.514734079121186
