,country,date,year,quarter,month,week,cds_spread_5Y,cds_spread_1Y,msci_index,monetary_base_mn_localcurr,domestic_debt_bn_localcurr,external_debt_mn_usd,domestic_rate_in_units,risk_free_rate,fx_rate
1112,Chile,2024-04-26,2024,2.0,4.0,17.0,60.28,15.06,561.258,16511013.74,129794.721,79865.54977,7.25,5.21,949.2168961
1113,Chile,2024-05-03,2024,2.0,5.0,18.0,57.39,12.08,582.793,19623418.74,129794.721,79865.54977,7.25,5.12,938.9671362
1114,Chile,2024-05-10,2024,2.0,5.0,19.0,54.25999,9.04,585.838,19623418.74,129794.721,79865.54977,7.25,5.17,926.7840593
1115,Chile,2024-05-17,2024,2.0,5.0,20.0,48.25999,9.04,607.557,19623418.74,129794.721,79865.54977,7.25,5.14,890.0756564
1116,Chile,2024-05-24,2024,2.0,5.0,21.0,53.25999,13.97,628.472,19623418.74,129794.721,79865.54977,7.25,5.21,903.7505648
1117,Chile,2024-05-31,2024,2.0,5.0,22.0,50.33,10.98,624.684,19623418.74,129794.721,79865.54977,7.25,5.18,919.1176471
1118,Chile,2024-06-07,2024,2.0,6.0,23.0,50.10001,10.94,601.503,18167433.96,129794.721,79865.54977,7.25,5.17,919.9632015
1119,Chile,2024-06-14,2024,2.0,6.0,24.0,53.28999,13.99,593.023,18167433.96,129794.721,79865.54977,7.25,5.07,933.7068161
1120,Chile,2024-06-21,2024,2.0,6.0,25.0,55.25,16.0,572.428,18167433.96,129794.721,79865.54977,7.25,5.1,941.6195857
1121,Chile,2024-06-28,2024,2.0,6.0,26.0,57.23,18.02,570.851,18167433.96,129794.721,79865.54977,7.25,5.09,941.1764706
1122,Chile,2024-07-05,2024,3.0,7.0,27.0,52.38,13.05,563.085,16640631.97,129794.721,79865.54977,7.25,4.98,937.2071228
1123,Chile,2024-07-12,2024,3.0,7.0,28.0,49.32001,10.05,574.893,16640631.97,129794.721,79865.54977,7.25,4.87,905.387053
1124,Chile,2024-07-19,2024,3.0,7.0,29.0,56.21001,17.03999,596.92,16640631.97,129794.721,79865.54977,7.25,4.87,948.3167378
1125,Chile,2024-07-26,2024,3.0,7.0,30.0,56.28999,17.06,574.129,16640631.97,129794.721,79865.54977,7.25,4.79,953.743443
1126,Chile,2024-08-02,2024,3.0,8.0,31.0,64.42,20.16,559.039,17016271.15,129794.721,79865.54977,7.25,4.33,951.022349
1127,Chile,2024-08-09,2024,3.0,8.0,32.0,61.23,17.05,526.064,17016271.15,129794.721,79865.54977,7.25,4.5,932.4009324
1128,Chile,2024-08-16,2024,3.0,8.0,33.0,54.78999,10.57,561.684,17016271.15,129794.721,79865.54977,7.25,4.49,938.5265134
1129,Chile,2024-08-23,2024,3.0,8.0,34.0,50.36,13.99,574.097,17016271.15,129794.721,79865.54977,7.25,4.36,909.0909091
1130,Chile,2024-08-30,2024,3.0,8.0,35.0,50.22,13.97,586.005,17016271.15,129794.721,79865.54977,7.25,4.38,912.825194
1131,Chile,2024-09-06,2024,3.0,9.0,36.0,53.32001,16.99001,581.305,16783436.08,129794.721,79865.54977,7.25,4.1,943.8414346
1132,Chile,2024-09-13,2024,3.0,9.0,37.0,51.31,15.01,544.36,16783436.08,129794.721,79865.54977,7.25,4.0,926.7840593
1133,Chile,2024-09-20,2024,3.0,9.0,38.0,55.27,17.00999,567.776,16783436.08,129794.721,79865.54977,7.25,3.92,930.6654258
1134,Chile,2024-09-27,2024,3.0,9.0,39.0,54.34,16.03999,570.319,16783436.08,129794.721,79865.54977,7.25,3.9,900.090009
1135,Chile,2024-10-04,2024,4.0,10.0,40.0,53.06,14.92,596.403,17520766.5,129794.721,79865.54977,6.5,4.2,924.6417013
1136,Chile,2024-10-11,2024,4.0,10.0,41.0,57.27,19.03999,577.33,17520766.5,129794.721,79865.54977,6.5,4.18,926.7840593
1137,Chile,2024-10-18,2024,4.0,10.0,42.0,57.27,19.03999,585.132,17520766.5,129794.721,79865.54977,6.5,4.19,953.743443
1138,Chile,2024-10-25,2024,4.0,10.0,43.0,55.23,17.03999,577.118,17520766.5,129794.721,79865.54977,6.5,4.29,948.7666034
1139,Chile,2024-11-01,2024,4.0,11.0,44.0,58.42,20.07001,586.527,17470051.01,129794.721,79865.54977,6.5,4.28,961.0764056
1140,Chile,2024-11-08,2024,4.0,11.0,45.0,55.23,18.17999,573.867,17470051.01,129794.721,79865.54977,6.5,4.32,970.4027171
1141,Chile,2024-11-15,2024,4.0,11.0,46.0,61.27,19.57001,549.528,17470051.01,129794.721,79865.54977,6.5,4.34,979.9118079
1142,Chile,2024-11-22,2024,4.0,11.0,47.0,56.24001,17.89,553.309,17470051.01,129794.721,79865.54977,6.5,4.42,986.6798224
1143,Chile,2024-11-29,2024,4.0,11.0,48.0,54.78999,17.42999,554.815,17470051.01,129794.721,79865.54977,6.5,4.3,973.2360097
1144,Chile,2024-12-06,2024,4.0,12.0,49.0,53.8,17.13,558.241,18078670.59,129794.721,79865.54977,6.5,4.19,975.1340809
1145,Chile,2024-12-13,2024,4.0,12.0,50.0,56.19,17.89999,569.149,18078670.59,129794.721,79865.54977,6.5,4.24,986.6798224
1146,Chile,2024-12-20,2024,4.0,12.0,51.0,60.27,19.23,564.618,18078670.59,129794.721,79865.54977,6.5,4.27,989.1196835
1147,Chile,2024-12-27,2024,4.0,12.0,52.0,63.21001,20.2,550.676,18078670.59,129794.721,79865.54977,6.5,4.2,993.0486594
1148,China,2014-01-03,2014,1.0,1.0,1.0,81.45999,21.25999,1151.881,7648860.0,25842.256,179054.0456,5.73,0.13,6.051437216
1149,China,2014-01-10,2014,1.0,1.0,2.0,88.31,20.25,1116.088,7648860.0,25842.256,179054.0456,5.73,0.12,6.052169703
1150,China,2014-01-17,2014,1.0,1.0,3.0,90.26999,19.25,1117.171,7648860.0,25842.256,179054.0456,5.73,0.11,6.050338819
1151,China,2014-01-24,2014,1.0,1.0,4.0,103.88,27.25,1110.192,7648860.0,25842.256,179054.0456,5.73,0.11,6.048874909
1152,China,2014-01-31,2014,1.0,1.0,5.0,99.01999,24.25,1069.541,7648860.0,25842.256,179054.0456,5.73,0.1,6.060973392
1153,China,2014-02-07,2014,1.0,2.0,6.0,94.12,17.67999,1085.071,6232100.0,25842.256,179054.0456,5.73,0.12,6.063545962
1154,China,2014-02-14,2014,1.0,2.0,7.0,89.7,14.68,1070.476,6232100.0,25842.256,179054.0456,5.73,0.11,6.066856762
1155,China,2014-02-21,2014,1.0,2.0,8.0,89.20999,18.17999,1116.476,6232100.0,25842.256,179054.0456,5.73,0.12,6.091617934
1156,China,2014-02-28,2014,1.0,2.0,9.0,90.67999,19.67,1090.394,6232100.0,25842.256,179054.0456,5.73,0.12,6.145148405
1157,China,2014-03-07,2014,1.0,3.0,10.0,84.78,16.17,1099.178,5832930.0,25842.256,179054.0456,5.73,0.13,6.125949522
1158,China,2014-03-14,2014,1.0,3.0,11.0,95.07999,25.64999,1085.404,5832930.0,25842.256,179054.0456,5.73,0.12,6.150061501
1159,China,2014-03-21,2014,1.0,3.0,12.0,99.98999,19.18999,1046.054,5832930.0,25842.256,179054.0456,5.73,0.14,6.225099602
1160,China,2014-03-28,2014,1.0,3.0,13.0,93.14,13.2,1075.867,5832930.0,25842.256,179054.0456,5.73,0.13,6.212337703
1161,China,2014-04-04,2014,2.0,4.0,14.0,90.18999,13.2,1092.213,5861550.0,25842.256,179054.0456,5.73,0.11,6.212337703
1162,China,2014-04-11,2014,2.0,4.0,15.0,86.76999,9.7,1095.495,5861550.0,25842.256,179054.0456,5.73,0.09,6.211180124
1163,China,2014-04-18,2014,2.0,4.0,16.0,88.23,10.7,1113.771,5861550.0,25842.256,179054.0456,5.73,0.11,6.224324661
1164,China,2014-04-25,2014,2.0,4.0,17.0,90.18999,12.69,1099.038,5861550.0,25842.256,179054.0456,5.73,0.11,6.253517604
1165,China,2014-05-02,2014,2.0,5.0,18.0,90.68999,13.18,1064.875,5805110.0,25842.256,179054.0456,5.73,0.1,6.259389084
1166,China,2014-05-09,2014,2.0,5.0,19.0,86.75,15.19,1063.865,5805110.0,25842.256,179054.0456,5.73,0.1,6.227813415
1167,China,2014-05-16,2014,2.0,5.0,20.0,82.23999,12.14,1066.159,5805110.0,25842.256,179054.0456,5.73,0.09,6.233636704
1168,China,2014-05-23,2014,2.0,5.0,21.0,83.21999,13.13,1082.942,5805110.0,25842.256,179054.0456,5.73,0.1,6.236357967
1169,China,2014-05-30,2014,2.0,5.0,22.0,74.31999,12.12,1107.286,5805110.0,25842.256,179054.0456,5.73,0.1,6.248047485
1170,China,2014-06-06,2014,2.0,6.0,23.0,70.37,13.12,1104.386,5695110.0,25842.256,179054.0456,5.73,0.11,6.250390649
1171,China,2014-06-13,2014,2.0,6.0,24.0,68.37,11.12,1116.136,5695110.0,25842.256,179054.0456,5.73,0.11,6.209637357
1172,China,2014-06-20,2014,2.0,6.0,25.0,76.92,18.68999,1130.265,5695110.0,25842.256,179054.0456,5.73,0.09,6.224324661
1173,China,2014-06-27,2014,2.0,6.0,26.0,77.42,19.17999,1101.386,5695110.0,25842.256,179054.0456,5.73,0.1,6.218518749
1174,China,2014-07-04,2014,3.0,7.0,27.0,74.45999,16.17999,1123.805,5734650.0,25842.256,179054.0456,5.76,0.11,6.2038588
1175,China,2014-07-11,2014,3.0,7.0,28.0,76.42999,18.18999,1147.504,5734650.0,25842.256,179054.0456,5.76,0.11,6.203473945
1176,China,2014-07-18,2014,3.0,7.0,29.0,78.12999,17.92999,1143.883,5734650.0,25842.256,179054.0456,5.76,0.1,6.208095356
1177,China,2014-07-25,2014,3.0,7.0,30.0,75.43999,16.17999,1142.273,5734650.0,25842.256,179054.0456,5.76,0.11,6.191567086
1178,China,2014-08-01,2014,3.0,8.0,31.0,82.31,21.17,1198.632,5799760.0,25842.256,179054.0456,5.76,0.13,6.179705846
1179,China,2014-08-08,2014,3.0,8.0,32.0,88.14999,28.09999,1200.436,5799760.0,25842.256,179054.0456,5.76,0.1,6.156119182
1180,China,2014-08-15,2014,3.0,8.0,33.0,75.92,14.67,1204.271,5799760.0,25842.256,179054.0456,5.76,0.09,6.147415012
1181,China,2014-08-22,2014,3.0,8.0,34.0,70.5,10.17,1219.115,5799760.0,25842.256,179054.0456,5.76,0.1,6.151574803
1182,China,2014-08-29,2014,3.0,8.0,35.0,69.50999,10.66,1221.036,5799760.0,25842.256,179054.0456,5.76,0.09,6.143260843
1183,China,2014-09-05,2014,3.0,9.0,36.0,67.28,9.16,1205.811,5884500.0,25842.256,179054.0456,5.76,0.1,6.140620203
1184,China,2014-09-12,2014,3.0,9.0,37.0,70.12,10.7,1243.325,5884500.0,25842.256,179054.0456,5.76,0.11,6.13459297
1185,China,2014-09-19,2014,3.0,9.0,38.0,70.23,12.15,1197.677,5884500.0,25842.256,179054.0456,5.76,0.11,6.140997298
1186,China,2014-09-26,2014,3.0,9.0,39.0,81.82999,19.43999,1172.429,5884500.0,25842.256,179054.0456,5.76,0.11,6.127075547
1187,China,2014-10-03,2014,4.0,10.0,40.0,87.23999,24.92,1145.077,5769160.0,25842.256,179054.0456,5.77,0.11,6.139112284
1188,China,2014-10-10,2014,4.0,10.0,41.0,87.73999,20.43999,1151.933,5769160.0,25842.256,179054.0456,5.77,0.1,6.131207848
1189,China,2014-10-17,2014,4.0,10.0,42.0,91.65999,22.17999,1133.706,5769160.0,25842.256,179054.0456,5.77,0.11,6.124073734
1190,China,2014-10-24,2014,4.0,10.0,43.0,85.76999,19.67999,1132.635,5769160.0,25842.256,179054.0456,5.77,0.11,6.116956203
1191,China,2014-10-31,2014,4.0,10.0,44.0,78.56999,18.17,1128.965,5769160.0,25842.256,179054.0456,5.77,0.11,6.112469438
1192,China,2014-11-07,2014,4.0,11.0,45.0,80.54999,16.39999,1171.542,5843850.0,25842.256,179054.0456,5.77,0.12,6.12257393
1193,China,2014-11-14,2014,4.0,11.0,46.0,80.28999,16.64,1165.167,5843850.0,25842.256,179054.0456,5.77,0.15,6.129328838
1194,China,2014-11-21,2014,4.0,11.0,47.0,83.73999,19.14,1163.181,5843850.0,25842.256,179054.0456,5.77,0.14,6.124823911
1195,China,2014-11-28,2014,4.0,11.0,48.0,78.07999,13.89,1182.014,5843850.0,25842.256,179054.0456,5.77,0.13,6.143260843
1196,China,2014-12-05,2014,4.0,12.0,49.0,77.82999,14.13,1157.521,6025950.0,25842.256,179054.0456,5.77,0.18,6.150061501
1197,China,2014-12-12,2014,4.0,12.0,50.0,84.98,19.37,1203.546,6025950.0,25842.256,179054.0456,5.77,0.19,6.186970241
1198,China,2014-12-19,2014,4.0,12.0,51.0,79.81,15.12,1154.623,6025950.0,25842.256,179054.0456,5.77,0.26,6.219679065
1199,China,2014-12-26,2014,4.0,12.0,52.0,83.26999,18.64999,1175.646,6025950.0,25842.256,179054.0456,5.77,0.26,6.212723658
1200,China,2015-01-02,2015,1.0,1.0,1.0,88.67,22.64,1194.301,6304050.0,28716.688,146061.9228,5.51,0.25,6.206168932
1201,China,2015-01-09,2015,1.0,1.0,2.0,97.53,24.64,1214.932,6304050.0,28716.688,146061.9228,5.51,0.22,6.208866261
1202,China,2015-01-16,2015,1.0,1.0,3.0,101.96,27.64999,1222.363,6304050.0,28716.688,146061.9228,5.51,0.17,6.206939358
1203,China,2015-01-23,2015,1.0,1.0,4.0,88.7,17.90999,1184.601,6304050.0,28716.688,146061.9228,5.51,0.17,6.228589225
1204,China,2015-01-30,2015,1.0,1.0,5.0,91.14,21.14,1249.268,6304050.0,28716.688,146061.9228,5.51,0.18,6.25
1205,China,2015-02-06,2015,1.0,2.0,6.0,91.39,20.89,1211.176,7289620.0,28716.688,146061.9228,5.51,0.26,6.244146113
1206,China,2015-02-13,2015,1.0,2.0,7.0,92.62,20.62999,1212.242,7289620.0,28716.688,146061.9228,5.51,0.23,6.24024961
1207,China,2015-02-20,2015,1.0,2.0,8.0,90.15999,18.89,1234.217,7289620.0,28716.688,146061.9228,5.51,0.23,6.255082254
1208,China,2015-02-27,2015,1.0,2.0,9.0,82.76999,17.12999,1241.527,7289620.0,28716.688,146061.9228,5.51,0.22,6.269592476
1209,China,2015-03-06,2015,1.0,3.0,10.0,83.23999,18.12999,1256.368,6194980.0,28716.688,146061.9228,5.51,0.27,6.26252505
1210,China,2015-03-13,2015,1.0,3.0,11.0,89.64999,20.62,1224.565,6194980.0,28716.688,146061.9228,5.51,0.24,6.259389084
1211,China,2015-03-20,2015,1.0,3.0,12.0,94.09999,22.64999,1225.135,6194980.0,28716.688,146061.9228,5.51,0.24,6.205013651
1212,China,2015-03-27,2015,1.0,3.0,13.0,94.82999,25.39999,1257.753,6194980.0,28716.688,146061.9228,5.51,0.27,6.215040398
1213,China,2015-04-03,2015,2.0,4.0,14.0,91.87999,23.40999,1281.319,6077250.0,28716.688,146061.9228,5.51,0.21,6.193484454
1214,China,2015-04-10,2015,2.0,4.0,15.0,87.68999,20.40999,1328.161,6077250.0,28716.688,146061.9228,5.51,0.24,6.208480785
1215,China,2015-04-17,2015,2.0,4.0,16.0,90.64,22.40999,1523.725,6077250.0,28716.688,146061.9228,5.51,0.23,6.197706848
1216,China,2015-04-24,2015,2.0,4.0,17.0,91.14,22.40999,1462.88,6077250.0,28716.688,146061.9228,5.51,0.24,6.193484454
1217,China,2015-05-01,2015,2.0,5.0,18.0,90.89999,22.14999,1545.38,5907600.0,28716.688,146061.9228,5.51,0.25,6.202704379
1218,China,2015-05-08,2015,2.0,5.0,19.0,89.67,21.40999,1525.713,5907600.0,28716.688,146061.9228,5.51,0.23,6.209251785
1219,China,2015-05-15,2015,2.0,5.0,20.0,87.95,19.67,1497.596,5907600.0,28716.688,146061.9228,5.51,0.23,6.206168932
1220,China,2015-05-22,2015,2.0,5.0,21.0,85.23,18.15999,1490.156,5907600.0,28716.688,146061.9228,5.51,0.23,6.197322757
1221,China,2015-05-29,2015,2.0,5.0,22.0,86.7,19.14999,1506.231,5907600.0,28716.688,146061.9228,5.51,0.26,6.198475175
1222,China,2015-06-05,2015,2.0,6.0,23.0,89.64999,21.12999,1500.88,5860430.0,28716.688,146061.9228,5.51,0.29,6.203473945
1223,China,2015-06-12,2015,2.0,6.0,24.0,87.67999,20.12999,1467.582,5860430.0,28716.688,146061.9228,5.51,0.28,6.208095356
1224,China,2015-06-19,2015,2.0,6.0,25.0,88.18999,21.64,1427.065,5860430.0,28716.688,146061.9228,5.51,0.25,6.209637357
1225,China,2015-06-26,2015,2.0,6.0,26.0,88.92999,21.92,1414.866,5860430.0,28716.688,146061.9228,5.51,0.29,6.208866261
1226,China,2015-07-03,2015,3.0,7.0,27.0,92.37,25.42,1345.263,5901070.0,28716.688,146061.9228,5.3,0.26,6.20578379
1227,China,2015-07-10,2015,3.0,7.0,28.0,94.59,27.15999,1258.923,5901070.0,28716.688,146061.9228,5.3,0.28,6.209251785
1228,China,2015-07-17,2015,3.0,7.0,29.0,91.87999,22.40999,1270.951,5901070.0,28716.688,146061.9228,5.3,0.29,6.209637357
1229,China,2015-07-24,2015,3.0,7.0,30.0,96.06,27.64999,1268.835,5901070.0,28716.688,146061.9228,5.3,0.32,6.209637357
1230,China,2015-07-31,2015,3.0,7.0,31.0,100.49,30.87999,1201.377,5901070.0,28716.688,146061.9228,5.3,0.33,6.209637357
1231,China,2015-08-07,2015,3.0,8.0,32.0,101.47,31.87999,1190.849,5906180.0,28716.688,146061.9228,5.3,0.38,6.209637357
1232,China,2015-08-14,2015,3.0,8.0,33.0,100.98,29.64,1218.744,5906180.0,28716.688,146061.9228,5.3,0.41,6.391818472
1233,China,2015-08-21,2015,3.0,8.0,34.0,108.35,36.39999,1186.232,5906180.0,28716.688,146061.9228,5.3,0.36,6.388959877
1234,China,2015-08-28,2015,3.0,8.0,35.0,111.05,32.45999,1032.653,5906180.0,28716.688,146061.9228,5.3,0.38,6.388551715
1235,China,2015-09-04,2015,3.0,9.0,36.0,118.66,35.00999,1061.447,6102300.0,28716.688,146061.9228,5.3,0.36,6.356066866
1236,China,2015-09-11,2015,3.0,9.0,37.0,118.17,34.25,1007.704,6102300.0,28716.688,146061.9228,5.3,0.4,6.375111564
1237,China,2015-09-18,2015,3.0,9.0,38.0,109.08,28.09999,1059.984,6102300.0,28716.688,146061.9228,5.3,0.35,6.364157067
1238,China,2015-09-25,2015,3.0,9.0,39.0,123.8,37.21999,1084.342,6102300.0,28716.688,146061.9228,5.3,0.35,6.373892536
1239,China,2015-10-02,2015,4.0,10.0,40.0,138.22,44.26999,1054.187,5990050.0,28716.688,146061.9228,5.3,0.25,6.356066866
1240,China,2015-10-09,2015,4.0,10.0,41.0,110.3,28.31,1092.341,5990050.0,28716.688,146061.9228,5.3,0.28,6.345177665
1241,China,2015-10-16,2015,4.0,10.0,42.0,106.87,26.68999,1145.073,5990050.0,28716.688,146061.9228,5.3,0.23,6.352432982
1242,China,2015-10-23,2015,4.0,10.0,43.0,105.89,27.54999,1160.848,5990050.0,28716.688,146061.9228,5.3,0.24,6.349206349
1243,China,2015-10-30,2015,4.0,10.0,44.0,104.91,30.15999,1164.42,5990050.0,28716.688,146061.9228,5.3,0.34,6.317917614
1244,China,2015-11-06,2015,4.0,11.0,45.0,100.24,26.90999,1125.456,6032820.0,28716.688,146061.9228,5.3,0.47,6.352836542
1245,China,2015-11-13,2015,4.0,11.0,46.0,100.24,28.39999,1148.439,6032820.0,28716.688,146061.9228,5.3,0.5,6.373892536
1246,China,2015-11-20,2015,4.0,11.0,47.0,94.82999,23.65999,1106.231,6032820.0,28716.688,146061.9228,5.3,0.49,6.384880603
1247,China,2015-11-27,2015,4.0,11.0,48.0,99.25,26.89999,1138.905,6032820.0,28716.688,146061.9228,5.3,0.5,6.395088572
1248,China,2015-12-04,2015,4.0,12.0,49.0,102.7,29.14,1101.507,6321660.0,28716.688,146061.9228,5.3,0.6,6.401229036
1249,China,2015-12-11,2015,4.0,12.0,50.0,110.81,35.62999,1108.991,6321660.0,28716.688,146061.9228,5.3,0.68,6.455361177
1250,China,2015-12-18,2015,4.0,12.0,51.0,112.52,37.39,1058.566,6321660.0,28716.688,146061.9228,5.3,0.67,6.481301445
1251,China,2015-12-25,2015,4.0,12.0,52.0,109.83,35.14999,1089.037,6321660.0,28716.688,146061.9228,5.3,0.64,6.476264491
1252,China,2016-01-01,2016,1.0,1.0,1.0,109.33,34.89,1091.774,7252650.0,37820.609,160185.5528,4.3,0.65,6.493506494
1253,China,2016-01-08,2016,1.0,1.0,2.0,116.22,40.37999,1053.437,7252650.0,37820.609,160185.5528,4.3,0.64,6.596306069
1254,China,2016-01-15,2016,1.0,1.0,3.0,125.52,48.12999,968.366,7252650.0,37820.609,160185.5528,4.3,0.49,6.585012512
1255,China,2016-01-22,2016,1.0,1.0,4.0,123.56,40.89,931.648,7252650.0,37820.609,160185.5528,4.3,0.47,6.578947368
1256,China,2016-01-29,2016,1.0,1.0,5.0,124.29,41.89,944.587,7252650.0,37820.609,160185.5528,4.3,0.47,6.575918985
1257,China,2016-02-05,2016,1.0,2.0,6.0,137.07,53.60999,946.097,6942150.0,37820.609,160185.5528,4.3,0.55,6.57375756
1258,China,2016-02-12,2016,1.0,2.0,7.0,147.85,64.57999,926.153,6942150.0,37820.609,160185.5528,4.3,0.51,6.57375756
1259,China,2016-02-19,2016,1.0,2.0,8.0,136.51,44.62,910.166,6942150.0,37820.609,160185.5528,4.3,0.53,6.522306288
1260,China,2016-02-26,2016,1.0,2.0,9.0,133.34,40.62,956.648,6942150.0,37820.609,160185.5528,4.3,0.6,6.540222368
1261,China,2016-03-04,2016,1.0,3.0,10.0,126.24,35.12999,928.744,6465120.0,37820.609,160185.5528,4.3,0.67,6.507874528
1262,China,2016-03-11,2016,1.0,3.0,11.0,118.65,28.87999,992.883,6465120.0,37820.609,160185.5528,4.3,0.7,6.495193557
1263,China,2016-03-18,2016,1.0,3.0,12.0,108.35,27.2,1003.849,6465120.0,37820.609,160185.5528,4.3,0.62,6.471654155
1264,China,2016-03-25,2016,1.0,3.0,13.0,127.63,36.14,1026.518,6465120.0,37820.609,160185.5528,4.3,0.63,6.515931452
1265,China,2016-04-01,2016,2.0,4.0,14.0,119.58,32.28999,1007.777,6440320.0,37820.609,160185.5528,4.3,0.62,6.478781989
1266,China,2016-04-08,2016,2.0,4.0,15.0,125.2,34.14999,1021.531,6440320.0,37820.609,160185.5528,4.3,0.54,6.465795939
1267,China,2016-04-15,2016,2.0,4.0,16.0,119.44,31.81999,1026.597,6440320.0,37820.609,160185.5528,4.3,0.53,6.475425759
1268,China,2016-04-22,2016,2.0,4.0,17.0,122.13,31.93999,1057.403,6440320.0,37820.609,160185.5528,4.3,0.56,6.501105188
1269,China,2016-04-29,2016,2.0,4.0,18.0,126.92,31.37999,1044.615,6440320.0,37820.609,160185.5528,4.3,0.56,6.474168069
1270,China,2016-05-06,2016,2.0,5.0,19.0,128.14,33.42999,1031.016,6278070.0,37820.609,160185.5528,4.3,0.51,6.50026001
1271,China,2016-05-13,2016,2.0,5.0,20.0,127.39,32.62999,986.764,6278070.0,37820.609,160185.5528,4.3,0.55,6.532105298
1272,China,2016-05-20,2016,2.0,5.0,21.0,124.72,30.14,979.898,6278070.0,37820.609,160185.5528,4.3,0.67,6.548788474
1273,China,2016-05-27,2016,2.0,5.0,22.0,123.02,29.34999,974.585,6278070.0,37820.609,160185.5528,4.3,0.68,6.563402468
1274,China,2016-06-03,2016,2.0,6.0,23.0,122.77,28.84999,1010.927,6281890.0,37820.609,160185.5528,4.3,0.6,6.56469507
1275,China,2016-06-10,2016,2.0,6.0,24.0,121.05,28.31999,1022.975,6281890.0,37820.609,160185.5528,4.3,0.57,6.562110375
1276,China,2016-06-17,2016,2.0,6.0,25.0,127.9,31.17999,990.02,6281890.0,37820.609,160185.5528,4.3,0.51,6.588483331
1277,China,2016-06-24,2016,2.0,6.0,26.0,127.79,32.37,994.718,6281890.0,37820.609,160185.5528,4.3,0.48,6.621639518
1278,China,2016-07-01,2016,3.0,7.0,27.0,124.44,31.7,982.184,6327600.0,37820.609,160185.5528,4.3,0.45,6.655574043
1279,China,2016-07-08,2016,3.0,7.0,28.0,122.39,29.26999,1022.073,6327600.0,37820.609,160185.5528,4.3,0.48,6.688068486
1280,China,2016-07-15,2016,3.0,7.0,29.0,106.12,19.28999,1022.358,6327600.0,37820.609,160185.5528,4.3,0.52,6.688963211
1281,China,2016-07-22,2016,3.0,7.0,30.0,109.31,24.23999,1052.414,6327600.0,37820.609,160185.5528,4.3,0.55,6.679580522
1282,China,2016-07-29,2016,3.0,7.0,31.0,110.78,24.29999,1055.534,6327600.0,37820.609,160185.5528,4.3,0.5,6.637461835
1283,China,2016-08-05,2016,3.0,8.0,32.0,107.59,22.45,1056.638,6345470.0,37820.609,160185.5528,4.3,0.56,6.656460095
1284,China,2016-08-12,2016,3.0,8.0,33.0,103.91,20.09999,1075.575,6345470.0,37820.609,160185.5528,4.3,0.56,6.63525977
1285,China,2016-08-19,2016,3.0,8.0,34.0,100.24,21.60999,1121.687,6345470.0,37820.609,160185.5528,4.3,0.59,6.653359947
1286,China,2016-08-26,2016,3.0,8.0,35.0,101.96,22.15999,1126.692,6345470.0,37820.609,160185.5528,4.3,0.62,6.67200427
1287,China,2016-09-02,2016,3.0,9.0,36.0,99.87,21.42,1117.802,6506860.0,37820.609,160185.5528,4.3,0.59,6.680472977
1288,China,2016-09-09,2016,3.0,9.0,37.0,93.84999,18.56999,1149.833,6506860.0,37820.609,160185.5528,4.3,0.58,6.678242287
1289,China,2016-09-16,2016,3.0,9.0,38.0,100.12,20.45999,1137.293,6506860.0,37820.609,160185.5528,4.3,0.61,6.673340007
1290,China,2016-09-23,2016,3.0,9.0,39.0,101.71,21.21999,1152.0,6506860.0,37820.609,160185.5528,4.3,0.6,6.6693344
1291,China,2016-09-30,2016,3.0,9.0,40.0,106.36,23.17999,1150.499,6506860.0,37820.609,160185.5528,4.3,0.59,6.671559143
1292,China,2016-10-07,2016,4.0,10.0,41.0,105.13,23.01999,1156.974,6421490.0,37820.609,160185.5528,4.3,0.66,6.671559143
1293,China,2016-10-14,2016,4.0,10.0,42.0,107.58,23.29999,1174.998,6421490.0,37820.609,160185.5528,4.3,0.66,6.729022273
1294,China,2016-10-21,2016,4.0,10.0,43.0,105.38,22.56,1133.357,6421490.0,37820.609,160185.5528,4.3,0.66,6.766815537
1295,China,2016-10-28,2016,4.0,10.0,44.0,106.97,23.45999,1161.643,6421490.0,37820.609,160185.5528,4.3,0.66,6.778741866
1296,China,2016-11-04,2016,4.0,11.0,45.0,111.01,24.85999,1123.392,6490350.0,37820.609,160185.5528,4.3,0.62,6.75630025
1297,China,2016-11-11,2016,4.0,11.0,46.0,118.35,27.89,1119.365,6490350.0,37820.609,160185.5528,4.3,0.72,6.812453164
1298,China,2016-11-18,2016,4.0,11.0,47.0,121.05,28.20999,1073.979,6490350.0,37820.609,160185.5528,4.3,0.77,6.88847558
1299,China,2016-11-25,2016,4.0,11.0,48.0,118.85,26.06,1092.385,6490350.0,37820.609,160185.5528,4.3,0.81,6.919936337
1300,China,2016-12-02,2016,4.0,12.0,49.0,117.14,26.76999,1116.309,6830390.0,37820.609,160185.5528,4.3,0.8,6.886578059
1301,China,2016-12-09,2016,4.0,12.0,50.0,111.51,24.81,1094.403,6830390.0,37820.609,160185.5528,4.3,0.85,6.907508462
1302,China,2016-12-16,2016,4.0,12.0,51.0,120.32,27.87999,1085.522,6830390.0,37820.609,160185.5528,4.3,0.91,6.96039535
1303,China,2016-12-23,2016,4.0,12.0,52.0,117.63,26.31,1055.377,6830390.0,37820.609,160185.5528,4.3,0.87,6.946373993
1304,China,2016-12-30,2016,4.0,12.0,53.0,117.88,26.79999,1041.639,6830390.0,37820.609,160185.5528,4.3,0.85,6.944926731
