,country,date,year,quarter,month,week,cds_spread_5Y,cds_spread_1Y,msci_index,monetary_base_mn_localcurr,domestic_debt_bn_localcurr,external_debt_mn_usd,domestic_rate_in_units,risk_free_rate,fx_rate
0,Brazil,2014-01-03,2014,1.0,1.0,1.0,187.25,54.92,826.471,560240.341,3560.826,174931.2951,10.5,0.13,2.376425856
1,Brazil,2014-01-10,2014,1.0,1.0,2.0,191.83,57.62999,804.646,560240.341,3560.826,174931.2951,10.5,0.12,2.358434943
2,Brazil,2014-01-17,2014,1.0,1.0,3.0,194.64,58.73999,791.438,560240.341,3560.826,174931.2951,10.5,0.11,2.342523835
3,Brazil,2014-01-24,2014,1.0,1.0,4.0,206.22,68.06,781.836,560240.341,3560.826,174931.2951,10.5,0.11,2.398196556
4,Brazil,2014-01-31,2014,1.0,1.0,5.0,205.43,62.89999,739.29,560240.341,3560.826,174931.2951,10.5,0.1,2.412661648
5,Brazil,2014-02-07,2014,1.0,2.0,6.0,183.07,47.09,714.782,566323.7144,3560.826,174931.2951,10.5,0.12,2.380215648
6,Brazil,2014-02-14,2014,1.0,2.0,7.0,184.8,47.75,745.282,566323.7144,3560.826,174931.2951,10.5,0.11,2.389029576
7,Brazil,2014-02-21,2014,1.0,2.0,8.0,177.89,45.09,750.029,566323.7144,3560.826,174931.2951,10.5,0.12,2.345545809
8,Brazil,2014-02-28,2014,1.0,2.0,9.0,170.39,39.75,765.166,566323.7144,3560.826,174931.2951,10.5,0.12,2.338306131
9,Brazil,2014-03-07,2014,1.0,3.0,10.0,170.76,41.73999,757.713,573520.8279,3560.826,174931.2951,10.5,0.13,2.340550029
10,Brazil,2014-03-14,2014,1.0,3.0,11.0,180.9,45.07999,735.983,573520.8279,3560.826,174931.2951,10.5,0.12,2.346481451
11,Brazil,2014-03-21,2014,1.0,3.0,12.0,179.04,46.09,726.559,573520.8279,3560.826,174931.2951,10.5,0.14,2.324554267
12,Brazil,2014-03-28,2014,1.0,3.0,13.0,158.05,39.42999,778.453,573520.8279,3560.826,174931.2951,10.5,0.13,2.26177821
13,Brazil,2014-04-04,2014,2.0,4.0,14.0,161.72,35.76999,839.396,567398.6257,3560.826,174931.2951,10.75,0.11,2.236035955
14,Brazil,2014-04-11,2014,2.0,4.0,15.0,153.38,37.75999,871.718,567398.6257,3560.826,174931.2951,10.75,0.09,2.218327824
15,Brazil,2014-04-18,2014,2.0,4.0,16.0,152.94,31.65999,873.691,567398.6257,3560.826,174931.2951,10.75,0.11,2.237236565
16,Brazil,2014-04-25,2014,2.0,4.0,17.0,148.89,36.14,869.7,567398.6257,3560.826,174931.2951,10.75,0.11,2.244467388
17,Brazil,2014-05-02,2014,2.0,5.0,18.0,141.45,32.64999,856.353,562889.3722,3560.826,174931.2951,10.75,0.1,2.22000222
18,Brazil,2014-05-09,2014,2.0,5.0,19.0,144.55,34.09,885.544,562889.3722,3560.826,174931.2951,10.75,0.1,2.212781023
19,Brazil,2014-05-16,2014,2.0,5.0,20.0,146.38,35.54999,899.05,562889.3722,3560.826,174931.2951,10.75,0.09,2.214545132
20,Brazil,2014-05-23,2014,2.0,5.0,21.0,146.37,36.04999,891.463,562889.3722,3560.826,174931.2951,10.75,0.1,2.223556356
21,Brazil,2014-05-30,2014,2.0,5.0,22.0,139.78,32.54999,879.926,562889.3722,3560.826,174931.2951,10.75,0.1,2.24074572
22,Brazil,2014-06-06,2014,2.0,6.0,23.0,133.74,30.12,840.378,573469.7957,3560.826,174931.2951,10.75,0.11,2.247494044
23,Brazil,2014-06-13,2014,2.0,6.0,24.0,135.25,32.09999,897.34,573469.7957,3560.826,174931.2951,10.75,0.11,2.224050886
24,Brazil,2014-06-20,2014,2.0,6.0,25.0,138.99,36.39999,901.134,573469.7957,3560.826,174931.2951,10.75,0.09,2.229505273
25,Brazil,2014-06-27,2014,2.0,6.0,26.0,138.97,35.89999,898.794,573469.7957,3560.826,174931.2951,10.75,0.1,2.193944713
26,Brazil,2014-07-04,2014,3.0,7.0,27.0,140.98,37.39,887.66,580932.4842,3560.826,174931.2951,10.75,0.11,2.213221787
27,Brazil,2014-07-11,2014,3.0,7.0,28.0,146.36,38.89999,888.035,580932.4842,3560.826,174931.2951,10.75,0.11,2.220840366
28,Brazil,2014-07-18,2014,3.0,7.0,29.0,138.35,34.89999,919.829,580932.4842,3560.826,174931.2951,10.75,0.1,2.225486269
29,Brazil,2014-07-25,2014,3.0,7.0,30.0,136.86,36.12999,945.464,580932.4842,3560.826,174931.2951,10.75,0.11,2.229008314
30,Brazil,2014-08-01,2014,3.0,8.0,31.0,151.88,50.60999,942.33,548547.7721,3560.826,174931.2951,10.75,0.13,2.257438259
31,Brazil,2014-08-08,2014,3.0,8.0,32.0,148.95,52.07999,911.608,548547.7721,3560.826,174931.2951,10.75,0.1,2.281230039
32,Brazil,2014-08-15,2014,3.0,8.0,33.0,144.07,46.60999,904.733,548547.7721,3560.826,174931.2951,10.75,0.09,2.259784868
33,Brazil,2014-08-22,2014,3.0,8.0,34.0,139.51,46.09999,925.424,548547.7721,3560.826,174931.2951,10.75,0.1,2.277748673
34,Brazil,2014-08-29,2014,3.0,8.0,35.0,128.38,34.37,950.706,548547.7721,3560.826,174931.2951,10.75,0.09,2.235985958
35,Brazil,2014-09-05,2014,3.0,9.0,36.0,128.05,33.87,992.106,538873.8267,3560.826,174931.2951,10.75,0.1,2.240544901
36,Brazil,2014-09-12,2014,3.0,9.0,37.0,145.62,46.12,956.475,538873.8267,3560.826,174931.2951,10.75,0.11,2.339236006
37,Brazil,2014-09-19,2014,3.0,9.0,38.0,141.79,44.09,896.902,538873.8267,3560.826,174931.2951,10.75,0.11,2.368153077
38,Brazil,2014-09-26,2014,3.0,9.0,39.0,162.8,56.09999,863.143,538873.8267,3560.826,174931.2951,10.75,0.11,2.420018392
39,Brazil,2014-10-03,2014,4.0,10.0,40.0,173.59,60.59,809.651,530513.5456,3560.826,174931.2951,11.0,0.11,2.45887531
40,Brazil,2014-10-10,2014,4.0,10.0,41.0,158.57,55.35999,854.659,530513.5456,3560.826,174931.2951,11.0,0.1,2.429425198
41,Brazil,2014-10-17,2014,4.0,10.0,42.0,153.26,52.34999,874.728,530513.5456,3560.826,174931.2951,11.0,0.11,2.435638259
42,Brazil,2014-10-24,2014,4.0,10.0,43.0,160.83,56.09999,796.326,530513.5456,3560.826,174931.2951,11.0,0.11,2.473900351
43,Brazil,2014-10-31,2014,4.0,10.0,44.0,152.56,53.09999,718.711,530513.5456,3560.826,174931.2951,11.0,0.11,2.478314746
44,Brazil,2014-11-07,2014,4.0,11.0,45.0,170.88,62.56999,776.805,531322.9287,3560.826,174931.2951,11.0,0.12,2.558722686
45,Brazil,2014-11-14,2014,4.0,11.0,46.0,183.4,70.56,748.391,531322.9287,3560.826,174931.2951,11.0,0.15,2.601727547
46,Brazil,2014-11-21,2014,4.0,11.0,47.0,156.48,52.84999,710.241,531322.9287,3560.826,174931.2951,11.0,0.14,2.515280328
47,Brazil,2014-11-28,2014,4.0,11.0,48.0,151.58,48.60999,782.307,531322.9287,3560.826,174931.2951,11.0,0.13,2.565813106
48,Brazil,2014-12-05,2014,4.0,12.0,49.0,163.49,59.07999,733.288,548460.6034,3560.826,174931.2951,11.0,0.18,2.589466052
49,Brazil,2014-12-12,2014,4.0,12.0,50.0,209.0,90.00999,697.156,548460.6034,3560.826,174931.2951,11.0,0.19,2.654491399
50,Brazil,2014-12-19,2014,4.0,12.0,51.0,182.57,85.01999,629.815,548460.6034,3560.826,174931.2951,11.0,0.26,2.659786685
51,Brazil,2014-12-26,2014,4.0,12.0,52.0,182.43,88.03,679.749,548460.6034,3560.826,174931.2951,11.0,0.26,2.668516838
52,Brazil,2015-01-02,2015,1.0,1.0,1.0,207.97,107.97,676.648,525862.7771,4300.759,172887.433,12.25,0.25,2.694110674
53,Brazil,2015-01-09,2015,1.0,1.0,2.0,201.92,99.0,628.864,525862.7771,4300.759,172887.433,12.25,0.22,2.630125457
54,Brazil,2015-01-16,2015,1.0,1.0,3.0,205.65,98.5,648.938,525862.7771,4300.759,172887.433,12.25,0.17,2.620957174
55,Brazil,2015-01-23,2015,1.0,1.0,4.0,193.65,88.53,651.848,525862.7771,4300.759,172887.433,12.25,0.17,2.579713136
56,Brazil,2015-01-30,2015,1.0,1.0,5.0,212.77,102.49,670.825,525862.7771,4300.759,172887.433,12.25,0.18,2.682403433
57,Brazil,2015-02-06,2015,1.0,2.0,6.0,229.48,114.46,633.764,522377.7389,4300.759,172887.433,12.25,0.26,2.782492557
58,Brazil,2015-02-13,2015,1.0,2.0,7.0,235.35,111.96,635.083,522377.7389,4300.759,172887.433,12.25,0.23,2.834547464
59,Brazil,2015-02-20,2015,1.0,2.0,8.0,235.89,113.96,635.105,522377.7389,4300.759,172887.433,12.25,0.23,2.86795916
60,Brazil,2015-02-27,2015,1.0,2.0,9.0,235.88,113.96,636.307,522377.7389,4300.759,172887.433,12.25,0.22,2.838973427
61,Brazil,2015-03-06,2015,1.0,3.0,10.0,253.64,128.43,629.378,524322.3247,4300.759,172887.433,12.25,0.27,3.061755611
62,Brazil,2015-03-13,2015,1.0,3.0,11.0,302.25,154.35,562.758,524322.3247,4300.759,172887.433,12.25,0.24,3.249179582
63,Brazil,2015-03-20,2015,1.0,3.0,12.0,291.2898,135.37,538.572,524322.3247,4300.759,172887.433,12.25,0.24,3.229244034
64,Brazil,2015-03-27,2015,1.0,3.0,13.0,285.95,133.37,580.281,524322.3247,4300.759,172887.433,12.25,0.27,3.249601924
65,Brazil,2015-04-03,2015,2.0,4.0,14.0,259.48,110.71,557.212,519039.288,4300.759,172887.433,12.25,0.21,3.121001217
66,Brazil,2015-04-10,2015,2.0,4.0,15.0,245.19,110.46,615.503,519039.288,4300.759,172887.433,12.25,0.24,3.075598204
67,Brazil,2015-04-17,2015,2.0,4.0,16.0,241.81,104.98,616.126,519039.288,4300.759,172887.433,12.25,0.23,3.040900106
68,Brazil,2015-04-24,2015,2.0,4.0,17.0,220.11,91.01999,622.397,519039.288,4300.759,172887.433,12.25,0.24,2.951680982
69,Brazil,2015-05-01,2015,2.0,5.0,18.0,237.95,100.49,668.96,526021.4795,4300.759,172887.433,12.25,0.25,3.014590619
70,Brazil,2015-05-08,2015,2.0,5.0,19.0,222.26,87.03,652.141,526021.4795,4300.759,172887.433,12.25,0.23,2.9732703
71,Brazil,2015-05-15,2015,2.0,5.0,20.0,228.93,93.00999,661.727,526021.4795,4300.759,172887.433,12.25,0.23,2.997152705
72,Brazil,2015-05-22,2015,2.0,5.0,21.0,220.46,83.78999,653.449,526021.4795,4300.759,172887.433,12.25,0.23,3.094825452
73,Brazil,2015-05-29,2015,2.0,5.0,22.0,231.01,89.51999,625.401,526021.4795,4300.759,172887.433,12.25,0.26,3.179751343
74,Brazil,2015-06-05,2015,2.0,6.0,23.0,247.9,100.49,585.564,513879.5985,4300.759,172887.433,12.25,0.29,3.143764343
75,Brazil,2015-06-12,2015,2.0,6.0,24.0,242.18,95.00999,593.207,513879.5985,4300.759,172887.433,12.25,0.28,3.118470702
76,Brazil,2015-06-19,2015,2.0,6.0,25.0,240.17,89.01999,601.046,513879.5985,4300.759,172887.433,12.25,0.25,3.097509602
77,Brazil,2015-06-26,2015,2.0,6.0,26.0,256.0898,99.5,614.336,513879.5985,4300.759,172887.433,12.25,0.29,3.129498654
78,Brazil,2015-07-03,2015,3.0,7.0,27.0,249.89,93.01999,593.275,514327.7481,4300.759,172887.433,12.75,0.26,3.134697972
79,Brazil,2015-07-10,2015,3.0,7.0,28.0,251.79,92.01999,584.876,514327.7481,4300.759,172887.433,12.75,0.28,3.159258206
80,Brazil,2015-07-17,2015,3.0,7.0,29.0,262.49,100.0,589.946,514327.7481,4300.759,172887.433,12.75,0.29,3.187962255
81,Brazil,2015-07-24,2015,3.0,7.0,30.0,293.25,114.2,567.246,514327.7481,4300.759,172887.433,12.75,0.32,3.355479498
82,Brazil,2015-07-31,2015,3.0,7.0,31.0,288.8699,109.46,514.083,514327.7481,4300.759,172887.433,12.75,0.33,3.421259708
83,Brazil,2015-08-07,2015,3.0,8.0,32.0,327.8999,136.39,513.495,527538.4893,4300.759,172887.433,12.75,0.38,3.507049169
84,Brazil,2015-08-14,2015,3.0,8.0,33.0,300.5698,113.46,499.046,527538.4893,4300.759,172887.433,12.75,0.41,3.484441967
85,Brazil,2015-08-21,2015,3.0,8.0,34.0,336.74,144.84,479.325,527538.4893,4300.759,172887.433,12.75,0.36,3.500665126
86,Brazil,2015-08-28,2015,3.0,8.0,35.0,327.0698,134.87,440.317,527538.4893,4300.759,172887.433,12.75,0.38,3.582303421
87,Brazil,2015-09-04,2015,3.0,9.0,36.0,375.1199,166.79,449.808,554806.8376,4300.759,172887.433,12.75,0.36,3.84423173
88,Brazil,2015-09-11,2015,3.0,9.0,37.0,392.8799,178.21,423.577,554806.8376,4300.759,172887.433,12.75,0.4,3.870418392
89,Brazil,2015-09-18,2015,3.0,9.0,38.0,390.3398,173.71,425.422,554806.8376,4300.759,172887.433,12.75,0.35,3.945862763
90,Brazil,2015-09-25,2015,3.0,9.0,39.0,489.5098,309.22,407.582,554806.8376,4300.759,172887.433,12.75,0.35,3.977724741
91,Brazil,2015-10-02,2015,4.0,10.0,40.0,521.3599,360.5698,381.922,566280.402,4300.759,172887.433,13.25,0.25,3.932981987
92,Brazil,2015-10-09,2015,4.0,10.0,41.0,410.8398,234.64,424.88,566280.402,4300.759,172887.433,13.25,0.28,3.765910974
93,Brazil,2015-10-16,2015,4.0,10.0,42.0,435.3699,254.52,456.422,566280.402,4300.759,172887.433,13.25,0.23,3.924492759
94,Brazil,2015-10-23,2015,4.0,10.0,43.0,445.24,262.8198,425.009,566280.402,4300.759,172887.433,13.25,0.24,3.880631767
95,Brazil,2015-10-30,2015,4.0,10.0,44.0,429.6699,237.63,424.295,566280.402,4300.759,172887.433,13.25,0.34,3.856388107
96,Brazil,2015-11-06,2015,4.0,11.0,45.0,401.45,206.91,414.399,571388.5027,4300.759,172887.433,13.25,0.47,3.771165667
97,Brazil,2015-11-13,2015,4.0,11.0,46.0,426.99,217.34,424.07,571388.5027,4300.759,172887.433,13.25,0.5,3.845562221
98,Brazil,2015-11-20,2015,4.0,11.0,47.0,388.6199,175.61,425.038,571388.5027,4300.759,172887.433,13.25,0.49,3.705213235
99,Brazil,2015-11-27,2015,4.0,11.0,48.0,415.4199,196.52,450.346,571388.5027,4300.759,172887.433,13.25,0.5,3.846449727
100,Brazil,2015-12-04,2015,4.0,12.0,49.0,435.1199,189.54,401.913,594427.0684,4300.759,172887.433,13.25,0.6,3.752063635
101,Brazil,2015-12-11,2015,4.0,12.0,50.0,485.73,227.3,418.401,594427.0684,4300.759,172887.433,13.25,0.68,3.872966692
102,Brazil,2015-12-18,2015,4.0,12.0,51.0,490.2798,222.4,399.247,594427.0684,4300.759,172887.433,13.25,0.67,3.982318506
103,Brazil,2015-12-25,2015,4.0,12.0,52.0,482.5698,204.97,370.907,594427.0684,4300.759,172887.433,13.25,0.64,3.946174184
104,Brazil,2016-01-01,2016,1.0,1.0,1.0,488.99,208.47,378.912,582084.0,4853.85,174682.5749,14.25,0.65,3.960709759
105,Brazil,2016-01-08,2016,1.0,1.0,2.0,480.7998,191.01,359.958,582084.0,4853.85,174682.5749,14.25,0.64,4.02446877
106,Brazil,2016-01-15,2016,1.0,1.0,3.0,491.73,188.52,340.916,582084.0,4853.85,174682.5749,14.25,0.49,4.047927461
107,Brazil,2016-01-22,2016,1.0,1.0,4.0,468.7998,156.7,326.744,582084.0,4853.85,174682.5749,14.25,0.47,4.094501085
108,Brazil,2016-01-29,2016,1.0,1.0,5.0,462.6299,156.21,322.534,582084.0,4853.85,174682.5749,14.25,0.47,3.998720409
109,Brazil,2016-02-05,2016,1.0,2.0,6.0,456.8398,144.3,354.786,593437.0,4853.85,174682.5749,14.25,0.55,3.903505348
110,Brazil,2016-02-12,2016,1.0,2.0,7.0,482.0298,149.79,360.798,593437.0,4853.85,174682.5749,14.25,0.51,4.002561639
111,Brazil,2016-02-19,2016,1.0,2.0,8.0,457.5898,125.9,348.371,593437.0,4853.85,174682.5749,14.25,0.53,4.021393815
112,Brazil,2016-02-26,2016,1.0,2.0,9.0,446.2998,117.44,376.131,593437.0,4853.85,174682.5749,14.25,0.6,3.993131813
113,Brazil,2016-03-04,2016,1.0,3.0,10.0,395.75,83.53,369.7,578867.0,4853.85,174682.5749,14.25,0.67,3.759257171
114,Brazil,2016-03-11,2016,1.0,3.0,11.0,376.23,70.06,445.887,578867.0,4853.85,174682.5749,14.25,0.7,3.582046782
115,Brazil,2016-03-18,2016,1.0,3.0,12.0,351.1399,60.07999,459.092,578867.0,4853.85,174682.5749,14.25,0.62,3.623976227
116,Brazil,2016-03-25,2016,1.0,3.0,13.0,382.3599,107.46,482.202,578867.0,4853.85,174682.5749,14.25,0.63,3.683512598
117,Brazil,2016-04-01,2016,2.0,4.0,14.0,351.5698,99.0,475.09,576171.0,4853.85,174682.5749,14.25,0.62,3.55378656
118,Brazil,2016-04-08,2016,2.0,4.0,15.0,374.0298,115.41,462.597,576171.0,4853.85,174682.5749,14.25,0.54,3.590019745
119,Brazil,2016-04-15,2016,2.0,4.0,16.0,336.21,107.96,483.616,576171.0,4853.85,174682.5749,14.25,0.53,3.533194361
120,Brazil,2016-04-22,2016,2.0,4.0,17.0,349.49,108.94,501.554,576171.0,4853.85,174682.5749,14.25,0.56,3.564554074
121,Brazil,2016-04-29,2016,2.0,4.0,18.0,330.8198,100.49,496.117,576171.0,4853.85,174682.5749,14.25,0.56,3.435717721
122,Brazil,2016-05-06,2016,2.0,5.0,19.0,330.6199,95.50999,516.572,583328.0,4853.85,174682.5749,14.25,0.51,3.502258957
123,Brazil,2016-05-13,2016,2.0,5.0,20.0,320.6599,91.03,485.706,583328.0,4853.85,174682.5749,14.25,0.55,3.533943528
124,Brazil,2016-05-20,2016,2.0,5.0,21.0,338.74,99.5,499.836,583328.0,4853.85,174682.5749,14.25,0.67,3.520259091
125,Brazil,2016-05-27,2016,2.0,5.0,22.0,341.5598,97.0,468.266,583328.0,4853.85,174682.5749,14.25,0.68,3.61154249
126,Brazil,2016-06-03,2016,2.0,6.0,23.0,328.3799,90.53999,462.351,583845.0,4853.85,174682.5749,14.25,0.6,3.523980689
127,Brazil,2016-06-10,2016,2.0,6.0,24.0,337.8699,99.5,486.687,583845.0,4853.85,174682.5749,14.25,0.57,3.418803419
128,Brazil,2016-06-17,2016,2.0,6.0,25.0,330.6199,85.04999,487.739,583845.0,4853.85,174682.5749,14.25,0.51,3.416233944
129,Brazil,2016-06-24,2016,2.0,6.0,26.0,334.9299,100.5,504.886,583845.0,4853.85,174682.5749,14.25,0.48,3.373819163
130,Brazil,2016-07-01,2016,3.0,7.0,27.0,320.6899,88.03999,492.558,591341.0,4853.85,174682.5749,14.25,0.45,3.236141225
131,Brazil,2016-07-08,2016,3.0,7.0,28.0,300.2798,82.06,548.924,591341.0,4853.85,174682.5749,14.25,0.48,3.300547891
132,Brazil,2016-07-15,2016,3.0,7.0,29.0,290.8899,84.54999,555.755,591341.0,4853.85,174682.5749,14.25,0.52,3.282024353
133,Brazil,2016-07-22,2016,3.0,7.0,30.0,279.3298,80.06,587.645,591341.0,4853.85,174682.5749,14.25,0.55,3.256480396
134,Brazil,2016-07-29,2016,3.0,7.0,31.0,283.3899,76.57999,587.529,591341.0,4853.85,174682.5749,14.25,0.5,3.248546276
135,Brazil,2016-08-05,2016,3.0,8.0,32.0,262.96,64.62,591.058,595813.0,4853.85,174682.5749,14.25,0.56,3.165959602
136,Brazil,2016-08-12,2016,3.0,8.0,33.0,252.31,60.14999,614.693,595813.0,4853.85,174682.5749,14.25,0.56,3.192440301
137,Brazil,2016-08-19,2016,3.0,8.0,34.0,248.55,61.37999,632.785,595813.0,4853.85,174682.5749,14.25,0.59,3.203793291
138,Brazil,2016-08-26,2016,3.0,8.0,35.0,254.44,64.62,607.158,595813.0,4853.85,174682.5749,14.25,0.62,3.265519381
139,Brazil,2016-09-02,2016,3.0,9.0,36.0,252.05,60.62999,607.932,613603.0,4853.85,174682.5749,14.25,0.59,3.256798567
140,Brazil,2016-09-09,2016,3.0,9.0,37.0,252.05,62.07999,614.046,613603.0,4853.85,174682.5749,14.25,0.58,3.273536729
141,Brazil,2016-09-16,2016,3.0,9.0,38.0,268.47,73.57999,602.84,613603.0,4853.85,174682.5749,14.25,0.61,3.262110586
142,Brazil,2016-09-23,2016,3.0,9.0,39.0,268.2598,81.59999,594.259,613603.0,4853.85,174682.5749,14.25,0.6,3.244962196
143,Brazil,2016-09-30,2016,3.0,9.0,40.0,265.8899,77.12,605.229,613603.0,4853.85,174682.5749,14.25,0.59,3.260302556
144,Brazil,2016-10-07,2016,4.0,10.0,41.0,264.8899,77.12,619.783,613572.0,4853.85,174682.5749,14.25,0.66,3.220300776
145,Brazil,2016-10-14,2016,4.0,10.0,42.0,263.1099,79.59999,643.916,613572.0,4853.85,174682.5749,14.25,0.66,3.20502548
146,Brazil,2016-10-21,2016,4.0,10.0,43.0,255.5,74.62,657.817,613572.0,4853.85,174682.5749,14.25,0.66,3.151095006
147,Brazil,2016-10-28,2016,4.0,10.0,44.0,269.8699,83.07999,686.068,613572.0,4853.85,174682.5749,14.25,0.66,3.206464232
148,Brazil,2016-11-04,2016,4.0,11.0,45.0,278.3899,84.56999,687.907,614788.0,4853.85,174682.5749,14.25,0.62,3.233629749
149,Brazil,2016-11-11,2016,4.0,11.0,46.0,306.5598,94.51999,669.8,614788.0,4853.85,174682.5749,14.25,0.72,3.391440005
150,Brazil,2016-11-18,2016,4.0,11.0,47.0,305.8198,91.78,574.684,614788.0,4853.85,174682.5749,14.25,0.77,3.383522247
151,Brazil,2016-11-25,2016,4.0,11.0,48.0,303.1599,88.53999,606.189,614788.0,4853.85,174682.5749,14.25,0.81,3.422313484
152,Brazil,2016-12-02,2016,4.0,12.0,49.0,308.7998,91.53999,611.447,642501.0,4853.85,174682.5749,14.25,0.8,3.475480485
153,Brazil,2016-12-09,2016,4.0,12.0,50.0,286.6299,78.07999,575.873,642501.0,4853.85,174682.5749,14.25,0.85,3.378492517
154,Brazil,2016-12-16,2016,4.0,12.0,51.0,286.0698,78.57999,585.496,642501.0,4853.85,174682.5749,14.25,0.91,3.392015196
155,Brazil,2016-12-23,2016,4.0,12.0,52.0,276.1799,79.07999,561.09,642501.0,4853.85,174682.5749,14.25,0.87,3.270966898
156,Brazil,2016-12-30,2016,4.0,12.0,53.0,274.3599,78.57999,592.776,642501.0,4853.85,174682.5749,14.25,0.85,3.2546786
157,Brazil,2017-01-06,2017,1.0,1.0,1.0,253.99,70.09999,604.558,645546.0,5449.151,181160.7475,13.0,0.85,3.224142378
158,Brazil,2017-01-13,2017,1.0,1.0,2.0,246.19,61.12999,637.423,645546.0,5449.151,181160.7475,13.0,0.82,3.221234377
159,Brazil,2017-01-20,2017,1.0,1.0,3.0,248.99,60.62999,653.272,645546.0,5449.151,181160.7475,13.0,0.82,3.168969451
160,Brazil,2017-01-27,2017,1.0,1.0,4.0,240.51,57.14,684.387,645546.0,5449.151,181160.7475,13.0,0.82,3.140999466
161,Brazil,2017-02-03,2017,1.0,2.0,5.0,234.87,56.62999,679.313,648315.9772,5449.151,181160.7475,13.0,0.82,3.11759571
162,Brazil,2017-02-10,2017,1.0,2.0,6.0,221.89,50.18999,678.434,648315.9772,5449.151,181160.7475,13.0,0.81,3.115750117
163,Brazil,2017-02-17,2017,1.0,2.0,7.0,227.23,58.14999,710.135,648315.9772,5449.151,181160.7475,13.0,0.82,3.104722283
164,Brazil,2017-02-24,2017,1.0,2.0,8.0,218.6,53.65999,733.501,648315.9772,5449.151,181160.7475,13.0,0.8,3.111000498
165,Brazil,2017-03-03,2017,1.0,3.0,9.0,213.51,52.14,707.548,630459.5726,5449.151,181160.7475,13.0,0.98,3.115750117
166,Brazil,2017-03-10,2017,1.0,3.0,10.0,228.87,51.14,703.254,630459.5726,5449.151,181160.7475,13.0,1.03,3.139520281
167,Brazil,2017-03-17,2017,1.0,3.0,11.0,209.2,46.64,685.649,630459.5726,5449.151,181160.7475,13.0,1.0,3.091763542
168,Brazil,2017-03-24,2017,1.0,3.0,12.0,230.96,63.17999,694.439,630459.5726,5449.151,181160.7475,13.0,1.0,3.108582797
169,Brazil,2017-03-31,2017,1.0,3.0,13.0,219.84,52.32999,678.099,630459.5726,5449.151,181160.7475,13.0,1.03,3.123243176
170,Brazil,2017-04-07,2017,2.0,4.0,14.0,220.92,53.48,690.557,651074.8553,5449.151,181160.7475,12.25,1.08,3.146138115
171,Brazil,2017-04-14,2017,2.0,4.0,15.0,222.55,55.23,678.171,651074.8553,5449.151,181160.7475,12.25,1.03,3.14475298
172,Brazil,2017-04-21,2017,2.0,4.0,16.0,220.41,55.43999,684.604,651074.8553,5449.151,181160.7475,12.25,0.99,3.148218109
173,Brazil,2017-04-28,2017,2.0,4.0,17.0,213.49,47.15999,677.895,651074.8553,5449.151,181160.7475,12.25,1.07,3.176620076
174,Brazil,2017-05-05,2017,2.0,5.0,18.0,208.87,44.93999,678.565,631967.0472,5449.151,181160.7475,12.25,1.1,3.177427555
175,Brazil,2017-05-12,2017,2.0,5.0,19.0,198.54,42.2,677.158,631967.0472,5449.151,181160.7475,12.25,1.11,3.121780664
176,Brazil,2017-05-19,2017,2.0,5.0,20.0,241.28,44.67999,726.866,631967.0472,5449.151,181160.7475,12.25,1.1,3.252878798
177,Brazil,2017-05-26,2017,2.0,5.0,21.0,232.22,48.65999,618.564,631967.0472,5449.151,181160.7475,12.25,1.17,3.260089978
178,Brazil,2017-06-02,2017,2.0,6.0,22.0,231.76,49.7,643.563,659404.6744,5449.151,181160.7475,12.25,1.16,3.248335228
179,Brazil,2017-06-09,2017,2.0,6.0,23.0,233.5,48.95,627.247,659404.6744,5449.151,181160.7475,12.25,1.2,3.296956909
180,Brazil,2017-06-16,2017,2.0,6.0,24.0,235.18,52.18999,618.818,659404.6744,5449.151,181160.7475,12.25,1.21,3.293265273
181,Brazil,2017-06-23,2017,2.0,6.0,25.0,235.26,55.17999,624.207,659404.6744,5449.151,181160.7475,12.25,1.21,3.34291636
182,Brazil,2017-06-30,2017,2.0,6.0,26.0,237.02,59.35999,620.703,659404.6744,5449.151,181160.7475,12.25,1.24,3.307206403
183,Brazil,2017-07-07,2017,3.0,7.0,27.0,237.74,59.59999,632.088,652488.6214,5449.151,181160.7475,12.25,1.22,3.281270508
184,Brazil,2017-07-14,2017,3.0,7.0,28.0,219.82,47.62999,638.637,652488.6214,5449.151,181160.7475,12.25,1.22,3.179852455
185,Brazil,2017-07-21,2017,3.0,7.0,29.0,207.37,51.60999,677.863,652488.6214,5449.151,181160.7475,12.25,1.22,3.141788935
186,Brazil,2017-07-28,2017,3.0,7.0,30.0,211.24,53.59999,685.079,652488.6214,5449.151,181160.7475,12.25,1.22,3.131850924
187,Brazil,2017-08-04,2017,3.0,8.0,31.0,193.31,38.62999,698.068,663928.057,5449.151,181160.7475,12.25,1.23,3.131360576
188,Brazil,2017-08-11,2017,3.0,8.0,32.0,202.03,45.65999,717.179,663928.057,5449.151,181160.7475,12.25,1.21,3.193765769
189,Brazil,2017-08-18,2017,3.0,8.0,33.0,198.68,42.06,707.809,663928.057,5449.151,181160.7475,12.25,1.24,3.146534093
190,Brazil,2017-08-25,2017,3.0,8.0,34.0,194.35,41.90999,719.395,663928.057,5449.151,181160.7475,12.25,1.23,3.159358018
191,Brazil,2017-09-01,2017,3.0,9.0,35.0,188.58,39.60999,741.459,676510.8268,5449.151,181160.7475,12.25,1.24,3.14159153
