date,CO1_Comdty,CL1_Comdty,BCOMIN_Index,BCOMEN_Index,BCOMAG_Index,BCOMPR_Index,BCOM_Index,HG1_Comdty,LA1_Comdty,LN1_Comdty,CVT1_Comdty,HRC1_Comdty,FC1_Comdty,LC1_Comdty,W_1_Comdty,S_1_Comdty,C_1_Comdty,IOE1_Comdty,GC1_Comdty,r_CO1_Comdty,r_CL1_Comdty,r_BCOMIN_Index,r_BCOMEN_Index,r_BCOMAG_Index,r_BCOMPR_Index,r_BCOM_Index,r_HG1_Comdty,r_LA1_Comdty,r_LN1_Comdty,r_CVT1_Comdty,r_HRC1_Comdty,r_FC1_Comdty,r_LC1_Comdty,r_W_1_Comdty,r_S_1_Comdty,r_C_1_Comdty,r_IOE1_Comdty,r_GC1_Comdty
2000-03-17,26.56,30.91,79.8895,126.5691,78.6234,59.8475,100.4624,80.55,1621.25,10345,,,83.1,71.925,272.25,537.5,240.75,,285,-0.0858183965951049,-0.02712788023491,0.0150088983626704,-0.0263190321317177,0.0430909615023252,-0.0114633476922048,0.00439636569505275,0.030248052755498,0.0252980386919308,-0.0167748961120573,,,-0.0131502193868789,-0.00934101239313812,0.0852598439508236,0.0723206615796261,0.091268514112949,,-0.0173917427118688
2000-03-24,25.91,28.02,78.7821,124.7321,75.9099,59.9527,98.7299,80.45,1577.25,10272,,,83.55,73.025,252.75,530.75,232,,285.1,-0.0247773300342145,-0.0981612152351641,-0.0139586161694965,-0.0146201667268997,-0.0351222543737029,0.0017562579534971,-0.0173956893825684,-0.00124223618459141,-0.0275146323797344,-0.00708156424990136,,,0.00540055318000032,0.0151779388361932,-0.0743199039124889,-0.0126376594184521,-0.0370216790119251,,0.000350815649975189
2000-03-31,24.77,26.9,77.7022,122.7391,77.615,58.6439,98.5238,80.5,1532.5,10175,,,84.025,72.175,262.25,545.5,236,,278.4,-0.0449957510727503,-0.0407922543010679,-0.0138022426982047,-0.0161072730012899,0.0222135968000909,-0.0220723551203594,-0.00208969540242165,0.000621310986125501,-0.0287824354405526,-0.00948801561894719,,,0.0056691185697666,-0.0117081227248059,0.0368973893758255,0.0274117046897597,0.0170944333593006,,-0.0237810674583612
2000-04-07,22.58,25.04,74.1619,116.4037,76.2005,59.067,95.7411,76.85,1467.75,9320,,,84.175,72.075,258.5,538.75,229.25,,279.8,-0.0925686847797524,-0.0716517403758954,-0.0466330297912005,-0.0529966426274253,-0.0183926831275443,0.00718882995752423,-0.0286504700081043,-0.0464017144399129,-0.0431697728660714,-0.0877711026311587,,,0.00178359143596829,-0.00138648202453329,-0.0144025533279226,-0.0124511638551681,-0.0290186938890367,,0.00501613377111632
2000-04-14,22.41,25.57,73.5512,117.3962,75.7319,59.5445,95.8689,75.35,1433,9575,,,84.7,73.675,255.75,532.5,226.25,,282.6,-0.00755727090868019,0.0209452430711976,-0.00826877886385002,0.0084902171636756,-0.00616855240741465,0.00805153934623437,0.00133395980325801,-0.0197115449121004,-0.0239604671161233,0.0269929063692107,,,0.00621763661087105,0.0219562850992929,-0.0106952891167476,-0.0116687438343766,-0.0131725285565381,,0.0099574080190461
2000-04-21,23.83,25.88,74.4649,122.3991,76.2352,58.5137,97.4023,76.6,1447.85,9540,,,84.3,73.525,251,536.25,226.75,,279.7,0.0614380032978152,0.0120506803296045,0.0123461110781209,0.0417324782126167,0.00662382634389225,-0.0174630173197778,0.0158681911805099,0.0164531516740407,0.0103095485913336,-0.00366204960651473,,,-0.00473373665019938,-0.00203804418370002,-0.0187474656999527,0.00701757265864611,0.0022075064152105,,-0.0103148700425129
2000-04-28,23.89,25.74,76.1786,123.0272,74.2971,57.4137,96.8817,79,1468.25,10035,,,84.825,74.25,242.25,526.5,223.75,,274.7,0.00251467022706731,-0.00542426746471936,0.0227527099305274,0.00511845202633321,-0.0257513782809395,-0.0189779640491281,-0.00535917776042094,0.0308507757204763,0.0139915179831229,0.0505854967881056,,,0.00620844566248469,0.00981229324275024,-0.0354826883609078,-0.0183491386681967,-0.0133187318402817,,-0.0180380071066866
2000-05-05,25.29,27.29,77.732,127.2279,77.8338,58.3378,99.7485,83.8,1459.75,9920,,,83.325,68.625,261.75,555,240.25,,280.1,0.0569490993441555,0.0584741325522664,0.0201864296477776,0.0335744973408962,0.046503864133812,0.0159673029474003,0.0291613714906198,0.0589851550210154,-0.00580602723898149,-0.0115260609515193,,,-0.0178416864764905,-0.0787808778531147,0.0774195989797706,0.0527167821724044,0.0711506906954371,,0.0194670891648352
2000-05-12,28.05,29.62,78.0692,139.0608,78.3094,57.8877,102.8206,84,1452.5,10115,,,82.875,67.925,271,551.5,236,,276.9,0.103579571286832,0.0819294741194057,0.004328599863201,0.08893128108949,0.00609186273655826,-0.0077453269743053,0.0303337039879867,0.00238379135527644,-0.00497897843758111,0.0194665493229262,,,-0.00541517568777739,-0.0102527445172829,0.0347289711290548,-0.00632627505287697,-0.0178482428247913,,-0.0114902520891471
2000-05-19,28.59,29.89,79.0539,145.1691,77.6519,57.4426,104.0066,84,1507,10525,,,83.25,68.125,276.25,554.5,240,,274.6,0.0190683743655149,0.00907416745619383,0.0125342854362271,0.0429880222593608,-0.00843162881130777,-0.00771873843871695,0.0114686366153274,0,0.0368347099004298,0.0397339089487367,,,0.00451468035452685,0.00294009767099634,0.0191874319522611,0.00542496809686455,0.0168071183163807,,-0.00834093684304538
2000-05-26,29.22,30,78.099,149.9754,77.0694,56.8814,104.7136,83.05,1480.5,10330,,,84.2,66.925,280.75,534.25,233.5,,272.2,0.0217963999883328,0.003673405366309,-0.0121526456355285,0.0325720108206893,-0.00752970343626647,-0.00981778992661031,0.00677464571255637,-0.0113739627840097,-0.0177410510848501,-0.0187010964368977,,,0.0113467923877284,-0.0177716635769913,0.01615834078659,-0.037202912591165,-0.0274568462330391,,-0.00877840311650502
2000-06-02,29.05,30.35,74.0447,150.3721,76.0141,58.5193,104.1036,79.3,1423.75,9489,,,84.975,68.425,271.25,533.75,229,,281.4,-0.00583492302463284,0.011599135843352,-0.0533082877753461,0.00264160834156524,-0.0137874652349552,0.0283882159449922,-0.00584244722325256,-0.046204707418501,-0.039085632780254,-0.0849190501399253,,,0.00916217433389832,0.0221656655203262,-0.0344236887638827,-0.00093632965642243,-0.0194600735547121,,0.0332400544629232
2000-06-09,29.58,30.2,73.9524,150.4005,74.7485,58.8846,103.6873,79.8,1472.5,8515,,,85.275,68.975,269.75,520.75,219.25,,283.6,0.018079973984733,-0.00495459312468372,-0.00124732189977816,0.000188846989947145,-0.0167897042144203,0.00622298201112859,-0.00400691807955145,0.00628537581496058,0.03366740076435,-0.10830391887697,,,0.00352423272252977,0.00800586517660751,-0.00554530071642567,-0.0246574844017529,-0.0435093723019477,,0.00778764997768366
2000-06-16,28.35,32.33,76.2176,155.0019,71.8942,59.6664,104.1134,82.4,1565.75,8070,,,85.85,68.6,263,504.75,207.25,,288.7,-0.0424714271088922,0.0681536673565177,0.0301707641602533,0.0301356389303349,-0.0389335513005058,0.0131894515198931,0.00410105064324462,0.0320619324596629,0.0614033058797805,-0.0536758318327948,,,0.00672025903877493,-0.00545158537151025,-0.025341571960479,-0.0312068229481346,-0.0562868372368879,,0.0178232920109167
2000-06-23,30.39,32.25,75.1082,161.8535,70.7119,58.3276,104.8829,81.05,1553,7800,,,86.125,68.225,272.25,498,199.5,,282.7,0.0694865767549406,-0.00247754849555992,-0.0146626665922778,0.043254230191188,-0.0165817183087942,-0.0226936531781536,0.00736380000229975,-0.0165191887337413,-0.00817639825683525,-0.0340297485863115,,,0.00319814199033797,-0.00548146813743777,0.0345667296353049,-0.0134631801682943,-0.038111557685486,,-0.0210018219693442
2000-06-30,30.57,32.5,76.2545,163.5188,68.6133,59.5463,104.7638,81.55,1565.75,8282,,,86.45,67.475,259.5,477.5,187.5,,291.5,0.00590552897404129,0.00772204609391025,0.0151466895803569,0.0102363633367322,-0.030127482079485,0.0206787664986052,-0.00113619735309634,0.00615008088533831,0.00817639825683525,0.0599607514278304,,,0.00376648279547709,-0.011053907690334,-0.0479640592071267,-0.0420359171038678,-0.0620353909194531,,0.0306537410910019
2000-07-07,29.7,30.28,75.6612,154.0153,67.3639,58.372,101.632,80.6,1547,8380,,,87.325,67.4,245.5,473.5,183.75,,284.6,-0.0288720900940893,-0.0707526607664439,-0.00781095063222548,-0.059876020308522,-0.0183771273707487,-0.0199178384038676,-0.0303498461838201,-0.0117176795544403,-0.0120473708324562,0.0117634293706157,,,0.0100705785635959,-0.00111214098580703,-0.0554597553713681,-0.00841224729465218,-0.0202027073175195,,-0.0239553201347951
2000-07-14,29.88,31.4,76.4336,157.0877,66.9405,58.0309,102.0742,82.3,1570,8091.5,,,88.025,67.45,242.5,465.25,175.25,,281.9,0.00604231445596248,0.0363204643449597,0.0101569105615216,0.0197522999881992,-0.00630510098944281,-0.00586069550387958,0.00434155361583155,0.0208724581704409,0.0147580477692877,-0.0350337865191879,,,0.00798407434822046,0.000741564735504241,-0.012295236857037,-0.0175770171037728,-0.0473626121782464,,-0.00953228753568514
