date,fx_ticker,fx_level,r_fx
2021-08-27,USDMXN_Curncy,20.2019,-0.00804599208399415
2021-09-03,USDMXN_Curncy,19.9268,-0.0137111000234245
2021-09-10,USDMXN_Curncy,19.8919,-0.00175294567310225
2021-09-17,USDMXN_Curncy,20.0182,0.00632924606174568
2021-09-24,USDMXN_Curncy,20.0533,0.00175186898304025
2021-10-01,USDMXN_Curncy,20.4487,0.0195255820479709
2021-10-08,USDMXN_Curncy,20.7005,0.0122385437829569
2021-10-15,USDMXN_Curncy,20.3269,-0.0182127225693649
2021-10-22,USDMXN_Curncy,20.179,-0.00730267231586623
2021-10-29,USDMXN_Curncy,20.5633,0.0188654738601097
2021-11-05,USDMXN_Curncy,20.3434,-0.0107513985840852
2021-11-12,USDMXN_Curncy,20.5187,0.00858013050941153
2021-11-19,USDMXN_Curncy,20.8302,0.0150671912938489
2021-11-26,USDMXN_Curncy,21.9234,0.0511507027776008
2021-12-03,USDMXN_Curncy,21.2743,-0.0300547880901783
2021-12-10,USDMXN_Curncy,20.8835,-0.0185403979623642
2021-12-17,USDMXN_Curncy,20.8279,-0.00266593942807836
2021-12-24,USDMXN_Curncy,20.6243,-0.00982344180916117
2021-12-31,USDMXN_Curncy,20.5294,-0.00461198717070666
2022-01-07,USDMXN_Curncy,20.4005,-0.00629859472641225
2022-01-14,USDMXN_Curncy,20.3079,-0.00454943744852354
2022-01-21,USDMXN_Curncy,20.4734,0.00811650970237299
2022-01-28,USDMXN_Curncy,20.8051,0.0160716663526621
2022-02-04,USDMXN_Curncy,20.6811,-0.00597790924527031
2022-02-11,USDMXN_Curncy,20.5376,-0.00696288722162697
2022-02-18,USDMXN_Curncy,20.2921,-0.0120257047505823
2022-02-25,USDMXN_Curncy,20.3459,0.00264776964571256
2022-03-04,USDMXN_Curncy,20.9499,0.0292544556985885
2022-03-11,USDMXN_Curncy,20.9143,-0.0017007375552911
2022-03-18,USDMXN_Curncy,20.3617,-0.0267774502820917
2022-03-25,USDMXN_Curncy,20.0336,-0.016244821317136
2022-04-01,USDMXN_Curncy,19.8541,-0.00900032900929126
2022-04-08,USDMXN_Curncy,20.0463,0.00963406314660409
2022-04-15,USDMXN_Curncy,19.9725,-0.00368827069579902
2022-04-22,USDMXN_Curncy,20.2313,0.0128745827394616
2022-04-29,USDMXN_Curncy,20.428,0.00967559867187573
2022-05-06,USDMXN_Curncy,20.1265,-0.0148691540968122
2022-05-13,USDMXN_Curncy,20.107,-0.000969341545075331
2022-05-20,USDMXN_Curncy,19.8626,-0.0122294466803852
2022-05-27,USDMXN_Curncy,19.5789,-0.0143861107141841
2022-06-03,USDMXN_Curncy,19.5594,-0.000996466459378009
2022-06-10,USDMXN_Curncy,19.961,0.0203243805391828
2022-06-17,USDMXN_Curncy,20.3423,0.0189220920783191
2022-06-24,USDMXN_Curncy,19.8685,-0.0235668988823861
2022-07-01,USDMXN_Curncy,20.2629,0.0196560647429456
2022-07-08,USDMXN_Curncy,20.4515,0.00926460166448573
2022-07-15,USDMXN_Curncy,20.5362,0.00413295308424155
2022-07-22,USDMXN_Curncy,20.5291,-0.00034579073187091
2022-07-29,USDMXN_Curncy,20.3672,-0.00791762803852514
2022-08-05,USDMXN_Curncy,20.404,0.00180519631472498
2022-08-12,USDMXN_Curncy,19.8487,-0.0275924462560013
2022-08-19,USDMXN_Curncy,20.1736,0.0162363051306538
2022-08-26,USDMXN_Curncy,20.0405,-0.00661959293011671
2022-09-02,USDMXN_Curncy,19.9457,-0.00474164474829708
2022-09-09,USDMXN_Curncy,19.8975,-0.00241948555905136
2022-09-16,USDMXN_Curncy,20.0368,0.00697648712976351
2022-09-23,USDMXN_Curncy,20.208,0.00850798278050391
2022-09-30,USDMXN_Curncy,20.1382,-0.00346005669119132
2022-10-07,USDMXN_Curncy,20.0405,-0.00486328291172766
2022-10-14,USDMXN_Curncy,20.0813,0.00203380775855866
2022-10-21,USDMXN_Curncy,19.9324,-0.00744248531399183
2022-10-28,USDMXN_Curncy,19.7961,-0.00686159984734136
2022-11-04,USDMXN_Curncy,19.5235,-0.0138660804117183
2022-11-11,USDMXN_Curncy,19.5034,-0.0010300588454224
2022-11-18,USDMXN_Curncy,19.4415,-0.00317885279589847
2022-11-25,USDMXN_Curncy,19.3329,-0.00560164871538893
2022-12-02,USDMXN_Curncy,19.4001,0.00346991286115905
2022-12-09,USDMXN_Curncy,19.7652,0.018644594899321
2022-12-16,USDMXN_Curncy,19.7801,0.000753566199021893
2022-12-23,USDMXN_Curncy,19.3741,-0.0207392592459175
2022-12-30,USDMXN_Curncy,19.4999,0.00647221480382587
2023-01-06,USDMXN_Curncy,19.1522,-0.0179917458167309
2023-01-13,USDMXN_Curncy,18.7663,-0.0203548834363079
2023-01-20,USDMXN_Curncy,18.873,0.00566962115761749
2023-01-27,USDMXN_Curncy,18.7669,-0.00563764946322154
2023-02-03,USDMXN_Curncy,18.9688,0.0107008443778498
2023-02-10,USDMXN_Curncy,18.6704,-0.0158561421009247
2023-02-17,USDMXN_Curncy,18.3717,-0.0161279449360854
2023-02-24,USDMXN_Curncy,18.418,0.00251701016555472
2023-03-03,USDMXN_Curncy,17.957,-0.0253484362394145
2023-03-10,USDMXN_Curncy,18.5049,0.0300555508188771
2023-03-17,USDMXN_Curncy,18.9099,0.0216500325704478
2023-03-24,USDMXN_Curncy,18.4448,-0.0249031065061294
2023-03-31,USDMXN_Curncy,18.0462,-0.0218473516436317
2023-04-07,USDMXN_Curncy,18.1383,0.00509058845033428
2023-04-14,USDMXN_Curncy,18.0161,-0.00675992218611388
2023-04-21,USDMXN_Curncy,17.9883,-0.0015442560089669
2023-04-28,USDMXN_Curncy,18.0003,0.000666877869365923
2023-05-05,USDMXN_Curncy,17.7619,-0.0133327106001024
2023-05-12,USDMXN_Curncy,17.5932,-0.00954325007375978
