shock_q,jump_q,oil_beta,oil_p,cu_beta,cu_p
0.05,0.1,2.12898322411885,0.0524552324078563,1.97851581955652,0.1640272082188
0.05,0.05,1.8976245208304,0.0260961924878059,0.97690712838293,0.496581195888291
0.05,0.02,2.72526205876592,0.040230375418912,1.22916842355318,0.261205356568091
0.1,0.1,1.67193720225115,0.0117172268300226,0.719268149540738,0.666248765829425
0.1,0.05,1.57827558322575,0.0215819497910778,0.975028707218406,0.372189062507731
0.1,0.02,2.56740170306047,0.000869743165759825,-0.322367558945755,0.50644192252041
