country,n,n_crash,p_jump_crash,p_jump_norm,ratio
Zambia,684,53,0.169811320754717,0.0412044374009509,4.12119013062409
Egypt,1271,132,0.121212121212121,0.0421422300263389,2.87626262626263
Brazil,1307,135,0.103703703703704,0.0443686006825939,2.33732193732194
Peru,1307,135,0.0962962962962963,0.045221843003413,2.12941998602376
Chile,1307,135,0.0888888888888889,0.0460750853242321,1.92921810699589
Morocco,1307,135,0.0740740740740741,0.0477815699658703,1.55026455026455
