"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","UNIT","FREQUENCY","SCALE","2000-M01","2000-M02","2000-M03","2000-M04","2000-M05","2000-M06","2000-M07","2000-M08","2000-M09","2000-M10","2000-M11","2000-M12","2001-M01","2001-M02","2001-M03","2001-M04","2001-M05","2001-M06","2001-M07","2001-M08","2001-M09","2001-M10","2001-M11","2001-M12","2002-M01","2002-M02","2002-M03","2002-M04","2002-M05","2002-M06","2002-M07","2002-M08","2002-M09","2002-M10","2002-M11","2002-M12","2003-M01","2003-M02","2003-M03","2003-M04","2003-M05","2003-M06","2003-M07","2003-M08","2003-M09","2003-M10","2003-M11","2003-M12","2004-M01","2004-M02","2004-M03","2004-M04","2004-M05","2004-M06","2004-M07","2004-M08","2004-M09","2004-M10","2004-M11","2004-M12","2005-M01","2005-M02","2005-M03","2005-M04","2005-M05","2005-M06","2005-M07","2005-M08","2005-M09","2005-M10","2005-M11","2005-M12","2006-M01","2006-M02","2006-M03","2006-M04","2006-M05","2006-M06","2006-M07","2006-M08","2006-M09","2006-M10","2006-M11","2006-M12","2007-M01","2007-M02","2007-M03","2007-M04","2007-M05","2007-M06","2007-M07","2007-M08","2007-M09","2007-M10","2007-M11","2007-M12","2008-M01","2008-M02","2008-M03","2008-M04","2008-M05","2008-M06","2008-M07","2008-M08","2008-M09","2008-M10","2008-M11","2008-M12","2009-M01","2009-M02","2009-M03","2009-M04","2009-M05","2009-M06","2009-M07","2009-M08","2009-M09","2009-M10","2009-M11","2009-M12","2010-M01","2010-M02","2010-M03","2010-M04","2010-M05","2010-M06","2010-M07","2010-M08","2010-M09","2010-M10","2010-M11","2010-M12","2011-M01","2011-M02","2011-M03","2011-M04","2011-M05","2011-M06","2011-M07","2011-M08","2011-M09","2011-M10","2011-M11","2011-M12","2012-M01","2012-M02","2012-M03","2012-M04","2012-M05","2012-M06","2012-M07","2012-M08","2012-M09","2012-M10","2012-M11","2012-M12","2013-M01","2013-M02","2013-M03","2013-M04","2013-M05","2013-M06","2013-M07","2013-M08","2013-M09","2013-M10","2013-M11","2013-M12","2014-M01","2014-M02","2014-M03","2014-M04","2014-M05","2014-M06","2014-M07","2014-M08","2014-M09","2014-M10","2014-M11","2014-M12","2015-M01","2015-M02","2015-M03","2015-M04","2015-M05","2015-M06","2015-M07","2015-M08","2015-M09","2015-M10","2015-M11","2015-M12","2016-M01","2016-M02","2016-M03","2016-M04","2016-M05","2016-M06","2016-M07","2016-M08","2016-M09","2016-M10","2016-M11","2016-M12","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12"
"IMF.STA:IL(13.0.1)","GBR.RXF11ORA_REVS.USD.M","OBS_VALUE","United Kingdom","Reserves excluding gold, other reserve assets","US dollar","Monthly","Millions","13217.6115690403","10456.70078725","7968.0514167165","8045.2640739927","7977.05734353395","9145.04822300904","8052.25517147003","7325.08698460686","7475.40472363405","7063.2455175945","7116.9668217481","7864.24819082237","7688.05305171505","7814.03834943506","8595.69625019307","8578.1147273409","7842.01335241141","9211.18980518091","8852.00157512604","8793.88818954427","9140.30456371287","9404.0574320866","9722.88693734227","10070.6574792441","11511.3355801911","10739.3121239842","11097.285874324","11245.7125090927","11939.0351971114","12602.6800119881","13672.6214039057","13224.0088011402","13557.8388864458","13532.242110386","13821.0587008243","13950.5219450419","15267.9335424401","14900.8121056483","14798.4281925101","14662.7498947948","15825.4354351232","16087.1149751694","15653.1259967294","15372.4749016667","15580.4475649081","15887.0851876788","15532.0906266639","16799.2934497238","15492.4587517939","15618.8247027955","16693.2643897158","17061.1941355937","16884.0508796614","17264.7743270499","17913.0392849324","17326.8904231314","16979.9966246357","16418.8039092856","17729.295708101","17798.7684825965","16126.3251595597","16763.7163149573","18783.3571838252","18417.4037383404","17798.6720779434","17472.8010227392","17100.6115676074","16847.6428199204","16695.3713521126","16024.77332237","15691.5037367812","15541.6389680332","15747.2252799004","15293.6113781735","16437.0010146151","16502.9808243845","16972.3792154977","16090.949710125","15147.8972826927","16038.7372335461","15358.7947891651","15182.6182685468","15834.5109058774","16784.7916042876","14621.4048994361","15157.9530305479","17923.2519532026","16331.4494973681","16708.0153272113","28432.4306617761","17281.1889122824","18095.9360686917","20427.8068359026","21049.8747363045","20937.1343359864","20440.6585510792","20196.7194137026","22120.2540410241","21486.6373669095","18770.18535686","18103.0714149787","16667.5826754564","14693.0447904065","13131.5313476356","12142.0332923718","9377.05531650665","8863.82444764225","11761.5355547928","9817.92483595019","11776.282","14139.469","16022.643","14291.983","16404.444","15387.961","14549.032","15058.586","15161.34","13393.817","12903.283","13940.252","14877.795","17882.745","17971.53","15312.567","15314.982","14485.999","14521.17","14816.911","14682.745","15345.541","15660.745","15015.908","17538.48","17739.346","18126.152","16025.155","14196.478","16779.581","16592.804","15521.457","15561.949","16987.935","15189.924","14170.718","15082.717","14145.561","13352.546","12676.54","12567.484","12317.612","10916.23","11083.742","9929.799","10135.681","11962.574","9627.354","10024.33","10978.811","11227.896","11271.053","10667.002","11773.036","14575.78","14823.707","16642.004","15280.905","14331.537","15881.181","16202.573","18176.199","18276.331","16423.472","17728.305","17189.776","18430.079","17342.121","17238.347","16804.157","16759.862","17034.124","15895.299","18031.282","18579.591","18627.609","17844.457","18736.765","19815.381","20817.491","21093.201","19020.628","18508.383","18173.703","17910.987","17804.754","20307.791","20452.843","20448.876","19857.832","20019.296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IL(13.0.1)","BRA.RXF11ORA_REVS.USD.M","OBS_VALUE","Brazil","Reserves excluding gold, other reserve assets","US dollar","Monthly","Millions","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IL(13.0.1)","PAN.RGOLDNV_REVS.USD.M","OBS_VALUE","Panama","Gold reserves at national valuation","US dollar","Monthly","Millions","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"IMF.STA:IL(13.0.1)","VEN.RXF11FX_REVS.USD.M","OBS_VALUE","Venezuela, República Bolivariana de","Reserves excluding gold, foreign exchange","US dollar","Monthly","Millions","11864","11036","10895","11449","10975","11716","12357","12531","13235","13880","14328","12633","13456","12476","11607","11091","10473","10032","10158","9044","8517","8898","8949","8825","7172","6210","5745","6288","6258","7204","7777","7572","7717","8385","8671","8038","7110","7971","9469","10077","11391","12366","13330","12463","13766","14858","15705","15546","16363","16698","17351","18390","18423","17527","18237","15616","15955","16663","17688","17867","18268","18611","19434","21096","21839","22605","24238","25882","24262","23955","22911","23454","21375","22039","24466","23261","21779","23367","25138","27157","26753","26576","27927","28933","27864","24615","23422","18194","16211","16309","17427","18952","20705","21175","21914","23686","22740","21403","19695","18971","19699","22704","23502","26100","28202","29382","28702","32581","19077","18123","17053","17716","17607","18503","18792","18559","17375","16679","16646","17687","14150","13397","11387","10256","9301","10338","9308","10128","10208","9602","7522","9192","9315","6814","6262","5660","7554","6523","6694","6441","5838","4427","3007","5998","5005","3749","3514","2353","1591","5110","4018","3185","2690","2425","2735","5964","4739","3406","3522","3083","2489","3875","2463","2414","2850","1881","1693","2064","2365","2594","2806","1877","3409","2372","1839","2258","2580","1890","3682","3718","4354","6049","4290","3896","2612","2739","3662","3104","3198","2661","2517","5075","4292","3570","3449","3717","3463","3317","3276","3176","3046","1884","2743","2054","1741","1529","1569","1340","1840","1295","1323","1347","1085","1132","951","1763","2139","2189","2481","2787","2105","1477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IL(13.0.1)","ECB.RXF11FX_REVS.USD.M","OBS_VALUE","Eastern Caribbean Central Bank (ECCB)","Reserves excluding gold, foreign exchange","US dollar","Monthly","Millions","12.1429470370374","13.3151837037033","12.4921740740736","13.7261074074069","13.3480207407408","14.4437511111115","15.9289896296293","13.6984262962957","17.5009740740736","12.0808248148145","16.9152837037039","22.7770562962964","24.3969644444447","23.4558740740739","25.8098011111106","21.64101037037","23.1760066666662","23.3277703703703","21.4137503703699","22.7831218518516","27.8415170370367","28.2458051851845","27.8751522222218","27.0159396296299","25.150445925926","26.9888237037043","25.6109022222223","23.8134333333336","25.1698848148149","29.0402944444449","30.7283477777765","32.0589940740742","32.1650037037036","27.6743759259254","25.5825985185188","30.3305018518518","29.4288374074076","30.9419059259267","31.0761214814816","31.0602818518515","33.3874496296296","30.8562081481484","21.8972007407403","19.9829055555552","26.4671537037032","21.8309103703706","21.2088218518515","23.7273129629624","25.3820466666664","23.4347340740739","22.8395177777774","16.8443462962964","17.3036218518516","16.814922592592","13.1666559259254","17.0186662962962","16.0861870370373","16.8691866666666","14.2713014814822","15.5422188888892","13.8008955555567","13.2704233333343","11.4493133333333","14.1113937037045","15.995745925926","17.4840562962967","14.6838533333338","18.3220140740746","14.7376044444447","14.7814174074068","15.5679322222232","18.1083333333336","17.2914259259262","16.8778607407408","16.2548725925926","16.3185737037041","16.6355151851854","18.1831255555565","22.296042222222","26.3953196296297","29.47201037037","31.1449133333334","33.2666518518525","32.8064555555564","32.6254411111104","37.0807725925919","34.9531014814817","35.8837603703698","31.9856481481484","32.0553777777778","36.1978618518516","40.8865448148148","44.9505388888889","54.5836844444434","54.0665274074076","54.6364959259265","61.7808274074073","74.1734414814815","57.2040622222221","48.2238099999987","45.2720270370366","46.6343040740738","48.5551851851859","51.2771748148143","52.1544648148151","54.2351388888888","65.5273525925924","72.1553996296292","67.67914888889","65.4124166666661","63.728264814815","68.0526044444437","57.2281359259263","57.4864229629622","107.928359259258","111.021630222222","112.128887777777","113.346565185186","119.359784814814","113.287692592591","116.028862962963","117.584133703704","107.684192962963","107.982578518519","111.427546296297","117.439196296297","116.965468518518","120.283632222223","124.879234074075","121.978365925927","117.520566296295","114.554172962964","113.909362222222","112.724399414815","108.828921111111","112.417443759057","116.874199457187","116.518555818519","113.062399492592","114.871099208741","112.291703297343","111.079201685372","109.435906872519","108.9003943963","109.742627044449","106.922451270369","97.1855640982587","99.1966550851846","98.5321447620563","104.408795929627","103.389155581484","103.734314677859","102.24558787407","100.143302636321","91.4723694481467","124.541420725929","122.647269740737","121.530004615397","89.8959091902276","95.6881557370348","84.385751525924","86.7822436555499","74.314200362965","67.1310576999963","71.7510989592576","72.3561896962923","74.1291759036981","68.9483369888907","66.7716276555583","60.9860501851814","60.5328773259306","57.910772737038","55.371153003699","60.935639637034","51.2341553370346","56.7070391814811","53.1554994740694","52.8618247222257","45.7806036518505","51.8439541703697","60.4800453148197","41.7128052957087","51.6656775259271","48.89","26.641","59.78","47.27","44.48","51.13","49.49","43.16","45.44","50.61","55.22","60.48","53.19","54.87","62.67","63.56","68.26","64.58","49.82","50.83","51.42","51.85","61.3","59.86","67.93","85.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IL(13.0.1)","VEN.RGOLDNV_REVS.USD.M","OBS_VALUE","Venezuela, República Bolivariana de","Gold reserves at national valuation","US dollar","Monthly","Millions","2876","2986","3008","3001","2935","2941","2964","2895","2860","2835","2794","2794","2808","2831","2820","2772","2898","2965","2938","2958","3050","3122","3090","3056","3105","3204","3286","3337","3363","3373","3343","3364","3327","3359","3380","3515","3717","3837","3814","3711","3872","4105","4100","4122","4002","4389","4451","4632","4774","4745","4722","4725","4548","4514","4590","4654","4698","4819","5008","5122","5056","4950","5005","5034","4973","4991","4987","5031","5207","5371","5511","5718","6150","6386","6424","6748","7464","7323","7110","7292","7101","6869","7028","7255","7274","7469","7611","7706","7758","7627","7630","7659","7948","8483","9021","9281","9802","10456","10881","10794","10384","10260","10550","10312","9655","9510","9188","9201","9916","10352","10609","10484","10476","10897","10958","11008","11434","11874","12711","13297","13224","13057","13081","13358","13954","14394","14363","14240","14743","15424","16094","16363","16241","16125","16538","17098","17622","17914","18293","20160","21269","20702","20492","19959","19464","20026","20106","19574","19520","19427","19325","18912","19248","19495","19822","19987","20067","20022","19748","19207","18714","18074","17298","16650","16265","15909","15656","15440","15312","15179","15151","15106","15138","15240","15377","15145","14940","14782","14775","14621","14546","14573","13124","11889","11798","11715","11600","11555","11517","11124","11003","10042","9937","8770","8536","7757","7419","7524","7416","7569","7728","7797","7798","7727","7709","7691","7636","7593","7512","7487","7473","7499","7608","7775","7532","6627","6175","6220","6253","6895","6904","6764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IL(13.0.1)","ISR.RGOLDNV_REVS.USD.M","OBS_VALUE","Israel","Gold reserves at national valuation","US dollar","Monthly","Millions","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IL(13.0.1)","OMN.RGOLDNV_REVS.USD.M","OBS_VALUE","Oman","Gold reserves at national valuation","US dollar","Monthly","Millions","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","68.2990897269181","77.4200260078023","77.4642392717815","74.9934980494148","76.592977893368","77.479843953186","78.7126137841352","77.1599479843953","79.4850455136541","85.0793237971391","81.591677503251","79.7321196358908","80.5149544863459","81.9973992197659","86.1690507152146","87.9557867360208","90.2652795838752","0.200260078023407","0.195058517555267","0.189856957087126","0.192457737321196","0.197659297789337","0.195058517555267","0.197659297789337","0.213263979193758","0.226267880364109","0.221066319895969","0.208062418725618","0.208062418725618","0.226267880364109","0.213263979193758","0.218465539661899","0.23146944083225","0.23667100130039","0.23927178153446","0.244473342002601","0.257477243172952","0.252275682704811","0.244473342002601","0.260078023407022","0.23667100130039","0.244473342002601","0.241872561768531","0.241872561768531","0.252275682704811","0.254876462938882","0.265279583875163","0.278283485045514","0.270481144343303","0.262678803641092","0.270481144343303","0.262678803641092","0.267880364109233","0.257477243172952","0.270481144343303","0.265279583875163","0.267880364109233","0.288686605981795","0.291287386215865","0.304291287386216","0.319895968790637","0.34850455136541","0.343302990897269","0.35370611183355","0.403120936280884","0.403120936280884","0.358907672301691","0.392717815344603","0.382314694408323","0.369310793237971","0.371911573472042","0.392717815344603","0.392717815344603","0.397919375812744","0.416124837451235","0.408322496749025","0.421326397919376","0.405721716514954","0.400520156046814","0.410923276983095","0.416124837451235","0.460338101430429","0.483745123537061","0.483745123537061","0.5149","0.5713","0.6016","0.5666","0.5414","0.547724317295189","0.570634590377113","0.5664","0.5131","0.5566","0.447","0.5027","0.5448","0.5734","0.5811","0.5686","0.5494","0.6047","0.5737","0.5897","0.5889","0.6219","0.6451","0.7276","0.6777","0.6683","0.6901","0.6873","0.7283","0.7532","0.7662","0.73","0.770850455136541","0.809","0.8395","0.8578","0.8778","0.8273","0.8723","0.8847","0.9657","0.9455","0.927009102730819","0.9977","1.1268","1.0028","1.06178933680104","1.0796","0.9664","1.0737","1.0650533159948","1.03020286085826","1.0285","0.961906371911573","0.986538361508453","0.997344603381014","1.04483745123537","1.09050455136541","1.06279063719116","1.05911833550065","1.03450975292588","1.03726","0.987123537061118","0.986569570871261","0.91089466840052","0.8571","0.767726918075423","0.822829648894668","0.861677503250975","0.827214564369311","0.827","0.774","0.74","0.7686","0.819141742522757","0.800356306892068","0.831630689206762","0.803","0.8527","0.831500650195058","0.8272","0.7756","0.7537","0.7402","0.7604","0.824925877763329","0.77955266579974","0.76346944083225","0.760041612483745","0.7655","0.7546","0.7041","0.7335","0.7164","0.733885565669701","0.688353706111834","0.681830949284785","0.718527958387516","0.799659297789337","0.7905","0.831183355006502","0.779555266579974","0.8546","0.8683","0.841547464239272","0.84553966189857","0.820988296488947","0.752299089726918","0.737352405721716","0.7767","0.7985","0.8027","0.812039011703511","0.815443433029909","0.797823146944083","0.8161","0.848148244473342","0.822135240572172","0.81606502","0.81920416","0.83697529","0.864096229","0.84460078","0.8517","0.84306112","0.83437451","0.80514174","0.78487646","0.77342263","0.76413784","0.782509752925878","0.785198959687906","0.824163849154746","0.847453836150845","0.843794538361508","0.830990897269181","0.822775032509753","0.838923276983095","0.894598179453836","0.906335500650195","0.97695188556567","0.94290767230169","0.970871261378414","0.940707412223667","0.975550065019506","1.02181534460338","1.01855396618986","1.01782834850455","1.09263979193758","1.1171599479844","1.14649674902471","1.26963589076723","1.27618205461638","1.21581014304291","1.20726397919376","1.14685229908973","1.22003045253576","1.19665799739922","1.12495968790637","1.10102470741222","1.13679063719116","1.22865279583875","1.14098049414824","1.16573992197659","1.16639011703511","1.12612668140442","1.14647594278283","1.14299349804941","1.17538881664499","1.15397659297789","1.22387516254876","1.24532119635891","1.21890691547464","1.18028272821847","1.15775737061118","1.13217349544863","1.09549284785436","100.600478072822","99.1368384343303","107.60898693368","110.499577472042","116.749331381014","129.61524510013","139.419638491547","140.369701461638","148.94697173472","145.535230169051","148.797598179454","187.402769854356","179.588788676203","192.206468215865","198.215425945384","200.475323378414","239.28577523277","442.605570871261","488.9466106658","493.621913331599","503.400949797139","502.893590416125","528.661089984395","541.481448","570.7780134","637.1730757","614.5821094","607.9372563"
"IMF.STA:IL(13.0.1)","SYR.RGOLDNV_REVS.USD.M","OBS_VALUE","Syrian Arab Republic","Gold reserves at national valuation","US dollar","Monthly","Millions","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","29","36.9432683035714","36.9432683035714","36.9432683035714","36.9432683035714","36.9432683035714","37.0669571428571","37.0669571428571","37.0669572321429","37.0669572321429","37.3087391964286","37.3087391964286","38.7135657142857","38.2626875055679","38.2626875055679","38.2626875055679","38.2626875055679","38.2626875055679","38.2626875946548","38.2626875055679","38.2626875055679","38.2626875055679","38.2626875055679","38.2626875055679","38.2626874164811","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","38.2627","53.1858803821826","53.1858803910913","53.1858803910913","53.1858803910913","54.2522373416481","54.2522373416481","54.2522373416481","54.2522373416481","54.2522373416481","54.1950762289532","54.1950762289532","54.2","54.1951","54.1951","54.1951","54.1951","54.1951","54.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
