Date,Country,CDS_Spread
2000-01-01,Austria,
2000-01-08,Austria,
2000-01-15,Austria,
2000-01-22,Austria,
2000-01-29,Austria,
2000-02-05,Austria,
2000-02-12,Austria,
2000-02-19,Austria,
2000-02-26,Austria,
2000-03-04,Austria,
2000-03-11,Austria,
2000-03-18,Austria,
2000-03-25,Austria,
2000-04-01,Austria,
2000-04-08,Austria,
2000-04-15,Austria,
2000-04-22,Austria,
2000-04-29,Austria,
2000-05-06,Austria,
2000-05-13,Austria,
2000-05-20,Austria,
2000-05-27,Austria,
2000-06-03,Austria,
2000-06-10,Austria,
2000-06-17,Austria,
2000-06-24,Austria,
2000-07-01,Austria,
2000-07-08,Austria,
2000-07-15,Austria,
2000-07-22,Austria,
2000-07-29,Austria,
2000-08-05,Austria,
2000-08-12,Austria,
2000-08-19,Austria,
2000-08-26,Austria,
2000-09-02,Austria,
2000-09-09,Austria,
2000-09-16,Austria,
2000-09-23,Austria,
2000-09-30,Austria,
2000-10-07,Austria,
2000-10-14,Austria,
2000-10-21,Austria,
2000-10-28,Austria,
2000-11-04,Austria,
2000-11-11,Austria,
2000-11-18,Austria,
2000-11-25,Austria,
2000-12-02,Austria,
2000-12-09,Austria,
2000-12-16,Austria,
2000-12-23,Austria,
2000-12-30,Austria,
2001-01-06,Austria,
2001-01-13,Austria,
2001-01-20,Austria,
2001-01-27,Austria,
2001-02-03,Austria,
2001-02-10,Austria,
2001-02-17,Austria,
2001-02-24,Austria,
2001-03-03,Austria,
2001-03-10,Austria,
2001-03-17,Austria,
2001-03-24,Austria,
2001-03-31,Austria,
2001-04-07,Austria,
2001-04-14,Austria,
2001-04-21,Austria,
2001-04-28,Austria,
2001-05-05,Austria,
2001-05-12,Austria,
2001-05-19,Austria,
2001-05-26,Austria,
2001-05-28,Austria,
2001-06-02,Austria,
2001-06-04,Austria,
2001-06-09,Austria,
2001-06-11,Austria,
2001-06-16,Austria,
2001-06-18,Austria,
2001-06-23,Austria,
2001-06-25,Austria,
2001-06-30,Austria,
2001-07-02,Austria,
2001-07-07,Austria,
2001-07-09,Austria,
2001-07-14,Austria,
2001-07-16,Austria,
2001-07-21,Austria,
2001-07-23,Austria,
2001-07-28,Austria,
2001-07-30,Austria,
2001-08-04,Austria,
2001-08-06,Austria,
2001-08-11,Austria,
2001-08-13,Austria,
2001-08-18,Austria,
2001-08-20,Austria,
2001-08-25,Austria,
2001-08-27,Austria,
2001-09-01,Austria,
2001-09-03,Austria,
2001-09-08,Austria,
2001-09-10,Austria,
2001-09-15,Austria,
2001-09-17,Austria,
2001-09-22,Austria,
2001-09-24,Austria,
2001-09-29,Austria,
2001-10-01,Austria,
2001-10-06,Austria,
2001-10-08,Austria,
2001-10-13,Austria,
2001-10-15,Austria,
2001-10-20,Austria,
2001-10-22,Austria,
2001-10-27,Austria,
2001-10-29,Austria,
2001-11-03,Austria,
2001-11-05,Austria,
2001-11-10,Austria,
2001-11-12,Austria,
2001-11-17,Austria,
2001-11-19,Austria,
2001-11-24,Austria,
2001-11-26,Austria,
2001-12-01,Austria,
2001-12-03,Austria,
2001-12-08,Austria,
2001-12-10,Austria,
2001-12-15,Austria,
2001-12-17,Austria,
2001-12-22,Austria,
2001-12-24,Austria,
2001-12-29,Austria,
2001-12-31,Austria,
2002-01-05,Austria,
2002-01-07,Austria,
2002-01-12,Austria,
2002-01-14,Austria,
2002-01-19,Austria,
2002-01-21,Austria,
2002-01-26,Austria,
2002-01-28,Austria,
2002-02-02,Austria,
2002-02-04,Austria,
2002-02-09,Austria,
2002-02-11,Austria,
2002-02-16,Austria,
2002-02-18,Austria,
2002-02-23,Austria,
2002-02-25,Austria,
2002-03-02,Austria,
2002-03-04,Austria,
2002-03-09,Austria,
2002-03-11,Austria,
2002-03-16,Austria,
2002-03-18,Austria,
2002-03-23,Austria,
2002-03-25,Austria,
2002-03-30,Austria,
2002-04-01,Austria,
2002-04-06,Austria,
2002-04-08,Austria,
2002-04-13,Austria,
2002-04-15,Austria,
2002-04-20,Austria,
2002-04-22,Austria,
2002-04-27,Austria,
2002-04-29,Austria,
2002-05-04,Austria,
2002-05-06,Austria,
2002-05-11,Austria,
2002-05-13,Austria,
2002-05-18,Austria,
2002-05-20,Austria,
2002-05-25,Austria,
2002-05-27,Austria,
2002-06-01,Austria,
2002-06-03,Austria,
2002-06-08,Austria,
2002-06-10,Austria,
2002-06-15,Austria,
2002-06-17,Austria,
2002-06-22,Austria,
2002-06-24,Austria,
2002-06-29,Austria,
2002-07-01,Austria,
2002-07-06,Austria,
2002-07-08,Austria,
2002-07-13,Austria,
2002-07-15,Austria,
2002-07-20,Austria,
2002-07-22,Austria,
2002-07-27,Austria,
2002-07-29,Austria,
2002-08-03,Austria,
2002-08-05,Austria,
2002-08-10,Austria,
2002-08-12,Austria,
2002-08-17,Austria,
2002-08-19,Austria,
2002-08-24,Austria,
2002-08-26,Austria,
2002-08-31,Austria,
2002-09-02,Austria,
2002-09-07,Austria,
2002-09-09,Austria,
2002-09-14,Austria,
2002-09-16,Austria,
2002-09-21,Austria,
2002-09-23,Austria,
2002-09-28,Austria,
2002-09-30,Austria,
2002-10-05,Austria,
2002-10-07,Austria,
2002-10-12,Austria,
2002-10-14,Austria,
2002-10-19,Austria,
2002-10-21,Austria,
2002-10-26,Austria,
2002-10-28,Austria,
2002-11-02,Austria,
2002-11-04,Austria,
2002-11-09,Austria,
2002-11-11,Austria,
2002-11-16,Austria,
2002-11-18,Austria,
2002-11-23,Austria,
2002-11-25,Austria,
2002-11-30,Austria,
2002-12-02,Austria,
2002-12-07,Austria,
2002-12-09,Austria,
2002-12-14,Austria,
2002-12-16,Austria,
2002-12-21,Austria,
2002-12-23,Austria,
2002-12-28,Austria,
2002-12-30,Austria,
2003-01-01,Austria,
2003-01-04,Austria,
2003-01-06,Austria,
2003-01-11,Austria,
2003-01-13,Austria,
2003-01-18,Austria,
2003-01-20,Austria,
2003-01-25,Austria,
2003-01-27,Austria,
2003-02-01,Austria,
2003-02-03,Austria,
2003-02-08,Austria,
2003-02-10,Austria,
2003-02-15,Austria,
2003-02-17,Austria,
2003-02-22,Austria,
2003-02-24,Austria,
2003-03-01,Austria,
2003-03-03,Austria,
2003-03-08,Austria,
2003-03-10,Austria,
2003-03-15,Austria,
2003-03-17,Austria,
2003-03-22,Austria,
2003-03-24,Austria,
2003-03-29,Austria,
2003-03-31,Austria,
2003-04-05,Austria,
2003-04-07,Austria,
2003-04-12,Austria,
2003-04-14,Austria,
2003-04-16,Austria,
2003-04-19,Austria,
2003-04-21,Austria,
2003-04-26,Austria,
2003-04-28,Austria,
2003-05-03,Austria,
2003-05-05,Austria,
2003-05-10,Austria,
2003-05-12,Austria,
2003-05-17,Austria,
2003-05-19,Austria,
2003-05-24,Austria,
2003-05-26,Austria,
2003-05-31,Austria,
2003-06-02,Austria,
2003-06-07,Austria,
2003-06-09,Austria,
2003-06-14,Austria,
2003-06-16,Austria,
2003-06-21,Austria,
2003-06-23,Austria,
2003-06-28,Austria,
2003-06-30,Austria,
2003-07-05,Austria,
2003-07-07,Austria,
2003-07-12,Austria,
2003-07-14,Austria,
2003-07-19,Austria,
2003-07-21,Austria,
2003-07-26,Austria,
2003-07-28,Austria,
2003-08-02,Austria,
2003-08-04,Austria,
2003-08-09,Austria,
2003-08-11,Austria,
2003-08-16,Austria,
2003-08-18,Austria,
2003-08-23,Austria,
2003-08-25,Austria,
2003-08-30,Austria,
2003-09-01,Austria,
2003-09-06,Austria,
2003-09-08,Austria,
2003-09-13,Austria,
2003-09-15,Austria,
2003-09-20,Austria,
2003-09-22,Austria,
2003-09-27,Austria,
2003-09-29,Austria,
2003-10-04,Austria,
2003-10-06,Austria,
2003-10-11,Austria,
2003-10-13,Austria,
2003-10-18,Austria,
2003-10-20,Austria,
2003-10-25,Austria,
2003-10-27,Austria,
2003-11-01,Austria,
2003-11-03,Austria,
2003-11-08,Austria,
2003-11-10,Austria,
2003-11-15,Austria,
2003-11-17,Austria,
2003-11-22,Austria,
2003-11-24,Austria,
2003-11-26,Austria,
2003-11-29,Austria,
2003-12-01,Austria,0.8216300010681152
2003-12-03,Austria,0.8216300010681152
2003-12-06,Austria,0.8216300010681152
2003-12-08,Austria,0.8206800222396851
2003-12-10,Austria,0.8206800222396851
2003-12-13,Austria,0.8206800222396851
2003-12-15,Austria,0.8091899752616882
2003-12-17,Austria,0.8091899752616882
2003-12-20,Austria,0.8091899752616882
2003-12-22,Austria,0.8042500019073486
2003-12-24,Austria,0.8042500019073486
2003-12-27,Austria,0.8042500019073486
2003-12-29,Austria,0.7912600040435791
2003-12-31,Austria,0.7912600040435791
2004-01-03,Austria,0.7912600040435791
2004-01-05,Austria,0.7781500220298767
2004-01-07,Austria,0.7781500220298767
2004-01-10,Austria,0.7781500220298767
2004-01-12,Austria,0.8072299957275391
2004-01-14,Austria,0.8072299957275391
2004-01-17,Austria,0.8072299957275391
2004-01-19,Austria,0.795229971408844
2004-01-21,Austria,0.795229971408844
2004-01-24,Austria,0.795229971408844
2004-01-26,Austria,0.8014699816703796
2004-01-28,Austria,0.8014699816703796
2004-01-31,Austria,0.8014699816703796
2004-02-02,Austria,0.7906399965286255
2004-02-04,Austria,0.7906399965286255
2004-02-07,Austria,0.7906399965286255
2004-02-09,Austria,0.7856699824333191
2004-02-11,Austria,0.7856699824333191
2004-02-14,Austria,0.7856699824333191
2004-02-16,Austria,0.7994899749755859
2004-02-18,Austria,0.7994899749755859
2004-02-21,Austria,0.7994899749755859
2004-02-23,Austria,0.7980800271034241
2004-02-25,Austria,0.7980800271034241
2004-02-28,Austria,0.7980800271034241
2004-03-01,Austria,0.8087999820709229
2004-03-03,Austria,0.8087999820709229
2004-03-06,Austria,0.8087999820709229
2004-03-08,Austria,0.8188700079917908
2004-03-10,Austria,0.8188700079917908
2004-03-13,Austria,0.8188700079917908
2004-03-15,Austria,0.8145300149917603
2004-03-17,Austria,0.8145300149917603
2004-03-20,Austria,0.8145300149917603
2004-03-22,Austria,0.8254200220108032
2004-03-24,Austria,0.8254200220108032
2004-03-27,Austria,0.8254200220108032
2004-03-29,Austria,0.8254899978637695
2004-03-31,Austria,0.8254899978637695
2004-04-03,Austria,0.8254899978637695
2004-04-05,Austria,0.8268600106239319
2004-04-07,Austria,0.8268600106239319
2004-04-10,Austria,0.8268600106239319
2004-04-12,Austria,0.8317400217056274
2004-04-14,Austria,0.8317400217056274
2004-04-17,Austria,0.8317400217056274
2004-04-19,Austria,0.8468800187110901
2004-04-21,Austria,0.8468800187110901
2004-04-24,Austria,0.8468800187110901
2004-04-26,Austria,0.8338199853897095
2004-04-28,Austria,0.8338199853897095
2004-05-01,Austria,0.8338199853897095
2004-05-03,Austria,0.8408300280570984
2004-05-05,Austria,0.8408300280570984
2004-05-08,Austria,0.8408300280570984
2004-05-10,Austria,0.840690016746521
2004-05-12,Austria,0.840690016746521
2004-05-15,Austria,0.840690016746521
2004-05-17,Austria,0.8332599997520447
2004-05-19,Austria,0.8332599997520447
2004-05-22,Austria,0.8332599997520447
2004-05-24,Austria,0.8169900178909302
2004-05-26,Austria,0.8169900178909302
2004-05-29,Austria,0.8169900178909302
2004-05-31,Austria,0.8120200037956238
2004-06-02,Austria,0.8120200037956238
2004-06-05,Austria,0.8120200037956238
2004-06-07,Austria,0.8357700109481812
2004-06-09,Austria,0.8357700109481812
2004-06-12,Austria,0.8357700109481812
2004-06-14,Austria,0.823989987373352
2004-06-16,Austria,0.823989987373352
2004-06-19,Austria,0.823989987373352
2004-06-21,Austria,0.8213599920272827
2004-06-23,Austria,0.8213599920272827
2004-06-26,Austria,0.8213599920272827
2004-06-28,Austria,0.8108299970626831
2004-06-30,Austria,0.8108299970626831
2004-07-03,Austria,0.8108299970626831
2004-07-05,Austria,0.8054800033569336
2004-07-07,Austria,0.8054800033569336
2004-07-10,Austria,0.8054800033569336
2004-07-12,Austria,0.8027600049972534
2004-07-14,Austria,0.8027600049972534
2004-07-17,Austria,0.8027600049972534
2004-07-19,Austria,0.8256300091743469
2004-07-21,Austria,0.8256300091743469
2004-07-24,Austria,0.8256300091743469
2004-07-26,Austria,0.8302199840545654
2004-07-28,Austria,0.8302199840545654
2004-07-31,Austria,0.8302199840545654
2004-08-02,Austria,0.8147299885749817
2004-08-04,Austria,0.8147299885749817
2004-08-07,Austria,0.8147299885749817
2004-08-09,Austria,0.8078799843788147
2004-08-11,Austria,0.8078799843788147
2004-08-14,Austria,0.8078799843788147
2004-08-16,Austria,0.8126800060272217
2004-08-18,Austria,0.8126800060272217
2004-08-21,Austria,0.8126800060272217
2004-08-23,Austria,0.8321499824523926
2004-08-25,Austria,0.8321499824523926
2004-08-28,Austria,0.8321499824523926
2004-08-30,Austria,0.828980028629303
2004-09-01,Austria,0.828980028629303
2004-09-04,Austria,0.828980028629303
2004-09-06,Austria,0.81427001953125
2004-09-08,Austria,0.81427001953125
2004-09-11,Austria,0.81427001953125
2004-09-13,Austria,0.8213599920272827
2004-09-15,Austria,0.8213599920272827
2004-09-18,Austria,0.8213599920272827
2004-09-20,Austria,0.8141300082206726
2004-09-22,Austria,0.8141300082206726
2004-09-25,Austria,0.8141300082206726
2004-09-27,Austria,0.8065800070762634
2004-09-29,Austria,0.8065800070762634
2004-10-02,Austria,0.8065800070762634
2004-10-04,Austria,0.8057399988174438
2004-10-06,Austria,0.8057399988174438
2004-10-09,Austria,0.8057399988174438
2004-10-11,Austria,0.8011500239372253
2004-10-13,Austria,0.8011500239372253
2004-10-16,Austria,0.8011500239372253
2004-10-18,Austria,0.785610020160675
2004-10-20,Austria,0.785610020160675
2004-10-23,Austria,0.785610020160675
2004-10-25,Austria,0.7792999744415283
2004-10-27,Austria,0.7792999744415283
2004-10-30,Austria,0.7792999744415283
2004-11-01,Austria,0.7710700035095215
2004-11-03,Austria,0.7710700035095215
2004-11-06,Austria,0.7710700035095215
2004-11-08,Austria,0.769760012626648
2004-11-10,Austria,0.769760012626648
2004-11-13,Austria,0.769760012626648
2004-11-15,Austria,0.7677500247955322
2004-11-17,Austria,0.7677500247955322
2004-11-20,Austria,0.7677500247955322
2004-11-22,Austria,0.7534700036048889
2004-11-24,Austria,0.7534700036048889
2004-11-27,Austria,0.7534700036048889
2004-11-29,Austria,0.7434899806976318
2004-12-01,Austria,0.7434899806976318
2004-12-04,Austria,0.7434899806976318
2004-12-06,Austria,0.7562599778175354
2004-12-08,Austria,0.7562599778175354
2004-12-11,Austria,0.7562599778175354
2004-12-13,Austria,0.7510899901390076
2004-12-15,Austria,0.7510899901390076
2004-12-18,Austria,0.7510899901390076
2004-12-20,Austria,0.7392600178718567
2004-12-22,Austria,0.7392600178718567
2004-12-25,Austria,0.7392600178718567
2004-12-27,Austria,0.736270010471344
2004-12-29,Austria,0.736270010471344
2005-01-01,Austria,0.736270010471344
2005-01-03,Austria,0.7647600173950195
2005-01-05,Austria,0.7647600173950195
2005-01-08,Austria,0.7647600173950195
2005-01-10,Austria,0.7634199857711792
2005-01-12,Austria,0.7634199857711792
2005-01-15,Austria,0.7634199857711792
2005-01-17,Austria,0.7666900157928467
2005-01-19,Austria,0.7666900157928467
2005-01-22,Austria,0.7666900157928467
2005-01-24,Austria,0.7678099870681763
2005-01-26,Austria,0.7678099870681763
2005-01-29,Austria,0.7678099870681763
2005-01-31,Austria,0.7779099941253662
2005-02-02,Austria,0.7779099941253662
2005-02-05,Austria,0.7779099941253662
2005-02-07,Austria,0.7758600115776062
2005-02-09,Austria,0.7758600115776062
2005-02-12,Austria,0.7758600115776062
2005-02-14,Austria,0.7650499939918518
2005-02-16,Austria,0.7650499939918518
2005-02-19,Austria,0.7650499939918518
2005-02-21,Austria,0.7544900178909302
2005-02-23,Austria,0.7544900178909302
2005-02-26,Austria,0.7544900178909302
2005-02-28,Austria,0.7554600238800049
2005-03-02,Austria,0.7554600238800049
2005-03-05,Austria,0.7554600238800049
2005-03-07,Austria,0.742169976234436
2005-03-09,Austria,0.742169976234436
2005-03-12,Austria,0.742169976234436
2005-03-14,Austria,0.750980019569397
2005-03-16,Austria,0.750980019569397
2005-03-19,Austria,0.750980019569397
2005-03-21,Austria,0.7717199921607971
2005-03-23,Austria,0.7717199921607971
2005-03-26,Austria,0.7717199921607971
2005-03-28,Austria,0.7753099799156189
2005-03-30,Austria,0.7753099799156189
2005-04-02,Austria,0.7753099799156189
2005-04-04,Austria,0.7737500071525574
2005-04-06,Austria,0.7737500071525574
2005-04-09,Austria,0.7737500071525574
2005-04-11,Austria,0.7740499973297119
2005-04-13,Austria,0.7740499973297119
2005-04-16,Austria,0.7740499973297119
2005-04-18,Austria,0.7661700248718262
2005-04-20,Austria,0.7661700248718262
2005-04-23,Austria,0.7661700248718262
2005-04-25,Austria,0.7774800062179565
2005-04-27,Austria,0.7774800062179565
2005-04-30,Austria,0.7774800062179565
2005-05-02,Austria,0.7800300121307373
2005-05-04,Austria,0.7800300121307373
2005-05-07,Austria,0.7800300121307373
2005-05-09,Austria,0.7934600114822388
2005-05-11,Austria,0.7934600114822388
2005-05-14,Austria,0.7934600114822388
2005-05-16,Austria,0.7965599894523621
2005-05-18,Austria,0.7965599894523621
2005-05-21,Austria,0.7965599894523621
2005-05-23,Austria,0.7980200052261353
2005-05-25,Austria,0.7980200052261353
2005-05-28,Austria,0.7980200052261353
2005-05-30,Austria,0.8175899982452393
2005-06-01,Austria,0.8175899982452393
2005-06-04,Austria,0.8175899982452393
2005-06-06,Austria,0.8254200220108032
2005-06-08,Austria,0.8254200220108032
2005-06-11,Austria,0.8254200220108032
2005-06-13,Austria,0.82014000415802
2005-06-15,Austria,0.82014000415802
2005-06-18,Austria,0.82014000415802
2005-06-20,Austria,0.8256999850273132
2005-06-22,Austria,0.8256999850273132
2005-06-25,Austria,0.8256999850273132
2005-06-27,Austria,0.8378000259399414
2005-06-29,Austria,0.8378000259399414
2005-07-02,Austria,0.8378000259399414
2005-07-04,Austria,0.8354200124740601
2005-07-06,Austria,0.8354200124740601
2005-07-09,Austria,0.8354200124740601
2005-07-11,Austria,0.8309800028800964
2005-07-13,Austria,0.8309800028800964
2005-07-16,Austria,0.8309800028800964
2005-07-18,Austria,0.8298100233078003
2005-07-20,Austria,0.8298100233078003
2005-07-23,Austria,0.8298100233078003
2005-07-25,Austria,0.8248100280761719
2005-07-27,Austria,0.8248100280761719
2005-07-30,Austria,0.8248100280761719
2005-08-01,Austria,0.8107699751853943
2005-08-03,Austria,0.8107699751853943
2005-08-06,Austria,0.8107699751853943
2005-08-08,Austria,0.8029500246047974
2005-08-10,Austria,0.8029500246047974
2005-08-13,Austria,0.8029500246047974
2005-08-15,Austria,0.8217599987983704
2005-08-17,Austria,0.8217599987983704
2005-08-20,Austria,0.8217599987983704
2005-08-22,Austria,0.8130099773406982
2005-08-24,Austria,0.8130099773406982
2005-08-27,Austria,0.8130099773406982
2005-08-29,Austria,0.797510027885437
2005-08-31,Austria,0.797510027885437
2005-09-03,Austria,0.797510027885437
2005-09-05,Austria,0.8062599897384644
2005-09-07,Austria,0.8062599897384644
2005-09-10,Austria,0.8062599897384644
2005-09-12,Austria,0.8230500221252441
2005-09-14,Austria,0.8230500221252441
2005-09-17,Austria,0.8230500221252441
2005-09-19,Austria,0.8314599990844727
2005-09-21,Austria,0.8314599990844727
2005-09-24,Austria,0.8314599990844727
2005-09-26,Austria,0.8319500088691711
2005-09-28,Austria,0.8319500088691711
2005-10-01,Austria,0.8319500088691711
2005-10-03,Austria,0.8254200220108032
2005-10-05,Austria,0.8254200220108032
2005-10-08,Austria,0.8254200220108032
2005-10-10,Austria,0.828499972820282
2005-10-12,Austria,0.828499972820282
2005-10-15,Austria,0.828499972820282
2005-10-17,Austria,0.8372399806976318
2005-10-19,Austria,0.8372399806976318
2005-10-22,Austria,0.8372399806976318
2005-10-24,Austria,0.8288400173187256
2005-10-26,Austria,0.8288400173187256
2005-10-29,Austria,0.8288400173187256
2005-10-31,Austria,0.8469600081443787
2005-11-02,Austria,0.8469600081443787
2005-11-05,Austria,0.8469600081443787
2005-11-07,Austria,0.852150022983551
2005-11-09,Austria,0.852150022983551
2005-11-12,Austria,0.852150022983551
2005-11-14,Austria,0.8491799831390381
2005-11-16,Austria,0.8491799831390381
2005-11-19,Austria,0.8491799831390381
2005-11-21,Austria,0.8533899784088135
2005-11-23,Austria,0.8533899784088135
2005-11-26,Austria,0.8533899784088135
2005-11-28,Austria,0.8533899784088135
2005-11-30,Austria,0.8533899784088135
2005-12-03,Austria,0.8533899784088135
2005-12-05,Austria,0.8478900194168091
2005-12-07,Austria,0.8478900194168091
2005-12-10,Austria,0.8478900194168091
2005-12-12,Austria,0.8306999802589417
2005-12-14,Austria,0.8306999802589417
2005-12-17,Austria,0.8306999802589417
2005-12-19,Austria,0.8430299758911133
2005-12-21,Austria,0.8430299758911133
2005-12-24,Austria,0.8430299758911133
2005-12-26,Austria,0.8443800210952759
2005-12-28,Austria,0.8443800210952759
2005-12-31,Austria,0.8443800210952759
2006-01-02,Austria,0.8235200047492981
2006-01-04,Austria,0.8235200047492981
2006-01-07,Austria,0.8235200047492981
2006-01-09,Austria,0.8219599723815918
2006-01-11,Austria,0.8219599723815918
2006-01-14,Austria,0.8219599723815918
2006-01-16,Austria,0.821690022945404
2006-01-18,Austria,0.821690022945404
2006-01-21,Austria,0.821690022945404
2006-01-23,Austria,0.8260400295257568
2006-01-25,Austria,0.8260400295257568
2006-01-28,Austria,0.8260400295257568
2006-01-30,Austria,0.8314599990844727
2006-02-01,Austria,0.8314599990844727
2006-02-04,Austria,0.8314599990844727
2006-02-06,Austria,0.8402699828147888
2006-02-08,Austria,0.8402699828147888
2006-02-11,Austria,0.8402699828147888
2006-02-13,Austria,0.836929976940155
2006-02-15,Austria,0.836929976940155
2006-02-18,Austria,0.836929976940155
2006-02-20,Austria,0.8444499969482422
2006-02-22,Austria,0.8444499969482422
2006-02-25,Austria,0.8444499969482422
2006-02-27,Austria,0.8276799917221069
2006-03-01,Austria,0.8276799917221069
2006-03-04,Austria,0.8276799917221069
2006-03-06,Austria,0.8389999866485596
2006-03-08,Austria,0.8389999866485596
2006-03-11,Austria,0.8389999866485596
2006-03-13,Austria,0.8210899829864502
2006-03-15,Austria,0.8210899829864502
2006-03-18,Austria,0.8210899829864502
2006-03-20,Austria,0.8309800028800964
2006-03-22,Austria,0.8309800028800964
2006-03-25,Austria,0.8309800028800964
2006-03-27,Austria,0.825219988822937
2006-03-29,Austria,0.825219988822937
2006-04-01,Austria,0.825219988822937
2006-04-03,Austria,0.8256999850273132
2006-04-05,Austria,0.8256999850273132
2006-04-08,Austria,0.8256999850273132
2006-04-10,Austria,0.8245400190353394
2006-04-12,Austria,0.8245400190353394
2006-04-15,Austria,0.8245400190353394
2006-04-17,Austria,0.8079500198364258
2006-04-19,Austria,0.8079500198364258
2006-04-22,Austria,0.8079500198364258
2006-04-24,Austria,0.7920799851417542
2006-04-26,Austria,0.7920799851417542
2006-04-29,Austria,0.7920799851417542
2006-05-01,Austria,0.7852399945259094
2006-05-03,Austria,0.7852399945259094
2006-05-06,Austria,0.7852399945259094
2006-05-08,Austria,0.7709800004959106
2006-05-10,Austria,0.7709800004959106
2006-05-13,Austria,0.7709800004959106
2006-05-15,Austria,0.783270001411438
2006-05-17,Austria,0.783270001411438
2006-05-20,Austria,0.783270001411438
2006-05-22,Austria,0.7849299907684326
2006-05-24,Austria,0.7849299907684326
2006-05-27,Austria,0.7849299907684326
2006-05-29,Austria,0.7736899852752686
2006-05-31,Austria,0.7736899852752686
2006-06-03,Austria,0.7736899852752686
2006-06-05,Austria,0.7925199866294861
2006-06-07,Austria,0.7925199866294861
2006-06-10,Austria,0.7925199866294861
2006-06-12,Austria,0.7913299798965454
2006-06-14,Austria,0.7913299798965454
2006-06-17,Austria,0.7913299798965454
2006-06-19,Austria,0.7993599772453308
2006-06-21,Austria,0.7993599772453308
2006-06-24,Austria,0.7993599772453308
2006-06-26,Austria,0.7818599939346313
2006-06-28,Austria,0.7818599939346313
2006-07-01,Austria,0.7818599939346313
2006-07-03,Austria,0.7807000279426575
2006-07-05,Austria,0.7807000279426575
2006-07-08,Austria,0.7807000279426575
2006-07-10,Austria,0.7911999821662903
2006-07-12,Austria,0.7911999821662903
2006-07-15,Austria,0.7911999821662903
2006-07-17,Austria,0.7869700193405151
2006-07-19,Austria,0.7869700193405151
2006-07-22,Austria,0.7869700193405151
2006-07-24,Austria,0.7834200263023376
2006-07-26,Austria,0.7834200263023376
2006-07-29,Austria,0.7834200263023376
2006-07-31,Austria,0.7760999798774719
2006-08-02,Austria,0.7760999798774719
2006-08-05,Austria,0.7760999798774719
2006-08-07,Austria,0.7853599786758423
2006-08-09,Austria,0.7853599786758423
2006-08-12,Austria,0.7853599786758423
2006-08-14,Austria,0.7788800001144409
2006-08-16,Austria,0.7788800001144409
2006-08-19,Austria,0.7788800001144409
2006-08-21,Austria,0.7835800051689148
2006-08-23,Austria,0.7835800051689148
2006-08-26,Austria,0.7835800051689148
2006-08-28,Austria,0.7783300280570984
2006-08-30,Austria,0.7783300280570984
2006-09-02,Austria,0.7783300280570984
2006-09-04,Austria,0.789139986038208
2006-09-06,Austria,0.789139986038208
2006-09-09,Austria,0.789139986038208
2006-09-11,Austria,0.7908899784088135
2006-09-13,Austria,0.7908899784088135
2006-09-16,Austria,0.7908899784088135
2006-09-18,Austria,0.7817999720573425
2006-09-20,Austria,0.7817999720573425
2006-09-23,Austria,0.7817999720573425
2006-09-25,Austria,0.7887700200080872
2006-09-27,Austria,0.7887700200080872
2006-09-30,Austria,0.7887700200080872
2006-10-02,Austria,0.794160008430481
2006-10-04,Austria,0.794160008430481
2006-10-07,Austria,0.794160008430481
2006-10-09,Austria,0.7996799945831299
2006-10-11,Austria,0.7996799945831299
2006-10-14,Austria,0.7996799945831299
2006-10-16,Austria,0.792639970779419
2006-10-18,Austria,0.792639970779419
2006-10-21,Austria,0.792639970779419
2006-10-23,Austria,0.7854800224304199
2006-10-25,Austria,0.7854800224304199
2006-10-28,Austria,0.7854800224304199
2006-10-30,Austria,0.7862899899482727
2006-11-01,Austria,0.7862899899482727
2006-11-04,Austria,0.7862899899482727
2006-11-06,Austria,0.7783300280570984
2006-11-08,Austria,0.7783300280570984
2006-11-11,Austria,0.7783300280570984
2006-11-13,Austria,0.7798500061035156
2006-11-15,Austria,0.7798500061035156
2006-11-18,Austria,0.7798500061035156
2006-11-20,Austria,0.7599899768829346
2006-11-22,Austria,0.7599899768829346
2006-11-25,Austria,0.7599899768829346
2006-11-27,Austria,0.7486199736595154
2006-11-29,Austria,0.7486199736595154
2006-12-02,Austria,0.7486199736595154
2006-12-04,Austria,0.7583199739456177
2006-12-06,Austria,0.7583199739456177
2006-12-09,Austria,0.7583199739456177
2006-12-11,Austria,0.7642899751663208
2006-12-13,Austria,0.7642899751663208
2006-12-16,Austria,0.7642899751663208
2006-12-18,Austria,0.7612699866294861
2006-12-20,Austria,0.7612699866294861
2006-12-23,Austria,0.7612699866294861
2006-12-25,Austria,0.7576900124549866
2006-12-27,Austria,0.7576900124549866
2006-12-30,Austria,0.7576900124549866
2007-01-01,Austria,0.7687600255012512
2007-01-03,Austria,0.7687600255012512
2007-01-06,Austria,0.7687600255012512
2007-01-08,Austria,0.7734599709510803
2007-01-10,Austria,0.7734599709510803
2007-01-13,Austria,0.7734599709510803
2007-01-15,Austria,0.7714300155639648
2007-01-17,Austria,0.7714300155639648
2007-01-20,Austria,0.7714300155639648
2007-01-22,Austria,0.7736300230026245
2007-01-24,Austria,0.7736300230026245
2007-01-27,Austria,0.7736300230026245
2007-01-29,Austria,0.7714300155639648
2007-01-31,Austria,0.7714300155639648
2007-02-03,Austria,0.7714300155639648
2007-02-05,Austria,0.7680500149726868
