Date,Country,CDS_Spread
2018-08-04,Austria,0.8632599711418152
2018-08-06,Austria,0.8753499984741211
2018-08-08,Austria,0.8753499984741211
2018-08-11,Austria,0.8753499984741211
2018-08-13,Austria,0.8733599781990051
2018-08-15,Austria,0.8733599781990051
2018-08-18,Austria,0.8733599781990051
2018-08-20,Austria,0.8595499992370605
2018-08-22,Austria,0.8595499992370605
2018-08-25,Austria,0.8595499992370605
2018-08-27,Austria,0.8603600263595581
2018-08-29,Austria,0.8603600263595581
2018-09-01,Austria,0.8603600263595581
2018-09-03,Austria,0.864080011844635
2018-09-05,Austria,0.864080011844635
2018-09-08,Austria,0.864080011844635
2018-09-10,Austria,0.8593999743461609
2018-09-12,Austria,0.8593999743461609
2018-09-15,Austria,0.8593999743461609
2018-09-17,Austria,0.8495500087738037
2018-09-19,Austria,0.8495500087738037
2018-09-22,Austria,0.8495500087738037
2018-09-24,Austria,0.8603600263595581
2018-09-26,Austria,0.8603600263595581
2018-09-29,Austria,0.8603600263595581
2018-10-01,Austria,0.8668500185012817
2018-10-03,Austria,0.8668500185012817
2018-10-06,Austria,0.8668500185012817
2018-10-08,Austria,0.8637800216674805
2018-10-10,Austria,0.8637800216674805
2018-10-13,Austria,0.8637800216674805
2018-10-15,Austria,0.8671500086784363
2018-10-17,Austria,0.8671500086784363
2018-10-20,Austria,0.8671500086784363
2018-10-22,Austria,0.8751999735832214
2018-10-24,Austria,0.8751999735832214
2018-10-27,Austria,0.8751999735832214
2018-10-29,Austria,0.8779600262641907
2018-10-31,Austria,0.8779600262641907
2018-11-03,Austria,0.8779600262641907
2018-11-05,Austria,0.8819100260734558
2018-11-07,Austria,0.8819100260734558
2018-11-10,Austria,0.8819100260734558
2018-11-12,Austria,0.8755000233650208
2018-11-14,Austria,0.8755000233650208
2018-11-17,Austria,0.8755000233650208
2018-11-19,Austria,0.8815199732780457
2018-11-21,Austria,0.8815199732780457
2018-11-24,Austria,0.8815199732780457
2018-11-26,Austria,0.8834699988365173
2018-11-28,Austria,0.8834699988365173
2018-12-01,Austria,0.8834699988365173
2018-12-03,Austria,0.8784300088882446
2018-12-05,Austria,0.8784300088882446
2018-12-08,Austria,0.8784300088882446
2018-12-10,Austria,0.8841000199317932
2018-12-12,Austria,0.8841000199317932
2018-12-15,Austria,0.8841000199317932
2018-12-17,Austria,0.878350019454956
2018-12-19,Austria,0.878350019454956
2018-12-22,Austria,0.878350019454956
2018-12-24,Austria,0.8741300106048584
2018-12-26,Austria,0.8741300106048584
2018-12-29,Austria,0.8741300106048584
2018-12-31,Austria,0.8774200081825256
2019-01-02,Austria,0.8774200081825256
2019-01-05,Austria,0.8774200081825256
2019-01-07,Austria,0.8717600107192993
2019-01-09,Austria,0.8717600107192993
2019-01-12,Austria,0.8717600107192993
2019-01-14,Austria,0.8791999816894531
2019-01-16,Austria,0.8791999816894531
2019-01-19,Austria,0.8791999816894531
2019-01-21,Austria,0.8770400285720825
2019-01-23,Austria,0.8770400285720825
2019-01-26,Austria,0.8770400285720825
2019-01-28,Austria,0.8726800084114075
2019-01-30,Austria,0.8726800084114075
2019-02-02,Austria,0.8726800084114075
2019-02-04,Austria,0.882070004940033
2019-02-06,Austria,0.882070004940033
2019-02-09,Austria,0.882070004940033
2019-02-11,Austria,0.8851100206375122
2019-02-13,Austria,0.8851100206375122
2019-02-16,Austria,0.8851100206375122
2019-02-18,Austria,0.881600022315979
2019-02-20,Austria,0.881600022315979
2019-02-23,Austria,0.881600022315979
2019-02-25,Austria,0.8788099884986877
2019-02-27,Austria,0.8788099884986877
2019-03-02,Austria,0.8788099884986877
2019-03-04,Austria,0.8895999789237976
2019-03-06,Austria,0.8895999789237976
2019-03-09,Austria,0.8895999789237976
2019-03-11,Austria,0.8813700079917908
2019-03-13,Austria,0.8813700079917908
2019-03-16,Austria,0.8813700079917908
2019-03-18,Austria,0.8832399845123291
2019-03-20,Austria,0.8832399845123291
2019-03-23,Austria,0.8832399845123291
2019-03-25,Austria,0.8902300000190735
2019-03-27,Austria,0.8902300000190735
2019-03-30,Austria,0.8902300000190735
2019-04-01,Austria,0.8901500105857849
2019-04-03,Austria,0.8901500105857849
2019-04-06,Austria,0.8901500105857849
2019-04-08,Austria,0.8833100199699402
2019-04-10,Austria,0.8833100199699402
2019-04-13,Austria,0.8833100199699402
2019-04-15,Austria,0.8890500068664551
2019-04-17,Austria,0.8890500068664551
2019-04-20,Austria,0.8890500068664551
2019-04-22,Austria,0.8956599831581116
2019-04-24,Austria,0.8956599831581116
2019-04-27,Austria,0.8956599831581116
2019-04-29,Austria,0.8918200135231018
2019-05-01,Austria,0.8918200135231018
2019-05-04,Austria,0.8918200135231018
2019-05-06,Austria,0.8899199962615967
2019-05-08,Austria,0.8899199962615967
2019-05-11,Austria,0.8899199962615967
2019-05-13,Austria,0.8953400254249573
2019-05-15,Austria,0.8953400254249573
2019-05-18,Austria,0.8953400254249573
2019-05-20,Austria,0.8922200202941895
2019-05-22,Austria,0.8922200202941895
2019-05-25,Austria,0.8922200202941895
2019-05-27,Austria,0.8928599953651428
2019-05-29,Austria,0.8928599953651428
2019-06-01,Austria,0.8928599953651428
2019-06-03,Austria,0.881600022315979
2019-06-05,Austria,0.881600022315979
2019-06-08,Austria,0.881600022315979
2019-06-10,Austria,0.8897600173950195
2019-06-12,Austria,0.8897600173950195
2019-06-15,Austria,0.8897600173950195
2019-06-17,Austria,0.8774200081825256
2019-06-19,Austria,0.8774200081825256
2019-06-22,Austria,0.8774200081825256
2019-06-24,Austria,0.8778899908065796
2019-06-26,Austria,0.8778899908065796
2019-06-29,Austria,0.8778899908065796
2019-07-01,Austria,0.8902300000190735
2019-07-03,Austria,0.8902300000190735
2019-07-06,Austria,0.8902300000190735
2019-07-08,Austria,0.8858199715614319
2019-07-10,Austria,0.8858199715614319
2019-07-13,Austria,0.8858199715614319
2019-07-15,Austria,0.8900799751281738
2019-07-17,Austria,0.8900799751281738
2019-07-20,Austria,0.8900799751281738
2019-07-22,Austria,0.8969399929046631
2019-07-24,Austria,0.8969399929046631
2019-07-27,Austria,0.8969399929046631
2019-07-29,Austria,0.898389995098114
2019-07-31,Austria,0.898389995098114
2019-08-03,Austria,0.898389995098114
2019-08-05,Austria,0.8839399814605713
2019-08-07,Austria,0.8839399814605713
2019-08-10,Austria,0.8839399814605713
2019-08-12,Austria,0.901229977607727
2019-08-14,Austria,0.901229977607727
2019-08-17,Austria,0.901229977607727
2019-08-19,Austria,0.889519989490509
2019-08-21,Austria,0.889519989490509
2019-08-24,Austria,0.889519989490509
2019-08-26,Austria,0.9081000089645386
2019-08-28,Austria,0.9081000089645386
2019-08-31,Austria,0.9081000089645386
2019-09-02,Austria,0.8981500267982483
2019-09-04,Austria,0.8981500267982483
2019-09-07,Austria,0.8981500267982483
2019-09-09,Austria,0.8962200284004211
2019-09-11,Austria,0.8962200284004211
2019-09-14,Austria,0.8962200284004211
2019-09-16,Austria,0.9074400067329408
2019-09-18,Austria,0.9074400067329408
2019-09-21,Austria,0.9074400067329408
2019-09-23,Austria,0.9139800071716307
2019-09-25,Austria,0.9139800071716307
2019-09-28,Austria,0.9139800071716307
2019-09-30,Austria,0.9107499718666076
2019-10-02,Austria,0.9107499718666076
2019-10-05,Austria,0.9107499718666076
2019-10-07,Austria,0.905797004699707
2019-10-09,Austria,0.905797004699707
2019-10-12,Austria,0.905797004699707
2019-10-14,Austria,0.8952550292015076
2019-10-16,Austria,0.8952550292015076
2019-10-19,Austria,0.8952550292015076
2019-10-21,Austria,0.9023640155792236
2019-10-23,Austria,0.9023640155792236
2019-10-26,Austria,0.9023640155792236
2019-10-28,Austria,0.8953350186347961
2019-10-30,Austria,0.8953350186347961
2019-11-02,Austria,0.8953350186347961
2019-11-04,Austria,0.9072399735450744
2019-11-06,Austria,0.9072399735450744
2019-11-09,Austria,0.9072399735450744
2019-11-11,Austria,0.9046419858932496
2019-11-13,Austria,0.9046419858932496
2019-11-16,Austria,0.9046419858932496
2019-11-18,Austria,0.9072020053863524
2019-11-20,Austria,0.9072020053863524
2019-11-23,Austria,0.9072020053863524
2019-11-25,Austria,0.907514989376068
2019-11-27,Austria,0.907514989376068
2019-11-30,Austria,0.907514989376068
2019-12-02,Austria,0.9040769934654236
2019-12-04,Austria,0.9040769934654236
2019-12-07,Austria,0.9040769934654236
2019-12-09,Austria,0.8992810249328613
2019-12-11,Austria,0.8992810249328613
2019-12-14,Austria,0.8992810249328613
2019-12-16,Austria,0.9025269746780396
2019-12-18,Austria,0.9025269746780396
2019-12-21,Austria,0.9025269746780396
2019-12-23,Austria,0.894694983959198
2019-12-25,Austria,0.894694983959198
2019-12-28,Austria,0.894694983959198
2019-12-30,Austria,0.8959770202636719
2020-01-01,Austria,0.8959770202636719
2020-01-04,Austria,0.8959770202636719
2020-01-06,Austria,0.8992810249328613
2020-01-08,Austria,0.8992810249328613
2020-01-11,Austria,0.8992810249328613
2020-01-13,Austria,0.9016240239143372
2020-01-15,Austria,0.9016240239143372
2020-01-18,Austria,0.9016240239143372
2020-01-20,Austria,0.9069719910621644
2020-01-22,Austria,0.9069719910621644
2020-01-25,Austria,0.9069719910621644
2020-01-27,Austria,0.9013310074806212
2020-01-29,Austria,0.9013310074806212
2020-02-01,Austria,0.9013310074806212
2020-02-03,Austria,0.9133840203285216
2020-02-05,Austria,0.9133840203285216
2020-02-08,Austria,0.9133840203285216
2020-02-10,Austria,0.9232590198516846
2020-02-12,Austria,0.9232590198516846
2020-02-15,Austria,0.9232590198516846
2020-02-17,Austria,0.9218369722366332
2020-02-19,Austria,0.9218369722366332
2020-02-22,Austria,0.9218369722366332
2020-02-24,Austria,0.9067749977111816
2020-02-26,Austria,0.9067749977111816
2020-02-29,Austria,0.9067749977111816
2020-03-02,Austria,0.8858969807624817
2020-03-04,Austria,0.8858969807624817
2020-03-07,Austria,0.8858969807624817
2020-03-09,Austria,0.8971830010414124
2020-03-11,Austria,0.8971830010414124
2020-03-14,Austria,0.8971830010414124
2020-03-16,Austria,0.928936004638672
2020-03-18,Austria,0.928936004638672
2020-03-21,Austria,0.928936004638672
2020-03-23,Austria,0.8952550292015076
2020-03-25,Austria,0.8952550292015076
2020-03-28,Austria,0.8952550292015076
2020-03-30,Austria,0.925068974494934
2020-04-01,Austria,0.925068974494934
2020-04-04,Austria,0.925068974494934
2020-04-06,Austria,0.9143279790878296
2020-04-08,Austria,0.9143279790878296
2020-04-11,Austria,0.9143279790878296
2020-04-13,Austria,0.9191179871559144
2020-04-15,Austria,0.9191179871559144
2020-04-18,Austria,0.9191179871559144
2020-04-20,Austria,0.923821985721588
2020-04-22,Austria,0.923821985721588
2020-04-25,Austria,0.923821985721588
2020-04-27,Austria,0.9012259840965272
2020-04-29,Austria,0.9012259840965272
2020-05-02,Austria,0.9012259840965272
2020-05-04,Austria,0.9114109873771667
2020-05-06,Austria,0.9114109873771667
2020-05-09,Austria,0.9114109873771667
2020-05-11,Austria,0.923821985721588
2020-05-13,Austria,0.923821985721588
2020-05-16,Austria,0.923821985721588
2020-05-18,Austria,0.9165899753570556
2020-05-20,Austria,0.9165899753570556
2020-05-23,Austria,0.9165899753570556
2020-05-25,Austria,0.9000899791717529
2020-05-27,Austria,0.9000899791717529
2020-05-30,Austria,0.9000899791717529
2020-06-01,Austria,0.8855199813842773
2020-06-03,Austria,0.8855199813842773
2020-06-06,Austria,0.8855199813842773
2020-06-08,Austria,0.8884230256080627
2020-06-10,Austria,0.8884230256080627
2020-06-13,Austria,0.8884230256080627
2020-06-15,Austria,0.8946300148963928
2020-06-17,Austria,0.8946300148963928
2020-06-20,Austria,0.8946300148963928
2020-06-22,Austria,0.8912739753723145
2020-06-24,Austria,0.8912739753723145
2020-06-27,Austria,0.8912739753723145
2020-06-29,Austria,0.8888890147209167
2020-07-01,Austria,0.8888890147209167
2020-07-04,Austria,0.8888890147209167
2020-07-06,Austria,0.8849560022354126
2020-07-08,Austria,0.8849560022354126
2020-07-11,Austria,0.8849560022354126
2020-07-13,Austria,0.874813973903656
2020-07-15,Austria,0.874813973903656
2020-07-18,Austria,0.874813973903656
2020-07-20,Austria,0.8578829765319824
2020-07-22,Austria,0.8578829765319824
2020-07-25,Austria,0.8578829765319824
2020-07-27,Austria,0.8488960266113281
2020-07-29,Austria,0.8488960266113281
2020-08-01,Austria,0.8488960266113281
2020-08-03,Austria,0.8481619954109192
2020-08-05,Austria,0.8481619954109192
2020-08-08,Austria,0.8481619954109192
2020-08-10,Austria,0.8443740010261536
2020-08-12,Austria,0.8443740010261536
2020-08-15,Austria,0.8443740010261536
2020-08-17,Austria,0.847458004951477
2020-08-19,Austria,0.847458004951477
2020-08-22,Austria,0.847458004951477
2020-08-24,Austria,0.8397719860076904
2020-08-26,Austria,0.8397719860076904
2020-08-29,Austria,0.8397719860076904
2020-08-31,Austria,0.8446729779243469
2020-09-02,Austria,0.8446729779243469
2020-09-05,Austria,0.8446729779243469
2020-09-07,Austria,0.843953013420105
2020-09-09,Austria,0.843953013420105
2020-09-12,Austria,0.843953013420105
2020-09-14,Austria,0.8445519804954529
2020-09-16,Austria,0.8445519804954529
2020-09-19,Austria,0.8445519804954529
2020-09-21,Austria,0.8596240282058716
2020-09-23,Austria,0.8596240282058716
2020-09-26,Austria,0.8596240282058716
2020-09-28,Austria,0.8534169793128967
2020-09-30,Austria,0.8534169793128967
2020-10-03,Austria,0.8534169793128967
2020-10-05,Austria,0.8451730012893677
2020-10-07,Austria,0.8451730012893677
2020-10-10,Austria,0.8451730012893677
2020-10-12,Austria,0.8532419800758362
2020-10-14,Austria,0.8532419800758362
2020-10-17,Austria,0.8532419800758362
2020-10-19,Austria,0.8428859710693359
2020-10-21,Austria,0.8428859710693359
2020-10-24,Austria,0.8428859710693359
2020-10-26,Austria,0.8562380075454712
2020-10-28,Austria,0.8562380075454712
2020-10-31,Austria,0.8562380075454712
2020-11-02,Austria,0.8421339988708496
2020-11-04,Austria,0.8421339988708496
2020-11-07,Austria,0.8421339988708496
2020-11-09,Austria,0.8447089791297913
2020-11-11,Austria,0.8447089791297913
2020-11-14,Austria,0.8447089791297913
2020-11-16,Austria,0.8433910012245178
2020-11-18,Austria,0.8433910012245178
2020-11-21,Austria,0.8433910012245178
2020-11-23,Austria,0.8358129858970642
2020-11-25,Austria,0.8358129858970642
2020-11-28,Austria,0.8358129858970642
2020-11-30,Austria,0.8247830271720886
2020-12-02,Austria,0.8247830271720886
2020-12-05,Austria,0.8247830271720886
2020-12-07,Austria,0.8255929946899414
2020-12-09,Austria,0.8255929946899414
2020-12-12,Austria,0.8255929946899414
2020-12-14,Austria,0.8157269954681396
2020-12-16,Austria,0.8157269954681396
2020-12-19,Austria,0.8157269954681396
2020-12-21,Austria,0.8140010237693787
2020-12-23,Austria,0.8140010237693787
2020-12-26,Austria,0.8140010237693787
2020-12-28,Austria,0.8237230181694031
2020-12-30,Austria,0.8237230181694031
2021-01-02,Austria,0.8237230181694031
2021-01-04,Austria,0.8176609873771667
2021-01-06,Austria,0.8176609873771667
2021-01-09,Austria,0.8176609873771667
2021-01-11,Austria,0.8277459740638733
2021-01-13,Austria,0.8277459740638733
2021-01-16,Austria,0.8277459740638733
2021-01-18,Austria,0.821287989616394
2021-01-20,Austria,0.821287989616394
2021-01-23,Austria,0.821287989616394
2021-01-25,Austria,0.8237910270690918
2021-01-27,Austria,0.8237910270690918
2021-01-30,Austria,0.8237910270690918
2021-02-01,Austria,0.8299099802970886
2021-02-03,Austria,0.8299099802970886
2021-02-06,Austria,0.8299099802970886
2021-02-08,Austria,0.8249459862709045
2021-02-10,Austria,0.8249459862709045
2021-02-13,Austria,0.8249459862709045
2021-02-15,Austria,0.8251640200614929
2021-02-17,Austria,0.8251640200614929
2021-02-20,Austria,0.8251640200614929
2021-02-22,Austria,0.8282529711723328
2021-02-24,Austria,0.8282529711723328
2021-02-27,Austria,0.8282529711723328
2021-03-01,Austria,0.8390949964523315
2021-03-03,Austria,0.8390949964523315
2021-03-06,Austria,0.8390949964523315
2021-03-08,Austria,0.8364840149879456
2021-03-10,Austria,0.8364840149879456
2021-03-13,Austria,0.8364840149879456
2021-03-15,Austria,0.8368200063705444
2021-03-17,Austria,0.8368200063705444
2021-03-20,Austria,0.8368200063705444
2021-03-22,Austria,0.8455939888954163
2021-03-24,Austria,0.8455939888954163
2021-03-27,Austria,0.8455939888954163
2021-03-29,Austria,0.8503180146217346
2021-03-31,Austria,0.8503180146217346
2021-04-03,Austria,0.8503180146217346
2021-04-05,Austria,0.8402090072631836
2021-04-07,Austria,0.8402090072631836
2021-04-10,Austria,0.8402090072631836
2021-04-12,Austria,0.8345639705657959
2021-04-14,Austria,0.8345639705657959
2021-04-17,Austria,0.8345639705657959
2021-04-19,Austria,0.8266170024871826
2021-04-21,Austria,0.8266170024871826
2021-04-24,Austria,0.8266170024871826
2021-04-26,Austria,0.8319050073623657
2021-04-28,Austria,0.8319050073623657
2021-05-01,Austria,0.8319050073623657
2021-05-03,Austria,0.8221049904823303
2021-05-05,Austria,0.8221049904823303
2021-05-08,Austria,0.8221049904823303
2021-05-10,Austria,0.8233029842376709
2021-05-12,Austria,0.8233029842376709
2021-05-15,Austria,0.8233029842376709
2021-05-17,Austria,0.8209099769592285
2021-05-19,Austria,0.8209099769592285
2021-05-22,Austria,0.8209099769592285
2021-05-24,Austria,0.8201490044593811
2021-05-26,Austria,0.8201490044593811
2021-05-29,Austria,0.8201490044593811
2021-05-31,Austria,0.8219019770622253
2021-06-02,Austria,0.8219019770622253
2021-06-05,Austria,0.8219019770622253
2021-06-07,Austria,0.8258050084114075
2021-06-09,Austria,0.8258050084114075
2021-06-12,Austria,0.8258050084114075
2021-06-14,Austria,0.8428360223770142
2021-06-16,Austria,0.8428360223770142
2021-06-19,Austria,0.8428360223770142
2021-06-21,Austria,0.8377519845962524
2021-06-23,Austria,0.8377519845962524
2021-06-26,Austria,0.8377519845962524
2021-06-28,Austria,0.8424599766731262
2021-06-30,Austria,0.8424599766731262
2021-07-03,Austria,0.8424599766731262
2021-07-05,Austria,0.8418930172920227
2021-07-07,Austria,0.8418930172920227
2021-07-10,Austria,0.8418930172920227
2021-07-12,Austria,0.8470410108566284
2021-07-14,Austria,0.8470410108566284
2021-07-17,Austria,0.8470410108566284
2021-07-19,Austria,0.8495020270347595
2021-07-21,Austria,0.8495020270347595
2021-07-24,Austria,0.8495020270347595
2021-07-26,Austria,0.8426300287246704
2021-07-28,Austria,0.8426300287246704
2021-07-31,Austria,0.8426300287246704
2021-08-02,Austria,0.8500649929046631
2021-08-04,Austria,0.8500649929046631
2021-08-07,Austria,0.8500649929046631
2021-08-09,Austria,0.8476439714431763
2021-08-11,Austria,0.8476439714431763
2021-08-14,Austria,0.8476439714431763
2021-08-16,Austria,0.8548470139503479
2021-08-18,Austria,0.8548470139503479
2021-08-21,Austria,0.8548470139503479
2021-08-23,Austria,0.8477159738540649
2021-08-25,Austria,0.8477159738540649
2021-08-28,Austria,0.8477159738540649
2021-08-30,Austria,0.8414319753646851
2021-09-01,Austria,0.8414319753646851
2021-09-04,Austria,0.8414319753646851
2021-09-06,Austria,0.8463320136070251
2021-09-08,Austria,0.8463320136070251
2021-09-11,Austria,0.8463320136070251
2021-09-13,Austria,0.8527399897575378
2021-09-15,Austria,0.8527399897575378
2021-09-18,Austria,0.8527399897575378
2021-09-20,Austria,0.8531619906425476
2021-09-22,Austria,0.8531619906425476
2021-09-25,Austria,0.8531619906425476
2021-09-27,Austria,0.8622999787330627
2021-09-29,Austria,0.8622999787330627
2021-10-02,Austria,0.8622999787330627
2021-10-04,Austria,0.8637999892234802
2021-10-06,Austria,0.8637999892234802
2021-10-09,Austria,0.8637999892234802
2021-10-11,Austria,0.8621100187301636
2021-10-13,Austria,0.8621100187301636
2021-10-16,Austria,0.8621100187301636
2021-10-18,Austria,0.8585000038146973
2021-10-20,Austria,0.8585000038146973
2021-10-23,Austria,0.8585000038146973
2021-10-25,Austria,0.8649500012397766
2021-10-27,Austria,0.8649500012397766
2021-10-30,Austria,0.8649500012397766
2021-11-01,Austria,0.8659999966621399
2021-11-03,Austria,0.8659999966621399
2021-11-06,Austria,0.8659999966621399
2021-11-08,Austria,0.8737999796867371
2021-11-10,Austria,0.8737999796867371
2021-11-13,Austria,0.8737999796867371
2021-11-15,Austria,0.8863999843597412
2021-11-17,Austria,0.8863999843597412
2021-11-20,Austria,0.8863999843597412
2021-11-22,Austria,0.8854900002479553
2021-11-24,Austria,0.8854900002479553
2021-11-27,Austria,0.8854900002479553
2021-11-29,Austria,0.8838000297546387
2021-12-01,Austria,0.8838000297546387
2021-12-04,Austria,0.8838000297546387
2021-12-06,Austria,0.883620023727417
2021-12-08,Austria,0.883620023727417
2021-12-11,Austria,0.883620023727417
2021-12-13,Austria,0.889710009098053
2021-12-15,Austria,0.889710009098053
2021-12-18,Austria,0.889710009098053
2021-12-20,Austria,0.8816999793052673
2021-12-22,Austria,0.8816999793052673
2021-12-25,Austria,0.8816999793052673
2021-12-27,Austria,0.8791000247001648
2021-12-29,Austria,0.8791000247001648
2022-01-01,Austria,0.8791000247001648
2022-01-03,Austria,0.8799999952316284
2022-01-05,Austria,0.8799999952316284
2022-01-08,Austria,0.8799999952316284
2022-01-10,Austria,0.8759300112724304
2022-01-12,Austria,0.8759300112724304
2022-01-15,Austria,0.8759300112724304
2022-01-17,Austria,0.8814399838447571
2022-01-19,Austria,0.8814399838447571
2022-01-22,Austria,0.8814399838447571
2022-01-24,Austria,0.8970000147819519
2022-01-26,Austria,0.8970000147819519
2022-01-29,Austria,0.8970000147819519
2022-01-31,Austria,0.8733000159263611
2022-02-02,Austria,0.8733000159263611
2022-02-05,Austria,0.8733000159263611
2022-02-07,Austria,0.8809999823570251
2022-02-09,Austria,0.8809999823570251
2022-02-12,Austria,0.8809999823570251
2022-02-14,Austria,0.8830999732017517
2022-02-16,Austria,0.8830999732017517
2022-02-19,Austria,0.8830999732017517
2022-02-21,Austria,0.8870700001716614
2022-02-23,Austria,0.8870700001716614
2022-02-26,Austria,0.8870700001716614
2022-02-28,Austria,0.9131399989128112
2022-03-02,Austria,0.9131399989128112
2022-03-05,Austria,0.9131399989128112
2022-03-07,Austria,0.9163900017738342
2022-03-09,Austria,0.9163900017738342
2022-03-12,Austria,0.9163900017738342
2022-03-14,Austria,0.9038000106811525
2022-03-16,Austria,0.9038000106811525
2022-03-19,Austria,0.9038000106811525
2022-03-21,Austria,0.9103000164031982
2022-03-23,Austria,0.9103000164031982
2022-03-26,Austria,0.9103000164031982
2022-03-28,Austria,0.9049999713897704
2022-03-30,Austria,0.9049999713897704
2022-04-02,Austria,0.9049999713897704
2022-04-04,Austria,0.919439971446991
2022-04-06,Austria,0.919439971446991
2022-04-09,Austria,0.919439971446991
2022-04-11,Austria,0.9244999885559082
2022-04-13,Austria,0.9244999885559082
2022-04-16,Austria,0.9244999885559082
2022-04-18,Austria,0.9257000088691713
2022-04-20,Austria,0.9257000088691713
2022-04-23,Austria,0.9257000088691713
2022-04-25,Austria,0.948199987411499
2022-04-27,Austria,0.948199987411499
2022-04-30,Austria,0.948199987411499
2022-05-02,Austria,0.9478999972343444
2022-05-04,Austria,0.9478999972343444
2022-05-07,Austria,0.9478999972343444
2022-05-09,Austria,0.9603999853134156
2022-05-11,Austria,0.9603999853134156
2022-05-14,Austria,0.9603999853134156
2022-05-16,Austria,0.9466000199317932
2022-05-18,Austria,0.9466000199317932
2022-05-21,Austria,0.9466000199317932
2022-05-23,Austria,0.9312000274658204
2022-05-25,Austria,0.9312000274658204
2022-05-28,Austria,0.9312000274658204
2022-05-30,Austria,0.932699978351593
2022-06-01,Austria,0.932699978351593
2022-06-04,Austria,0.932699978351593
2022-06-06,Austria,0.9504500031471252
2022-06-08,Austria,0.9504500031471252
2022-06-11,Austria,0.9504500031471252
2022-06-13,Austria,0.9527000188827516
2022-06-15,Austria,0.9527000188827516
2022-06-18,Austria,0.9527000188827516
2022-06-20,Austria,0.9470999836921692
2022-06-22,Austria,0.9470999836921692
2022-06-25,Austria,0.9470999836921692
2022-06-27,Austria,0.9588000178337096
2022-06-29,Austria,0.9588000178337096
2022-07-02,Austria,0.9588000178337096
2022-07-04,Austria,0.981599986553192
2022-07-06,Austria,0.981599986553192
2022-07-09,Austria,0.981599986553192
2022-07-11,Austria,0.9912099838256836
2022-07-13,Austria,0.9912099838256836
2022-07-16,Austria,0.9912099838256836
2022-07-18,Austria,0.9789000153541564
2022-07-20,Austria,0.9789000153541564
2022-07-23,Austria,0.9789000153541564
2022-07-25,Austria,0.9778000116348268
2022-07-27,Austria,0.9778000116348268
2022-07-30,Austria,0.9778000116348268
2022-08-01,Austria,0.9822999835014344
2022-08-03,Austria,0.9822999835014344
2022-08-06,Austria,0.9822999835014344
2022-08-08,Austria,0.9742900133132936
2022-08-10,Austria,0.9742900133132936
2022-08-13,Austria,0.9742900133132936
2022-08-15,Austria,0.9958000183105468
2022-08-17,Austria,0.9958000183105468
2022-08-20,Austria,0.9958000183105468
2022-08-22,Austria,1.0032999515533447
2022-08-24,Austria,1.0032999515533447
2022-08-27,Austria,1.0032999515533447
2022-08-29,Austria,1.00409996509552
2022-08-31,Austria,1.00409996509552
2022-09-03,Austria,1.00409996509552
2022-09-05,Austria,0.9847000241279602
2022-09-07,Austria,0.9847000241279602
2022-09-10,Austria,0.9847000241279602
2022-09-12,Austria,0.9984400272369384
2022-09-14,Austria,0.9984400272369384
2022-09-17,Austria,0.9984400272369384
2022-09-19,Austria,1.0319000482559204
2022-09-21,Austria,1.0319000482559204
2022-09-24,Austria,1.0319000482559204
2022-09-26,Austria,1.0198999643325806
2022-09-28,Austria,1.0198999643325806
2022-10-01,Austria,1.0198999643325806
2022-10-03,Austria,1.0266599655151367
2022-10-05,Austria,1.0266599655151367
2022-10-08,Austria,1.0266599655151367
2022-10-10,Austria,1.0283000469207764
2022-10-12,Austria,1.0283000469207764
2022-10-15,Austria,1.0283000469207764
2022-10-17,Austria,1.0139000415802002
2022-10-19,Austria,1.0139000415802002
2022-10-22,Austria,1.0139000415802002
2022-10-24,Austria,1.0033999681472778
2022-10-26,Austria,1.0033999681472778
2022-10-29,Austria,1.0033999681472778
2022-10-31,Austria,1.0015000104904177
2022-11-02,Austria,1.0015000104904177
2022-11-05,Austria,1.0015000104904177
2022-11-07,Austria,0.9639000296592712
2022-11-09,Austria,0.9639000296592712
2022-11-12,Austria,0.9639000296592712
2022-11-14,Austria,0.9664999842643738
2022-11-16,Austria,0.9664999842643738
2022-11-19,Austria,0.9664999842643738
2022-11-21,Austria,0.960099995136261
2022-11-23,Austria,0.960099995136261
2022-11-26,Austria,0.960099995136261
2022-11-28,Austria,0.9488999843597412
2022-11-30,Austria,0.9488999843597412
2022-12-03,Austria,0.9488999843597412
2022-12-05,Austria,0.9480000138282776
2022-12-07,Austria,0.9480000138282776
2022-12-10,Austria,0.9480000138282776
2022-12-12,Austria,0.9433000087738036
2022-12-14,Austria,0.9433000087738036
2022-12-17,Austria,0.9433000087738036
2022-12-19,Austria,0.9373999834060668
2022-12-21,Austria,0.9373999834060668
2022-12-24,Austria,0.9373999834060668
2022-12-26,Austria,0.932099997997284
2022-12-28,Austria,0.932099997997284
2022-12-31,Austria,0.932099997997284
2023-01-02,Austria,0.9376000165939332
2023-01-04,Austria,0.9376000165939332
2023-01-07,Austria,0.9376000165939332
2023-01-09,Austria,0.9217000007629396
2023-01-11,Austria,0.9217000007629396
2023-01-14,Austria,0.9217000007629396
2023-01-16,Austria,0.9192000031471252
2023-01-18,Austria,0.9192000031471252
2023-01-21,Austria,0.9192000031471252
2023-01-23,Austria,0.9196000099182128
2023-01-25,Austria,0.9196000099182128
2023-01-28,Austria,0.9196000099182128
