country,date,year,quarter,month,week,cds_spread,fx_rate,monetary_base_mn_localcurr,domestic_debt_bn_localcurr,lt_external_debt_bn_usd,st_external_debt_bn_usd,domestic_rate_in_units,risk_free_rate
Brazil,2014-01-03,2014,1.00,1.00,1.00,187.25,2.371500015,560240.341,3560.826,63.7595515,0,10.5,0.13
Brazil,2014-01-10,2014,1.00,1.00,2.00,191.83,2.353499889,560240.341,3560.826,63.7595515,0,10.5,0.12
Brazil,2014-01-17,2014,1.00,1.00,3.00,194.64,2.347500086,560240.341,3560.826,63.7595515,0,10.5,0.11
Brazil,2014-01-24,2014,1.00,1.00,4.00,206.22,2.393199921,560240.341,3560.826,63.7595515,0,10.5,0.11
Brazil,2014-01-31,2014,1.00,1.00,5.00,205.43,2.4223001,560240.341,3560.826,63.7595515,0,10.5,0.1
Brazil,2014-02-07,2014,1.00,2.00,6.00,183.07,2.375200033,566323.7144,3560.826,63.7595515,0,10.5,0.12
Brazil,2014-02-14,2014,1.00,2.00,7.00,184.8,2.38409996,566323.7144,3560.826,63.7595515,0,10.5,0.11
Brazil,2014-02-21,2014,1.00,2.00,8.00,177.89,2.340600014,566323.7144,3560.826,63.7595515,0,10.5,0.12
Brazil,2014-02-28,2014,1.00,2.00,9.00,170.39,2.333400011,566323.7144,3560.826,63.7595515,0,10.5,0.12
Brazil,2014-03-07,2014,1.00,3.00,10.00,170.76,2.335599899,573520.8279,3560.826,63.7595515,0,10.5,0.13
Brazil,2014-03-14,2014,1.00,3.00,11.00,180.9,2.340500116,573520.8279,3560.826,63.7595515,0,10.5,0.12
Brazil,2014-03-21,2014,1.00,3.00,12.00,179.04,2.3197999,573520.8279,3560.826,63.7595515,0,10.5,0.14
Brazil,2014-03-28,2014,1.00,3.00,13.00,158.05,2.256099939,573520.8279,3560.826,63.7595515,0,10.5,0.13
Brazil,2014-04-04,2014,2.00,4.00,14.00,161.72,2.260699987,567398.6257,3560.826,239.126,0,10.75,0.11
Brazil,2014-04-11,2014,2.00,4.00,15.00,153.38,2.21600008,567398.6257,3560.826,239.126,0,10.75,0.09
Brazil,2014-04-18,2014,2.00,4.00,16.00,152.94,2.228199959,567398.6257,3560.826,239.126,0,10.75,0.11
Brazil,2014-04-25,2014,2.00,4.00,17.00,148.89,2.238800049,567398.6257,3560.826,239.126,0,10.75,0.11
Brazil,2014-05-02,2014,2.00,5.00,18.00,141.45,2.230700016,562889.3722,3560.826,239.126,0,10.75,0.1
Brazil,2014-05-09,2014,2.00,5.00,19.00,144.55,2.207499981,562889.3722,3560.826,239.126,0,10.75,0.1
Brazil,2014-05-16,2014,2.00,5.00,20.00,146.38,2.200000048,562889.3722,3560.826,239.126,0,10.75,0.09
Brazil,2014-05-23,2014,2.00,5.00,21.00,146.37,2.219000101,562889.3722,3560.826,239.126,0,10.75,0.1
Brazil,2014-05-30,2014,2.00,5.00,22.00,139.78,2.223599911,562889.3722,3560.826,239.126,0,10.75,0.1
Brazil,2014-06-06,2014,2.00,6.00,23.00,133.74,2.242799997,573469.7957,3560.826,239.126,0,10.75,0.11
Brazil,2014-06-13,2014,2.00,6.00,24.00,135.25,2.219599962,573469.7957,3560.826,239.126,0,10.75,0.11
Brazil,2014-06-20,2014,2.00,6.00,25.00,138.99,2.225300074,573469.7957,3560.826,239.126,0,10.75,0.09
Brazil,2014-06-27,2014,2.00,6.00,26.00,138.97,2.193900108,573469.7957,3560.826,239.126,0,10.75,0.1
Brazil,2014-07-04,2014,3.00,7.00,27.00,140.98,2.209800005,580932.4842,3560.826,231.738,0,10.75,0.11
Brazil,2014-07-11,2014,3.00,7.00,28.00,146.36,2.217499971,580932.4842,3560.826,231.738,0,10.75,0.11
Brazil,2014-07-18,2014,3.00,7.00,29.00,138.35,2.222300053,580932.4842,3560.826,231.738,0,10.75,0.1
Brazil,2014-07-25,2014,3.00,7.00,30.00,136.86,2.222100019,580932.4842,3560.826,231.738,0,10.75,0.11
Brazil,2014-08-01,2014,3.00,8.00,31.00,151.88,2.252300024,548547.7721,3560.826,231.738,0,10.75,0.13
Brazil,2014-08-08,2014,3.00,8.00,32.00,148.95,2.279000044,548547.7721,3560.826,231.738,0,10.75,0.1
Brazil,2014-08-15,2014,3.00,8.00,33.00,144.07,2.256400108,548547.7721,3560.826,231.738,0,10.75,0.09
Brazil,2014-08-22,2014,3.00,8.00,34.00,139.51,2.272900105,548547.7721,3560.826,231.738,0,10.75,0.1
Brazil,2014-08-29,2014,3.00,8.00,35.00,128.38,2.231600046,548547.7721,3560.826,231.738,0,10.75,0.09
Brazil,2014-09-05,2014,3.00,9.00,36.00,128.05,2.239300013,538873.8267,3560.826,231.738,0,10.75,0.1
Brazil,2014-09-12,2014,3.00,9.00,37.00,145.62,2.271899939,538873.8267,3560.826,231.738,0,10.75,0.11
Brazil,2014-09-19,2014,3.00,9.00,38.00,141.79,2.36500001,538873.8267,3560.826,231.738,0,10.75,0.11
Brazil,2014-09-26,2014,3.00,9.00,39.00,162.8,2.419800043,538873.8267,3560.826,231.738,0,10.75,0.11
Brazil,2014-10-03,2014,4.00,10.00,40.00,173.59,2.454900026,530513.5456,3560.826,222.955,0,11,0.11
Brazil,2014-10-10,2014,4.00,10.00,41.00,158.57,2.385999918,530513.5456,3560.826,222.955,0,11,0.1
Brazil,2014-10-17,2014,4.00,10.00,42.00,153.26,2.430700064,530513.5456,3560.826,222.955,0,11,0.11
Brazil,2014-10-24,2014,4.00,10.00,43.00,160.83,2.468899965,530513.5456,3560.826,222.955,0,11,0.11
Brazil,2014-10-31,2014,4.00,10.00,44.00,152.56,2.413500071,530513.5456,3560.826,222.955,0,11,0.11
Brazil,2014-11-07,2014,4.00,11.00,45.00,170.88,2.566600084,531322.9287,3560.826,222.955,0,11,0.12
Brazil,2014-11-14,2014,4.00,11.00,46.00,183.4,2.596800089,531322.9287,3560.826,222.955,0,11,0.15
Brazil,2014-11-21,2014,4.00,11.00,47.00,156.48,2.512000084,531322.9287,3560.826,222.955,0,11,0.14
Brazil,2014-11-28,2014,4.00,11.00,48.00,151.58,2.527199984,531322.9287,3560.826,222.955,0,11,0.13
Brazil,2014-12-05,2014,4.00,12.00,49.00,163.49,2.586100101,548460.6034,3560.826,222.955,0,11,0.18
Brazil,2014-12-12,2014,4.00,12.00,50.00,209,2.649600029,548460.6034,3560.826,222.955,0,11,0.19
Brazil,2014-12-19,2014,4.00,12.00,51.00,182.57,2.659300089,548460.6034,3560.826,222.955,0,11,0.26
Brazil,2014-12-26,2014,4.00,12.00,52.00,182.43,2.695199966,548460.6034,3560.826,222.955,0,11,0.26
Brazil,2015-01-02,2015,1.00,1.00,1.00,207.97,2.653199911,525862.7771,4300.759,212.868,0,12.25,0.25
Brazil,2015-01-09,2015,1.00,1.00,2.00,201.92,2.659699917,525862.7771,4300.759,212.868,0,12.25,0.22
Brazil,2015-01-16,2015,1.00,1.00,3.00,205.65,2.638700008,525862.7771,4300.759,212.868,0,12.25,0.17
Brazil,2015-01-23,2015,1.00,1.00,4.00,193.65,2.57069993,525862.7771,4300.759,212.868,0,12.25,0.17
Brazil,2015-01-30,2015,1.00,1.00,5.00,212.77,2.678800106,525862.7771,4300.759,212.868,0,12.25,0.18
Brazil,2015-02-06,2015,1.00,2.00,6.00,229.48,2.741600037,522377.7389,4300.759,212.868,0,12.25,0.26
Brazil,2015-02-13,2015,1.00,2.00,7.00,235.35,2.830899954,522377.7389,4300.759,212.868,0,12.25,0.23
Brazil,2015-02-20,2015,1.00,2.00,8.00,235.89,2.863300085,522377.7389,4300.759,212.868,0,12.25,0.23
Brazil,2015-02-27,2015,1.00,2.00,9.00,235.88,2.904999971,522377.7389,4300.759,212.868,0,12.25,0.22
Brazil,2015-03-06,2015,1.00,3.00,10.00,253.64,3.000099897,524322.3247,4300.759,212.868,0,12.25,0.27
Brazil,2015-03-13,2015,1.00,3.00,11.00,302.25,3.244999886,524322.3247,4300.759,212.868,0,12.25,0.24
Brazil,2015-03-20,2015,1.00,3.00,12.00,291.2898,3.290400028,524322.3247,4300.759,212.868,0,12.25,0.24
Brazil,2015-03-27,2015,1.00,3.00,13.00,285.95,3.179500103,524322.3247,4300.759,212.868,0,12.25,0.27
Brazil,2015-04-03,2015,2.00,4.00,14.00,259.48,3.122200012,519039.288,4300.759,222.7,0,12.25,0.21
Brazil,2015-04-10,2015,2.00,4.00,15.00,245.19,3.055299997,519039.288,4300.759,222.7,0,12.25,0.24
Brazil,2015-04-17,2015,2.00,4.00,16.00,241.81,3.03670001,519039.288,4300.759,222.7,0,12.25,0.23
Brazil,2015-04-24,2015,2.00,4.00,17.00,220.11,2.948299885,519039.288,4300.759,222.7,0,12.25,0.24
Brazil,2015-05-01,2015,2.00,5.00,18.00,237.95,3.011100054,526021.4795,4300.759,222.7,0,12.25,0.25
Brazil,2015-05-08,2015,2.00,5.00,19.00,222.26,3.021300077,526021.4795,4300.759,222.7,0,12.25,0.23
Brazil,2015-05-15,2015,2.00,5.00,20.00,228.93,2.989900112,526021.4795,4300.759,222.7,0,12.25,0.23
Brazil,2015-05-22,2015,2.00,5.00,21.00,220.46,3.03670001,526021.4795,4300.759,222.7,0,12.25,0.23
Brazil,2015-05-29,2015,2.00,5.00,22.00,231.01,3.158400059,526021.4795,4300.759,222.7,0,12.25,0.26
Brazil,2015-06-05,2015,2.00,6.00,23.00,247.9,3.1401999,513879.5985,4300.759,222.7,0,12.25,0.29
Brazil,2015-06-12,2015,2.00,6.00,24.00,242.18,3.087100029,513879.5985,4300.759,222.7,0,12.25,0.28
Brazil,2015-06-19,2015,2.00,6.00,25.00,240.17,3.057800055,513879.5985,4300.759,222.7,0,12.25,0.25
Brazil,2015-06-26,2015,2.00,6.00,26.00,256.0898,3.1243999,513879.5985,4300.759,222.7,0,12.25,0.29
Brazil,2015-07-03,2015,3.00,7.00,27.00,249.89,3.094000101,514327.7481,4300.759,181.503,0,12.75,0.26
Brazil,2015-07-10,2015,3.00,7.00,28.00,251.79,3.221100092,514327.7481,4300.759,181.503,0,12.75,0.28
Brazil,2015-07-17,2015,3.00,7.00,29.00,262.49,3.185199976,514327.7481,4300.759,181.503,0,12.75,0.29
Brazil,2015-07-24,2015,3.00,7.00,30.00,293.25,3.284199953,514327.7481,4300.759,181.503,0,12.75,0.32
Brazil,2015-07-31,2015,3.00,7.00,31.00,288.8699,3.370800018,514327.7481,4300.759,181.503,0,12.75,0.33
Brazil,2015-08-07,2015,3.00,8.00,32.00,327.8999,3.531599998,527538.4893,4300.759,181.503,0,12.75,0.38
Brazil,2015-08-14,2015,3.00,8.00,33.00,300.5698,3.519299984,527538.4893,4300.759,181.503,0,12.75,0.41
Brazil,2015-08-21,2015,3.00,8.00,34.00,336.74,3.457799911,527538.4893,4300.759,181.503,0,12.75,0.36
Brazil,2015-08-28,2015,3.00,8.00,35.00,327.0698,3.550199986,527538.4893,4300.759,181.503,0,12.75,0.38
Brazil,2015-09-04,2015,3.00,9.00,36.00,375.1199,3.734999895,554806.8376,4300.759,181.503,0,12.75,0.36
Brazil,2015-09-11,2015,3.00,9.00,37.00,392.8799,3.848099947,554806.8376,4300.759,181.503,0,12.75,0.4
Brazil,2015-09-18,2015,3.00,9.00,38.00,390.3398,3.891400099,554806.8376,4300.759,181.503,0,12.75,0.35
Brazil,2015-09-25,2015,3.00,9.00,39.00,489.5098,3.933000088,554806.8376,4300.759,181.503,0,12.75,0.35
Brazil,2015-10-02,2015,4.00,10.00,40.00,521.3599,3.998800039,566280.402,4300.759,184.553,0,13.25,0.25
Brazil,2015-10-09,2015,4.00,10.00,41.00,410.8398,3.75909996,566280.402,4300.759,184.553,0,13.25,0.28
Brazil,2015-10-16,2015,4.00,10.00,42.00,435.3699,3.792500019,566280.402,4300.759,184.553,0,13.25,0.23
Brazil,2015-10-23,2015,4.00,10.00,43.00,445.24,3.902299881,566280.402,4300.759,184.553,0,13.25,0.24
Brazil,2015-10-30,2015,4.00,10.00,44.00,429.6699,3.844700098,566280.402,4300.759,184.553,0,13.25,0.34
Brazil,2015-11-06,2015,4.00,11.00,45.00,401.45,3.780100107,571388.5027,4300.759,184.553,0,13.25,0.47
Brazil,2015-11-13,2015,4.00,11.00,46.00,426.99,3.766900063,571388.5027,4300.759,184.553,0,13.25,0.5
Brazil,2015-11-20,2015,4.00,11.00,47.00,388.6199,3.761199951,571388.5027,4300.759,184.553,0,13.25,0.49
Brazil,2015-11-27,2015,4.00,11.00,48.00,415.4199,3.738399982,571388.5027,4300.759,184.553,0,13.25,0.5
Brazil,2015-12-04,2015,4.00,12.00,49.00,435.1199,3.755899906,594427.0684,4300.759,184.553,0,13.25,0.6
Brazil,2015-12-11,2015,4.00,12.00,50.00,485.73,3.807800055,594427.0684,4300.759,184.553,0,13.25,0.68
Brazil,2015-12-18,2015,4.00,12.00,51.00,490.2798,3.876300097,594427.0684,4300.759,184.553,0,13.25,0.67
Brazil,2015-12-25,2015,4.00,12.00,52.00,482.5698,3.913000107,594427.0684,4300.759,184.553,0,13.25,0.64
Brazil,2016-01-01,2016,1.00,1.00,1.00,488.99,3.950000048,582084,4853.85,190.693,0,14.25,0.65
Brazil,2016-01-08,2016,1.00,1.00,2.00,480.7998,4.041500092,582084,4853.85,190.693,0,14.25,0.64
Brazil,2016-01-15,2016,1.00,1.00,3.00,491.73,4.005899906,582084,4853.85,190.693,0,14.25,0.49
Brazil,2016-01-22,2016,1.00,1.00,4.00,468.7998,4.08949995,582084,4853.85,190.693,0,14.25,0.47
Brazil,2016-01-29,2016,1.00,1.00,5.00,462.6299,4.066999912,582084,4853.85,190.693,0,14.25,0.47
Brazil,2016-02-05,2016,1.00,2.00,6.00,456.8398,3.898499966,593437,4853.85,190.693,0,14.25,0.55
Brazil,2016-02-12,2016,1.00,2.00,7.00,482.0298,3.968199968,593437,4853.85,190.693,0,14.25,0.51
Brazil,2016-02-19,2016,1.00,2.00,8.00,457.5898,4.01639986,593437,4853.85,190.693,0,14.25,0.53
Brazil,2016-02-26,2016,1.00,2.00,9.00,446.2998,3.951900005,593437,4853.85,190.693,0,14.25,0.6
Brazil,2016-03-04,2016,1.00,3.00,10.00,395.75,3.796099901,578867,4853.85,190.693,0,14.25,0.67
Brazil,2016-03-11,2016,1.00,3.00,11.00,376.23,3.614000082,578867,4853.85,190.693,0,14.25,0.7
Brazil,2016-03-18,2016,1.00,3.00,12.00,351.1399,3.621099949,578867,4853.85,190.693,0,14.25,0.62
Brazil,2016-03-25,2016,1.00,3.00,13.00,382.3599,3.677200079,578867,4853.85,190.693,0,14.25,0.63
Brazil,2016-04-01,2016,2.00,4.00,14.00,351.5698,3.548599958,576171,4853.85,207.435,0,14.25,0.62
Brazil,2016-04-08,2016,2.00,4.00,15.00,374.0298,3.586199999,576171,4853.85,207.435,0,14.25,0.54
Brazil,2016-04-15,2016,2.00,4.00,16.00,336.21,3.530999899,576171,4853.85,207.435,0,14.25,0.53
Brazil,2016-04-22,2016,2.00,4.00,17.00,349.49,3.524399996,576171,4853.85,207.435,0,14.25,0.56
Brazil,2016-04-29,2016,2.00,4.00,18.00,330.8198,3.432800055,576171,4853.85,207.435,0,14.25,0.56
Brazil,2016-05-06,2016,2.00,5.00,19.00,330.6199,3.53309989,583328,4853.85,207.435,0,14.25,0.51
Brazil,2016-05-13,2016,2.00,5.00,20.00,320.6599,3.477099895,583328,4853.85,207.435,0,14.25,0.55
Brazil,2016-05-20,2016,2.00,5.00,21.00,338.74,3.557300091,583328,4853.85,207.435,0,14.25,0.67
Brazil,2016-05-27,2016,2.00,5.00,22.00,341.5598,3.60890007,583328,4853.85,207.435,0,14.25,0.68
Brazil,2016-06-03,2016,2.00,6.00,23.00,328.3799,3.58010006,583845,4853.85,207.435,0,14.25,0.6
Brazil,2016-06-10,2016,2.00,6.00,24.00,337.8699,3.395900011,583845,4853.85,207.435,0,14.25,0.57
Brazil,2016-06-17,2016,2.00,6.00,25.00,330.6199,3.412800074,583845,4853.85,207.435,0,14.25,0.51
Brazil,2016-06-24,2016,2.00,6.00,26.00,334.9299,3.336999893,583845,4853.85,207.435,0,14.25,0.48
Brazil,2016-07-01,2016,3.00,7.00,27.00,320.6899,3.230600119,591341,4853.85,200.487,0,14.25,0.45
Brazil,2016-07-08,2016,3.00,7.00,28.00,300.2798,3.297699928,591341,4853.85,200.487,0,14.25,0.48
Brazil,2016-07-15,2016,3.00,7.00,29.00,290.8899,3.276599884,591341,4853.85,200.487,0,14.25,0.52
Brazil,2016-07-22,2016,3.00,7.00,30.00,279.3298,3.268599987,591341,4853.85,200.487,0,14.25,0.55
Brazil,2016-07-29,2016,3.00,7.00,31.00,283.3899,3.246200085,591341,4853.85,200.487,0,14.25,0.5
Brazil,2016-08-05,2016,3.00,8.00,32.00,262.96,3.1868999,595813,4853.85,200.487,0,14.25,0.56
Brazil,2016-08-12,2016,3.00,8.00,33.00,252.31,3.190500021,595813,4853.85,200.487,0,14.25,0.56
Brazil,2016-08-19,2016,3.00,8.00,34.00,248.55,3.20449996,595813,4853.85,200.487,0,14.25,0.59
Brazil,2016-08-26,2016,3.00,8.00,35.00,254.44,3.264100075,595813,4853.85,200.487,0,14.25,0.62
Brazil,2016-09-02,2016,3.00,9.00,36.00,252.05,3.256099939,613603,4853.85,200.487,0,14.25,0.59
Brazil,2016-09-09,2016,3.00,9.00,37.00,252.05,3.271699905,613603,4853.85,200.487,0,14.25,0.58
Brazil,2016-09-16,2016,3.00,9.00,38.00,268.47,3.265500069,613603,4853.85,200.487,0,14.25,0.61
Brazil,2016-09-23,2016,3.00,9.00,39.00,268.2598,3.243200064,613603,4853.85,200.487,0,14.25,0.6
Brazil,2016-09-30,2016,3.00,9.00,40.00,265.8899,3.259799957,613603,4853.85,200.487,0,14.25,0.59
Brazil,2016-10-07,2016,4.00,10.00,41.00,264.8899,3.219300032,613572,4853.85,194.07,0,14.25,0.66
Brazil,2016-10-14,2016,4.00,10.00,42.00,263.1099,3.201999903,613572,4853.85,194.07,0,14.25,0.66
Brazil,2016-10-21,2016,4.00,10.00,43.00,255.5,3.148900032,613572,4853.85,194.07,0,14.25,0.66
Brazil,2016-10-28,2016,4.00,10.00,44.00,269.8699,3.203099966,613572,4853.85,194.07,0,14.25,0.66
Brazil,2016-11-04,2016,4.00,11.00,45.00,278.3899,3.232300043,614788,4853.85,194.07,0,14.25,0.62
Brazil,2016-11-11,2016,4.00,11.00,46.00,306.5598,3.390000105,614788,4853.85,194.07,0,14.25,0.72
Brazil,2016-11-18,2016,4.00,11.00,47.00,305.8198,3.3822999,614788,4853.85,194.07,0,14.25,0.77
Brazil,2016-11-25,2016,4.00,11.00,48.00,303.1599,3.421000004,614788,4853.85,194.07,0,14.25,0.81
Brazil,2016-12-02,2016,4.00,12.00,49.00,308.7998,3.474699974,642501,4853.85,194.07,0,14.25,0.8
Brazil,2016-12-09,2016,4.00,12.00,50.00,286.6299,3.377000093,642501,4853.85,194.07,0,14.25,0.85
Brazil,2016-12-16,2016,4.00,12.00,51.00,286.0698,3.390399933,642501,4853.85,194.07,0,14.25,0.91
Brazil,2016-12-23,2016,4.00,12.00,52.00,276.1799,3.269500017,642501,4853.85,194.07,0,14.25,0.87
Brazil,2016-12-30,2016,4.00,12.00,53.00,274.3599,3.253200054,642501,4853.85,194.07,0,14.25,0.85
Brazil,2017-01-06,2017,1.00,1.00,1.00,253.99,3.222199917,645546,5449.151,193.884,0,13,0.85
Brazil,2017-01-13,2017,1.00,1.00,2.00,246.19,3.186800003,645546,5449.151,193.884,0,13,0.82
Brazil,2017-01-20,2017,1.00,1.00,3.00,248.99,3.142299891,645546,5449.151,193.884,0,13,0.82
Brazil,2017-01-27,2017,1.00,1.00,4.00,240.51,3.109600067,645546,5449.151,193.884,0,13,0.82
Brazil,2017-02-03,2017,1.00,2.00,5.00,234.87,3.119499922,648315.9772,5449.151,193.884,0,13,0.82
Brazil,2017-02-10,2017,1.00,2.00,6.00,221.89,3.10710001,648315.9772,5449.151,193.884,0,13,0.81
Brazil,2017-02-17,2017,1.00,2.00,7.00,227.23,3.095499992,648315.9772,5449.151,193.884,0,13,0.82
Brazil,2017-02-24,2017,1.00,2.00,8.00,218.6,3.094599962,648315.9772,5449.151,193.884,0,13,0.8
Brazil,2017-03-03,2017,1.00,3.00,9.00,213.51,3.119999886,630459.5726,5449.151,193.884,0,13,0.98
Brazil,2017-03-10,2017,1.00,3.00,10.00,228.87,3.147500038,630459.5726,5449.151,193.884,0,13,1.03
Brazil,2017-03-17,2017,1.00,3.00,11.00,209.2,3.086600065,630459.5726,5449.151,193.884,0,13,1
Brazil,2017-03-24,2017,1.00,3.00,12.00,230.96,3.109699965,630459.5726,5449.151,193.884,0,13,1
Brazil,2017-03-31,2017,1.00,3.00,13.00,219.84,3.121799946,630459.5726,5449.151,193.884,0,13,1.03
Brazil,2017-04-07,2017,2.00,4.00,14.00,220.92,3.14470005,651074.8553,5449.151,189.181,0,12.25,1.08
Brazil,2017-04-14,2017,2.00,4.00,15.00,222.55,3.143699884,651074.8553,5449.151,189.181,0,12.25,1.03
Brazil,2017-04-21,2017,2.00,4.00,16.00,220.41,3.146800041,651074.8553,5449.151,189.181,0,12.25,0.99
Brazil,2017-04-28,2017,2.00,4.00,17.00,213.49,3.176100016,651074.8553,5449.151,189.181,0,12.25,1.07
Brazil,2017-05-05,2017,2.00,5.00,18.00,208.87,3.177700043,631967.0472,5449.151,189.181,0,12.25,1.1
Brazil,2017-05-12,2017,2.00,5.00,19.00,198.54,3.177700043,631967.0472,5449.151,189.181,0,12.25,1.11
Brazil,2017-05-19,2017,2.00,5.00,20.00,241.28,3.253299952,631967.0472,5449.151,189.181,0,12.25,1.1
Brazil,2017-05-26,2017,2.00,5.00,21.00,232.22,3.177700043,631967.0472,5449.151,189.181,0,12.25,1.17
Brazil,2017-06-02,2017,2.00,6.00,22.00,231.76,3.249200106,659404.6744,5449.151,189.181,0,12.25,1.16
Brazil,2017-06-09,2017,2.00,6.00,23.00,233.5,3.177700043,659404.6744,5449.151,189.181,0,12.25,1.2
Brazil,2017-06-16,2017,2.00,6.00,24.00,235.18,3.288599968,659404.6744,5449.151,189.181,0,12.25,1.21
Brazil,2017-06-23,2017,2.00,6.00,25.00,235.26,3.341500044,659404.6744,5449.151,189.181,0,12.25,1.21
Brazil,2017-06-30,2017,2.00,6.00,26.00,237.02,3.177700043,659404.6744,5449.151,189.181,0,12.25,1.24
Brazil,2017-07-07,2017,3.00,7.00,27.00,237.74,3.177700043,652488.6214,5449.151,195.901,0,12.25,1.22
Brazil,2017-07-14,2017,3.00,7.00,28.00,219.82,3.177700043,652488.6214,5449.151,195.901,0,12.25,1.22
Brazil,2017-07-21,2017,3.00,7.00,29.00,207.37,3.177700043,652488.6214,5449.151,195.901,0,12.25,1.22
Brazil,2017-07-28,2017,3.00,7.00,30.00,211.24,3.177700043,652488.6214,5449.151,195.901,0,12.25,1.22
Brazil,2017-08-04,2017,3.00,8.00,31.00,193.31,3.129300117,663928.057,5449.151,195.901,0,12.25,1.23
Brazil,2017-08-11,2017,3.00,8.00,32.00,202.03,3.177700043,663928.057,5449.151,195.901,0,12.25,1.21
Brazil,2017-08-18,2017,3.00,8.00,33.00,198.68,3.177700043,663928.057,5449.151,195.901,0,12.25,1.24
Brazil,2017-08-25,2017,3.00,8.00,34.00,194.35,3.158699989,663928.057,5449.151,195.901,0,12.25,1.23
Brazil,2017-09-01,2017,3.00,9.00,35.00,188.58,3.177700043,676510.8268,5449.151,195.901,0,12.25,1.24
Brazil,2017-09-08,2017,3.00,9.00,36.00,178.96,3.177700043,676510.8268,5449.151,195.901,0,12.25,1.22
Brazil,2017-09-15,2017,3.00,9.00,37.00,177.55,3.109699965,676510.8268,5449.151,195.901,0,12.25,1.3
Brazil,2017-09-22,2017,3.00,9.00,38.00,197.56,3.123500109,676510.8268,5449.151,195.901,0,12.25,1.3
Brazil,2017-09-29,2017,3.00,9.00,39.00,191.86,3.163399935,676510.8268,5449.151,195.901,0,12.25,1.31
Brazil,2017-10-06,2017,4.00,10.00,40.00,183.72,3.155499935,670380.1371,5449.151,190.091,0,11.25,1.35
Brazil,2017-10-13,2017,4.00,10.00,41.00,178.33,3.14350009,670380.1371,5449.151,190.091,0,11.25,1.39
Brazil,2017-10-20,2017,4.00,10.00,42.00,167.73,3.192199945,670380.1371,5449.151,190.091,0,11.25,1.43
Brazil,2017-10-27,2017,4.00,10.00,43.00,171.37,3.231300116,670380.1371,5449.151,190.091,0,11.25,1.42
Brazil,2017-11-03,2017,4.00,11.00,44.00,171.41,3.312900066,676037.2382,5449.151,190.091,0,11.25,1.49
Brazil,2017-11-10,2017,4.00,11.00,45.00,178.23,3.272900105,676037.2382,5449.151,190.091,0,11.25,1.54
Brazil,2017-11-17,2017,4.00,11.00,46.00,173.06,3.252399921,676037.2382,5449.151,190.091,0,11.25,1.6
Brazil,2017-11-24,2017,4.00,11.00,47.00,167.08,3.23149991,676037.2382,5449.151,190.091,0,11.25,1.61
Brazil,2017-12-01,2017,4.00,12.00,48.00,168.75,3.253000021,704436.0659,5449.151,190.091,0,11.25,1.62
Brazil,2017-12-08,2017,4.00,12.00,49.00,164.84,3.287800074,704436.0659,5449.151,190.091,0,11.25,1.65
Brazil,2017-12-15,2017,4.00,12.00,50.00,165.35,3.289700031,704436.0659,5449.151,190.091,0,11.25,1.71
Brazil,2017-12-22,2017,4.00,12.00,51.00,162.46,3.335500002,704436.0659,5449.151,190.091,0,11.25,1.73
Brazil,2017-12-29,2017,4.00,12.00,52.00,160.27,3.311000109,704436.0659,5449.151,190.091,0,11.25,1.76
Brazil,2018-01-05,2018,1.00,1.00,1.00,144.74,3.225899935,678793.7538,5937.904,190.808,0,7,1.8
Brazil,2018-01-12,2018,1.00,1.00,2.00,144.51,3.200700045,678793.7538,5937.904,190.808,0,7,1.78
Brazil,2018-01-19,2018,1.00,1.00,3.00,148.69,3.191200018,678793.7538,5937.904,190.808,0,7,1.79
Brazil,2018-01-26,2018,1.00,1.00,4.00,141.08,3.146899939,678793.7538,5937.904,190.808,0,7,1.8
Brazil,2018-02-02,2018,1.00,2.00,5.00,149.37,3.21690011,668024.8544,5937.904,190.808,0,7,1.88
Brazil,2018-02-09,2018,1.00,2.00,6.00,175.5,3.29279995,668024.8544,5937.904,190.808,0,7,1.89
Brazil,2018-02-16,2018,1.00,2.00,7.00,150.49,3.229799986,668024.8544,5937.904,190.808,0,7,2
Brazil,2018-02-23,2018,1.00,2.00,8.00,152.63,3.232899904,668024.8544,5937.904,190.808,0,7,2.02
Brazil,2018-03-02,2018,1.00,3.00,9.00,155.09,3.250499964,680258.9635,5937.904,190.808,0,7,2.06
Brazil,2018-03-09,2018,1.00,3.00,10.00,143.43,3.26609993,680258.9635,5937.904,190.808,0,7,2.03
Brazil,2018-03-16,2018,1.00,3.00,11.00,145.44,3.282099962,680258.9635,5937.904,190.808,0,7,2.08
Brazil,2018-03-23,2018,1.00,3.00,12.00,170.85,3.310499907,680258.9635,5937.904,190.808,0,7,2.04
Brazil,2018-03-30,2018,1.00,3.00,13.00,161.53,3.303600073,680258.9635,5937.904,190.808,0,7,2.09
Brazil,2018-04-06,2018,2.00,4.00,14.00,165.66,3.366499901,677210.0985,5937.904,176.281,0,6.75,2.06
Brazil,2018-04-13,2018,2.00,4.00,15.00,167.88,3.421200037,677210.0985,5937.904,176.281,0,6.75,2.12
Brazil,2018-04-20,2018,2.00,4.00,16.00,168.87,3.410300016,677210.0985,5937.904,176.281,0,6.75,2.22
Brazil,2018-04-27,2018,2.00,4.00,17.00,167.39,3.455899954,677210.0985,5937.904,176.281,0,6.75,2.24
Brazil,2018-05-04,2018,2.00,5.00,18.00,181.22,3.528399944,657502.2052,5937.904,176.281,0,6.75,2.24
