date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2,PD_M0,PD_M1,PD_M2,spread_rf_M0,spread_rf_M1,spread_rf_M2,put_M0,put_M1,put_M2,risky_debt_M0,risky_debt_M1,risky_debt_M2,RNS_M0,RNS_M1,RNS_M2,yield_rf_M0,yield_rns_M0,yield_rf_M1,yield_rns_M1,yield_rf_M2,yield_rns_M2,yield_market,leverage_M0,leverage_M1,leverage_M2
2015-01-04,Brazil,207.97,0.0255,631.8961,160.2673628759274,0.2164902480265519,716.2788398339309,0.0488765916303621,True,637.7141200505156,0.051730541825578,True,-0.1546637848074127,713.8105617270481,0.0721827016341868,True,5.14120192221453,Exporter,1.0,2.2588446059236453,1.123641488579026,1.4644288790433566,0.01194652637294264,0.1305825739575634,0.07153840113812752,14.387457512617683,163.17848536326073,87.74294700641019,0.24249936357847268,4.009773189989147,3.4876560898745774,556.0114769577442,552.2442031313335,552.766320231448,0.8720916997138207,14.469272944538925,9.661909453004087,269.38745751261763,255.8720916997138,418.17848536326073,269.4692729445389,342.7429470064102,264.66190945300406,462.96999999999997,0.8821928903365414,0.9908767583034626,0.8852434159437793
2015-01-11,Brazil,201.92,0.0255,631.8961,164.16631832854327,0.2177821581294069,720.1649520382615,0.0501011161634334,True,628.1014227852716,0.0529581210255344,True,-0.1821262178680968,718.6954546511861,0.0671201980837583,True,3.698924865407996,Exporter,1.0,2.2492289617697643,0.9666208377785804,1.6320710551276612,0.012248966377751544,0.16686680687847522,0.051332259243783325,14.75303914773957,210.98790273569423,62.56725021259977,0.25534261186951746,5.544227523721148,2.190407568502954,555.9986337094531,550.7097487976015,554.0635687528197,0.9182900145255054,20.03416645991467,6.128777798807587,269.7530391477395,255.91829001452547,465.9879027356942,275.0341664599146,317.56725021259973,261.12877779880756,456.91999999999996,0.8774324524007496,1.0060415039308481,0.8792265150844546
2015-01-18,Brazil,205.65,0.0255,631.8961,164.74058305916728,0.217691240654006,720.7400368127288,0.0502126621205998,True,638.8020837230177,0.0532221890137387,True,-0.1606527169838928,717.6623000657618,0.0768470185072664,True,5.993426900676966,Exporter,1.0,2.251092542046249,1.1031839513708395,1.3967484043734324,0.012189838344586637,0.1349736446283304,0.08124462136353411,14.681561459151967,168.90389957073606,99.94995448469247,0.25452256802099615,4.289213882349884,4.266470217930911,555.9994537533016,551.9647624389727,551.9875061033918,0.9153402114359406,15.481547639054913,11.90367095598545,269.68156145915196,255.9153402114359,423.90389957073603,270.4815476390549,354.94995448469246,266.90367095598543,460.65,0.8767323413784307,0.9891891653158538,0.8804922593009238
2015-01-25,Brazil,193.65,0.0255,631.8961,167.3744289597118,0.2170698477487186,723.3796314556874,0.0506694560779391,True,635.9412124349448,0.0536354739438914,True,-0.1715231364197304,720.0003924109602,0.07912659862341,True,6.471416373944691,Exporter,1.0,2.262046853564824,1.0563372253645231,1.3698686929035366,0.011847254328591983,0.1454070872992712,0.08536394703703315,14.267474605265326,182.5739228586191,105.15322070168035,0.24877382558043237,4.733417420728628,4.643717512090821,556.0052024957422,551.520558900594,551.6102588092318,0.8946613683816157,17.09173149481462,12.971238091297307,269.2674746052653,255.89466136838158,437.5739228586191,272.0917314948146,360.1532207016803,267.97123809129727,448.65,0.8735331664349033,0.9936391723702629,0.8776329938988808
2015-02-01,Brazil,212.77,0.022,622.0884000000001,144.93127013663783,0.2393282794784239,701.6946867587764,0.0503221936943392,True,622.1628705920417,0.0534928192686302,True,-0.1599159595464555,696.025069606052,0.0817514482968445,True,6.883217345026881,Exporter,1.0,1.9914479082527081,0.8608219820228823,1.1246893140674685,0.02321583336262688,0.19466804808986143,0.13036035573436233,28.054851878405806,248.4090838531816,162.8891754847698,0.5246072708496996,6.802621364971529,7.592616837686659,556.7634166211511,550.4854025270294,549.6954070543142,1.883601746019268,24.563531539842366,22.236941982926524,248.0548518784058,221.88360174601928,468.40908385318164,244.56353153984236,382.8891754847698,242.2369419829265,432.77,0.886551390140221,0.9998803037025165,0.8937729791142438
2015-02-08,Brazil,229.48,0.022,622.0884000000001,139.7179430311654,0.2415028963223305,696.450672138399,0.0493900984835825,True,630.2146017794913,0.0528048756926533,True,-0.1326931530251255,689.2016657440706,0.0849734106451889,True,7.802216313916148,Exporter,1.0,1.963211332048056,0.9824858824658373,1.0231265618738412,0.02481081158216813,0.16293026730846005,0.15312400481092214,29.99680554804653,205.7453599669226,192.74517426879163,0.5552947860494637,5.377375966817894,9.495612545114582,556.7327291059514,551.910647925183,547.7924113468863,1.9938401705537352,19.3920827064957,28.087655169988633,249.99680554804652,221.99384017055374,425.7453599669226,239.3920827064957,412.74517426879163,248.08765516998864,449.48,0.8932267924875782,0.9871056593158174,0.9026217302135882
2015-02-15,Brazil,235.35,0.022,622.0884000000001,137.15209976232302,0.2420762721492284,693.8780998980158,0.0488023373901668,True,655.7182739163027,0.053172662987032,True,-0.0746652334773636,689.2515994212258,0.0753936103447966,True,5.632947559714623,Exporter,1.0,1.9542657443166773,1.3085258635877737,1.176340686668678,0.025334898892576924,0.0953475040168894,0.1197293816594246,30.635315892336763,117.82025243020813,149.09718549300268,0.5620237576951546,2.8234651480105626,6.359824468960985,556.7260001343058,554.4645587439903,550.9281994230399,2.018013393930548,10.158631560392024,18.592351621723008,250.63531589233676,222.01801339393054,337.82025243020814,230.15863156039202,369.0971854930027,238.592351621723,455.35,0.8965384555175223,0.9487129225247195,0.902556338675712
2015-02-22,Brazil,235.89,0.022,622.0884000000001,135.55427914934734,0.241351580360056,692.2942701924476,0.048191068341491,True,645.952841068966,0.0526141957919701,True,-0.091617535684517,688.3191562101994,0.0723130963719058,True,5.047538625577738,Exporter,1.0,1.9592231649912697,1.1961322109814947,1.2251152257348477,0.02504332869485883,0.11582248472307011,0.11026590462650132,30.2800625439443,144.0524151636801,136.89934404135556,0.5480328502288732,3.5298203224001696,5.5573147285787945,556.739991041772,553.7582035696007,551.730709163422,1.9677526492725865,12.70813801004127,16.185498697782908,250.2800625439443,221.9677526492726,364.0524151636801,232.70813801004127,356.89934404135556,236.18549869778292,455.89,0.8985895547381444,0.9630554437542632,0.903779001916992
2015-03-01,Brazil,235.88,0.0233999999999999,626.0114799999998,139.31661473031954,0.2427283843217426,695.6317903151635,0.0495846501841822,True,654.844923826065,0.0539424029603369,True,-0.0798101550574809,690.9158752480471,0.0765957251806941,True,5.758779539831991,Exporter,1.0,1.9508984518639645,1.2830104503191426,1.1734588004403612,0.025534563429844358,0.09974420744037293,0.12030593461577799,30.87862646069002,123.42429039782867,149.84273662949266,0.5753677752721806,3.018463769226493,6.473053071013218,556.3151755830409,553.8720795890865,550.4174902872999,2.0674267719505255,10.869905547743413,18.979783933077112,264.878626460689,236.06742677194953,357.4242903978277,244.8699055477424,383.8427366294917,252.9797839330761,469.879999999999,0.8999178713732714,0.9559690504163948,0.9060603503650196
2015-03-08,Brazil,253.64,0.0233999999999999,626.0114799999998,129.17953534174936,0.2536727194776758,685.3024347266057,0.0490873342030116,True,645.4577683411198,0.0535858870515935,True,-0.07889060932975,682.5741412204231,0.065919458518451,True,3.3649172797893607,Exporter,1.0,1.835484912559008,1.1718450991349263,1.3069097408087142,0.03321693627865981,0.12062962614006661,0.09562168374471414,40.26289270756175,150.26142988860877,118.16926319512146,0.7676439772500245,3.770126448975674,4.177144210190772,556.122899381063,553.1204169093373,552.7133991481222,2.7587954268707557,13.585959351710793,12.503073668408431,274.26289270756075,236.75879542686977,384.2614298886078,247.5859593517098,352.1692631951205,246.50307366840744,487.63999999999896,0.9134820602961093,0.9698720980752953,0.9171333078641231
