type_code,freq_code,ref_period_id,ref_year,ref_month,period,reporter_code,reporter_iso,reporter_desc,flow_code,flow_desc,partner_code,partner_iso,partner_desc,partner2code,partner2iso,partner2desc,classification_code,classification_search_code,is_original_classification,cmd_code,cmd_desc,aggr_level,is_leaf,customs_code,customs_desc,mos_code,mot_code,mot_desc,qty_unit_code,qty_unit_abbr,qty,is_qty_estimated,alt_qty_unit_code,alt_qty_unit_abbr,alt_qty,is_alt_qty_estimated,net_wgt,is_net_wgt_estimated,gross_wgt,is_gross_wgt_estimated,cifvalue,fobvalue,primary_value,legacy_estimation_flag,is_reported,is_aggregate,query_type
C,A,20130101,2013,52,2013,24,AGO,Angola,X,Export,0,W00,World,0,W00,World,H3,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,66505388303,66505388303,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,3557637407,3557637407,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,48,BHR,Bahrain,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,10177285696,10177285696,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,,22399714464,22399714464,4,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,144,LKA,Sri Lanka,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,31660787,31660787,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,152,CHL,Chile,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,1064411111.225,1064411111.225,4,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,170,COL,Colombia,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,39278441079,39278441079,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,14106351786,14106351786,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,222,SLV,El Salvador,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0 ,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,,FALSE,,128555341.95,128555341.95,0,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,348,HUN,Hungary,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,3901346560,3901346560,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,360,IDN,Indonesia,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,57413344503,57413344503,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,368,IRQ,Iraq,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,89559590953,89559590953,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,384,CIV,Côte d'Ivoire,X,Export,0,W00,World,0,W00,World,H3,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,,2894882173.946,2894882173.946,0,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,398,KAZ,Kazakhstan,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,64621311133,64621311133,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,484,MEX,Mexico,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,48679871755,48679871755,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,504,MAR,Morocco,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,1585428356,1585428356,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,566,NGA,Nigeria,X,Export,0,W00,World,0,W00,World,H3,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,79354194181,79354194181,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,586,PAK,Pakistan,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,526781352,526781352,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,591,PAN,Panama,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,4744315,4744315,4,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,604,PER,Peru,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,7006404223.61,7006404223.61,0,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,608,PHL,Philippines,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,2135756694,2135756694,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,616,POL,Poland,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,9589456654,9589456654,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,634,QAT,Qatar,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,,119978414606.614,119978414606.614,4,FALSE,TRUE,HS_27
C,A,20130101,2013,52,2013,642,ROU,Romania,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,3451712020,3451712020,0,TRUE,FALSE,HS_27
C,A,20130101,2013,52,2013,682,SAU,Saudi Arabia,X,Export,0,W00,World,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,321928139210,321928139210,0,TRUE,FALSE,HS_27
