type_code,freq_code,ref_period_id,ref_year,ref_month,period,reporter_code,reporter_iso,reporter_desc,flow_code,flow_desc,partner_code,partner_iso,partner_desc,partner2code,partner2iso,partner2desc,classification_code,classification_search_code,is_original_classification,cmd_code,cmd_desc,aggr_level,is_leaf,customs_code,customs_desc,mos_code,mot_code,mot_desc,qty_unit_code,qty_unit_abbr,qty,is_qty_estimated,alt_qty_unit_code,alt_qty_unit_abbr,alt_qty,is_alt_qty_estimated,net_wgt,is_net_wgt_estimated,gross_wgt,is_gross_wgt_estimated,cifvalue,fobvalue,primary_value,legacy_estimation_flag,is_reported,is_aggregate,query_type
C,A,20030101,2003,52,2003,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,29938752000,29938752000,0,TRUE,FALSE,TOTAL
C,A,20030101,2003,52,2003,48,BHR,Bahrain,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,6631600766,6631600766,0,TRUE,FALSE,TOTAL
C,A,20030101,2003,52,2003,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,,72772250490,72772250490,4,FALSE,TRUE,TOTAL
C,A,20030101,2003,52,2003,144,LKA,Sri Lanka,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,4867830504,4867830504,0,TRUE,FALSE,TOTAL
C,A,20030101,2003,52,2003,152,CHL,Chile,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,0,21746916120.53,21746916120.53,0,FALSE,TRUE,TOTAL
C,A,20030101,2003,52,2003,170,COL,Colombia,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,13092218069,13092218069,0,TRUE,FALSE,TOTAL
C,A,20030101,2003,52,2003,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,6038498705,6038498705,0,TRUE,FALSE,TOTAL
C,A,20030101,2003,52,2003,222,SLV,El Salvador,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,4949389080.39,4949389080.39,4,FALSE,TRUE,TOTAL
C,A,20030101,2003,52,2003,348,HUN,Hungary,X,Export,0,W00,World,0,W00,World,H2,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,43003656000,43003656000,0,TRUE,FALSE,TOTAL
C,A,20030101,2003,52,2003,360,IDN,Indonesia,X,Export,0,W00,World,0,W00,World,H1,HS,TRUE,TOTAL,All Commodities,0,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,FALSE,-1,N/A,,FALSE,,FALSE,,FALSE,,61058187386,61058187386,0,FALSE,FALSE,TOTAL
