treatment_group,treatment_size,beta,pval,n_obs,is_true
"Indonesia,Qatar",2,0.026383388347158362,0.14181712331044327,9129,False
"Indonesia,Saudi Arabia",2,0.0010296006171693543,0.9721749413826961,9129,False
"Indonesia,South Africa",2,0.0002693947009832495,0.9928160429600474,9129,False
"Indonesia,South Korea",2,-0.002790278066040923,0.9295392795535053,9129,False
"Indonesia,Thailand",2,0.0014446119379347912,0.9606757995546031,9129,False
"Indonesia,Turkey",2,-0.029143241261321368,0.5298832727626852,9129,False
"Malaysia,Mexico",2,0.09003327939383961,1.1464829086094142e-11,9129,False
"Malaysia,Philippines",2,0.07244644412477055,8.433928051654327e-05,9129,False
"Malaysia,Qatar",2,0.051395128872295505,0.07620053454603104,9129,False
"Malaysia,Saudi Arabia",2,0.026041341142306468,0.5485318700311281,9129,False
"Malaysia,South Africa",2,0.025281135226120355,0.5642436216834348,9129,False
"Malaysia,South Korea",2,0.022221462459096186,0.6263414596179935,9129,False
"Malaysia,Thailand",2,0.02645635246307194,0.5399140281073542,9129,False
"Malaysia,Turkey",2,-0.004131500736184231,0.9462398950371571,9129,False
"Mexico,Philippines",2,0.07074198416129861,7.159844989268471e-05,9129,False
"Mexico,Qatar",2,0.049690668908823524,0.07706825252352933,9129,False
"Mexico,Saudi Arabia",2,0.024336881178834528,0.5662313221976651,9129,False
"Mexico,South Africa",2,0.023576675262648433,0.5823471691307516,9129,False
"Mexico,South Korea",2,0.020517002495624256,0.6459053663333001,9129,False
"Mexico,Thailand",2,0.024751892499599942,0.5573859887547488,9129,False
"Mexico,Turkey",2,-0.0058359606996562065,0.9228365621613799,9129,False
"Philippines,Qatar",2,0.03210383363975447,0.10825591683869917,9129,False
"Philippines,Saudi Arabia",2,0.006750045909765466,0.8358740190978065,9129,False
"Philippines,South Africa",2,0.005989839993579362,0.8559570007934321,9129,False
"Philippines,South Korea",2,0.002930167226555189,0.9326756620696619,9129,False
"Philippines,Thailand",2,0.007165057230530904,0.8247406723476676,9129,False
"Philippines,Turkey",2,-0.023422795968725253,0.637928826062995,9129,False
"Qatar,Saudi Arabia",2,-0.014301269342709642,0.5149507532547575,9129,False
"Qatar,South Africa",2,-0.015061475258895743,0.49937052415159133,9129,False
"Qatar,South Korea",2,-0.018121148025919902,0.44426823384911796,9129,False
"Qatar,Thailand",2,-0.013886258021944195,0.5238055469205078,9129,False
"Qatar,Turkey",2,-0.04447411122120036,0.23495868805736642,9129,False
"Saudi Arabia,South Africa",2,-0.040415262988884766,0.007120649235416554,9129,False
"Saudi Arabia,South Korea",2,-0.04347493575590891,0.004058847067590188,9129,False
"Saudi Arabia,Thailand",2,-0.03924004575193324,0.009065520719709008,9129,False
"Saudi Arabia,Turkey",2,-0.0698278989511894,0.0028642026594982717,9129,False
"South Africa,South Korea",2,-0.04423514167209504,0.0032817987441788876,9129,False
"South Africa,Thailand",2,-0.04000025166811933,0.007810122429165345,9129,False
"South Africa,Turkey",2,-0.0705881048673755,0.0021722809440427593,9129,False
"South Korea,Thailand",2,-0.04305992443514352,0.0045613978375831365,9129,False
"South Korea,Turkey",2,-0.07364777763439967,0.0006072191727135579,9129,False
"Thailand,Turkey",2,-0.06941288763042396,0.003310791294238724,9129,False
"Abu Dhabi,Brazil,Chile",3,0.016937930102119265,0.48682890243634214,9129,False
"Abu Dhabi,Brazil,China",3,-0.012326211074546034,0.5995464741404914,9129,False
"Abu Dhabi,Brazil,Colombia",3,0.04241830564337117,0.22356558879038313,9129,False
"Abu Dhabi,Brazil,Dubai",3,-0.026655092966284776,0.34363492182566624,9129,False
"Abu Dhabi,Brazil,Egypt",3,-0.02565904213537284,0.3550998245123238,9129,False
"Abu Dhabi,Brazil,Indonesia",3,0.015276686849878688,0.5228842847195074,9129,False
"Abu Dhabi,Brazil,Malaysia",3,0.03314221579640521,0.2759637464982658,9129,False
"Abu Dhabi,Brazil,Mexico",3,0.03192474439392526,0.28534112640985887,9129,False
