date,country,CDS_observed,CDS_M0,CDS_M1,CDS_M2
2019-07-21,Malaysia,51.85999,11.901069108338985,106.76786605283041,92.98386225258574
2019-07-28,Malaysia,48.07999,12.157160767563678,106.44462701383435,72.83825147476017
2019-08-04,Malaysia,55.85999,12.010462326419779,106.21048700003608,99.74652639793027
2019-08-11,Malaysia,58.37,12.185198574345055,110.23378072019811,96.57374717372274
2019-08-18,Malaysia,59.03,11.793344614025795,109.72300331702785,94.954157413219
2019-08-25,Malaysia,52.89,12.049472942762726,108.79197519581597,97.00642567539666
2019-09-01,Malaysia,51.57999,12.35184893597664,109.73330079000299,72.74160686131829
2019-09-08,Malaysia,46.85999,11.100743918742767,112.01457511439983,80.30629796430847
2019-09-15,Malaysia,44.07999,11.322254905902865,110.97651747499751,99.61187359481528
2019-09-22,Malaysia,48.87,11.3154119583485,118.4053138974966,130.72721800066068
2019-09-29,Malaysia,52.06999,11.207551894894436,121.66424560667599,129.8701535333485
2019-10-06,Malaysia,53.95999,11.03159986767971,128.43231593875487,132.01254626228416
2019-10-13,Malaysia,51.81,11.227914164851981,127.1656608879787,135.71728879262992
2019-10-20,Malaysia,47.42999,11.09664568049301,126.66477814066855,106.35259762028699
2019-10-27,Malaysia,45.10999,11.063513516791309,120.48037314742413,91.13629474893966
2019-11-03,Malaysia,43.78999,11.107178465966896,123.47480438263267,88.97339012899565
2019-11-10,Malaysia,40.14,10.685209503344451,121.27167749127,65.37238498054964
2019-11-17,Malaysia,42.20999,10.84654024221135,120.9324417519298,73.01664495823137
2019-11-24,Malaysia,43.67999,11.305428784558485,117.09117207059025,73.3374003151193
2019-12-01,Malaysia,42.56999,11.512934260165624,116.77523576688459,109.99171078415299
2019-12-08,Malaysia,42.89999,11.532371551546097,108.51891660906033,55.36616287872813
2019-12-15,Malaysia,40.23999,11.23358105727342,99.54578160156035,34.78958498632649
2019-12-22,Malaysia,36.45,11.272129700215846,97.68907236041196,28.633931504756436
2019-12-29,Malaysia,35.87999,10.926618408761094,97.24164346717257,26.637506413732865
2020-01-05,Malaysia,36.65999,28.997831007457663,96.90257785637286,53.39287604531949
2020-01-12,Malaysia,36.12999,28.559015304516436,93.2576593895275,43.19244039412129
2020-01-19,Malaysia,33.73999,27.971190746986533,93.90691940325638,33.119365778480784
2020-01-26,Malaysia,38.62999,27.985918887895032,94.40715720357065,70.8710232107334
2020-02-02,Malaysia,41.09,28.291222479500988,101.34462944370881,117.74660909910237
2020-02-09,Malaysia,37.53,31.37898883730692,151.87944844783,96.14231357802258
2020-02-16,Malaysia,36.53999,31.091913842494222,151.54278161765248,83.4752289553273
2020-02-23,Malaysia,36.72,32.32056364748323,151.07535946383268,84.00006299850726
2020-03-01,Malaysia,56.25999,33.24458380855376,153.43546788691174,208.53513121400005
2020-03-08,Malaysia,66.02,33.41522485889245,175.48534027559117,279.9026202402797
2020-03-15,Malaysia,150.84,40.33491248231018,353.34168653880937,294.57143365244235
2020-03-22,Malaysia,173.29,46.3123439246542,375.19010410622457,297.5683768058007
2020-03-29,Malaysia,111.96,49.29935486634117,428.0805281159841,293.342922048311
2020-04-05,Malaysia,130.36,50.024257510453694,538.9966066175563,294.40271278742944
2020-04-12,Malaysia,103.12,49.12605726043389,553.0055245322167,293.41364140133294
2020-04-19,Malaysia,100.31,50.38819047143798,571.6444365409238,298.4278044671352
2020-04-26,Malaysia,119.46,50.30859531784905,604.8445257678368,294.5593366905349
2020-05-03,Malaysia,108.3,50.03518990351005,622.2898539916999,294.7059461627347
