treatment_group,treatment_size,beta,pval,n_obs,is_true
"Brazil,Indonesia,Mexico",3,0.1954722005376661,3.997196508720435e-05,442,False
"Brazil,Indonesia,Philippines",3,0.1561276387016284,0.0007581082650776061,442,False
"Brazil,Indonesia,Qatar",3,0.06324964273202674,0.4528538283478183,442,False
"Brazil,Indonesia,Saudi Arabia",3,0.06433601461493281,0.44188677571403767,442,False
"Brazil,Indonesia,South Africa",3,0.05994420503137901,0.4862222230736013,442,False
"Brazil,Indonesia,South Korea",3,0.03997119833435962,0.6815758724400425,442,False
"Brazil,Indonesia,Thailand",3,0.07656164167522017,0.3205027872132886,442,False
"Brazil,Indonesia,Turkey",3,0.02652431267963029,0.8010599138365295,442,False
"Brazil,Malaysia,Mexico",3,0.2789151438882204,9.0399217000936e-09,442,False
"Brazil,Malaysia,Philippines",3,0.2395705820521826,9.151218758796098e-05,442,False
"Brazil,Malaysia,Qatar",3,0.1466925860825809,0.18532087852716828,442,False
"Brazil,Malaysia,Saudi Arabia",3,0.14777895796548696,0.17954736593048293,442,False
