model,country,horizon,group,alpha,beta,se_beta,t_stat,p_value,r2,n_obs,ci_lower,ci_upper
M2,China,1,Control,-0.044299769454142525,0.036911058694612434,0.04431249054151926,0.8329718831765517,0.4048605868013272,0.0003775089985379454,521,-0.04993982683203711,0.12376194422126198
M2,Colombia,1,Exporter,0.11601657570225482,-5.647355448543088,2.4033808168616027,-2.3497547325511037,0.018785785052187906,0.02862301053738847,521,-10.357895290726285,-0.9368156063598914
M2,Dubai,1,Control,-0.30509840892944223,-0.5848299482785692,0.21794891721615153,-2.683334956413489,0.007289194353673031,0.01650731102324543,521,-1.0120019764917279,-0.1576579200654104
M2,Egypt,1,Exporter,0.4855146440868225,-1.62554419261459,1.9376215762768103,-0.838937908473395,0.4015041537003524,0.0011099467367639004,521,-5.423212697784868,2.1721243125556873
M2,Indonesia,1,Control,-0.13158709267193366,-1.542778341161817,0.32789673590565155,-4.705073799837194,2.5377413661842955e-06,0.033599078906812796,521,-2.1854441341851354,-0.9001125481384984
M2,Malaysia,1,Exporter,-0.09480741119021129,-1.1986078792795536,0.2620035041601028,-4.57477804780473,4.767251042174968e-06,0.04196677750606814,521,-1.7121253112566452,-0.6850904473024618
M2,Mexico,1,Exporter,0.0385864378157212,-3.9966916275276896,0.7196800702771149,-5.553428242064216,2.8012068698459853e-08,0.07728391333143236,521,-5.40723864566209,-2.5861446093932896
M2,Philippines,1,Control,-0.041695990930795124,-0.7479797086160507,0.20085884362782058,-3.723907272920541,0.000196163000044045,0.03916426114120952,521,-1.1416558081029415,-0.3543036091291598
M2,Qatar,1,Exporter,-0.06292258417920031,-0.624986817117928,0.16600606567377751,-3.764843257872905,0.00016665358864096017,0.0269231737822736,521,-0.9503527270537229,-0.29962090718213313
M2,Saudi Arabia,1,Exporter,-0.0004722778113447806,-0.49719122512579206,0.24422404399957695,-2.035799657492582,0.04177047685359188,0.00919123894441165,521,-0.9758615555236884,-0.018520894727895754
M2,South Africa,1,Control,0.07300005729080158,-10.292840737399212,2.9040010182101836,-3.5443654023726805,0.00039355939360440886,0.04206215724659179,521,-15.984578144158817,-4.6011033306396065
