model,country,horizon,group,alpha,beta,se_beta,t_stat,p_value,r2,n_obs,ci_lower,ci_upper
M2,South Korea,1,Control,-0.03148046719007121,-0.3947281983142332,0.1080658952017099,-3.6526620871224464,0.0002595356688301194,0.024703133187544357,521,-0.6065334608666645,-0.182922935761802
M2,Thailand,1,Control,-0.10494855463384124,-0.3835005362023582,0.09080569300684269,-4.223309392875394,2.4074097714925517e-05,0.029838484086498696,521,-0.5614764240869705,-0.2055246483177459
M2,Turkey,1,Control,0.042946842125604553,-7.349297801253738,3.499909019080501,-2.099853956542148,0.03574169012871669,0.01132320523440078,521,-14.208993427818427,-0.48960217468904776
M2,Abu Dhabi,2,Exporter,-0.08333955627299525,-0.6692101252706961,0.1514562335571919,-4.418505000112745,9.938598139176115e-06,0.06378141794037573,520,-0.966058888276879,-0.3723613622645132
M2,Brazil,2,Exporter,0.22198505284020092,-14.502869830642112,4.11466972877943,-3.5246741018371415,0.000424004083687891,0.0937360555012785,520,-22.567474307326986,-6.438265353957238
M2,Chile,2,Control,-0.14320475002747807,-3.9838955039892854,1.4157707621825215,-2.8139410774720326,0.004893819762005416,0.05477558050074238,520,-6.758755208231849,-1.2090357997467214
M2,China,2,Control,-0.10491403643088769,-0.06035156412464665,0.06101667714865198,-0.9890994879582684,0.3226144681278825,0.0005948218582706444,520,-0.17994205379231265,0.05923892554301935
M2,Colombia,2,Exporter,0.21081966604446606,-7.121683039342462,3.0474290224561007,-2.3369479606788945,0.019441890116806373,0.04345589765027624,520,-13.094534168798523,-1.1488319098864004
M2,Dubai,2,Control,-0.6551916850853696,-1.0155700312543054,0.3683003897289857,-2.757450330154725,0.005825406277651431,0.03700802890217392,520,-1.7374255306151831,-0.2937145318934278
M2,Egypt,2,Exporter,1.0154726355682053,-0.4418245385612545,2.3981864513765707,-0.18423277235497892,0.8538308508657988,7.647354590556432e-05,520,-5.142183611471251,4.258534534348741
M2,Indonesia,2,Control,-0.2577091816435222,-2.0805446208230256,0.4168481995338375,-4.991132558926018,6.002628321097096e-07,0.060357120950052745,520,-2.897552078929713,-1.263537162716338
M2,Malaysia,2,Exporter,-0.22431439745282322,-1.7308300092516404,0.3906037640500687,-4.431165719718404,9.372502201742761e-06,0.0828734672103949,520,-2.4963993190155565,-0.9652606994877246
M2,Mexico,2,Exporter,0.06612139060333658,-4.692448838702009,0.9999500118656477,-4.69268341719114,2.6964459530945165e-06,0.10765445928078055,520,-6.652314848299078,-2.7325828291049397
M2,Philippines,2,Control,-0.08848868393252601,-0.987952269996151,0.2518616873700822,-3.922598471852796,8.759907222564438e-05,0.06262223553793844,520,-1.4815921063269988,-0.49431243366530336
M2,Qatar,2,Exporter,-0.11229287049240955,-1.0460435911865527,0.21419076853052982,-4.883700629877772,1.0411310948208001e-06,0.05754945913188192,520,-1.4658497833273463,-0.626237399045759
M2,Saudi Arabia,2,Exporter,0.021870305946523852,-0.9950449530009776,0.2983955295824474,-3.334651006311555,0.0008540651417971064,0.025136693066890148,520,-1.5798894441303308,-0.4102004618716244
M2,South Africa,2,Control,0.13393929256906661,-14.577382151208843,3.8112948782315277,-3.8247846511348573,0.00013088644320056016,0.0749584369436207,520,-22.047382847004606,-7.107381455413078
M2,South Korea,2,Control,-0.06810884120511108,-0.5655616283958556,0.1389190535170628,-4.071159528353612,4.677969808379491e-05,0.05019310788042841,520,-0.8378379700556909,-0.29328528673602017
M2,Thailand,2,Control,-0.23071624298654825,-0.5112446908754378,0.13977791431801148,-3.6575498595028035,0.00025463773697670107,0.044052337528761254,520,-0.7852043687728658,-0.23728501297800975
M2,Turkey,2,Control,-0.010472557283893097,-9.699676465595084,4.601689041636461,-2.1078513514997677,0.03504384938190651,0.017540073839152903,520,-18.718821255255186,-0.6805316759349846
M2,Abu Dhabi,4,Exporter,-0.13891021522107172,-1.1072526214439598,0.34329747788436993,-3.225344468790145,0.0012582117958962796,0.13887503398798373,518,-1.7801033140807605,-0.434401928807159
M2,Brazil,4,Exporter,0.36281094240487843,-15.507180385498302,4.636678749223858,-3.344458657631624,0.0008244331611066752,0.11769107482090335,518,-24.59490374185929,-6.419457029137314
M2,Chile,4,Control,-0.33734645652533496,-7.416080885328602,2.7723991666181718,-2.6749686605824827,0.0074736236128102535,0.12902101059845017,518,-12.849883402669079,-1.9822783679881253
M2,China,4,Control,-0.2305743121001454,-0.13002738241287862,0.13573350059665312,-0.957960870686369,0.33808249007764346,0.0019263670422809964,518,-0.39606015507786463,0.13600539025210742
M2,Colombia,4,Exporter,0.3336996179748281,-7.3087774362541,3.600424207150024,-2.02997675155603,0.042358902494361333,0.043322398143635366,518,-14.365479211334325,-0.2520756611738735
M2,Dubai,4,Control,-1.2661467273093454,-1.8748005233549874,0.8361971696636545,-2.2420555717846935,0.024957780913428505,0.09409670267108106,518,-3.5137168598700796,-0.23588418683989532
M2,Egypt,4,Exporter,1.9554796263085603,-0.045931417238584196,3.548791728197852,-0.012942832591054618,0.9896734020166532,6.816320515801166e-07,518,-7.001435393140031,6.909572558662862
M2,Indonesia,4,Control,-0.48235211677133927,-2.584724382726414,0.6487795004178819,-3.9839797358911326,6.777065414771246e-05,0.07615144066623025,518,-3.8563088374533514,-1.3131399279994767
M2,Malaysia,4,Exporter,-0.4500019854218169,-2.4165195455553827,0.6727133505207413,-3.5921979899533385,0.00032790056596186115,0.15399451420379773,518,-3.7350134844953047,-1.0980256066154606
M2,Mexico,4,Exporter,0.06777229119480734,-6.39760021124119,2.1311142288675926,-3.0019977927887393,0.002682141204397688,0.18575985875838075,518,-10.574507346762521,-2.2206930757198577
M2,Philippines,4,Control,-0.18598666407657516,-1.0917524547718616,0.29611464578358093,-3.686924879662259,0.0002269803246032494,0.06976900812063846,518,-1.6721264958025155,-0.5113784137412075
M2,Qatar,4,Exporter,-0.17812798565740814,-1.7926025693978673,0.4852599808246129,-3.694107571680769,0.00022066038094058544,0.12037701076713758,518,-2.743694654952706,-0.8415104838430287
M2,Saudi Arabia,4,Exporter,0.07955267405409103,-1.5007566707515072,0.42668443441795606,-3.517251977562065,0.00043603963680955495,0.04255549854295537,518,-2.337042794974544,-0.6644705465284707
M2,South Africa,4,Control,0.34264293054031647,-16.70179597136083,5.784416948130655,-2.8873776079987343,0.003884677081545833,0.10180962832272134,518,-28.03904486126001,-5.364547081461653
M2,South Korea,4,Control,-0.1595165133121224,-0.6071992879277098,0.1767489398024858,-3.4353772566118113,0.0005917294507063477,0.054207098706224865,518,-0.9536208442462201,-0.2607777316091996
M2,Thailand,4,Control,-0.4635431147480653,-0.7098251155981805,0.23462419625027364,-3.025370473047929,0.0024832874434618504,0.07412183254951621,518,-1.1696800901503743,-0.24997014104598658
M2,Turkey,4,Control,-0.06478315251544904,-10.804543370362097,6.085898264218851,-1.775340779829632,0.07584163582229135,0.01998765414409509,518,-22.732684781805872,1.1235980410816797
M2,Abu Dhabi,8,Exporter,-0.24891911892310445,-1.4579460619782658,0.4567113914928393,-3.1922699742888385,0.001411593273015696,0.19636297024616733,514,-2.353083940633404,-0.562808183323128
M2,Brazil,8,Exporter,0.4297526187140859,-14.877742812058036,5.067658286241774,-2.935822025026774,0.003326651242491208,0.1270190613851443,514,-24.810170539047885,-4.945315085068188
M2,Chile,8,Control,-0.6460163991806435,-9.982897253668039,2.8009819730886054,-3.5640705115499305,0.00036514779613924813,0.2331840446941461,514,-15.472721042267644,-4.493073465068433
M2,China,8,Control,-0.4353976821563801,-0.3489934766943251,0.3354889796573251,-1.0402531762765912,0.29822229196583083,0.01168144668815041,514,-1.0065397940327732,0.3085528406441229
M2,Colombia,8,Exporter,0.7776073720396739,-6.56393729328608,3.7768777960618456,-1.737926840029165,0.08222370566821419,0.03608952276056354,514,-13.966481747576314,0.8386071610041528
M2,Dubai,8,Control,-2.370405182032786,-2.6293671177510363,1.162570868614158,-2.261683299260175,0.023716977296700383,0.1456976198606862,514,-4.907964149710233,-0.3507700857918392
M2,Egypt,8,Exporter,3.8175805872285653,-0.9574520881494503,4.8877467474415415,-0.19588823595465993,0.8446976452368369,0.0003059223985046877,514,-10.537259678687663,8.622355502388762
M2,Indonesia,8,Control,-0.9068424612018149,-2.819657190124887,0.8889639743982773,-3.171846409224242,0.00151473094698651,0.06899370876853839,514,-4.561994563499097,-1.0773198167506766
M2,Malaysia,8,Exporter,-0.8053699239461694,-2.8807846784226125,0.6852476611989105,-4.204005123319045,2.6223299721793746e-05,0.22853462073850017,514,-4.223845414862782,-1.537723941982443
M2,Mexico,8,Exporter,0.12578422953381535,-7.398933529034624,2.568286788307825,-2.8808829149137125,0.003965629252707524,0.238125394075419,514,-12.432683136088006,-2.3651839219812407
M2,Philippines,8,Control,-0.35990751395242615,-1.162661199132457,0.30849416042776084,-3.76882725274378,0.00016401634635969433,0.08365053672602707,514,-1.7672986430117898,-0.5580237552531241
M2,Qatar,8,Exporter,-0.34385957984316035,-2.248722384098335,0.6532601431826555,-3.4423076435409876,0.0005767738996584629,0.16664244944373585,514,-3.5290887372718185,-0.9683560309248511
M2,Saudi Arabia,8,Exporter,0.17679323740722563,-1.8214448648278392,0.5779291659444572,-3.151674932084829,0.0016233688933695225,0.047992024948019574,514,-2.954165215694248,-0.6887245139614306
M2,South Africa,8,Control,0.8574100467981818,-19.318336488805596,6.822926190191917,-2.83138582336946,0.004634677728959481,0.14128233709027016,514,-32.691026090756836,-5.945646886854355
M2,South Korea,8,Control,-0.36387387874577154,-0.5704770671358597,0.19620493220841528,-2.907557219458073,0.003642636972161636,0.04811848009307795,514,-0.9550316678534765,-0.18592246641824284
M2,Thailand,8,Control,-0.8681025065115583,-1.124857004234195,0.32685694608394794,-3.441435214123593,0.0005786370173800278,0.14972622052968543,514,-1.7654848466554833,-0.48422916181290676
M2,Turkey,8,Control,-0.5073051813523479,-15.042389994831627,6.821291124963748,-2.205211552953851,0.027439252870308864,0.03430944578953643,514,-28.411874927823284,-1.6729050618399715
