COUNTRY,INDICATOR,FREQUENCY,SCALE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Panama,Structural balance - General government - Percent,Annual,Units,1.621,-0.252,-0.5,-1.697,-4.094,-1.972,0.664,2.398,-0.927,-0.599,-0.909,-1.938,-1.686,-2.741,-3.393,-2.638,-2.254,-2.506,-3.345,-3.129,-5.364,-4.971,-3.765,-4.347,-7.327
Nicaragua,Unemployment rate,Annual,Units,9.8,6.4,12.2,6.998,6.537,5.559,5.193,5.935,6.062,8.158,7.829,5.93,5.912,5.746,6.557,4.703,3.847,3.27,5.25,4.928,4.815,3.672,3.525,3.362,3.362
Nicaragua,Expenditure - General government - Percent of GDP,Annual,Units,20.564,19.226,18.728,20.884,20.82,21.267,21.353,21.481,21.878,22.74,22.589,23.535,24.085,24.203,24.587,25.445,26.84,27.307,27.683,27.654,28.921,30.002,28.575,26.033,27.097
Nicaragua,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,5.109,5.335,5.224,5.322,5.793,6.321,6.764,7.423,8.497,8.297,8.759,9.774,10.532,10.983,11.88,12.757,13.286,13.786,13.025,12.713,12.73,14.208,15.634,17.813,19.694
Nicaragua,Population - Persons for countries / Index for country groups,Annual,Millions,4.957,5.059,5.162,5.268,5.375,5.483,5.523,5.596,5.669,5.77,5.843,5.916,6.094,6.158,6.222,6.287,6.353,6.419,6.477,6.553,6.614,6.69,6.768,6.847,6.926
Panama,Gross national savings - Percent of GDP,Annual,Units,16.325,14.518,13.422,12.946,9.988,11.983,14.601,29.861,32.427,30.468,27.009,25.133,33.755,34.699,31.01,33.833,32.741,35.737,33.315,32.923,24.17,30.064,35.893,34.413,35.467
Paraguay,Population - Persons for countries / Index for country groups,Annual,Millions,5.054,5.148,5.227,5.295,5.358,5.419,5.478,5.533,5.586,5.641,5.701,5.775,5.855,5.939,6.026,6.114,6.204,6.294,6.383,6.472,6.559,6.649,6.719,6.802,6.887
Panama,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-5.392,-1.45,-0.826,-3.987,-6.61,-6.169,-2.421,-5.343,-8.77,-0.755,-10.227,-12.562,-8.911,-8.638,-12.901,-8.645,-7.508,-5.808,-7.884,-5.144,0.215,-1.235,0.038,-3.08,1.933
Paraguay,Gross debt - General government - Percent of GDP,Annual,Units,33.58,37.097,50.537,37.508,36.045,28.285,20.966,16.812,16.041,14.939,12.976,11.052,12.312,13.495,15.589,18.613,19.39,19.847,22.331,25.768,36.899,37.501,40.528,41.06,44.767
Panama,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,4.983,2.596,1.896,1.281,-1,1.33,4.08,5.816,2.823,1.225,0.519,-0.167,0.016,-0.66,-1.644,-0.724,-0.301,-0.355,-1.221,-1.308,-7.998,-4.55,-2.258,-1.367,-4.529
Panama,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,4262.875,4245.513,4326.094,4471.169,4809.254,5147.753,5600.145,6352.288,7371.628,7809.319,8335.338,9657.132,11066.924,12277.247,13225.949,14106.829,14871.432,15736.315,16186.562,16539.98,13336.403,15538.412,17399.794,18822.262,19186.922
Aruba,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.885,0.554,-1.757,3.143,-6.404,-0.959,-0.339,1.185,4.21,-0.084,-0.597,-3.518,-5.738,-2.679,-3.703,2.301,2.625,1.438,1.132,3.588,-11.576,-5.207,3.691,7.003,7.915
Bahamas,Expenditure - General government - Percent of GDP,Annual,Units,11.563,11.379,11.632,11.789,12.485,12.851,13.241,13.629,14.338,15.227,15.432,17.072,16.971,18.149,18.117,18.412,19.358,23.063,19.446,20.27,24.761,28.923,25.624,23.22,20.97
Aruba,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,18403.097,18615.368,18990.06,19483.668,21184.253,22019.174,22734.059,24605.92,26166.555,23394.082,22460.226,24440.011,24334.532,25458.466,25945.463,27327.794,27469.594,28424.88,30082.711,30702.925,22515.229,26151.44,29915.564,34517.1,38413.836
Uruguay,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-2.758,-2.852,-3.186,-2.194,-0.868,-0.276,-0.643,-0.157,-1.305,-1.394,-0.387,-0.334,-2.173,-1.722,-2.6,-1.857,-2.681,-2.51,-1.888,-2.714,-4.636,-2.614,-2.521,-3.135,-3.217
Peru,Gross debt - General government - Percent of GDP,Annual,Units,44.909,43.841,45.463,49.376,46.738,40.359,34.94,31.87,28.127,28.181,25.107,23.108,20.663,19.902,20.46,23.689,23.932,24.799,25.689,26.501,34.289,35.544,33.477,32.431,32.151
Peru,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.4,0.128,0.765,0.557,1.061,1.565,3.956,5.181,3.898,-0.366,1.025,3.078,2.988,1.703,0.726,-1.123,-1.201,-1.803,-0.826,-0.213,-6.784,-1.214,-0.048,-1.338,-2.112
Peru,Structural balance - General government - Percent,Annual,Units,-1.972,-1.531,-1.141,-1.275,-0.993,-0.723,0.196,1.59,0.974,-0.729,-0.201,1.234,1.341,0.146,-0.088,-1.463,-1.787,-2.171,-2.075,-1.279,-6.488,-3.898,-2.162,-2.48,-3.56
Paraguay,Gross national savings - Percent of GDP,Annual,Units,14.549,17.592,26.713,20.848,19.966,20.274,23.195,25.687,22.608,20.657,22.698,23.984,19.446,22.883,21.872,21.669,24.412,23.963,22.558,21.126,21.941,22.923,20.659,19.749,18.917
Uruguay,Gross debt - General government - Percent of GDP,Annual,Units,30.487,39.41,90.097,91.915,73.676,66.173,61.055,52.811,46.214,46.176,40.853,41.259,49.812,49.976,51.098,57.76,56.401,55.821,57.889,59.628,68.219,64.079,59.934,64.002,68.689
Uruguay,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,24.892,22.802,14.863,13.159,14.959,18.986,21.416,25.603,33.151,34.565,43.967,52.354,55.938,62.857,62.546,58.218,57.58,65.068,65.37,62.229,53.557,60.742,70.6,77.997,80.961
Peru,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,1910.357,1910.299,1998.363,2147.735,2405.294,2677.739,3130.79,3633.714,4272.018,4290.457,5202.808,5904.038,6630.051,6920.562,6894.925,6488.61,6539.146,7087.39,7281.666,7357.801,6436.087,6957.235,7431.91,8057.27,8649.541
Peru,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-2.116,-2.154,-1.404,-1.622,-1.033,-0.436,2.029,3.348,2.485,-1.479,-0.015,2.051,2.073,0.754,-0.188,-2.02,-2.118,-2.789,-1.944,-1.368,-8.162,-2.491,-1.382,-2.779,-3.539
Paraguay,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,1752.278,1650.341,1376.627,1452.519,1796.383,1981.582,2451.914,3227.386,4406.598,3962.875,4758.418,5842.3,5687.191,6507.639,6701.172,5922.59,5817.053,6195.767,6301.804,5860.273,5402.468,6008.592,6243.548,6339.468,6455.587
Uruguay,Population - Persons for countries / Index for country groups,Annual,Millions,3.349,3.351,3.347,3.338,3.341,3.352,3.358,3.359,3.363,3.378,3.397,3.413,3.428,3.442,3.457,3.473,3.486,3.497,3.504,3.508,3.51,3.508,3.501,3.496,3.492
Uruguay,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,7432.339,6803.597,4441.095,3941.678,4476.943,5663.499,6377.451,7622.824,9857.304,10232.122,12943.943,15341.308,16320.248,18261.568,18090.949,16765.141,16516.639,18608.283,18656.026,17740.464,15256.943,17313.533,20162.782,22307.721,23186.39
Peru,Population - Persons for countries / Index for country groups,Annual,Millions,26.39,26.715,26.999,27.255,27.492,27.722,27.935,28.122,28.3,28.485,28.693,28.906,29.113,29.341,29.616,29.964,30.423,30.974,31.562,32.131,32.626,33.035,33.397,33.731,34.068
Peru,Net debt - General government - Percent of GDP,Annual,Units,37.68,37.06,38.128,38.672,34.958,31.966,24.091,16.743,13.086,12.134,10.211,6.036,2.728,1.496,2.66,5.221,6.792,8.513,10.011,10.954,19.935,18.898,19.091,20.637,22.519
Uruguay,Unemployment rate,Annual,Units,13.4,15.192,16.75,17.15,13.342,12.142,10.783,9.4,7.925,7.783,7.025,6.342,6.325,6.508,6.625,7.525,7.867,7.925,8.367,8.925,10.35,9.375,7.867,8.325,8.183
Peru,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,50.414,51.034,53.954,58.537,66.126,74.232,87.459,102.187,120.898,122.214,149.284,170.662,193.021,203.056,204.2,194.425,198.94,219.525,229.824,236.414,209.984,229.832,248.204,271.78,294.675
Uruguay,Expenditure - General government - Percent of GDP,Annual,Units,26.564,27.817,27.598,27.731,26.612,26.274,26.827,26.752,26.292,27.193,27.4,26.329,27.678,28.827,29.096,28.351,29.668,29.727,30.342,30.585,32.788,30.215,29.996,30.524,31.143
Peru,Unemployment rate,Annual,Units,7.847,9.246,9.413,9.428,9.435,9.583,8.527,8.399,8.379,8.386,7.9,7.665,6.801,5.956,5.571,6.489,6.75,6.886,6.653,6.581,13.036,10.732,7.751,6.784,6.4
Uruguay,Gross national savings - Percent of GDP,Annual,Units,16.258,15.999,13.589,14.157,15.676,16.322,18.435,18.611,22.296,18.493,18.443,19.993,18.671,19.075,17.935,19.139,18.213,15.935,14.394,15.411,15.592,15.763,14.866,14.133,14.562
Peru,Gross national savings - Percent of GDP,Annual,Units,14.379,14.154,14.651,15.634,16.216,16.948,22.129,23.755,22.413,20.371,22.301,22.008,21.175,20.823,20.395,19.684,20.544,20.408,20.521,20.636,20.361,19.723,17.894,19.545,21.685
Paraguay,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,8.856,8.496,7.196,7.691,9.624,10.738,13.43,17.856,24.615,22.355,27.129,33.737,33.296,38.651,40.378,36.211,36.09,38.997,40.225,37.925,35.432,39.951,41.953,43.118,44.458
Peru,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-3.064,-2.351,-2.031,-1.592,0.094,1.563,3.331,1.488,-4.372,-0.518,-2.386,-1.978,-2.867,-4.806,-4.293,-4.596,-2.213,-0.916,-1.238,-0.701,0.75,-2.215,-4.017,0.324,2.169
Uruguay,Current account balance (credit less debit) - Percent of GDP,Annual,Units,,,,,,,,,,,,,-3.641,-3.208,-2.939,-0.253,0.824,0.011,-0.46,1.291,-0.641,-2.433,-3.789,-3.403,-1.034
Barbados,Structural balance - General government - Percent,Annual,Units,5.236,4.085,-5.143,-2.962,-2.949,-3.232,-3.903,-5.361,-5.016,-7.27,-8.219,-3.949,-7.376,-9.27,-6.613,-7.857,-4.591,-3.663,-0.321,2.849,-3.308,-3.641,-1.749,-1.583,-0.843
Aruba,Expenditure - General government - Percent of GDP,Annual,Units,21.606,22.508,24.66,25.136,29.245,24.477,24.827,22.62,25.359,26.888,30.443,27.199,30.761,29.454,29.834,25.373,25.119,24.558,24.863,24.032,41.916,31.365,23.525,22.411,21.225
Bahamas,Gross debt - General government - Percent of GDP,Annual,Units,19.176,18.48,19.435,20.841,21.62,22.954,23.154,23.49,25.344,30.089,33.883,35.262,37.589,44.248,47.748,49.941,51.057,54.649,61.513,60.314,71.925,90.662,84.656,78.291,73.813
Aruba,Population - Persons for countries / Index for country groups,Annual,Millions,0.102,0.102,0.103,0.105,0.106,0.107,0.109,0.109,0.109,0.109,0.109,0.108,0.107,0.107,0.108,0.108,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109
Barbados,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-3.376,-3.448,-4.809,-3.423,-9.628,-9.529,-9.394,-4.29,-8.528,-5.313,-4.059,-10.381,-7.47,-7.33,-8.067,-5.456,-3.86,-3.418,-3.578,-1.6,-4.99,-10.262,-9.889,-8.779,-4.47
Aruba,Unemployment rate,Annual,Units,6.923,6.5,8.1,11.4,9.5,8.8,9.3,5.708,6.9,10.3,10.6,8.9,9.6,7.6,7.5,7.3,7.7,8.9,7.3,5.2,8.6,8.8,4.3,4,4.27
Bahamas,Unemployment rate,Annual,Units,7,6.9,9.102,10.835,10.202,10.17,7.628,7.853,8.703,14.246,15.082,15.889,14.367,15.782,14.636,13.379,12.15,10.1,10.35,10.1,25.883,17.398,10.68,10.174,9.429
Bahamas,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,26601.368,26971.273,28357.927,27896.338,28056.572,30030.89,30594.671,31498.523,30787.585,28793.341,28725.135,28365.859,29895.418,28918.977,30441.264,32022.083,31811.467,32984.165,33618.059,34455.207,26612.553,30522.745,34801.709,37827.627,38791.831
Bahamas,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-1.515,-3.835,0.084,-0.173,1.606,-3.098,-10.141,-8.987,-8.282,-8.095,-7.884,-10.935,-14.289,-14.474,-19.684,-12.488,-12.395,-13.28,-9.355,-2.117,-21.996,-20.221,-8.87,-7.001,-7.617
Aruba,Current account balance (credit less debit) - Percent of GDP,Annual,Units,11.345,16.35,-16.996,-8.182,12.156,4.908,12.702,9.687,0.018,6.935,-18.737,-10.02,3.602,-11.957,-4.797,3.881,4.557,0.959,-0.53,0.193,-17.302,-2.27,6.522,5.577,9.531
Bahamas,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.298,1.425,-0.478,-0.496,-0.676,0.129,0.727,0.451,0.529,-0.884,-0.792,-0.778,-1.463,-3.164,-2.533,-1.235,-0.295,-3.85,-0.8,0.837,-4.181,-8.135,-1.276,0.272,2.741
Bahamas,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,8.076,8.318,8.881,8.87,9.055,9.836,10.167,10.618,10.526,9.982,10.096,10.07,10.72,10.475,11.139,11.838,11.881,12.447,12.819,13.277,10.363,12.037,13.897,15.271,15.833
Aruba,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.873,1.896,1.962,2.044,2.255,2.36,2.47,2.678,2.843,2.554,2.454,2.638,2.615,2.728,2.791,2.963,2.984,3.092,3.276,3.347,2.456,2.855,3.266,3.769,4.192
Aruba,Gross debt - General government - Percent of GDP,Annual,Units,38.613,44.326,47.079,40.848,42.543,45.093,45.518,44.558,40.31,48.785,54.662,59.347,65.533,70.032,77.709,74.177,75.387,75.825,73.31,72.086,117.028,110.656,97.752,82.463,70.163
Aruba,Gross national savings - Percent of GDP,Annual,Units,29.193,25.602,22.528,21.55,25.352,24.261,22.665,21.897,24.051,17.923,13.255,12.481,13.084,15.247,17.53,21.689,21.621,21.108,20.394,18.096,8.263,15,22.61,28.624,33.356
Aruba,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.645,-0.835,-3.169,1.896,-8.531,-2.957,-2.541,-1.046,1.466,-2.631,-3.487,-6.429,-8.955,-6.048,-7.459,-1.475,-1.455,-2.587,-2.641,-0.246,-16.908,-9.956,-0.505,3.086,3.769
Bahamas,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.093,0.302,-1.668,-1.629,-1.947,-1.155,-0.439,-0.773,-0.824,-2.388,-2.57,-2.868,-3.253,-5.098,-4.511,-3.337,-2.61,-6.05,-3.283,-1.68,-7.109,-11.902,-5.526,-3.655,-1.2
Bahamas,Gross national savings - Percent of GDP,Annual,Units,28.67,23.038,24.293,24.1,24.798,24.238,23.375,21.524,21.174,19.959,20.102,19.248,17.053,14.156,10.499,10.48,13.976,13.366,14.953,23.677,-0.046,5.742,17.488,17.418,18.848
Jamaica,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,9.3,9.433,9.971,9.675,10.439,11.524,12.256,13.215,14.099,12.421,13.535,14.787,15.149,14.582,14.225,14.927,14.931,15.726,16.767,17.002,15.079,15.982,18.71,21.299,21.9
Jamaica,Gross national savings - Percent of GDP,Annual,Units,17.262,17.851,16.272,18.242,21.299,15.453,17.922,15.919,6.277,13.32,13.793,8.778,11.294,12.491,14.51,18.112,21.063,21.493,22.182,22.77,18.556,19.249,23.371,27.331,23.961
Belize,Gross national savings - Percent of GDP,Annual,Units,18.873,11.614,8.84,7.051,9.479,12.321,19.441,17.456,12.804,15.581,12.332,14.579,13.007,13.176,10.716,14.397,15.493,11.753,9.53,9.852,19.953,17.71,14.149,16.396,16.683
Jamaica,Expenditure - General government - Percent of GDP,Annual,Units,25.71,27.848,30.078,31.094,30.685,28.585,30.145,30.556,33.92,37.689,32.336,31.169,29.052,26.344,26.065,25.946,26.472,26.895,27.533,27.484,30.127,27.563,27.121,27.675,30.043
Belize,Unemployment rate,Annual,Units,11.4,11.4,10,12.9,11.6,11,9.4,10.3,8.2,12.827,18.515,16.726,15.275,12.926,11.6,10.143,9.541,9.328,9.377,9.041,13.75,10.254,6.099,3.346,2.6
Belize,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.138,1.172,1.244,1.308,1.4,1.474,1.59,1.706,1.738,1.688,1.749,1.832,1.917,2.035,2.138,2.193,2.24,2.266,2.286,2.381,2.047,2.429,2.847,3.052,3.204
Puerto Rico,Gross debt - General government - Percent of GDP,Annual,Units,,,,,,,33.447,36.897,40.764,46.508,48.339,49.997,53.732,52.308,54.546,52.736,49.877,51.205,52.447,48.83,50.22,48.874,16.687,16.596,16.87
Barbados,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,3.312,3.306,3.364,3.479,3.754,4.213,4.702,5.273,5.401,5.064,5.138,5.302,5.233,5.338,5.366,5.288,5.331,5.517,5.63,5.788,5.168,5.275,6.257,6.721,7.169
Barbados,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,6.107,5.295,-1.278,0.865,0.52,0.504,0.096,-1.079,-0.44,-2.249,-2.593,1.352,-1.631,-3.276,-0.479,-1.802,2.023,3.008,3.052,5.153,-0.906,-0.813,2.364,3.486,4.279
Barbados,Gross national savings - Percent of GDP,Annual,Units,15.226,12.659,13.29,15.448,9.894,9.63,9.684,12.529,7.68,9.638,9.943,4.603,6.785,7.148,6.404,9.632,10.994,10.686,9.335,11.732,11.442,6.507,6.861,7.211,12.576
Barbados,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,4.944,4.048,-5.238,-3.023,-2.885,-2.943,-3.308,-4.309,-4.168,-6.537,-7.49,-3.638,-7.039,-8.97,-6.592,-8.149,-4.84,-3.868,-0.342,3.032,-4.473,-4.345,-1.903,-1.685,-0.878
Barbados,Unemployment rate,Annual,Units,9.35,9.85,10.3,11,9.575,9.075,8.725,7.425,8.125,9.975,10.25,11.15,11.5,11.625,12.275,11.3,9.65,9.95,10.05,10.088,15.724,14.1,8.15,8.217,7.913
Barbados,Net debt - General government - Percent of GDP,Annual,Units,51.346,53.371,61.55,62.588,62.249,61.374,65.548,66.616,71.724,85.839,91.886,95.589,106.923,116.318,121.023,130.567,134.158,141.794,113.182,106.654,136.953,120.559,112.776,110.623,104.001
Barbados,Gross debt - General government - Percent of GDP,Annual,Units,56.631,62.339,65.523,65.279,64.508,66.272,67.738,68.63,73.788,88.198,95.278,99.025,108.807,118.402,122.44,131.623,135.269,142.847,114.212,107.646,138.17,121.594,113.683,111.477,104.805
Barbados,Population - Persons for countries / Index for country groups,Annual,Millions,0.27,0.271,0.271,0.272,0.273,0.274,0.275,0.276,0.277,0.278,0.28,0.281,0.282,0.283,0.283,0.284,0.285,0.286,0.286,0.287,0.288,0.289,0.289,0.29,0.291
Barbados,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,12271.786,12214.816,12389.628,12778.456,13744.668,15373.873,17097.168,19095.524,19477.377,18183.486,18376.607,18893.915,18583.31,18893.842,18935.288,18605.705,18704.689,19310.373,19654.52,20156.276,17951.935,18276.871,21624.512,23167.298,24648.429
Barbados,Expenditure - General government - Percent of GDP,Annual,Units,20.81,21.877,30.772,29.271,27.678,27.874,26.389,27.603,28.593,29.399,29.493,27.769,30.402,30.809,29.105,31.346,30.447,29.694,26.67,23.542,32.606,30.378,29.427,28.321,29.75
Puerto Rico,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,,,,,,,,,,,,,-3.073,-2.116,-1.843,-1.109,0.025,1.899,-0.551,-0.257,1.789,0.327,-0.538
Puerto Rico,Expenditure - General government - Percent of GDP,Annual,Units,,,,,,,,,,,,,,,22.514,21.513,20.976,21.926,22.129,21.068,21.362,21.226,20.571,22.173,22.095
Jamaica,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-0.783,-4.77,-6.554,-5.424,-4.555,-3.222,-4.742,-3.703,-7.322,-10.844,-6.172,-6.241,-3.974,0.116,-0.483,-0.275,-0.183,0.425,1.104,0.846,-2.867,0.841,0.258,0.035,0.219
Jamaica,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,9.808,6.705,5.91,10.24,9.978,9.603,6.904,7.673,4.813,6.032,4.503,3.09,5.263,7.442,7.285,6.803,7.146,7.011,6.988,6.579,3.247,6.246,5.264,5.191,5.366
Belize,Expenditure - General government - Percent of GDP,Annual,Units,23.16,25.857,24.378,24.559,21.703,21.401,21.167,22.058,21.776,23.18,23.304,23.473,22.056,23.808,24.816,27.948,27.662,27.669,26.931,27.532,33.153,25.733,23.424,25.793,26.289
Belize,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-6.682,-7.234,-5.407,-8.411,-4.522,-3.703,-2.27,-0.187,1.253,-2.464,-1.903,-1.056,-0.224,-1.208,-1.724,-5.143,-4.473,-3.481,-1.366,-2.902,-8.567,-3.291,-1.043,-2.424,-1.231
Belize,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-14.196,-16.242,-13.291,-14.086,-11.064,-10.257,-1.596,-3.053,-8.334,-4.907,-2.615,-1.089,-1.727,-3.567,-6.354,-7.968,-7.298,-6.974,-6.597,-7.754,-6.248,-6.5,-8.275,-0.649,-1.615
Jamaica,Gross debt - General government - Percent of GDP,Annual,Units,89.486,105.273,115.413,120.084,116.901,121.51,114.157,111.581,123.809,138.339,137.824,135.937,140.255,135.226,134.404,115.926,106.906,95.102,88.256,87.72,101.271,86.275,70.167,66.545,62.43
Puerto Rico,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,,,,,,,,,,,,,-0.953,-0.24,0.378,1.146,2.282,4.019,1.545,1.724,2.483,1.296,0.366
Jamaica,Unemployment rate,Annual,Units,15.5,15,14.2,11.8,12.2,11.225,10.325,9.85,10.575,11.35,12.375,12.4,13.925,15.275,13.75,13.5,13.2,11.65,9.125,7.7,10.2,8.375,6.267,4.4,4.175
Belize,Population - Persons for countries / Index for country groups,Annual,Millions,0.25,0.256,0.263,0.269,0.276,0.284,0.291,0.299,0.307,0.315,0.322,0.328,0.334,0.342,0.349,0.357,0.364,0.371,0.379,0.386,0.393,0.399,0.397,0.404,0.411
Puerto Rico,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,16192.127,18243.709,18972.77,19820.208,20988.989,21959.317,22935.951,23664.874,24898.335,25768.726,26435.742,27278.853,27944.742,28513.15,28981.343,29755.35,30585.55,31347.273,31549.375,32851.875,32643.179,33258.313,35576.156,36926.516,39612.165
Puerto Rico,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,61.702,69.669,72.546,75.834,80.322,83.915,87.276,89.524,93.639,96.386,98.381,100.352,101.565,102.45,102.446,103.376,104.337,103.446,100.958,105.126,103.131,106.427,113.844,118.375,125.842
Puerto Rico,Unemployment rate,Annual,Units,10.2,11.4,12.2,12,10.6,11.3,10.6,11.1,11.8,15.4,16.4,16,14.5,14.2,13.8,12.1,11.8,10.9,9.2,8.3,8.8,8,6,5.9,5.6
Jamaica,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-3.95,-8.044,-10.771,-7.993,-4.805,-9.296,-9.65,-15.361,-19.816,-9.078,-6.907,-13.289,-9.507,-9.305,-7.834,-2.881,-0.291,-2.527,-1.401,-1.78,-1.041,0.934,-0.727,2.671,3.1
Belize,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,4556.836,4576.71,4736.493,4856.653,5066.202,5198.495,5464.195,5710.295,5666.241,5357.376,5424.01,5577.698,5737.057,5956.861,6123.803,6148.204,6150.767,6102.103,6035.101,6166.947,5209.415,6081.048,7161.557,7551.652,7796.261
Jamaica,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,3601.679,3621.311,3805.839,3679.513,3955.733,4351.469,4611.271,4954.622,5267.486,4624.153,5021.383,5470.905,5589.85,5374.083,5238.005,5488.985,5486.103,5769.269,6139.4,6218.412,5508.814,5832.058,6819.746,7754.694,7964.675
Belize,Gross debt - General government - Percent of GDP,Annual,Units,,49.542,53.189,67.194,70.669,72.733,71.368,66.443,64.667,69.73,68.417,66.219,63.133,62.78,61.544,65.077,70.457,78.115,79.023,78.621,103.037,82.209,66.826,67.495,65.436
Jamaica,Population - Persons for countries / Index for country groups,Annual,Millions,2.582,2.605,2.62,2.629,2.639,2.648,2.658,2.667,2.677,2.686,2.696,2.703,2.71,2.713,2.716,2.719,2.722,2.726,2.731,2.734,2.737,2.74,2.743,2.747,2.75
Belize,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-4.927,-4.947,-2.837,-5.03,-0.108,1.501,3.081,3.071,4.199,0.566,1.051,1.736,1.314,0.857,0.338,-3.019,-2.14,-0.999,1.254,-0.274,-6.804,-1.85,0.686,-0.161,1.293
Suriname,Expenditure - General government - Percent of GDP,Annual,Units,24.362,21.838,22.199,19.177,20.813,22.205,22.209,22.582,20.499,24.021,21.027,21.049,25.064,26.179,25.157,29.881,27.909,28.74,29.461,40.502,30.204,32.021,29.537,29.027,29.205
Trinidad and Tobago,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.175,0.617,-0.201,1.901,1.912,2.465,1.609,3.243,5.702,-4.883,0.136,-0.689,-1.276,-2.702,-4.336,-7.373,-9.841,-10.453,-5.892,-3.72,-11.832,-8.393,0.956,-1.197,-5.267
Suriname,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-7.675,3.982,-2.574,1.378,-0.452,-1.6,1.997,6.14,2.987,3.198,0.654,3.222,0.525,-1.4,-1.825,-6.871,-7.69,-6.123,-5.774,-17.347,-8.309,-0.542,1.031,1.412,0.337
Suriname,Structural balance - General government - Percent,Annual,Units,,,-5.074,1.065,-1.16,-3.385,0.455,4.88,2.275,1.996,-0.414,1.808,-2.731,-4.38,-5.586,-7.48,-8.013,-6.017,-5.023,-21.484,-10.723,-5.779,-2.979,0.337,1.143
Suriname,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-0.701,-24.068,-13.638,-5.05,-6.886,-6.129,7.844,10.32,8.583,2.682,13.913,9.108,3.044,-3.557,-7.419,-15.341,-4.838,1.935,-2.843,-11.233,8.967,5.717,1.887,4.328,0.209
Cyprus,Population - Persons for countries / Index for country groups,Annual,Millions,0.69,0.698,0.706,0.714,0.723,0.733,0.744,0.758,0.776,0.797,0.819,0.84,0.862,0.863,0.86,0.861,0.864,0.87,0.879,0.89,0.902,0.896,0.905,0.926,0.936
Iran,Unemployment rate,Annual,Units,16.046,16.626,12.2,11.3,12.3,11.5,11.3,10.5,10.4,11.9,13.5,12.3,12.1,10.4,10.6,11,12.425,12.075,12.125,10.65,9.6,9.175,9,8.075,7.55
Suriname,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.355,1.167,1.474,1.729,2,2.393,2.812,3.144,3.783,4.15,4.677,4.735,5.332,5.51,5.612,5.126,3.317,3.592,3.996,4.016,2.912,3.084,3.631,3.445,4.452
