COUNTRY,INDICATOR,FREQUENCY,SCALE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Fiji,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-1.33,-4.501,-3.68,-3.458,-0.982,-1.179,-0.757,0.357,1.559,-2.764,-1.295,-0.719,-0.683,-0.079,-3.484,-3.907,-5.699,-2.285,-4.822,-3.652,-8.343,-14.222,-12.275,-7.153,-3.495
Fiji,Unemployment rate,Annual,Units,5.512,5.951,6.388,6.822,7.255,7.3,7.7,8.6,8.8,8.7,7.1,7.1,6.8,6.367,6.2,5.5,5.5,4.5,4.5,4.5,13.351,9,6.5,6.5,6.5
Fiji,Expenditure - General government - Percent of GDP,Annual,Units,24.173,26.989,28.12,26.737,24.694,24.035,25.396,23.507,22.835,26.195,25.548,26.504,26.017,25.909,30.189,30.644,32.082,28.13,32.494,30.72,32.694,35.757,33.912,30.201,30.814
Fiji,Net debt - General government - Percent of GDP,Annual,Units,34,31.713,38.106,43.058,43.183,43.181,44.065,42.952,42.744,47.005,48.34,45.46,42.087,40.989,40.223,39.038,39.802,38.607,41.342,44.437,58.678,77.355,81.033,75.78,71.537
Fiji,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.082,-1.995,-1.168,-1.03,1.416,1.173,1.72,3.431,4.36,0.388,2.074,2.974,2.731,3.14,-0.492,-0.863,-2.852,0.286,-2.268,-0.867,-4.946,-10.115,-8.564,-3.271,0.493
Fiji,Gross debt - General government - Percent of GDP,Annual,Units,35.921,41.934,44.538,46.444,45.894,45.318,50.325,46.437,47.932,51.501,53.355,50.977,48.625,47.399,46.207,44.275,44.556,43.427,45.768,49.484,65.808,86.656,91.494,82.926,79.109
Fiji,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,2274.643,2234.467,2463.316,3072.964,3596.695,3940.024,4050.9,4405.164,4553.695,3682.455,4010.982,4802.511,5022.15,5277.41,5622.351,5397.131,5658.236,6049.889,6269.882,5968.379,4692.746,4588.805,5459.654,5970.919,6467.915
Fiji,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-3.824,-4.422,0.749,-4.077,-11.065,-5.615,-13.972,-9.586,-13.365,-2.068,-3.845,-4.671,-0.998,-8.83,-5.552,-3.257,-3.538,-6.647,-8.422,-11.777,-11.968,-6.487,-15.347,-6.623,-7.809
Fiji,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.824,1.798,1.996,2.509,2.954,3.257,3.361,3.688,3.816,3.106,3.402,4.094,4.303,4.539,4.857,4.682,4.93,5.353,5.581,5.345,4.228,4.159,4.978,5.477,5.968
Fiji,Population - Persons for countries / Index for country groups,Annual,Millions,0.802,0.805,0.81,0.816,0.821,0.827,0.83,0.837,0.838,0.843,0.848,0.852,0.857,0.86,0.864,0.868,0.871,0.885,0.89,0.896,0.901,0.906,0.912,0.917,0.923
Armenia,Expenditure - General government - Percent of GDP,Annual,Units,,,,,,19.871,20,22.42,22.236,28.553,26.201,24.964,22.415,23.797,23.991,26.331,27.048,26.027,24.05,24.902,30.648,28.667,26.379,26.874,28.993
Belarus,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,10.785,12.778,15.092,18.42,23.928,31.239,38.219,46.815,62.798,50.855,57.22,61.368,65.669,75.496,78.736,56.329,47.703,54.723,60.011,64.414,61.312,68.207,73.735,71.792,76.208
Azerbaijan,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-3.539,-0.945,-12.329,-27.772,-29.824,1.264,17.67,27.288,33.68,22.965,28.425,25.998,21.406,16.609,13.864,-0.42,-3.604,4.071,12.844,9.061,-0.533,15.124,29.792,11.5,6.285
Belarus,Gross debt - General government - Percent of GDP,Annual,Units,,,,,9.223,8.115,12.274,15.813,20.295,32.547,36.805,58.223,36.946,36.859,38.791,53.007,53.482,53.16,47.515,40.999,47.493,41.182,40.844,40.724,39.888
Armenia,Population - Persons for countries / Index for country groups,Annual,Millions,3.212,3.2,3.183,3.165,3.146,3.127,3.107,3.087,3.066,3.037,3.02,3.024,3.022,3.014,3.005,2.992,2.979,2.969,2.963,2.962,2.962,2.969,2.984,3.034,3.116
Armenia,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,595.169,662.051,746.684,886.946,1136.729,1567.095,2054.635,2982.239,3803.669,2847.479,3066.164,3353.7,3514.003,3690.126,3863.927,3526.713,3539.624,3882.604,4205.216,4598.782,4267.453,4674.214,6539.113,7972.505,8330.239
Belarus,Population - Persons for countries / Index for country groups,Annual,Millions,9.99,9.929,9.866,9.797,9.73,9.664,9.605,9.561,9.528,9.505,9.484,9.462,9.447,9.443,9.449,9.461,9.469,9.459,9.439,9.42,9.38,9.303,9.228,9.178,9.133
Azerbaijan,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.539,22.024,19.672,1.833,1.99,2.908,0.85,2.545,17.342,6.036,13.836,10.935,3.813,1.749,2.891,-4.462,-0.743,-0.909,6.106,9.648,-5.607,4.879,6.435,8.626,4.41
Armenia,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-15.781,-10.44,-6.219,-6.181,-2.204,-2.529,-2.395,-7.357,-14.225,-16.484,-13.622,-10.44,-9.962,-7.297,-7.75,-2.662,-0.957,-1.261,-7.228,-7.057,-3.998,-3.396,0.738,-2.77,-4.602
Albania,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-7.772,-6.837,-6.212,-5.006,-5.163,-3.458,-3.263,-3.179,-4.884,-6.586,-3.52,-3.516,-3.441,-5.215,-5.458,-4.318,-1.498,-1.406,-1.597,-1.921,-6.665,-4.571,-3.639,-1.319,-0.725
Kazakhstan,Gross debt - General government - Percent of GDP,Annual,Units,,,17.592,14.962,11.392,8.104,6.677,4.092,6.766,10.227,10.683,10.161,12.125,12.603,14.496,21.882,19.677,19.869,20.259,19.944,26.357,25.1,23.524,22.982,24.377
Georgia,Population - Persons for countries / Index for country groups,Annual,Millions,4.117,4.038,3.991,3.966,3.938,3.917,3.888,3.873,3.848,3.829,3.8,3.774,3.739,3.718,3.717,3.722,3.729,3.726,3.73,3.724,3.717,3.729,3.689,3.736,3.695
Georgia,Expenditure - General government - Percent of GDP,Annual,Units,16.917,16.822,15.985,16.083,18.853,21.608,22.657,27.651,31.774,34.835,30.963,27.132,27.734,26.597,27.515,26.992,27.816,27.21,26.722,28.671,34.107,31.189,28.507,29.683,30.258
Kazakhstan,Net debt - General government - Percent of GDP,Annual,Units,,,7.852,3.58,0.028,-6.147,-10.903,-15.574,-13.913,-11.03,-10.249,-12.706,-15.941,-17.604,-19.14,-30.754,-23.759,-15.671,-14.931,-13.909,-8.624,-3.347,-1.238,0.185,2.296
Kazakhstan,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,2.208,3.685,2.74,5.599,7.195,4.183,1.54,-1.417,1.816,5.708,3.783,4.418,2.014,-5.887,-4.279,-5.229,1.786,-0.765,-7.681,-4.361,0.82,-0.56,-0.771
Georgia,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.813,1.005,1.727,1.367,4.987,3.15,4.015,1.367,-1.307,-5.439,-3.546,0.296,0.199,-0.433,-0.996,-0.208,-0.388,0.713,0.344,-0.596,-7.612,-4.655,-1.154,-0.851,-0.68
Kazakhstan,Structural balance - General government - Percent,Annual,Units,,,2.15,3.865,4.377,6.935,7.786,4.669,-0.021,0.264,1.053,2.99,2.755,3.196,1.467,-4.994,-3.45,-3.422,3.271,0.387,-3.444,-2.721,0.377,-1.95,-2.678
Kazakhstan,Unemployment rate,Annual,Units,12.753,10.475,9.35,8.8,8.375,8.1,7.75,7.275,6.625,6.525,5.775,5.4,5.3,5.25,5.075,4.975,4.975,4.9,4.85,4.8,4.925,4.9,4.875,4.725,4.65
Albania,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-1.872,-2.645,-2.155,-0.606,-1.31,-0.221,-0.398,-0.535,-1.987,-3.413,-0.164,-0.355,-0.327,-2.005,-2.585,-1.624,0.965,0.652,0.602,0.131,-4.588,-2.652,-1.796,0.694,1.438
Albania,Unemployment rate,Annual,Units,16.8,16.44,15.751,15,14.4,14.1,13.8,13.4,13.1,13.8,14,14,13.4,15.9,17.5,17.1,15.2,13.7,12.3,11.47,11.675,11.5,10.8,9.5,8.8
Belarus,Unemployment rate,Annual,Units,6.961,7.096,7.471,7.931,7.347,6.57,6.295,5.962,5.844,5.808,5.738,5.588,5.536,5.436,5.417,5.821,5.92,5.684,4.825,4.191,4.082,3.893,3.58,3.455,3.036
Azerbaijan,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,656.386,674.783,760.812,879.863,1039.818,1567.194,2453.261,3813.751,5564.444,4964.696,5880.509,7238.602,7545.553,7926.6,7938.578,5524.527,3897.788,4217.653,4759.796,4841.145,4280.429,5468.269,7831.176,7151.946,7251.303
Armenia,Gross national savings - Percent of GDP,Annual,Units,2.451,5.404,11.939,18.211,22.675,27.938,33.511,30.426,26.647,18.186,19.247,16.84,15.366,14.856,13.533,18.069,17.059,17.161,15.171,10.352,15.666,19.567,23.116,20.171,19.231
Azerbaijan,Unemployment rate,Annual,Units,11.777,10.913,10.037,9.167,7.987,7.256,6.615,6.326,5.856,5.742,5.631,5.424,5.185,4.973,4.913,4.958,5.043,4.961,4.944,5.004,7.244,6.039,5.646,5.456,5.394
Azerbaijan,Gross debt - General government - Percent of GDP,Annual,Units,13.133,12.954,11.885,10.659,9.71,6.855,5.297,4.003,3.221,4.726,4.981,4.967,5.831,6.179,8.533,17.98,20.608,22.509,18.685,17.656,21.327,26.349,17.324,21.807,21.672
Belarus,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,-4.738,-7.807,-6.739,-7.063,-6.706,-7.705,-7.821,-10.906,-7.232,-4.187,-2.806,0.36,-0.982,0.092,-2.964,-1.659,-0.337,1.805,0.91,-2.87,-0.223,-1.976,0.758,1.047
Azerbaijan,Population - Persons for countries / Index for country groups,Annual,Millions,8.033,8.114,8.191,8.269,8.349,8.447,8.553,8.666,8.779,8.922,8.997,9.111,9.235,9.356,9.477,9.593,9.705,9.81,9.898,9.951,9.974,10.026,10.063,10.127,10.249
Azerbaijan,Gross national savings - Percent of GDP,Annual,Units,16.223,19.552,19.652,23.413,25.389,38.681,44.281,44.611,49.45,39.805,44.138,46.265,43.758,42.217,40.476,27.492,22.075,27.348,30.56,27.373,22.024,31.527,38.152,27.783,22.232
Armenia,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,,,,-1.517,-1.611,-2.018,-1.465,-7.171,-4.107,-1.942,-0.551,-0.567,-0.666,-3.368,-3.693,-2.633,0.559,1.431,-2.74,-1.997,0.222,0.651,-0.613
Belarus,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,-4.036,-7.277,-6.247,-6.593,-6.365,-7.347,-7.434,-10.353,-6.48,-3.535,-1.733,1.735,0.004,1.127,-1.29,0.31,1.636,3.771,2.647,-1.213,1.283,-0.544,2.346,2.373
Azerbaijan,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,0.145,21.764,19.393,1.605,1.781,2.741,0.663,2.337,17.194,5.857,13.831,10.86,3.705,1.643,2.742,-4.833,-1.17,-1.342,5.429,8.955,-6.44,4.205,5.963,7.921,4.057
Armenia,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.912,2.118,2.376,2.807,3.577,4.9,6.384,9.206,11.662,8.648,9.26,10.142,10.619,11.121,11.61,10.553,10.546,11.527,12.458,13.619,12.642,13.879,19.514,24.186,25.955
Belarus,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-4.257,-4.139,-2.158,-2.476,-4.981,1.468,-3.631,-6.435,-7.896,-12.059,-14.471,-8.233,-2.836,-10.023,-6.64,-3.251,-3.379,-1.74,0.038,-1.934,-0.291,3.163,3.413,-1.806,-3.185
Armenia,Gross debt - General government - Percent of GDP,Annual,Units,39.597,38.061,38.248,33.016,26.446,24.405,18.722,16.102,16.145,40.161,39.667,42.006,41.225,41.598,43.631,48.276,56.476,58.093,56.069,54.152,67.271,63.649,49.279,50.449,49.961
Belarus,Expenditure - General government - Percent of GDP,Annual,Units,,42.38,43.782,43.531,44.003,44.985,47.21,49.171,60.009,51.703,44.319,40.295,38.893,40.813,38.836,41.77,40.683,39.042,37.845,37.353,38.045,36.716,38.007,40.331,40.885
Belarus,Structural balance - General government - Percent,Annual,Units,,,,,,,,,,,-4.167,-3.618,-0.166,-1.453,-0.829,-2.335,-0.084,0.323,1.457,0.315,-2.871,-0.706,-0.67,1.224,0.513
Azerbaijan,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,5.273,5.475,6.232,7.276,8.682,13.239,20.983,33.05,48.852,44.297,52.909,65.952,69.684,74.164,75.235,52.997,37.83,41.375,47.113,48.174,42.693,54.825,78.807,72.428,74.316
Belarus,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,1079.61,1286.951,1529.813,1880.217,2459.175,3232.491,3979.115,4896.501,6590.856,5350.621,6033.415,6485.981,6951.407,7994.708,8333.161,5953.752,5037.653,5785.291,6357.962,6838.218,6536.527,7332.084,7990.348,7821.879,8344.628
Azerbaijan,Expenditure - General government - Percent of GDP,Annual,Units,18.24,16.785,23.139,21.662,24.216,22.498,25.299,26.068,31.439,34.506,31.958,33.735,36.636,37.779,36.374,38.699,35.425,35.571,33.183,32.52,40.157,32.168,26.177,32.727,33.909
Armenia,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,,,,-1.976,-1.95,-2.334,-1.757,-7.686,-4.979,-2.875,-1.493,-1.593,-1.943,-4.837,-5.632,-4.785,-1.752,-0.977,-5.403,-4.584,-2.111,-2.019,-3.69
Moldova,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-7.47,-1.808,-1.191,-6.57,-1.776,-7.556,-11.337,-15.248,-16.112,-8.923,-6.901,-10.121,-7.391,-5.163,-6.044,-5.951,-3.614,-5.837,-10.77,-9.421,-7.69,-12.408,-17.105,-11.338,-16.026
Kyrgyzstan,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-8.521,-5.086,-4.29,-3.656,-3.539,-2.239,-1.215,1.923,2.673,1.178,-5.125,-3.741,-4.919,-2.857,-2.309,-1.697,-4.888,-2.864,0.433,0.761,-2.127,0.028,0.735,2.641,2.744
Moldova,Expenditure - General government - Percent of GDP,Annual,Units,34.025,29.508,30.739,33.504,34.808,37.119,40.297,42.712,41.498,45.3,34.096,32.562,33.668,32.442,33.776,31.69,30.46,30.978,31.529,31.985,36.686,34.581,36.568,38.83,37.957
Georgia,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,763.707,820.006,875.188,1034.533,1338.086,1682.527,2052.257,2700.417,3419.915,2890.71,3269.917,4100.982,4518.061,4710.606,4833.664,4090.214,4142.174,4420.41,4800.794,4738.796,4308.286,5055.161,6773.539,8237.416,9141.846
Bulgaria,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,1625.322,1797.392,2090.683,2710.577,3370.382,3869.588,4477.028,5815.474,7161.75,6878.061,6754.23,7872.225,7453.726,7703.869,7925.445,7096.339,7593.706,8409.665,9473.889,9874.073,10215.862,12352.357,14069.944,15892.404,17434.514
Kazakhstan,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,1229.001,1490.927,1658.031,2068.124,2874.288,3771.35,5291.55,6771.417,8513.567,7165.251,9070.576,11634.176,12386.972,13891.075,12807.805,10511.371,7715.442,9248.382,9813.28,9813.064,9121.988,10373.954,11484.417,13157.579,14459.336
Albania,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-7.061,-6.316,-10.161,-7.764,-5.855,-9.106,-6.656,-10.58,-15.768,-15.383,-11.321,-12.917,-10.202,-9.253,-10.797,-8.609,-7.572,-7.492,-6.656,-7.482,-8.614,-7.676,-5.842,-1.204,-2.425
Kazakhstan,Current account balance (credit less debit) - Percent of GDP,Annual,Units,2.003,-6.272,-4.158,-0.884,0.777,0.628,-1.016,-4.547,0.965,-0.117,1.809,7.303,1.264,1.913,-1.288,-5.412,-5.073,-2.054,-0.984,-3.869,-6.462,-1.359,2.854,-3.608,-1.709
Albania,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,3.488,3.927,4.356,5.561,7.177,8.052,8.896,10.677,12.881,12.044,11.937,12.899,12.324,12.784,13.246,11.389,11.862,13.053,15.38,15.582,15.271,17.985,19.189,23.633,27.084
Albania,Gross national savings - Percent of GDP,Annual,Units,23.768,28.703,25.056,26.156,28.359,27.784,29.59,23.837,17.569,16.654,20.023,20.254,19.674,16.827,13.361,15.804,16.796,17.085,19.264,17.123,16.583,19.565,19.828,23.087,21.935
Georgia,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-1.921,-0.707,-0.186,-0.548,3.592,2.145,3.284,0.809,-1.922,-6.365,-4.477,-0.808,-0.71,-1.248,-1.779,-1.163,-1.49,-0.452,-0.803,-1.825,-9.158,-5.972,-2.198,-2.329,-2.295
Albania,Expenditure - General government - Percent of GDP,Annual,Units,33.838,32.685,31.535,29.68,30.155,28.892,29.191,29.309,31.726,32.679,29.387,28.923,28.229,29.193,31.729,30.758,29.139,29.162,28.655,28.81,32.384,31.943,30.283,28.544,28.937
Georgia,Gross debt - General government - Percent of GDP,Annual,Units,58.516,52.984,50.264,54.552,44.277,35.322,28.279,22.536,26.346,33.649,31.448,27.687,28.123,28.942,30.335,36.015,39.465,38.894,38.221,40.049,59.559,49.094,39.169,38.923,36.095
Kazakhstan,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,18.292,22.153,24.637,30.834,43.152,57.125,81.003,104.85,133.442,115.309,148.047,192.626,207.999,236.635,221.416,184.388,137.278,166.806,179.34,181.667,171.082,197.112,225.496,261.84,291.48
Albania,Gross debt - General government - Percent of GDP,Annual,Units,63.769,60.613,64.097,60.245,57.474,58.203,56.688,53.55,55.14,59.666,57.72,59.413,62.144,70.391,71.992,73.716,73.324,71.895,68.464,66.575,75.381,74.795,65.198,57.975,56.03
Kazakhstan,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,1.924,3.996,3.287,6.078,7.653,5.134,1.227,-1.328,1.47,5.811,4.431,4.946,2.482,-6.259,-4.503,-4.266,2.58,-0.57,-7.037,-4.966,0.105,-1.523,-1.597
Albania,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,1129.033,1283.237,1427.675,1829.632,2371.13,2673.773,2972.745,3595.053,4370.562,4114.09,4097.833,4439.89,4248.909,4415.6,4584.919,3953.611,4124.405,4542.76,5365.55,5459.304,5381.096,6396.387,6908.099,8594.203,9948.352
Kazakhstan,Gross national savings - Percent of GDP,Annual,Units,20.142,20.604,23.13,24.82,27.088,31.598,32.885,30.98,28.471,29.298,27.182,30.301,26.493,26.483,24.502,22.496,22.754,24.298,24.274,23.759,22.345,25.174,27.83,24.514,25.503
Kazakhstan,Expenditure - General government - Percent of GDP,Annual,Units,,,20.527,21.355,21.263,22.006,19.8,23.705,27.068,23.47,22.473,21.234,21.912,19.809,21.26,22.87,21.512,24.088,18.847,20.248,24.546,22.07,21.718,23.392,20.683
Albania,Population - Persons for countries / Index for country groups,Annual,Millions,3.089,3.06,3.051,3.04,3.027,3.011,2.993,2.97,2.947,2.928,2.913,2.905,2.9,2.895,2.889,2.881,2.876,2.873,2.866,2.854,2.838,2.812,2.778,2.75,2.722
Georgia,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,3.144,3.311,3.493,4.103,5.269,6.59,7.979,10.458,13.158,11.069,12.425,15.475,16.894,17.516,17.966,15.223,15.445,16.472,17.905,17.645,16.013,18.849,24.985,30.778,33.775
Georgia,Structural balance - General government - Percent,Annual,Units,,,,,-1.367,-0.997,-0.737,-0.594,-0.635,-0.88,-0.903,-0.746,-0.454,-0.915,-1.426,-1.027,-0.881,-2.664,-2.119,-1.976,-4.732,-2.319,0.531,0.381,-0.408
Albania,Net debt - General government - Percent of GDP,Annual,Units,,,,,,,,,,,,58.158,60.577,68.246,65.536,68.802,69.846,65.505,60.517,59.723,69.356,65.933,58.777,50.483,48.577
Georgia,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-5.595,-5.953,-6.21,-9.316,-6.76,-10.556,-14.93,-19.048,-21.364,-10.31,-9.648,-11.91,-11.144,-5.455,-9.931,-11.607,-12.211,-7.942,-6.659,-5.992,-12.432,-10.307,-4.421,-5.551,-4.416
Belarus,Gross national savings - Percent of GDP,Annual,Units,22.635,20.896,20.484,22.191,23.355,29.602,28.188,27.27,29.327,24.805,26.186,28.984,32.259,28.775,28.202,25.784,23.099,26.29,28.117,27.216,27.164,28.068,25.011,23.119,22.651
Kazakhstan,Population - Persons for countries / Index for country groups,Annual,Millions,14.884,14.858,14.859,14.909,15.013,15.147,15.308,15.484,15.674,16.093,16.322,16.557,16.792,17.035,17.288,17.542,17.793,18.036,18.275,18.513,18.755,19.001,19.635,19.9,20.159
Georgia,Unemployment rate,Annual,Units,10.3,11.1,13.5,12.7,13.9,15.1,15.4,17.4,17.9,18.3,27.2,27.2,26.7,26.4,23,21.9,21.7,21.6,19.2,17.6,18.5,20.6,17.3,16.4,13.9
Russia,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,278.264,328.475,370.062,461.518,633.294,817.717,1060.901,1393.416,1779.109,1307.927,1633.111,2046.621,2191.486,2288.428,2048.837,1356.703,1280.648,1575.14,1653.005,1695.724,1488.118,1828.927,2295.526,2059.759,2173.225
China,Current account balance (credit less debit) - Percent of GDP,Annual,Units,1.674,1.288,2.383,2.561,3.484,5.692,8.288,9.777,9.038,4.7,3.874,1.785,2.481,1.515,2.206,2.591,1.671,1.509,0.171,0.706,1.648,1.94,2.422,1.442,2.261
Russia,Structural balance - General government - Percent,Annual,Units,2.629,2.739,0.894,1.575,4.707,7.763,7.671,4.738,3.474,-4.418,-2.432,1.486,0.073,-1.56,-0.134,-3.077,-3.209,-1.002,2.944,1.987,-4.362,0.501,-1.2,-2.656,-2.356
Bulgaria,Structural balance - General government - Percent,Annual,Units,0.12,-0.128,-0.622,0.262,1.874,2.31,3.085,2.159,0.956,-0.484,-3.475,-1.954,-0.549,-1.325,-3.033,-2.702,1.369,0.577,-0.147,0.076,-1.403,-3.543,-1.453,-3.249,-3.193
Moldova,Population - Persons for countries / Index for country groups,Annual,Millions,2.934,2.928,2.92,2.911,2.906,2.897,2.89,2.883,2.879,2.876,2.873,2.873,2.873,2.871,2.869,2.845,2.824,2.78,2.73,2.685,2.644,2.627,2.565,2.492,2.423
Kyrgyzstan,Unemployment rate,Annual,Units,7.544,7.839,12.55,9.903,8.53,8.117,8.267,8.153,8.219,8.417,8.644,8.53,8.427,8.332,8.046,7.554,7.211,6.891,6.011,5.09,4.904,5.463,5.648,3.983,3.983
Bulgaria,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-0.605,-0.58,-0.614,0.003,1.593,2.187,3.221,3.086,2.732,-0.856,-3.769,-1.834,-0.434,-1.752,-3.652,-2.775,1.54,0.823,0.123,-0.961,-2.917,-2.801,-0.8,-3.034,-3.038
Bulgaria,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,13.246,14.183,16.403,21.146,26.158,29.868,34.38,44.432,54.476,52.024,50.69,57.682,54.297,55.82,57.081,50.766,53.929,59.288,66.318,68.639,70.658,84.477,90.719,102.434,112.232
Bulgaria,Unemployment rate,Annual,Units,18.134,17.514,17.416,13.856,12.191,10.172,9.022,6.935,5.664,6.878,10.211,11.349,12.38,13.038,11.524,9.233,7.666,6.23,5.273,4.275,5.207,5.249,4.206,4.395,4.234
Bulgaria,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-3.114,-3.625,-0.625,-3.381,-4.277,-9.428,-15.28,-23.892,-22.076,-8.315,-1.724,0.329,-0.847,1.274,2.115,0.017,3.028,3.157,0.655,1.662,0.443,-1.077,-2.671,-0.894,-1.601
Kyrgyzstan,Gross national savings - Percent of GDP,Annual,Units,15.447,16.237,20.213,21.759,20.371,20.011,21.324,21.172,14.78,22.569,20.439,17.431,19.172,19.689,19.405,18.433,19.985,24.554,15.744,13.565,21.942,15.392,-20.341,-25.208,-5.877
Kyrgyzstan,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-4.316,-1.546,2.825,10.129,6.08,3.798,-2.472,-5.077,-13.768,-4.314,-6.615,-7.734,-15.451,-13.853,-17,-15.852,-11.625,-6.197,-12.054,-11.452,4.516,-7.984,-41.922,-44.921,-25.291
Moldova,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-3.546,-0.345,-1.179,0.47,0.593,1.441,-0.419,0.148,-0.871,-6.383,-2.178,-2.05,-1.931,-1.565,-1.603,-1.93,-1.564,-0.65,-0.853,-1.466,-5.317,-2.617,-3.24,-5.13,-3.884
Bulgaria,Population - Persons for countries / Index for country groups,Annual,Millions,8.15,7.891,7.846,7.801,7.761,7.719,7.679,7.64,7.607,7.564,7.505,7.327,7.285,7.246,7.202,7.154,7.102,7.05,7,6.951,6.917,6.839,6.448,6.445,6.437
Bulgaria,Gross national savings - Percent of GDP,Annual,Units,15.942,17.727,19.906,18.699,19.162,18.329,16.793,9.749,14.968,20.241,20.798,21.687,21.041,22.28,23.619,21.017,21.99,22.974,21.772,22.358,20.576,19.62,20.016,18.856,18.753
Bulgaria,Net debt - General government - Percent of GDP,Annual,Units,36.719,34.677,26.328,21.602,16.176,9.074,2.288,0.077,-1.062,0.533,2.846,4.969,4.492,6.477,13.135,15.445,11.307,10.343,8.982,8.446,12.892,14.09,12.48,14.653,15.829
Bulgaria,Gross debt - General government - Percent of GDP,Annual,Units,73.341,67.06,53.404,45.428,37.764,28.472,22.608,17.588,14.702,14.54,14.064,14.335,16.545,17.165,26.266,25.359,27.007,22.919,20.1,18.382,22.715,23.838,22.484,22.886,24.078
Kyrgyzstan,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.368,1.525,1.606,1.92,2.214,2.459,2.837,3.807,5.139,4.69,4.794,6.198,6.604,7.335,7.467,6.678,6.813,7.703,8.271,9.372,8.283,9.256,12.269,15.187,17.491
Kyrgyzstan,Expenditure - General government - Percent of GDP,Annual,Units,30.215,28.088,29.35,28.077,28.457,29.066,29.13,29.595,27.884,32.541,37.107,37.367,40.584,38.147,38.508,38.084,38.923,37.02,33.06,30.84,32.073,32.078,35.019,32.896,33.708
Moldova,Unemployment rate,Annual,Units,8.5,7.3,6.8,7.9,8.1,7.3,7.4,5.1,4,6.4,7.4,6.7,5.6,5.1,3.9,5.025,4.225,4.125,3.05,5.119,3.825,3.251,3.109,4.593,3.955
Moldova,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,2.699,3.84,0.977,2.57,2.503,2.69,0.597,1.336,0.294,-4.988,-1.532,-1.368,-1.272,-1.124,-1.13,-1.181,-0.425,0.463,-0.046,-0.67,-4.462,-1.815,-2.243,-3.339,-2.511
Kyrgyzstan,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-10.697,-6.747,-5.9,-5.169,-4.892,-3.789,-2.095,1.277,1.924,0.378,-5.947,-4.705,-5.862,-3.699,-3.068,-2.517,-5.79,-3.733,-0.59,-0.074,-3.062,-0.707,-0.294,1.586,1.868
