date,country,cds_spread,yield_market,spread_M0,spread_M1,spread_M2,RNS_M0,RNS_M1,RNS_M2,yield_rf_M0,yield_rf_M1,yield_rf_M2,yield_rns_M0,yield_rns_M1,yield_rns_M2
2023-12-31,China,59.73,491.73,9.62531190402923e-06,9.62531190402923e-06,928.4501080900654,4.165570666181395e-08,2.7755575615628914e-13,252.82496290185765,432.0000096253119,432.0000096253119,1360.4501080900654,432.0000000416557,432.0000000000003,684.8249629018576
2024-01-31,China,64.72,496.72,2.712704507309479e-06,2.712704507309479e-06,937.137115317041,1.1178835634950701e-08,-1.3877787807814457e-13,263.3218548805516,432.0000027127045,432.0000027127045,1369.137115317041,432.0000000111788,431.9999999999999,695.3218548805517
2024-02-29,China,62.2,501.19999999999897,2.1951414031885084e-06,2.1951414031885084e-06,818.2159480152586,8.963801922945436e-09,0.0,185.8364359826529,439.0000021951404,439.0000021951404,1257.2159480152577,439.0000000089628,438.999999999999,624.8364359826519
2024-03-31,China,72.2,518.2,2.2170176817790626e-06,2.2170176817790626e-06,706.2427612630739,8.99863517034305e-09,1.3877787807814457e-13,130.1598317776021,446.0000022170177,446.0000022170177,1152.242761263074,446.00000000899865,446.0000000000001,576.1598317776021
2024-04-30,China,71.69,517.69,1.9746289058075877e-06,1.9746289058075877e-06,744.2544502224712,7.939759960606807e-09,1.3877787807814457e-13,146.6518738085177,446.0000019746289,446.0000019746289,1190.2544502224712,446.0000000079398,446.0000000000001,592.6518738085177
2024-05-31,China,61.23,532.23,9.560894300773435e-07,9.560894300773435e-07,798.8938798340813,3.7041897327227957e-09,0.0,173.83309061687225,471.0000009560895,471.0000009560895,1269.8938798340814,471.00000000370426,471.00000000000006,644.8330906168724
2024-06-30,China,66.2,520.2,5.7809312892315455e-09,5.7809312892315455e-09,718.058236684335,1.7832957333041577e-11,-2.0816681711721685e-13,134.1672656084309,454.000000005781,454.000000005781,1172.058236684335,454.0000000000179,453.99999999999983,588.167265608431
2024-07-31,China,66.21001,520.21001,1.314059971946767e-09,1.314059971946767e-09,873.7549163599673,3.677613769070831e-12,-2.0816681711721685e-13,216.58309170748464,454.0000000013141,454.0000000013141,1327.7549163599674,454.00000000000375,453.99999999999983,670.5830917074848
2024-08-31,China,57.25,482.25000000000006,117.21880893946619,117.21880894052593,656.7187265365059,7.2661130835453145,0.6276311914036464,146.67899109225473,542.2188089394663,542.218808940526,1081.718726536506,432.26611308354535,425.6276311914037,571.6789910922548
2024-09-30,China,58.77,483.77000000000004,111.15584148372577,111.1558414841389,777.6593424070275,6.779465776645677,1.9773255133320733,217.9442998951218,536.1558414837258,536.1558414841389,1202.6593424070275,431.77946577664574,426.9773255133321,642.9442998951218
2024-10-31,China,63.73,473.729999999999,116.39821044353583,116.39821044414185,877.3433649801375,7.841207996956354,2.0421285452610487,312.05913326753364,526.3982104435348,526.3982104441409,1287.3433649801364,417.84120799695535,412.04212854526,722.0591332675326
2024-11-30,China,64.73,527.73,122.18362248225223,122.18362248337905,557.1681459817669,9.523378275660063,2.068608030237687,124.29202779011696,585.1836224822522,585.183622483379,1020.1681459817669,472.52337827566004,465.06860803023767,587.292027790117
2024-12-31,China,65.7,528.7,128.61618834250044,128.61618834446017,461.3409726629915,10.220823687459093,2.2206463593264085,85.07649077919628,591.6161883425004,591.6161883444602,924.3409726629915,473.2208236874591,465.2206463593264,548.0764907791963
2015-01-31,Colombia,164.94,384.94,0.1538570050237703,0.15385700501577607,552.5435175655543,0.004789407077980534,4.299154095620643,197.49993362382813,220.15385700502378,220.15385700501577,772.5435175655543,220.004789407078,224.29915409562065,417.49993362382816
2015-02-28,Colombia,132.02,366.019999999999,0.25984085757967484,0.259840857519493,538.1807818359946,0.008408367077120116,0.23217670356699693,184.34605494279623,234.25984085757867,234.2598408575185,772.1807818359936,234.00840836707613,234.232176703566,418.34605494279526
2015-03-31,Colombia,157.62,391.619999999999,0.12002223926947647,0.12002223926814412,525.2419288033062,0.003457706792449333,0.24775102267761417,173.3500348942331,234.12002223926848,234.12002223926714,759.2419288033052,234.00345770679147,234.24775102267662,407.35003489423207
2015-04-30,Colombia,136.93,377.93,0.5657410390715041,0.5657410383201148,219.5297507119694,0.02109143224054283,0.09756079369063059,41.494943206730575,241.5657410390715,241.5657410383201,460.5297507119694,241.02109143224055,241.09756079369063,282.49494320673057
2015-05-31,Colombia,146.33,415.33000000000004,0.27698777383565387,0.2769877737725845,183.0075561536182,0.009320230061650447,0.03842614838704683,31.200561197469412,269.27698777383563,269.2769877737726,452.0075561536182,269.00932023006163,269.03842614838703,300.2005611974694
