country,year,indicator,value
Uruguay,2021,NGDPD,60742000000.0
Uruguay,2022,NGDPD,70600000000.0
Uruguay,2023,NGDPD,77997000000.0
Uruguay,2024,NGDPD,80961000000.0
Vietnam,2000,NGDPD,39585000000.0
Vietnam,2001,NGDPD,41297000000.0
Vietnam,2002,NGDPD,44563000000.0
Vietnam,2003,NGDPD,50233000000.0
Vietnam,2004,NGDPD,62877000000.0
Vietnam,2005,NGDPD,73197000000.0
Vietnam,2006,NGDPD,84301000000.0
Vietnam,2007,NGDPD,98426000000.0
Vietnam,2008,NGDPD,124756000000.0
Vietnam,2009,NGDPD,129022000000.0
Vietnam,2010,NGDPD,143212000000.0
Vietnam,2011,NGDPD,171312000000.0
Vietnam,2012,NGDPD,195169000000.0
Vietnam,2013,NGDPD,212728000000.0
Vietnam,2014,NGDPD,232888000000.0
Vietnam,2015,NGDPD,236795000000.0
Vietnam,2016,NGDPD,252146000000.0
Vietnam,2017,NGDPD,277071000000.0
Vietnam,2018,NGDPD,304470000000.0
Vietnam,2019,NGDPD,331818000000.0
Vietnam,2020,NGDPD,346310000000.0
Vietnam,2021,NGDPD,370076000000.0
Vietnam,2022,NGDPD,411068000000.0
Vietnam,2023,NGDPD,433008000000.0
Vietnam,2024,NGDPD,459472000000.0
South Africa,2000,NGDPD,151855000000.0
South Africa,2001,NGDPD,135527000000.0
South Africa,2002,NGDPD,129385000000.0
South Africa,2003,NGDPD,197017000000.0
South Africa,2004,NGDPD,256188000000.0
South Africa,2005,NGDPD,288749000000.0
South Africa,2006,NGDPD,304055000000.0
South Africa,2007,NGDPD,332650000000.0
South Africa,2008,NGDPD,316491000000.0
South Africa,2009,NGDPD,331184000000.0
South Africa,2010,NGDPD,417315000000.0
South Africa,2011,NGDPD,458708000000.0
South Africa,2012,NGDPD,434400000000.0
South Africa,2013,NGDPD,400877000000.0
South Africa,2014,NGDPD,381195000000.0
South Africa,2015,NGDPD,346663000000.0
South Africa,2016,NGDPD,323493000000.0
South Africa,2017,NGDPD,381317000000.0
South Africa,2018,NGDPD,405093000000.0
South Africa,2019,NGDPD,389245000000.0
South Africa,2020,NGDPD,337876000000.0
South Africa,2021,NGDPD,419878000000.0
South Africa,2022,NGDPD,407430000000.0
South Africa,2023,NGDPD,381334000000.0
South Africa,2024,NGDPD,401076000000.0
Zambia,2000,NGDPD,3601000000.0
Zambia,2001,NGDPD,3870000000.0
Zambia,2002,NGDPD,4194000000.0
Zambia,2003,NGDPD,4902000000.0
Zambia,2004,NGDPD,6221000000.0
Zambia,2005,NGDPD,8329000000.0
Zambia,2006,NGDPD,12762000000.0
Zambia,2007,NGDPD,14060000000.0
Zambia,2008,NGDPD,17914000000.0
Zambia,2009,NGDPD,15332000000.0
Zambia,2010,NGDPD,20264000000.0
Zambia,2011,NGDPD,23455000000.0
Zambia,2012,NGDPD,25502000000.0
Zambia,2013,NGDPD,28042000000.0
Zambia,2014,NGDPD,27145000000.0
Zambia,2015,NGDPD,21245000000.0
Zambia,2016,NGDPD,20965000000.0
Zambia,2017,NGDPD,25874000000.0
Zambia,2018,NGDPD,26312000000.0
Zambia,2019,NGDPD,23309000000.0
Zambia,2020,NGDPD,18138000000.0
Zambia,2021,NGDPD,22096000000.0
Zambia,2022,NGDPD,29164000000.0
Zambia,2023,NGDPD,27578000000.0
Zambia,2024,NGDPD,26326000000.0
