"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2000-M01","2000-M02","2000-M03","2000-M04","2000-M05","2000-M06","2000-M07","2000-M08","2000-M09","2000-M10","2000-M11","2000-M12","2001-M01","2001-M02","2001-M03","2001-M04","2001-M05","2001-M06","2001-M07","2001-M08","2001-M09","2001-M10","2001-M11","2001-M12","2002-M01","2002-M02","2002-M03","2002-M04","2002-M05","2002-M06","2002-M07","2002-M08","2002-M09","2002-M10","2002-M11","2002-M12","2003-M01","2003-M02","2003-M03","2003-M04","2003-M05","2003-M06","2003-M07","2003-M08","2003-M09","2003-M10","2003-M11","2003-M12","2004-M01","2004-M02","2004-M03","2004-M04","2004-M05","2004-M06","2004-M07","2004-M08","2004-M09","2004-M10","2004-M11","2004-M12","2005-M01","2005-M02","2005-M03","2005-M04","2005-M05","2005-M06","2005-M07","2005-M08","2005-M09","2005-M10","2005-M11","2005-M12","2006-M01","2006-M02","2006-M03","2006-M04","2006-M05","2006-M06","2006-M07","2006-M08","2006-M09","2006-M10","2006-M11","2006-M12","2007-M01","2007-M02","2007-M03","2007-M04","2007-M05","2007-M06","2007-M07","2007-M08","2007-M09","2007-M10","2007-M11","2007-M12","2008-M01","2008-M02","2008-M03","2008-M04","2008-M05","2008-M06","2008-M07","2008-M08","2008-M09","2008-M10","2008-M11","2008-M12","2009-M01","2009-M02","2009-M03","2009-M04","2009-M05","2009-M06","2009-M07","2009-M08","2009-M09","2009-M10","2009-M11","2009-M12","2010-M01","2010-M02","2010-M03","2010-M04","2010-M05","2010-M06","2010-M07","2010-M08","2010-M09","2010-M10","2010-M11","2010-M12","2011-M01","2011-M02","2011-M03","2011-M04","2011-M05","2011-M06","2011-M07","2011-M08","2011-M09","2011-M10","2011-M11","2011-M12","2012-M01","2012-M02","2012-M03","2012-M04","2012-M05","2012-M06","2012-M07","2012-M08","2012-M09","2012-M10","2012-M11","2012-M12","2013-M01","2013-M02","2013-M03","2013-M04","2013-M05","2013-M06","2013-M07","2013-M08","2013-M09","2013-M10","2013-M11","2013-M12","2014-M01","2014-M02","2014-M03","2014-M04","2014-M05","2014-M06","2014-M07","2014-M08","2014-M09","2014-M10","2014-M11","2014-M12","2015-M01","2015-M02","2015-M03","2015-M04","2015-M05","2015-M06","2015-M07","2015-M08","2015-M09","2015-M10","2015-M11","2015-M12","2016-M01","2016-M02","2016-M03","2016-M04","2016-M05","2016-M06","2016-M07","2016-M08","2016-M09","2016-M10","2016-M11","2016-M12","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12"
"IMF.STA:MFS_CBS(24.0.0)","AFG.S121_L_MB_CBS.XDC.M","OBS_VALUE","Afghanistan, Islamic Republic of","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53789.441831","56853.097896","56246.161179","59930.344311","58325.31586","59552.728212","60085.717893","62927.45403","62324.60496543","61874.751402","66769.85943412","65800.97598729","67761.05134777","65427.44082208","65767.11848748","68809.37588275","66432.34862625","69153.11342948","71713.03956923","77282.860702182","75302.96079311","76608.4392631","80337.15959782","86766.75649618","92641.14207797","86584.90958043","103775.4321424","109102.9196711","105480.06153759","97830.71258111","96790.77890296","99064.28187217","104077.09486401","111962.8657243","113031.77772914","117355.59927336","117359.38884532","119038.76066321","121129.43754942","132837.23527417","127919.42287995","127184.95581866","132139.50869421","136913.114740818","143969.529231083","149151.75824593","147808.96417336","155657.411193055","159294.136946715","158753.871359688","162027.779486582","171633.271594407","186524.249067284","185577.00902831","190354.414202242","185563.578744914","190626.273911964","192739.249792965","189501.76959182","201320.34718296","200263.52856059","196680.3576777","197459.50497481","203876.19570863","194633.06211588","190119.9275926","195744.49995009","199924.86604995","200643.09895441","201209.69533299","201008.60134296","203734.55446423","207407.551879522","193264.890764977","196398.997212926","205630.581441535","217668.609285038","218308.795424716","217212.568545755","221904.197967166","223228.193113085","224543.953541817","224241.626232149","228191.232670414","239808.052231298","217561.363978894","224089.185607433","227276.353229621","233445.0969389","237319.633279669","241688.351010734","247859.390190647","255087.225579152","257355.092071695","261006.139958985","260678.501295335","271378.747198121","244841.707085516","241024.273816575","250629.327018942","246394.104330307","248248.596564426","249340.645903511","257758.478780895","260661.604771099","255719.537130186","257517.690598654","265624.991485203","277746.518623806","254923.848746246","258699.614885536","259506.734628057","261428.270014062","265334.111987735","267584.607897387","274854.584698773","274168.625050914","286613.748483795","290174.596791102","302759.136649807","310636.687738342","289801.453796479","288067.256102671","291798.085929325","290594.421581037","290231.155218938","292932.441603272","303533.161303097","306847.380430047","311236.183089725","316444.651059731","329344.879891569","342245.002624901","323273.106858238","324464.487720393","324822.182748154","331295.759054072","317922.217238629","317260.814788317","317265.269859757","324240.58172202","309760.473091219","319874.089497528","317706.092430057","333174.819502174","303750.263840898","308654.406395648","314160.998306336","318900.088409747","318608.650274312","325550.87521799","325197.032656778","330162.011991685","336230.284919822","335678.931935484","335894.707534274","368564.187848995","338787.734967877","336519.437095718","335547.589616982","353585.53550532","383783.630900656","382793.403536829","373204.095667343","379545.343282447","384286.866383511","377058.030280034","378298.188749334","406468.097441764","376470.53726541","372829.82829344","368703.024008532","380337.485355589","386363.153718595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_CBS(24.0.0)","TZA.S121_L_MB_CBS.XDC.M","OBS_VALUE","Tanzania, United Republic of","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","567425.31479802","571968.30369238","564797.80679201","527364.47558951","560481.21845833","584344.59970964","548321.02660451","609407.14361927","705932.53709481","798170.32768778","754435.56372423","703892.92906736","698269.89268262","683401.23168593","681292.87325","652062.35564521","698817.07158545","684555.90899343","642558.83236067","779822.36907296","771878.42302837","691351.5831262","767223.01162317","793685.42704078","825791.84420532","772790.43691087","746978.94580542","805896.06459013","808012.33262165","799355.44418625","803724.18903444","899031.68543642","954690.81291796","891638.3679256","1007879.32057009","1021766.6306021","999985.6664261","1010762.73393821","1034659.8401551","1010874.92507616","1030120.52493081","1048153.9258235","1064398.55612611","1072139.06326185","1137627.14705237","1163716.90653705","1335696.62802528","1238303.13225711","1284685.41465613","1298153.54567","1338669.34137","1382371.19683","1397560.63519","1358647.41191","1354437.08895","1469584.92835","1471896.27065","1471615.14086","1594435.75132","1575096.23344","1504124.46403","1635820.19686","1611882.34658","1538204.89651","1695744.64137","1678916.68704","1662011.95155","1708218.60559","1751128.19032","1660330.89671","1821968.88709","1821956.51815","1879047.64153","2040902.05386","1891341.79905","1943950.39914","1984487.1268","1968012.08442","2079536.91738","2208194.28336","2222899.79639","2363560.47366","2354810.94466","2302406.03272","2276437.08751","2489458.44155","2451441.53979","2478261.70197","2558395.56582","2550159.96157","2678322.09304","2874052.2597","2886805.8132","2890142.7422","2860990.9287","2894922.3891","3009062.305","3017456.6744","3129440.4308","3120330.0031","3072311.7091","3030860.8849","3369257.4295","3455297.1361","3427146.4368","3433324.3653","3480122.452","3526427.1295","3497849.7639","3591098.5676","3644122.3108","3554158.8769","3637590.6741","3637265.9517","3789965.0869365","3903575.2134","4054869.7393","4239423.1221","4200960.1121","4126093.9477","4111917.06","4305279.1115","4073258.2065","3881051.1996","3991852.8478","4236357.3442","4591634.6709968","4514138.7674968","4627804.5241968","4492021.3198","4695012.1551","4839747.6571","4525589.6928","4699754.5944","4663416.961","4715493.0957","4816599.1641","4976772.1872","4917715.0870411","5286989.0802","5127547.6032","5091312.5488","5343349.9913","5210853.6312","5027783.5596","5202592.5654","5401671.1947","5113895.937","5461748.1276","5474901.1481","5647773.431693","5901321.7565","5916257.8894","5799092.6483","5898853.4444","6032788.31298148","5909475.27038148","5691919.20748148","5943813.54678148","5587042.46958148","5748783.44348148","5862539.24908148","6575646.0440969","6709751.19647598","6775986.89647598","6538225.87367598","6677245.51397598","6829566.07777598","6833088.19667598","6617894.57407598","6350406.23497598","6522554.89095368","6434070.95071209","6464718.15338583","6772719.18715644","6565100.44382259","6733606.37925093","6619014.58105101","6536885.62976169","6930241.54191245","6854370.1092996","6562493.37850588","6484781.36560239","6356675.28961217","6486269.50480291","6560387.37048642","6827066.96280224","6709572.62949286","6861341.49742572","6551273.05378896","6682308.55082265","7189555.72857597","6954415.23637557","7169185.22532198","7143213.64344739","6744869.51841845","6487664.42984456","6811874.75505266","7136631.1380491","6680290.78532497","6753213.43511142","6487309.50129624","6587212.34109156","6789971.13671171","6992882.10033431","6707175.92716663","6840739.48071374","6688376.04920532","6764667.28908397","6973944.11278343","7963798.71222253","7262424.82005035","7125645.25146926","7218808.70340196","7594206.60352246","7411187.03036374","7466359.6690106","7200780.0007988","7114457.32935283","6876559.39001804","7445376.51390239","7509785.65929816","8302436.19894123","7609514.12609083","7409092.56707794","6999420.83342058","7367553.93523591","7437491.45002578","7169347.61860549","7105592.30531595","6935478.24695373","7221067.46137424","7703034.30588341","7477524.03399439","8568188.81713167","7990057.92970017","7785664.25211612","8110045.54326471","8189165.46846383","8398707.33314862","8407258.56735026","8286229.75678645","8320939.12278371","8382333.90603545","8684207.61789887","8550203.35985403","9276594.32226151","9084392.57151565","9847622.8174456","9572480.49843165","9733853.59897089","9351559.5644676","9736273.60220427","9482244.64514621","9390971.02736272","9236419.80651831","9463277.1722763","9590126.76911552","10850658.0894152","10194808.4979496","10392843.5360873","9943688.89658686","9825203.69678066","10066517.5454028","10099827.8521094","10411892.6563969","10138065.4758809","10185541.2716875","10066586.7214337","11046430.7893143","10926298.2583909","10896539.8188709","11053099.3082681","11133677.5275806","11765802.3440476","11858953.9697248","12024467.618995"
"IMF.STA:MFS_CBS(24.0.0)","LKA.S121_L_MB_CBS.XDC.M","OBS_VALUE","Sri Lanka","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","112513.1","111010.1","108525","116944.5","118003.3","116330","118686.155","119925.431","120198.7","121703","120217.8","123270.7","126393.6","123508.8","127122.3","131759.3","128625.8","132403.37020995","130707.19789275","131008.56957265","135236.60666068","134480.24060688","137715.3513121","140980.69570471","141426.207","145860.878","146746.991","158638.847","153064.668","152164.823","151125.76","156314.592","155844.751","158236.557","161801.466","163917.35","170960.056","174640.48","174658.577","190747.477","181854.215","179187.336","179809.629","184639.186","184281.06","187885.31","191171.022","190960.765","197920.076","196837.602","203003.665","217117.601","215967.569","211999.553","212394.363","214822.682","213832.623","222121.434","222671.301","226616.838","239854.993","236774.465","237912.966","252948.066","249330.844","246216.451","247838.858","247203.438","257059.347","256709.145","256515.056","264078.403","264416.744","260421.03","273007.987","276343.869","280194.12","277569.939","271205.59","281287.669","282572.18","280211.541","276085.422","253553.7","268410.127922","263756.694811","258083.539034","266337.945808","261163.710888","268589.976601","262547.195607","275573.119223","276582.022702","274507.320264","288813.870822","288147.409656","303515.699713","309163.345486","310762.958088","328807.350116","324956.586812","330585.937261","322884.593679","331810.464707","336795.032384","338468.225369","348432.1676557","344081.538709","360505.661996","362858.969375","366061.745379","382132.667694","405446.734712","400021.2583367","396622.07329642","412598.56889292","419365.08343772","421710.46732054","424886.05840142","419776.61772939","438934.14264409","434327.75844446","438835.83289147","470575.76505797","448291.20447722","448905.68384577","456952.01745756","462838.03888265","472375.96261024","472566.5359481","470541.67591558","476314.9100793","483776.26367248","483509.97242139","486141.56161335","511820.9672492","499712.39076942","506635.87628193","499725.55472285","455523.01058253","466009.59984078","465153.68229493","466276.34360716","471422.11095087","488006.21089852","484583.2729386","494025.32505235","520961.72866694","514751.25973435","498911.61833857","507077.7775097","523916.85827843","531477.14392287","536302.70033859","547089.07540247","551264.43561989","577327.16190154","575518.70514244","582372.945908","618973.65720684","612072.04990343","589229.03788183","607463.26711076","629699.40094624","636632.55937695","639902.90680236","643828.77002917","650007.67237219","672844.25785453","717972.48678589","738600.28070481","791028.74773904","762512.39353695","732678.52086606","756569.72888147","773906.92074123","785102.02009666","793135.9115091","792155.96510708","798368.07862798","855442.55321988","827865.95241603","847024.85754907","891560.22512877","884957.38512434","859192.0795037","891038.08739034","894027.86057326","910790.30082563","908401.91194456","914770.5482385","911006.71777139","939179.02429441","929369.31387372","937521.60546314","996630.81307717","999448.59396081","972756.34312679","998014.61367507","1000765.87754209","1004005.14990077","1009844.59114315","997775.07212718","940916.48650735","960458.45256459","929369.31387372","948490.30445316","962400.61938728","962300.52404341","923593.09204844","848786.51284414","873863.89345939","887781.35294756","912726.52936807","914010.48349164","907712.76348274","918268.35316164","931957.38433323","934860.23223961","962585.44606007","1013098.30506864","1020890.77809124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_CBS(24.0.0)","SDN.S121_L_MB_CBS.XDC.M","OBS_VALUE","Sudan","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","2335.88","2328.7762","2544.9049","2520.07","2471.52","2542.3579","2628.2433","2733.3058","2739.455","2692.2742","2820.7484","2853.7157","2833.0206","2866.4228","2966.594","2935.8199","2942.6194","2950.2081","2914.4645","3226.8236","3263.3739","3435.6803","3463.3385","3657.1415","3605.9065","3920.1816","3807.2538","3910.3907","3928.275","4015.0132","4052.3656","4109.3873","4155.5238","4234.6899","4377.9145","4515.0584","4621.7317","5110.2884","5156.7041","5210.827","5359.9822","5652.276","5695.5667","5885.7265","6071.9468","5988.3884","6180.4965","6080.3511","6409.9516","6453.6743","6857.7993","7394.2178","6812.7795","6826.1704","6963.0893","7193.5024","7235.2701","7015.3236","7932.2872","7497.4876","7818.5579","7543.2012","7632.0637","7230.09926","7145.00838","7094.47","7131.05032","6942.8154","7512.8073","7741.07918","8143.52029","8036.36791","8848.93739","8328.26403","8206.72201","8302.40471","8846.89951","9059.29409","9152.47968","9382.47053","9768.18872","9865.72492","9796.02002","9962.37698","10845.46853","10002.88037","9924.6897","11400.79054","11423.45765","11246.68514","11648.98983","12206.23926","11841.15366","12944.71093","12824.10566","13009.78115","13909.36873","13285.33739","13025.466193","13884.35864","14389.13155","14241.87465","15098.41304","15067.63758","14796.76567","15277.4043","14910.61782","15911.20975","16570.20732","16570.41471","16612.30376","17268.50817","17535.23067","17751.73032","18830.60601","18699.17898","19138.24673","18614.93787","19146.55908","19441.00262","21067.48011","21588.28969","21095.49818","22078.83221","23455.32041","23954.78144","26118.79157","26392.2668","28052.09406","28622.20877","30098.08004","30070.54315","30445.35154","30142.14078","30752.61774","31458.91709","32347.71594","32319.50618","32185.27474","33306.98642827","33417.65058827","35607.7350837364","36693.18981","36484.99961","36497.70776","36956.44154709","37487.07122","38127.5504596458","39182.1880218708","40212.3617594947","39983.4464106724","41488.24323729","41015.21823","40756.85441","41662.62114","42230.22899","42344.48441","44011.61111","45944.4801198779","47567.12999029","48876.52531874","48988.4340620443","49711.9402217548","50700.0272631405","50345.5447612922","51143.73225945","50182.6128593792","50575.374537448","51863.5272203483","50937.349945071","51528.3936061758","52174.2458804771","52524.2430869682","53878.6676093051","55143.7016488255","54782.1988325054","56698.5987154819","57893.1417160926","60052.1734167914","61983.10626191","65613.2199835336","66724.4302014553","68312.5515099892","72116.683714403","74279.4719685865","77657.8573494716","84078.0255652908","85140.886924891","92184.7609933835","91909.9256737551","100556.026206289","102015.891251546","107496.891287788","139219.478081266","144526.349095998","151382.262071269","158160.047547391","162621.332339921","164813.704661374","169645.675288113","178580.430671317","187367.067537955","264759.085212431","270585.754997919","290806.284211888","296382.030056651","308332.958475146","321413.983556037","385822.004733426","394632.71226854","406524.37340454","429416.466242614","445147.263699705","454229.800610998","462381.56048139","482872.263880871","516164.601175277","524716.117815157","529473.297055599","572696.023631565","595606.93440524","620354.732464124","625739.926229643","680069.166337276","717563.676184841","767775.880207676","864120.057640307","973111.062084204","1034172.58920288","1061219.6934722","1910704.37714855","2006655.0027748","2199354.72947331","2322297.23233258","2355237.19071635","2417923.10822943","2434026.74918477","2427119.83163521","2435127.56467795","2559005.84001347","2697792.25041882","2705660.83904289","2760727.28474342","3014284.72073841","3129987.35178825","3111852.63358541","3141589.45786661","3234454.10234961","3228970.18347075","3355828.18564654","3404360.3982947","3439533.94219236","3635497.66693106","3565864.30130454","3687728.99744979","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_CBS(24.0.0)","TJK.S121_L_MB_CBS.XDC.M","OBS_VALUE","Tajikistan, Republic of","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","157.112831","140.838964","149.575673","152.61637","147.060417","157.312214","151.497504","158.19301","170.681838","188.913563","189.399584","187.110494","190.848662","179.39333","187.584746","193.424714","203.901375","206.790521","206.011199","211.188505","206.833848","238.210143","264.611736","292.676968","304.274359","331.801077","328.901335","347.511168","381.423292","395.60705","392.694445","406.73351","417.309741","447.521468","457.51282","479.159043","508.88242","666.441023","661.830811","662.306005","689.072042","697.162782","699.447882","746.399442","757.102383","752.996639","787.444394","785.272746","817.602625","783.310387","794.646527","796.42394","809.62977","847.004499","870.780754","895.497905","938.45303","971.464751","990.303541","988.095605","1017.437878","937.851747","923.065309","932.033809","952.214571","981.237661","999.54808","1070.473336","1109.979719","1115.554602","1146.572292","1265.72279","1437.859618","1328.36994073","1318.63295682","1454.78697602","1449.49882492","1470.1501725","1451.41535384","1584.94295029","1629.40759","1645.572757","1759.0891275","1773.49818232","1861.93638885","1681.60983092","1684.17999433","1685.4905902","1763.14909176","1737.59055788","1845.73302921","2006.35912205","2047.48231816","2183.67712016","2320.09376276","2377.70045362","2586.90140325","2087.17104463","2226.49316833","2279.12103596","2357.21659409","2395.35869155","2276.83916727","2467.695791","2644.21830658","2718.62443243","2714.75648832","2868.26405832","2992.67131986","2961.498463","2863.03497546","2871.79118135","2893.16124551","2956.43495651","3127.52404778","3378.40729887","3585.26432175","3469.61639698","3636.65027942","3459.55450416","3828.82693438","3680.3778056","3593.27833796","3865.51913005","3811.97477093","4163.3188622","3901.73558534","3839.52061834","4040.33162134","4142.73757668","4293.66329368","4340.84461068","4534.00305768","4318.4810137","4359.70609199","4447.56083131","4213.79349699","4449.01489799","4489.23857499","4810.5910157","4861.7044197","4940.0131087","5005.4701597","5277.20070951","5362.01835866","5569.30717966","5255.79933166","5504.30678066","5290.69401966","5462.30128234","5626.92026692","5940.23567623","5818.86160029","5902.08044144","5993.68032244","5706.14426208","6070.44431832","5727.00022442","5866.75656946","5653.52640979","6034.44555667","6509.11858962","6384.32596171","6790.20748196","6839.41541776","6807.73063323","6933.53074722","6815.07614378","7042.75589802","6958.14974965","7112.37912865","7444.16210565","7466.61690465","7827.25268365","8371.85217065","9294.83868003","9636.70332565","9690.30814165","9949.04328465","9629.38317065","12048.26925865","11082.89823465","11129.20853965","11225.33679165","11607.41669765","11760.47708565","12257.56254865","12638.43959565","13095.27680965","13625.65088865","14432.96896265","14013.58019965","14572.86202265","13951.63276765","14139.99125465","14146.59761565","14334.57538865","14100.94721865","14745.09051765","15183.00245065","15659.28370865","15791.75280065","15846.05280465","15500.91366865","15593.82496765","15305.17305765","15297.78837165","15359.38667965","15686.92477365","15874.58045165","15992.52793065","16364.47743065","16383.39826465","16723.47290565","17725.19336865","18501.69024065","18731.53078565","18590.15620665","18819.11191165","18483.7547342","18640.8944092","18492.6708292","18829.2152372","19401.50302361","19585.50282926","20064.40954743","20581.17408065","20574.42951371","22534.17246894","22534.3981546","23182.60938942","23003.97169454","22436.13719877","22790.45295061","23073.79975711","23737.20627428","23763.57734903","23896.29396127","24415.17254285","24684.12265709","25137.82309529","24010.33575344","24375.33822845","24306.5601935","28372.83572562","30104.06101033","32295.43469198","33364.87419244","34311.61809155","35315.46682912","36472.76905611","37466.14780899","38446.67429922","36578.14910016","35996.95052214","35277.11084366","34943.29885901","34528.09728126","35080.40114654","34596.98361004","34527.24053994","33763.07324478","33822.76873655","35323.16887069","36287.10402104","36162.90456857","36186.36298671","36409.1610111","36792.64413564","38304.5254433","40479.22646396","44343.36852703","44393.40934451","44694.61765278","","",""
"IMF.STA:MFS_CBS(24.0.0)","JPN.S121_L_MB_CBS.XDC.M","OBS_VALUE","Japan","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","88913400","83210722","83787401","99707200","92434850","86032306","87499900","86648383","86680200","89944800","88064298","92317753","99400900","94200358","94473680","106287600","101748911","103550026","104466200","104406385","104147352","108947500","104801761","106331434","111363000","109876073","108835806","112126600","109765664","107649959","109643300","107494509","109034586","110954300","108104769","111253893","115626800","109314189","110645757","114877900","112247300","109448600","112029400","108328700","111197200","112009000","111719700","112725000","116640600","112169500","111734800","110629800","99437900","93037200","94891200","89583700","88044600","90398500","87556600","88474600","94777700","87525800","90228400","92057500","90115600","87690400","90014300","88857800","87990300","91990200","88864800","89107700","95978600","88702800","89632300","95241100","89733100","87739400","90984500","88873800","88758600","93276000","90861700","90979900","101261000","92720700","95026800","103570500","96634200","94322900","96999700","93171700","92589200","97996600","93048300","93807200","105847700","96729500","97380600","105307700","99740200","99465700","101653900","98906600","98958900","101528700","99846900","102329000","109507000","101263300","101815800","126182200","120413400","112544700","117024200","111844700","112244600","118026900","113572100","116053200","125078800","114583100","113008100","119777600","123065600","115707000","128851900","122467700","122570000","129415900","128545500","125927200","138474700","130938400","131304200","146041000","155280400","159164000","173125000","173311800","176992700","185555100","189807700","191618200","201847200","200879300","204752500","219885500","225534700","226619200","243430500","243186300","243492800","252584500","259545800","262686500","275874000","278605400","278865800","295855800","305877200","307384400","325047700","325737400","327445700","338435300","344422600","343669800","356133600","358761200","358801500","375697700","386189300","386726400","403937200","403946300","404529100","412843200","417629100","419840700","437431400","435492600","433659500","447267800","462173300","455927500","468034300","468344500","469162600","474666500","476616600","471534200","479997600","476718600","475179600","487004400","498304800","492626900","502917300","502978800","501963600","504988100","506855200","501591800","504216600","500192400","497299700","506293200","514559800","511811300","523219800","518102000","515944500","520393400","522981900","517284300","518242500","517207500","515883300","509806900","529153900","543430700","565233900","576302700","582859000","606031000","608267000","605912700","617608300","616525500","614712700","643609600","655457000","650965200","659533900","660872000","661340200","663486900","664028900","660444400","670067400","663182500","663939600","688032700","688403000","673397700","677415200","665961400","644982600","618053500","620863200","619911600","632407100","651898500","651837100","675840100","680434900","672276200","670604500","668850000","674417000","672605600","677289900","669845000","673047000","670076700","664558600","686787100","696253100","675710200","675385000","673108600","674861000","673453700","672699500","667851000","660280500"
"IMF.STA:MFS_CBS(24.0.0)","CAF.S121_L_MB_CBS.XDC.M","OBS_VALUE","Central African Republic","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","84160","83822","84660","85729","87721","88609","86690","86890","84763","82855","80414","79386","79316","78466","77793","77366","78476","75508","74652","73708","76051","75542","72558","72576","72793","71126","71186","72450","73833","74356","77832","78530","76199","80299","77217","82356","83845","80600","80666","82555","82560","84085","83906","85004","83768","86158","86471","88830","98381","92150","91449","89630","92030","94967","93850","96622","95324","92580","87453","83446","83842","83085","82401","81494","85003","86429","85002","86729","77950","74515","77058","73182","68298","66366","66975","74704","79681","75165","83837","85113","82668","82367","83557","84552","82770","82856","77216","78464","94845","93608","82623","84677","84751","86069","85175","93843","105930","96988","94189","100647","111571","102494","101725","104855","101388","105628","105229","107867","108357","111960","109647","114769","116107","126101","124663","125391","121158","117942","111596","113359","117196","111805","116859","117965","116409","117433","113914","112557","116050","120175","113234","116763","114422","111655","112275","120537","117609","117815","117939","119549","122628","119635","131901","131517","133133","131869","127539","136440","139170","140622","145713","144144","138322","145906","153073","155242","164602","167811","165088","164968","161961","160532","157219","150091","156455","151760","152172","157188","161633","154476","158858","156003","164233","161998","163860","156450","150385","155704","157501","158183","161974","161797","162900","174016","173263","176999","186760","184185","184751","186795","186048","192453","202494","195413","195484","197073","190146","192196","199756","204980","208341","209708","217061","221371","226913","223432","226579","228783","233480","223640","213931","211034","217331","207575","217191","203466","227548","223251","222286","232739","245342","249743","248056","251389","251721","266381","264657","264561","274672","282781","276334","280343","266737","261358","248218","249490","245631","252688","253486","244482","281501","263695","257119","261045","262843","265125","268541","269763","283842","272445","290478","278430","293183","288319","283904","271312","278006","281300","276647","277096","274034","295961","300409","","","","","","","","","","","","","",""
"IMF.STA:MFS_CBS(24.0.0)","TCD.S121_L_MB_CBS.XDC.M","OBS_VALUE","Chad","Liabilities, Monetary base (CBS)","Domestic currency","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","110866","117095","128645","131548","131987","135896","139015","141367","140797","141687","150002","145906","156008","145656","146072","144698","149242","144265","143794","142902","142234","141369","137552","141336","136056","129745","132880","132345","137716","140196","148017","148132","156866","156003","155467","151973","148628","148089","154417","164612","169903","175818","178717","182908","184566","180334","188136","185837","194435","218191","214439","218460","235367","226880","217694","242833","267928","247081","259347","271318","302015","273512","271103","263876","278170","289105","282872","294021","288839","297466","287058","316650","324923","307894","321942","351062","348928","342751","350526","353441","365484","367110","361325","382636","399353","404803","397786","385026","394571","388066","376336","370715","375818","352968","357166","346069","367508","353219","365466","413779","405260","415874","440634","470421","469801","493722","461171","417237","448436","431285","420585","449840","483275","459018","457530","454867","476366","467014","458889","508893","509892","510227","456565","437401","485401","492850","509438","529433","557359","565176","525694","525019","555894","584110","523165","523208","525970","506806","563380","557406","531918","558354","573941","578063","615318","621346","592669","613251","575774","600193","650632","673757","629593","629330","575656","687787","746726","745116","687802","660534","657774","646169","621058","646726","594215","639140","641269","593180","682649","607189","580749","586509","554049","530905","540076","513563","486345","473886","464786","484068","472200","449965","444218","428352","454608","444053","440282","427666","453602","444809","486600","488741","500609","470315","486466","473149","469033","483038","449930","473702","477198","492120","499559","511655","512834","549446","548884","566684","572935","579769","589626","633757","611907","636227","595970","612063","652833","608083","590226","593606","623033","615845","628816","644667","647998","632627","663837","663369","661545","656852","634063","632547","634143","650564","660457","656450","680109","661224","671484","663915","739843","939784","931339","910233","978687","954618","944492","1013304","974428","973081","","","","","","","","","","","","","","","","","","","","","","","","","","",""
