date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2,PD_M0,PD_M1,PD_M2,spread_rf_M0,spread_rf_M1,spread_rf_M2,put_M0,put_M1,put_M2,risky_debt_M0,risky_debt_M1,risky_debt_M2,RNS_M0,RNS_M1,RNS_M2,yield_rf_M0,yield_rns_M0,yield_rf_M1,yield_rns_M1,yield_rf_M2,yield_rns_M2,yield_market,leverage_M0,leverage_M1,leverage_M2
2015-01-04,Brazil,207.97,0.0255,631.8961,160.2673628759274,0.2164902480265519,716.2788398339309,0.0488765916303621,True,662.9752371919468,0.0488765916303621,True,-0.1546637848074127,,,False,3.898160019112833,Exporter,1.0,2.2588446059236453,1.551269210523242,,0.01194652637294264,0.060418591082628904,,14.387457512617683,73.84910437058412,,0.24249936357847268,1.519506849462445,,556.0114769577442,554.7344694718602,,0.8720916997138207,5.470832042194105,,269.38745751261763,255.8720916997138,328.8491043705841,260.4708320421941,,,462.96999999999997,0.8821928903365414,0.9531217224287539,
2015-01-11,Brazil,201.92,0.0255,631.8961,164.16631832854327,0.2177821581294069,720.1649520382615,0.0501011161634334,True,657.4818616910891,0.0501011161634334,True,-0.1821262178680968,656.2061957321713,0.1821892042733212,True,2.990036011451053,Exporter,1.0,2.2492289617697643,1.436379598674669,0.20193998597586246,0.012248966377751544,0.07544717757418919,0.41998182084599933,14.75303914773957,92.64985447262957,580.6754378097755,0.25534261186951746,2.017935000155582,56.08529539810849,555.9986337094531,554.236041321167,500.16868092321414,0.9182900145255054,7.2686370492853944,210.95440377652324,269.7530391477395,255.91829001452547,347.64985447262956,262.26863704928536,835.6754378097755,465.95440377652324,456.91999999999996,0.8774324524007496,0.9610852204724238,0.9629535717732032
2015-01-18,Brazil,205.65,0.0255,631.8961,164.74058305916728,0.217691240654006,720.7400368127288,0.0502126621205998,True,665.1098098183926,0.0502126621205998,True,-0.1606527169838928,604.9347182087425,0.2224515813248732,True,4.457654897437406,Exporter,1.0,2.251092542046249,1.5356745961041904,-0.08004593723963417,0.012189838344586637,0.06230910430865038,0.5318996397370971,14.681561459151967,76.20443997726986,768.7965130379964,0.25452256802099615,1.6162970328107775,91.77767395817315,555.9994537533016,554.6376792885119,464.47630236314944,0.9153402114359406,5.819822896893717,358.4880054169373,269.68156145915196,255.9153402114359,331.20443997726983,260.8198228968937,1023.7965130379964,613.4880054169373,460.65,0.8767323413784307,0.9500628177060544,1.044569076595723
2015-01-25,Brazil,193.65,0.0255,631.8961,167.3744289597118,0.2170698477487186,723.3796314556874,0.0506694560779391,True,663.9272593003132,0.0506694560779391,True,-0.1715231364197304,622.1517365322725,0.2304561906263953,True,4.784238321074846,Exporter,1.0,2.262046853564824,1.505106830055329,-0.0403948660392104,0.011847254328591983,0.06614830665712249,0.5161108383912116,14.267474605265326,80.99614396572039,741.1609384429217,0.24877382558043237,1.7482395482715631,90.12099794454336,556.0052024957422,554.505736773051,466.13297837677925,0.8946613683816157,6.295658624438016,351.2920941066968,269.2674746052653,255.89466136838158,335.99614396572036,261.295658624438,996.1609384429217,606.2920941066968,448.65,0.8735331664349033,0.951755017057035,1.0156623583854967
2015-02-01,Brazil,212.77,0.022,622.0884000000001,144.93127013663783,0.2393282794784239,701.6946867587764,0.0503221936943392,True,647.7730545184457,0.0503221936943392,True,-0.1599159595464555,565.3518303294014,0.2384684276303287,True,5.075017943589428,Exporter,1.0,1.9914479082527081,1.2808609286687715,-0.2396743419954476,0.02321583336262688,0.1001212592646109,0.5947086363135308,28.054851878405806,123.90561248837687,882.6774253475556,0.5246072708496996,2.8398084925487836,114.5344606231194,556.7634166211511,554.4482153994521,442.75356326888146,1.883601746019268,10.217584238800882,457.8107747560004,248.0548518784058,221.88360174601928,343.90561248837685,230.2175842388009,1102.6774253475555,677.8107747560005,432.77,0.886551390140221,0.9603493008249013,1.1003562147088852
2015-02-08,Brazil,229.48,0.022,622.0884000000001,139.7179430311654,0.2415028963223305,696.450672138399,0.0493900984835825,True,651.743051664794,0.0493900984835824,True,-0.1326931530251255,542.3951510275775,0.2539156131153162,True,5.763527726763366,Exporter,1.0,1.963211332048056,1.3624615473283765,-0.33159448695695126,0.02481081158216813,0.08652613573080431,0.6299022584791832,29.99680554804653,106.62367410414554,949.441812524459,0.5552947860494637,2.3445392332380735,131.00875455656444,556.7327291059514,554.9434846587628,426.2792693354364,1.9938401705537352,8.431851418959235,533.4652772637515,249.99680554804652,221.99384017055374,326.62367410414555,228.43185141895924,1169.441812524459,753.4652772637515,449.48,0.8932267924875782,0.9544994740042951,1.1469283949560432
2015-02-15,Brazil,235.35,0.022,622.0884000000001,137.15209976232302,0.2420762721492284,693.8780998980158,0.0488023373901668,True,668.4513906107617,0.0488023373901668,True,-0.0746652334773636,,,False,4.217891298689598,Exporter,1.0,1.9542657443166773,1.6121580778815916,,0.025334898892576924,0.05346377260602726,,30.635315892336763,65.20809152604215,,0.5620237576951546,1.318889374688272,,556.7260001343058,555.9691345173126,,2.018013393930548,4.738851151382387,,250.63531589233676,222.01801339393054,285.20809152604215,224.7388511513824,,,455.35,0.8965384555175223,0.9306411935677179,
2015-02-22,Brazil,235.89,0.022,622.0884000000001,135.55427914934734,0.241351580360056,692.2942701924476,0.048191068341491,True,661.2965272888548,0.0481910683414911,True,-0.091617535684517,600.0941022684119,0.2064140290127795,True,3.8380661330800288,Exporter,1.0,1.9592231649912697,1.5341173419165557,-0.07044132735643512,0.02504332869485883,0.0625003938491812,0.5280788007747484,30.2800625439443,76.4429166732012,762.0736866599719,0.5480328502288732,1.562302457346945,86.00827357935258,556.739991041772,555.7257214346539,471.2797503126483,1.9677526492725865,5.614678129425254,333.2976108857373,250.2800625439443,221.9677526492726,296.4429166732012,225.61467812942524,982.0736866599719,553.2976108857373,455.89,0.8985895547381444,0.9407102174729423,1.0366514145838923
2015-03-01,Brazil,235.88,0.0233999999999999,626.0114799999998,139.31661473031954,0.2427283843217426,695.6317903151635,0.0495846501841822,True,668.419122657167,0.0495846501841822,True,-0.0798101550574809,588.8594656441215,0.2185082370278485,True,4.301012998488784,Exporter,1.0,1.9508984518639645,1.5909868031169554,-0.13005704356540718,0.025534563429844358,0.05580627288011212,0.5517393521737073,30.87862646069002,68.11436287017781,804.0728195486852,0.5753677752721806,1.4064117530378475,95.77385306732492,556.3151755830409,555.4841316052751,461.1166902909881,2.0674267719505255,5.057333771051986,375.32637219430404,264.878626460689,236.06742677194953,302.1143628701768,239.057333771051,1038.0728195486843,609.3263721943031,469.879999999999,0.8999178713732714,0.9365553120494458,1.0630914785673686
2015-03-08,Brazil,253.64,0.0233999999999999,626.0114799999998,129.17953534174936,0.2536727194776758,685.3024347266057,0.0490873342030116,True,658.7966720186408,0.0490873342030117,True,-0.07889060932975,602.6131846750792,0.1757285862636864,True,2.781730109732769,Exporter,1.0,1.835484912559008,1.4761157023302691,0.0043402346866063994,0.03321693627865981,0.06995641712181096,0.4982685023128704,40.26289270756175,85.76041043585924,710.383806625273,0.7676439772500245,1.812832969081029,69.6248690354504,556.122899381063,555.077710389232,487.26567432286265,2.7587954268707557,6.521173852057786,265.498068327931,274.26289270756075,236.75879542686977,319.76041043585826,240.5211738520568,944.383806625272,499.49806832793,487.63999999999896,0.9134820602961093,0.9502347333993312,1.0388280507628398
