date,country,cds_spread,risk_free_rate,implied_V,implied_sigma_V,cca_converged,B_f,LCL_usd,sigma_lcl,convenience_yield
2015-01-04,Brazil,207.97,0.0255,590.3642983879272,0.04887659163036215,True,631.8961,160.2673628759274,0.21649024802655198,-0.15466378480741275
2015-01-11,Brazil,201.92,0.0255,573.537036059035,0.050101116163433435,True,631.8961,164.16631832854327,0.21778215812940696,-0.18212621786809688
2015-01-18,Brazil,205.65,0.0255,589.6107756028383,0.050212662120599834,True,631.8961,164.74058305916728,0.21769124065400602,-0.16065271698389288
2015-01-25,Brazil,193.65,0.0255,583.783527436284,0.05066945607793914,True,631.8961,167.3744289597118,0.21706984774871868,-0.17152313641973044
2015-02-01,Brazil,212.77,0.022,574.5593739386001,0.05032219369433928,True,622.0884000000001,144.93127013663783,0.23932827947842394,-0.1599159595464555
2015-02-08,Brazil,229.48,0.022,590.004714145095,0.04939009848358243,True,622.0884000000001,139.7179430311654,0.24150289632233052,-0.13269315302512558
2015-02-15,Brazil,235.35,0.022,632.0476296453945,0.04880233739016685,True,622.0884000000001,137.15209976232302,0.24207627214922844,-0.07466523347736367
2015-02-22,Brazil,235.89,0.022,617.382762121092,0.0481910683414911,True,622.0884000000001,135.55427914934734,0.24135158036005602,-0.09161753568451705
2015-03-01,Brazil,235.88,0.0233999999999999,629.5830592762904,0.04958465018418219,True,626.0114799999998,139.31661473031954,0.24272838432174262,-0.07981015505748099
2015-03-08,Brazil,253.64,0.0233999999999999,620.9477809265504,0.04908733420301171,True,626.0114799999998,129.17953534174936,0.25367271947767583,-0.07889060932975009
2015-03-15,Brazil,302.25,0.0233999999999999,575.2527423032666,0.04811336630541617,True,626.0114799999998,121.72801077234331,0.25981150801503045,-0.13115713433027307
2015-03-22,Brazil,291.2898,0.0233999999999999,583.8622833156242,0.04831863967631386,True,626.0114799999998,122.47949148304409,0.2596572831266326,-0.12016084195405399
2015-03-29,Brazil,285.95,0.0233999999999999,581.4551805100252,0.04764149542658837,True,626.0114799999998,121.71219011100449,0.25763006184422194,-0.12261673853250557
2015-04-05,Brazil,259.48,0.0241,565.6669250700982,0.05285559475238867,True,627.97302,131.26473069520333,0.26741030782118635,-0.15528469712064494
2015-04-12,Brazil,245.19,0.0241,614.860511491287,0.05356266116906847,True,627.97302,133.20250470822126,0.2678053919731544,-0.09080716874343352
2015-04-19,Brazil,241.81,0.0241,642.8106689832866,0.0541380577829501,True,627.97302,134.72240782937013,0.2682083184450355,-0.05698856750205279
2015-04-26,Brazil,220.11,0.0241,648.9772532709469,0.05592025961292388,True,627.97302,138.7946010247075,0.27029294117102004,-0.05397388600339666
2015-05-03,Brazil,237.95,0.0233,641.1548849522067,0.0544495398854497,True,625.73126,131.8555553026922,0.27349466194495314,-0.055829048404861636
2015-05-10,Brazil,222.26,0.0233,638.4937722428756,0.05515591123056549,True,625.73126,133.68798661814623,0.27396467487029863,-0.0612616090135366
2015-05-17,Brazil,228.93,0.0233,657.195074475107,0.054816502773311224,True,625.73126,132.6227120211186,0.2739912880592644,-0.036932625660104614
2015-05-24,Brazil,220.46,0.0233,651.995311438057,0.053792346811529695,True,625.73126,128.43713684132246,0.2754798066017218,-0.038372555856361124
2015-05-31,Brazil,231.01,0.0269,642.3844110610593,0.051691785283823045,True,635.8191800000001,121.36549541922707,0.27631633097100733,-0.040626023542028024
2015-06-07,Brazil,247.9,0.0269,640.525226284139,0.052261688035552326,True,635.8191800000001,122.75477896822359,0.2767486913287678,-0.04456448120830427
2015-06-14,Brazil,242.18,0.0269,625.1920960658845,0.05257280174115666,True,635.8191800000001,123.75043216075326,0.27663222488417627,-0.06512244127071135
2015-06-21,Brazil,240.17,0.0269,622.4202429511414,0.052901742218492184,True,635.8191800000001,124.58786142389096,0.2768330566632799,-0.06965273377773792
2015-06-28,Brazil,256.0898,0.0269,628.7096234251609,0.052319719348583864,True,635.8191800000001,123.31435150479783,0.27616753872870126,-0.06013858750377405
2015-07-05,Brazil,249.89,0.0285,648.2580722211126,0.051039559428545725,True,640.3027000000001,120.66602386118919,0.27427891625080997,-0.03195198478536301
2015-07-12,Brazil,251.79,0.0285,632.8132011234941,0.05072253259857737,True,640.3027000000001,119.72796005359916,0.27428469797431776,-0.050134425146615855
2015-07-19,Brazil,262.49,0.0285,634.2079263288726,0.05035663066834868,True,640.3027000000001,118.64994313961014,0.27428971368466715,-0.047097589294664496
2015-07-26,Brazil,293.25,0.0285,611.2756595543698,0.04911345311570855,True,640.3027000000001,112.72652403700468,0.2780424144946168,-0.06938584124112063
2015-08-02,Brazil,288.8699,0.0277,591.6954328780992,0.04814056685827054,True,638.0609400000001,109.60366713020095,0.2787813322327535,-0.09199767880423357
2015-08-09,Brazil,327.8999,0.0277,566.8686546489876,0.047293574916997205,True,638.0609400000001,106.92254146768151,0.27934643538385934,-0.12304976091814113
2015-08-16,Brazil,300.5698,0.0277,573.1610314355751,0.04751065426716257,True,638.0609400000001,107.61625928999165,0.2791842331267866,-0.11505841306512579
2015-08-23,Brazil,336.74,0.0277,565.5076508381541,0.04733232329722912,True,638.0609400000001,107.11753244163364,0.2791923285326064,-0.12521291099815784
2015-08-30,Brazil,327.0698,0.0277,523.8993094290863,0.046318474497786685,True,638.0609400000001,104.67639564069201,0.2785574671109929,-0.1834344720136781
2015-09-06,Brazil,375.1199,0.0255,577.8413868564461,0.04825237662891828,True,631.8961,108.35801475315829,0.28170331433041984,-0.11021459859460253
2015-09-13,Brazil,392.8799,0.0255,565.4078206195412,0.04748497763845621,True,631.8961,107.62488091078171,0.2792873675707569,-0.12682662342501858
2015-09-20,Brazil,390.3398,0.0255,571.523496320521,0.046789878659264074,True,631.8961,105.56710750811767,0.27952893540514623,-0.11573760997501742
2015-09-27,Brazil,489.5098,0.0255,574.8571984654441,0.04639615001758855,True,631.8961,104.7215042861859,0.27910363243992736,-0.1100815284651343
2015-10-04,Brazil,521.3599,0.0262,599.2322537712515,0.048761420887963904,True,633.8576400000001,111.8220016481952,0.2781485949828469,-0.08514258733537375
2015-10-11,Brazil,410.8398,0.0262,628.7106416376939,0.05134893304026689,True,633.8576400000001,116.78287704329465,0.28199191588725836,-0.052480707268417415
2015-10-18,Brazil,435.3699,0.0262,591.1050551677412,0.050144623229303936,True,633.8576400000001,112.06388831373455,0.2842068160774489,-0.09612512620414447
2015-10-25,Brazil,445.24,0.0262,584.2798510129504,0.05068525566993649,True,633.8576400000001,113.33049478503534,0.2845864359778781,-0.10691007389067297
2015-11-01,Brazil,429.6699,0.025,588.203165658264,0.05535033406180535,True,630.4950000000001,121.36819556847857,0.2924728666882882,-0.11117326655609952
2015-11-08,Brazil,401.45,0.025,585.0864019369778,0.05627505525871965,True,630.4950000000001,124.11092677629928,0.2921992819905441,-0.11865470685062285
2015-11-15,Brazil,426.99,0.025,545.5051994235071,0.055445707805611505,True,630.4950000000001,121.70986687003104,0.29235186720198136,-0.1718685306599144
2015-11-22,Brazil,388.6199,0.025,587.8326243060424,0.05721113407335887,True,630.4950000000001,126.32008909423288,0.2928043937084678,-0.11746360360932859
