,country,date,cds_spread,fx_rate,domestic_rate,risk_free_rate,monetary_base_bn_local,external_debt_bn_usd,domestic_debt_bn_local,LCL_usd,sigma_lcl,B_f,implied_V,implied_sigma_V,cca_converged
80,Colombia,2020-09-30,162.12,3886.513797,0.0520099999999999,0.0113999999999999,83018.87,159.907,0,26.1697816161772,0.236549821677738,169.02169899999993,185.7105849013272,0.03406872759304863,True
81,Colombia,2020-10-31,125.42,3869.96904,0.0526,0.0134,84845.51,159.907,0,26.671232933639125,0.23659457026050593,170.62076900000002,186.11766634722875,0.03464598234419764,True
82,Colombia,2020-11-30,87.41,3606.202669,0.0526,0.0134,84845.51,159.907,0,28.622031312631083,0.24250722961388346,170.62076900000002,188.04108580631225,0.03780365561425419,True
83,Colombia,2020-12-31,90.58,3514.938489,0.04937,0.0139999999999999,87370.68,159.907,0,29.66558832284747,0.23825503912082266,171.10048999999992,189.06911670528376,0.0381880773752404,True
84,Colombia,2021-01-31,112.79,3568.879372,0.0484,0.0163,90709.55,177.321,0,29.84182695922943,0.2367299788915198,191.7726615,206.47386597468847,0.03496155900777667,True
85,Colombia,2021-02-28,124.93,3646.973012,0.0535,0.0187999999999999,90094.53,177.321,0,29.38434180219405,0.23417182448130835,193.9891739999999,205.84914806999623,0.03411916846230315,True
86,Colombia,2021-03-31,131.13,3690.0369,0.0535,0.0187999999999999,90094.53,177.321,0,29.041417316988117,0.17353417916920202,193.9891739999999,205.61761793386137,0.024573193713257776,True
87,Colombia,2021-04-30,126.35,3753.049353,0.0634,0.022,91311.38,177.321,0,29.92537412690123,0.1447093448590789,196.82631,206.24811389827855,0.021004619470620055,True
88,Colombia,2021-05-31,140.92,3707.823508,0.0634,0.022,91311.38,177.321,0,30.290386196356568,0.10445512961434732,196.82631,206.6141110331562,0.015313530778241536,True
89,Colombia,2021-06-30,135.26,3745.318352,0.0718,0.0222,93239.97,177.321,0,31.902037264781114,0.10948404116397238,197.00363099999998,208.2082134434921,0.016775413042535738,True
90,Colombia,2021-07-31,147.31,3878.223774,0.0691,0.0187,96460.4,177.321,0,32.000620806598825,0.10515502297441631,193.9005135,208.59318735428562,0.016132032246528677,True
91,Colombia,2021-08-31,133.54,3829.216925,0.0691,0.0187,96460.4,177.321,0,32.41016918750577,0.1035940351661368,193.9005135,209.0027365802571,0.016064403956785267,True
92,Colombia,2021-09-30,152.93,3834.355828,0.0691,0.0183,95756.14,177.321,0,32.19474699558855,0.0899019168959711,193.5458715,208.8172221933659,0.013860779899663316,True
93,Colombia,2021-10-31,162.29,3760.105283,0.07772,0.0203,96055.36,177.321,0,34.04141032048502,0.09784550861219604,195.31908149999998,210.50852402833203,0.015822637400870854,True
94,Colombia,2021-11-30,215.4,4007.212983,0.07772,0.0203,96055.36,177.321,0,31.942222020602408,0.11346399808949874,195.31908149999998,208.409321153682,0.017390409679095976,True
95,Colombia,2021-12-31,201.26,4070.00407,0.0813499999999999,0.019,108599.59,193.493,0,36.44388326512805,0.166384115026725,211.874835,229.11087847631734,0.026508018208517767,True
96,Colombia,2022-01-31,211.2,3958.044726,0.0813499999999999,0.019,108599.59,193.493,0,37.47475419904491,0.16621755017823828,211.874835,230.141800976591,0.02710718284005458,True
97,Colombia,2022-02-28,218.81,3913.128546,0.089,0.0215,104103.57,193.493,0,37.28343310422044,0.1641919176277944,214.2934975,229.7300188557699,0.026683435908904384,True
98,Colombia,2022-03-31,193.6,3794.346424,0.0951,0.0231,103070.18,193.493,0,38.93516939401865,0.16185814028221582,215.8414415,231.2281993647149,0.027285338351160097,True
99,Colombia,2022-04-30,238.19,3958.044726,0.1032,0.0299,102960.63,193.493,0,37.528345779180704,0.17276933119640064,222.42020349999999,229.05348483319213,0.028368359973860953,True
100,Colombia,2022-05-31,224.75,3933.136676,0.1032,0.0299,102960.63,193.493,0,37.76600797861278,0.17311407599749687,222.42020349999999,229.29093413972288,0.02857615471342288,True
101,Colombia,2022-06-30,272.3101,4139.929621,0.10641,0.0326,103878.8,193.493,0,36.29195339005624,0.17798359297798017,225.03235899999999,227.4646433033707,0.02847950408376812,True
102,Colombia,2022-07-31,257.04,4286.326618,0.12249,0.0335,106630.85,193.493,0,38.81833822176913,0.1863553737126801,225.9030775,229.86132866853296,0.03159764118078329,True
103,Colombia,2022-08-31,255.16,4400.440044,0.12249,0.0335,106630.85,193.493,0,37.81169035886899,0.1911439620827087,225.9030775,228.84920594803282,0.03173946161081526,True
104,Colombia,2022-09-30,329.97,4610.419548,0.12789,0.0382,106148.6,193.493,0,36.052317164321266,0.19989987690149605,230.45016299999997,226.3962315403006,0.03206029920977936,True
105,Colombia,2022-10-31,334.1299,4834.421078,0.12789,0.0382,106148.6,193.493,0,34.38184327002114,0.20044214286963075,230.45016299999997,224.72543750346526,0.030896635282306503,True
106,Colombia,2022-11-30,282.6299,4866.180049,0.13928,0.0428,105889.66,193.493,0,35.250804914188734,0.18858180821787007,234.900502,224.8749609682756,0.02970054022652339,True
107,Colombia,2022-12-31,270.97,4848.484848,0.13048,0.0387,116163.96,193.493,0,37.910813489427575,0.15203500558428126,230.9338955,228.21440606674787,0.0252708938824029,True
108,Colombia,2023-01-31,257.8,4552.697473,0.13048,0.0387,116163.96,204.942,0,40.373867551915765,0.1619416178631575,244.598277,241.9351320074386,0.027055832498728807,True
109,Colombia,2023-02-28,285.47,4840.271055,0.1215,0.0381,108806.96,204.942,0,34.1104770069178,0.23871361807369898,243.983451,235.61499781944428,0.035347865018307036,True
110,Colombia,2023-03-31,279.75,4653.327129,0.1162,0.0394,104865.79,204.942,0,33.08562396514048,0.23293607890249357,245.31557400000003,234.40538932800828,0.03354308257358654,True
111,Colombia,2023-04-30,293.8899,4698.144233,0.11789,0.038,102663.8,204.942,0,32.581413414973234,0.2315857782983352,243.88098000000002,234.13627302834928,0.03286219917379366,True
112,Colombia,2023-05-31,273.51,4436.557232,0.11789,0.038,102663.8,204.942,0,34.50246926478629,0.24133539917129684,243.88098000000002,236.0092763180119,0.036130671059271396,True
113,Colombia,2023-06-30,233.55,4174.493843,0.10166,0.0404,103112.41,204.942,0,33.5530120257909,0.2398870670684242,246.340284,234.67323894490917,0.03510801919106381,True
114,Colombia,2023-07-31,199.15,3910.833007,0.10166,0.0404,103112.41,204.942,0,35.815091532945395,0.23920520765757386,246.340284,236.93359940000667,0.03697251148917427,True
115,Colombia,2023-08-31,215.56,4122.861266,0.10061,0.0415,102926.83,204.942,0,33.54946587677266,0.24579218017568483,247.467465,234.45124307541158,0.036116688640838585,True
116,Colombia,2023-09-30,238.49,4075.810067,0.1159699999999999,0.0465,102175.61,204.942,0,35.480153478144885,0.25025887545293574,252.59101500000003,235.44630581796042,0.03879263775262548,True
117,Colombia,2023-10-31,234.39,4099.200656,0.1159699999999999,0.0465,102175.61,204.942,0,35.27769896144552,0.2453017211411955,252.59101500000003,235.2735079306221,0.0377334803123161,True
118,Colombia,2023-11-30,197.91,4039.587962,0.1159,0.0513,103192.19,204.942,0,35.284736431509955,0.24403569076492887,257.50962300000003,234.346368066637,0.03766687081958331,True
119,Colombia,2023-12-31,155.88,3875.217981,0.0988,0.0432,115069.98,204.942,0,39.2102640543375,0.25654668215786186,249.209472,239.72793879205884,0.043260357628249986,True
120,Colombia,2024-01-31,174.57,3903.962522,0.0988,0.0432,115069.98,219.97,0,38.921562245245,0.24806165411866596,267.48352,254.21273834971737,0.0390097806366869,True
121,Colombia,2024-02-29,160.85,3967.466772,0.0939,0.0438999999999999,111043.34,219.97,0,35.937911798067255,0.19325143259395572,268.2534149999999,251.29316062167544,0.027804588526309945,True
122,Colombia,2024-03-31,172.46,3858.024691,0.09973,0.0446,108511.99,219.97,0,37.05322377309167,0.19087014316086826,269.02331,252.27497611381736,0.02818618466499921,True
123,Colombia,2024-04-30,187.16,3897.116134,0.09973,0.0446,108511.99,219.97,0,36.681547914511256,0.19019425353307107,269.02331,251.90429008060968,0.027842523583804117,True
124,Colombia,2024-05-31,191.15,3857.280617,0.1073,0.0471,107670.53,219.97,0,37.71709667768492,0.18437678930205612,271.772935,252.44535948649605,0.027659892040892378,True
125,Colombia,2024-06-30,195.18,4151.961802,0.10599,0.0454,110703.79,219.97,0,36.097627028170166,0.18836695441582912,269.90319,251.16474100807636,0.027207077579767727,True
126,Colombia,2024-07-31,184.3,4021.717273,0.10599,0.0454,110703.79,219.97,0,37.266659585944815,0.1796913876636994,269.90319,252.34256953442718,0.02662623273285663,True
127,Colombia,2024-08-31,177.63,4188.481675,0.0984,0.0425,113796.07,219.97,0,35.929895306322685,0.16971265643062491,266.713625,251.57544405358522,0.024289114113501244,True
128,Colombia,2024-09-30,198.68,4180.602007,0.0984,0.0425,113796.07,219.97,0,35.99761656890987,0.1606209072401815,266.713625,251.64710081336452,0.023004976632305024,True
129,Colombia,2024-10-31,197.84,4329.004329,0.0974,0.0409999999999999,114362.7,219.97,0,35.02413545870898,0.16308772994366916,265.0638499999999,250.95226011626278,0.02279482189815931,True
