date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,implied_V_M0,implied_sigma_V_M0,cca_converged_M0,implied_V_M1,implied_sigma_V_M1,cca_converged_M1,convenience_yield,implied_V_M2,implied_sigma_V_M2,cca_converged_M2,lambda_annual,group,exporter,DD_M0,DD_M1,DD_M2
2015-01-04,Brazil,207.97,0.0222,622.6488400000001,805.96795740989,0.1691149950763337,1363.199154630469,0.0999882721739818,True,1116.8383103027058,0.0999882721740932,True,-0.1579637848074127,1362.847299153572,0.1499673449020712,True,8.155143423832989,Exporter,1.0,3.8894823714012277,2.997935768172351,2.499344650651739
2015-01-11,Brazil,201.92,0.0222,622.6488400000001,825.5754002840185,0.1705800817642371,1382.8064971543754,0.1018432925837181,True,1094.620034288864,0.1018432925838421,True,-0.1854262178680968,1382.5156314686806,0.1490903019140352,True,7.705557631254091,Exporter,1.0,3.877237446514387,2.8509811840294894,2.558994699444276
2015-01-18,Brazil,205.65,0.0222,622.6488400000001,828.4633180961553,0.1705010408566339,1385.6944469821874,0.1019392458097321,True,1126.6252516616605,0.1019392458098569,True,-0.1639527169838928,1385.3286540231204,0.1529419577281743,True,8.384938910883598,Exporter,1.0,3.882526118037051,2.9745154183488123,2.491989044174916
2015-01-25,Brazil,193.65,0.0222,622.6488400000001,841.7086561518994,0.1692594836754159,1398.9400461117798,0.1018410189226238,True,1122.0538471326067,0.1018410189226966,True,-0.1748231364197304,1398.5916260735698,0.1535065479699125,True,8.506863620477713,Exporter,1.0,3.928266809879604,2.95974973174033,2.5093225823459453
2015-02-01,Brazil,212.77,0.0217,621.24774,805.2046121749763,0.1700252092454822,1362.5734441589357,0.1004775366041491,True,1112.957950020892,0.1004775366043155,True,-0.1602159595464554,1362.1482307915903,0.1529157317794964,True,8.60907893308385,Exporter,1.0,3.866307731772769,2.965654710053015,2.4424016390518215
2015-02-08,Brazil,229.48,0.0217,621.24774,776.2405726951206,0.1738432291170986,1333.6083304743236,0.101190911387133,True,1126.8800461488067,0.1011909113878437,True,-0.1329931530251255,1333.0369430467083,0.154833908963841,True,8.831137734961025,Exporter,1.0,3.7425003231834446,2.9980990004680987,2.3454833627363865
2015-02-15,Brazil,235.35,0.0217,621.24774,761.9853410101833,0.1748650569077345,1319.3526325305177,0.100996734740628,True,1197.9978838342977,0.1009967347421591,True,-0.0749652334773636,1318.8301643633508,0.1517007636722011,True,8.28998791264736,Exporter,1.0,3.7025420553502193,3.275286705222638,2.369417206518546
2015-02-22,Brazil,235.89,0.0217,621.24774,753.1082192835655,0.1743207607170283,1310.4755562929836,0.1001834888893921,True,1164.9833872068878,0.1001834888909431,True,-0.091917535684517,1309.9712196702988,0.1500948458934956,True,8.128638703411497,Exporter,1.0,3.7042870125973923,3.1789553796964425,2.3782966772662273
2015-03-01,Brazil,235.88,0.0168,607.51696,775.2310822442553,0.1765231908980881,1333.7977229627152,0.1026037281505855,True,1193.8942692030507,0.1026037281527059,True,-0.0864101550574809,1333.265562968034,0.1533006278952653,True,8.32346641060847,Exporter,1.0,3.67907721240031,3.1960960382862855,2.366615842083106
2015-03-08,Brazil,253.64,0.0168,607.51696,718.8230289735859,0.1921444676280539,1277.3768787713136,0.1081476832604748,True,1144.7081117517926,0.1081476832853235,True,-0.08549060932975,1276.579475551012,0.154368255202165,True,7.584145071576028,Exporter,1.0,3.299667773671166,2.846204638948472,2.2220005397124227
