date,country,cds_spread,risk_free_rate,B_f,LCL_usd,sigma_lcl,lambda_annual,implied_V,implied_sigma_V,cca_converged
2015-01-04,Brazil,207.97,0.0222,622.6488400000001,805.96795740989,0.16911499507633374,8.155143423832989,1362.847299153572,0.1499673449020712,True
2015-01-11,Brazil,201.92,0.0222,622.6488400000001,825.5754002840185,0.17058008176423717,7.705557631254091,1382.5156314686806,0.14909030191403522,True
2015-01-18,Brazil,205.65,0.0222,622.6488400000001,828.4633180961553,0.17050104085663392,8.384938910883598,1385.3286540231204,0.15294195772817432,True
2015-01-25,Brazil,193.65,0.0222,622.6488400000001,841.7086561518994,0.16925948367541593,8.506863620477713,1398.5916260735698,0.15350654796991256,True
2015-02-01,Brazil,212.77,0.0217,621.24774,805.2046121749763,0.17002520924548223,8.60907893308385,1362.1482307915903,0.15291573177949644,True
2015-02-08,Brazil,229.48,0.0217,621.24774,776.2405726951206,0.1738432291170986,8.831137734961025,1333.0369430467085,0.15483390896384108,True
2015-02-15,Brazil,235.35,0.0217,621.24774,761.9853410101833,0.17486505690773455,8.28998791264736,1318.8301643633508,0.15170076367220112,True
2015-02-22,Brazil,235.89,0.0217,621.24774,753.1082192835655,0.17432076071702832,8.128638703411497,1309.9712196702988,0.1500948458934956,True
2015-03-01,Brazil,235.88,0.0168,607.51696,775.2310822442553,0.1765231908980881,8.32346641060847,1333.2655629680341,0.15330062789526538,True
2015-03-08,Brazil,253.64,0.0168,607.51696,718.8230289735859,0.1921444676280539,7.584145071576028,1276.579475551012,0.15436825520216507,True
2015-03-15,Brazil,302.25,0.0168,607.51696,677.3588183516697,0.20079965656757942,8.187934488258595,1234.55584091077,0.15974309635034176,True
2015-03-22,Brazil,291.2898,0.0168,607.51696,681.5404531535916,0.20063532829885053,7.789327994082119,1238.89568400903,0.1576800147997012,True
2015-03-29,Brazil,285.95,0.0168,607.51696,677.2707838524447,0.1983762352936146,8.004976404557853,1234.6047276729937,0.15747476815820124,True
2015-04-05,Brazil,259.48,0.0208,618.72576,735.9204742427992,0.21272786357567575,7.680461418578111,1292.1998437119755,0.16687146311943848,True
2015-04-12,Brazil,245.19,0.0208,618.72576,746.7843792924108,0.2131532927355051,6.926849823778328,1303.3229552125292,0.1635491075021374,True
2015-04-19,Brazil,241.81,0.0208,618.72576,755.3055396969996,0.21344959947741957,6.810288774147373,1311.8947272459084,0.16357607183345016,True
2015-04-26,Brazil,220.11,0.0208,618.72576,778.1358181095579,0.215717987334336,6.205567383411147,1334.8863977659014,0.16280024152420364,True
2015-05-03,Brazil,237.95,0.0187,612.8411400000001,774.4032720768671,0.2152233317992127,6.094891294281151,1331.7073967476201,0.16163105953190374,True
2015-05-10,Brazil,222.26,0.0187,612.8411400000001,785.1653579312409,0.21567680981225743,6.0357508272506495,1342.4978749313802,0.16219533136710904,True
2015-05-17,Brazil,228.93,0.0187,612.8411400000001,778.9088742229528,0.215808632404222,5.468223330610242,1336.3520382500003,0.15866858206879095,True
2015-05-24,Brazil,220.46,0.0187,612.8411400000001,754.3264961250642,0.2180727412753234,5.614899382679133,1311.6334206663646,0.1592326192142555,True
2015-05-31,Brazil,231.01,0.0212,619.8466400000001,720.132232808983,0.22228377194009832,5.885534915659204,1276.5349244675601,0.16089810813593144,True
2015-06-07,Brazil,247.9,0.0212,619.8466400000001,728.3756619705233,0.22266455814145752,5.863339376158497,1284.798982302074,0.1615332061006237,True
2015-06-14,Brazil,242.18,0.0212,619.8466400000001,734.2834527652882,0.2225459843939217,5.639079082667099,1290.7918814447285,0.16058092477091124,True
2015-06-21,Brazil,240.17,0.0212,619.8466400000001,739.252408752324,0.22269562021170297,5.517360826083393,1295.803897382689,0.16029653006748515,True
2015-06-28,Brazil,256.0898,0.0212,619.8466400000001,731.6959320257795,0.2221552301008468,5.365998959550843,1288.2826968116733,0.1586279126723698,True
2015-07-05,Brazil,249.89,0.0219,621.8081800000001,763.9461349960022,0.2125355766154828,5.892196739957852,1320.515661906589,0.15843295858840525,True
2015-07-12,Brazil,251.79,0.0219,621.8081800000001,758.0071788817905,0.2126008670403863,6.72277147135798,1314.3562020908525,0.1628083059522524,True
2015-07-19,Brazil,262.49,0.0219,621.8081800000001,751.1821685885069,0.21269937967352223,5.990061358537994,1307.6964805372158,0.1582979167908389,True
2015-07-26,Brazil,293.25,0.0219,621.8081800000001,713.680534038896,0.21815846569938172,6.473522989525034,1269.8117570378058,0.161604626451363,True
2015-08-02,Brazil,288.8699,0.0243,628.5334600000001,685.5660654790098,0.22120067661700152,6.453318164392281,1240.81936390057,0.16125948516266184,True
2015-08-09,Brazil,327.8999,0.0243,628.5334600000001,668.7957436491321,0.22206499123378165,6.717159407258605,1223.8499015624006,0.16203542506225724,True
2015-08-16,Brazil,300.5698,0.0243,628.5334600000001,673.1349177885235,0.22189273671471282,6.689096386893115,1228.2253698018533,0.1620944612127948,True
2015-08-23,Brazil,336.74,0.0243,628.5334600000001,670.0154035228978,0.22186795188814357,7.1079632624115625,1224.9237052856574,0.16424458005148596,True
2015-08-30,Brazil,327.0698,0.0243,628.5334600000001,654.7462013535078,0.22203384558051908,7.86729646354631,1209.2227253811516,0.16754107318821576,True
2015-09-06,Brazil,375.1199,0.0216,620.96752,617.5509361548953,0.22828646428793858,7.62031732864934,1172.380704476762,0.1665220622531789,True
2015-09-13,Brazil,392.8799,0.0216,620.96752,613.3726804742439,0.22519138100847103,7.657518876339358,1168.3054814480422,0.16482480619513165,True
2015-09-20,Brazil,390.3398,0.0216,620.96752,601.645076437711,0.22551157703524485,7.239402638088533,1156.709355956799,0.1616670871235413,True
2015-09-27,Brazil,489.5098,0.0216,620.96752,596.8258384467869,0.22494397695592808,7.446587043899864,1151.7702357278072,0.16218899505270956,True
2015-10-04,Brazil,521.3599,0.0217,621.24774,629.8653312167867,0.21453007203237195,6.906689065808818,1185.6740251026104,0.15634758345842942,True
2015-10-11,Brazil,410.8398,0.0217,621.24774,657.8086999439012,0.21946956161412876,6.899967454445317,1213.5746595062647,0.16086924796137672,True
2015-10-18,Brazil,435.3699,0.0217,621.24774,631.2278182270461,0.2223334094435801,6.538639892319442,1186.9101562345184,0.15831150320585005,True
2015-10-25,Brazil,445.24,0.0217,621.24774,638.3622952781468,0.22280107060469334,6.755317261802525,1193.9682383854708,0.1603398203873208,True
2015-11-01,Brazil,429.6699,0.0204999999999999,617.8850999999997,657.4477431339062,0.22518471189164835,6.804680741458663,1213.3505479205687,0.1632574598591321,True
2015-11-08,Brazil,401.45,0.0204999999999999,617.8850999999997,672.3050328394886,0.22506138933512773,6.568956853222571,1228.3814171527367,0.16293122253843995,True
2015-11-15,Brazil,426.99,0.0204999999999999,617.8850999999997,659.2985659548862,0.22524720690729846,7.286065084340796,1214.9919077943812,0.16616977854257356,True
2015-11-22,Brazil,388.6199,0.0204999999999999,617.8850999999997,684.271996452476,0.2258486682384776,7.138079201284263,1240.1367999702386,0.1674449990887007,True
2015-11-29,Brazil,415.4199,0.0204999999999999,617.8850999999997,659.1464434849188,0.22691194012942992,7.509415947519521,1214.659107924727,0.1683012683489313,True
2015-12-06,Brazil,435.1199,0.022,622.0884000000001,669.3568560065518,0.22765777777836743,7.194900439028666,1224.646543485283,0.16769339740978914,True
2015-12-13,Brazil,485.73,0.022,622.0884000000001,648.4614296962083,0.22842290710541424,8.15937920832948,1203.0946443677205,0.17201499016099167,True
2015-12-20,Brazil,490.2798,0.022,622.0884000000001,630.6551107040242,0.22969986553590352,7.6356439576314905,1185.389146266127,0.16836772212067708,True
2015-12-27,Brazil,482.5698,0.022,622.0884000000001,636.4314906430177,0.2300775465646881,7.1246971348104156,1191.4578500701393,0.16609484984853706,True
2016-01-03,Brazil,488.99,0.0215,598.55502,673.0658874179516,0.23425940875755735,7.32046112687203,1208.4953163613736,0.17400947296447541,True
2016-01-10,Brazil,480.7998,0.0215,598.55502,662.4026128910117,0.2328826309525854,8.349554596247506,1197.3215591244511,0.17824074195642203,True
2016-01-17,Brazil,491.73,0.0215,598.55502,658.5638340682401,0.23275370350477095,8.955246767508955,1193.1279263237045,0.1812595115684093,True
2016-01-24,Brazil,468.7998,0.0215,598.55502,651.0728837055068,0.23192858544056688,8.932731911791404,1185.6372687439373,0.18013658995113693,True
2016-01-31,Brazil,462.6299,0.0227,601.797756,656.3992234271914,0.2287548040072839,8.932731911791404,1190.8587525419173,0.17885570065732387,True
2016-02-07,Brazil,456.8398,0.0227,601.797756,672.4102408402954,0.22796248478092537,9.38986225798762,1206.7810447983543,0.18210223592219968,True
2016-02-14,Brazil,482.0298,0.0227,601.797756,655.7692817507317,0.2285154882707002,10.41418898428237,1189.3597029768127,0.18684945699633584,True
2016-02-21,Brazil,457.5898,0.0227,601.797756,652.6983160364913,0.2283465917701735,8.991333019235885,1187.1195212578475,0.17869354459883527,True
2016-02-28,Brazil,446.2998,0.0227,601.797756,657.3178883364002,0.22628725538141758,8.744370122299545,1192.0095980705264,0.17655642941534327,True
2016-03-06,Brazil,395.75,0.0197,593.690916,713.3985482530566,0.22968242679849227,7.9029090792241785,1249.4284418281318,0.1775888058705616,True
2016-03-13,Brazil,376.23,0.0197,593.690916,748.6916758814381,0.2265759865235504,7.725174852694362,1285.0779162194165,0.1772118309857866,True
2016-03-20,Brazil,351.1399,0.0197,593.690916,740.0293049166551,0.22693566703155427,7.143653713541549,1276.574583347122,0.17362158313737408,True
2016-03-27,Brazil,382.3599,0.0197,593.690916,728.0682601051585,0.22750960015066776,7.141424004798154,1264.5474144012219,0.17313540635720248,True
2016-04-03,Brazil,351.5698,0.0183,589.907724,715.0007007662629,0.21248206863916977,7.452104909276732,1252.1376084218375,0.16575164468295836,True
2016-04-10,Brazil,374.0298,0.0183,589.907724,707.7843748109319,0.2121190279560927,7.414559413685488,1244.9177228390104,0.16488604985927688,True
2016-04-17,Brazil,336.21,0.0183,589.907724,719.1678750598251,0.21244310364328117,7.835936017453294,1256.2009668328615,0.1681329911562676,True
2016-04-24,Brazil,349.49,0.0183,589.907724,712.840885009317,0.21024758390295117,6.806923993124431,1250.2157085888089,0.16078536223148807,True
2016-05-01,Brazil,330.8198,0.0179,588.826812,726.4082955522069,0.2112185254256407,6.868591485912299,1263.870734982474,0.16250628820715518,True
2016-05-08,Brazil,330.6199,0.0179,588.826812,712.6068872554025,0.2114004103198356,6.862987239483793,1250.0252832689675,0.16170071274029071,True
2016-05-15,Brazil,320.6599,0.0179,588.826812,706.2178085009067,0.21143256947374606,6.762049891871897,1243.6436018133004,0.16073794550420842,True
2016-05-22,Brazil,338.74,0.0179,588.826812,708.9631158373516,0.2092445531801513,6.604888887842859,1246.4927551937137,0.15884903863033387,True
2016-05-29,Brazil,341.5598,0.0179,588.826812,691.0437467150283,0.20566801697000206,6.133990617662887,1228.7204559181434,0.1531067060072493,True
2016-06-05,Brazil,328.3799,0.0187999999999999,591.2588639999998,712.9030637916527,0.20779893366108826,6.004542218179782,1250.413181171221,0.1549242492413804,True
2016-06-12,Brazil,337.8699,0.0187999999999999,591.2588639999998,734.8350642124823,0.20990240230342005,6.580185606860099,1272.2214321743402,0.16070581955397428,True
2016-06-19,Brazil,330.6199,0.0187999999999999,591.2588639999998,735.3877606488413,0.20979201591419533,6.737361886348137,1272.7403166847785,0.16156516861949172,True
2016-06-26,Brazil,334.9299,0.0187999999999999,591.2588639999998,744.6328651760994,0.2099016858711417,6.959317406638849,1281.9529461782533,0.16343517964336837,True
2016-07-03,Brazil,320.6899,0.0185,590.44818,838.5987126750822,0.23748164948782122,6.157465760331858,1375.710202508458,0.18043255328320673,True
2016-07-10,Brazil,300.2798,0.0185,590.44818,822.2343547021005,0.23826906159724318,6.744095430690235,1359.0937219129682,0.1831360281980841,True
2016-07-17,Brazil,290.8899,0.0185,590.44818,826.8749934287168,0.2380546401378114,6.211163337210338,1363.920567938145,0.18034995193672962,True
2016-07-24,Brazil,279.3298,0.0185,590.44818,833.3610325593262,0.23187828967575802,6.456685472277234,1370.540168807184,0.17846081641693268,True
2016-07-31,Brazil,283.3899,0.0146,579.9092880000001,856.0886147894605,0.2288286699020981,6.707057216396906,1394.1437477402437,0.1792936938051105,True
2016-08-07,Brazil,262.96,0.0146,579.9092880000001,878.420394165314,0.22786665361027097,6.754195121938656,1416.5435991871311,0.18023087768490256,True
2016-08-14,Brazil,252.31,0.0146,579.9092880000001,871.1340602451255,0.22826567757117566,6.336639863262948,1409.328717066661,0.17776813771292202,True
2016-08-21,Brazil,248.55,0.0146,579.9092880000001,868.0471019502801,0.2282213200527254,6.012341960187532,1406.3089258866692,0.17577595233854187,True
2016-08-28,Brazil,254.44,0.0146,579.9092880000001,851.6389453026801,0.22775820956242251,6.142932201844895,1389.8479510088086,0.17529148652032012,True
2016-09-04,Brazil,252.05,0.0151,581.260428,853.8223095935089,0.2183810929948001,6.43311583386347,1392.0926163590752,0.1715223429352785,True
2016-09-11,Brazil,252.05,0.0151,581.260428,849.4565677918105,0.21828634409627276,6.554359629652929,1387.6956730584138,0.17189917199979918,True
2016-09-18,Brazil,268.47,0.0151,581.260428,852.4319458361765,0.21674879880965878,6.570079725256821,1390.706289165117,0.17125242702285773,True
