date,ExxonMobile,Chevron,Shell,TotalEnergies,ConocoPhillips,BP,SaudiAramco,Petrobras,Ecopetrol,Petrochina,Sinopec,Equinor,Nyse_Oil_Index,OccidentalPetroleum
12/31/99,40.2813,43.3125,,,17.9145,622.5,,5,,,2.65,,503,10.3718
1/3/00,39.0938,41.8125,,,17.2713,622.5,,4.9,,,2.65,,487.13,9.9821
1/4/00,38.4063,41.8125,,,16.9378,596,,4.64,,,2.75,,477.09,9.7723
1/5/00,40.5,42.5625,,,16.6281,596,,4.69,,,2.77,,485.08,9.8322
1/6/00,42.5,44.375,,,17.1998,602,,4.65,,,3.05,,498.79,10.102
1/7/00,42.4688,45.1562,,,17.1998,597,,4.69,,,3.06,,504.77,10.4018
1/10/00,41.875,43.9375,,,17.1522,579.5,,4.82,,,3.04,,497.59,10.072
1/11/00,42,43.5312,,,17.1284,569.5,,4.66,,,2.87,,497.09,10.4617
1/12/00,41.75,43.375,,,16.7949,570,,4.5,,,2.79,,490.53,10.4018
1/13/00,42.625,43.7812,,,16.8187,570.5,,4.5,,,2.8,,497.09,10.7315
1/14/00,41.875,43.5,,,16.6758,553,,4.54,,,2.79,,492.5,10.5516
1/17/00,41.875,43.5,,,16.6758,550.5,,4.5,,,2.84,,492.5,10.5516
1/18/00,42.1875,44.6562,,,16.9378,556,,4.5,,,2.95,,499.72,10.5516
1/19/00,42.7813,43.9687,,,16.7949,562.5,,4.38,,,2.92,,500.72,10.7015
1/20/00,41.8438,43.75,,,16.3184,543,,4.31,,,2.93,,493.92,10.6116
1/21/00,42.5,44.2812,,,16.2708,562.5,,4.19,,,2.88,,501.11,10.4018
1/24/00,42.125,44.4062,,,15.9134,576,,4.21,,,2.84,,491.26,10.0121
1/25/00,42.0313,44.2812,,,16.104,561,,4.21,,,2.89,,485.43,9.5025
1/26/00,41.75,43.5,,,15.699,555,,4.17,,,2.9,,479.56,9.7423
1/27/00,40.5,42.1562,,,15.437,556,,4.23,,,2.92,,468.91,9.6523
1/28/00,39.4375,41.2812,,,15.1988,555.5,,4.17,,,2.93,,462.3,9.5924
1/31/00,41.7188,41.8125,,,15.5799,544,,4.25,,,2.93,,467.79,9.5324
2/1/00,41.5938,41.5937,,,15.5085,546,,4.38,,,2.93,,466.67,9.5025
2/2/00,41.9063,41.3125,,,15.2941,548,,4.49,,,2.93,,466.28,9.4125
2/3/00,41.1875,40.7187,,,15.0082,525.5,,4.72,,,2.93,,458.75,9.3526
2/4/00,40.4375,39.2812,,,14.8653,503.5,,4.86,,,2.93,,449.1,9.3526
2/7/00,40.375,39.5312,,,15.2464,498,,4.84,,,2.93,,448.91,9.3226
2/8/00,39.4688,39.1562,,,14.8653,495.5,,5,,,2.93,,447.44,9.2627
2/9/00,38.0313,37.5,,,14.5317,466,,4.88,,,2.93,,433.39,9.1128
2/10/00,37.9375,38.4062,,,14.4841,487.5,,4.71,,,2.93,,441.49,9.0828
2/11/00,36.9375,37,,,14.2697,479.5,,4.57,,,2.93,,430.91,8.873
2/14/00,38.2188,36.9062,,,14.3412,481.5,,4.59,,,3.14,,433.81,8.2734
2/15/00,39.6563,38.75,,,14.5794,474,,4.89,,,2.99,,447.01,8.6032
2/16/00,40,38.9062,,,15.0558,510.5,,5.06,,,2.9,,452.88,8.6332
2/17/00,38.9375,38.875,,,15.0558,506.5,,4.91,,,3.02,,451.65,8.4533
2/18/00,37.5,38.0937,,,14.77,486,,4.88,,,2.9,,438.56,8.2734
2/21/00,37.5,38.0937,,,14.77,468.5,,4.91,,,2.92,,438.56,8.2734
2/22/00,37.7188,37.8437,,,14.8891,446,,4.86,,,2.89,,434.16,8.2734
2/23/00,37.3125,36.625,,,14.3173,458.5,,5.03,,,2.84,,423.66,8.0636
2/24/00,36.4063,35.7187,,,13.8171,444.5,,5.26,,,2.87,,414.2,7.8838
2/25/00,35.5313,35.5312,,,14.0553,462,,5.39,,,2.84,,415.08,7.554
2/28/00,36.75,37.2812,,,14.1506,461.5,,5.36,,,2.93,,423,7.614
2/29/00,37.6563,37.3437,,,14.5317,487.5,,5.38,,,2.93,,430.3,7.7039
3/1/00,38.0313,37.625,,,14.7461,487,,5.43,,,2.92,,438.1,7.7039
3/2/00,38.3125,37.8437,,,14.5079,501.5,,5.5,,,2.97,,441.15,8.0936
3/3/00,37.8438,37.2812,,,14.5317,494,,5.5,,,2.97,,439.83,8.2435
3/6/00,36.4688,37,,,14.6747,493.5,,5.5,,,2.9,,435.78,8.2734
3/7/00,40.5,40.5,,,15.437,505.5,,5.5,,,2.99,,466.78,8.5432
3/8/00,39.8125,40.5312,,,15.4132,554.5,,5.54,,,2.93,,471.69,8.3634
3/9/00,40.2188,41.625,,,15.3417,550.5,,5.71,,,2.92,,475.86,8.2435
3/10/00,38.5,39.9375,,,15.1511,552,,5.62,,,2.87,,468.64,8.3634
3/13/00,37.9375,39.9062,,,15.032,549,,5.51,,,2.91,,461.65,8.3334
3/14/00,38.625,41.4375,,,15.032,536.5,,5.47,,,2.85,,465.78,8.2435
3/15/00,38.875,41.9687,,,14.8891,554,,5.44,,,2.88,,471.14,8.3334
3/16/00,39.875,42.0625,,,16.4375,568,,5.41,,,2.93,,488.02,8.7531
3/17/00,38.5625,41.6562,,,15.7943,554,,5.34,,,2.9,,472.46,8.7531
3/20/00,37.4375,41.4687,,,15.842,542.5,,5.26,,,3.05,,468.02,8.6631
3/21/00,38.5,43,,,16.5805,548.5,,5.3,,,3.04,,481.53,8.873
3/22/00,37.4688,42,,,16.2231,550,,5.34,,,3,,473.62,8.9629
3/23/00,37.75,42.3125,,,16.2469,535,,5.38,,,3,,472.69,9.0228
3/24/00,38.625,42.8125,,,16.3661,541.5,,5.35,,,3.02,,472.5,9.1128
3/27/00,38.375,42.2812,,,16.3899,512.5,,5.55,,,3.05,,467.25,9.1128
3/28/00,38.1563,42.4375,,,16.4375,514.5,,5.47,,,3.11,,466.78,9.1727
3/29/00,40.2813,44.25,,,16.9378,522.5,,5.37,,,3.11,,489.41,9.3526
3/30/00,39.3125,46.0937,,,17.3904,542,,5.5,,,3.1,,504.16,9.7123
3/31/00,38.9688,46.2187,,,17.6286,573.5,,5.5,,,3.04,,501.99,9.9521
4/3/00,40.25,46.1562,,,17.7239,557,,5.42,,,3.04,,505.78,9.9821
4/4/00,41.25,44.9062,,,17.581,554,,5.35,,,2.96,,503.58,9.8922
4/5/00,39.875,43.75,,,17.3904,547.5,,5.5,,,2.96,,492.73,10.042
4/6/00,40.875,44.4687,,,17.7478,551,,5.52,,,3.02,,501.11,10.4018
4/7/00,39.7813,43.2187,,,17.5572,545,,5.56,,,3.14,,490.53,10.2818
4/10/00,39.125,43.0312,,,17.4142,542.5,,5.42,,,3.18,,485.51,10.2519
4/11/00,39.6875,44.3437,,,17.8669,552,,5.31,,,3.11,,494.46,10.3418
4/12/00,39.9688,44.5,,,18.2719,538.5,,5.56,,,3.35,,499.83,10.4018
4/13/00,40,43.4687,,,18.2957,543,,5.29,,,3.69,,497.59,10.3718
4/14/00,39.375,42.8437,,,18.653,531.5,,5,,,3.77,,487.28,10.2818
4/17/00,37.75,41.4687,,,17.9383,527,,5,,,3.5,,473.81,10.0121
4/18/00,38.0938,42.2812,,,17.8907,506,,4.88,,,3.51,,476.77,9.6523
4/19/00,38.7188,42.375,,,18.1766,520.5,,4.69,,,3.44,,482.69,9.8022
4/20/00,39.5,43.1562,,,18.1289,533.5,,4.72,,,3.49,,486.43,9.8622
4/21/00,39.5,43.1562,,,18.1289,533.5,,4.72,,,3.37,,486.43,9.8622
4/24/00,39.9375,42.625,,,18.6768,533.5,,4.64,,,3.38,,489.99,10.042
4/25/00,40.5,42.4062,,,18.8674,555,,4.94,,,3.55,,496.38,10.2519
4/26/00,40.0625,43.1562,,,18.8674,555.5,,4.88,,,3.45,,496.6,10.4317
4/27/00,40.3438,44.2187,,,18.653,557.5,,4.88,,,3.29,,499.17,10.5217
4/28/00,38.8438,42.5625,,,18.0813,554.5,,5,,,3.36,,488.92,10.2818
5/1/00,39,43.1562,,,18.4624,554.5,,5,,,3.36,,495.14,10.4917
5/2/00,39.125,44.6562,,,18.4386,550.5,,5.04,,,3.36,,499.69,10.4917
5/3/00,38.5938,43.6562,,,18.391,551.5,,4.97,,,3.36,,487.37,10.1919
5/4/00,39.75,44.1875,,,18.6292,559,,4.94,,,3.36,,495.83,10.4018
5/5/00,40,45.375,,,18.7483,588,,4.92,,,3.36,,503.12,10.6416
5/8/00,40.2188,45.9062,,,18.8436,597,,4.81,,,3.35,,509.86,10.8814
5/9/00,39.7188,45.0625,,,18.8198,577.5,,4.73,,,3.26,,506.21,10.9113
5/10/00,40.75,45.4375,,,18.8198,589,,4.7,,,3.12,,508.36,10.9713
5/11/00,41.4688,46.6875,,,19.2247,610,,4.51,,,3.05,,523.03,11.0912
5/12/00,41.0078,47.1328,,,19.1057,598.5,,4.44,,,3.1,,526.68,11.1212
5/15/00,41.8125,47,,,19.3201,600.5,,4.75,,,2.99,,532.69,11.0612
5/16/00,41.625,46.4687,,,19.5583,600.5,,4.86,,,3.04,,526.43,11.2111
5/17/00,40.6875,45.6562,,,19.8918,592.5,,4.72,,,3.01,,526.73,11.331
5/18/00,40.5313,45.4375,,,20.2491,613,,4.72,,,3.14,,527.67,11.5708
5/19/00,40.875,46.6562,,,20.273,609,,4.61,,,3.11,,530.12,11.5708
5/22/00,41.6563,47.0312,,,20.7494,614.5,,4.42,,,3.13,,532,11.4809
5/23/00,41.5,46.625,,,20.6303,608,,4.72,,,3.23,,529.3,11.2411
5/24/00,41.4688,47.125,,,20.7732,598.5,,4.79,,,3.22,,524.58,11.2111
5/25/00,40.7188,46.5937,,,20.797,599.5,,4.81,,,3.33,,518.91,10.8814
5/26/00,41.1875,45.6875,,,20.4397,600.5,,4.75,,,3.33,,518.87,10.9413
5/29/00,41.1875,45.6875,,,20.4397,600.5,,4.75,,,3.52,,518.87,10.9413
5/30/00,41.75,45.6562,,,21.0115,591,,4.99,,,3.38,,525.35,10.9713
5/31/00,41.6563,46.2187,,,21.8214,608.5,,5.06,,,3.42,,537.97,11.361
6/1/00,41.4688,45.5,,,21.7261,608.5,,5.25,,,3.5,,535.27,11.2111
6/2/00,39.5938,45.2812,,,20.8209,625.5,,5.63,,,3.71,,520.03,10.8514
6/5/00,39.6797,45.2187,,,20.6541,622,,5.74,,,3.62,,518.31,10.6715
6/6/00,41.1563,46.4375,,,20.9876,624,,5.63,,,3.66,,534.19,11.0313
6/7/00,40.5625,46.1875,,,20.94,607,,5.81,,,3.62,,528.74,10.9413
6/8/00,40.0313,46.2812,,,20.7732,621,,5.89,,,3.61,,529.3,10.8814
6/9/00,39.5938,46,,,20.7494,622,,5.95,,,3.5,,526.9,10.8214
6/12/00,40.375,46.4375,,,21.202,620,,5.81,,,3.47,,537.15,10.9113
6/13/00,40.5938,45.875,,,21.3926,631,,5.76,,,3.58,,537.2,10.8514
6/14/00,41.3125,46.625,,,21.3212,633.5,,5.67,,,3.68,,537.03,10.8814
6/15/00,41.2188,46.2812,,,20.94,618.5,,5.7,,,3.68,,527.5,10.7914
6/16/00,41.8438,46.375,,,21.6546,626,,5.84,,,3.54,,542.26,11.331
6/19/00,42.0313,45.6875,,,20.8685,632,,5.9,,,3.5,,531.23,10.9113
6/20/00,41.625,45.125,,,20.7494,624.5,,5.99,,,3.61,,527.46,10.8214
6/21/00,41.9688,45.625,,,21.0353,630,,6.17,,,3.58,,535.18,11.2711
6/22/00,41.3438,44.7812,,,20.6541,638,,6.17,,,3.63,,525.52,11.1212
6/23/00,41.5625,44.875,,,20.7732,642.5,,6.07,,,3.65,,528.23,11.2411
6/26/00,41.6875,44.375,,,20.6541,649,,6.05,,,3.77,,522.95,10.7015
6/27/00,41.0313,44.1875,,,20.3682,632.5,,6.44,,,3.84,,519.77,10.5217
6/28/00,41.0313,43.75,,,20.0109,619,,6.44,,,3.76,,514.67,10.4018
6/29/00,40.5938,43.3125,,,19.868,623.5,,6.34,,,3.73,,514.02,10.2818
6/30/00,39.25,42.4062,,,19.3201,634,,6.62,,,3.7,,505.35,10.102
7/3/00,39.7813,42.9687,,,19.4392,648,,6.63,,,3.55,,514.32,10.3418
7/4/00,39.7813,42.9687,,,19.4392,630,,6.8,,,3.61,,514.32,10.3418
7/5/00,38.4688,41.1562,,,18.0098,600.5,,6.88,,,3.59,,490.68,9.8622
7/6/00,39.0938,41.7812,,,19.1057,604.5,,6.7,,,3.56,,498.4,10.042
7/7/00,39.25,41.9687,,,19.2247,617,,6.47,,,3.74,,501.66,10.072
7/10/00,39.0625,42,,,19.3677,615,,6.51,,,3.8,,504.19,9.9821
7/11/00,40.2813,43.5,,,20.2491,625,,6.13,,,3.82,,519.73,10.6715
7/12/00,39.3125,42.8437,,,19.8918,618,,6.06,,,3.85,,509.95,10.3118
7/13/00,39.2188,41.9687,,,19.4868,609.5,,5.92,,,3.76,,502.61,10.132
7/14/00,38.7813,41.875,,,19.5344,600.5,,6.1,,,4.13,,500.16,10.072
7/17/00,39.0313,41.3437,,,19.4392,580,,6.05,,,4.35,,494.54,9.8622
7/18/00,39.0938,40.7187,,,19.5344,582.5,,5.9,,,4.39,,493.38,9.7723
7/19/00,39.4063,40.9687,,,19.6536,599,,5.96,,,4.37,,493.81,9.6224
7/20/00,39.0625,40,,,19.4868,586,,6.22,,,4.4,,488.31,9.6523
7/21/00,38.5313,39.25,,,19.0104,570,,6.25,,,4.33,,477.71,9.5025
7/24/00,38.0938,38.6875,,,18.248,564.5,,6.11,,,4.3,,468.44,9.2327
7/25/00,37.6875,38.6562,,,18.3433,568,,5.95,,,4.37,,467.93,9.0528
7/26/00,37.9375,38.6562,,,18.2004,576,,6,,,4.41,,467.03,8.9629
7/27/00,40,40.4687,,,18.7721,582,,6.01,,,4.48,,484.32,9.2627
7/28/00,40.0313,40.2812,,,19.0104,593.5,,5.8,,,4.36,,482.05,9.3226
7/31/00,40,39.5,,,19.3677,584,,5.8,,,4.36,,480.59,9.7123
8/1/00,39.9688,39.4375,,,19.2486,573,,5.75,,,4.37,,480.46,9.4725
8/2/00,41.4375,39.9062,,,19.8918,597,,5.88,,,4.34,,491.15,9.5324
8/3/00,40.7188,39.5312,,,20.273,608,,6,,,4.4,,490.55,9.5324
8/4/00,40.8438,39.6562,,,20.13,597,,5.76,,,4.33,,488.87,9.5025
8/7/00,40.4375,40.3437,,,20.3444,607,,5.94,,,4.34,,495.4,9.7123
8/8/00,40.4063,40.1875,,,20.535,593,,5.71,,,4.32,,492.56,9.6523
8/9/00,40.625,41.3125,,,20.7494,588,,5.6,,,4.28,,498.14,9.6823
8/10/00,40.9688,41.9062,,,21.1544,587.5,,6.44,,,4.21,,504.41,9.7423
8/11/00,40.6875,42,,,20.797,601,,6.44,,,4.2,,503.34,9.7123
8/14/00,41.3438,42.1875,,,21.2735,589,,6.41,,,4.27,,509.69,9.8922
8/15/00,40.6563,41.75,,,21.6308,602,,6.42,,,4.23,,510.12,9.8922
8/16/00,41.375,42.7187,,,22.012,615,,6.63,,,4.26,,517.16,9.9221
8/17/00,41.9063,43.5937,,,22.7743,624.5,,6.9,,,4.3,,528.7,10.4018
8/18/00,41.4688,43.0312,,,22.2979,629.5,,6.6,,,4.27,,519.99,10.2219
8/21/00,41.75,43.375,,,22.4646,631,,6.51,,,4.27,,524.19,10.1919
8/22/00,41.5625,43.3125,,,22.7981,639,,6.66,,,4.21,,523.29,10.3118
8/23/00,42.2813,44.0937,,,23.7272,646.5,,6.85,,,4.09,,538.57,10.5816
8/24/00,41.4688,43.0312,,,23.2031,636,,6.69,,,4.06,,523.76,10.1919
8/25/00,41.4688,43.4062,,,23.5128,634.5,,6.86,,,4.05,,527.07,10.2818
8/28/00,41.4063,43.4687,,,23.3699,634.5,,6.87,,,4,,527.11,10.2519
8/29/00,41.25,43.0312,,,23.3937,640.5,,7.06,,,4.08,,528.23,10.2519
8/30/00,40.6875,42.5625,,,23.1555,642.5,,7.34,,,4.01,,523.25,10.132
8/31/00,40.8125,42.25,,,23.5843,630.5,,7.21,,,3.86,,520.25,10.3718
9/1/00,41.1563,42.75,,,23.9893,646.5,,7.1,,,3.75,,528.74,10.6715
9/4/00,41.1563,42.75,,,23.9893,657,,7.09,,,3.74,,528.74,10.6715
9/5/00,41.4063,42.9687,,,23.8225,654.5,,7.14,,,3.64,,531.28,10.7615
9/6/00,41.9688,44.0625,,,24.2275,657,,7.48,,,3.45,,541.27,10.9413
9/7/00,41.875,44.1562,,,23.9178,661.5,,7.48,,,3.58,,540.89,10.9713
9/8/00,41.75,43.3437,,,23.6081,652.5,,7.46,,,3.62,,532.65,10.9413
9/11/00,42.5,44.6562,,,24.156,671,,7.55,,,3.59,,544.79,11.2411
9/12/00,42.875,44.2812,,,24.6563,665,,7.36,,,3.59,,543.55,11.2111
9/13/00,42.9063,44.3125,,,24.6801,655.5,,7.1,,,3.91,,536.64,10.9713
9/14/00,42.625,43.7812,,,24.6801,634,,6.94,,,3.8,,530.8,10.7615
9/15/00,44.5,45.1875,,,25.2995,640,,6.94,,,3.77,,549.26,11.4209
9/18/00,44.8125,45.2187,,,25.4662,657,,6.85,,,3.76,,550.93,11.7207
9/19/00,44,44.0312,,,24.8231,653,,6.8,,,3.74,,536.17,11.2711
9/20/00,43.3438,43.5,,,24.8231,638,,6.99,,,3.79,,529.52,10.8814
9/21/00,43.1563,42.5625,,,24.2751,624,,6.8,,,3.71,,522.56,10.6416
9/22/00,43.0938,42,,,23.4413,609,,6.69,,,3.62,,516.21,10.7015
9/25/00,42.9375,41.4062,,,23.3222,595,,6.75,,,3.56,,508.4,10.2519
9/26/00,43.375,41.6562,,,23.7987,600.5,,6.92,,,3.6,,516.6,10.4317
9/27/00,44.625,42.7187,,,24.5372,602.5,,6.97,,,3.68,,528.4,10.7615
9/28/00,44.5625,42.0625,,,23.894,594.5,,6.9,,,3.59,,522.78,10.5217
9/29/00,44.5625,42.625,,,23.9178,602,,6.9,,,3.64,,526.68,10.4617
10/2/00,45.7188,43.3437,,,24.1798,605,,6.92,,,3.64,,534.97,10.6116
10/3/00,45.4063,43.4375,,,24.2513,610.5,,6.99,,,3.64,,536.08,10.6416
10/4/00,44.625,42.4062,,,23.751,603,,6.99,,,3.64,,525.44,10.102
10/5/00,44.5938,42.75,,,23.5366,597.5,,7.01,,,3.64,,524.15,10.072
10/6/00,44.7188,42.1875,,,23.1078,614,,6.88,,,3.64,,519.64,9.8922
10/9/00,45.5625,43,,,24.0131,610.5,,6.85,,,3.58,,530.93,9.9821
10/10/00,46.6563,43.5937,,,24.4895,626.5,,7.05,,,3.68,,543.68,10.3118
10/11/00,46.875,43.3125,,,24.5848,638,,7.06,,,3.64,,546.12,10.2818
10/12/00,47.0625,43.6562,,,25.3233,646.5,,7.06,,,3.59,,555.44,10.4018
10/13/00,45.25,42.125,,,24.3943,634.5,,7.21,,,3.59,,535.91,9.9221
10/16/00,43.9063,41,,,23.9893,633,,7,,,3.54,,531.53,9.7723
10/17/00,43.9063,41.4375,,,24.3704,622.5,,6.75,,,3.56,,531.36,9.7723
10/18/00,43.2813,41.25,,,24.156,618,,6.79,,,3.56,,524.62,9.7123
10/19/00,43.25,41.1562,,,24.2275,622.5,,6.96,,,3.53,,525.48,9.6523
10/20/00,44.2188,41.7187,,,24.8707,618.5,,6.82,,,3.59,,534.28,9.8022
10/23/00,44.5313,41.2812,,,24.7516,616,,6.63,,,3.59,,530.76,9.8322
10/24/00,43.375,41.125,,,24.1322,617,,6.38,,,3.58,,520.8,9.5324
10/25/00,43.5938,40.75,,,23.894,612,,6.31,,,3.65,,513.34,9.2926
10/26/00,43.875,41,,,23.3461,605,,6.75,,,3.6,,514.88,9.4125
10/27/00,43.7813,40.1562,,,23.2984,588,,6.75,,,3.58,,507.67,9.2926
10/30/00,44.7188,40.8125,,,23.4652,584,,6.98,,,3.64,,516.17,9.6523
10/31/00,44.5938,41.0625,,,23.5366,584.5,,6.91,,,3.6,,518.87,9.5324
11/1/00,46.0313,41.4062,,,23.6796,597,,7,,,3.6,,530.2,9.8922
11/2/00,44.0938,40.25,,,23.0364,582,,7,,,3.68,,513.76,9.5624
11/3/00,43.75,40.5312,,,22.8458,561.5,,6.85,,,3.66,,512.73,9.6224
11/6/00,44.3438,41.2812,,,22.9887,568,,6.93,,,3.69,,514.19,9.6224
11/7/00,44.5,41.0312,,,22.679,576,,7.1,,,3.69,,515.18,9.9221
11/8/00,45.3438,41.5,,,23.0364,574.5,,7.01,,,3.67,,517.24,9.8322
11/9/00,44.9375,41.6875,,,23.2269,589,,6.9,,,3.7,,516.34,9.8022
11/10/00,44.7813,42.0625,,,23.0364,591,,6.83,,,3.71,,516.77,9.7423
11/13/00,44.9688,41.5625,,,23.2746,580,,6.85,,,3.76,,515.1,9.5924
11/14/00,44.9375,42.125,,,23.5843,591,,6.86,,,3.74,,522.43,9.9821
11/15/00,45.1875,41.9687,,,23.8225,603,,6.86,,,3.79,,527.41,10.042
11/16/00,45.3438,41.9375,,,23.8701,603,,6.92,,,3.84,,527.2,10.042
11/17/00,45.1563,41.875,,,23.5128,599,,6.94,,,3.91,,524.45,10.132
11/20/00,45.6875,41.8437,,,23.2031,593.5,,6.83,,,3.89,,521.83,9.9521
11/21/00,46.5625,42.5,,,23.4652,606,,6.91,,,3.85,,530.97,10.5217
11/22/00,47.125,42.4062,,,23.6319,605,,6.91,,,3.86,,529.04,10.3118
11/23/00,47.125,42.4062,,,23.6319,605.5,,6.75,,,3.89,,529.04,10.3118
11/24/00,47.2188,42.1562,,,23.5366,598,,6.71,,,3.74,,529.56,10.4917
11/27/00,46.5625,42.4375,,,23.6081,596,,6.59,,,3.71,,532.95,10.6416
11/28/00,46.5313,42.9062,,,23.3937,587.5,,6.52,,,3.76,,531.66,10.9113
11/29/00,44.4688,41.0625,,,22.5123,573,,6.47,,,3.74,,514.88,10.7315
11/30/00,44,40.9375,,,21.5355,548.5,,6.37,,,3.71,,505.1,10.3718
12/1/00,44.4063,41.3125,,,21.8452,549,,6.34,,,3.73,,510.98,10.8214
12/4/00,45.3438,41.5,,,22.3455,541,,6.34,,,3.71,,515.91,10.9713
12/5/00,44.1875,40.9062,,,21.0591,553.5,,6.44,,,3.69,,505.05,10.7015
12/6/00,43.125,40.25,,,20.5827,531,,6.01,,,3.65,,497.2,10.4317
12/7/00,44,40.3437,,,20.3921,546,,6,,,3.63,,500.33,10.2818
12/8/00,44.25,40.6562,,,20.5827,551,,6.02,,,3.65,,501.4,10.2519
12/11/00,42.875,40.75,,,20.1538,551,,6,,,3.57,,496.77,10.2818
12/12/00,43.2813,40.9062,,,20.273,558,,6,,,3.58,,502.52,10.3718
12/13/00,43.8438,41.125,,,20.7732,569.5,,6.19,,,3.56,,507.28,10.4317
12/14/00,42.75,39.5312,,,20.0109,542.5,,6.3,,,3.55,,490.2,10.1919
12/15/00,42.0625,39.125,,,20.2015,533,,6.31,,,3.53,,490.33,10.1619
12/18/00,43.1875,40.375,,,20.6303,541.5,,6.22,,,3.52,,506.25,10.9713
12/19/00,43.5938,40.5312,,,20.535,542,,6.15,,,3.53,,510.85,11.0013
12/20/00,42.5938,39.2187,,,20.1777,521.5,,6.09,,,3.55,,498.96,11.0612
12/21/00,42.375,39.1875,,,20.3682,517.5,,5.93,,,3.56,,504.97,11.2111
12/22/00,43.4063,40.3125,,,20.8209,524,,6.04,,,3.52,,514.88,11.391
12/25/00,43.4063,40.3125,,,20.8209,524,,6.04,,,3.49,,514.88,11.391
12/26/00,44.2813,41.4062,,,21.4879,524,,5.94,,,3.49,,531.96,11.9905
12/27/00,43.875,41.5312,,,22.0596,542,,5.95,,,3.48,,539.17,12.2303
12/28/00,43.4375,42.875,,,22.1788,546.5,,6.06,,,3.5,,545.61,12.1704
12/29/00,43.4688,42.2187,,,21.6785,540,,6.06,,,3.57,,536.25,11.6308
1/1/01,43.4688,42.2187,,,21.6785,540,,6.06,,,3.57,,536.25,11.6308
1/2/01,44.5625,42.9687,,,21.75,545,,6.2,,,3.61,,543.25,11.6008
1/3/01,42.625,41.3125,,,21.1782,536.5,,6.64,,,3.64,,525.05,11.331
1/4/01,41.4375,40.4375,,,20.9162,538,,6.63,,,3.68,,517.5,11.2711
1/5/01,41.625,40.75,,,21.2973,544.5,,6.54,,,3.67,,525.91,11.5408
1/8/01,41.4375,40.6562,,,21.3212,543.5,,6.5,,,3.7,,524.32,11.4809
1/9/01,41,40.125,,,20.9876,526.5,,6.66,,,3.71,,514.41,11.1512
1/10/01,40.5,40.0625,,,20.6065,527,,6.57,,,3.72,,513.16,11.2411
1/11/01,40.875,40.7187,,,20.8209,546,,6.57,,,3.76,,520.93,11.2111
1/12/01,41.4063,40.4687,,,21.0115,555.5,,6.76,,,3.76,,520.97,11.0612
1/15/01,41.4063,40.4687,,,21.0115,570.5,,6.73,,,3.65,,520.97,11.0612
1/16/01,40.9063,40.5,,,21.6546,557,,7.02,,,3.79,,522.35,11.0013
1/17/01,40.125,40.125,,,21.1306,569,,7.17,,,3.79,,513.25,10.8214
1/18/01,39.5625,39.7187,,,21.0115,578,,7.25,,,3.76,,509.6,10.6715
1/19/01,39.7188,39.6562,,,21.0591,579,,7.16,,,3.77,,507.2,10.7015
1/22/01,40.125,39.8125,,,21.5117,588,,7.04,,,3.77,,511.88,10.8814
1/23/01,40.9063,39.7812,,,21.7261,585,,7.1,,,3.77,,515.57,11.0313
1/24/01,40.8125,39.9375,,,21.6308,582,,6.97,,,3.77,,513.98,10.9113
1/25/01,41.25,41.5937,,,22.1311,590,,6.97,,,3.77,,528.31,10.8214
1/26/01,40.5,41.3125,,,21.6785,595,,6.84,,,3.77,,522.39,10.7315
1/29/01,40.1,40.75,,,21.829,590,,6.86,,,3.77,,519.76,10.7195
1/30/01,40.99,40.93,,,21.9548,578.5,,6.91,,,3.77,,521.57,10.7195
1/31/01,42.075,41.64,,,22.3474,588.5,,6.85,,,3.77,,527.98,10.8922
2/1/01,41.745,41.635,,,22.1225,579,,6.85,,,3.77,,525.1,10.5996
2/2/01,41.495,41.21,,,22.1568,587,,6.82,,,3.77,,527.53,10.8442
2/5/01,42.4,41.285,,,20.3349,598,,6.85,,,3.82,,534.11,11.2327
2/6/01,42.17,42.345,,,20.5827,600.5,,6.94,,,3.83,,536.31,11.3286
2/7/01,42.18,41.675,,,20.9066,598,,6.91,,,3.86,,534.16,11.4341
2/8/01,42.25,42.13,,,20.8876,599,,7.04,,,3.79,,535.23,11.554
2/9/01,42.93,42.945,,,21.2497,607,,7.11,,,3.79,,546.23,11.7075
2/12/01,42.88,43.265,,,21.4745,609,,7.07,,,3.79,,546.99,11.6787
2/13/01,42.395,43,,,21.7871,590,,7.29,,,3.78,,541.14,11.6068
2/14/01,41.965,42.925,,,21.5584,588,,7.39,,,3.76,,539.3,11.5972
2/15/01,41.25,42.7,,,21.3831,578,,7.36,,,3.77,,532.76,11.5684
2/16/01,42.01,43.275,,,21.3335,567,,7.25,,,3.74,,534.4,11.5157
2/19/01,42.01,43.275,,,21.3335,580,,7.09,,,3.74,,534.4,11.5157
2/20/01,41.9,43.25,,,21.3412,570,,7.2,,,3.69,,536.76,11.5684
2/21/01,41.76,42.965,,,21.1544,568,,7.09,,,3.65,,529.97,11.3958
2/22/01,42.105,43.04,,,21.1163,561.5,,7.15,,,3.62,,531.17,11.3526
2/23/01,41.75,42.23,,,20.979,566,,7.13,,,3.67,,526.75,11.4054
2/26/01,41.9,42.28,,,20.9638,568.5,,7.13,,,3.73,,532.55,11.626
2/27/01,41.15,42.85,,,20.9638,574,,7.13,,,3.7,,532.08,11.5492
2/28/01,40.525,42.83,,,20.3197,573,,7.19,,,3.69,,525.39,11.5061
