date,ExxonMobile,Chevron,Shell,TotalEnergies,ConocoPhillips,BP,SaudiAramco,Petrobras,Ecopetrol,Petrochina,Sinopec,Equinor,Nyse_Oil_Index,OccidentalPetroleum
8/29/14,99.46,129.45,2438,1367.95,81.22,481.65,,22.14,3325,7.89,3.52,174,1280.37,99.502
9/1/14,99.46,129.45,2453,1377.49,81.22,482.7,,22.48,3335,7.91,3.5,178.4,1280.37,99.502
9/2/14,98.49,127.54,2441,1359.23,80.22,477.3,,23.29,3365,7.95,3.54,181.3,1674.27,98.1878
9/3/14,99.11,127.86,2448.5,1375.03,80.9,483.75,,22.78,3380,8.05,3.59,181.9,1680.15,98.2741
9/4/14,98.36,126.8,2449,1411.01,79.85,455,,21.7,3365,8.09,3.57,180.8,1659.61,98.1974
9/5/14,99.26,127.4,2450,1401.2,80.35,466.8,,21.73,3365,8.12,3.62,180.4,1276.63,97.1806
9/8/14,97.77,126.21,2436.5,1385.66,79.03,468.7,,20.69,3335,8.12,3.62,179.3,1642.54,94.5331
9/9/14,97.39,125.18,2412.5,1376.4,78.96,466.85,,20.39,3375,8.09,3.6,176.9,1633.16,94.3412
9/10/14,96.81,124.28,2423,1370.67,78.99,471.6,,19.9,3375,8.03,3.75,176.5,1262.93,94.5235
9/11/14,97.03,123.83,2403,1367.4,79.38,472.2,,20.13,3365,8.02,3.77,175.6,1624.98,94.3412
9/12/14,95.78,122.66,2387.5,1363.59,78.45,470.15,,19.12,3345,8.06,3.92,176.4,1239.65,93.43
9/15/14,96.29,124.24,2388.5,1347.64,79.4,468.3,,19.46,3350,8.07,3.9,177.4,1614.6,94.2837
9/16/14,97.43,124.96,2411.5,1359.09,80.75,472.35,,20.31,3355,8.03,3.73,179.5,1631.89,94.5427
9/17/14,97.08,124.72,2400.5,1361.27,80.64,471.05,,20.86,3360,8.05,3.75,179.8,1626.73,94.1686
9/18/14,96.61,124.14,2402.5,1362.63,79.97,471.3,,20.21,3340,8.03,3.74,180.8,1617.2,93.8808
9/19/14,97.12,124.8,2407.5,1363.86,80.56,473.3,,19.85,3360,7.91,3.77,180.7,1243.62,93.7273
9/22/14,96.54,123.49,2400.5,1366.31,79.68,469.95,,19.4,3280,7.75,3.81,180.4,1593.11,92.9599
9/23/14,96.03,123.06,2377.5,1328.97,78.91,466.05,,19.06,3245,7.76,3.85,176.5,1581.83,92.5283
9/24/14,95.82,122.4,2375.5,1367.4,78.72,464.95,,19.09,3230,7.84,3.91,177.1,1237.45,94.3988
9/25/14,94.25,120.68,2342.5,1351.05,77.57,451.8,,18.82,3200,7.82,3.87,173,1566.33,92.8256
9/26/14,95.43,121.47,2346.5,1382.67,78.12,451.7,,19.82,3210,7.79,3.85,174.2,1241.59,94.3412
9/29/14,94.43,120.55,2360,1371.22,77.84,456.35,,17.75,3205,7.8,3.84,174.6,1570.46,93.2669
9/30/14,94.05,119.32,2358.5,1402.29,76.52,453.45,,17.25,3165,7.79,3.87,175.2,1552.04,92.2309
10/1/14,92.86,117.65,2331,1382.12,75,452.75,,16.4,3140,7.79,3.87,173.7,1523.37,90.4467
10/2/14,93.3,117.11,2279.5,1313.3,74.69,440.1,,16.59,3115,7.79,3.87,169,1514.05,91.3388
10/3/14,93.92,117.71,2294,1322.16,74.77,445,,17.5,3110,7.79,3.87,167.9,1195.48,92.0486
10/6/14,94.52,118.09,2288,1317.8,74.96,446.1,,19.2,3100,7.79,3.87,166.6,1513.89,93.123
10/7/14,93.37,116.02,2280.5,1287,73.91,441.75,,19.95,3070,7.79,3.87,164.8,1493.34,91.0031
10/8/14,94.61,117.95,2281,1273.78,74.53,440.15,,19.58,2990,7.81,3.85,163.7,1197.25,91.665
10/9/14,91.82,114.51,2245.5,1261.65,71.44,435.15,,19.96,3030,7.84,3.83,161.8,1461.57,88.7585
10/10/14,91.6,113.89,2191,1215.59,70.36,428.15,,18.87,2920,7.79,3.73,158.3,1129.6,87.828
10/13/14,90.84,112.03,2192.5,1230.85,68.07,431.95,,20.75,2920,7.75,3.74,160.2,1402.93,84.3172
10/14/14,90.55,109.78,2174,1220.22,66.2,426.65,,20.42,2945,7.74,3.7,157.5,1384.71,83.0222
10/15/14,90.22,109.27,2114,1165.3,66.25,416.7,,19.02,2975,7.75,3.69,153,1376.5,81.7752
10/16/14,90.6,111.06,2066,1159.85,66.93,420,,17.64,3050,7.73,3.67,146,1397.67,82.9167
10/17/14,91.21,111.8,2149,1203.46,68.08,428.5,,18.18,3010,7.69,3.62,153,1103.32,84.7584
10/20/14,91.77,111.49,2099,1170.35,68.83,421.9,,17.12,3010,7.7,3.64,148.7,1421.56,85.1229
10/21/14,93.65,115.09,2163.5,1210.82,70.59,433.65,,16.19,3050,7.68,3.66,155.8,1460.71,87.358
10/22/14,93.13,114,2185.5,1215.32,69.44,434.25,,16.05,2930,7.67,3.6,157.5,1123.94,86.0438
10/23/14,94.11,116.19,2210,1248.57,70,438.95,,15.05,2945,7.58,3.47,154.8,1458.02,87.3004
10/24/14,94.49,115.91,2197,1222.54,70.07,432.85,,15.7,2940,7.58,3.44,155,1150.1,85.8711
10/27/14,93.71,115.02,2183,1211.09,68.83,430.25,,13.92,2845,7.56,3.42,152.8,1427.28,82.9455
10/28/14,95.1,117.13,2195,1239.98,70.22,437,,14.51,2835,7.64,3.51,155.4,1461.89,84.5474
10/29/14,94.59,117.14,2235.5,1264.51,70.75,445.3,,13.53,2860,7.69,3.54,158.7,1462.52,85.2285
10/30/14,94.45,117.2,2227.5,1280.87,71.35,444,,13.78,2820,7.73,3.69,154.2,1461.96,84.346
10/31/14,96.71,119.95,2235.5,1292.45,72.15,449,,14.65,2750,7.84,3.69,153,1177.71,85.3052
11/3/14,95.26,116.78,2196,1274.19,70.56,443.7,,14.25,2750,7.82,3.74,152.2,1454.66,83.5882
11/4/14,94.52,115.37,2139,1226.36,68.77,430.4,,14.25,2630,7.78,3.82,147.1,1430.35,81.8423
11/5/14,95.07,117.05,2164,1261.52,69.88,440.15,,13.86,2675,7.77,3.81,150.2,1157.4,82.9455
11/6/14,96.26,118.53,2178.5,1267.78,71.32,435.9,,13.55,2675,7.79,3.75,149.8,1460.69,82.8783
11/7/14,96.59,118.8,2230.5,1268.19,72.16,441.3,,13.77,2690,7.75,3.75,152.5,1181.53,84.4515
11/10/14,96.28,117.92,2234.5,1283.86,71.6,439.6,,13.41,2675,7.86,3.84,153.5,1462.18,84.346
11/11/14,96.41,118.44,2219.5,1273.1,71.75,433.75,,13.49,2660,7.92,3.74,152,1464.01,85.4779
11/12/14,95.38,117.65,2223,1251.16,71.2,433.9,,13.54,2675,7.89,3.71,151.3,1450.28,84.979
11/13/14,94.66,116.45,2176,1240.12,70.35,429.95,,13.13,2635,7.92,3.6,148.2,1424.08,82.7728
11/14/14,95.09,116.32,2201.5,1242.16,71.41,431.8,,12.78,2665,7.83,3.57,149.4,1154.67,83.1277
11/17/14,95.11,115.75,2205.5,1254.84,71.42,432.45,,12.13,2665,7.84,3.56,148.1,1427.1,82.3987
11/18/14,94.87,115.47,2236,1268.19,71.67,437.6,,11.94,2680,7.74,3.57,148.5,1435.16,83.1277
11/19/14,95.61,116.47,2229,1267.51,72.13,440.15,,12.26,2690,7.71,3.61,149.4,1153.2,82.533
11/20/14,95.82,117.31,2254,1271.6,73.21,441.35,,12.26,2705,7.71,3.59,149.8,1459.63,83.3292
11/21/14,96.81,118.58,2283.5,1322.84,73.64,448.2,,13.63,2715,7.75,3.62,153.2,1184.79,84.0294
11/24/14,95.72,117.59,2267,1320.52,73.33,447.2,,13.43,2680,7.82,3.66,154.3,1475.09,84.6625
11/25/14,94.78,116.15,2250.5,1299.67,71.73,442.5,,13.28,2660,7.85,3.73,152.8,1450.54,82.84
11/26/14,94.48,115.11,2263.5,1303.76,70.83,437.9,,13.27,2570,7.98,3.78,149.5,1440.78,82.6193
11/27/14,94.48,115.11,2179,1251.02,70.83,426.2,,12.75,2425,7.99,3.75,143,1440.78,82.6193
11/28/14,90.54,108.87,2132.5,1226.22,66.07,420.2,,12.15,2290,8.17,3.88,132.5,1069.43,76.5186
12/1/14,92.35,111.73,2121,1216.54,67.77,414.5,,11.51,2285,8.17,4.01,133.3,1348.55,79.4174
12/2/14,94.19,114.02,2208,1257.97,69.21,433.85,,11.4,2200,8.37,4,135,1374.15,80.6569
12/3/14,94.95,113.71,2178,1251.7,70.8,436.85,,12,2285,8.37,3.98,134.6,1116.28,83.0659
12/4/14,94.37,112.28,2150,1213,69.31,426.9,,11.43,2215,9.21,4.38,130.7,1383.92,82.5062
12/5/14,93.82,110.87,2149,1231.53,67.85,424.5,,11.45,2175,10.12,4.45,128.9,1105.62,81.4466
12/8/14,91.7,106.8,2095.5,1208.37,65.03,417.3,,10.72,2175,10.32,4.33,126.5,1308.02,76.0788
12/9/14,91.38,107.01,2084.5,1178.25,64.96,405.95,,10.55,2080,9.5,4.07,123.5,1312.98,77.4182
12/10/14,88.67,104.86,2035,1159.58,63.54,399.6,,10.11,1880,9.5,4.12,122.5,1269.7,75.1092
12/11/14,89.2,104.91,2045,1160.26,63.61,398.8,,10.04,1890,9.29,4.09,123.6,1266.05,75.0492
12/12/14,86.6,102.38,1984,1121.15,62.45,385.65,,9.46,1870,9.35,4.08,121.5,998.69,74.1896
12/15/14,86.9,100.86,1943,1073.04,61.69,373.25,,8.52,1815,9.23,4.11,120,1224.06,73.13
12/16/14,86.41,101.7,2036.5,1101.94,63.22,383.95,,8.7,1860,9.56,4.18,120.8,998.74,74.3795
12/17/14,89.02,106.02,2094.5,1140.5,66.94,397.55,,9.04,1910,9.78,4.21,125.8,1302.92,77.7681
12/18/14,91.16,109.03,2105,1167.35,69.75,402.55,,9.02,1930,9.79,4.19,132.7,1325.28,79.1375
12/19/14,93.64,112.93,2170,1168.17,70.98,413,,9.44,2000,10.08,4.29,132.2,1117.78,81.4866
12/22/14,93.33,112.03,2177,1167.62,69.52,413.65,,9.91,2080,10.36,4.42,133.4,1357.91,80.7569
12/23/14,94.59,113.95,2193.5,1192.29,71.05,415.85,,10.5,2120,9.78,4.15,133.9,1376.51,82.866
12/24/14,93.78,113.47,2203.5,1188.74,70.13,416.85,,10.5,2100,9.48,4.07,133.9,1363.83,82.2063
12/25/14,93.78,113.47,2203.5,1188.74,70.13,416.85,,10.5,2100,9.84,4.14,133.9,1363.83,82.2063
12/26/14,93.21,113.25,2203.5,1188.74,69.88,416.85,,9.85,2085,10.12,4.2,133.9,1120.53,82.0164
12/29/14,93.07,113.32,2208.5,1192.29,70.11,418,,9.87,2050,10.33,4.29,133.1,1367.22,81.6765
12/30/14,93.02,113.11,2160,1159.31,69.93,409.3,,9.59,2080,10.45,4.19,131.2,1355.85,81.3666
12/31/14,92.45,112.18,2153.5,1158.9,69.06,411,,9.59,2080,10.81,4.33,131.2,1109,80.577
1/1/15,92.45,112.18,2153.5,1158.9,69.06,411,,9.59,2080,10.81,4.33,131.2,1109,80.577
1/2/15,92.83,112.58,2168,1159.04,68.92,410.45,,9,1955,10.81,4.33,130.1,1115.4,80.6169
1/5/15,90.29,108.08,2080,1089.67,65.64,389.7,,8.27,1815,11.89,4.7,126,1287.66,77.6282
1/6/15,89.81,108.03,2079.5,1088.03,62.93,391.05,,8.06,1835,11.69,4.51,127.3,1269.4,76.9684
1/7/15,90.72,107.94,2098,1112.7,63.35,393.75,,8.45,1885,12.39,4.57,128.5,1072.85,76.9784
1/8/15,92.23,110.41,2142.5,1155.63,64.93,405,,9.02,1960,12.21,4.42,129.6,1313.55,77.6582
1/9/15,92.1,108.21,2106.5,1119.24,64.92,398.65,,9.29,1965,12.07,4.35,130.8,1102.96,77.5082
1/12/15,90.33,105.88,2078.5,1125.1,63.07,396.55,,8.77,1965,11.62,4.19,125.8,1261.99,74.9193
1/13/15,90,104.2,2077,1136.55,62.44,396.3,,8.83,1915,11.64,4.18,129.1,1255.47,74.9393
1/14/15,89.74,103.9,2008,1112.43,62.62,382.15,,8.5,1895,11.31,4.15,126.5,1254.44,75.4491
1/15/15,88.96,102.67,2066,1143.36,61.41,392.6,,9.25,1850,12.29,4.28,130.7,1243.39,75.9588
1/16/15,91.12,105.12,2102.5,1180.16,63.08,413.35,,9.23,1880,12.6,4.29,132,1104.71,78.028
1/19/15,91.12,105.12,2121,1173.48,63.08,408.9,,8.88,1850,11.44,3.88,133.5,1104.71,78.028
1/20/15,91.09,106.47,2117,1187.52,63.19,412.2,,8.89,1870,11.83,3.99,130.9,1280.6,77.978
1/21/15,91.87,108.16,2163.5,1211.5,64.54,426,,9.46,1930,12.69,4.13,135,1128.74,79.2075
1/22/15,92.87,108.92,2176.5,1228.26,65.3,428.4,,9.81,1950,12.63,4.15,137.8,1320.06,78.8277
1/23/15,90.89,106.85,2185,1252.25,64.65,432.4,,9.52,2010,12.82,4.13,137.5,1167.9,78.8177
1/26/15,91.76,108.88,2211.5,1272.42,65.82,439,,9.54,2035,13.09,4.18,135.9,1338.09,80.2871
1/27/15,90.95,108.26,2191,1264.38,65.54,440.6,,9.64,2030,12.61,4.16,133.7,1335.51,79.3775
1/28/15,87.95,103.71,2153.5,1241.89,62.58,432.95,,8.63,1975,12.25,4.09,133,1288.04,76.4686
1/29/15,87.58,103,2060,1224.04,62.82,424.85,,8.47,1965,11.98,4.08,128.4,1294.93,78.2779
1/30/15,87.42,102.53,2018,1240.12,62.98,424.45,,8.04,1955,11.64,4.05,128.4,1151.74,79.9672
2/2/15,89.58,106.06,2069,1281,65.77,437.7,,8.57,2080,11.22,4.02,135,1342.98,80.1272
2/3/15,92.25,109.53,2180,1315.89,67.74,449.85,,9.79,2305,11.69,4.12,141.5,1386.6,82.1163
2/4/15,91.46,108.35,2157,1301.44,65.87,445.35,,9.9,2190,11.41,4.17,137.2,1197.6,80.8169
2/5/15,92.36,109.31,2169,1310.44,67.57,450.1,,9.66,2230,11.15,4.07,139.6,1379.5,82.0863
2/6/15,91.5,109.61,2165,1299.54,67.49,450.6,,9.03,2215,10.89,4.04,142.6,1201.4,81.7165
2/9/15,91.56,110.43,2186.5,1306.9,67.85,457.1,,9.2,2220,11.03,4.06,148.8,1379.88,81.2267
2/10/15,91.01,110.18,2152.5,1290.54,67.99,446.35,,8.83,2090,11.23,4.07,143.1,1376.63,81.2767
2/11/15,90.6,109.98,2146.5,1279.64,67.88,445.8,,8.85,2070,11.16,4.06,141,1365.2,79.9472
2/12/15,92.37,110.86,2112.5,1290.54,68.04,444.3,,9.37,2125,11.18,4.06,143.6,1388.51,82.0064
2/13/15,93.37,112.78,2149,1291.22,69.88,454.2,,9.78,2200,11.18,4.13,149.8,1247.43,83.0759
2/16/15,93.37,112.78,2131.5,1284.14,69.88,451.9,,9.78,2185,11.07,4.18,147.7,1247.43,83.0759
2/17/15,93.05,112.4,2151.5,1288.63,69.47,452,,9.78,2195,11.08,4.21,146.4,1416.12,82.4962
2/18/15,91.01,110.44,2154,1288.23,67.73,451.3,,9.95,2190,11.08,4.21,146.7,1234.52,81.3366
2/19/15,89.44,108.35,2109,1253.2,67.42,445.7,,9.64,2150,11.08,4.21,141.8,1391.41,80.577
2/20/15,89.92,108.6,2127,1254.7,67.38,446.7,,9.54,2110,11.08,4.21,142,1220.3,80.0672
2/23/15,89.01,107.86,2114,1261.65,66.92,444.6,,9.38,2140,11.08,4.21,141.5,1387.82,79.7673
2/24/15,89.42,107.96,2129.5,1286.05,67.09,448.35,,9.74,2150,11.08,4.21,144.7,1393.89,79.7173
2/25/15,89.6,108.58,2122.5,1290.54,67.53,449.4,,9.3,2145,11.23,4.28,145,1397.13,80.1771
2/26/15,88.65,107.06,2105.5,1287.82,65.85,448,,9.2,2090,11.34,4.33,146,1382.09,78.2879
2/27/15,88.54,106.68,2118,1314.66,65.2,448.05,,9.48,2085,11.42,4.76,144.5,1227.76,77.8481
3/2/15,88.04,105.9,2090,1286.18,64.4,446.65,,9.28,2005,11.32,4.86,143.1,1354.15,77.7081
3/3/15,87.62,105.16,2047,1284.41,64.78,448.6,,9.51,1895,10.93,4.82,143.8,1358.42,77.978
3/4/15,87.18,105.16,2043.5,1292.86,64.25,451.05,,9.15,1920,10.92,5.13,143.4,1209.79,78.2979
3/5/15,86.74,104.73,2040,1293.81,63.33,452.6,,9.21,1905,10.71,5.19,145.1,1341.34,77.4582
3/6/15,85.63,103.55,2030,1281.14,62.79,447,,9.09,1875,10.77,4.94,146,1198.84,74.7393
3/9/15,85.16,103.95,2030,1272.42,61.97,445.7,,8.79,1800,10.89,5.1,143.5,1310.04,74.7693
3/10/15,84.26,102.91,1936.5,1231.4,60.87,428.1,,8.32,1820,10.77,5.12,138,1282.04,73.7897
3/11/15,84.02,103.54,1936,1239.17,61.3,425.15,,8.47,1850,10.75,4.99,136.9,1283.97,74.2296
3/12/15,84.22,102.42,1961,1238.48,61.36,425.85,,8.28,1875,11.03,4.96,136.9,1278.34,74.5494
3/13/15,83.87,101.62,1921.5,1216.82,61.64,418.25,,8.15,1880,11.06,4.98,134.3,1204.49,72.8101
3/16/15,84.76,103.13,1935.5,1214.77,62.4,417.6,,8.25,1870,11.2,5.09,132.4,1288.52,73.08
3/17/15,84.08,103.17,1975,1232.22,62.01,425.9,,8.71,1905,11.48,5.29,135.4,1287.12,72.3303
3/18/15,86.07,106.7,2022.5,1253.75,63.64,436.1,,9.09,1925,11.65,5.36,137.2,1254.46,73.9797
3/19/15,84.41,104.75,2042,1266.69,62.76,440.9,,8.69,1870,11.64,5.52,138.6,1306.87,71.8405
3/20/15,84.54,107.03,2064,1298.31,63.84,451,,9.16,1975,11.68,5.5,143.9,1239.41,72.6902
3/23/15,85.43,105.92,2094,1279.64,63.23,447.9,,9.22,1975,11.8,5.61,142.6,1324.93,72.8301
3/24/15,84.52,104.2,2078.5,1277.87,62.55,444.15,,9.24,1935,11.59,5.56,142,1314.63,72.4203
3/25/15,84.86,105.67,2096.5,1267.51,63.05,448.35,,9.72,1965,11.33,5.42,141.3,1331.38,73.6898
3/26/15,84.32,105.25,2069,1269.83,63.24,446.1,,9.23,1995,11.99,5.55,142.9,1329.42,73.6998
3/27/15,83.58,104.28,2034.5,1269.96,62.93,443.6,,9.22,1970,11.7,5.46,143.4,1201.13,72.6902
3/30/15,85.63,106.9,2052,1281,64,446.1,,9.59,1970,11.88,5.51,142.9,1344.76,73.9497
3/31/15,85,104.98,2008,1261.24,62.26,436.7,,9.58,1975,11.73,5.48,142.8,1330.63,72.9701
4/1/15,84.46,104.79,2031,1263.83,63.02,442.1,,10.08,2000,11.86,5.54,144,1339.38,74.2096
4/2/15,84.3,105.28,2024.5,1249.52,63.18,442.85,,10.6,2000,11.91,5.67,144,1335.9,74.5194
4/3/15,84.3,105.28,2024.5,1249.52,63.18,442.85,,10.6,2000,11.84,5.64,144,1216.77,74.5194
4/6/15,85.13,106.92,2024.5,1249.52,65.39,442.85,,10.58,2065,11.84,5.64,144,1361.26,76.4786
4/7/15,85.75,108.54,2094,1297.22,65.79,454.85,,10.83,2065,12.27,5.76,152.7,1363.08,76.7785
4/8/15,84.06,106.66,1982.5,1282.37,64.81,457.3,,10.56,2015,12.51,5.79,152.2,1250.78,76.5686
4/9/15,84.65,106.95,2004,1307.3,67,463.7,,11.54,2015,12.39,5.99,152.1,1387.43,77.7981
4/10/15,85.56,106.91,2026.5,1322.43,66.53,472.25,,11.83,2020,12.46,6.08,154.1,1298.81,78.4178
4/13/15,85.34,106.5,2038.5,1328.97,66.34,471,,12.42,2030,12.69,6.23,153.5,1377.42,77.7081
4/14/15,86.63,108.84,2045.5,1328.15,68.36,470.95,,12.45,2045,12.51,6.09,154.5,1399.3,79.2675
4/15/15,88.08,110.41,2071.5,1355.68,69.4,475.8,,13.43,2070,12.47,6.12,157.2,1430.28,81.4766
4/16/15,87.73,110.16,2109,1343.96,69.01,473.45,,13.18,2085,13.01,6.35,157.7,1438.09,81.3366
4/17/15,86.93,109.11,2089,1331.97,67.69,479.35,,13.27,2060,13.38,6.74,156.3,1328.61,80.497
4/20/15,87.24,110.29,2121,1345.87,68.61,483.4,,13.24,2020,12.8,6.47,156.2,1424.81,80.3371
4/21/15,86.88,109.73,2100,1327.2,68.02,480,,13.24,1985,12.99,6.59,153.7,1415.27,79.4174
4/22/15,87.46,109.5,2070.5,1319.84,67.88,479.75,,13.31,2015,13.22,6.81,152.1,1328.52,79.5574
4/23/15,87.54,109.97,2091.5,1319.57,68.26,484.15,,14.06,2035,13.34,7.14,155.5,1430.85,80.0072
4/24/15,86.97,109.87,2066,1308.39,67.51,478.4,,14.7,2060,13.32,7.85,155.4,1426.18,79.7373
4/27/15,87.01,109.7,2076.5,1340.15,67.06,476.9,,13.63,2075,14.65,8.64,156.5,1311.14,79.3974
4/28/15,87.8,111.12,2061,1354.05,67.74,476.1,,13.63,2050,14.33,9.5,156.6,1436.37,79.6673
4/29/15,87.87,111.73,2052,1320.11,68.06,468.15,,13.73,2040,13.71,10.45,153.5,1439.35,80.0772
4/30/15,87.37,111.06,2059.5,1321.48,67.92,470.1,,14.25,2030,13.39,9.79,159,1427.15,80.0672
5/1/15,88.85,109.04,2060,1321.48,67.44,468.6,,14.25,2030,13.39,9.79,159,1284.59,80.467
5/4/15,89.11,108.32,2060,1311.8,67.02,468.6,,15.04,2035,13.5,9.47,158.7,1430.36,79.9972
5/5/15,88.61,108,2091.5,1299.4,67.2,474.95,,15.66,2065,13.01,9.1,160.8,1410.75,78.5878
5/6/15,88.19,107.95,2082.5,1304.03,67.23,473.3,,14.81,2070,12.61,8.78,159.4,1261.5,79.3874
5/7/15,87.6,107.57,2043,1274.6,66.62,457.1,,14.65,1990,12.17,8.3,153.8,1392.19,77.5782
5/8/15,88.99,108.65,2072,1308.26,67.17,461.3,,14.5,1940,12.41,8.35,155.8,1255.83,77.8681
5/11/15,86.78,107.36,2052,1295.04,65.28,457.7,,14.67,1900,12.66,8.87,157,1379.54,76.6486
5/12/15,87.02,107.56,2033.5,1280.46,65.4,456.05,,14.7,1900,12.69,8.88,157.6,1380.06,76.6486
5/13/15,86.56,107.7,2045.5,1281.82,65.39,456,,14.92,1945,12.43,8.49,158.9,1375.27,76.1388
5/14/15,86.97,108.45,2018.5,1290.13,65.42,456.8,,14.81,1965,12.47,9.33,158.9,1379.16,76.2587
5/15/15,87.35,108.03,1991.5,1266.56,65.76,452.4,,15.05,1965,12.11,8.5,154.5,1214.16,76.8085
5/18/15,86.85,106.65,1981.5,1272.01,66.04,452.3,,14.64,1965,11.79,8.18,151.8,1377.65,77.2083
5/19/15,86.99,105.02,1971,1289.32,65.12,452.35,,13.75,1875,12.19,8.42,150.5,1361.7,75.8089
5/20/15,87.13,105.25,1970,1291.91,64.78,452.1,,13.7,1905,12.17,8.4,148.9,1366.06,76.5886
5/21/15,87.21,105.49,1985,1303.35,65.58,458,,14.42,1930,12.22,8.54,151.4,1375.18,76.9185
5/22/15,86.52,104.89,1970.5,1300.9,65.11,457.75,,14.1,1935,12.64,9.18,150.5,1234.39,76.9784
5/25/15,86.52,104.89,1970.5,1295.86,65.11,457.75,,13.83,1925,12.98,9.35,150.5,1234.39,76.9784
5/26/15,85.35,103.29,1931,1276.23,63.84,451.7,,13.36,1890,13.05,9.64,146.8,1344.72,76.6886
5/27/15,85.11,103.11,1957.5,1291.91,63.82,454.4,,13.52,1805,13.35,10.06,146.7,1231.36,76.7885
5/28/15,85.11,103.24,1954,1278.96,63.86,453.3,,13.61,1840,12.2,9.05,145.8,1342.98,77.6981
5/29/15,85.2,103,1943,1253.07,63.68,450.75,,13.25,1815,11.92,8.57,145.8,1221.61,78.158
6/1/15,85.13,102.63,1922.5,1253.75,63.61,447.4,,13.25,1800,12.4,8.94,144.1,1335.04,78.8577
6/2/15,85.14,102.58,1934,1257.97,64.07,449.95,,13.85,1815,12.37,9.02,147.9,1343.74,79.4074
6/3/15,84.95,102.17,1938,1263.97,63.8,449.55,,13.83,1805,12.35,9.17,146.7,1335.22,78.3379
6/4/15,84.22,101.39,1901.5,1240.12,63,440.15,,13.83,1800,12.61,9.2,143.7,1318.14,77.2683
6/5/15,84.28,101.59,1902.5,1241.62,63.04,443.35,,13.52,1815,12.82,9.54,145.4,1185.12,79.0576
6/8/15,84.85,100.42,1902,1204.28,63.43,441.9,,13.55,1815,13.33,9.86,145.1,1318.67,77.1983
6/9/15,84.58,100.42,1883,1201.42,63.06,441.35,,14.05,1835,13.18,9.44,143.8,1317.48,77.4482
6/10/15,85.21,101.83,1898.5,1227.17,64.02,443.55,,14.15,1840,12.98,9.37,146.3,1184.52,78.7977
6/11/15,85.09,101.12,1897,1237.39,64.03,446.8,,14.15,1810,12.91,9.26,146.1,1341.2,78.8577
6/12/15,84.02,99.87,1858,1214.5,63.51,437.6,,14.18,1790,12.96,9.41,143,1179.15,77.7481
6/15/15,83.72,99.29,1854.5,1196.1,63.27,435.05,,14.2,1790,12.6,9.17,141,1318.38,77.4182
6/16/15,84.68,100.04,1850.5,1196.65,63.43,432.4,,14.68,1625,12.09,8.56,140.9,1326.45,78.4778
6/17/15,84.73,99.76,1844.5,1209.87,63.09,435,,14.49,1645,12.28,8.82,143.5,1325.36,78.7677
6/18/15,85.48,100.25,1844,1207.41,62.93,434.45,,14.8,1665,11.8,8.87,142,1328.33,79.0676
6/19/15,85.21,99.47,1843.5,1202.64,62.35,431.35,,14.51,1635,11.17,8.83,143.8,1159.99,77.938
6/22/15,85.17,100.29,1875,1237.94,62.58,439.4,,14.55,1655,11.17,8.83,142.9,1327.44,78.7577
6/23/15,85.07,100.09,1855.5,1254.97,63.17,438.95,,14.35,1725,11.49,9.03,143.4,1338.17,79.3674
6/24/15,84.68,99.27,1898.5,1267.65,62.83,442.1,,14.62,1725,11.82,9.93,146,1187.6,79.2875
6/25/15,83.93,98.34,1883,1265.88,62.22,442.3,,13.98,1695,11.32,10.34,143.9,1324.61,78.4978
6/26/15,83.86,98.6,1858,1265.19,62.18,437.55,,14.65,1710,10.53,11.09,144.8,1184.57,79.1775
6/29/15,82.82,96.69,1819,1216.68,61.01,427.55,,14.05,1710,10.95,11.91,142.3,1295.87,77.3383
6/30/15,83.2,96.47,1786.5,1187.52,61.41,420.15,,14.03,1730,11.33,10.73,140.1,1303.71,77.7381
7/1/15,82.37,96.09,1803.5,1196.24,60.03,419.15,,13.52,1645,10.74,10.9,137.6,1289.54,75.9189
7/2/15,83.14,95.87,1816.5,1196.65,60.52,437.4,,13.64,1675,11.68,9.81,140.7,1296.64,75.6989
7/3/15,83.14,95.87,1812,1193.38,60.52,434.4,,12.95,1650,11.83,8.83,138,1168.4,75.6989
7/6/15,82.53,94.77,1788,1169.26,59.06,429.5,,12.85,1635,13.01,7.95,136,1279.04,73.8697
7/7/15,82.87,95.27,1753,1144.86,59.65,418.55,,13.16,1650,13.56,7.17,134.5,1286.25,74.1696
7/8/15,81.97,93.56,1801.5,1151.4,58.36,423.2,,12.98,1600,12.33,6.45,137.7,1139.98,72.5103
7/9/15,81.6,93.78,1804.5,1180.29,58.67,426.05,,12.98,1645,12.87,7.1,138.1,1262.02,73.09
7/10/15,82.22,94.41,1822,1208.64,59.13,427,,13.27,1625,13.09,7.81,138,1152.44,73.28
7/13/15,82.42,94.6,1818,1217.63,58.93,428.8,,13.27,1635,12.53,8.1,136.2,1280.94,73.4199
7/14/15,83.11,95.55,1838,1229.22,59.53,429.15,,13.51,1655,12.29,7.46,140.9,1290.46,74.2495
7/15/15,82.76,94.24,1824.5,1233.31,58.42,427.1,,13.18,1635,13.52,6.71,140.9,1269.55,73.06
7/16/15,82.91,94.48,1835.5,1246.66,57.95,422,,13.27,1630,13.4,6.78,141.4,1273.77,72.4703
7/17/15,82.61,93.15,1814,1243.94,57.2,416.95,,12.62,1610,13.17,7.19,139.2,1160.97,71.8905
