country,date,msci_index,msci_ret_weekly,n_obs,msci_vol_annual,debt_lt,debt_st,debt_total,default_barrier,OVX,country_clean,cds_spread,rf,country_lower
Brazil,2014-01-03,804.695,-0.02336612869458107,5,0.2205366579527399,58678384820.0,0.0,58678384820.0,29339192410.0,20.6,brazil,187.25,0.0013,brazil
Brazil,2014-01-10,788.35,-0.020521169953579835,5,0.2209245511468008,58678384820.0,0.0,58678384820.0,29339192410.0,19.47,brazil,191.83,0.0012,brazil
Brazil,2014-01-17,780.773,-0.00965769910054004,5,0.2206567394238424,58678384820.0,0.0,58678384820.0,29339192410.0,17.12,brazil,194.64,0.0011,brazil
Brazil,2014-01-24,743.312,-0.04916857876030546,5,0.2248166904952139,58678384820.0,0.0,58678384820.0,29339192410.0,19.46,brazil,206.22,0.0011,brazil
Brazil,2014-01-31,737.863,-0.007357705311195324,5,0.22377055112979802,58678384820.0,0.0,58678384820.0,29339192410.0,20.35,brazil,205.43,0.001,brazil
Brazil,2014-02-07,754.118,0.02179068392560644,5,0.2251843170197833,58678384820.0,0.0,58678384820.0,29339192410.0,19.03,brazil,183.07,0.0012,brazil
Brazil,2014-02-14,757.65,0.004672683145115007,5,0.22529401240167082,58678384820.0,0.0,58678384820.0,29339192410.0,17.95,brazil,184.8,0.0011,brazil
Brazil,2014-02-21,756.126,-0.002013508623317485,5,0.22469000916183327,58678384820.0,0.0,58678384820.0,29339192410.0,17.9,brazil,177.89,0.0012,brazil
Brazil,2014-02-28,760.551,0.005835141635980172,5,0.22487657742691386,58678384820.0,0.0,58678384820.0,29339192410.0,18.71,brazil,170.39,0.0012,brazil
Brazil,2014-03-07,747.948,-0.016709713753472147,5,0.2198495139806353,58678384820.0,0.0,58678384820.0,29339192410.0,20.01,brazil,170.76,0.0013,brazil
Brazil,2014-03-14,720.592,-0.03726036044855631,5,0.2208273766868466,58678384820.0,0.0,58678384820.0,29339192410.0,21.7,brazil,180.9,0.0012,brazil
Brazil,2014-03-21,769.839,0.06610830568328194,5,0.22947069689658026,58678384820.0,0.0,58678384820.0,29339192410.0,19.46,brazil,179.04,0.0014000000000000002,brazil
Brazil,2014-03-28,827.415,0.07212498086593701,5,0.24095652072314194,58678384820.0,0.0,58678384820.0,29339192410.0,19.15,brazil,158.05,0.0013,brazil
Brazil,2014-04-04,850.706,0.027760210030106026,5,0.24286273524729188,58678384820.0,0.0,58678384820.0,29339192410.0,18.28,brazil,161.72,0.0011,brazil
Brazil,2014-04-11,879.39,0.033161892320340794,5,0.2450334261578957,58678384820.0,0.0,58678384820.0,29339192410.0,18.39,brazil,153.38,0.0009,brazil
Brazil,2014-04-18,865.443,-0.015986970730548174,5,0.24407659113586194,58678384820.0,0.0,58678384820.0,29339192410.0,18.93,brazil,152.94,0.0011,brazil
Brazil,2014-04-25,859.34,-0.007076861809091808,5,0.24400812700072216,58678384820.0,0.0,58678384820.0,29339192410.0,18.88,brazil,148.89,0.0011,brazil
Brazil,2014-05-02,881.624,0.02560100850576379,5,0.2448089330944052,58678384820.0,0.0,58678384820.0,29339192410.0,17.8,brazil,141.45,0.001,brazil
Brazil,2014-05-09,883.061,0.0016286196319743144,5,0.2447935607370918,58678384820.0,0.0,58678384820.0,29339192410.0,17.0,brazil,144.55,0.001,brazil
Brazil,2014-05-16,900.411,0.019457044859920485,5,0.24574915370464448,58678384820.0,0.0,58678384820.0,29339192410.0,15.42,brazil,146.38,0.0009,brazil
Brazil,2014-05-23,876.048,-0.027430441794715023,5,0.24703406478911935,58678384820.0,0.0,58678384820.0,29339192410.0,15.89,brazil,146.37,0.001,brazil
Brazil,2014-05-30,844.722,-0.036413304811866956,5,0.24186272125989927,58678384820.0,0.0,58678384820.0,29339192410.0,15.61,brazil,139.78,0.001,brazil
Brazil,2014-06-06,875.131,0.03536601029335573,5,0.2421119424916536,58678384820.0,0.0,58678384820.0,29339192410.0,14.5,brazil,133.74,0.0011,brazil
Brazil,2014-06-13,903.396,0.03178740605592631,5,0.23978892003896124,58678384820.0,0.0,58678384820.0,29339192410.0,19.47,brazil,135.25,0.0011,brazil
Brazil,2014-06-20,900.189,-0.003556254215792606,5,0.2211379928271201,58678384820.0,0.0,58678384820.0,29339192410.0,18.84,brazil,138.99,0.0009,brazil
Brazil,2014-06-27,891.182,-0.010056069794884583,5,0.21857066522497207,58678384820.0,0.0,58678384820.0,29339192410.0,16.44,brazil,138.97,0.001,brazil
Brazil,2014-07-04,895.496,0.004829083229941338,5,0.20706507350704784,58678384820.0,0.0,58678384820.0,29339192410.0,15.59,brazil,140.98,0.0011,brazil
Brazil,2014-07-11,902.593,0.007893977277007639,5,0.20639877853370306,58678384820.0,0.0,58678384820.0,29339192410.0,17.26,brazil,146.36,0.0011,brazil
Brazil,2014-07-18,929.961,0.029870917794651817,5,0.20571306799415068,58678384820.0,0.0,58678384820.0,29339192410.0,17.39,brazil,138.35,0.001,brazil
Brazil,2014-07-25,946.68,0.01781847711088476,5,0.20547207258847583,58678384820.0,0.0,58678384820.0,29339192410.0,16.67,brazil,136.86,0.0011,brazil
Brazil,2014-08-01,903.685,-0.04648027855352595,5,0.21034373358095032,58678384820.0,0.0,58678384820.0,29339192410.0,19.39,brazil,151.88,0.0013,brazil
Brazil,2014-08-08,880.818,-0.02562982717451135,5,0.21132065041947298,58678384820.0,0.0,58678384820.0,29339192410.0,18.88,brazil,148.95,0.001,brazil
Brazil,2014-08-15,911.886,0.03466396109421931,5,0.21251134460488702,58678384820.0,0.0,58678384820.0,29339192410.0,18.59,brazil,144.07,0.0009,brazil
Brazil,2014-08-22,929.274,0.018888653862727273,5,0.21266517645453914,58678384820.0,0.0,58678384820.0,29339192410.0,16.51,brazil,139.51,0.001,brazil
Brazil,2014-08-29,993.444,0.06677405789784009,5,0.2207401036956831,58678384820.0,0.0,58678384820.0,29339192410.0,16.68,brazil,128.38,0.0009,brazil
Brazil,2014-09-05,980.061,-0.013562879396304094,5,0.21280847316290405,58678384820.0,0.0,58678384820.0,29339192410.0,18.52,brazil,128.05,0.001,brazil
Brazil,2014-09-12,887.978,-0.09866784671494822,5,0.23366516168742651,58678384820.0,0.0,58678384820.0,29339192410.0,19.53,brazil,145.62,0.0011,brazil
Brazil,2014-09-19,884.863,-0.003514137145559173,5,0.2303437048429984,58678384820.0,0.0,58678384820.0,29339192410.0,18.56,brazil,141.79,0.0011,brazil
Brazil,2014-09-26,853.137,-0.03651268655646977,5,0.23276056392981587,58678384820.0,0.0,58678384820.0,29339192410.0,19.42,brazil,162.8,0.0011,brazil
Brazil,2014-10-03,789.633,-0.07735186364944045,5,0.24459100506424486,58678384820.0,0.0,58678384820.0,29339192410.0,24.22,brazil,173.59,0.0011,brazil
Brazil,2014-10-10,830.21,0.05011040027766046,5,0.2492225508672631,58678384820.0,0.0,58678384820.0,29339192410.0,30.03,brazil,158.57,0.001,brazil
Brazil,2014-10-17,821.236,-0.010868158367341101,5,0.24799364703135438,58678384820.0,0.0,58678384820.0,29339192410.0,31.16,brazil,153.26,0.0011,brazil
Brazil,2014-10-24,764.324,-0.07181873943129745,5,0.2572262287794031,58678384820.0,0.0,58678384820.0,29339192410.0,31.27,brazil,160.83,0.0011,brazil
Brazil,2014-10-31,802.001,0.04811807171048273,5,0.26204075874097915,58678384820.0,0.0,58678384820.0,29339192410.0,30.52,brazil,152.56,0.0011,brazil
Brazil,2014-11-07,749.931,-0.06712865245043352,5,0.26397147433111734,58678384820.0,0.0,58678384820.0,29339192410.0,29.47,brazil,170.88,0.0012,brazil
Brazil,2014-11-14,715.2,-0.04741897843879204,5,0.26571570283494744,58678384820.0,0.0,58678384820.0,29339192410.0,32.99,brazil,183.4,0.0015,brazil
Brazil,2014-11-21,797.701,0.10917161666110545,5,0.2888574585446817,58678384820.0,0.0,58678384820.0,29339192410.0,34.92,brazil,156.48,0.0014000000000000002,brazil
Brazil,2014-11-28,763.339,-0.044031609087002654,5,0.29136127571357706,58678384820.0,0.0,58678384820.0,29339192410.0,36.44,brazil,151.58,0.0013,brazil
Brazil,2014-12-05,719.23,-0.05952103613149985,5,0.2942293289118594,58678384820.0,0.0,58678384820.0,29339192410.0,34.2,brazil,163.49,0.0018,brazil
Brazil,2014-12-12,647.838,-0.10454053020484205,5,0.3109461506604014,58678384820.0,0.0,58678384820.0,29339192410.0,49.77,brazil,209.0,0.0019,brazil
Brazil,2014-12-19,673.156,0.038336435606437666,5,0.31386659241477366,58678384820.0,0.0,58678384820.0,29339192410.0,54.84,brazil,182.57,0.0026,brazil
Brazil,2014-12-26,671.219,-0.00288163844221726,5,0.3132011562554641,58678384820.0,0.0,58678384820.0,29339192410.0,54.68,brazil,182.43,0.0026,brazil
Brazil,2015-01-02,648.561,-0.03433939970563288,5,0.3140861914730758,58678384820.0,0.0,58678384820.0,29339192410.0,54.25,brazil,207.97,0.0025,brazil
Brazil,2015-01-09,662.799,0.02171571424486228,5,0.3146806089874182,58678384820.0,0.0,58678384820.0,29339192410.0,50.07,brazil,201.92,0.0022,brazil
Brazil,2015-01-16,669.036,0.009366093539110283,5,0.31486592000170965,58678384820.0,0.0,58678384820.0,29339192410.0,56.44,brazil,205.65,0.0017000000000000001,brazil
Brazil,2015-01-23,677.151,0.012056420538335052,5,0.31164262568109385,58678384820.0,0.0,58678384820.0,29339192410.0,57.62,brazil,193.65,0.0017000000000000001,brazil
Brazil,2015-01-30,627.791,-0.07568698234859071,5,0.32025838087403014,58678384820.0,0.0,58678384820.0,29339192410.0,58.62,brazil,212.77,0.0018,brazil
Brazil,2015-02-06,630.989,0.0050811212133000175,5,0.31936855655242513,58678384820.0,0.0,58678384820.0,29339192410.0,60.83,brazil,229.48,0.0026,brazil
Brazil,2015-02-13,638.756,0.012234105077506368,5,0.3196534979637596,58678384820.0,0.0,58678384820.0,29339192410.0,55.53,brazil,235.35,0.0023,brazil
Brazil,2015-02-20,633.302,-0.008575133241828075,5,0.31969427823517127,58678384820.0,0.0,58678384820.0,29339192410.0,54.0,brazil,235.89,0.0023,brazil
Brazil,2015-02-27,640.14,0.010739500853076251,5,0.3198764354335741,58678384820.0,0.0,58678384820.0,29339192410.0,55.85,brazil,235.88,0.0022,brazil
Brazil,2015-03-06,580.999,-0.09693786675139071,5,0.33309003874223614,58678384820.0,0.0,58678384820.0,29339192410.0,48.96,brazil,253.64,0.0027,brazil
Brazil,2015-03-13,530.015,-0.09184372764756503,5,0.34283378391447084,58678384820.0,0.0,58678384820.0,29339192410.0,54.56,brazil,302.25,0.0024,brazil
Brazil,2015-03-20,570.476,0.07356579202367589,5,0.3445080344906015,58678384820.0,0.0,58678384820.0,29339192410.0,50.84,brazil,291.2898,0.0024,brazil
Brazil,2015-03-27,547.347,-0.04138812947428533,5,0.3369592371486008,58678384820.0,0.0,58678384820.0,29339192410.0,52.84,brazil,285.95,0.0027,brazil
Brazil,2015-04-03,596.377,0.08579004684342179,5,0.34804362934974137,58678384820.0,0.0,58678384820.0,29339192410.0,49.84,brazil,259.48,0.0021,brazil
Brazil,2015-04-10,620.88,0.04026480912060146,5,0.34894711125029476,58678384820.0,0.0,58678384820.0,29339192410.0,43.04,brazil,245.19,0.0024,brazil
Brazil,2015-04-17,622.465,0.0025495753127019564,5,0.348936122355587,58678384820.0,0.0,58678384820.0,29339192410.0,42.0,brazil,241.81,0.0023,brazil
Brazil,2015-04-24,668.811,0.07181410714507118,5,0.3575769425468982,58678384820.0,0.0,58678384820.0,29339192410.0,36.61,brazil,220.11,0.0024,brazil
Brazil,2015-05-01,654.119,-0.022212216912114422,5,0.3566247855102784,58678384820.0,0.0,58678384820.0,29339192410.0,35.62,brazil,237.95,0.0025,brazil
Brazil,2015-05-08,669.701,0.023542052029260737,5,0.3577578912634585,58678384820.0,0.0,58678384820.0,29339192410.0,35.09,brazil,222.26,0.0023,brazil
Brazil,2015-05-15,674.009,0.006412119818079149,5,0.3570739612203863,58678384820.0,0.0,58678384820.0,29339192410.0,29.95,brazil,228.93,0.0023,brazil
Brazil,2015-05-22,623.012,-0.07867768369969275,5,0.36388551181282436,58678384820.0,0.0,58678384820.0,29339192410.0,31.29,brazil,220.46,0.0023,brazil
Brazil,2015-05-29,580.364,-0.07091028734169527,5,0.3683790845997107,58678384820.0,0.0,58678384820.0,29339192410.0,33.74,brazil,231.01,0.0026,brazil
Brazil,2015-06-05,588.797,0.014425979395496863,5,0.36650133919726385,58678384820.0,0.0,58678384820.0,29339192410.0,33.54,brazil,247.9,0.0029,brazil
Brazil,2015-06-12,600.319,0.019379708305175332,5,0.3653492468280816,58678384820.0,0.0,58678384820.0,29339192410.0,31.51,brazil,242.18,0.0028000000000000004,brazil
Brazil,2015-06-19,611.619,0.018648359030447256,5,0.36628946616171876,58678384820.0,0.0,58678384820.0,29339192410.0,30.4,brazil,240.17,0.0025,brazil
Brazil,2015-06-26,605.517,-0.010026901059316348,5,0.36628925431187154,58678384820.0,0.0,58678384820.0,29339192410.0,29.01,brazil,256.0898,0.0029,brazil
Brazil,2015-07-03,590.824,-0.02456446585293439,5,0.366465372851668,58678384820.0,0.0,58678384820.0,29339192410.0,33.8,brazil,249.89,0.0026,brazil
Brazil,2015-07-10,579.706,-0.01899709424310994,5,0.36626298492033144,58678384820.0,0.0,58678384820.0,29339192410.0,41.22,brazil,251.79,0.0028000000000000004,brazil
Brazil,2015-07-17,577.033,-0.004621621226224247,5,0.3641955118806719,58678384820.0,0.0,58678384820.0,29339192410.0,34.68,brazil,262.49,0.0029,brazil
Brazil,2015-07-24,523.405,-0.09754391427341721,5,0.3736255095243891,58678384820.0,0.0,58678384820.0,29339192410.0,39.0,brazil,293.25,0.0032,brazil
Brazil,2015-07-31,525.494,0.003983229580781267,5,0.3721991831367896,58678384820.0,0.0,58678384820.0,29339192410.0,38.82,brazil,288.8699,0.0033,brazil
Brazil,2015-08-07,488.908,-0.07216443983919789,5,0.37701521705942587,58678384820.0,0.0,58678384820.0,29339192410.0,41.17,brazil,327.8999,0.0038,brazil
Brazil,2015-08-14,481.431,-0.01541141392643811,5,0.37410201320624886,58678384820.0,0.0,58678384820.0,29339192410.0,40.92,brazil,300.5698,0.0040999999999999995,brazil
Brazil,2015-08-21,459.706,-0.046175764071321866,5,0.3742321950563437,58678384820.0,0.0,58678384820.0,29339192410.0,44.66,brazil,336.74,0.0036,brazil
Brazil,2015-08-28,463.681,0.008609661072322972,5,0.3659336054385594,58678384820.0,0.0,58678384820.0,29339192410.0,51.56,brazil,327.0698,0.0038,brazil
Brazil,2015-09-04,428.171,-0.07967416728962114,5,0.37165989382308323,58678384820.0,0.0,58678384820.0,29339192410.0,49.29,brazil,375.1199,0.0036,brazil
Brazil,2015-09-11,415.302,-0.030516682079213837,5,0.3623209297712775,58678384820.0,0.0,58678384820.0,29339192410.0,49.63,brazil,392.8799,0.004,brazil
Brazil,2015-09-18,422.438,0.017036724045992473,5,0.36354363364545766,58678384820.0,0.0,58678384820.0,29339192410.0,45.84,brazil,390.3398,0.0034999999999999996,brazil
Brazil,2015-09-25,396.392,-0.06363906984944613,5,0.3662417530853144,58678384820.0,0.0,58678384820.0,29339192410.0,47.71,brazil,489.5098,0.0034999999999999996,brazil
Brazil,2015-10-02,412.678,0.04026400723289405,5,0.36462253818733187,58678384820.0,0.0,58678384820.0,29339192410.0,42.86,brazil,521.3599,0.0025,brazil
Brazil,2015-10-09,461.167,0.11109260551272822,5,0.3800681076224432,58678384820.0,0.0,58678384820.0,29339192410.0,42.8,brazil,410.8398,0.0028000000000000004,brazil
Brazil,2015-10-16,428.937,-0.07245017836590639,5,0.384953389807939,58678384820.0,0.0,58678384820.0,29339192410.0,39.58,brazil,435.3699,0.0023,brazil
Brazil,2015-10-23,427.801,-0.002651920810704292,5,0.3802698142222076,58678384820.0,0.0,58678384820.0,29339192410.0,41.51,brazil,445.24,0.0024,brazil
Brazil,2015-10-30,415.79,-0.02847780907582403,5,0.37578324900623516,58678384820.0,0.0,58678384820.0,29339192410.0,41.95,brazil,429.6699,0.0034000000000000002,brazil
Brazil,2015-11-06,426.149,0.024608725263321432,5,0.37340891573720236,58678384820.0,0.0,58678384820.0,29339192410.0,39.85,brazil,401.45,0.004699999999999999,brazil
Brazil,2015-11-13,423.977,-0.0051098418963672065,5,0.3715788599464181,58678384820.0,0.0,58678384820.0,29339192410.0,46.26,brazil,426.99,0.005,brazil
Brazil,2015-11-20,449.927,0.05940613890508498,5,0.35839641011271617,58678384820.0,0.0,58678384820.0,29339192410.0,44.93,brazil,388.6199,0.0049,brazil
Brazil,2015-11-27,426.238,-0.05408747167392645,5,0.35948045844047166,58678384820.0,0.0,58678384820.0,29339192410.0,48.28,brazil,415.4199,0.005,brazil
Brazil,2015-12-04,422.688,-0.008363557467316315,5,0.3560940788327414,58678384820.0,0.0,58678384820.0,29339192410.0,45.44,brazil,435.1199,0.006,brazil
Brazil,2015-12-11,405.537,-0.041422203472512555,5,0.34445174951489127,58678384820.0,0.0,58678384820.0,29339192410.0,54.29,brazil,485.73,0.0068000000000000005,brazil
Brazil,2015-12-18,389.52,-0.040296902894494946,5,0.34240104372838004,58678384820.0,0.0,58678384820.0,29339192410.0,49.43,brazil,490.2798,0.0067,brazil
Brazil,2015-12-25,386.169,-0.00864011439230647,5,0.3423184691063874,58678384820.0,0.0,58678384820.0,29339192410.0,44.81,brazil,482.5698,0.0064,brazil
Brazil,2016-01-01,378.912,-0.018971109333592858,5,0.3415773997317597,58678384820.0,0.0,58678384820.0,29339192410.0,46.57,brazil,488.99,0.006500000000000001,brazil
Brazil,2016-01-08,347.699,-0.08596682518143167,5,0.3481846694940661,58678384820.0,0.0,58678384820.0,29339192410.0,56.1,brazil,480.7998,0.0064,brazil
Brazil,2016-01-15,330.661,-0.05024348159396723,5,0.3494842872813229,58678384820.0,0.0,58678384820.0,29339192410.0,62.09,brazil,491.73,0.0049,brazil
Brazil,2016-01-22,321.165,-0.029138671613897056,5,0.34883374982386395,58678384820.0,0.0,58678384820.0,29339192410.0,61.86,brazil,468.7998,0.004699999999999999,brazil
Brazil,2016-01-29,349.883,0.08564380312399918,5,0.3571159619160826,58678384820.0,0.0,58678384820.0,29339192410.0,61.86,brazil,462.6299,0.004699999999999999,brazil
Brazil,2016-02-05,359.188,0.026247115414366768,5,0.35872603599824665,58678384820.0,0.0,58678384820.0,29339192410.0,66.67,brazil,456.8398,0.0055000000000000005,brazil
Brazil,2016-02-12,347.15,-0.034088965098333764,5,0.3586795006442966,58678384820.0,0.0,58678384820.0,29339192410.0,78.97,brazil,482.0298,0.0051,brazil
Brazil,2016-02-19,353.592,0.018386742873880438,5,0.35993218716212166,58678384820.0,0.0,58678384820.0,29339192410.0,62.46,brazil,457.5898,0.0053,brazil
Brazil,2016-02-26,359.455,0.016445289400465066,5,0.3603319290836547,58678384820.0,0.0,58678384820.0,29339192410.0,59.96,brazil,446.2998,0.006,brazil
Brazil,2016-03-04,448.797,0.22198167422053866,5,0.4191935182260055,58678384820.0,0.0,58678384820.0,29339192410.0,51.89,brazil,395.75,0.0067,brazil
Brazil,2016-03-11,467.474,0.04077306251474297,5,0.4120866749625491,58678384820.0,0.0,58678384820.0,29339192410.0,50.25,brazil,376.23,0.006999999999999999,brazil
Brazil,2016-03-18,478.801,0.023941330027447368,5,0.4056959156001758,58678384820.0,0.0,58678384820.0,29339192410.0,44.98,brazil,351.1399,0.0062,brazil
Brazil,2016-03-25,456.877,-0.04687085417691602,5,0.4062564558444022,58678384820.0,0.0,58678384820.0,29339192410.0,44.96,brazil,382.3599,0.0063,brazil
Brazil,2016-04-01,481.41,0.052305089819937256,5,0.4000878674223103,58678384820.0,0.0,58678384820.0,29339192410.0,47.76,brazil,351.5698,0.0062,brazil
Brazil,2016-04-08,471.948,-0.019850487854452377,5,0.3977980725195384,58678384820.0,0.0,58678384820.0,29339192410.0,47.42,brazil,374.0298,0.0054,brazil
Brazil,2016-04-15,511.831,0.0811256824018074,5,0.40702724201118173,58678384820.0,0.0,58678384820.0,29339192410.0,51.27,brazil,336.21,0.0053,brazil
Brazil,2016-04-22,499.113,-0.025161969405991778,5,0.40016210429863325,58678384820.0,0.0,58678384820.0,29339192410.0,41.97,brazil,349.49,0.005600000000000001,brazil
Brazil,2016-04-29,528.745,0.057673751030260186,5,0.40473432159644906,58678384820.0,0.0,58678384820.0,29339192410.0,42.52,brazil,330.8198,0.005600000000000001,brazil
Brazil,2016-05-06,495.136,-0.06567380174373934,5,0.4083403847403477,58678384820.0,0.0,58678384820.0,29339192410.0,42.47,brazil,330.6199,0.0051,brazil
Brazil,2016-05-13,499.779,0.00933352840413651,5,0.40843996180613407,58678384820.0,0.0,58678384820.0,29339192410.0,41.57,brazil,320.6599,0.0055000000000000005,brazil
Brazil,2016-05-20,475.75,-0.04927349453513967,5,0.4041225630178825,58678384820.0,0.0,58678384820.0,29339192410.0,40.17,brazil,338.74,0.0067,brazil
Brazil,2016-05-27,460.713,-0.03211721670326767,5,0.39952555639299275,58678384820.0,0.0,58678384820.0,29339192410.0,35.97,brazil,341.5598,0.0068000000000000005,brazil
Brazil,2016-06-03,482.782,0.04678991653673338,5,0.4023843856932805,58678384820.0,0.0,58678384820.0,29339192410.0,34.81,brazil,328.3799,0.006,brazil
Brazil,2016-06-10,488.131,0.011018606442098969,5,0.40197958322336785,58678384820.0,0.0,58678384820.0,29339192410.0,39.95,brazil,337.8699,0.005699999999999999,brazil
Brazil,2016-06-17,489.743,0.003296951264044338,5,0.401391235364495,58678384820.0,0.0,58678384820.0,29339192410.0,41.35,brazil,330.6199,0.0051,brazil
Brazil,2016-06-24,505.543,0.03175233541967555,5,0.40295194222451725,58678384820.0,0.0,58678384820.0,29339192410.0,43.33,brazil,334.9299,0.0048,brazil
Brazil,2016-07-01,547.339,0.07943525538289693,5,0.410746368733914,58678384820.0,0.0,58678384820.0,29339192410.0,36.18,brazil,320.6899,0.0045000000000000005,brazil
Brazil,2016-07-08,546.844,-0.0009047847275432605,5,0.4103574920914146,58678384820.0,0.0,58678384820.0,29339192410.0,41.41,brazil,300.2798,0.0048,brazil
Brazil,2016-07-15,576.287,0.052442230701649974,5,0.41381439022997885,58678384820.0,0.0,58678384820.0,29339192410.0,36.66,brazil,290.8899,0.0052,brazil
Brazil,2016-07-22,589.586,0.022814795188860065,5,0.4022359418112832,58678384820.0,0.0,58678384820.0,29339192410.0,38.85,brazil,279.3298,0.0055000000000000005,brazil
Brazil,2016-07-29,601.641,0.020240326227752625,5,0.4026340634987937,58678384820.0,0.0,58678384820.0,29339192410.0,41.08,brazil,283.3899,0.005,brazil
Brazil,2016-08-05,613.88,0.020138547397733894,5,0.39567789856347374,58678384820.0,0.0,58678384820.0,29339192410.0,41.5,brazil,262.96,0.005600000000000001,brazil
Brazil,2016-08-12,626.126,0.019752159494785846,5,0.3954472113506635,58678384820.0,0.0,58678384820.0,29339192410.0,37.78,brazil,252.31,0.005600000000000001,brazil
Brazil,2016-08-19,619.253,-0.011037715873901547,5,0.3923549227882232,58678384820.0,0.0,58678384820.0,29339192410.0,34.88,brazil,248.55,0.0059,brazil
Brazil,2016-08-26,607.393,-0.01933788491332502,5,0.3931403049200309,58678384820.0,0.0,58678384820.0,29339192410.0,36.05,brazil,254.44,0.0062,brazil
Brazil,2016-09-02,619.331,0.01946383519219685,5,0.3837066551384151,58678384820.0,0.0,58678384820.0,29339192410.0,38.64,brazil,252.05,0.0059,brazil
Brazil,2016-09-09,601.547,-0.029135192856167787,5,0.3835710340862474,58678384820.0,0.0,58678384820.0,29339192410.0,39.72,brazil,252.05,0.0058,brazil
Brazil,2016-09-16,584.653,-0.028486161502197876,5,0.38507006363186336,58678384820.0,0.0,58678384820.0,29339192410.0,39.86,brazil,268.47,0.0060999999999999995,brazil
Brazil,2016-09-23,614.101,0.04914090088502694,5,0.3806903028552074,58678384820.0,0.0,58678384820.0,29339192410.0,43.89,brazil,268.2598,0.006,brazil
Brazil,2016-09-30,606.057,-0.013185368681364613,5,0.37988279058054336,200487000000.0,0.0,200487000000.0,100243500000.0,39.31,brazil,265.8899,0.0059,brazil
Brazil,2016-10-07,636.882,0.04961035403245177,5,0.3675449524385345,200487000000.0,0.0,200487000000.0,100243500000.0,36.6,brazil,264.8899,0.0066,brazil
Brazil,2016-10-14,649.193,0.019145657996365875,5,0.35886905278228504,200487000000.0,0.0,200487000000.0,100243500000.0,35.55,brazil,263.1099,0.0066,brazil
Brazil,2016-10-21,680.096,0.04650391159551617,5,0.3607472759178366,200487000000.0,0.0,200487000000.0,100243500000.0,32.51,brazil,255.5,0.0066,brazil
Brazil,2016-10-28,680.006,-0.00013234301564351257,5,0.358860235474885,200487000000.0,0.0,200487000000.0,100243500000.0,37.76,brazil,269.8699,0.0066,brazil
Brazil,2016-11-04,637.723,-0.06419760187361513,5,0.36595611019683966,200487000000.0,0.0,200487000000.0,100243500000.0,43.69,brazil,278.3899,0.0062,brazil
Brazil,2016-11-11,566.776,-0.11793985584510876,5,0.3867994941183178,200487000000.0,0.0,200487000000.0,100243500000.0,45.31,brazil,306.5598,0.0072,brazil
Brazil,2016-11-18,589.091,0.03861650692701228,5,0.384401124773008,200487000000.0,0.0,200487000000.0,100243500000.0,46.56,brazil,305.8198,0.0077,brazil
Brazil,2016-11-25,598.368,0.015625278425624146,5,0.3797345099247484,200487000000.0,0.0,200487000000.0,100243500000.0,53.46,brazil,303.1599,0.008100000000000001,brazil
Brazil,2016-12-02,577.226,-0.03597207836428665,5,0.3818358949539808,200487000000.0,0.0,200487000000.0,100243500000.0,35.51,brazil,308.7998,0.008,brazil
Brazil,2016-12-09,595.73,0.031553673356236184,5,0.379563181428417,200487000000.0,0.0,200487000000.0,100243500000.0,35.21,brazil,286.6299,0.0085,brazil
Brazil,2016-12-16,568.363,-0.047027245185844065,5,0.3804839928019591,200487000000.0,0.0,200487000000.0,100243500000.0,29.18,brazil,286.0698,0.0091,brazil
Brazil,2016-12-23,585.946,0.03046733605962116,5,0.3808266695029955,200487000000.0,0.0,200487000000.0,100243500000.0,29.9,brazil,276.1799,0.0087,brazil
Brazil,2016-12-30,610.826,0.04158450440332845,5,0.3812651561330923,200487000000.0,0.0,200487000000.0,100243500000.0,30.83,brazil,274.3599,0.0085,brazil
Brazil,2017-01-06,634.124,0.03743237934585744,5,0.36965828531895,200487000000.0,0.0,200487000000.0,100243500000.0,30.47,brazil,253.99,0.0085,brazil
Brazil,2017-01-13,654.05,0.03093928222477345,5,0.3647013178328807,200487000000.0,0.0,200487000000.0,100243500000.0,30.73,brazil,246.19,0.008199999999999999,brazil
Brazil,2017-01-20,666.894,0.019447311612450547,5,0.3621892592534673,200487000000.0,0.0,200487000000.0,100243500000.0,29.19,brazil,248.99,0.008199999999999999,brazil
Brazil,2017-01-27,691.01,0.035523182696296854,5,0.3554939034208606,200487000000.0,0.0,200487000000.0,100243500000.0,29.78,brazil,240.51,0.008199999999999999,brazil
Brazil,2017-02-03,689.411,-0.002316685583828422,5,0.3555633477110814,200487000000.0,0.0,200487000000.0,100243500000.0,28.11,brazil,234.87,0.008199999999999999,brazil
Brazil,2017-02-10,701.301,0.01709957160597838,5,0.35238955453663706,200487000000.0,0.0,200487000000.0,100243500000.0,26.43,brazil,221.89,0.008100000000000001,brazil
Brazil,2017-02-17,721.047,0.027767140935164452,5,0.35264632803784846,200487000000.0,0.0,200487000000.0,100243500000.0,25.29,brazil,227.23,0.008199999999999999,brazil
Brazil,2017-02-24,710.208,-0.015146437522199538,5,0.3538090034093934,200487000000.0,0.0,200487000000.0,100243500000.0,25.72,brazil,218.6,0.008,brazil
Brazil,2017-03-03,701.427,-0.012441053473220571,5,0.28333587591827547,200487000000.0,0.0,200487000000.0,100243500000.0,25.59,brazil,213.51,0.0098,brazil
