date,debt_st,debt_lt,default_barrier,msci_index,msci_ret_weekly,n_obs,msci_vol_annual,country,cds_spread,rf,country_lower,A,d2,pd_model,spread_model,ln_cds,d_ln_cds,d_pd,ym
2022-07-01,5722783000.0,317576000000.0,164510783000.0,40.37,-0.0599220480646669,5,0.2908056701153738,Greece,92.63,0.0279,greece,58939639452.5261,-1.6891397238418842,0.9544036715782471,1908.8073431564942,4.5286130632659365,0.0,0.00848950569177176,2022-07
2022-07-08,5722783000.0,317576000000.0,164510783000.0,39.277,-0.0274478290407011,5,0.2916891871324071,Greece,92.63,0.0296,greece,57343874629.1025,-1.7150465212558386,0.9568316510076327,1913.6633020152653,4.5286130632659365,0.0,0.0024279794293855517,2022-07
2022-07-15,5722783000.0,317576000000.0,164510783000.0,38.195,-0.0279344888308253,5,0.2919291264887591,Greece,92.63,0.031200000000000002,greece,55764169652.94116,-1.7447113547261877,0.9594824371023132,1918.9648742046265,4.5286130632659365,0.0,0.0026507860946805017,2022-07
2022-07-22,5722783000.0,317576000000.0,164510783000.0,40.913,0.068743243963086,5,0.3007176881735188,Greece,92.63,0.0301,greece,59732411912.83627,-1.6190338548314815,0.947280010451019,1894.560020902038,4.5286130632659365,0.0,-0.01220242665129423,2022-07
2022-07-29,5722783000.0,317576000000.0,164510783000.0,41.917,0.0242436116099928,5,0.2986023568477616,Greece,92.63,0.0298,greece,61198237972.04699,-1.591693619917555,0.9442732187054768,1888.5464374109536,4.5286130632659365,0.0,-0.003006791745542192,2022-07
2022-08-05,5722783000.0,317576000000.0,164510783000.0,41.916,-2.385695370684185e-05,5,0.2986162859808214,Greece,92.63,0.0329,greece,61196777985.93223,-1.5684731454083063,0.9416146237974954,1883.2292475949907,4.5286130632659365,0.0,-0.002658594907981371,2022-08
2022-08-12,5722783000.0,317576000000.0,164510783000.0,43.538,0.0379665043660494,5,0.301314876553286,Greece,92.63,0.0326,greece,63564875464.05949,-1.5063092001957195,0.9340060912734554,1868.012182546911,4.5286130632659365,0.0,-0.007608532524040035,2022-08
2022-08-19,5722783000.0,317576000000.0,164510783000.0,43.888,0.0080068142165029,5,0.3006942978920792,Greece,92.63,0.0326,greece,64075870604.22258,-1.4961205677805693,0.9326888804941966,1865.3777609883932,4.5286130632659365,0.0,-0.0013172107792587262,2022-08
2022-08-26,5722783000.0,317576000000.0,164510783000.0,43.707,-0.0041326618552787,5,0.2954680130374097,Greece,92.63,0.0336,greece,63811613117.45253,-1.509481718447676,0.9344121381431738,1868.8242762863476,4.5286130632659365,0.0,0.0017232576489771834,2022-08
2022-09-02,5722783000.0,317576000000.0,164510783000.0,40.893,-0.0665493730831529,5,0.3019355613509786,Greece,92.63,0.0347,greece,59703212190.541245,-1.5818787965112666,0.9431613788625849,1886.3227577251698,4.5286130632659365,0.0,0.008749240719411078,2022-09
2022-09-09,5722783000.0,317576000000.0,164510783000.0,40.982,0.002174046657825,5,0.3018608518748947,Greece,92.63,0.036699999999999997,greece,59833150954.75414,-1.564067107602162,0.941099095242054,1882.198190484108,4.5286130632659365,0.0,-0.002062283620530847,2022-09
2022-09-16,5722783000.0,317576000000.0,164510783000.0,40.685,-0.00727347176602,5,0.3014174593545355,Greece,92.63,0.039599999999999996,greece,59399535078.6729,-1.5546536916740834,0.939985715476906,1879.9714309538122,4.5286130632659365,0.0,-0.001113379765148026,2022-09
2022-09-23,5722783000.0,317576000000.0,164510783000.0,37.351,-0.0854997891664918,5,0.3087546768515366,Greece,92.63,0.0415,greece,54531941372.09072,-1.644001994907297,0.9499121048465462,1899.8242096930924,4.5286130632659365,0.0,0.009926389369640187,2022-09
2022-09-30,3357211200.0,268491000000.0,137602711200.0,37.531,0.0048075731602056,5,0.3089123108346223,Greece,92.63,0.0405,greece,54794738872.74603,-1.3852261635321859,0.9170083385446606,1834.016677089321,4.5286130632659365,0.0,-0.03290376630188563,2022-09
2022-10-07,3357211200.0,268491000000.0,137602711200.0,38.609,0.0283181517724987,5,0.3097287814449097,Greece,92.63,0.0424,greece,56368603904.448364,-1.3287927042550403,0.908041815076384,1816.0836301527681,4.5286130632659365,0.0,-0.008966523468276533,2022-10
2022-10-14,3357211200.0,268491000000.0,137602711200.0,39.379,0.0197472693729103,5,0.310665953567146,Greece,92.63,0.045,greece,57492793212.80717,-1.2797358706821338,0.8996809777319619,1799.3619554639238,4.5286130632659365,0.0,-0.008360837344422167,2022-10
2022-10-21,3357211200.0,268491000000.0,137602711200.0,40.893,0.0377262199690714,5,0.3126132355089774,Greece,92.63,0.0458,greece,59703212190.541245,-1.2164129560916597,0.8880861745256821,1776.1723490513643,4.5286130632659365,0.0,-0.011594803206279813,2022-10
2022-10-28,3357211200.0,268491000000.0,137602711200.0,42.091,0.0288750418559292,5,0.3139335531422506,Greece,92.63,0.0455,greece,61452275556.01379,-1.175246094696853,0.8800518631219688,1760.1037262439374,4.5286130632659365,0.0,-0.008034311403713246,2022-10
2022-11-04,3357211200.0,268491000000.0,137602711200.0,42.969,0.0206449843530927,5,0.3146169151339215,Greece,92.63,0.047599999999999996,greece,62734143364.76578,-1.1299486172986917,0.8707510618529257,1741.5021237058513,4.5286130632659365,0.0,-0.00930080126904309,2022-11
2022-11-11,3357211200.0,268491000000.0,137602711200.0,45.403,0.0550992566934782,5,0.3198263353506004,Greece,92.63,0.045899999999999996,greece,66287749568.07141,-1.0579376466211932,0.8549580647568862,1709.9161295137724,4.5286130632659365,0.0,-0.01579299709603954,2022-11
2022-11-18,3357211200.0,268491000000.0,137602711200.0,45.002,-0.0088712489321769,5,0.3198586966694423,Greece,92.63,0.047400000000000005,greece,65702295136.055984,-1.0598201947369408,0.8553867962013,1710.7735924026001,4.5286130632659365,0.0,0.00042873144441379907,2022-11
2022-11-25,3357211200.0,268491000000.0,137602711200.0,46.772,0.0385778000509329,5,0.314468227138622,Greece,92.63,0.047599999999999996,greece,68286470559.16648,-1.0095457429513246,0.8436435122412334,1687.2870244824667,4.5286130632659365,0.0,-0.01174328396006663,2022-11
2022-12-02,3357211200.0,268491000000.0,137602711200.0,46.312,-0.0098836265013683,5,0.3134891054162437,Greece,92.63,0.046900000000000004,greece,67614876946.3807,-1.0295987155018134,0.8484007907517127,1696.8015815034255,4.5286130632659365,0.0,0.004757278510479357,2022-12
2022-12-09,3357211200.0,268491000000.0,137602711200.0,47.131,0.0175298518417538,5,0.3129292445714375,Greece,92.63,0.0472,greece,68810605574.36235,-1.002991809733013,0.8420675935079165,1684.135187015833,4.5286130632659365,0.0,-0.006333197243796218,2022-12
2022-12-16,3357211200.0,268491000000.0,137602711200.0,47.439,0.006513716590832,5,0.3122195273145457,Greece,92.63,0.0461,greece,69260281297.70587,-1.0022309498789808,0.8418839684668583,1683.7679369337166,4.5286130632659365,0.0,-0.00018362504105817745,2022-12
