date,country,embi_level,fx_level,SPX_Index,VIX_Index,USGG10YR_Index,DXY_Curncy,CO1_Comdty,year
2000-01-07,Angola,,5.54,1441.47,21.72,6.515,100.72,23.09,2000
2000-01-14,Angola,,5.54,1465.15,19.66,6.679,101.72,25.47,2000
2000-01-21,Angola,,5.81,1441.36,20.82,6.765,101.81,26.35,2000
2000-01-28,Angola,,5.81,1360.16,26.14,6.658,104.48,25.68,2000
2000-02-04,Angola,,5.81,1424.37,21.54,6.549,104.29,27.07,2000
2000-02-11,Angola,,5.85,1387.12,24.42,6.604,104.1,27.82,2000
2000-02-18,Angola,,5.85,1346.09,26,6.489,104.63,26.22,2000
2000-02-25,Angola,,5.85,1333.36,25.2,6.326,105.26,27.48,2000
2000-03-03,Angola,,5.85,1409.17,19.21,6.388,106,28.99,2000
2000-03-10,Angola,,5.81,1395.07,21.24,6.383,105.71,28.94,2000
2000-03-17,Angola,,5.81,1464.47,22.37,6.194,105.2,26.56,2000
2000-03-24,Angola,,5.81,1527.46,23.31,6.191,104.77,25.91,2000
2000-03-31,Angola,,5.84,1498.58,24.11,6.004,105.44,24.77,2000
2000-04-07,Angola,,5.84,1516.35,24.39,5.853,105.97,22.58,2000
2000-04-14,Angola,,5.84,1356.56,33.49,5.85,105.47,22.41,2000
2000-04-21,Angola,,6.39,1434.54,25.85,5.987,107.45,23.83,2000
2000-04-28,Angola,,6.39,1452.43,26.2,6.212,110.14,23.89,2000
2000-05-05,Angola,,6.55,1432.63,27.53,6.505,111.31,25.29,2000
2000-05-12,Angola,,6.55,1420.96,26.05,6.512,109.9,28.05,2000
2000-05-19,Angola,,6.96,1406.95,25.44,6.494,111.47,28.59,2000
2000-05-26,Angola,,7.27,1378.02,24.47,6.331,109.12,29.22,2000
2000-06-02,Angola,,8.2,1477.26,21.48,6.152,108.12,29.05,2000
2000-06-09,Angola,,8.67,1456.95,22.14,6.126,106.99,29.58,2000
2000-06-16,Angola,,9.44,1464.46,20.5,5.971,105.96,28.35,2000
2000-06-23,Angola,,9.83,1441.48,22.34,6.185,108.1,30.39,2000
2000-06-30,Angola,,9.83,1454.6,19.54,6.031,106.84,30.57,2000
2000-07-07,Angola,,9.83,1478.9,19.22,6.001,107.65,29.7,2000
2000-07-14,Angola,,10.56,1509.98,19.32,6.096,108.45,29.88,2000
2000-07-21,Angola,,10.52,1480.19,18.94,5.998,108.44,27.52,2000
2000-07-28,Angola,,10.66,1419.89,20.84,6.034,109.74,27.36,2000
2000-08-04,Angola,,9.49,1462.93,18.62,5.901,110.85,29.37,2000
2000-08-11,Angola,,9.49,1471.84,18.55,5.79,111.21,30.57,2000
2000-08-18,Angola,,9.49,1491.72,17.05,5.773,111.01,30.44,2000
2000-08-25,Angola,,9.49,1506.45,16.53,5.729,111.35,30.39,2000
2000-09-01,Angola,,9.49,1520.77,17.53,5.679,111.42,31.85,2000
2000-09-08,Angola,,9.49,1494.5,18.46,5.739,114.34,32.78,2000
2000-09-15,Angola,,9.49,1465.81,18.52,5.84,116.1,33.98,2000
2000-09-22,Angola,,12.64,1448.72,20.74,5.848,113.82,31.25,2000
2000-09-29,Angola,,12.85,1436.51,20.57,5.802,113.25,29.84,2000
2000-10-06,Angola,,13.281,1408.99,22.71,5.812,114.85,30.1,2000
2000-10-13,Angola,,13.18,1374.17,27.6,5.724,115.86,32.52,2000
2000-10-20,Angola,,13.24,1396.93,24.24,5.632,117.16,31.62,2000
2000-10-27,Angola,,13.57,1379.58,26.47,5.713,117.39,30.95,2000
2000-11-03,Angola,,13.57,1426.69,23.67,5.827,114.97,30.85,2000
2000-11-10,Angola,,13.64,1365.98,28.53,5.783,115.79,32.02,2000
2000-11-17,Angola,,14.37,1367.72,24.81,5.704,117.31,33.08,2000
2000-11-24,Angola,,14.37,1341.77,26,5.624,118.48,33.12,2000
2000-12-01,Angola,,14.9747,1315.23,27.48,5.503,114.73,30.17,2000
2000-12-08,Angola,,15.3101,1369.89,22.41,5.299,114.05,26.56,2000
2000-12-15,Angola,,15.6613,1312.15,26.55,5.18,112.9,25.89,2000
2000-12-22,Angola,,16.0778,1305.97,27.55,5.006,110.82,23.66,2000
2000-12-29,Angola,,16.3659,1320.28,26.85,5.112,109.56,23.87,2000
2001-01-05,Angola,,16.9702,1298.35,28.67,4.931,108.42,25.18,2001
2001-01-12,Angola,,17.007,1318.32,24.56,5.25,109.27,25.75,2001
2001-01-19,Angola,,17.3538,1342.54,23.24,5.168,110.67,27.04,2001
2001-01-26,Angola,,17.3538,1354.95,22.57,5.268,111.46,26.98,2001
2001-02-02,Angola,,18.9266,1349.47,21.95,5.148,110.32,29.19,2001
2001-02-09,Angola,,18.9572,1314.76,22.03,5.03,111.52,29.25,2001
2001-02-16,Angola,,18.3873,1301.53,22.12,5.109,112.26,26.89,2001
2001-02-23,Angola,,20.4369,1245.86,27.21,5.097,112.03,26.52,2001
2001-03-02,Angola,,20.0924,1234.18,27.43,4.947,111.17,26,2001
2001-03-09,Angola,,19.63,1233.42,25.62,4.929,111.44,26.33,2001
2001-03-16,Angola,,19.63,1150.53,29.91,4.77,115.32,25.05,2001
2001-03-23,Angola,,19.63,1139.83,30.45,4.815,115.94,25.38,2001
2001-03-30,Angola,,19.63,1160.33,28.64,4.917,117.37,24.74,2001
2001-04-06,Angola,,18.25,1128.43,31.69,4.89,114.75,25.17,2001
2001-04-13,Angola,,18.25,1183.5,26.12,5.163,115.54,27.37,2001
2001-04-20,Angola,,18.25,1242.98,25.38,5.288,114.32,26.39,2001
2001-04-27,Angola,,18.25,1253.05,24.02,5.328,115.62,27.79,2001
2001-05-04,Angola,,18.4,1266.61,23.91,5.205,114.93,28.19,2001
2001-05-11,Angola,,18.4,1245.67,23.54,5.447,116.84,28.19,2001
2001-05-18,Angola,,18.405,1291.96,21.23,5.405,116.41,29.39,2001
2001-05-25,Angola,,18.405,1277.89,20.6,5.511,118.18,28.48,2001
2001-06-01,Angola,,18.1939,1260.67,21.59,5.364,118.89,29.07,2001
2001-06-08,Angola,,18.1939,1264.96,19.92,5.356,119.21,29.44,2001
2001-06-15,Angola,,18.1939,1214.36,22.81,5.232,118.29,28.12,2001
2001-06-22,Angola,,18.1939,1225.35,20.02,5.115,118.91,26.59,2001
2001-06-29,Angola,,18.1939,1224.42,19.06,5.412,119.47,26.08,2001
2001-07-06,Angola,,20.0624,1190.59,21.63,5.359,119.9,26.81,2001
2001-07-13,Angola,,20.0624,1215.68,21.14,5.217,119.33,24.97,2001
2001-07-20,Angola,,20.0624,1210.85,22.34,5.129,117.21,24.64,2001
2001-07-27,Angola,,20.0624,1205.82,22,5.098,116.94,25.19,2001
2001-08-03,Angola,,19.9589,1214.35,19.89,5.157,116.14,25.69,2001
2001-08-10,Angola,,19.9589,1190.16,20.55,4.98,115.29,25.98,2001
2001-08-17,Angola,,19.9589,1161.97,23.84,4.839,112.99,24.73,2001
2001-08-24,Angola,,19.9589,1184.93,19.71,4.922,113.33,25.95,2001
2001-08-31,Angola,,21.7049,1133.58,24.92,4.832,113.42,26.41,2001
2001-09-07,Angola,,21.7049,1085.78,30.99,4.79,114.05,27.69,2001
2001-09-14,Angola,,23.2788,1092.54,31.84,4.553,114.15,29.43,2001
2001-09-21,Angola,,23.4721,965.8,42.66,4.691,112.92,25.44,2001
2001-09-28,Angola,,23.7326,1040.94,31.93,4.588,113.41,23.26,2001
2001-10-05,Angola,,23.9848,1071.38,33.39,4.504,112.79,21.63,2001
2001-10-12,Angola,,24.6474,1091.65,35.27,4.669,113.61,21.73,2001
2001-10-19,Angola,,24.8704,1073.48,34.11,4.621,114.88,21.35,2001
2001-10-26,Angola,,25.0893,1104.61,28.42,4.529,115.54,21.02,2001
2001-11-02,Angola,,26.2336,1087.2,30.71,4.358,114.46,19.77,2001
2001-11-09,Angola,,26.2336,1120.31,27.44,4.303,115.1,21.38,2001
2001-11-16,Angola,,26.6269,1138.65,25.07,4.843,116.41,17.75,2001
2001-11-23,Angola,,26.6269,1150.34,23.25,4.987,117.34,19.28,2001
2001-11-30,Angola,,27.5454,1139.45,23.84,4.752,116.13,19.14,2001
2001-12-07,Angola,,27.5454,1158.31,23.49,5.167,116.07,19.03,2001
2001-12-14,Angola,,29.996,1123.09,24.63,5.188,114.93,18.38,2001
2001-12-21,Angola,,30.7638,1144.89,22.5,5.084,116.98,19.36,2001
2001-12-28,Angola,,31.263,1161.02,21.4,5.113,117.25,20.3,2001
2002-01-04,Angola,,31.5682,1172.51,20.45,5.128,116.33,22.18,2002
2002-01-11,Angola,,31.5684,1145.6,22.6,4.866,116.64,20.86,2002
2002-01-18,Angola,,31.5684,1127.58,22.52,4.894,117.64,18.45,2002
2002-01-25,Angola,,31.5684,1133.28,21.01,5.071,119.85,19.37,2002
2002-02-01,Angola,,31.5684,1122.2,21.12,4.985,119.69,19.98,2002
2002-02-08,Angola,,31.5684,1096.22,23.26,4.879,118.98,19.72,2002
2002-02-15,Angola,,31.5684,1104.18,22.37,4.875,118.55,20.87,2002
2002-02-22,Angola,,31.5684,1089.84,22.86,4.831,118.48,20.37,2002
2002-03-01,Angola,,34.7951,1131.78,19.96,4.981,119.4,21.89,2002
2002-03-08,Angola,,34.7951,1164.31,19.27,5.325,117.99,23.33,2002
2002-03-15,Angola,,34.7951,1166.16,18.42,5.327,117.18,24.55,2002
2002-03-22,Angola,,34.7951,1148.7,17.77,5.404,118.05,25.36,2002
2002-03-29,Angola,,34.7951,1147.39,17.4,5.396,118.62,25.92,2002
2002-04-05,Angola,,35.5489,1122.73,19.13,5.206,117.69,25.99,2002
2002-04-12,Angola,,35.5489,1111.01,19.42,5.156,117.74,24.29,2002
2002-04-19,Angola,,35.5489,1125.17,18.3,5.1962,116.29,25.85,2002
2002-04-26,Angola,,37.4495,1076.32,22.14,5.0537,115.04,26.19,2002
2002-05-03,Angola,,37.0331,1073.43,20.19,5.054,113.59,25.75,2002
2002-05-10,Angola,,37.0331,1054.99,22.41,5.1163,113.92,26.38,2002
2002-05-17,Angola,,39.1649,1106.59,17.7,5.2506,113,26.36,2002
2002-05-24,Angola,,39.1649,1083.82,18.9,5.1443,112.8,25.18,2002
2002-05-31,Angola,,39.1649,1067.14,19.98,5.0427,111.81,24.45,2002
2002-06-07,Angola,,38.8916,1027.53,23.51,5.0658,110.99,23.99,2002
2002-06-14,Angola,,40.8051,1007.28,25.96,4.7967,110.76,24.99,2002
2002-06-21,Angola,,40.8051,989.14,27.23,4.7661,108.19,24.75,2002
2002-06-28,Angola,,40.8051,989.81,25.4,4.7965,106.11,25.58,2002
2002-07-05,Angola,,40.2836,989.03,27.11,4.856,107.74,25.73,2002
2002-07-12,Angola,,40.2836,921.39,32.94,4.5718,105.89,26.32,2002
2002-07-19,Angola,,40.2836,847.76,38.17,4.5194,104.06,26.43,2002
2002-07-26,Angola,,40.2836,852.84,35.51,4.3817,106.61,25.03,2002
2002-08-02,Angola,,45.5234,864.24,41.29,4.2904,106.67,25.31,2002
2002-08-09,Angola,,45.5234,908.64,35.33,4.255,108.18,25.34,2002
2002-08-16,Angola,,45.8093,928.77,28.81,4.3244,106.65,27,2002
2002-08-23,Angola,,46.6992,940.86,29.32,4.2334,107.97,26.99,2002
2002-08-30,Angola,,47.0672,916.07,32.64,4.1409,106.98,27.47,2002
2002-09-06,Angola,,47.2856,893.92,36.33,4.0113,106.84,28.29,2002
2002-09-13,Angola,,48.0864,889.81,35.82,3.9052,108.06,28.31,2002
2002-09-20,Angola,,48.385,845.39,38.98,3.785,107.53,28.43,2002
2002-09-27,Angola,,48.8794,827.37,36.97,3.6584,107.53,28.88,2002
2002-10-04,Angola,,49.3426,800.58,39.46,3.6646,107.6,28.12,2002
2002-10-11,Angola,,49.6131,835.32,35.7,3.7782,107.25,27.99,2002
2002-10-18,Angola,,50.136,884.39,33.53,4.1053,108.52,27.84,2002
2002-10-25,Angola,,50.8878,897.65,30,4.0914,107.92,25.46,2002
2002-11-01,Angola,,51.2568,900.96,29.3,4.0045,106.08,25.41,2002
2002-11-08,Angola,,50.8677,894.74,29.41,3.8558,104.5,23.58,2002
2002-11-15,Angola,,52.6958,909.83,26.65,4.0287,105.04,23.35,2002
2002-11-22,Angola,,53.2326,930.55,23.16,4.1776,106.12,25.21,2002
2002-11-29,Angola,,53.3047,936.31,27.5,4.2052,106.38,25.16,2002
2002-12-06,Angola,,55.599,912.23,28.88,4.0827,105.36,25.46,2002
2002-12-13,Angola,,55.713,889.48,28.18,4.0672,103.98,27.21,2002
2002-12-20,Angola,,56.6992,895.75,26.71,3.9573,103.47,28.34,2002
2002-12-27,Angola,,56.6992,875.4,29.55,3.8083,102.41,30.16,2002
2003-01-03,Angola,,57.9363,908.59,24.68,4.0169,102.47,30.77,2003
2003-01-10,Angola,,58.5659,927.57,24.32,4.132,101.23,29.67,2003
2003-01-17,Angola,,58.5659,901.78,25.7,4.0091,100.55,30.54,2003
2003-01-24,Angola,,60.7145,861.4,31.51,3.9278,99.22,30.49,2003
2003-01-31,Angola,,61.1858,855.7,31.17,3.9625,99.91,31.1,2003
2003-02-07,Angola,,61.1858,829.69,34.01,3.9294,99.57,32.34,2003
2003-02-14,Angola,,61.1858,834.89,32.62,3.961,100.04,32.5,2003
2003-02-21,Angola,,63.922,848.17,30.25,3.8882,100.09,32.27,2003
2003-02-28,Angola,,65.2015,841.15,29.63,3.6897,99.71,32.79,2003
2003-03-07,Angola,,65.7,828.89,31.08,3.6406,98.04,34.1,2003
2003-03-14,Angola,,66.6147,833.27,30.98,3.7002,99.99,31.38,2003
2003-03-21,Angola,,67.3333,895.79,28.67,4.1031,102,24.35,2003
2003-03-28,Angola,,67.8129,863.5,27.75,3.8976,99.96,26.35,2003
2003-04-04,Angola,,68.9049,878.85,29.13,3.9517,100.4,24.68,2003
2003-04-11,Angola,,68.9049,868.3,24.44,3.9712,100.18,24.75,2003
2003-04-18,Angola,,69.7396,893.58,21.5,3.9558,99.28,25.88,2003
2003-04-25,Angola,,70.4137,898.81,20.8,3.888,98.36,24.09,2003
2003-05-02,Angola,,70.8359,930.08,20.63,3.919,96.75,23.52,2003
2003-05-09,Angola,,71.5625,933.41,19.69,3.6796,94.98,25.1,2003
2003-05-16,Angola,,72.2787,944.3,18.4,3.4185,94.08,26.1,2003
2003-05-23,Angola,,73.2941,933.22,19.17,3.3354,93.05,26.24,2003
2003-05-30,Angola,,73.7354,963.59,19.47,3.3699,93.29,26.32,2003
2003-06-06,Angola,,73.7354,987.76,21.25,3.351,93.48,27.78,2003
2003-06-13,Angola,,73.7354,988.61,20.66,3.1121,92.22,27.46,2003
2003-06-20,Angola,,76.1336,995.69,19.14,3.3648,93.91,27.02,2003
2003-06-27,Angola,,77.0932,976.22,19.16,3.5415,95.04,27.3,2003
2003-07-04,Angola,,78.2121,985.7,19.39,3.6474,94.55,27.63,2003
2003-07-11,Angola,,79.2341,998.14,18.47,3.6265,95.8,29.19,2003
2003-07-18,Angola,,79.6961,993.32,19.11,3.9989,96.63,28.93,2003
2003-07-25,Angola,,80.6,998.68,17.75,4.175,94.96,28.18,2003
2003-08-01,Angola,,80.694,980.15,20.75,4.3834,96.66,29.99,2003
2003-08-08,Angola,,80.694,977.59,19.59,4.2694,96.36,29.99,2003
2003-08-15,Angola,,80.694,990.67,18.27,4.5285,96.65,28.81,2003
2003-08-22,Angola,,86.4424,993.06,18.55,4.4732,98.83,29.7,2003
2003-08-29,Angola,,86.4424,1008.01,18.63,4.4636,98.1,29.49,2003
2003-09-05,Angola,,86.4424,1021.39,18.17,4.3474,97.09,27.21,2003
2003-09-12,Angola,,80.7344,1018.63,18.68,4.2516,96,26.77,2003
2003-09-19,Angola,,79.4895,1036.3,17.54,4.1602,94.78,25.32,2003
2003-09-26,Angola,,79.4895,996.85,22.23,4.0005,93.85,26.64,2003
2003-10-03,Angola,,78.3014,1029.85,19.5,4.1987,93.1,28.71,2003
2003-10-10,Angola,,78.3014,1038.06,18.45,4.269,91.52,30.9,2003
2003-10-17,Angola,,78.0738,1039.32,17.62,4.3876,92.29,29.03,2003
2003-10-24,Angola,,77.9585,1028.91,17.71,4.2297,91.43,28.58,2003
2003-10-31,Angola,,77.9585,1050.71,16.1,4.2927,92.73,27.7,2003
2003-11-07,Angola,,77.9585,1053.21,16.93,4.4383,93.02,28.91,2003
2003-11-14,Angola,,77.9585,1050.35,16.94,4.2171,91.37,29.56,2003
2003-11-21,Angola,,77.9585,1035.28,18.98,4.1592,90.6,29.36,2003
2003-11-28,Angola,,77.6417,1058.2,16.32,4.3316,90.23,28.45,2003
2003-12-05,Angola,,77.3013,1061.5,17.09,4.2303,89.14,28.74,2003
2003-12-12,Angola,,77.3013,1074.14,16.41,4.2379,88.6,30.37,2003
2003-12-19,Angola,,78.5601,1088.67,16.42,4.1332,88.15,30.05,2003
2003-12-26,Angola,,78.5601,1095.89,17.45,4.1503,87.63,29.06,2003
2004-01-02,Angola,,78.5601,1108.48,18.22,4.3794,86.92,29.32,2004
2004-01-09,Angola,,78.5601,1121.86,16.75,4.0803,85.11,31.37,2004
2004-01-16,Angola,,79.8553,1139.83,15,4.0299,87.73,30.47,2004
2004-01-23,Angola,,79.8553,1141.55,14.84,4.072,86.56,30.96,2004
2004-01-30,Angola,,80.2733,1131.13,16.63,4.1319,87.2,29.18,2004
2004-02-06,Angola,,80.2858,1142.76,16,4.0772,86.02,28.83,2004
2004-02-13,Angola,,79.9586,1145.81,15.58,4.0402,85.55,30.57,2004
2004-02-20,Angola,,79.8986,1144.11,16.04,4.0961,87.24,30.69,2004
2004-02-27,Angola,,79.9346,1144.94,14.55,3.9711,87.31,32.23,2004
2004-03-05,Angola,,79.9435,1156.87,14.48,3.8491,88.17,33.35,2004
2004-03-12,Angola,,79.9628,1120.57,18.3,3.777,89.12,32.24,2004
2004-03-19,Angola,,80.1522,1109.78,19.15,3.771,88.13,33.26,2004
2004-03-26,Angola,,80.6019,1108.06,17.33,3.8292,88.89,31.99,2004
2004-04-02,Angola,,80.957,1141.81,15.64,4.1435,88.51,30.21,2004
2004-04-09,Angola,,81.2049,1139.32,16.26,4.1909,88.97,33.34,2004
2004-04-16,Angola,,81.2955,1134.61,14.94,4.3383,89.94,33.64,2004
2004-04-23,Angola,,81.8438,1140.6,14.01,4.4578,91.08,33.09,2004
2004-04-30,Angola,,81.8967,1107.31,17.19,4.5053,90.48,34.48,2004
2004-05-07,Angola,,81.9864,1098.7,18.13,4.7709,91.13,37,2004
2004-05-14,Angola,,82.185,1095.7,18.47,4.7678,91.66,38.76,2004
2004-05-21,Angola,,82.3694,1093.56,18.49,4.7558,90.49,36.51,2004
2004-05-28,Angola,,82.4393,1120.68,15.5,4.6468,88.9,36.58,2004
2004-06-04,Angola,,82.7725,1122.5,16.78,4.7715,88.54,35.67,2004
2004-06-11,Angola,,83.0861,1136.47,15.04,4.7995,90.01,35.44,2004
2004-06-18,Angola,,83.7153,1135.02,14.99,4.7096,89.08,36.21,2004
2004-06-25,Angola,,83.8261,1134.43,15.19,4.6459,88.88,34.97,2004
2004-07-02,Angola,,83.5789,1125.38,15.08,4.4589,87.99,35.92,2004
2004-07-09,Angola,,83.9854,1112.81,15.78,4.4565,87.42,37.05,2004
2004-07-16,Angola,,83.8639,1101.4,14.34,4.3491,87.14,38,2004
2004-07-23,Angola,,83.9846,1086.2,16.5,4.4301,89.26,38.27,2004
2004-07-30,Angola,,84.0955,1101.72,15.32,4.4747,89.96,40.03,2004
2004-08-06,Angola,,84.2475,1063.97,19.34,4.2196,88.36,40.63,2004
2004-08-13,Angola,,84.6309,1064.8,17.98,4.2268,87.9,43.88,2004
2004-08-20,Angola,,85.033,1098.35,16,4.2325,88.12,43.54,2004
2004-08-27,Angola,,85.2729,1107.77,14.71,4.2265,89.77,40.64,2004
2004-09-03,Angola,,84.9993,1113.63,13.91,4.2945,89.63,41.23,2004
2004-09-10,Angola,,84.9714,1123.92,13.76,4.1856,88.39,40.2,2004
2004-09-17,Angola,,86.0282,1128.55,14.03,4.1064,88.84,42.45,2004
2004-09-24,Angola,,86.5764,1110.11,14.28,4.0273,88.4,45.33,2004
2004-10-01,Angola,,86.8174,1131.5,12.75,4.1871,87.63,46.62,2004
2004-10-08,Angola,,87.0727,1122.14,15.05,4.1286,87.51,49.71,2004
2004-10-15,Angola,,86.9897,1108.2,15.04,4.0531,87.09,49.93,2004
2004-10-22,Angola,,87.1808,1095.73,15.28,3.974,85.87,51.22,2004
2004-10-29,Angola,,86.9828,1130.2,16.27,4.0235,84.91,48.98,2004
2004-11-05,Angola,,87.0316,1166.17,13.84,4.1727,84.01,46.42,2004
2004-11-12,Angola,,86.8799,1184.17,13.33,4.1786,83.69,42.31,2004
2004-11-19,Angola,,86.8913,1170.34,13.5,4.2035,83.31,44.89,2004
2004-11-26,Angola,,86.7052,1182.65,12.78,4.2459,81.78,44.57,2004
2004-12-03,Angola,,86.7498,1191.17,12.96,4.2497,80.98,39.36,2004
2004-12-10,Angola,,86.4905,1188,12.76,4.1489,82.67,37.38,2004
2004-12-17,Angola,,85.6212,1194.22,11.95,4.199,82.16,43.39,2004
2004-12-24,Angola,,85.638,1210.13,11.23,4.2144,81.28,40.07,2004
2004-12-31,Angola,,85.724,1211.92,13.29,4.2182,80.85,40.46,2004
2005-01-07,Angola,,85.9174,1186.19,13.49,4.269,83.6,43.18,2005
2005-01-14,Angola,,87.1013,1184.52,12.43,4.208,82.97,45.15,2005
2005-01-21,Angola,,87.1217,1167.87,14.36,4.1399,83.26,45.73,2005
2005-01-28,Angola,,87.0922,1171.36,13.24,4.1397,83.48,44.95,2005
2005-02-04,Angola,,87.1315,1203.03,11.21,4.0753,84.39,43.89,2005
2005-02-11,Angola,,87.1469,1205.3,11.43,4.0844,84.57,44.8,2005
2005-02-18,Angola,,87.2404,1201.59,11.18,4.2655,83.49,46.34,2005
2005-02-25,Angola,,87.0387,1211.37,11.49,4.2638,82.66,49.61,2005
2005-03-04,Angola,,87.0387,1222.13,11.94,4.3076,82.52,51.8,2005
2005-03-11,Angola,,87.1327,1200.08,12.8,4.5423,81.42,53.1,2005
2005-03-18,Angola,,87.0924,1189.65,13.14,4.5066,82.05,55.59,2005
2005-03-25,Angola,,87.1503,1171.42,13.42,4.5929,84.15,53.93,2005
2005-04-01,Angola,,87.1427,1172.92,14.09,4.4475,84.43,56.51,2005
2005-04-08,Angola,,87.1568,1181.2,12.62,4.4683,84.4,52.89,2005
2005-04-15,Angola,,87.1924,1142.62,17.74,4.2406,84.56,51.61,2005
2005-04-22,Angola,,87.4308,1152.12,15.38,4.2449,83.5,54.97,2005
2005-04-29,Angola,,87.7031,1156.85,15.31,4.1976,84.43,51.09,2005
2005-05-06,Angola,,88.5466,1171.35,14.05,4.2576,84.62,50.77,2005
2005-05-13,Angola,,89.0502,1154.05,16.32,4.1173,86.1,48.66,2005
2005-05-20,Angola,,88.9378,1189.28,13.14,4.121,86.63,48.03,2005
2005-05-27,Angola,,88.9135,1198.78,12.15,4.0709,86.42,50.7,2005
2005-06-03,Angola,,89.0533,1196.02,12.15,3.9732,88.04,54.17,2005
2005-06-10,Angola,,89.0882,1198.11,11.96,4.0514,88.69,52.67,2005
2005-06-17,Angola,,89.1398,1216.96,11.48,4.0705,87.65,57.76,2005
2005-06-24,Angola,,89.1964,1191.57,12.18,3.917,88.78,58.36,2005
2005-07-01,Angola,,89.1946,1194.44,11.4,4.0489,90.13,57.54,2005
2005-07-08,Angola,,89.1909,1211.86,11.45,4.0914,90.25,58.2,2005
2005-07-15,Angola,,89.1967,1227.92,10.33,4.1635,89.72,57.61,2005
2005-07-22,Angola,,88.9717,1233.68,10.52,4.2185,89.64,57.58,2005
2005-07-29,Angola,,89.1982,1234.18,11.57,4.276,89.35,59.37,2005
2005-08-05,Angola,,89.1974,1226.42,12.48,4.3861,88.06,61.07,2005
2005-08-12,Angola,,89.2347,1230.39,12.74,4.2423,86.98,66.45,2005
2005-08-19,Angola,,89.1489,1219.71,13.42,4.2054,88.6,64.36,2005
2005-08-26,Angola,,89.1974,1205.1,13.72,4.186,87.86,64.87,2005
2005-09-02,Angola,,87.7031,1218.02,13.57,4.0362,86.3,66.06,2005
2005-09-09,Angola,,89.2039,1241.48,11.98,4.1181,86.89,62.84,2005
2005-09-16,Angola,,89.2073,1237.91,11.22,4.271,88.06,61.81,2005
2005-09-23,Angola,,89.2021,1215.29,12.96,4.2456,89.29,62.44,2005
2005-09-30,Angola,,89.2058,1228.81,11.92,4.324,89.52,63.48,2005
2005-10-07,Angola,,89.2085,1195.9,14.59,4.354,89.17,59.21,2005
2005-10-14,Angola,,89.1994,1186.57,14.87,4.4793,89.46,59.35,2005
2005-10-21,Angola,,89.151,1179.59,16.13,4.3837,90.31,58.48,2005
2005-10-28,Angola,,88.6118,1198.41,14.25,4.5648,89.59,59.42,2005
2005-11-04,Angola,,85.3224,1220.14,13.17,4.659,91.26,59.25,2005
2005-11-11,Angola,,81.8519,1234.71,11.63,4.5333,91.98,54.99,2005
2005-11-18,Angola,,80.7832,1248.27,11.12,4.4881,91.93,54.88,2005
2005-11-25,Angola,,80.778,1268.25,10.88,4.4274,92.04,55.01,2005
2005-12-02,Angola,,80.7897,1265.08,11.01,4.5115,91.93,57.05,2005
2005-12-09,Angola,,80.7897,1259.37,11.69,4.5233,91.25,57.31,2005
2005-12-16,Angola,,80.7905,1267.32,10.68,4.4327,89.71,57.13,2005
2005-12-23,Angola,,80.7863,1268.66,10.27,4.372,90.78,56.69,2005
2005-12-30,Angola,,80.7755,1248.29,12.07,4.3911,91.17,58.98,2005
2006-01-06,Angola,,80.7903,1285.45,11,4.3733,88.91,62.72,2006
2006-01-13,Angola,,80.4278,1287.61,11.23,4.3534,88.89,62.26,2006
2006-01-20,Angola,,80.4122,1261.48,14.56,4.3493,88.97,66.43,2006
2006-01-27,Angola,,80.3986,1283.72,11.97,4.5092,89.32,66.24,2006
2006-02-03,Angola,,80.3567,1264.03,12.96,4.5232,89.89,63.39,2006
2006-02-10,Angola,,80.3546,1266.99,12.87,4.5845,90.55,59.64,2006
2006-02-17,Angola,,80.359,1287.24,12.01,4.5372,90.64,59.89,2006
2006-02-24,Angola,,80.3616,1289.43,11.46,4.5727,90.61,62.6,2006
2006-03-03,Angola,,80.3607,1287.23,11.96,4.6801,89.66,64.18,2006
2006-03-10,Angola,,80.3618,1281.58,11.85,4.7567,90.85,60.83,2006
2006-03-17,Angola,,80.3615,1307.25,12.12,4.6705,88.92,63.26,2006
2006-03-24,Angola,,80.3608,1302.95,11.19,4.6686,90.07,63.51,2006
2006-03-31,Angola,,80.3582,1294.83,11.39,4.8472,89.73,65.91,2006
2006-04-07,Angola,,80.3616,1295.5,12.26,4.9774,89.69,67.29,2006
2006-04-14,Angola,,80.3713,1289.12,12.38,5.0448,89.59,70.14,2006
2006-04-21,Angola,,80.3865,1311.28,11.59,5.0079,88.05,74.17,2006
2006-04-28,Angola,,80.3754,1310.61,11.59,5.0505,86.11,72.5,2006
2006-05-05,Angola,,80.3662,1325.76,11.62,5.0997,85.14,70.88,2006
2006-05-12,Angola,,80.377,1291.24,14.19,5.1938,83.91,72.18,2006
2006-05-19,Angola,,80.3775,1267.03,17.18,5.0584,84.88,68.68,2006
2006-05-26,Angola,,80.3617,1280.16,14.26,5.0481,85.16,70.59,2006
2006-06-02,Angola,,80.3678,1288.22,14.32,4.9898,84.04,71.03,2006
2006-06-09,Angola,,80.3716,1252.3,18.12,4.9714,85.72,70.48,2006
2006-06-16,Angola,,80.3749,1251.54,17.25,5.1264,85.94,68.8,2006
2006-06-23,Angola,,80.75,1244.5,15.89,5.2223,86.88,69.93,2006
2006-06-30,Angola,,80.3728,1270.2,13.08,5.1364,85.16,73.51,2006
