date,country,embi_level,fx_level,SPX_Index,VIX_Index,USGG10YR_Index,DXY_Curncy,CO1_Comdty,year
2010-02-05,Brazil,733.502,1.8793,1066.19,26.11,3.5654,80.441,69.59,2010
2010-02-12,Brazil,741.899,1.8544,1075.51,22.73,3.6928,80.218,72.9,2010
2010-02-19,Brazil,745.602,1.8027,1109.17,20.02,3.7726,80.643,78.19,2010
2010-02-26,Brazil,753.938,1.8076,1104.49,19.5,3.6117,80.362,77.59,2010
2010-03-05,Brazil,764.511,1.7782,1138.7,17.42,3.6796,80.432,79.89,2010
2010-03-12,Brazil,764.118,1.7624,1149.99,17.58,3.7006,79.833,79.39,2010
2010-03-19,Brazil,763.737,1.8017,1159.9,16.97,3.6892,80.724,79.88,2010
2010-03-26,Brazil,760.859,1.819,1166.59,17.77,3.8468,81.676,79.29,2010
2010-04-02,Brazil,762.849,1.7646,1178.1,17.47,3.9446,81.173,84.01,2010
2010-04-09,Brazil,765.549,1.764,1194.37,16.14,3.8825,81.093,84.83,2010
2010-04-16,Brazil,771.772,1.7582,1192.13,18.36,3.7626,80.824,85.99,2010
2010-04-23,Brazil,771.657,1.7565,1217.28,16.62,3.8092,81.352,87.25,2010
2010-04-30,Brazil,768.793,1.7394,1186.69,22.05,3.6532,81.866,87.44,2010
2010-05-07,Brazil,756.402,1.838,1110.89,40.95,3.4255,84.45,78.27,2010
2010-05-14,Brazil,774.248,1.7993,1135.68,31.24,3.4534,86.095,77.18,2010
2010-05-21,Brazil,769.056,1.8534,1087.69,40.1,3.2379,85.371,71.68,2010
2010-05-28,Brazil,770.267,1.8171,1089.41,32.07,3.2922,86.48,74.02,2010
2010-06-04,Brazil,770.565,1.8654,1064.88,35.48,3.2023,88.233,72.09,2010
2010-06-11,Brazil,771.818,1.8107,1091.6,28.79,3.2346,87.507,74.35,2010
2010-06-18,Brazil,784.707,1.7721,1117.51,23.95,3.2195,85.699,78.22,2010
2010-06-25,Brazil,782.917,1.7802,1076.77,28.53,3.1078,85.313,78.12,2010
2010-07-02,Brazil,787.861,1.7721,1022.58,30.12,2.977,84.427,71.65,2010
2010-07-09,Brazil,793.953,1.7554,1077.96,24.98,3.052,83.947,75.42,2010
2010-07-16,Brazil,802.996,1.7821,1064.88,26.25,2.9215,82.486,75.37,2010
2010-07-23,Brazil,810.433,1.7738,1102.66,23.47,2.9943,82.464,77.45,2010
2010-07-30,Brazil,814.706,1.7549,1101.6,23.5,2.9052,81.539,78.18,2010
2010-08-06,Brazil,822.945,1.7609,1121.64,21.74,2.8166,80.407,80.16,2010
2010-08-13,Brazil,836.236,1.772,1079.25,26.24,2.6716,82.948,75.11,2010
2010-08-20,Brazil,848.018,1.7562,1071.69,25.49,2.6106,83.057,74.26,2010
2010-08-27,Brazil,833.913,1.7501,1064.59,24.45,2.6447,82.918,76.65,2010
2010-09-03,Brazil,833.783,1.7328,1104.51,21.31,2.697,82.102,76.67,2010
2010-09-10,Brazil,827.509,1.7222,1109.55,21.99,2.7917,82.698,78.16,2010
2010-09-17,Brazil,838.499,1.7213,1125.59,22.01,2.7372,81.398,78.21,2010
2010-09-24,Brazil,844.91,1.7109,1148.67,21.71,2.605,79.395,78.87,2010
2010-10-01,Brazil,852.147,1.7079,1146.24,22.5,2.5097,78.088,83.75,2010
2010-10-08,Brazil,864.017,1.6664,1165.15,20.71,2.392,77.325,84.03,2010
2010-10-15,Brazil,865.441,1.6654,1176.19,19.03,2.5597,77.041,82.45,2010
2010-10-22,Brazil,860.366,1.7099,1183.08,18.78,2.5541,77.472,82.96,2010
2010-10-29,Brazil,864.175,1.7019,1183.26,21.2,2.5993,77.266,83.15,2010
2010-11-05,Brazil,864.337,1.6785,1225.85,18.26,2.5304,76.548,88.11,2010
2010-11-12,Brazil,848.542,1.7221,1199.21,20.61,2.7871,78.082,86.34,2010
2010-11-19,Brazil,843.75,1.7192,1199.73,18.04,2.8713,78.504,84.34,2010
2010-11-26,Brazil,842.951,1.7264,1189.4,22.22,2.8663,80.357,85.58,2010
2010-12-03,Brazil,840.786,1.6862,1224.71,18.01,3.0055,79.377,91.42,2010
2010-12-10,Brazil,829.457,1.7132,1240.4,17.61,3.319,80.07,90.48,2010
2010-12-17,Brazil,809.01,1.7147,1243.91,16.11,3.3279,80.373,91.67,2010
2010-12-24,Brazil,817.82,1.6971,1256.77,16.47,3.3933,80.474,93.77,2010
2010-12-31,Brazil,817.984,1.6613,1257.64,17.75,3.2935,79.028,94.75,2010
2011-01-07,Brazil,828.559,1.6875,1271.5,17.14,3.3237,81.012,93.33,2011
2011-01-14,Brazil,830.291,1.6844,1293.24,15.46,3.3231,79.162,98.68,2011
2011-01-21,Brazil,824.969,1.6684,1283.35,18.47,3.4042,78.213,97.6,2011
2011-01-28,Brazil,819.456,1.6846,1276.34,20.04,3.3214,78.133,99.42,2011
2011-02-04,Brazil,818.532,1.6734,1310.87,15.93,3.6356,78.044,99.83,2011
2011-02-11,Brazil,806.762,1.666,1329.15,15.69,3.6288,78.46,101.43,2011
2011-02-18,Brazil,812.738,1.6635,1343.01,16.43,3.5799,77.664,102.52,2011
2011-02-25,Brazil,819.213,1.6751,1319.88,19.22,3.4125,77.275,112.14,2011
2011-03-04,Brazil,822.59,1.6435,1321.15,19.06,3.49,76.4,115.97,2011
2011-03-11,Brazil,825.38,1.6647,1304.28,20.08,3.4025,76.776,113.84,2011
2011-03-18,Brazil,825.118,1.6652,1279.21,24.44,3.2678,75.718,113.93,2011
2011-03-25,Brazil,825.593,1.6599,1313.8,17.91,3.4388,76.217,115.59,2011
2011-04-01,Brazil,826.078,1.6066,1332.41,17.4,3.4422,75.833,118.7,2011
2011-04-08,Brazil,823.125,1.573,1328.17,17.87,3.5772,75.066,126.65,2011
2011-04-15,Brazil,828.316,1.5767,1319.68,15.32,3.4079,74.832,123.45,2011
2011-04-22,Brazil,828.658,1.566,1337.39,14.69,3.3907,74.108,123.99,2011
2011-04-29,Brazil,836.758,1.5743,1363.61,14.75,3.2863,72.933,125.89,2011
2011-05-06,Brazil,845.601,1.6155,1340.2,18.4,3.1459,74.841,109.13,2011
2011-05-13,Brazil,847.466,1.6367,1337.77,17.07,3.1709,75.757,113.83,2011
2011-05-20,Brazil,855.771,1.6236,1333.27,17.43,3.1451,75.435,112.39,2011
2011-05-27,Brazil,853.298,1.5948,1331.1,15.98,3.0735,74.954,115.03,2011
2011-06-03,Brazil,856.907,1.575,1300.16,17.95,2.9859,73.783,115.84,2011
2011-06-10,Brazil,859.815,1.5968,1270.98,18.86,2.9693,74.795,118.78,2011
2011-06-17,Brazil,859.892,1.5974,1271.5,21.85,2.9445,74.988,113.21,2011
2011-06-24,Brazil,868.12,1.6047,1268.45,21.1,2.8636,75.665,105.12,2011
2011-07-01,Brazil,865.704,1.556,1339.67,15.87,3.1823,74.349,111.77,2011
2011-07-08,Brazil,868.622,1.5624,1343.8,15.95,3.0268,75.179,118.33,2011
2011-07-15,Brazil,868.083,1.5743,1316.14,19.53,2.9058,75.126,117.26,2011
2011-07-22,Brazil,873.399,1.552,1345.02,17.52,2.9621,74.201,118.67,2011
2011-07-29,Brazil,886.839,1.5497,1292.28,25.25,2.7961,73.897,116.74,2011
2011-08-05,Brazil,892.516,1.5778,1199.38,32,2.5585,74.598,109.37,2011
2011-08-12,Brazil,885.261,1.611,1178.81,36.36,2.2548,74.607,108.03,2011
2011-08-19,Brazil,902.417,1.5995,1123.53,43.05,2.0623,74.009,108.62,2011
2011-08-26,Brazil,897.663,1.6033,1176.8,35.59,2.1899,73.814,111.36,2011
2011-09-02,Brazil,908.167,1.6409,1173.97,33.92,1.9857,74.756,112.33,2011
2011-09-09,Brazil,905.087,1.6736,1154.23,38.52,1.9183,77.192,112.77,2011
2011-09-16,Brazil,894.312,1.7327,1216.01,30.98,2.0479,76.599,112.22,2011
2011-09-23,Brazil,882.137,1.834,1136.43,41.25,1.8334,78.501,103.97,2011
2011-09-30,Brazil,879.604,1.8792,1131.42,42.96,1.9154,78.553,102.76,2011
2011-10-07,Brazil,886.11,1.772,1155.46,36.2,2.0764,78.726,105.88,2011
2011-10-14,Brazil,898.565,1.7328,1224.58,28.24,2.2477,76.623,114.68,2011
2011-10-21,Brazil,894.689,1.7757,1238.25,31.32,2.2192,76.395,109.56,2011
2011-10-28,Brazil,906.328,1.6721,1285.09,24.53,2.3167,75.067,109.91,2011
2011-11-04,Brazil,916.328,1.7517,1253.23,30.16,2.0327,76.962,111.97,2011
2011-11-11,Brazil,915.706,1.7429,1263.86,30.04,2.0564,76.945,114.16,2011
2011-11-18,Brazil,911.628,1.7865,1215.65,32,2.0104,78.064,107.56,2011
2011-11-25,Brazil,909.21,1.8918,1158.67,34.47,1.9635,79.686,106.4,2011
2011-12-02,Brazil,915.901,1.7907,1244.28,27.52,2.0331,78.625,109.94,2011
2011-12-09,Brazil,925.408,1.7982,1255.19,26.38,2.0611,78.632,108.62,2011
2011-12-16,Brazil,924.978,1.8512,1219.66,24.29,1.8474,80.256,103.35,2011
2011-12-23,Brazil,927.157,1.8564,1265.33,20.73,2.0244,79.93,107.96,2011
2011-12-30,Brazil,930.741,1.8663,1257.61,23.4,1.8762,80.178,107.38,2011
2012-01-06,Brazil,928.711,1.8569,1277.81,20.63,1.9578,81.254,113.06,2012
2012-01-13,Brazil,922.85,1.7864,1289.09,20.91,1.8636,81.515,110.44,2012
2012-01-20,Brazil,930.313,1.7552,1315.38,18.28,2.0246,80.223,109.86,2012
2012-01-27,Brazil,934.518,1.7355,1316.33,18.53,1.891,78.902,111.46,2012
2012-02-03,Brazil,938.365,1.7179,1344.9,17.1,1.9224,78.924,114.58,2012
2012-02-10,Brazil,943.1,1.7222,1342.64,20.79,1.9862,79.114,117.31,2012
2012-02-17,Brazil,941.405,1.7138,1361.23,17.78,2.0017,79.331,119.58,2012
2012-02-24,Brazil,944.584,1.7098,1365.74,17.31,1.9757,78.352,125.47,2012
2012-03-02,Brazil,954.23,1.7305,1369.63,17.29,1.9739,79.403,123.65,2012
2012-03-09,Brazil,957.322,1.7914,1370.87,17.11,2.0279,80.041,125.98,2012
2012-03-16,Brazil,946.466,1.7997,1404.17,14.47,2.294,79.786,125.81,2012
2012-03-23,Brazil,950.512,1.81,1397.11,14.82,2.2317,79.345,125.13,2012
2012-03-30,Brazil,949.615,1.8263,1408.47,15.5,2.2088,79.004,122.88,2012
2012-04-06,Brazil,947.017,1.8202,1398.08,16.7,2.0545,79.886,123.43,2012
2012-04-13,Brazil,959.393,1.8376,1370.26,19.55,1.9823,79.888,121.83,2012
2012-04-20,Brazil,966.459,1.8726,1378.53,17.44,1.9629,79.194,118.76,2012
2012-04-27,Brazil,965.609,1.8878,1403.36,16.32,1.9348,78.709,119.83,2012
2012-05-04,Brazil,971.044,1.9276,1369.1,19.16,1.8786,79.498,113.18,2012
2012-05-11,Brazil,964.915,1.9668,1353.39,19.89,1.8376,80.264,112.26,2012
2012-05-18,Brazil,955.012,2.0236,1295.22,25.1,1.7226,81.292,107.14,2012
2012-05-25,Brazil,952.85,1.9845,1317.82,21.76,1.738,82.402,106.83,2012
2012-06-01,Brazil,958.24,2.0401,1278.05,26.66,1.452,82.89,98.43,2012
2012-06-08,Brazil,967.28,2.0241,1325.66,21.23,1.6353,82.511,99.47,2012
2012-06-15,Brazil,984.225,2.0484,1342.84,21.11,1.5773,81.628,97.61,2012
2012-06-22,Brazil,980.871,2.0657,1335.02,18.11,1.6742,82.256,90.98,2012
2012-06-29,Brazil,981.513,2.0093,1362.16,17.08,1.6449,81.627,97.8,2012
2012-07-06,Brazil,991.472,2.0279,1354.68,17.1,1.5491,83.377,98.19,2012
2012-07-13,Brazil,1001.211,2.037,1356.78,16.74,1.4876,83.349,102.4,2012
2012-07-20,Brazil,1010.061,2.0235,1362.66,16.27,1.4567,83.478,106.83,2012
2012-07-27,Brazil,1010.688,2.0213,1385.97,16.7,1.5463,82.709,106.47,2012
2012-08-03,Brazil,1024.557,2.0285,1390.99,15.64,1.5631,82.375,108.94,2012
2012-08-10,Brazil,1022.584,2.0153,1405.87,14.74,1.6573,82.553,112.95,2012
2012-08-17,Brazil,1010.117,2.0155,1418.16,13.45,1.8105,82.596,113.71,2012
2012-08-24,Brazil,1017.116,2.027,1411.13,15.18,1.6865,81.593,113.59,2012
2012-08-31,Brazil,1023.116,2.0297,1406.58,17.47,1.5484,81.208,114.57,2012
2012-09-07,Brazil,1026.075,2.0285,1437.92,14.38,1.6678,80.252,114.25,2012
2012-09-14,Brazil,1020.26,2.0123,1465.77,14.51,1.866,78.847,116.66,2012
2012-09-21,Brazil,1028.332,2.0225,1460.15,13.98,1.7528,79.328,111.42,2012
2012-09-28,Brazil,1029.056,2.0258,1440.67,15.73,1.6335,79.935,112.39,2012
2012-10-05,Brazil,1037.508,2.0306,1460.93,14.33,1.7428,79.337,112.02,2012
2012-10-12,Brazil,1041.005,2.038,1428.59,16.14,1.656,79.667,114.62,2012
2012-10-19,Brazil,1039.596,2.027,1433.19,17.06,1.7633,79.621,110.14,2012
2012-10-26,Brazil,1032.316,2.0265,1411.94,17.81,1.7451,80.068,109.55,2012
2012-11-02,Brazil,1036.295,2.03,1414.2,17.59,1.7147,80.593,105.68,2012
2012-11-09,Brazil,1046.825,2.0464,1379.85,18.61,1.6063,81.026,109.4,2012
2012-11-16,Brazil,1041.322,2.0847,1359.88,16.41,1.58,81.257,108.95,2012
2012-11-23,Brazil,1042.076,2.0816,1409.15,15.14,1.6899,80.192,111.38,2012
2012-11-30,Brazil,1046.694,2.136,1416.18,15.87,1.6156,80.153,111.23,2012
2012-12-07,Brazil,1047.013,2.075,1418.07,15.9,1.6215,80.408,107.02,2012
2012-12-14,Brazil,1047.437,2.0861,1413.58,17,1.7015,79.58,109.15,2012
2012-12-21,Brazil,1047.097,2.0792,1430.15,17.84,1.7623,79.617,108.97,2012
2012-12-28,Brazil,1047.183,2.0428,1402.43,22.72,1.7009,79.678,110.62,2012
2013-01-04,Brazil,1039.63,2.0325,1466.47,13.83,1.8991,80.499,111.31,2013
2013-01-11,Brazil,1036.489,2.0338,1472.05,13.36,1.8677,79.563,110.64,2013
2013-01-18,Brazil,1038.867,2.0414,1485.98,12.46,1.8416,80.036,111.89,2013
2013-01-25,Brazil,1031.594,2.031,1502.96,12.89,1.9487,79.748,113.28,2013
2013-02-01,Brazil,1019.906,1.988,1513.17,12.9,2.0149,79.125,116.76,2013
2013-02-08,Brazil,1021.979,1.9718,1517.93,13.02,1.9499,80.246,118.9,2013
2013-02-15,Brazil,1017.193,1.9693,1519.79,12.46,2.0017,80.58,117.66,2013
2013-02-22,Brazil,1009.032,1.9726,1515.6,14.17,1.9619,81.482,114.1,2013
2013-03-01,Brazil,1011.461,1.98,1518.2,15.36,1.8412,82.313,110.4,2013
2013-03-08,Brazil,1006.701,1.9439,1551.18,12.59,2.0427,82.696,110.85,2013
2013-03-15,Brazil,1002.528,1.9828,1560.7,11.3,1.9895,82.261,109.82,2013
2013-03-22,Brazil,998.048,2.0079,1556.89,13.57,1.925,82.376,107.66,2013
2013-03-29,Brazil,1004.386,2.0219,1569.19,12.7,1.8486,82.976,110.02,2013
2013-04-05,Brazil,1026.931,1.9854,1553.28,13.92,1.7128,82.496,104.12,2013
2013-04-12,Brazil,1035.478,1.9686,1588.85,12.06,1.7208,82.311,103.11,2013
2013-04-19,Brazil,1031.831,2.0111,1555.25,14.97,1.7049,82.714,99.65,2013
2013-04-26,Brazil,1037.168,1.9987,1582.24,13.61,1.6633,82.502,103.16,2013
2013-05-03,Brazil,1040.422,2.0098,1614.42,12.85,1.7382,82.125,104.19,2013
2013-05-10,Brazil,1031.465,2.0204,1633.7,12.59,1.8973,83.143,103.91,2013
2013-05-17,Brazil,1015.227,2.0351,1667.47,12.45,1.9506,84.252,104.64,2013
2013-05-24,Brazil,999.641,2.0517,1649.6,13.99,2.0081,83.7,102.64,2013
2013-05-31,Brazil,975.989,2.1386,1630.74,16.3,2.1282,83.375,100.39,2013
2013-06-07,Brazil,967.917,2.132,1643.38,15.14,2.1718,81.669,104.56,2013
2013-06-14,Brazil,968.06,2.1529,1626.73,17.15,2.1295,80.67,105.93,2013
2013-06-21,Brazil,913.235,2.2422,1592.43,18.9,2.531,82.318,100.91,2013
2013-06-28,Brazil,925.656,2.2322,1606.28,16.86,2.4857,83.136,102.16,2013
2013-07-05,Brazil,913.225,2.2537,1631.89,14.89,2.7391,84.449,107.72,2013
2013-07-12,Brazil,922.901,2.2674,1680.19,13.84,2.5821,82.988,108.81,2013
2013-07-19,Brazil,950.449,2.2469,1692.09,12.54,2.4839,82.607,108.07,2013
2013-07-26,Brazil,930.919,2.2571,1691.65,12.72,2.5624,81.657,107.17,2013
2013-08-02,Brazil,924.257,2.2874,1709.67,11.98,2.596,81.908,108.95,2013
2013-08-09,Brazil,928.318,2.2716,1691.42,13.41,2.5784,81.126,108.22,2013
2013-08-16,Brazil,915.022,2.3924,1655.83,14.37,2.8251,81.257,110.4,2013
2013-08-23,Brazil,908.455,2.3488,1663.5,13.98,2.8146,81.361,111.04,2013
2013-08-30,Brazil,907.773,2.3855,1632.97,17.01,2.7839,82.087,114.01,2013
2013-09-06,Brazil,907.492,2.3065,1655.17,15.85,2.9342,82.146,116.12,2013
2013-09-13,Brazil,915.902,2.2801,1687.99,14.16,2.8846,81.452,112.78,2013
2013-09-20,Brazil,938.613,2.2104,1709.91,13.12,2.7337,80.431,109.22,2013
2013-09-27,Brazil,932.988,2.2517,1691.75,15.46,2.6245,80.287,108.63,2013
2013-10-04,Brazil,933.464,2.2119,1690.5,16.74,2.6447,80.122,109.46,2013
2013-10-11,Brazil,944.119,2.1756,1703.2,15.72,2.6871,80.362,111.28,2013
2013-10-18,Brazil,957.914,2.1691,1744.5,13.04,2.5777,79.654,109.94,2013
2013-10-25,Brazil,956.234,2.1878,1759.77,13.09,2.5088,79.194,106.93,2013
2013-11-01,Brazil,944.71,2.2532,1761.64,13.28,2.6218,80.716,105.91,2013
2013-11-08,Brazil,927.974,2.3127,1770.61,12.9,2.7477,81.303,105.12,2013
2013-11-15,Brazil,933.75,2.3144,1798.18,12.19,2.7033,80.849,108.5,2013
2013-11-22,Brazil,929.405,2.2793,1804.76,12.26,2.7427,80.708,111.05,2013
2013-11-29,Brazil,926.835,2.3361,1805.81,13.7,2.7445,80.68,109.69,2013
2013-12-06,Brazil,919.144,2.3317,1805.09,13.79,2.8553,80.315,111.61,2013
2013-12-13,Brazil,928.66,2.3299,1775.32,15.76,2.8646,80.214,108.83,2013
2013-12-20,Brazil,932.298,2.3877,1818.32,13.79,2.8886,80.575,111.77,2013
2013-12-27,Brazil,929.45,2.3383,1841.4,12.46,3,80.392,112.18,2013
2014-01-03,Brazil,928.624,2.3764,1831.37,13.76,2.9948,80.791,106.89,2014
2014-01-10,Brazil,926.264,2.3585,1842.37,12.14,2.8579,80.658,107.25,2014
2014-01-17,Brazil,931.806,2.3426,1838.7,12.44,2.8194,81.225,106.48,2014
2014-01-24,Brazil,927.162,2.3976,1790.29,18.14,2.715,80.458,107.88,2014
2014-01-31,Brazil,926.125,2.4128,1782.59,18.41,2.644,81.311,106.4,2014
2014-02-07,Brazil,938.593,2.3793,1797.02,15.29,2.6829,80.691,109.57,2014
2014-02-14,Brazil,935.916,2.3889,1838.63,13.57,2.7428,80.136,109.08,2014
2014-02-21,Brazil,944.002,2.3457,1836.25,14.68,2.731,80.237,109.85,2014
2014-02-28,Brazil,951.642,2.3435,1859.45,14,2.6476,79.691,109.07,2014
2014-03-07,Brazil,953.769,2.341,1878.04,14.11,2.7879,79.719,109,2014
2014-03-14,Brazil,953.432,2.3467,1841.13,17.82,2.6543,79.446,108.57,2014
2014-03-21,Brazil,957.681,2.325,1866.52,15,2.7426,80.105,106.92,2014
2014-03-28,Brazil,966.528,2.2614,1857.62,14.41,2.7208,80.176,108.07,2014
2014-04-04,Brazil,969.138,2.2358,1865.09,13.96,2.7207,80.423,106.72,2014
2014-04-11,Brazil,976.732,2.2186,1815.69,17.03,2.6247,79.452,107.33,2014
2014-04-18,Brazil,978.52,2.2362,1864.85,13.36,2.7215,79.847,109.53,2014
2014-04-25,Brazil,977.115,2.2441,1863.4,14.06,2.6623,79.749,109.58,2014
2014-05-02,Brazil,992.778,2.222,1881.14,12.91,2.5843,79.516,108.59,2014
2014-05-09,Brazil,992.879,2.2127,1878.48,12.92,2.6233,79.903,107.89,2014
2014-05-16,Brazil,996.549,2.2152,1877.86,12.44,2.5231,80.043,109.75,2014
2014-05-23,Brazil,994.442,2.2233,1900.53,11.36,2.5321,80.393,110.54,2014
2014-05-30,Brazil,1004.27,2.2413,1923.57,11.4,2.4759,80.369,109.41,2014
2014-06-06,Brazil,1004.912,2.2471,1949.44,10.73,2.5869,80.409,108.61,2014
2014-06-13,Brazil,1001.202,2.2243,1936.16,12.18,2.6033,80.576,113.41,2014
2014-06-20,Brazil,997.642,2.2301,1962.87,10.85,2.6052,80.372,114.81,2014
2014-06-27,Brazil,1008.029,2.1937,1960.96,11.26,2.534,80.039,113.3,2014
2014-07-04,Brazil,1000.237,2.221,1985.44,10.32,2.6383,80.269,110.64,2014
2014-07-11,Brazil,1003.337,2.2208,1967.57,12.08,2.516,80.187,106.66,2014
2014-07-18,Brazil,1008.651,2.2269,1978.22,12.06,2.4809,80.524,107.24,2014
2014-07-25,Brazil,1014.07,2.2303,1978.34,12.69,2.4655,81.029,108.39,2014
2014-08-01,Brazil,1000.831,2.2573,1925.15,17.03,2.4925,81.302,104.84,2014
2014-08-08,Brazil,1000.539,2.2834,1931.59,15.77,2.4203,81.389,105.02,2014
2014-08-15,Brazil,1014.341,2.2599,1955.06,13.15,2.3397,81.424,103.53,2014
2014-08-22,Brazil,1020.214,2.2778,1988.4,11.47,2.4024,82.336,102.29,2014
2014-08-29,Brazil,1029.994,2.2362,2003.37,11.98,2.3431,82.748,103.19,2014
2014-09-05,Brazil,1026.39,2.2432,2007.71,12.09,2.4587,83.739,100.82,2014
2014-09-12,Brazil,1007.277,2.3387,1985.54,13.31,2.6105,84.24,97.11,2014
2014-09-19,Brazil,1013.033,2.3679,2010.4,12.11,2.5745,84.735,98.39,2014
2014-09-26,Brazil,1002.339,2.4203,1982.85,14.85,2.5276,85.64,97,2014
2014-10-03,Brazil,1001.212,2.459,1967.9,14.55,2.434,86.694,92.31,2014
2014-10-10,Brazil,1012.539,2.429,1906.13,21.24,2.2804,85.912,90.21,2014
2014-10-17,Brazil,1018.584,2.4354,1886.76,21.99,2.1936,85.11,86.16,2014
2014-10-24,Brazil,1011.215,2.4787,1964.58,16.11,2.2685,85.732,86.13,2014
2014-10-31,Brazil,1017.358,2.4779,2018.05,14.03,2.3353,86.917,85.86,2014
2014-11-07,Brazil,1007.167,2.5645,2031.92,13.12,2.2976,87.642,83.39,2014
2014-11-14,Brazil,998.739,2.6015,2039.82,13.31,2.3204,87.525,79.41,2014
2014-11-21,Brazil,1014.793,2.5159,2063.5,12.9,2.3099,88.31,80.36,2014
2014-11-28,Brazil,1022.286,2.5651,2067.56,13.33,2.164,88.356,70.15,2014
2014-12-05,Brazil,1015.212,2.5876,2075.37,11.82,2.3065,89.334,69.07,2014
2014-12-12,Brazil,987.612,2.655,2002.33,21.08,2.0817,88.363,61.85,2014
2014-12-19,Brazil,1004.362,2.6603,2070.65,16.49,2.1618,89.598,61.38,2014
2014-12-26,Brazil,1007.331,2.6691,2088.77,14.5,2.2499,90.03,59.45,2014
2015-01-02,Brazil,1009.771,2.6941,2058.2,17.79,2.1105,91.08,56.42,2015
2015-01-09,Brazil,1008.532,2.6332,2044.81,17.55,1.9449,91.935,50.11,2015
2015-01-16,Brazil,1010.837,2.6222,2019.42,20.95,1.8368,92.52,50.17,2015
2015-01-23,Brazil,1022.512,2.5799,2051.82,16.66,1.7968,94.762,48.79,2015
2015-01-30,Brazil,1005.981,2.6836,1994.99,20.97,1.6407,94.804,52.99,2015
2015-02-06,Brazil,1007.055,2.7817,2055.47,17.29,1.9567,94.698,57.8,2015
2015-02-13,Brazil,996.21,2.8342,2096.99,14.69,2.0504,94.201,61.52,2015
2015-02-20,Brazil,990.481,2.8689,2110.3,14.3,2.1117,94.253,60.22,2015
2015-02-27,Brazil,988.389,2.8389,2104.5,13.34,1.993,95.293,62.58,2015
2015-03-06,Brazil,981.095,3.0642,2071.26,15.2,2.2414,97.615,59.73,2015
2015-03-13,Brazil,963.874,3.2486,2053.4,16,2.114,100.33,54.67,2015
2015-03-20,Brazil,976.652,3.2308,2108.1,13.02,1.9303,97.909,55.32,2015
2015-03-27,Brazil,992.134,3.2499,2061.02,15.07,1.9615,97.291,56.41,2015
2015-04-03,Brazil,1009.459,3.1223,2066.96,14.67,1.8389,96.545,54.95,2015
2015-04-10,Brazil,1023.584,3.0753,2102.06,12.58,1.9473,99.338,57.87,2015
2015-04-17,Brazil,1014.96,3.0408,2081.18,13.89,1.8653,97.52,63.45,2015
2015-04-24,Brazil,1032.622,2.9512,2117.69,12.29,1.9086,96.922,65.28,2015
2015-05-01,Brazil,1009.641,3.0144,2108.29,12.7,2.1135,95.297,66.46,2015
2015-05-08,Brazil,1022.064,2.9739,2116.1,12.86,2.1478,94.794,65.39,2015
2015-05-15,Brazil,1017.039,2.9931,2122.73,12.38,2.1424,93.135,66.81,2015
2015-05-22,Brazil,1025.315,3.0943,2126.06,12.13,2.2092,96.014,65.37,2015
2015-05-29,Brazil,1015.968,3.1787,2107.39,13.84,2.1214,96.907,65.56,2015
2015-06-05,Brazil,1003.59,3.1422,2092.83,14.21,2.4076,96.306,63.31,2015
2015-06-12,Brazil,1004.011,3.1185,2094.11,13.78,2.3918,94.972,63.87,2015
2015-06-19,Brazil,1007.396,3.0978,2109.99,13.96,2.2577,94.085,63.02,2015
2015-06-26,Brazil,995.012,3.1293,2101.49,14.02,2.4726,95.472,63.26,2015
2015-07-03,Brazil,1002.305,3.1341,2076.78,16.79,2.3823,96.113,60.32,2015
2015-07-10,Brazil,1000.72,3.1599,2076.62,16.83,2.3972,96.025,58.73,2015
2015-07-17,Brazil,998.191,3.1881,2126.64,11.95,2.3469,97.862,57.1,2015
2015-07-24,Brazil,974.259,3.3554,2079.65,13.74,2.2624,97.244,54.62,2015
2015-07-31,Brazil,982.879,3.4211,2103.84,12.12,2.1801,97.336,52.21,2015
2015-08-07,Brazil,964.4,3.5071,2077.57,13.39,2.1623,97.563,48.61,2015
2015-08-14,Brazil,977.439,3.482,2091.54,12.83,2.1977,96.52,49.03,2015
2015-08-21,Brazil,964.922,3.4998,1970.89,28.03,2.0365,95.008,45.46,2015
2015-08-28,Brazil,967.454,3.5819,1988.87,26.05,2.1807,96.106,50.05,2015
2015-09-04,Brazil,943.62,3.843,1921.22,27.8,2.1244,96.229,49.61,2015
2015-09-11,Brazil,930.228,3.8735,1961.05,23.2,2.1883,95.194,48.14,2015
2015-09-18,Brazil,928.832,3.9446,1958.03,22.28,2.1336,94.863,47.47,2015
2015-09-25,Brazil,889.6,3.9765,1931.34,23.62,2.1623,96.269,48.6,2015
2015-10-02,Brazil,923.038,3.9325,1951.36,20.94,1.9929,95.83,48.13,2015
2015-10-09,Brazil,940.427,3.7662,2014.89,17.08,2.0881,94.813,52.65,2015
2015-10-16,Brazil,925.33,3.9253,2033.11,15.05,2.0334,94.54,50.46,2015
2015-10-23,Brazil,920.009,3.8771,2075.15,14.46,2.0866,97.127,47.99,2015
2015-10-30,Brazil,927.241,3.8568,2079.36,15.07,2.1421,96.946,49.56,2015
2015-11-06,Brazil,930.624,3.7692,2099.2,14.33,2.3252,99.168,47.42,2015
2015-11-13,Brazil,920.037,3.8494,2023.04,20.08,2.2658,98.998,43.61,2015
