date,JPGCAO_Index,JPGCNG_Index,JPGCEC_Index,JPGCCH_Index,JPGCPR_Index,JPGCZM_Index,JPGCMOR_Index,JPGCEG_Index,JPGCCO_Index,JPGCMX_Index,JPGCBZ_Index
2007-02-16,,777.9,649.611,187.286,595.788,,299.308,162.935,287.247,354.999,591.914
2007-02-23,,777.9,669.297,187.581,597.57,,299.308,163.144,287.739,355.623,594.046
2007-03-02,,777.9,660.69,189.212,594.823,,299.308,163.457,286.028,356.218,591.391
2007-03-09,,777.9,668.025,188.101,598.485,,299.308,162.985,288.405,356.294,594.123
2007-03-16,,786.945,669.497,188.827,598.877,,299.308,163.943,288.765,358.667,596.101
2007-03-23,,777.817,685.363,188.333,601.305,,299.308,164.186,291.128,358.988,600.895
2007-03-30,,777.888,696.277,188.113,602.73,,299.308,164.395,290.559,359.215,603.35
2007-04-06,,777.898,698.935,188.194,604.816,,299.308,164.459,292.301,360.389,605.723
2007-04-13,,777.898,714.37,187.422,604.061,,299.308,164.166,291.896,359.555,606.255
2007-04-20,,777.898,735.043,188.946,615.123,,299.308,164.946,297.481,362.438,615.933
2007-04-27,,777.898,724.736,188.976,614.46,,299.308,164.653,295.683,362.925,614.368
2007-05-04,,777.898,705.52,189.92,613.856,,299.308,165.254,295.66,365.211,613.153
2007-05-11,,777.898,700.168,189.562,612.338,,299.308,165.318,295.616,365.56,614.053
2007-05-18,,777.898,718.853,188.289,613.443,,299.308,165.382,297.143,364.394,614.741
2007-05-25,,777.898,711.852,187.876,612.617,,299.308,164.911,297.137,363.123,612.293
2007-06-01,,777.898,708.988,186.919,611.733,,299.308,165.298,298.341,362.819,608.53
2007-06-08,,777.898,693.902,185.415,597.571,,299.308,164.648,292.825,356.686,598.102
2007-06-15,,777.898,712.123,185.113,600.646,,299.308,164.176,296.242,356.818,598.906
2007-06-22,,777.898,711.97,185.777,598.555,,299.308,164.598,296.14,357.204,597.7
2007-06-29,,777.898,667.552,186.934,599.421,,299.308,165.234,295.636,357.952,597.959
2007-07-06,,777.898,669.781,185.232,598.192,,299.308,164.728,295.508,357.218,598.09
2007-07-13,,777.898,668.146,186.18,598.073,,299.308,164.981,295.734,358.77,600.912
2007-07-20,,777.898,680.502,188.027,596.957,,299.308,165.419,294.939,358.997,600.757
2007-07-27,,777.898,685.512,186.869,585.371,,299.308,165.45,289.202,354.657,585.371
2007-08-03,,777.898,699.011,188.346,591.334,,299.308,165.889,291.796,359.224,596.931
2007-08-10,,777.898,708.682,187.432,592.465,,299.308,166.884,291.385,359.899,597.699
2007-08-17,,777.898,677.051,188.843,581.664,,299.308,166.766,289.738,358.415,592.946
2007-08-24,,777.898,697.697,189.384,590.367,,299.308,167.018,292.176,362.226,600.692
2007-08-31,,777.898,722.697,190.647,599.112,,299.308,166.9,292.046,366.494,606.788
2007-09-07,,777.898,717.726,192.232,602.748,,299.308,168.602,291.578,368.075,607.778
2007-09-14,,777.898,729.949,190.593,608.836,,299.308,168.854,297.407,369.288,614.222
2007-09-21,,777.898,745.712,189.398,614.574,,299.308,169.107,302.95,369.202,619.465
2007-09-28,,777.898,761.161,190.064,619.817,,299.308,168.246,300.201,368.885,622.38
2007-10-05,,777.898,770.413,189.624,621.34,,299.308,168.535,301.574,369.324,626.095
2007-10-12,,777.898,776.664,189.823,623.763,,299.308,167.637,302.522,371.014,627.118
2007-10-19,,777.898,775.461,194.11,622.444,,299.308,168.261,303.907,373.498,631.214
2007-10-26,,777.898,781.87,194.243,626.808,,299.308,169.035,305.277,375.291,632.728
2007-11-02,,777.898,792.042,195.816,629.173,,299.308,169.288,307.673,376.895,633.758
2007-11-09,,777.898,784.288,195.73,621.645,,299.308,169.948,304.715,374.509,627.394
2007-11-16,,777.898,790.748,195.503,622.95,,299.308,170.351,304.29,374.364,628.35
2007-11-23,,777.898,792.058,195.868,621.477,,299.308,169.675,303.66,374.521,622.967
2007-11-30,,777.898,802.266,197.048,627.01,,299.308,170.671,308.194,376.968,632.453
2007-12-07,,777.898,803.839,194.603,629.014,,299.308,169.995,310.616,376.946,633.816
2007-12-14,,777.898,810.109,193.616,629.682,,299.308,169.505,310.084,375.593,630.925
2007-12-21,,777.898,812.934,195.164,631.899,,299.308,169.608,309.529,376.477,631.556
2007-12-28,,777.898,810.618,196.167,632.604,,299.308,170.753,309.345,376.909,632.348
2008-01-04,,777.898,813.983,198.665,634.501,,299.308,171.527,309.299,379.239,637.459
2008-01-11,,777.898,821.058,198.563,636.406,,299.308,171.601,308.474,379.366,637.979
2008-01-18,,777.898,818.48,199.609,638.796,,299.308,172.095,304.273,381.7,633.917
2008-01-25,,777.898,821.276,199.906,642.527,,299.308,172.899,306.474,380.31,634.517
2008-02-01,,777.898,815.55,200.489,636.806,,299.308,173.124,307.24,381.085,635.884
2008-02-08,,777.898,807.971,200.191,629.979,,299.308,174.159,303.802,377.911,623.967
2008-02-15,,777.898,813.462,199.475,623.184,,299.308,174.459,305.587,378.571,626.49
2008-02-22,,777.898,829.85,199.013,624.613,,299.308,174.298,307.028,380.63,631.968
2008-02-29,,777.898,835.533,202.811,634.56,,299.308,172.668,310.008,385.583,636.163
2008-03-07,,777.898,818.025,202.577,634.039,,299.308,174.475,307.935,383.748,630.381
2008-03-14,,777.898,809.633,204.53,634.592,,299.308,174.738,310.218,386.214,630.337
2008-03-21,,777.898,820.548,205.257,635.723,,299.308,174.229,310.697,389.199,635.061
2008-03-28,,777.898,835.186,203.531,639.673,,299.308,175.226,312.83,389.65,636.023
2008-04-04,,777.898,854.537,203.146,653.589,,299.308,175.488,318.602,391.326,642.851
2008-04-11,,777.898,861.662,203.692,654.659,,299.308,175.751,320.881,394.935,650.113
2008-04-18,,777.898,864.343,200.399,657.451,,299.308,175.242,320.194,390.718,650.525
2008-04-25,,777.898,866.104,199.481,658.235,,299.308,176.277,317.441,389.264,647.43
2008-05-02,,777.898,873.44,200.427,663.45,,299.308,176.54,322.911,392.669,663.591
2008-05-09,,777.898,874.942,202.349,667.414,,299.308,176.802,322.05,393.716,659.888
2008-05-16,,777.898,877.268,201.606,666.801,,299.308,177.065,327.045,393.842,662.059
2008-05-23,,777.898,885.463,201.872,657.897,,299.308,177.366,325.121,391.694,658.874
2008-05-30,,777.898,882.217,199.168,655.285,,299.308,177.553,325.662,386.854,665.657
2008-06-06,,777.898,886.448,200.67,660.307,,299.308,177.816,325.575,390.37,668.367
2008-06-13,,777.898,863.636,196.567,652.637,,299.308,178.079,320.365,384.394,659.048
2008-06-20,,777.898,858.968,198.188,649.168,,299.308,177.183,319.593,386.269,658.132
2008-06-27,,777.898,853.95,199.569,640.159,,299.308,175.902,315.39,382.571,651.553
2008-07-04,,777.898,858.793,199.318,637.002,,299.308,175.006,315.534,380.841,648.276
2008-07-11,,777.898,825.823,199.554,640.17,,299.308,173.701,314.287,381.915,647.195
2008-07-18,,777.898,808.926,198.343,640.066,,299.308,174.175,316.857,380.976,648.467
2008-07-25,,777.898,815.725,198.501,641.747,,299.308,174.448,317.928,381.672,652.021
2008-08-01,,777.898,829.411,201.07,653.188,,299.308,176.088,319.349,384.728,654.289
2008-08-08,,777.898,828.126,201.314,650.772,,299.308,176.964,319.104,386.1,655.839
2008-08-15,,777.898,828.1,203.475,651.179,,299.308,177.639,319.866,386.365,656.751
2008-08-22,,777.898,807.438,203.691,650.84,,299.308,177.511,319.819,385.56,656.766
2008-08-29,,777.898,811.848,204.242,652.482,,299.308,177.583,322.286,387.156,659.83
2008-09-05,,777.898,805.524,206.554,650.016,,299.308,177.818,321.99,389.018,657.957
2008-09-12,,777.898,762.152,205.193,643.025,,299.308,177.69,319.654,387.272,652.854
2008-09-19,,777.898,711.659,201.018,627.596,,299.308,175.151,315.445,378.871,639.507
2008-09-26,,777.898,703.321,200.829,616.307,,299.308,174.622,308.858,376.077,634.257
2008-10-03,,777.898,631.571,202.908,598.449,,299.308,174.895,301.052,372.568,618.803
2008-10-10,,777.898,529.966,193.355,519.925,,299.308,169.986,261.419,327.821,545.161
2008-10-17,,777.898,505.507,188.591,518.583,,299.308,172.63,267.044,325.29,556.934
2008-10-24,,777.898,318.193,184.125,477.349,,299.308,164.871,243.591,298.591,502.567
2008-10-31,,777.898,303.666,184.076,515.77,,299.308,169.925,266.823,340.63,572.55
2008-11-07,,777.898,326.469,186.552,552.213,,299.308,173.049,274.54,339.162,584.836
2008-11-14,,777.898,226.344,187.954,543.531,,299.308,173.685,271.889,335.873,579.85
2008-11-21,,777.898,238.564,193.662,533.881,,299.308,173.958,261.479,325.951,566.711
2008-11-28,,777.898,285.06,195.835,547.003,,299.308,174.232,275.348,342.175,595.63
2008-12-05,,777.898,296.955,197.793,558.134,,299.308,175.308,280.96,348.995,598.743
2008-12-12,,777.898,261.355,199.063,576.459,,299.308,175.581,292.034,359.175,615.926
2008-12-19,,777.898,200.853,203.563,598.735,,299.308,177.461,306.393,378.747,659.676
2008-12-26,,777.898,220.803,205.317,599.356,,299.308,177.696,306.332,378.878,662.91
2009-01-02,,777.898,220.106,203.381,600.768,,299.308,177.969,307.651,379.509,669.739
2009-01-09,,777.898,261.6,200.056,612.929,,299.308,179.049,300.769,377.869,658.141
2009-01-16,,777.898,273.59,198.025,606.206,,299.308,182.718,300.378,373.087,649.724
2009-01-23,,777.898,276.469,194.093,601.483,,299.308,182.962,296.152,367.514,643.631
2009-01-30,,777.898,268.719,193.832,611.046,,299.308,183.206,299.978,366.577,643.149
2009-02-06,,777.898,264.701,194.193,605.73,,299.308,183.49,300.248,366.118,636.885
2009-02-13,,777.898,267.16,197.838,606.261,,299.308,183.816,299.505,358.461,634.21
2009-02-20,,777.898,278.447,198.84,614.499,,299.308,184.059,299.818,361.328,635.365
2009-02-27,,777.898,280.325,199.311,623.416,,299.308,184.425,301.791,361.188,635.068
2009-03-06,,777.898,280.111,201.846,621.491,,299.308,186.382,297.487,353.815,628.85
2009-03-13,,777.898,280.38,203.464,615.718,,299.308,186.666,299.274,360.817,631.797
2009-03-20,,777.898,280.649,207.392,625.988,,299.308,186.951,305.437,368.752,646.779
2009-03-27,,777.898,262.745,210.044,621.685,,299.308,188.03,305.723,369.169,651.017
2009-04-03,,777.898,296.214,207.685,626.845,,299.308,187.479,308.624,380.59,661.263
2009-04-10,,777.898,296.483,206.174,636.656,,299.308,188.6,312.662,384.356,667.755
2009-04-17,,777.898,296.752,206.236,654.297,,299.308,189.72,318.066,384.156,661.841
2009-04-24,,777.898,300.663,205.822,654.376,,299.308,190.005,318.591,382.733,661.326
2009-05-01,,777.898,300.932,205.942,662.514,,299.308,189.453,325.177,382.38,666.464
2009-05-08,,777.898,297.189,208.014,664.56,,299.308,189.738,329.597,391.362,679.44
2009-05-15,,777.898,297.458,211.284,655.634,,299.308,189.186,327.743,394.077,680.029
2009-05-22,,777.898,301.454,211.679,660.195,,299.308,189.73,329.913,394.922,681.448
2009-05-29,,777.898,330.97,215.132,664.365,,299.308,189.715,328.889,397.199,684.854
2009-06-05,,777.898,340.091,212.673,663.353,,299.308,189.999,326.673,392.409,678.691
2009-06-12,,777.898,353.727,214.724,665.267,,299.308,190.283,328.717,389.615,683.122
2009-06-19,,777.898,358.518,215.98,656.944,,299.308,190.568,324.94,385.022,673.657
2009-06-26,,777.898,358.793,219.539,665.461,,299.308,190.853,329.785,395.482,688.888
2009-07-03,,777.898,354.82,219.925,665.507,,299.308,190.719,332.475,395.501,691.61
2009-07-10,,777.898,367.196,222.723,662.237,,299.308,191.425,330.396,393.755,692.599
2009-07-17,,777.898,368.087,218.779,662.484,,299.308,191.721,333.482,403.049,703.405
2009-07-24,,777.898,374.599,217.992,675.328,,299.308,191.582,337.279,408.411,703.167
2009-07-31,,777.898,382.694,223.596,679.153,,299.308,191.836,338.03,406.829,705.384
2009-08-07,,777.898,383.584,221.883,691.147,,299.308,192.566,344.184,414.116,708.552
2009-08-14,,777.898,389.363,225.511,684.941,,299.308,192.862,340.796,411.712,709.718
2009-08-21,,777.898,400.029,226.205,692.511,,299.308,193.158,344.199,410.993,713.453
2009-08-28,,777.898,405.68,226.122,694.918,,299.308,194.715,343.969,407.269,713.495
2009-09-04,,777.898,406.698,226.224,698.184,,299.308,195.053,347.118,411.299,719.771
2009-09-11,,777.898,414.793,227.493,713.37,,299.308,195.307,350.849,420.107,732.552
2009-09-18,,777.898,427.903,228.446,722.555,,299.308,195.603,355.662,423.559,739.161
2009-09-25,,777.898,436.125,229.777,720.287,,299.308,196.333,353.93,419.154,737.827
2009-10-02,,777.898,441.903,230.569,734.523,,299.308,196.629,361.799,421.868,740.999
2009-10-09,,777.898,455.14,230.273,756.399,,299.308,196.532,370.888,429.592,748.513
2009-10-16,,777.898,460.791,229.472,737.661,,299.308,197.22,362.801,429.922,749.388
2009-10-23,,777.898,469.013,229.378,731.1,,299.308,197.516,357.999,422.617,741.77
2009-10-30,,777.898,469.776,229.75,726.57,,299.308,197.77,357.467,425.286,737.65
2009-11-06,,777.898,470.795,229.165,733.299,,299.308,196.369,359.655,423.735,738.538
2009-11-13,,777.898,476.445,231.504,740.32,,299.308,196.623,364.1,429.084,747.226
2009-11-20,,777.898,477.337,233.369,744.738,,299.308,198.44,364.728,435.737,754.306
2009-11-27,,777.898,480.671,235.125,751.219,,299.308,197.215,367.771,435.864,755.857
2009-12-04,,777.898,479.119,231.827,748.456,,299.308,199.249,367.096,432.481,755.232
2009-12-11,,777.898,472.686,233.798,739.207,,299.308,197.806,364.153,429.727,756.431
2009-12-18,,777.898,473.622,234.478,738.711,,299.308,198.754,362.21,428.905,749.507
2009-12-25,,777.898,479.695,233.214,734.648,,299.308,198.901,358.493,425.486,744.94
2010-01-01,,777.898,480.497,232.221,734.065,,299.308,199.521,358.954,425.924,745.782
2010-01-08,,777.898,489.139,233.267,737.475,,299.308,198.951,363.114,431.52,747.441
2010-01-15,,777.898,495.345,232.317,735.906,,299.308,199.303,360.867,430.369,746.121
2010-01-22,,777.898,491.011,233.279,733.274,,299.308,199.34,358.344,431.008,743.848
2010-01-29,,777.898,489.245,233.056,722.801,,299.308,198.022,356.278,428.279,737.32
2010-02-05,,777.898,490.181,232.689,712.583,,299.308,197.878,351.304,428.296,733.502
2010-02-12,,777.898,489.967,231.06,731.497,,299.308,197.325,358.76,430.076,741.899
2010-02-19,,777.898,490.77,229.751,734.641,,299.308,198.945,357.689,430.904,745.602
2010-02-26,,777.898,491.974,232.081,748.531,,299.308,198.437,366.438,436.891,753.938
2010-03-05,,777.898,491.627,230.694,752.795,,299.308,199.648,369.296,439.723,764.511
2010-03-12,,777.898,491.279,232.19,754.331,,299.308,199.052,369.815,443.932,764.118
2010-03-19,,777.898,490.931,233.023,756.382,,299.308,199.359,369.41,444.133,763.737
2010-03-26,,777.898,491.733,232.025,752.417,,299.308,199.623,369.2,442.477,760.859
2010-04-02,,777.898,492.67,232.792,758.3,,299.308,199.93,372.587,444.238,762.849
2010-04-09,,777.898,493.605,233.197,756.869,,299.308,199.786,372.612,443.52,765.549
2010-04-16,,777.898,495.826,235.148,766.153,,299.308,199.641,374.496,446.528,771.772
2010-04-23,,777.898,496.763,234.232,765.895,,299.308,199.761,374.821,446.148,771.657
2010-04-30,,777.898,498.983,236.406,764.226,,299.308,199.414,373.653,444.772,768.793
2010-05-07,,777.898,492.215,236.547,748.924,,299.308,199.301,366.099,435.076,756.402
2010-05-14,,777.898,493.151,236.604,761.23,,299.308,199.409,373.172,446.513,774.248
2010-05-21,,777.898,483.815,237.091,761.291,,299.308,199.517,368.601,444.104,769.056
2010-05-28,,777.898,479.615,234.899,766.792,,299.308,199.627,371.875,445.821,770.267
2010-06-04,,777.898,485.554,236.291,772.152,,299.308,198.503,375.104,449.233,770.565
2010-06-11,,777.898,481.361,235.74,770.551,,299.308,200.067,376.968,450.472,771.818
2010-06-18,,777.898,487.754,238.306,779.956,,299.308,200.968,382.347,456.661,784.707
2010-06-25,,777.898,488.74,240.006,782.424,,299.308,199.878,383.501,457.452,782.917
2010-07-02,,777.898,479.052,242.244,793.942,,299.308,200.149,385.813,461.564,787.861
2010-07-09,,777.898,482.601,242.183,800.454,,299.308,202.841,389.259,462.885,793.953
2010-07-16,,777.898,483.587,244.038,809.798,,299.308,205.402,394.601,463.441,802.996
2010-07-23,,777.898,481.869,243.429,819.084,,299.308,205.639,398.906,468.967,810.433
2010-07-30,,777.898,482.713,245.211,827.423,,299.308,209.244,400.982,472.263,814.706
2010-08-06,,777.898,483.699,245.113,843.353,,299.308,214.543,404.948,479.858,822.945
2010-08-13,,777.898,484.685,247.174,860.848,,299.308,217.103,412.204,484.479,836.236
2010-08-20,,777.898,496.485,250.007,878.796,,299.308,223.149,420.512,493.058,848.018
2010-08-27,,777.898,497.33,250.626,855.807,,299.308,224.348,410.146,484.054,833.913
2010-09-03,,777.898,498.457,248.444,863.128,,299.308,224.453,411.028,481.385,833.783
2010-09-10,,777.898,499.302,247.756,856.153,,299.308,223.494,407.652,477.498,827.509
2010-09-17,,777.898,502.991,248.349,851.726,,299.308,222.404,410.836,480.661,838.499
2010-09-24,,777.898,503.976,249.646,851.759,,299.308,222.641,412.273,483.094,844.91
2010-10-01,,777.898,488.74,250.99,864.418,,299.308,222.048,418.276,490.84,852.147
2010-10-08,,777.898,489.867,252.768,873.639,,299.308,222.983,420.173,492.559,864.017
2010-10-15,,777.898,515.043,250.724,876.088,,299.308,224.099,420.039,489.832,865.441
2010-10-22,,777.898,516.029,251.384,873.701,,299.308,223.34,421.248,491.889,860.366
2010-10-29,,777.898,516.873,251.7,882.973,,299.308,222.941,424.397,496.657,864.175
2010-11-05,,777.898,517.859,253.041,882.025,,299.308,226.681,425.074,497.429,864.337
2010-11-12,,777.898,518.844,250.436,848.375,,299.308,226.153,414.575,483.808,848.542
2010-11-19,,777.898,519.83,248.674,844.888,,299.308,225.181,410.433,480.147,843.75
2010-11-26,,777.898,520.815,250.076,845.626,,299.308,224.739,411.742,481.46,842.951
2010-12-03,,777.898,521.801,247.816,840.475,,299.308,222.842,409.492,480.572,840.786
2010-12-10,,777.898,522.786,245.187,827.669,,299.308,221.969,406.581,477.468,829.457
2010-12-17,,777.898,523.823,245.425,804.731,,299.308,218.253,396.91,467.621,809.01
2010-12-24,,777.898,524.858,244.498,815.184,,299.308,217.996,399.363,469.471,817.82
2010-12-31,,777.898,525.747,245.88,818.998,,299.308,218.377,399.962,470.443,817.984
2011-01-07,,777.898,538.147,245.845,829.711,,299.308,218.613,406.525,476.056,828.559
2011-01-14,,777.898,539.331,246.333,833.96,,299.308,214.468,409.231,476.731,830.291
2011-01-21,,777.898,545.901,244.5,827.351,,299.308,211.242,405.335,473.408,824.969
2011-01-28,,777.898,546.789,244.763,821.456,,299.308,195.902,404.995,471.508,819.456
2011-02-04,,777.898,559.191,242.215,823.426,,299.308,199.572,403.21,471.518,818.532
2011-02-11,,777.898,560.227,242.257,814.247,,299.308,200.37,396.945,466.375,806.762
2011-02-18,,777.898,569.935,243.388,814.339,,299.308,199.113,400.731,468.742,812.738
2011-02-25,,777.898,571.119,245.463,817.939,,299.308,196.415,401.32,471.38,819.213
2011-03-04,,101.383,572.155,245.286,831.995,,299.308,196.33,404.802,476.944,822.59
2011-03-11,,101.135,570.351,246.685,833.543,,299.308,196.047,408.314,478.303,825.38
2011-03-18,,101.903,562.863,247.972,832.173,,299.308,196.633,408.415,478.819,825.118
2011-03-25,,101.402,563.899,247.207,820.946,,299.308,200.353,407.612,478.611,825.593
2011-04-01,,102.785,570.469,246.126,816.565,,299.308,204.536,407.301,477.875,826.078
2011-04-08,,105.963,574.346,244.164,815.758,,299.308,205.344,406.601,476.735,823.125
2011-04-15,,105.969,575.382,246.618,798.312,,299.308,205.063,409.511,479.517,828.316
2011-04-22,,106.737,570.735,246.561,797.012,,299.308,203.809,411.11,480.031,828.658
2011-04-29,,106.87,574.612,248.212,794.353,,299.308,204.43,415.526,483.716,836.758
2011-05-06,,107.51,575.648,250.255,827.434,,299.308,204.063,420.027,489.351,845.601
2011-05-13,,107.897,582.367,250.331,835.918,,299.308,204.699,419.051,491.086,847.466
2011-05-20,,108.157,580.561,250.917,836.031,,299.308,210.706,421.372,492.51,855.771
2011-05-27,,107.402,584.438,251.788,843.273,,299.308,210.558,421.616,491.677,853.298
2011-06-03,,107.643,582.485,252.064,838.595,,299.308,215.369,427.582,495.122,856.907
2011-06-10,,108.411,592.045,252.963,843.984,,299.308,215.269,426.783,496.145,859.815
2011-06-17,,108.925,593.13,253.03,843.669,,299.308,216.111,427.333,496.233,859.892
2011-06-24,,108.043,594.214,253.153,845.186,,299.308,216.215,429.576,498.048,868.12
2011-07-01,,110.352,595.454,250.586,845.981,,299.308,216.863,429.39,498.277,865.704
2011-07-08,,110.34,599.359,253.635,851.673,,299.308,216.767,427.792,500.265,868.622
2011-07-15,,110.473,600.443,254.334,855.653,,299.308,216.184,429.243,500.751,868.083
2011-07-22,,110.987,604.502,255.94,872.435,,299.308,217.446,431.334,503.036,873.399
2011-07-29,,112.151,605.432,259.277,887.423,,299.308,218.024,437.565,509.962,886.839
2011-08-05,,112.157,606.517,261.841,896.016,,299.308,217.32,441.718,516.795,892.516
2011-08-12,,108.891,586.775,260.551,885.627,,299.308,216.733,435.586,508.459,885.261
2011-08-19,,111.516,587.861,265.595,906.686,,299.308,220.182,445.127,517.29,902.417
2011-08-26,,111.241,588.79,263.691,908.327,,299.308,218.663,441.761,515.501,897.663
2011-09-02,,112.707,595.98,267.007,924.777,,299.308,219.328,446.862,522.111,908.167
2011-09-09,,112.825,593.935,267.116,920.159,,299.308,220.884,443.499,521.007,905.087
2011-09-16,,110.999,595.02,264.908,910.512,,299.308,221.361,440.127,515.354,894.312
2011-09-23,,103.806,599.079,262.009,893.708,,299.308,215.791,434.97,510.423,882.137
2011-09-30,,103.42,600.164,263.454,884.074,,299.308,217.061,435.102,510.509,879.604
2011-10-07,,102.006,595.453,261.89,893.938,,299.308,215.498,435.877,513.729,886.11
2011-10-14,,105.004,596.383,261.887,920.029,,299.308,215.632,444.051,516.489,898.565
2011-10-21,,108.545,597.467,262.269,917.575,,299.308,219.055,442.313,515.816,894.689
2011-10-28,,111.281,601.371,263.747,933.865,,299.308,220.562,445.904,523.342,906.328
2011-11-04,,111.942,602.456,267.043,957.415,,299.308,217.881,453.8,532.298,916.328
2011-11-11,,111.818,609.491,267.001,950.431,,299.308,217.569,451.626,532.907,915.706
2011-11-18,,111.693,616.525,268.549,941.034,,299.308,213.854,450.35,529.541,911.628
2011-11-25,,111.438,617.61,269.818,930.482,,299.308,205.622,447.924,526.441,909.21
2011-12-02,,111.706,623.157,269.578,935.322,,299.308,204.669,451.839,527.834,915.901
2011-12-09,,112.106,624.242,269.574,942.962,,299.308,203.219,455.939,533.128,925.408
2011-12-16,,111.719,625.37,271.641,948.619,,299.308,193.913,456.743,534.956,924.978
2011-12-23,,111.877,626.667,269.503,952.337,,299.308,194.253,457.026,536.714,927.157
2011-12-30,,111.994,627.64,272.279,958.654,,299.308,194.468,458.464,537.745,930.741
2012-01-06,,112.374,633.284,272.134,954.375,,299.308,191.804,456.319,534.814,928.711
2012-01-13,,112.793,631.468,273.768,943.987,,299.308,192.536,451.915,528.139,922.85
2012-01-20,,114.351,632.441,272.452,945.109,,299.308,197.935,454.495,530.82,930.313
2012-01-27,,113.595,633.414,275.207,948.67,,299.308,204.827,456.702,534.094,934.518
2012-02-03,,114.954,640.778,275.018,961.721,,299.308,205.024,461.764,541.071,938.365
2012-02-10,,114.555,638.799,274.757,961.177,,299.308,200.711,462.935,540.506,943.1
2012-02-17,,115.393,640.097,274.193,967.17,,299.308,202.821,463.879,540.005,941.405
2012-02-24,,116.461,644.184,275.508,968.738,,299.308,205.467,464.155,541.421,944.584
2012-03-02,,117.028,645.482,275.375,979.694,,299.308,204.859,470.734,546.443,954.23
2012-03-09,,117.575,643.503,274.558,983.445,,299.308,210.312,470.753,545.136,957.322
2012-03-16,,117.852,641.524,272.616,986.984,,299.308,212.162,465.814,542.341,946.466
2012-03-23,,119.076,642.66,274.573,988.091,,299.308,213.088,468.643,543.351,950.512
2012-03-30,,119.603,640.518,274.034,989.291,,299.308,211.405,470.238,544.157,949.615
2012-04-06,,119.88,647.881,273.732,991.883,,299.308,209.942,469.016,544.153,947.017
2012-04-13,,118.94,642.788,275.757,1003.39,,299.308,207.741,476.408,549.519,959.393
2012-04-20,,119.758,653.266,277.015,1013.791,,299.308,208.786,481.537,557.223,966.459
2012-04-27,,120.305,654.4,278.754,1012.286,,299.308,208.957,478.261,557.234,965.609
2012-05-04,,121.393,655.536,280.976,1029.761,,299.308,209.621,483.782,562.141,971.044
2012-05-11,,121.13,653.557,281.912,1026.979,,299.308,209.88,478.631,558.648,964.915
2012-05-18,,116.136,642.236,278.938,1010.443,,299.308,205.681,473.44,551.86,955.012
2012-05-25,,118.981,634.029,278.373,1007.74,,299.308,210.993,471.077,547.135,952.85
2012-06-01,,117.481,628.773,280.984,1010.675,,299.308,209.621,476.135,551.018,958.24
2012-06-08,,120.191,642.366,281.638,1027.287,,299.308,212.65,482.296,557.518,967.28
2012-06-15,,119.522,643.539,283.302,1046.033,,299.308,211.802,492.405,566.704,984.225
2012-06-22,,119.528,641.466,283.273,1043.549,,299.308,202.86,488.689,564.572,980.871
2012-06-29,,119.691,642.826,283.885,1046.108,,299.308,216.1,491.075,568.588,981.513
2012-07-06,,120.758,648.739,285.554,1054.991,,299.308,217.403,495.516,575.945,991.472
2012-07-13,,121.036,654.821,287.217,1088.495,,299.308,216.743,503.727,586.966,1001.211
2012-07-20,,121.448,659.273,288.916,1096.836,,299.308,217.3,506.544,592.207,1010.061
2012-07-27,,121.309,660.292,288.894,1097.175,,299.308,215.739,504.338,590.806,1010.688
2012-08-03,,122.571,668.006,291.747,1115.824,,299.308,217.895,509.441,595.142,1024.557
2012-08-10,,123.832,669.195,291.468,1105.502,,299.308,220.376,507.64,594.568,1022.584
2012-08-17,,124.814,673.647,288.458,1080.916,,299.308,222.966,499.238,583.549,1010.117
2012-08-24,,126.354,681.361,290.058,1093.482,,299.308,231.67,504.582,588.05,1017.116
2012-08-31,,126.501,680.919,292.699,1099.719,,299.308,231.931,508.068,588.832,1023.116
2012-09-07,,127.462,683.57,291.363,1101.391,,299.308,234.661,506.725,591.496,1026.075
2012-09-14,,127.051,694.547,290.318,1099.813,,299.308,236.556,501.566,588.589,1020.26
2012-09-21,,127.615,695.737,290.605,1109.399,,299.308,235.483,505.845,590.576,1028.332
2012-09-28,,127.344,693.664,291.974,1113.44,,299.308,232.558,507.626,592.417,1029.056
2012-10-05,,127.372,693.392,292.679,1121.712,,299.308,235.471,513.541,597.473,1037.508
2012-10-12,,128.333,691.148,295.445,1128.161,,299.308,236.185,516.544,600.538,1041.005
2012-10-19,,129.455,690.706,294.939,1130.842,,299.308,238.68,515.613,600.258,1039.596
2012-10-26,,129.998,688.463,295.009,1119.675,,299.308,238.152,510.557,594.311,1032.316
2012-11-02,100.034,130.423,683.128,294.799,1120.743,99.906,299.308,238.071,511.217,595.548,1036.295
2012-11-09,100.061,131.148,687.75,296.415,1123.284,99.531,299.308,239.016,515.178,599.124,1046.825
2012-11-16,99.94,131.413,685.507,294.348,1118.382,99.003,299.308,237.979,513.55,597.641,1041.322
2012-11-23,99.838,131.699,686.697,293.801,1119.461,99.106,299.308,239.929,511.27,596.766,1042.076
2012-11-30,99.848,132.82,681.362,295.384,1127.358,99.209,299.308,240.043,514.23,599.174,1046.694
2012-12-07,99.746,134.081,682.551,296.165,1126.091,99.066,299.308,234.162,514.987,599.501,1047.013
2012-12-14,99.868,134.646,683.771,295.773,1122.38,99.415,299.308,231.104,515.005,599.764,1047.437
2012-12-21,99.895,134.953,685.194,294.873,1120.783,99.656,299.308,232.425,514.245,599.74,1047.097
