#NAME?,Brazil,Chile,China,Colombia,Czechia,Egypt,Euro,Hungary,India,Indonesia,South Korea,Kuwait,Malaysia,Mexico,Peru,Philippines,Poland,Qatar,Saudi Arabia,South Africa,Taiwan,Thailand,Turkey,United Arab Emirates
3/6/00,1.745505324,504.0322581,8.278145695,1967.342121,36.99593045,#DIV/0!,1.042318115,267.5227394,43.59197908,7434.944238,#DIV/0!,0.306795521,3.799392097,9.328358209,3.411804845,40.8997955,4.120313144,#DIV/0!,3.750937734,6.501950585,30.7503075,38.12428517,0.578058072,3.672420125
3/7/00,1.745505324,506.585613,8.278145695,1965.795164,37.16090673,#DIV/0!,1.041829453,267.1654467,43.57300374,7446.016381,#DIV/0!,0.306597989,3.799392097,9.276446453,3.402517863,41.15226337,4.142502071,#DIV/0!,3.750937734,6.531678641,30.70310101,38.05175038,0.578058072,3.672420125
3/8/00,1.741007695,508.3884087,8.278145695,1961.168857,37.16090673,#DIV/0!,1.040745174,267.0940171,43.59197908,7440.47619,#DIV/0!,0.306597989,3.799392097,9.267840593,3.399049422,41.05090312,4.142502071,#DIV/0!,3.750937734,6.468305304,30.71253071,37.95066414,0.578058072,3.672420125
3/9/00,1.742494206,506.3291139,8.278145695,1960.399922,36.71071953,#DIV/0!,1.034768212,265.7454159,43.57300374,7385.524372,#DIV/0!,0.306297476,3.799392097,9.285051068,3.407156186,41.00041,4.088307441,#DIV/0!,3.750937734,6.389776358,30.70310101,37.90750569,0.578058072,3.672420125
3/10/00,1.743983258,506.3291139,8.278145695,1959.631589,36.79175865,#DIV/0!,1.038421599,266.6666667,43.57300374,7363.775673,#DIV/0!,0.306504015,3.799392097,9.328358209,3.423485108,40.8997955,4.096681688,#DIV/0!,3.750937734,6.402048656,30.7408546,37.83579266,0.578034682,3.672420125
3/13/00,1.744500462,507.0993915,8.278145695,1956.947162,36.84598379,#DIV/0!,1.036537963,266.9514148,43.59197908,7457.121551,#DIV/0!,0.306400711,3.799392097,9.319664492,3.341129302,40.8997955,4.101722724,#DIV/0!,3.750937734,6.435006435,30.70310101,37.87878788,0.578034682,3.672420125
3/14/00,1.738495506,506.3291139,8.278145695,1955.798944,36.87315634,#DIV/0!,1.032791118,265.8868029,43.59197908,7440.47619,#DIV/0!,0.306297476,3.799392097,9.337068161,3.416467373,40.95004095,4.093327876,#DIV/0!,3.750937734,6.430868167,30.6936771,37.90750569,0.581395349,3.672420125
3/15/00,1.740008004,506.842372,8.278145695,1953.888238,36.68378577,#DIV/0!,1.033538318,265.8868029,43.57300374,7490.636704,#DIV/0!,0.306400711,3.799392097,9.328358209,3.429355281,41.00041,4.088307441,#DIV/0!,3.750937734,6.464124111,30.70310101,38.0952381,0.578034682,3.672420125
3/16/00,1.738495506,507.0993915,8.278145695,1949.317739,36.58982803,#DIV/0!,1.029336078,264.6903123,43.57300374,7457.121551,#DIV/0!,0.306203687,3.799392097,9.328358209,3.432887058,41.00041,4.074979625,#DIV/0!,3.750937734,6.439150032,30.76923077,37.85011355,0.578034682,3.672420125
3/17/00,1.738495506,506.3291139,8.278145695,1953.506544,36.64345914,#DIV/0!,1.028436263,264.4103649,43.57300374,7457.121551,#DIV/0!,0.306297476,3.799392097,9.319664492,3.438789546,40.96681688,4.073319756,#DIV/0!,3.750937734,6.468305304,30.6936771,37.99392097,0.578034682,3.672420125
3/20/00,1.737498697,506.3291139,8.278145695,1955.798944,36.60322108,#DIV/0!,1.02748523,263.9915523,43.57300374,7440.47619,#DIV/0!,0.306297476,3.799392097,9.310995634,3.453038674,41.00041,4.051863857,#DIV/0!,3.750937734,6.4808814,30.77870114,38.00836184,0.588235294,3.672420125
3/21/00,1.734003815,505.0505051,8.278145695,1960.01568,36.6703337,#DIV/0!,1.037236801,266.5955745,43.57300374,7462.692136,#DIV/0!,0.306504015,3.799392097,9.293680297,3.46020881,40.96681688,4.051863857,#DIV/0!,3.750937734,6.493506494,30.71253071,37.85011355,0.588235294,3.672420125
3/22/00,1.728997009,504.0322581,8.278145695,1951.981261,37.02332469,#DIV/0!,1.040312094,267.5227394,43.57300374,7434.944238,#DIV/0!,0.306597989,3.799392097,9.242144177,3.474636371,40.93327876,4.051863857,#DIV/0!,3.750937734,6.455777921,30.70310101,37.79289494,0.588235294,3.672420125
3/23/00,1.71998624,502.7652086,8.278145695,1954.27008,36.71071953,#DIV/0!,1.029018317,264.6903123,43.59197908,7446.016381,#DIV/0!,0.306701426,3.799392097,9.216598356,3.491621331,40.8997955,4.045307443,#DIV/0!,3.750937734,6.476683938,30.70310101,37.72161449,0.588235294,3.672420125
3/24/00,1.732982116,502.2601708,8.278145695,1955.416504,36.75119441,#DIV/0!,1.0234367,263.3658845,43.57300374,7462.692136,#DIV/0!,0.306701426,3.799392097,9.225092251,3.517411185,40.95004095,4.032258065,#DIV/0!,3.750937734,6.476683938,30.6372549,37.73584906,0.588235294,3.672420125
3/27/00,1.748985588,502.5125628,8.278145695,1960.01568,36.83241252,#DIV/0!,1.034447088,266.028199,43.59197908,7479.431563,#DIV/0!,0.306297476,3.799392097,9.191176471,3.495282592,41.00041,4.032258065,#DIV/0!,3.750937734,6.472491909,30.5997552,37.76435045,0.588235294,3.672420125
3/28/00,1.742008536,502.0080321,8.278145695,1953.125,37.07823508,#DIV/0!,1.040961849,268.1684817,43.57300374,7587.253414,#DIV/0!,0.306297476,3.799392097,9.216598356,3.465003465,41.00041,4.053506283,#DIV/0!,3.750937734,6.489292667,30.59039462,37.79289494,0.588235294,3.672420125
3/29/00,1.744500462,501.2531328,8.278145695,1950.838861,37.34129948,#DIV/0!,1.050861707,270.7826349,43.59197908,7575.757576,#DIV/0!,0.306400711,3.799392097,9.267840593,3.484321772,41.03405827,4.095004095,#DIV/0!,3.750937734,6.489292667,30.52503053,37.7786173,0.588235294,3.673769287
3/30/00,1.759355372,501.3033888,8.278831029,1955.798944,37.67500038,#DIV/0!,1.040474456,268.6300298,43.5900789,7564.86875,#DIV/0!,0.306000361,3.7999696,9.305000228,3.488999707,41.08007739,4.132504628,#DIV/0!,3.750656365,6.589785832,30.52503053,37.88495853,0.588235294,3.672959671
3/31/00,1.73949346,503.2712632,8.278145695,1962.323391,37.79289494,#DIV/0!,1.045861005,270.2703433,43.59197908,7587.253414,#DIV/0!,0.306701426,3.799392097,9.259259259,3.479472331,41.08463435,4.128819158,#DIV/0!,3.750937734,6.527415144,30.43213634,37.8214826,0.588235294,3.672420125
4/3/00,1.742008536,503.2712632,8.278145695,1963.864886,37.86444529,#DIV/0!,1.047065599,269.8327037,43.61100899,7716.049383,#DIV/0!,0.305997552,3.799392097,9.293680297,3.475842892,41.18616145,4.15282392,#DIV/0!,3.750937734,6.557377049,30.422878,37.76435045,0.588235294,3.672420125
4/4/00,1.745474856,504.0322581,8.278145695,1966.181675,37.63643207,#DIV/0!,1.04123282,268.4564479,43.63001745,7692.307692,#DIV/0!,0.305903946,3.799392097,9.337068161,3.475842892,41.20313144,4.198152813,#DIV/0!,3.750937734,6.565988181,30.43213634,37.86444529,0.588235294,3.672420125
4/5/00,1.748985588,505.8168943,8.278145695,1977.45699,37.63643207,#DIV/0!,1.039176972,268.6005909,43.61100899,7776.055813,#DIV/0!,0.306100585,3.799392097,9.380863039,3.472222222,41.20313144,4.205214466,#DIV/0!,3.750937734,6.583278473,30.422878,38.02281369,0.588235294,3.672420125
4/6/00,1.745992946,505.0505051,8.278145695,1994.017946,37.85011355,#DIV/0!,1.043950308,269.6871629,43.59197908,7812.5,#DIV/0!,0.306100585,3.799392097,9.36329588,3.512469266,41.15226337,4.173622705,#DIV/0!,3.750937734,6.583278473,30.46922608,38.05175038,0.588235294,3.672420125
4/7/00,1.740492559,505.8168943,8.278145695,2004.409701,37.99392097,#DIV/0!,1.047230076,271.3704206,43.61100899,7662.835249,#DIV/0!,0.306100585,3.799392097,9.302325581,3.492840899,41.16920543,4.147656574,#DIV/0!,3.750937734,6.56167979,30.422878,37.97949107,0.591715976,3.672420125
4/10/00,1.742494206,505.0505051,8.278145695,1996.805112,37.76435045,#DIV/0!,1.038799148,268.3843264,43.61100899,7627.765065,#DIV/0!,0.306297476,3.799392097,9.337068161,3.491621331,41.11842105,4.139072848,#DIV/0!,3.750937734,6.557377049,30.3030303,38.03727653,0.588235294,3.672420125
4/11/00,1.743010528,505.5611729,8.278145695,1994.813485,37.95066414,#DIV/0!,1.042644146,269.3239968,43.61100899,7656.967841,#DIV/0!,0.306400711,3.799392097,9.389671362,3.483106931,41.11842105,4.103405827,#DIV/0!,3.750937734,6.591957811,30.27550711,38.05175038,0.588235294,3.672420125
4/12/00,1.754970955,505.30571,8.278145695,1989.6538,38.21169278,#DIV/0!,1.04297038,269.4692184,43.63001745,7616.14623,#DIV/0!,0.306297476,3.799392097,9.425070688,3.481895363,41.18616145,4.149377593,#DIV/0!,3.750937734,6.587615283,30.27550711,38.02281369,0.588235294,3.672420125
4/13/00,1.780975618,505.30571,8.278145695,1988.862371,38.31417625,#DIV/0!,1.049868766,270.343336,43.6490806,7587.253414,#DIV/0!,0.306504015,3.799392097,9.433971164,3.459011919,41.18616145,4.175365344,#DIV/0!,3.750937734,6.565988181,30.27550711,37.8214826,0.588235294,3.673769287
4/14/00,1.786001322,510.2040816,8.278145695,1992.825827,38.13882532,#DIV/0!,1.039230969,268.2403433,43.66812227,7616.14623,#DIV/0!,0.306400711,3.799392097,9.532897553,3.473428274,41.22011542,4.244482173,#DIV/0!,3.750937734,6.596306069,30.38590094,37.92188093,0.591715976,3.673769287
4/17/00,1.775505131,514.6680391,8.278145695,2000.80032,38.21169278,#DIV/0!,1.049979,271.6653083,43.66812227,7727.97527,#DIV/0!,0.306297476,3.799392097,9.433971164,3.479472331,41.22011542,4.275331338,#DIV/0!,3.750937734,6.618133686,30.48780488,37.95066414,0.588235294,3.673769287
4/18/00,1.760997429,508.9058524,8.278145695,2000.40008,38.40245776,#DIV/0!,1.057194207,272.9258387,43.63001745,7782.101167,#DIV/0!,0.306504015,3.799392097,9.398496241,3.469813834,41.20313144,4.264392324,#DIV/0!,3.750937734,6.587615283,30.52503053,37.87878788,0.588235294,3.673769287
4/19/00,1.775505131,509.1649695,8.278145695,1993.620415,38.71467286,#DIV/0!,1.063264221,274.6498215,43.6490806,7923.930269,#DIV/0!,0.306597989,3.799392097,9.425070688,3.469815038,41.2371134,4.288164666,#DIV/0!,3.750937734,6.64893617,30.58103976,37.96507213,0.588235294,3.672420125
4/20/00,1.777000636,510.2561486,8.279105194,1993.620415,38.74602369,#DIV/0!,1.06621175,275.2700675,43.65001419,7984.669435,#DIV/0!,0.306700486,3.800114003,9.391999519,3.469500833,41.27506945,4.293503929,#DIV/0!,3.750656365,6.722689076,30.47498309,37.92504494,0.598802395,3.672959671
4/21/00,1.777493379,510.2040816,8.278145695,1993.620415,38.71467286,#DIV/0!,1.065757221,275.1788663,43.63001745,7961.783439,#DIV/0!,0.306795521,3.799392097,9.407337723,3.46981263,41.27115147,4.291845494,#DIV/0!,3.750937734,6.738544474,30.52503053,42.37288136,0.602409639,3.672420125
4/24/00,1.792500179,512.0327701,8.278145695,1986.097319,38.63987635,#DIV/0!,1.065530101,275.1031637,43.6490806,7886.441551,#DIV/0!,0.306899092,3.799392097,9.433971164,3.477052669,41.30524577,4.291845494,#DIV/0!,3.750937734,6.734006734,30.52503053,37.97949107,0.588235294,3.672420125
4/25/00,1.788492837,512.8205128,8.278145695,1990.44586,39.10833007,#DIV/0!,1.08577633,280.1120448,43.6490806,7942.811755,#DIV/0!,0.307304631,3.800836184,9.398496241,3.483106931,41.35649297,4.308487721,#DIV/0!,3.750937734,6.738544474,30.57169061,38.08073115,0.625,3.672420125
4/26/00,1.802483823,514.4032922,8.278145695,2002.002002,39.29273084,#DIV/0!,1.082485386,279.4076558,43.6490806,7961.783439,#DIV/0!,0.307304631,3.799392097,9.416195857,3.479472331,41.35649297,4.299226139,#DIV/0!,3.750937734,6.811989101,30.5997552,38.13882532,0.625,3.672420125
4/27/00,1.80498899,514.9330587,8.278145695,2006.018054,39.87240829,#DIV/0!,1.098961481,284.0909091,43.63001745,7942.811755,#DIV/0!,0.307701775,3.799392097,9.425070688,3.5932447,41.33939644,4.389815628,#DIV/0!,3.750937734,6.844626968,30.57169061,38.1097561,0.625,3.672420125
4/28/00,1.80498899,515.1983514,8.278145695,2008.435429,39.9840064,#DIV/0!,1.096190737,283.446712,43.6490806,7923.930269,#DIV/0!,0.307995565,3.799392097,9.398496241,3.475842892,41.28819158,4.470272687,#DIV/0!,3.750937734,6.788866259,30.59039462,38.08073115,0.609756098,3.672420125
