Dates,Argentina,Brazil,Chile,Colombia,Mexico,Peru,Uruguay,Angola,Egypt,Ghana,Kenya,Morocco,Nigeria,South Africa,Tunisia,Zambia,West African CFA Franc,Kazakhstan,Poland,Euro,Turkey,Ukraine,Hungary,Bahrain,Oman,Saudi,United Arab Emirates,Qatar,Iraq,Indonesia,Pakistan,Philippines,Sri Lanka,Vietnam
19.07.2019,42.4275,3.7492,686.83,3173.4,19.0305,3.2826,35,346.3826,16.6049,5.3825,103.25,9.5939,360.07,13.9358,2.8788,12.7409,584.5786,384.9,3.7878,0.8912,5.6591,25.663,289.64,0.37699,0.385,3.7506,3.673,3.6414,1182.2828,13938,160.1955,51.05,176.21,23247
26.07.2019,43.34,3.7775,694.93,3237.55,19.0504,3.2984,34.05,347.5532,16.6166,5.37,103.75,9.611,360.79,14.2957,2.8823,12.895,589.3881,384.91,3.8401,0.8987,5.6672,25.3178,293.74,0.377,0.38499,3.7506,3.673,3.6415,1182.2828,14008,160.468,51.055,176.34,23211
02.08.2019,44.6516,3.8895,713.16,3384.5,19.3044,3.3556,34.685,351.8013,16.59,5.4012,103.17,9.6196,361.71,14.7856,2.8885,12.895,590.669,386.03,3.8773,0.9002,5.5584,25.5327,294.63,0.37699,0.38498,3.7504,3.6728,3.6414,1182.2828,14185,159.425,51.44,176.52,23226
09.08.2019,45.3134,3.9418,711.53,3395.5,19.4133,3.3805,35.43,359.5478,16.5372,5.395,103.13,9.553,360.73,15.253,2.8579,13.025,585.3475,387.73,3.861,0.8929,5.4952,25.2428,289.55,0.37699,0.38499,3.7515,3.6729,3.6416,1182.2828,14194,158.85,51.89,176.84,23221
16.08.2019,54.8,4.0059,708.63,3426.75,19.6595,3.3786,36.205,359.9778,16.5646,5.4425,103.32,9.6222,360.89,15.3058,2.8614,13.025,588.5434,386.82,3.9152,0.9016,5.5796,25.1875,292.58,0.37701,0.38499,3.7512,3.673,3.6417,1182.2828,14243,158.803,52.44,177.17,23213
23.08.2019,55.145,4.1223,718.16,3423,19.9219,3.3752,36.5,360.1404,16.5912,5.44,102.79,9.5707,360.86,15.2496,2.8598,13.0994,589.2825,386.12,3.9234,0.8975,5.7593,25.09,295.11,0.37701,0.38498,3.751,3.673,3.6416,1182.2828,14215,157.4108,52.27,180.03,23201
30.08.2019,59.5009,4.1453,721.7,3442.35,20.063,3.4014,36.65,360.0657,16.5705,5.4575,103.55,9.6547,360.76,15.1954,2.8784,13.075,596.0481,387.15,3.9852,0.9102,5.8324,25.1375,301.49,0.37703,0.385,3.7503,3.673,3.6416,1182.2828,14191,156.675,52.05,179.45,23196
06.09.2019,55.8388,4.0605,712.25,3357.25,19.5324,3.3359,36.4,366.5822,16.5612,5.4637,103.93,9.6707,360.48,14.805,2.8637,13.115,594.6189,387.73,3.9319,0.9067,5.7118,25.0681,299.28,0.37703,0.385,3.7504,3.673,3.6414,1182.2828,14095,156.3291,51.905,180.9,23197
13.09.2019,56.12,4.0871,707.17,3363.5,19.4062,3.3206,36.5,363.6937,16.4702,5.465,103.78,9.6505,360.16,14.579,2.8568,13.1512,590.1238,386.6,3.9051,0.903,5.6873,24.7987,299.17,0.37708,0.385,3.751,3.673,3.6416,1182.2828,13965,156.0952,51.965,180.2,23215
20.09.2019,56.6645,4.147,715.65,3416.2,19.447,3.3591,36.75,367.5555,16.3815,5.4827,103.78,9.7039,360.6,14.935,2.8692,13.175,594.4476,386.47,3.9706,0.9076,5.743,24.3681,302.99,0.37707,0.385,3.7512,3.673,3.6416,1182.2828,14055,156.415,51.96,181.18,23204
27.09.2019,57.3265,4.1597,726.78,3459.8,19.6916,3.382,36.86,375.1188,16.3378,5.4187,103.85,9.7373,360.49,15.1275,2.8724,13.175,600.2336,387.81,4.0063,0.914,5.6726,24.1187,306.6,0.37699,0.385,3.7512,3.673,3.6416,1182.2828,14172,156.365,51.875,181.83,23201
04.10.2019,57.732,4.0561,715.8,3436,19.5147,3.3795,37.15,378.7842,16.3378,5.3975,103.93,9.6882,361.79,15.0506,2.8565,13.135,598.6841,389.02,3.9354,0.9109,5.6989,24.7326,302.87,0.37699,0.385,3.7517,3.6729,3.6413,1182.2828,14138,156.6,51.74,181.36,23203
11.10.2019,58.0342,4.1098,710.4,3431.02,19.3206,3.3548,37.13,394.6615,16.2754,5.4175,103.79,9.6659,361.54,14.7756,2.8458,13.16,594.7631,389.43,3.8998,0.9056,5.8833,24.5826,300.88,0.37701,0.385,3.751,3.673,3.6414,1182.8718,14138,156.275,51.59,180.62,23201
18.10.2019,58.348,4.1127,711.84,3425.65,19.0997,3.3375,37.4,445.9348,16.27,5.435,103.72,9.5898,360.48,14.791,2.8351,13.175,587.618,390.19,3.8298,0.895,5.7896,25.0462,296.32,0.37701,0.385,3.751,3.673,3.6413,1182.8718,14146,156.115,51.315,181.9,23204
25.10.2019,59.9907,4.0031,727.95,3395.73,19.0627,3.3368,37.45,461.6116,16.2291,5.465,103.75,9.6501,361.66,14.6269,2.847,13.215,590.9539,388.64,3.861,0.9025,5.7738,25.0763,296.74,0.37699,0.385,3.7508,3.673,3.6414,1182.8718,14038,155.885,51.14,181.23,23202
01.11.2019,59.7288,3.9914,740.5,3325.7,19.124,3.343,37.43,496.6202,16.1769,5.465,103.29,9.6072,360.61,15.0374,2.8291,13.305,588.2095,389.67,3.8089,0.8956,5.7127,24.7959,293.77,0.377,0.385,3.7503,3.6729,3.6416,1182.8718,14039,155.94,50.765,181.06,23200
08.11.2019,59.5032,4.1676,747.65,3339.41,19.101,3.3591,37.45,462.4878,16.145,5.4775,102.59,9.6804,361.15,14.8533,2.8496,13.7,593.9993,388.6,3.8708,0.9076,5.7662,24.5035,302.77,0.37699,0.385,3.7502,3.6729,3.6414,1182.8718,14014,155.685,50.49,180.73,23199
15.11.2019,59.6738,4.1892,777.34,3426.23,19.179,3.364,37.655,462.1304,16.145,5.525,101.9,9.6535,360.72,14.7114,2.8481,13.9,593.9725,388.03,3.8689,0.9049,5.7477,24.1441,302.85,0.377,0.385,3.7503,3.6728,3.6416,1182.8718,14077,155.375,50.645,180.2,23203
22.11.2019,59.7732,4.196,798.99,3425,19.3761,3.3888,37.77,466.9783,16.1442,5.5487,101.6,9.6519,360.7,14.716,2.8436,14.325,593.3128,385.74,3.8979,0.9074,5.713,24.1045,303.67,0.37705,0.38498,3.7502,3.6728,3.6414,1182.8718,14093,155.2818,50.8,179.99,23197
29.11.2019,59.905,4.2372,810.47,3516.93,19.5302,3.4054,37.875,487.8996,16.1212,5.63,102.72,9.6632,360.73,14.6706,2.8542,14.625,595.0804,386.43,3.9164,0.9076,5.7504,23.9975,303.66,0.37652,0.38498,3.7501,3.6727,3.6418,1182.8718,14108,155.45,50.81,180.89,23197
06.12.2019,59.95,4.1394,778.23,3425.13,19.3063,3.3775,37.7,480.5224,16.1212,5.67,101.7,9.6487,362.62,14.6224,2.8535,15.15,591.6615,385.86,3.8661,0.9039,5.7758,23.7803,299.35,0.37703,0.38502,3.7498,3.6729,3.6418,1182.8718,14038,154.895,50.755,181.2,23177
13.12.2019,59.8183,4.1076,763.72,3375.85,19.0407,3.3665,37.8,463.3738,16.1207,5.7025,101.55,9.6111,361.99,14.531,2.8491,14.4951,588.4441,384.45,3.8379,0.8991,5.8061,23.4483,296.25,0.37707,0.38499,3.7497,3.673,3.6414,1182.8718,13990,154.97,50.635,180.95,23171
20.12.2019,59.8164,4.0978,753.15,3331.7,18.9323,3.3155,37.6,466.2253,16.1207,5.6975,100.82,9.639,362.46,14.2536,2.8361,13.625,592.5995,383.1,3.8417,0.9027,5.938,23.305,297.97,0.37705,0.38499,3.7505,3.6731,3.6417,1182.8718,13989,155,50.825,181.12,23176
27.12.2019,59.8228,4.0469,747.27,3301.25,18.8492,3.3145,37.15,482.1738,16.0385,5.6925,101.15,9.5985,361.81,14.0304,2.7991,13.875,587.8412,380.82,3.8129,0.8947,5.9494,23.8075,295.34,0.377,0.38499,3.7515,3.673,3.6417,1182.8718,13952,154.925,50.65,181.45,23173
03.01.2020,59.8157,4.0588,756.19,3263.95,18.9096,3.316,37.35,482.1638,16.0656,5.6925,101.03,9.6033,362.85,14.3019,2.7936,14.225,587.2334,382.64,3.8021,0.896,5.9716,23.7058,295.37,0.37705,0.38498,3.7528,3.6729,3.6417,1182.8718,13930,154.895,51.077,181.23,23173
10.01.2020,59.813,4.0981,772.09,3271.95,18.7952,3.3319,37.25,480.4785,16.0656,5.6625,101.35,9.5892,362.36,14.3661,2.8091,14.075,590.7843,377.84,3.8092,0.8993,5.8808,23.9419,300.43,0.37705,0.385,3.7521,3.673,3.6417,1182.8718,13772,154.885,50.735,181.35,23175
17.01.2020,60.0017,4.1616,772.66,3332,18.6607,3.3215,37.39,486.2121,16.0656,5.6462,100.9,9.6104,361.42,14.4699,2.815,14.65,592.3433,376.6,3.8232,0.9016,5.8862,24.3115,303.06,0.37701,0.38502,3.752,3.6728,3.6416,1182.8718,13645,154.605,50.901,181.25,23171
24.01.2020,60.0975,4.1826,777.62,3366.05,18.7857,3.3235,37.235,493.067,15.85,5.585,100.94,9.646,362.13,14.3939,2.8293,14.475,595.2786,378.53,3.862,0.907,5.939,24.5412,304.97,0.377,0.38502,3.7522,3.673,3.6414,1182.8718,13583,154.58,50.81,181.58,23171
31.01.2020,60.347,4.2829,800.49,3420.65,18.8447,3.386,37.6,492.3763,15.8128,5.4825,100.57,9.5941,362.63,15.0282,2.8135,14.575,592.9331,379.26,3.874,0.9015,5.9829,24.9299,304.1,0.377,0.38499,3.7516,3.673,3.6414,1182.8718,13655,154.645,50.83,181.34,23223
07.02.2020,60.7789,4.3175,790.86,3414.45,18.7656,3.3886,37.76,492.8909,15.8039,5.425,100.55,9.6701,361.51,15.0636,2.8265,14.645,598.3333,378.74,3.9039,0.9136,6.0146,24.5368,309.06,0.377,0.385,3.7518,3.673,3.6414,1182.8718,13675,154.505,50.758,181.36,23232
14.02.2020,61.455,4.2915,791.38,3392.1,18.5415,3.3785,37.895,491.4189,15.7745,5.305,100.65,9.7221,363.73,14.9118,2.837,14.7,604.6959,376.72,3.9225,0.9233,6.0587,24.441,309.81,0.37699,0.385,3.7514,3.673,3.6414,1182.8718,13693,154.315,50.57,181.45,23245
21.02.2020,61.8384,4.3885,802.71,3381.61,18.8954,3.3855,38.3875,489.7657,15.6973,5.3212,101.3,9.7095,361.9,15.0052,2.8457,14.5898,604.9635,376.7,3.953,0.9219,6.0953,24.4515,310.61,0.37699,0.38502,3.7509,3.673,3.6414,1182.8718,13760,154.2125,50.95,181.61,23246
28.02.2020,62.2091,4.472,820.78,3529.05,19.6437,3.4095,39.1575,489.3005,15.5711,5.375,101.09,9.6,363.94,15.6609,2.8643,15.1625,595.4992,381.6,3.926,0.9069,6.2469,24.6173,307.1,0.37699,0.38502,3.7514,3.673,3.6414,1182.8718,14318,154.2333,50.904,181.95,23240
06.03.2020,62.477,4.6274,826.47,3586.14,20.1104,3.471,40.775,488.6439,15.6062,5.425,102.7,9.4973,362.45,15.679,2.8026,15.275,582.0989,382.88,3.8087,0.8862,6.0916,24.9303,296.78,0.37704,0.38506,3.7516,3.673,3.6415,1182.8718,14243,154.2575,50.644,181.93,23206
13.03.2020,62.8991,4.8345,838,3981.25,21.9229,3.5215,44.6225,484.794,15.6291,5.495,102.64,9.5903,368.34,16.276,2.8449,15.4275,587.9362,406.7,3.9435,0.9004,6.3331,25.5385,305.08,0.37702,0.3849,3.7533,3.673,3.6415,1182.8718,14778,159.025,51.018,184.5,23214
20.03.2020,63.7695,5.064,863.72,4092.34,24.4189,3.5735,44.5,518.3962,15.7097,5.55,106.28,9.847,367.38,17.6099,2.9437,17.125,612.1516,447.73,4.2446,0.9349,6.5508,27.5129,327.99,0.37763,0.38485,3.7573,3.673,3.6414,1182.8718,15960,158.8125,50.88,186.61,23372
27.03.2020,64.4098,5.1003,834.7,4037.79,23.3426,3.5205,43.625,536.2821,15.7417,5.725,106,9.8626,385,17.624,2.8396,17.825,591.9364,445.72,4.0718,0.898,6.4542,28.0782,319.75,0.37774,0.38515,3.754,3.673,3.6414,1182.8718,16170,166.125,51.025,186.61,23625
03.04.2020,64.9055,5.3519,865.19,4015,25.0146,3.459,44.5,545.769,15.7416,5.75,105.55,10.3006,388.4,19.0403,2.9182,18.775,606.5975,444.3,4.2399,0.9262,6.7309,27.465,339.36,0.37875,0.3851,3.7596,3.673,3.6416,1182.8718,16430,170.625,50.728,190.5,23547
10.04.2020,65.158,5.1082,839.5,3895.2,23.3105,3.3668,43.125,563.6843,15.7416,5.7925,105.73,10.2188,387.13,17.9619,2.8944,18.275,599.4798,430.4,4.1609,0.9144,6.7044,27.1225,323.57,0.37888,0.3851,3.7632,3.673,3.6412,1182.8718,15880,166.75,50.603,190.68,23436
17.04.2020,65.858,5.2349,854.22,3940.98,23.6963,3.4078,43.28,563.724,15.7423,5.7413,106.1,10.1985,388.96,18.8086,2.8927,18.575,604.3737,426.56,4.1558,0.9195,6.9294,27.0725,324.79,0.37781,0.385,3.7622,3.673,3.6412,1182.8718,15465,166.75,50.908,192,23381
24.04.2020,66.425,5.5822,858.8,4043.2,24.9772,3.3973,43.6875,562.4176,15.7418,5.765,107.02,9.963,387.07,19.0444,2.9088,18.625,607.3757,431.46,4.1878,0.9239,6.9727,27.1174,329.29,0.37781,0.38515,3.7579,3.673,3.6415,1182.8718,15400,160.5375,50.835,192.52,23502
01.05.2020,66.8325,5.4866,835.58,3942.86,24.5777,3.3775,42.85,556.912,15.7518,5.7856,107.3,9.8409,388.09,18.81,2.9006,18.575,600.165,425.82,4.1587,0.9107,7.0122,26.9236,321.94,0.37825,0.385,3.7611,3.673,3.6414,1182.8718,14882,160.85,50.42,190.71,23427
08.05.2020,67.2765,5.7347,826.9,3893.9,23.6489,3.4078,43.825,542.0884,15.7521,5.7513,105.9,9.837,386.79,18.3474,2.9133,18.675,604.8723,421.6,4.199,0.9225,7.0875,26.8375,322.09,0.378,0.385,3.7568,3.673,3.6412,1182.8718,14920,159.775,50.438,186.6,23392
15.05.2020,67.725,5.8562,826.35,3914.45,23.9586,3.438,44.175,571.8491,15.7522,5.7875,106.15,9.8884,388.5,18.59,2.91,18.445,606.4196,421.13,4.2227,0.9242,6.9013,26.6785,327.87,0.37794,0.385,3.7565,3.673,3.6417,1182.8718,14860,160.775,50.74,187.9,23349
22.05.2020,68.1738,5.5321,805.86,3780.68,22.7324,3.4296,43.3725,572.8086,15.7526,5.775,106.9,9.897,388.91,17.6223,2.923,18.025,600.0608,415.73,4.1408,0.9172,6.8138,26.7891,320.98,0.37753,0.38495,3.7578,3.673,3.6416,1182.8718,14710,160.775,50.713,185.72,23263
29.05.2020,68.533,5.3363,806.63,3732,22.1761,3.4284,43.2625,586.0067,15.8503,5.7937,106.99,9.7886,387.5,17.5465,2.866,18.325,590.3508,411.84,4.0073,0.9006,6.824,26.858,312.19,0.37742,0.38495,3.7575,3.673,3.6414,1182.8718,14610,160.775,50.605,186.04,23282
05.06.2020,68.9835,4.9619,769.1,3575.13,21.5797,3.4305,42.5375,587.0189,15.8803,5.7925,106.25,9.6783,387.75,16.879,2.8468,18.275,580.5862,399.3,3.9297,0.8856,6.77,26.5606,304.66,0.37727,0.38495,3.7557,3.6729,3.6414,1182.8718,13878,160.775,49.815,185.45,23260
12.06.2020,69.3763,5.0497,793.75,3779.15,22.263,3.466,42.6,598.4634,16.2,5.7762,106.65,9.6736,387.38,17.0784,2.8432,18.225,581.8903,404,3.9488,0.8884,6.814,26.7514,307.99,0.37713,0.385,3.7548,3.673,3.6416,1182.8718,14133,160.775,50.185,185.31,23203
19.06.2020,69.795,5.3114,815.57,3740.7,22.633,3.502,42.6875,601.0417,16.1684,5.7775,106.65,9.687,388.31,17.3316,2.8586,18.225,585.8152,403.07,3.9978,0.8947,6.8525,26.7221,309.41,0.37713,0.38505,3.7535,3.673,3.6414,1182.8718,14100,166.7,50.065,186.49,23209
26.06.2020,70.2155,5.4859,818.05,3750.17,23.052,3.529,42.05,578.931,16.1721,5.7856,106.65,9.714,387.56,17.2956,2.844,18.175,584.6139,402.18,3.9854,0.8914,6.86,26.6964,316.69,0.3771,0.385,3.7519,3.673,3.6413,1182.8718,14220,167.725,49.933,186.2,23204
03.07.2020,70.6353,5.3157,802.33,3651.68,22.3871,3.5408,42.7,584.0496,16.1614,5.78,106.65,9.6862,388,17.0413,2.859,17.955,583.7047,406.9,3.9686,0.8892,6.8623,27.188,313.71,0.37708,0.38498,3.7513,3.6729,3.6414,1182.8718,14523,166.925,49.566,185.89,23201
10.07.2020,70.935,5.3254,796.74,3621.61,22.4445,3.5044,43.6525,572.3271,16.1417,5.77,107.05,9.6405,388.03,16.7873,2.8419,18.125,581.0715,413.29,3.9528,0.885,6.8659,27.069,312.42,0.37707,0.38499,3.751,3.673,3.6413,1182.8718,14435,166.1762,49.483,185.79,23172
17.07.2020,71.4748,5.3862,785.25,3650.9,22.5485,3.518,43.71,569.8864,16.0077,5.75,106.97,9.5782,388.13,16.6947,2.8196,18.265,574.8475,413.73,3.9173,0.8749,6.8638,27.4305,309.06,0.37706,0.38498,3.7508,3.673,3.6412,1182.8718,14703,167.2905,49.443,185.8,23181
24.07.2020,71.895,5.2324,776,3693.28,22.2828,3.5341,42.3125,561.1138,15.9701,5.7825,106.97,9.403,388.2,16.6574,2.7722,18.125,564.6965,414.16,3.7795,0.8579,6.8464,27.8325,296.88,0.37705,0.38495,3.7508,3.673,3.6415,1182.8718,14610,167.2553,49.334,185.78,23171
31.07.2020,72.315,5.221,757.77,3732.83,22.2765,3.5339,42.3475,580.0382,15.9797,5.76,106.97,9.3371,389.13,17.0718,2.7357,18.265,557.428,421.58,3.7485,0.849,6.9725,27.7049,292.08,0.37702,0.38499,3.7506,3.6729,3.6417,1182.8718,14600,166.425,49.153,185.6,23167
07.08.2020,72.7653,5.4384,787.68,3772.64,22.3747,3.5534,42.65,586.1335,15.9881,5.7675,106.97,9.2753,386.23,17.6383,2.7322,18.4175,554.7341,419.5,3.7417,0.8485,7.2796,27.6037,293.6,0.377,0.385,3.7508,3.6729,3.6417,1182.8718,14625,167.8794,49.044,185.27,23167
14.08.2020,73.155,5.4231,798.03,3792.27,21.9801,3.5719,42.505,575.6138,15.9643,5.7525,106.97,9.2226,386.5,17.3876,2.7468,18.575,555.2164,419.45,3.713,0.8444,7.3702,27.335,292.65,0.37699,0.38498,3.7504,3.673,3.6415,1182.8718,14795,167.7659,48.755,183.61,23176
21.08.2020,73.5735,5.6202,793.8,3837.7,21.9749,3.5842,42.825,589.2388,15.9399,5.765,108,9.2458,386.9,17.1557,2.7372,19.075,555.282,419.49,3.7426,0.8477,7.3163,27.4487,297.5,0.37697,0.385,3.7502,3.673,3.6416,1182.8718,14773,168.1443,48.684,184.58,23171
28.08.2020,73.9933,5.3891,778.6,3745.28,21.7618,3.5338,42.5,596.479,15.935,5.78,108.04,9.1605,385.76,16.5956,2.7318,19.4465,552.8367,420.02,3.6847,0.84,7.3302,27.4043,297.84,0.37699,0.385,3.7506,3.6729,3.6417,1182.8718,14632,167.2657,48.507,186.34,23166
04.09.2020,74.435,5.3016,773.24,3715.38,21.5544,3.5293,42.44,621.4524,15.865,5.7775,108.04,9.1849,383,16.6016,2.7439,19.625,554.6184,420.69,3.765,0.8447,7.4383,27.641,304.46,0.377,0.38502,3.7505,3.673,3.6416,1182.8718,14750,165.6842,48.615,185.06,23169
11.09.2020,74.9057,5.3196,768.84,3708.25,21.276,3.575,42.4625,618.691,15.8383,5.78,108.04,9.1741,381.25,16.7357,2.7375,19.8,554.3667,426.8,3.7555,0.8442,7.4761,27.9499,301.62,0.37701,0.38498,3.7506,3.673,3.6417,1182.8718,14890,165.8,48.548,184.56,23167
18.09.2020,75.375,5.3885,763.29,3736.96,21.1323,3.5238,42.4325,618.7355,15.7658,5.78,108.04,9.2348,384.25,16.3274,2.7387,19.925,553.6351,421.64,3.7674,0.8446,7.5625,28.1409,304.48,0.37705,0.385,3.7509,3.673,3.6414,1182.8718,14735,165.7,48.388,185.48,23169
25.09.2020,75.8445,5.5626,787.05,3887.15,22.3363,3.587,42.535,625.656,15.7411,5.7937,108.04,9.2916,381.75,17.1313,2.7743,19.9775,563.261,427.04,3.9084,0.8598,7.6639,28.288,312.49,0.37705,0.38499,3.7509,3.673,3.6417,1182.8718,14873,165.7458,48.47,185.29,23185
02.10.2020,76.9482,5.6861,789.26,3870.82,21.6163,3.6185,42.55,629.9794,15.7411,5.7987,108.04,9.2649,381.84,16.5283,2.7709,20.075,559.4297,432.95,3.8438,0.8535,7.7748,28.364,305.96,0.37711,0.38498,3.7508,3.6729,3.6414,1182.8718,14865,164.4541,48.477,184.67,23181
09.10.2020,77.1425,5.5327,797.22,3826.52,21.1387,3.5802,42.5775,645.4033,15.755,5.7975,108.55,9.1911,382.38,16.4675,2.7499,20.1,556.2529,426.96,3.7789,0.8456,7.8745,28.2576,301.45,0.37712,0.38498,3.7508,3.6729,3.6415,1182.8718,14700,163.8191,48.314,184.27,23175
