COUNTRY;INDICATOR;FREQUENCY;SCALE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Pakistan;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-3.212;-2.455;-2.637;-0.118;-1.291;-2.287;-2.786;-4.234;-5.938;-4.531;-5.415;-6.234;-7.743;-7.481;-4.369;-4.739;-3.923;-5.171;-5.673;-7.789;-7.032;-6.041;-7.838;-7.756;-6.805
Maldives;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;112345.294;111548.498;116421.103;130792.365;136566.259;119478.474;145102.791;152430.427;163593.154;147767.596;155262.405;165790.092;166907.703;175583.049;186156.15;190354.976;199516.992;210066.42;224507.026;236916.1;156326.123;211412.541;236670.545;244140.335;247997.53
Palau;Gross debt - General government - Domestic currency;Annual;Billions;0.055;0.055;0.055;0.054;0.057;0.057;0.055;0.066;0.064;0.067;0.063;0.06;0.066;0.062;0.068;0.061;0.072;0.078;0.085;0.086;0.135;0.165;0.171;0.211;0.213
Nepal;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-1.481;-2.354;-2.464;-0.338;-0.144;0.245;0.235;-0.671;-0.291;-2.237;-0.672;-0.717;-1.179;1.573;1.357;0.46;1.198;-2.689;-5.833;-4.27;-7.468;-3.979;-3.123;-5.814;-2.763
Maldives;Gross national savings - Percent of GDP;Annual;Units;20.31;19.078;22.434;23.756;16.76;3.264;7.56;12.519;-0.132;17.084;19.409;11.911;20.086;22.428;24.206;24.454;16.292;22.125;21.133;17.091;0.44;16.532;16.733;11.561;20.682
Pakistan;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;32.562;34.524;35.868;37.225;39.977;41.916;44.593;48.888;53.02;61.002;66.958;77.551;85.103;91.835;98.989;103.791;107.266;111.401;115.742;125.439;137.453;152.631;171.607;215.813;264.619
Maldives;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;9.433;9.822;10.601;13.467;15.703;14.891;20.163;23.915;29.077;30.02;33.129;40.511;44.345;50.633;56.867;63.455;67.774;74.11;83.177;88.079;57.105;80.744;95.045;101.876;108.672
Maldives;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;2967.253;2780.451;2952.215;3690.798;4238.046;3960.437;5268.793;6128.48;7337.951;7450.805;8086.697;8078.305;8719.582;9766.235;10787.471;11838.621;12435.588;13373.779;14762.266;15374.179;9803.066;13632.494;15782.056;16637.107;17454.01
Pakistan;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;99.421;96.784;98.169;112.507;132.206;145.209;161.871;184.141;202.204;187.074;196.712;230.577;250.094;258.674;271.422;299.93;313.623;339.229;356.163;321.071;300.41;348.481;374.85;336.555;371.408
Pakistan;Net debt - General government - Percent of GDP;Annual;Units;;62.828;57.833;52.994;47.601;44.22;41.757;39.666;45.709;50.991;53.084;53.319;54.755;55.894;53.887;54.481;56.402;57.154;61.399;71.435;74.151;67.232;69.996;72.409;64.546
Maldives;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;4.737;1.45;6.098;14.153;6.031;-11.223;23.606;7.123;8.98;-8.158;6.835;8.573;2.364;6.963;7.801;3.972;6.572;7.055;8.668;7.298;-32.909;37.508;13.826;4.887;3.285
Pakistan;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;3.596;4.398;3.54;3.102;4.569;9.275;7.918;7.777;11.996;19.561;10.108;13.658;11.004;7.361;8.621;4.526;2.864;4.775;4.7;6.802;10.739;8.896;12.153;29.181;23.411
Maldives;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-0.367;-0.39;-0.421;-0.464;-0.354;-1.163;-0.912;-0.755;-2.886;-5.383;-4.499;-3.294;-3.062;-1.766;-1.375;-4.135;-6.728;-2.239;-4.299;-5.763;-13.532;-11.453;-10.605;-13.415;-15.108
Nepal;Revenue - General government - Domestic currency;Annual;Billions;46.242;53.129;55.176;65.238;71.358;82.653;85.089;103.22;121.877;166.196;214.726;243.686;274.126;332.725;400.529;439.408;525.791;644.53;766.036;882.498;817.503;1012.791;1141.337;1034.033;1106.163
Nepal;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-0.781;-1.707;-1.596;0.677;0.654;0.952;0.828;-0.055;0.313;-1.61;0.029;0.024;-0.416;2.241;1.859;0.805;1.493;-2.401;-5.401;-3.748;-6.732;-3.219;-2.252;-4.491;-1.363
Pakistan;Gross debt - General government - Percent of GDP;Annual;Units;61.673;65.148;60.531;56.326;50.609;47.878;46.189;44.209;49.475;54.569;56.716;56.151;58.364;59.231;58.783;59.063;62.065;62.142;66.321;78.712;80.805;74.749;77.318;78.508;70.387
Maldives;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;9798.111;9947.67;10543.542;12078.906;12951.261;11686.052;14630.012;15785.205;17267.538;15693.318;16689.693;18189.049;18652.615;19956.089;21526.295;22216.111;23506.663;25192.811;28335.785;30275.11;17833.05;25585.822;30679.808;32819.115;34165.248
Maldives;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;34924.571;35589.774;37788.348;47242.216;54246.989;50693.59;67440.545;78444.539;93925.773;95370.305;103509.727;124486.678;134019.979;150497.679;166234.929;182433.145;191632.419;206089.936;227486.515;236916.101;151065.241;210076.725;243201.482;256377.824;268966.296
Nepal;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;1018.833;1076.179;1077.472;1119.979;1172.424;1213.213;1254.033;1296.816;1375.981;1438.356;1507.633;1559.222;1632.04;1689.572;1791.141;1862.357;1870.424;2038.337;2193.706;2339.743;2284.3;2394.818;2529.677;2579.829;2674.39
Palau;Expenditure - General government - Percent of GDP;Annual;Units;56.586;49.552;48.557;48.233;48.541;40.297;45.532;49.063;44.329;42.327;47.781;43.412;43.234;40.125;39.842;35.477;37.596;34.889;37.785;42.715;58.216;65.029;60.745;49.658;52.268
Nepal;Revenue - General government - Percent of GDP;Annual;Units;9.951;10.549;10.528;11.619;11.655;12.294;11.405;12.433;13.1;14.743;15.782;15.629;15.59;17.069;17.941;18.13;20.159;20.946;22.166;22.869;21.023;23.269;22.934;19.267;19.375
Pakistan;Unemployment rate;Annual;Units;7.82;7.82;8.27;8.27;7.69;7.69;6.2;5.2;5.2;5.46;5.55;5.95;5.95;5.975;6;5.9;5.88;5.832;5.8;6.9;6.562;6.3;6.2;8.5;8.25
Maldives;Gross capital formation - Percent of GDP;Annual;Units;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;26.731;27.861;31.905;39.766;42.82;48.97;43.161;35.512;25.186;32.99;32.732;38.503
Pakistan;Revenue - General government - Domestic currency;Annual;Billions;545.993;593.506;707.21;838.22;824.653;919.392;1131.854;1327.223;1530.002;1877.913;2129.626;2306.357;2611.03;3011.382;3836.516;3984.015;4512.376;4961.991;5264.969;4933.723;6306.154;6933.23;8076.449;9648.35;13320.99
Pakistan;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;4097.301;4144.836;4151.621;4261.317;4479.052;4720.947;4868.407;4994.277;5090.796;5021.091;5010.924;5046.829;5082.184;5150.763;5204.943;5272.503;5354.515;5465.325;5671.866;5734.011;5568.268;5774.486;6012.231;5884.114;5916.756
Pakistan;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-0.216;0.335;2.886;3.618;1.385;-1.015;-3.026;-3.678;-6.819;-4.95;-2.006;0.093;-1.863;-0.965;-1.153;-0.939;-1.582;-3.617;-5.389;-4.184;-1.481;-0.809;-4.663;-0.973;-0.558
Maldives;Revenue - General government - Percent of GDP;Annual;Units;25.153;25.683;25.609;22.929;21.809;30.978;30.522;31.654;25.644;19.057;19.613;23.13;22.862;23.504;26.666;27.273;27.412;27.336;26.718;26.376;26.656;26.446;30.827;33.504;32.179
Pakistan;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-165.336;-138.839;-159.011;-7.758;-98.293;-197.147;-269.964;-472.78;-750.97;-666.287;-893.897;-1230.003;-1730.189;-1873.411;-1221.229;-1441.812;-1283.889;-1838.531;-2223.353;-3411.515;-3342.846;-3373.17;-5224.833;-6488.234;-7155.13
Maldives;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;30.345;30.785;32.662;37.284;39.533;35.096;43.381;46.471;50.644;46.513;49.692;53.952;55.228;59.073;63.682;66.211;70.562;75.54;82.088;88.079;59.093;81.258;92.493;97.013;100.2
Nepal;Current account balance (credit less debit) - Percent of GDP;Annual;Units;5.593;6.705;3.403;2.125;2.368;1.751;1.865;-0.117;2.403;3.655;-2.071;-0.834;4.188;2.864;3.998;4.381;5.459;-0.323;-7.098;-6.929;-1.013;-7.701;-12.564;-0.879;3.874
Maldives;Gross debt - General government - Domestic currency;Annual;Billions;3.681;4.11;4.694;5.064;5.445;6.432;7.416;8.567;11.328;14.526;17.475;21.01;25.332;28.329;31.314;34.802;41.938;47.247;58.767;67.999;88.892;99.652;106.092;124.69;144.881
Pakistan;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;733.461;696.936;689.971;771.761;885.149;948.828;1032.277;1146.082;1228.232;1108.978;1137.985;1301.736;1377.776;1390.648;1423.889;1535.348;1566.625;1653.406;1698.034;1500.683;1376.512;1565.575;1651.323;1454.117;1574.095
Maldives;Revenue - General government - Domestic currency;Annual;Billions;2.373;2.523;2.715;3.088;3.425;4.613;6.154;7.57;7.457;5.721;6.498;9.37;10.138;11.901;15.164;17.306;18.578;20.259;22.223;23.232;15.222;21.354;29.299;34.133;34.969
Pakistan;All Items - Consumer price index (CPI) - Period average;Annual;Units;28.951;30.224;31.294;32.265;33.739;36.868;39.788;42.882;48.026;57.42;63.224;71.859;79.767;85.638;93.021;97.231;100.016;104.792;109.717;117.18;129.764;141.308;158.481;204.728;252.656
Palau;Revenue - General government - Domestic currency;Annual;Billions;0.065;0.052;0.058;0.07;0.073;0.077;0.087;0.092;0.085;0.074;0.086;0.087;0.095;0.092;0.107;0.115;0.125;0.115;0.127;0.119;0.117;0.13;0.14;0.139;0.173
Palau;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;0.15;0.159;0.163;0.155;0.166;0.186;0.191;0.196;0.199;0.184;0.184;0.195;0.215;0.226;0.245;0.283;0.303;0.29;0.288;0.282;0.259;0.236;0.247;0.276;0.322
Nepal;Gross capital formation - Percent of GDP;Annual;Units;24.234;24.256;22.508;23.615;26.453;28.04;28.58;30.272;31.898;32.962;38.953;27.81;28.603;29.677;30.986;31.277;28.241;37.325;39.548;41.379;30.44;35.164;37.644;31.149;30.399
Maldives;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;-1.178;0.673;0.927;-2.803;6.339;2.46;3.5;6.795;12.041;4.53;6.15;11.273;10.891;3.997;2.448;1.371;0.801;2.272;1.367;1.326;-1.594;0.213;2.601;2.605;1.445
Pakistan;Gross national savings - Percent of GDP;Annual;Units;16.094;16.332;17.848;18.932;17.036;15.251;15.256;13.858;11.178;12.628;13.956;14.724;13.306;14.017;13.754;14.872;14.354;12.716;11.679;11.316;13.335;13.725;10.897;12.995;12.579
Nepal;All Items - Consumer price index (CPI) - Period average;Annual;Units;21.67;22.198;22.84;23.924;24.872;26.001;28.071;29.812;31.803;35.818;39.244;42.998;46.569;51.167;55.792;60.163;66.133;69.107;71.961;75.288;79.917;82.776;88.05;94.856;100
Pakistan;Net debt - General government - Domestic currency;Annual;Billions;;3553.432;3487.424;3487.843;3623.228;3811.401;4045.87;4428.794;5780.904;7498.524;8762.647;10520.467;12234.801;13997.047;15062.858;16576.197;18457.431;20319.989;24062.126;31287.321;35251.785;37539.654;46657.787;60570.721;67865.789
Pakistan;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;5147.095;5655.818;6030.117;6581.623;7611.678;8619.232;9689.071;11165.234;12647.137;14705.698;16507.053;19731.03;22344.639;25042.169;27952.815;30425.88;32725.049;35552.819;39189.81;43798.401;47540.409;55836.225;66657.868;83650.83;105142.731
Nepal;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;6.116;5.629;0.12;3.945;4.683;3.479;3.365;3.412;6.105;4.533;4.816;3.422;4.67;3.525;6.011;3.976;0.433;8.977;7.622;6.657;-2.37;4.838;5.631;1.983;3.665
Nepal;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-6.881;-11.854;-12.914;-1.899;-0.881;1.647;1.756;-5.574;-2.707;-25.222;-9.142;-11.176;-20.725;30.671;30.303;11.157;31.242;-82.746;-201.598;-164.769;-290.42;-173.204;-155.422;-312.056;-157.749
Sub-Saharan Africa (SSA);Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;3.889;4.737;6.77;5.012;7.165;6.328;6.008;6.621;5.652;4.064;7.47;5.073;5.033;4.864;5.047;3.171;1.242;2.769;3.17;3.073;-3.068;3.819;4.421;3.732;4.143
Djibouti;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;193399.321;196679.696;199254.91;206239.304;215548.697;225922.022;241609.416;262746.191;300780.267;306096.218;326511.079;362295.008;389259.284;411345.687;439135.336;471407.303;498274.435;520038.891;539963.952;563864.025;565564.674;601649.443;623155.472;676079.659;731168.804
Thailand;Exports of goods and services - Volume - Free on board (FOB) - Percent change;Annual;Units;17.488;-4.211;5.887;9.134;14.631;7.76;10.788;8.894;6.264;-12.14;14.22;9.509;3.662;2.514;0.345;1.25;2.696;5.181;3.351;-2.954;-19.681;11.089;6.159;2.357;7.838
Vietnam;Gross debt - General government - Domestic currency;Annual;Billions;138816.71;155345.736;188511.867;232387.381;290556.451;332713.257;407714.014;509893.132;637028.122;830872.385;1021579.175;1280904.326;1561465.077;1852670.412;2154635.906;2394063.015;2700133.149;2934289.125;3069821.183;3159438.355;3323866.688;3330246.236;3360113.307;3535382.578;3599500.041
Vietnam;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;7063012.525;7594347.321;8343336.806;9463992.835;11913182.17;13843379.27;15929228.92;18532644.87;23792321.06;26375675.68;31146029.41;40289838.31;45870897.42;49840469.25;54415204.86;56603826.6;60838178.07;67191171.6;74039698.84;79880604.97;82436597.16;86161841.59;96734439.69;102885196.1;113641334.7
Sub-Saharan Africa (SSA);External debt: total debt service - amortization - US dollar;Annual;Billions;27.712;27.411;23.677;22.012;25.209;42.155;64.443;54.941;63.878;63.671;44.91;46.894;50.563;61.336;60.265;65.55;66.36;84.306;91.931;95.918;90.101;81.307;80.657;89.993;94.716
Thailand;Imports of goods and services - Volume - Cost insurance freight (CIF) - Percent change;Annual;Units;27.118;-5.496;6.221;11.096;20.305;16.19;2.943;4.2;11.399;-20.772;22.956;12.4;5.629;1.681;-5.298;0.004;-0.992;6.227;8.274;-5.167;-13.911;17.874;3.431;-2.506;6.287
Sub-Saharan Africa (SSA);External debt: total debt service - amortization - Percent of exports of goods and services;Annual;Units;26.162;26.218;21.554;15.855;14.071;18.13;24.085;17.218;16.4;21.213;11.618;9.918;10.742;13.075;13.556;19.421;21.129;23.112;22.066;23.529;27.459;18.693;15.763;18.726;18.809
Vietnam;Current account balance (credit less debit) - Percent of GDP;Annual;Units;2.147;2.228;-1.407;-3.844;-2.53;-0.765;-0.194;-7.104;-8.646;-5.122;-2.986;0.136;4.748;3.64;3.7;-0.861;0.248;-0.596;1.895;3.76;4.349;-2.202;0.341;6.372;6.64
Djibouti;Current account balance (credit less debit) - Percent of GDP;Annual;Units;19.632;43.219;51.503;47.968;30.372;30.488;4.767;-25.755;-33.329;18.67;49.499;-1.812;-23.333;-30.751;23.893;29.46;-1;-4.795;14.712;18.258;11.652;-6.605;18.95;18.072;14.081
Sub-Saharan Africa (SSA);Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;2256.352;2347.797;2467.662;2565.71;2741.475;2922.558;3104.731;3302.07;3449.744;3505.311;3703.384;3820.612;3970.004;4115.81;4277.713;4334.269;4309.458;4386.44;4476.8;4691.494;4632.85;4964.06;5416.659;5686.424;5913.974
Thailand;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.928;0.937;0.968;1.001;1.011;1.007;1.005;1.008;0.997;0.996;1.019;0.99;1.028;1.022;0.998;0.996;0.999;1.003;1.016;1.016;0.979;0.925;0.916;0.903;0.896
Djibouti;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;1.184;1.891;1.404;1.59;2.439;3.281;3.514;5.896;8.73;5.551;2.485;5.242;4.221;1.063;1.342;-0.522;2.403;0.577;0.139;3.318;1.779;1.181;5.172;1.447;2.114
Djibouti;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;2299.566;2343.081;2410.649;2494.189;2591.617;2715.052;2892.076;3077.221;3274.264;3301.367;3428.825;3695.505;3880.829;4073.123;4365.973;4649.454;4946.164;5225.282;5681.89;6036.474;6182.554;6668.109;7408.625;8140.148;8772.108
Sub-Saharan Africa (SSA);Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-0.225;-1.456;-0.826;-1.611;0.344;1.258;4.074;0.445;1.031;-3.78;-2.914;-0.984;-1.469;-2.637;-3.013;-3.67;-3.858;-4.007;-3.133;-3.709;-5.889;-4.571;-4.133;-3.84;-3.837
Sub-Saharan Africa (SSA);Financial account balance (assets less liabilities) - US dollar;Annual;Billions;10.317;1.959;-3.713;3.389;19.9;24.148;47.744;4.947;-3.204;-49.001;-3.113;-16.795;-23.628;-53.89;-77.393;-66.317;-67.387;-44.851;-37.967;-54.648;-19.864;-18.029;-52.172;-63.215;-23.647
Sub-Saharan Africa (SSA);Terms of trade of goods and services - percent change;Annual;Units;9.035;-4.288;1.944;3.379;4.068;7.781;7.724;2.672;6.623;-8.431;9.637;9.786;-0.608;-0.586;-2.413;-11.093;-0.639;7.62;4.755;-1.692;-0.301;11.581;-0.08;-5.37;3.283
Vietnam;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-1.605;-2.192;-1.855;-2.559;-0.15;-0.954;0.201;-1.739;-0.447;-4.824;-2.251;-0.901;-5.462;-5.964;-5.017;-4.983;-3.164;-1.964;-1.021;-0.397;-2.861;-1.432;0.671;-1.718;-1.536
Djibouti;Gross capital formation - Percent of GDP;Annual;Units;7.509;6.82;9.096;13.075;14.69;16.089;24.25;30.264;32.324;25.966;14.776;17.128;18.294;56.908;2.847;-3.946;21.936;21.633;2.787;2.281;-0.249;-15.678;-10.596;-3.24;1.402
Sub-Saharan Africa (SSA);Gross national savings - Percent of GDP;Annual;Units;17.773;15.765;14.917;16.503;18.22;18.821;21.242;19.916;20.197;17.971;18.676;18.191;17.841;17.264;16.457;15.343;16.544;18.015;18.446;19.198;19.008;20.359;19.657;18.497;19.212
Djibouti;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;2.368;1.424;1.384;1.793;3.073;3.483;3.544;8.168;9.249;2.166;2.798;7.62;1.063;1.063;3.431;-1.61;2.407;-0.843;1.972;3.265;0.302;2.549;3.583;3.748;-0.581
Thailand;Imports of goods - Volume - Cost insurance freight (CIF) - Percent change;Annual;Units;6.92;-3.418;3.797;13.457;20.557;18.574;1.201;3.46;12.33;-20.356;27.322;13.442;6.66;2.036;-6.772;-0.67;-2.495;7.399;7.629;-5.805;-10.442;18.056;1.011;-4.036;4.748
World;Current account balance (credit less debit) - US dollar;Annual;Billions;-150.108;-182.957;-142.663;-80.047;20.745;52.928;176.645;204.064;90.602;170.793;310.215;329.806;352.164;416.389;408.953;184.047;284.473;473.433;376.46;396.834;294.664;830.695;431.663;287.281;494.924
Sub-Saharan Africa (SSA);Current account balance (credit less debit) - US dollar;Annual;Billions;4.782;-3.262;-3.771;-2.254;7.361;29.538;32.748;14.716;3.479;-25.9;-10.815;-9.939;-28.662;-38.054;-64.932;-90.903;-52.818;-31.24;-34.708;-51.249;-44.075;-15.484;-44.243;-50.409;-27.935
Vietnam;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;4142.009;4368.491;4616.681;4909.402;5243.324;5587.267;5921.703;6284.325;6576.7;6864.144;7232.35;7705.568;8042.861;8399.651;8843.587;9359.948;9880.359;10455.926;11118.43;11711.748;11911.695;12101.363;13008.338;13551.767;14370.773
