COUNTRY;INDICATOR;FREQUENCY;SCALE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Greece;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;78.159;80.871;83.26;86.223;88.783;90.47;93.514;96.663;100.59;102.972;104.188;105.206;104.854;102.798;100.821;100.645;100.152;100.356;100.12;100.365;100;101.393;107.979;114.322;117.926
Greece;Expenditure - General government - Percent of GDP;Annual;Units;48.16;47.469;47.111;47.879;48.827;46.607;45.867;47.77;51.539;54.826;53.084;55.075;54.871;52.982;51.501;51.854;50.292;48.536;48.57;47.599;59.292;56.719;52.813;49.507;47.978
Greece;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;16167.152;16824.749;17528.095;18497.458;19448.403;19625.572;20824.063;21493.216;21457.106;20510.53;19300.02;17387.385;15991.991;15746.225;15982.537;16047.072;16152.455;16414.072;16795.124;17204.112;15630.777;17047.052;18403.338;18915.349;19369.726
Iceland;Gross debt - General government - Percent of GDP;Annual;Units;74.847;82.496;81.307;84.072;80.059;67.751;69.826;67.446;109.309;128.207;131.501;136.629;132.202;121.065;114.121;96.315;81.335;70.792;62.259;65.718;76.088;73.589;66.447;61.55;59.446
Iceland;Population - Persons for countries / Index for country groups;Annual;Millions;0.279;0.283;0.287;0.288;0.291;0.294;0.3;0.308;0.315;0.319;0.318;0.312;0.313;0.316;0.32;0.323;0.326;0.333;0.342;0.349;0.354;0.358;0.365;0.375;0.384
Greece;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.44;0.45;0.458;0.468;0.469;0.453;0.459;0.451;0.439;0.424;0.38;0.33;0.293;0.277;0.27;0.261;0.253;0.247;0.241;0.243;0.225;0.226;0.231;0.228;0.226
Ireland;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;108.496;122.089;135.998;145.577;156.259;170.306;184.916;197.07;187.283;169.52;167.255;173.121;176.622;182.909;200.595;272.284;275.933;308.366;335.136;363.752;381.728;448.445;520.718;524.729;562.794
Iceland;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;10.258;-2.251;-19.424;-20.373;2.781;53.141;79.051;77.65;-192.954;-139.537;-112.009;-115.257;-48.429;-24.581;6.155;-9.137;315.246;25.837;27.162;-48.202;-260.559;-277.462;-155.022;-99.467;-160.85
Iceland;Revenue - General government - Domestic currency;Annual;Billions;328.325;378.182;368.846;398.636;455.834;530.769;628.643;698.27;814.644;731.84;708.232;776.705;832.306;881.022;962.279;995.473;1481.776;1199.112;1274.233;1270.495;1236.256;1345.214;1657.173;1866.757;1974.435
Greece;Gross debt - General government - Percent of GDP;Annual;Units;108.854;110.535;107.871;104.259;105.493;109.859;105.334;104.637;110.907;128.482;147.846;175.076;164.278;180.51;182.824;180.001;183.675;182.623;189.553;183.691;209.927;197.806;178.441;165.159;154.792
Iceland;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;50854.207;52003.89;51699.502;52531.44;56127.279;59457.328;61506.709;65191.762;64663.17;58556.654;57568.915;59446.847;59884.434;61522.164;61933.216;63609.462;66940.585;67925.359;69080.945;68410.753;63039.211;65517.388;70003.281;71612.264;69344.777
Iceland;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;2575042.376;2861731.149;3011794.469;3075231.132;3373207.833;3678455.737;4135489.228;4571930.497;5087402.8;5115033.441;5358240.72;5724061.3;5968436.883;6284528.672;6593013.218;7228645.55;7812499.233;8052188.375;8443420.626;8765938.512;8428299.467;9298226.616;10812288.82;11645877.86;11955973.79
Ireland;All Items - Consumer price index (CPI) - Period average;Annual;Units;77.117;80.2;83.958;87.317;89.333;91.3;93.742;96.45;99.458;97.792;96.192;97.358;99.2;99.733;100.033;99.983;99.8;100.058;100.758;101.65;101.183;103.625;111.992;117.817;119.375
Ireland;Expenditure - General government - Domestic currency;Annual;Billions;33.165;39.28;44.716;47.552;51.287;56.238;62.063;70.236;77.83;79.461;108.628;81.114;74.666;72.875;73.322;76.43;75.924;77.952;82.935;86.82;101.931;105.785;107.323;115.984;125.547
Ireland;Gross capital formation - Percent of GDP;Annual;Units;24.508;24.256;24.082;25.744;27.218;30.31;31.893;29.248;24.667;20.304;17.291;17.104;19.888;18.365;21.936;26.083;35.63;34.035;28.174;53.702;42.591;23.032;22.884;26.658;18.248
Ireland;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;9.405;5.306;5.9;3.013;6.788;5.74;4.988;5.31;-4.484;-5.096;1.683;1.609;-0.405;2.193;9.386;24.624;1.223;10.109;7.688;4.973;7.154;16.258;7.511;-2.536;2.599
Iceland;Gross capital formation - Percent of GDP;Annual;Units;24.62;22.657;19.509;21.125;24.596;29.131;35.971;29.651;25.887;14.78;13.834;15.314;15.89;15.011;17.073;19.193;20.816;21.575;22.195;20.203;21.046;22.82;24.251;25.151;26.112
Greece;Expenditure - General government - Domestic currency;Annual;Billions;65.575;69.988;74.86;83.355;92.237;90.778;98.292;109.528;123.041;128.469;118.69;112.064;102.005;94.368;90.678;90.933;87.734;86.092;87.725;88.145;99.338;104.688;109.775;111.488;113.983
Greece;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;3.669;3.525;3.498;3.098;3.129;3.504;3.199;3.855;2.193;2.549;5.158;2.177;0.318;-1.816;-2.535;0.392;0.29;0.967;0.632;1.05;-2.39;4.359;7.571;3.688;2.949
Ireland;Population - Persons for countries / Index for country groups;Annual;Millions;3.828;3.888;3.956;4.021;4.1;4.2;4.321;4.445;4.516;4.547;4.568;4.585;4.605;4.631;4.667;4.714;4.781;4.848;4.92;4.995;5.053;5.122;5.24;5.329;5.42
Ireland;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;44718.488;46361.698;48256.904;48906.075;51225.295;52874.439;53958.49;55238.534;51932.548;48948.093;49543.666;50157.811;49735.385;50543.893;54851.351;67682.448;67553.287;73351.197;77829.062;80470.311;85244.072;97772.845;102738.568;98468.909;99329.707
Greece;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;20518.416;21833.789;23100.023;24858.798;26839.562;27933.371;30553.239;32389.394;32957.884;31698.251;30189.969;27759.303;26006.908;26043.07;26894.315;27253.512;27693.158;28645.684;29769.073;31918.392;29478.097;33233.409;38429.257;40959.877;42985.074
Iceland;Current account balance (credit less debit) - US dollar;Annual;Billions;-0.912;-0.343;0.12;-0.55;-1.379;-2.665;-4.001;-3.016;-3.795;-1.159;-0.814;-0.693;-0.436;1.106;0.903;1.115;1.881;1.227;1.184;1.843;0.411;-0.677;-0.499;-0.326;-0.868
Iceland;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;5.12;6.396;5.177;2.062;3.152;4;6.674;5.066;12.68;12.006;5.394;3.99;5.195;3.885;2.035;1.631;1.693;1.768;2.677;3.006;2.848;4.458;8.307;8.74;5.859
Iceland;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.018;0.018;0.017;0.017;0.018;0.018;0.018;0.019;0.019;0.017;0.016;0.016;0.015;0.015;0.015;0.015;0.016;0.016;0.015;0.016;0.015;0.015;0.016;0.016;0.015
Greece;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-5.739;-8.319;-9.847;-14.009;-17.101;-12.329;-12.954;-15.607;-24.625;-36.141;-25.544;-21.364;-12.896;-7.23;-7.558;-5.315;0.489;1.871;1.406;-0.159;-17.319;-13.994;-5.104;-3.042;3.181
Ireland;Revenue - General government - Percent of GDP;Annual;Units;35.423;33.132;32.36;33.011;34.12;34.592;36.338;35.908;34.527;33.001;32.802;33.383;33.859;33.566;33.035;26.097;26.754;24.982;24.837;24.274;21.835;22.222;22.278;23.628;26.393
Ireland;Employed persons - Persons for countries / Index for country groups;Annual;Millions;1.773;1.823;1.85;1.886;1.947;2.038;2.129;2.22;2.198;2.015;1.924;1.887;1.88;1.937;1.988;2.056;2.132;2.199;2.265;2.336;2.278;2.427;2.595;2.685;2.757
Greece;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;11826.517;12186.368;13789.85;18036.4;21468.468;22101.329;24452.035;28476.246;31740.794;29426.018;26679.741;25457.905;21557.251;21498.365;21412.642;17921.051;17901.38;18602.048;19867.086;19332.053;17839.122;20456.642;20942.384;23388.611;24716.307
Greece;Imports of goods - Volume - Cost insurance freight (CIF) - Percent change;Annual;Units;14.595;0.334;-0.371;10.302;5.243;-0.699;10.615;13.977;0.784;-20.794;-8.94;-9.448;-4.365;-1.825;6.974;4.348;5.684;5.504;7.135;1.752;-3.913;16.46;13.157;-0.29;5.065
Iceland;Revenue - General government - Percent of GDP;Annual;Units;45.692;46.637;42.735;44.936;46.506;49.149;50.689;49.64;50.761;44.8;41.613;43.513;44.527;44.39;45.651;42.632;58.174;44.786;44.103;41.473;41.43;40.378;42.001;42.72;43.036
Iceland;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;1897.303;1970.177;1980.861;2026.053;2180.49;2333.763;2466.126;2681.699;2727.277;2500.328;2444.775;2478.514;2507.495;2597.687;2647.403;2747.172;2917.994;3019.688;3160.429;3196.4;2983.973;3138.559;3415.402;3592.53;3557.659
Ireland;Gross national savings - Percent of GDP;Annual;Units;25.122;24.435;24.329;26.236;27.12;26.769;26.54;22.738;18.412;15.637;16.003;15.421;16.529;20.764;24;32.222;34.386;35.178;32.462;32.982;35.512;35.218;31.65;33.693;34.412
Greece;Exports of goods and services - Volume - Free on board (FOB) - Percent change;Annual;Units;23.181;1.127;-7.331;-0.342;16.408;2.044;5.108;8.929;4.7;-17.565;4.454;0.277;1.479;12.966;7.955;5.27;0.13;7.884;8.756;4.435;-21.317;22.962;7.965;2.543;0.691
Ireland;Expenditure - General government - Percent of GDP;Annual;Units;30.568;32.173;32.88;32.665;32.822;33.022;33.563;35.64;41.557;46.874;64.947;46.854;42.274;39.842;36.552;28.07;27.515;25.279;24.747;23.868;26.703;23.589;20.61;22.104;22.308
Ireland;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;108.496;122.089;135.998;145.577;156.259;170.306;184.916;197.07;187.283;169.52;167.255;173.121;176.622;182.909;200.595;272.284;275.933;308.366;335.136;363.752;381.728;448.445;520.718;524.729;562.794
Ireland;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;6.464;2.032;0.607;1.438;2.26;2.429;3.513;0.889;-6.335;-12.43;-29.952;-11.044;-5.195;-2.801;-0.256;0.324;1.42;1.572;1.624;1.645;-3.877;-0.64;2.264;1.963;4.457
Iceland;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;9.14;8.323;9.416;11.565;13.964;17.146;17.672;21.96;18.248;13.213;13.923;15.394;14.944;16.244;18.052;17.7;21.084;25.06;26.678;24.986;22.035;26.235;29.166;31.678;33.255
Ireland;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;7.013;2.481;0.825;2.093;3.532;4.137;6.496;1.752;-11.865;-21.072;-50.096;-19.12;-9.175;-5.123;-0.513;0.883;3.918;4.848;5.441;5.983;-14.8;-2.871;11.79;10.3;25.082
Finland;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;29026.442;30405.926;31316.13;32505.528;34627.15;36586.713;39089.36;42110.285;43065.966;39638.998;41197.438;42861.116;42787.214;42887.378;43229.816;43670.461;45091.092;47277.069;49270.069;52311.043;53337.577;57425.707;61818.01;63323.769;64695.911
Greece;Current account balance (credit less debit) - US dollar;Annual;Billions;-7.836;-9.388;-9.659;-12.738;-13.325;-18.22;-29.71;-44.399;-51.535;-35.972;-29.861;-28.716;-6.202;-6.171;-5.872;-2.894;-4.583;-5.143;-7.589;-4.584;-13.84;-15.258;-23.39;-16.322;-17.969
Greece;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;13.047;1.889;-6.983;1;9.184;8.335;12.78;12.563;1.012;-12.2;8.412;5.817;8.552;1.056;2.532;8.096;5.31;5.803;9.734;2.028;4.223;14.415;4.143;0.109;-1.693
Ireland;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;171.194;180.277;190.913;196.666;210.015;222.07;233.146;245.527;234.517;222.566;226.312;229.954;229.022;234.044;256.011;319.051;322.952;355.6;382.94;401.983;430.74;500.771;538.384;524.729;538.369
Finland;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;19.88;2.302;4.081;-0.628;8.366;5.728;11.75;9.436;0.308;-22.371;5.518;0.104;-0.606;0.546;-2.702;-4.168;3.114;8.656;0.842;3.932;-4.53;5.475;1.943;0.333;-2.876
Greece;Output gap - Percent of potential GDP;Annual;Units;-0.279;-0.28;-0.244;0.213;0.998;-0.879;2.089;3.018;1.599;-2.657;-7.284;-14.166;-18.64;-18.272;-15.952;-14.918;-13.496;-11.412;-8.626;-6.131;-13.983;-5.966;-0.888;0.748;1.774
Iceland;Expenditure - General government - Percent of GDP;Annual;Units;44.264;46.915;44.985;47.233;46.223;44.229;44.315;44.12;62.784;53.342;48.195;49.97;47.118;45.629;45.359;43.024;45.797;43.821;43.163;43.047;50.162;48.707;45.93;44.996;46.542
Greece;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;221.099;236.591;251.519;271.353;293.635;306.427;336.23;357.45;364.545;351.684;335.691;308.778;288.323;286.568;293.869;295.919;298.636;308.462;319.755;342.312;315.963;354.887;401.962;426.555;447.076
Greece;Employed persons - Persons for countries / Index for country groups;Annual;Millions;4.088;4.202;4.265;4.353;4.39;4.444;4.528;4.564;4.611;4.556;4.39;4.054;3.695;3.513;3.536;3.611;3.674;3.753;3.828;3.911;3.875;3.928;4.141;4.193;4.276
Greece;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;0.616;0.623;0.632;0.642;0.643;0.636;0.637;0.641;0.655;0.666;0.666;0.659;0.645;0.622;0.599;0.593;0.584;0.575;0.565;0.541;0.53;0.52;0.517;0.528;0.531
Greece;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;136.161;147.439;158.902;174.096;188.905;194.773;214.299;229.283;238.735;234.323;223.591;203.475;185.899;178.114;176.072;175.363;174.448;177.379;180.616;185.181;167.54;184.575;207.854;225.197;237.573
Greece;Structural balance - General government - Percent;Annual;Units;-4.075;-5.504;-6.073;-8.155;-9.554;-5.895;-7.052;-8.312;-11.174;-13.871;-7.346;-2.179;4.164;6.254;4.812;5.32;7.752;7.238;5.495;3.197;-1.396;-3.943;-1.943;-1.756;0.455
Ireland;Current account balance (credit less debit) - US dollar;Annual;Billions;0.615;0.195;0.317;0.81;-0.19;-7.505;-12.43;-17.587;-17.227;-11.022;-2.859;-4.057;-7.629;5.828;5.501;18.547;-3.798;3.983;16.977;-84.382;-30.841;64.676;48.103;39.927;98.433
Iceland;All Items - Consumer price index (CPI) - Period average;Annual;Units;70.427;74.931;78.81;80.435;82.97;86.289;92.048;96.712;108.975;122.058;128.642;133.775;140.725;146.192;149.167;151.6;154.167;156.892;161.092;165.933;170.658;178.267;193.075;209.95;222.25
Ireland;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;4.855;0.959;-0.519;0.346;1.298;1.57;2.775;0.268;-7.031;-13.873;-32.145;-13.47;-8.415;-6.277;-3.517;-1.973;-0.762;-0.298;0.09;0.406;-4.868;-1.367;1.668;1.524;4.086
Ireland;Unemployment rate;Annual;Units;4.383;4.183;4.733;4.842;4.75;4.642;4.775;5.008;6.8;12.65;14.6;15.408;15.483;13.775;11.892;9.925;8.392;6.758;5.808;4.983;5.842;6.25;4.458;4.308;4.308
Ireland;Output gap - Percent of potential GDP;Annual;Units;2.907;1.858;0.785;1.239;0.811;2.512;4.414;5.646;2.413;-3.779;-3.876;-4.2;-4.948;-3.165;-1.2;0.5;1.9;2.561;1.141;0.161;-1.806;3.498;2.178;3.22;1.2
Iceland;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;20.714;5.921;-11.485;-10.631;12.748;57.795;70.31;67.106;-214.001;-99.488;-70.354;-74.447;5.913;36.977;78.757;74.172;388.397;104.351;87.478;14.161;-198.59;-204.227;-33.502;25.263;-45.126
Iceland;Gross national savings - Percent of GDP;Annual;Units;14.638;18.533;20.784;16.372;14.719;13.59;13.329;15.916;5.092;6.009;7.984;10.811;12.975;21.822;22.073;25.493;29.736;26.471;26.633;27.58;22.911;20.24;22.54;24.122;23.501
Greece;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-4.215;-5.642;-6.197;-8.047;-9.053;-6.33;-6.045;-6.807;-10.315;-15.424;-11.424;-10.5;-6.937;-4.059;-4.292;-3.031;0.28;1.055;0.778;-0.086;-10.337;-7.582;-2.456;-1.351;1.339
Greece;Gross national savings - Percent of GDP;Annual;Units;19.889;17.889;17.181;19.592;19.436;14.579;15.181;12.311;10.09;7.846;8.025;3.902;9.665;9.51;9.614;10.509;10.092;9.319;9.371;9.86;6.293;10.475;9.277;9.956;11.129
Greece;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;31518.034;32800.027;34171.206;36060.99;37914.866;38260.26;40596.731;41901.251;41830.855;39985.495;37625.593;33896.891;31176.554;30697.432;31158.125;31283.937;31489.381;31999.407;32742.272;33539.598;30472.365;33233.409;35877.501;36875.672;37761.486
Iceland;Expenditure - General government - Domestic currency;Annual;Billions;318.067;380.433;388.27;419.009;453.053;477.628;549.592;620.62;1007.598;871.377;820.241;891.962;880.735;905.603;956.124;1004.61;1166.53;1173.275;1247.071;1318.697;1496.815;1622.676;1812.195;1966.224;2135.285
Ireland;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;28340.813;31397.535;34376.09;36201.477;38113.532;40549.53;42796.308;44336.704;41472.829;37281.888;36615.053;37761.336;38355.98;39500.833;42978.258;57761.448;57718.117;63608.029;68113.335;72817.1;75544.526;87556.475;99367.406;98468.909;103836.148
Finland;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;0.909;0.918;0.912;0.896;0.878;0.859;0.841;0.842;0.851;0.861;0.853;0.858;0.867;0.874;0.874;0.88;0.872;0.864;0.854;0.826;0.802;0.783;0.776;0.774;0.761
Ireland;Revenue - General government - Domestic currency;Annual;Billions;38.432;40.451;44.01;48.056;53.316;58.913;67.195;70.764;64.663;55.943;54.864;57.794;59.802;61.395;66.267;71.058;73.822;77.035;83.239;88.298;83.349;99.655;116.007;123.983;148.541
Iceland;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-9.981;-4.124;1.275;-4.753;-9.877;-15.54;-22.642;-13.735;-20.796;-8.771;-5.85;-4.504;-2.915;6.81;5;6.3;8.921;4.895;4.438;7.376;1.864;-2.58;-1.711;-1.029;-2.61
Iceland;Structural balance - General government - Domestic currency;Annual;Billions;13.848;3.75;-7.546;-2.532;-4.527;50.192;67.121;24.123;-110.004;-142.731;-23.513;-86.044;-18.217;-24.431;-10.497;-6.181;8.44;-32.861;-47.477;-108.427;-70.757;-98.216;-123.881;-143.654;-74.424
Iceland;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;718.563;810.903;863.105;887.115;980.153;1079.91;1240.196;1406.655;1604.867;1633.578;1701.938;1784.997;1869.207;1984.717;2107.905;2335.026;2547.156;2677.409;2889.195;3063.415;2983.972;3331.536;3945.588;4369.743;4587.818
Finland;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;2.952;2.665;2.007;1.29;0.147;0.774;1.275;1.583;3.916;1.634;1.686;3.324;3.162;2.216;1.209;-0.156;0.389;0.839;1.169;1.137;0.383;2.066;7.172;4.34;0.975
Ireland;Net debt - General government - Domestic currency;Annual;Billions;26.648;25.481;30.843;32.105;30.965;30.015;26.799;28.331;42.645;62.653;111.483;136.058;153.185;162.684;168.512;173.519;176.937;175.634;176.925;173.233;184.62;191.376;186.495;179.292;157.718
Ireland;Gross debt - General government - Percent of GDP;Annual;Units;36.412;33.578;30.89;29.832;28.103;26.06;23.653;23.948;42.514;61.765;86.232;109.59;118.911;117.675;101.387;74.031;72.71;65.266;61.421;55.912;57.078;52.653;43.166;42.064;38.767
Iceland;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;4.905;3.841;0.542;2.281;7.623;7.029;5.672;8.741;1.7;-8.321;-2.222;1.38;1.169;3.597;1.914;3.769;6.218;3.485;4.661;1.138;-6.646;5.181;8.821;5.186;-0.971
Greece;Revenue - General government - Percent of GDP;Annual;Units;43.945;41.827;40.914;39.832;39.774;40.277;39.822;40.963;41.224;39.402;41.659;44.576;47.934;48.923;47.208;48.823;50.573;49.591;49.348;47.513;48.955;49.137;50.358;48.156;49.317
Greece;Revenue - General government - Domestic currency;Annual;Billions;59.836;61.669;65.013;69.346;75.136;78.449;85.338;93.921;98.416;92.328;93.146;90.7;89.109;87.139;83.12;85.618;88.223;87.963;89.131;87.986;82.019;90.694;104.671;108.446;117.164
Iceland;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;4.148;8.65;1.955;2.763;3.916;4.135;6.965;5.865;18.113;7.464;2.526;5.235;4.243;4.14;0.809;2.005;1.9;1.865;3.725;2.009;3.58;5.127;9.589;7.75;4.733
Greece;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;3.94;1.247;-0.744;-5.248;-7.832;-2.976;-3.331;-5.138;-12.972;-24.169;-11.885;-5.765;-2.82;0.188;-0.488;0.966;6.101;7.437;7.484;5.344;-12.367;-9.466;0.066;4.578;11.401
Ireland;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;100.253;109.347;128.505;164.63;194.283;211.993;232.193;270.112;275.417;236.187;221.914;240.934;227.066;242.928;266.559;302.133;305.347;348.232;395.96;407.256;435.659;530.747;548.773;567.537;608.974
Ireland;Structural balance - General government - Percent;Annual;Units;3.638;0.155;-0.864;-0.198;0.937;0.445;0.763;-2.439;-8.347;-9.327;-9.575;-7.463;-5.811;-4.655;-3.169;-1.659;-1.606;-1.11;-0.29;0.354;-1.215;-1.449;-1.023;-1.718;-1.36
Greece;Unemployment rate;Annual;Units;11.35;10.775;10.35;9.775;10.6;10;9;8.4;7.75;9.6;12.725;17.85;24.425;27.475;26.5;24.9;23.55;21.45;19.3;17.325;16.325;14.775;12.425;11.075;10.1
Greece;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-6.149;-7.109;-6.433;-6.47;-5.673;-7.515;-11.041;-14.128;-14.679;-11.018;-10.066;-10.141;-2.595;-2.609;-2.51;-1.487;-2.374;-2.568;-3.556;-2.211;-7.238;-6.984;-10.678;-6.701;-6.99
Greece;Structural balance - General government - Domestic currency;Annual;Billions;-5.564;-8.138;-9.673;-14.166;-17.87;-11.583;-14.803;-18.5;-26.256;-33.391;-17.716;-5.166;9.515;13.629;10.08;10.965;15.633;14.493;10.863;6.307;-2.719;-7.74;-4.075;-3.925;1.063
Ireland;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;5.268;1.171;-0.706;0.504;2.029;2.675;5.132;0.528;-13.167;-23.517;-53.764;-23.32;-14.864;-11.48;-7.055;-5.372;-2.102;-0.918;0.303;1.478;-18.583;-6.13;8.685;7.999;22.994
Finland;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.299;0.3;0.296;0.292;0.289;0.283;0.28;0.281;0.275;0.255;0.25;0.246;0.235;0.225;0.217;0.211;0.21;0.209;0.205;0.205;0.21;0.202;0.197;0.188;0.183
Portugal;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;3.824;3.911;4.022;2.28;2.568;2.54;2.523;2.742;0.842;-0.141;2.444;3.498;2.09;0.171;-0.27;0.291;0.881;1.618;0.635;0.369;-0.29;2.784;9.805;1.891;3.104
Greece;Gross capital formation - Percent of GDP;Annual;Units;26.038;24.998;23.615;26.062;25.109;22.094;26.222;26.439;24.769;18.864;18.091;14.043;12.26;12.118;12.123;11.996;12.466;11.886;12.927;12.072;13.53;17.459;19.954;16.657;18.119
Greece;Population - Persons for countries / Index for country groups;Annual;Millions;10.776;10.836;10.888;10.916;10.94;10.97;11.005;11.036;11.061;11.095;11.119;11.123;11.086;11.004;10.927;10.858;10.784;10.768;10.741;10.725;10.719;10.679;10.46;10.414;10.401
Greece;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;174.211;182.313;190.851;201.914;212.773;215.291;229.163;237.199;237.336;227.559;214.603;193.407;177.294;173.265;174.638;174.239;174.184;176.75;180.399;184.507;167.54;182.039;192.495;196.984;201.459
Turkey;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;38.998;68.489;29.705;18.403;9.353;7.717;9.653;8.387;10.064;6.526;6.401;10.448;6.164;7.4;8.17;8.808;8.533;11.92;20.302;11.836;14.599;36.081;64.27;64.773;44.379
Turkey;Revenue - General government - Domestic currency;Annual;Billions;53.344;80.038;107.452;145.694;177.408;213.357;265.328;279.79;316.381;322.541;379.056;456.007;511.57;592.434;650.433;751.193;843.688;963.074;1171.961;1326.981;1512.18;2048.721;3935.106;7396.852;12513.814
New Zealand;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;3.391;3.651;4.617;5.635;6.229;6.411;5.437;4.174;1.838;-1.453;-4.879;-4.155;-1.285;-0.505;0.304;1.005;1.618;1.974;1.885;-1.876;-3.669;-2.747;-3.364;-2.739;-2.417
New Zealand;Gross debt - General government - Percent of GDP;Annual;Units;30.025;28.16;26.396;24.718;22.505;20.781;18.401;16.31;18.97;24.274;29.601;34.677;35.662;34.547;34.151;34.167;33.341;31.098;28.08;31.814;43.242;47.521;46.882;46.918;50.243
New Zealand;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-3.342;-0.822;-2.127;-2.483;-4.594;-7.142;-7.189;-6.854;-7.749;-2.172;-2.283;-2.794;-3.926;-3.168;-3.129;-2.818;-2.052;-2.867;-4.236;-2.859;-1.07;-6.025;-9.244;-6.926;-6.131
New Zealand;Net debt - General government - Percent of GDP;Annual;Units;30.291;27.098;23.175;18.443;12.882;7.502;2.843;-0.75;-2.178;-1.018;2.489;6.583;8.506;8.606;7.93;7.335;6.623;5.547;4.717;6.861;10.342;13.953;17.982;19.356;21
New Zealand;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;30657.479;32495.69;33834.784;35139.161;37422.897;38879.11;40369.866;43349.108;44526.513;44684.894;46415.575;48170.668;49049.131;51329.465;53341.372;54625.073;56607.23;59548.494;61760.253;64307.071;63907.699;69437.084;75757.715;79443.481;80664.869
Australia;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-4.046;-2.249;-3.799;-5.324;-6.307;-5.952;-5.875;-6.746;-4.854;-4.514;-3.692;-2.979;-4.358;-3.388;-3.086;-4.714;-3.455;-2.837;-2.572;-0.024;1.734;2.407;0.403;-0.23;-1.938
Turkey;Gross national savings - Percent of GDP;Annual;Units;21.669;23.114;22.943;21.469;22.794;24.734;25.818;25.295;26.117;23.312;24.018;24.621;25.416;26.327;26.822;27.796;27.347;28.789;30.696;29.572;30.094;33.698;33.993;31.79;30.105
