Month,Saudi Arabia,Qatar,Egypt,South Africa,United Arab Emirates,China,Brazil,Indonesia,Philippines,Colombia,Mexico,Thailand,South Korea,Chile,Malaysia,Turkey
31.03.2017,302693,60481.5,527751,228294,80100,6860.51,243610.35,468942,888102.1337,48781.54,1370072.1,1330319,87858200,29066.51,88809.219,112394613
28.04.2017,301187,63537.3,539590,230474,78300,6839.26,263654.53,483042,900002.5581,47939.46,1378916.1,1340087,89145700,29863.7,89903.103,116820940
31.05.2017,306556,61742.2,553812,229240,82000,6733.32,237651.51,485124,894291.9724,48984.54,1375217.8,1300320,88997600,30135.74,88881.087,112735719
30.06.2017,322689,71933.4,577582,230993,83900,6697.77,260238.97,561821,901079.1784,49245.26,1371216.5,1295902,89671100,30512.1,91879.416,117527115
31.07.2017,307181,55899.4,534830,231469,79100,6712.9,255860.26,517810,892431.3723,49775.08,1370625.5,1288979,90069900,30058,89955.69,115935359
31.08.2017,313478,60264.1,586899,233531,82600,6755.1,252160.31,527098,910283.1507,50623.41,1354487.6,1302849,90653300,29824.67,92051.022,128999096
29.09.2017,308922,61102.2,586624,235288,78300,6974.85,262770.31,523360,926115.4617,49976.56,1357348.6,1331719,96524000,30160.12,90912.869,118478383
31.10.2017,301197,57394.4,675069,238525,79300,6823.07,254453.34,519861,940282.6846,50056.16,1372081.4,1333470,94119000,30376.97,90035.435,119708470
30.11.2017,297926,57979.5,660972,246545,84300,6862.32,264219.8,537298,960902.4937,53854.03,1408263.6,1355721,94334200,30662.91,91066.745,119093786
29.12.2017,301926,62771.3,646353,256894,85400,7064.56,296755.46,586576,1047575.817,59497.96,1545934.3,1437559,95946100,32321.03,92607.594,118492020
31.01.2018,305054,57953.6,678803,240007,83200,7463.63,272396.11,532131,982199.81,55369.85,1483140.4,1396084,95663200,32508.98,93342.412,114487410
28.02.2018,308896,59986,693802,236919,84200,8142.42,264517.03,531209,991916.3564,54708.93,1478777.3,1424788,98537800,32286.38,96159.841,114897462
30.03.2018,311894,63752.3,677738,245695,84700,7269.26,275056.18,549216,1056667.899,54050.94,1522133.9,1419652,97417900,32554.32,96125.891,120001619
30.04.2018,312222,72646.8,685858,248198,84300,7147.65,263342.86,549587,1053849.883,51921.64,1495940.7,1410514,97540900,32835.77,97279.675,121635004
31.05.2018,320531,70147.2,720205,249275,86800,6977.48,269552.91,580625,1059495.209,52927.27,1510220.1,1383629,97893800,33413.28,97691.744,124208067
29.06.2018,326643,66972,716309,244430,86100,6958.93,269827.76,605973,1050494.163,53558.56,1534342,1385947,98132100,33826.7,96994.22,134632499
31.07.2018,313960,73231,735428,248450,83800,6953.06,275338.55,583306,1029224.005,53548.25,1528709.9,1380589,98414700,33631.69,93869.095,134010485
31.08.2018,317007,75265.2,708343,249862,83200,6977.54,277677.29,587788,1041618.901,53671.53,1520063.7,1382107,98640200,33192.81,94564.996,149154400
28.09.2018,311497,72427.2,704769,252611,83200,7125.43,279406.91,590805,1065916.575,53646.29,1509265.4,1388905,102548000,34099.78,93835.441,139263039
31.10.2018,311458,77229.3,679987,255731,83800,7010.66,286975.5,581592,1092741.507,56155.32,1528718.8,1382361,101181300,33692.15,92804.41,129873070
30.11.2018,310686,74607.8,674036,259427,87700,7056.33,279258.83,586236,1124409.296,56535.49,1566428.3,1420440,101976200,33922.81,93169.915,124305658
31.12.2018,311615,82866.4,610957,280228,85800,7320.84,302049.46,625370,1231830.474,64377.56,1674210.8,1504449,103034400,35453.01,94532.899,119106732
31.01.2019,313525,76051.3,660775,258182,85800,8747.06,279105.6,579294,1140320.52,61062.77,1603684,1474272,106615900,35512.97,101254.105,115716402
28.02.2019,317391,71991.1,664156,258501,87500,7948.47,290147.81,570435,1142415.856,60422.49,1579046.1,1486812,105395100,34946.13,97629.156,117448991
29.03.2019,320354,82713.3,689186,262481,88300,7494.16,286741.57,585579,1188961.945,59049.19,1561115.5,1514976,105486400,35241.79,97355.954,120666696
30.04.2019,317108,88883.9,676530,266646,89300,7396.58,279604.66,592935,1216978.755,58722.62,1571665.4,1499897,105806600,36000.07,96853.412,122143107
31.05.2019,338829,87014.9,713113,261648,97700,7279.85,277875.95,675635,1220864.644,59861.74,1574536.2,1482040,106345000,36561.84,100980.863,135214360
28.06.2019,325958,83726.4,684031,262497,91300,7258.1,276039.96,625354,1181723.147,61443.62,1574601.5,1486191,106527500,36833.3,98900.701,129611446
31.07.2019,328170,80333.9,701406,265167,91800,7268.93,271344.69,619652,1156806.686,63309.72,1561175.8,1470189,106865200,36952.87,97507.737,130024277
30.08.2019,327154,74608.5,752565,265773,90200,7315.26,282617.3,622452,1166362.442,62593.47,1569316.4,1496746,107967400,37029.47,98747.428,141344853
30.09.2019,321954,70710,711946,271914,90781,7412.98,281136.56,614231,1180599.654,62877.51,1556210.7,1495633,109984800,38363.23,98197.419,138003287
31.10.2019,323203,71501.5,705901,268044,91605,7339.54,292347.49,611081,1211442.006,65873.53,1562899.7,1501896,110322100,39019.27,99074.082,140062035
29.11.2019,321575,70269.9,700859,279846,94798,7397.38,296782.89,622384,1251343.139,66552.34,1621394.5,1535274,111731000,40773.02,100313.973,140734825
31.12.2019,324674,72057.4,719192,291880,93729,7718.95,316586.71,654764,1395796.01,75051.32,1742474.7,1590842,113463900,42470.98,100559.022,140650298
31.01.2020,331213,75613.9,747549,273002,95137,9324.92,317959.4,616227,1292605.941,70053.89,1697686.8,1594766,117955100,42020.67,105091.491,142719295
28.02.2020,330486,75830.4,747214,266618,96011,8818.71,303197.49,607962,1296645.723,68579.87,1670342.9,1608614,116964400,41994.73,103033.605,148636874
31.03.2020,340692,91015.4,766732,304938,105200,8302.22,307560.25,620400,1419889.43,70997.36,1770527.8,1634894,118025100,43948.73,103399.632,163994036
30.04.2020,351552,110694.4,788644,276080,107729,8148.52,336684.29,634192,1584398.485,75621.27,1791788.6,1700773,120928200,47514.38,107870.494,198417184
29.05.2020,357970,109581.7,833576,278145,107843,7970.68,368062.87,684963,1606553.637,78459.08,1850823.7,1738473,123257200,49231.62,113229.727,210900745
30.06.2020,354261,102757.4,855580,283765,106141,7945.94,381680,651792,1542333.68,80837.98,1857091.9,1728290,124305900,51483.44,112654.671,207575421
31.07.2020,362632,106394.1,912097,307663,111848,7986.72,423674.7,668185,1531864.207,82775.81,1914661.9,1739928,125948600,52439.59,115509.473,229506307
31.08.2020,353559,105610.9,929350,307537,108844,8004.27,402707.44,666739,1540226.628,83018.87,1914937.7,1736414,126596000,58360.6,115537.965,204512018
30.09.2020,351527,99916.2,890279,302934,111316,8237.09,408736.99,674412,1533370.285,85480.47,1898295.5,1734695,132018600,61955.31,115127.282,198467301
30.10.2020,351149,94441.8,955011,295221,113595,8103.64,427820.41,707831,1543838.136,84845.51,1920444.2,1746022,131298200,62162.83,117065.051,196953318
30.11.2020,349694,94740.2,842425,305294,114268,8159.36,417679.55,712556,1588310.195,87370.68,1990505.5,1759610,132241000,61238.73,117104.562,180351342
31.12.2020,352651,101216.2,916733,302464,110704,8431.45,431536.65,760112,1731811.943,94873.46,2118242.9,1812685,134893100,65370.09,118380.797,173725378
29.01.2021,354904,99032.6,914323,291892,110787,8962.52,433590.5,712529,1631111.939,90709.55,2101714,1806247,136908900,68759.52,123007.508,169797140
26.02.2021,353248,103057.9,921675,286217,111416,9192.46,411411,698227,1616465.437,90094.53,2088210.3,1864106,139520300,67821.04,127074.551,167438934
31.03.2021,355108,104543.3,927950,294316,110986,8654.36,405630.28,692478,1646853.004,91570.53,2178191.7,1864896,139555800,68643.7,126815.638,171585454
30.04.2021,362435,101808.7,968606,290539,113425,8580.34,420148.02,732644,1670138.548,91311.38,2148400.1,1863258,141056800,68815.25,128016.416,181567590
31.05.2021,364083,100015.6,922487,286346,111987,8417.77,403528,743534,1669241.636,93239.97,2147225.4,1867381,142538700,77008.42,129997.369,197313911
30.06.2021,361586,100822.9,987726,294734,110902,8434.7,422212.12,739006,1640437.861,96861.12,2156047,1848190,143395800,79243.54,129664.139,200586583
30.07.2021,370488,113042.8,1064734,293444,109641,8471.76,427958.21,758703,1654322.375,96460.4,2177779.4,1872626,144817900,80304.79,131385.455,211363720
31.08.2021,359837,111787.2,1029296,298889,106826,8505.92,406329.19,750510,1657808.098,95756.14,2174192.3,1934312,145989300,80282.66,132261.688,200814821
30.09.2021,357535,100045,1033868,303745,108452,8686.71,403676.33,748616,1680657.071,96762.3,2198931.1,1955710,150020300,79767.35,133979.151,204235828
29.10.2021,353711,106673.6,1007839,294990,109441,8608.58,396208.88,766704,1711510.006,96055.36,2225574.3,1985891,151113600,79993.19,135109.24,216086312
30.11.2021,354368,108075.8,1013550,303371,112218,8743.34,413271.66,775051,1739959.936,98210.56,2286794.1,2006215,152580900,78677.9,134963.361,226008330
31.12.2021,356276,106505.2,1028673,318596,111815,9082.52,409183.52,831234,1876808.435,108599.59,2440780.7,2069505,154825600,79859.34,136710.842,219606482
31.01.2022,358783,107153.7,1006912,310252,111000,10618.89,417976.2,765015,1807864.628,104103.57,2433663.5,2054355,160373000,76869.66,143053.707,222271887
28.02.2022,358253,109662.9,1048127,293371,113600,9722.77,402172.01,795951,1805529.73,103070.18,2438545.9,2031852,158190900,73610.66,139123.675,227257593
31.03.2022,356545,102722,1046463,310217,116200,9514.19,385897.34,792518,1864237.507,104299.55,2511751.2,2051456,159065500,71393.25,139011.752,237701531
29.04.2022,372443,112422.9,1154083,302939,124000,9562.65,396510.49,896318,1929627.389,102960.63,2474416,2060015,160682900,70349.75,149631.362,269625547
31.05.2022,365405,116656.8,1196341,310126,116100,9554.69,398190.74,820155,1874420.122,103878.8,2463886.2,2028041,162094200,67539.44,146992.069,253305515
30.06.2022,362772,113680.8,1192935,310893,118100,9601.12,407168.9,815316,1843359.628,106426.59,2455161.2,2020671,162796700,65949.78,146192.277,263494161
29.07.2022,362154,117274.5,1252839,309638,114900,9650.92,389598.01,822043,1826418.058,106630.85,2489346.7,2038349,163213700,63584.7,145441.755,284240776
31.08.2022,357680,118186.5,1307004,349666,113200,9723.1,395354.59,805459,1789144.605,107492.51,2459987.3,2012210,163670400,61025.34,144985.353,289667860
30.09.2022,354316,114524.6,1195377,353308,115100,9867.21,393440.72,807818,1821421.855,106148.6,2480963.3,2025853,164846900,60414.93,144896.482,294855039
31.10.2022,359821,106770.8,1334628,353228,115700,9841.67,398583.29,808649,1836470.085,105889.66,2492681,2039929,163497900,58695.15,145276.754,298535739
30.11.2022,361480,104379.5,1546380,363585,121200,9974.01,391532.64,840492,1862742.554,108891.45,2546233.2,2063377,161705900,56878.05,145680.126,305833038
30.12.2022,364156,98889.5,1496290,363350,120011,10470.6,419659.92,897799,2020007.506,116163.96,2700041.3,2110570,161362300,57838.78,146608.983,311975446
31.01.2023,359842,100806,1526007,360704,122969,11460.13,413489.78,830373,1910430.18,108806.96,2663290.9,2118430,163175700,56886.54,150754.312,310237272
28.02.2023,360279,103857,1476077,361051,123609,10760.26,403569.75,813834,1890995.084,105823.63,2640274.1,2149988,160943100,55924.83,146425.229,318236595
31.03.2023,375592,108252.3,1502414,391788,129208,10559.13,413314.39,832817,1935142.027,104865.79,2681153.2,2170452,161399500,55658.34,146427.085,335006017
28.04.2023,381456,101915.6,1559393,389709,133118,10590.45,410350.18,895719,1959465.661,102663.8,2662966.5,2190191,162610600,55688.39,149585.739,369896692
31.05.2023,375462,98998.9,1552348,403751,129731,10475.67,396348.68,859517,1950069.264,103104.47,2683963,2124565,163451200,55657.71,146778.585,358557267
30.06.2023,387072,103901.1,1528750,387274,136478,10541.92,403118.88,879721,1926905.161,103112.41,2684908.4,2104622,163644900,55363.05,147805.763,469633895
31.07.2023,376919,97475.3,1593684,395326,130617,10612.97,394874.23,853336,1890751.205,102926.83,2711162,2095395,163872900,54720.31,146402.157,398585976
31.08.2023,374916,97261.4,1597296,392145,126561,10651.54,399782.37,851723,1878630.212,103363.39,2680309.5,2102683,163978900,54385.97,146567.798,399371852
29.09.2023,373327,99080.2,1581807,409000,127153,10925.32,404466.85,865392,1908677.138,102175.61,2702814.8,2136362,168413000,55038.49,147005.337,414753914
31.10.2023,373255,94446.8,1585418,401501,129300,10856.54,397427.08,863102,1939795.637,103192.19,2718500.9,2144792,166057700,54695.19,146682.325,408820057
30.11.2023,375940,94454,1612422,386286,133800,11022.52,405550.14,893165,1933800.894,106644.98,2780023.7,2180981,166685500,54190.96,147776.364,411750348
29.12.2023,376914,94619.7,1689435,395807,135780,11344.46,422718.63,975928,2115879.899,115069.98,2960457.5,2240776,168768900,56193.76,149430.533,407974575
31.01.2024,377140,92309.1,1652731,397321,135200,12139.85,404748.2,915931,1986623.939,111043.34,2957616,2222872,170053800,56560.28,152505.689,399025920
29.02.2024,382248,93408,1709093,376845,139400,12100.99,414700.66,911689,1977997.23,108868.63,3013956.6,2261566,171961200,56326.25,154131.753,423170351
29.03.2024,399473,97979.5,1683337,402009,146848,11721.05,417795.89,953824,2027396.722,108511.99,3043322.6,2283002,171909400,56128.9,153706.56,445764337
30.04.2024,401433,96608.5,1614526,401000,146800,11731.06,406260.05,943292,2036043.046,105672.07,2980374.6,2261804,173280900,56689.74,153706.671,467734388
31.05.2024,401175,92776.6,1827043,400342,148800,11706.27,436590,934144,2069025.996,107670.53,2989794.8,2243267,173928100,56157.71,153271.576,514624697
28.06.2024,403501,96398,1965138,381128,145364,11773.68,436902.45,958575,2059708.16,110703.79,2995218.5,2235189,174155300,56573.34,152658.157,556884023
31.07.2024,398767,90778.4,1992160,459723,144700,11884.05,432838.79,939541,2043651.04,114211.61,3027980.6,2227249,174745300,56450.75,151949.641,570717635
30.08.2024,400188,91889.8,1968866,478334,145500,11947.26,434608.93,954378,2041397.18,113796.07,3028809.3,2234668,175261800,55749.99,152418.209,602110765
30.09.2024,399206,96968.6,1897456,510263,146911,12183,429858.55,957150,2060745.564,114362.7,3072998.4,2282746,176951200,56555.07,151875.816,598392449
31.10.2024,401842,88075.1,1905882,497661,148050,12244.7,437743.88,970131,2108422.637,120361.09,3065365.9,2321964,177805600,56019.82,152995.495,609569310
29.11.2024,404644,89529.1,1808421,495895,152586,12418.03,436902.96,1002040,2174707.541,123491.19,3153819.6,2358800,179443400,56772.6,153294.79,598327603
31.12.2024,405816,90125.2,2243443,504605,152749,12819.42,451213.59,1062795,2366815.763,136588.64,3293419.1,2388783,182070200,59015.77,155000.808,586584263
