Month,Philippines,Turkey,Egypt,Chile,Mexico,Malaysia,Indonesia,Colombia,Brazil,South Africa,Thailand,South Korea,United Arab Emirates,China,Qatar,Saudi Arabia
31.03.2021,2087817.815,95905,744217,324874.2,1042572.52,11459,1104052598,13373274.27,1936826,41352,431092.6,36400465,45953,15250.24,165435.4,441517.788
30.04.2021,2101625.277,93250,800520,326155.4,1065207.34,11435,1136860514,10590508.31,1963671,48087,440102.2,30299803,45959,15250.24,171735.2,447271.131
31.05.2021,2115163.439,92404,814542,326632.4,962447.67,11431,1130878384,10443537.95,1968075,43736,448983.4,30789523,46004,15250.24,176400.4,450080.046
30.06.2021,2129907.55,93518,773309,330374.3,977752.08,11427,1136543741,10435818.81,1982073,44002,451766.1,33223976,45953,15250.24,173111.8,449503.249
30.07.2021,2145639.169,93713,884090,341221.7,974806.82,11223,1147704943,10499033.42,1962655,43893,462152.8,31555250,45960,15250.24,185170.1,454580.671
31.08.2021,2164013.94,147274,822618,343318.5,927035.11,11120,1163377105,21168780.73,1970723,43719,474128.4,33241680,46006,15250.24,179115.3,465316.788
30.09.2021,2155990.297,150077,845227,345301.9,997020.58,11448,1160754156,24665899.57,1975561,45329,480853.2,30802915,45915,15250.24,157829.8,468380.624
29.10.2021,2156212.34,146507,911193,349817.9,938511.15,12359,1164138525,29050325.08,1995299,44525,494866.5,30095408,45960,15240.68,150889.3,474391.508
30.11.2021,2156789.582,169644,827869,354184.1,975714.1,12215,1162631091,29455708.09,2006591,42814,509232.9,31277433,46003,15240.68,143135.2,474184.251
31.12.2021,1628518.632,174787,814929,356781.2,988761.61,12211,1371316660,31024881.94,2030093,43863,444212,31455297,45956,15240.68,142257.9,480749.659
31.01.2022,1901926.211,181422,877707,356458.6,1032303.83,12208,1368076100,30028387.86,2023836,45217,452443.8,30212840,45963,15240.68,135435,465187.345
28.02.2022,1864410.213,189892,924373,360357.7,1014227.27,12204,1373027645,29576515.14,2029690,45025,463018.5,33116919,46004,15240.68,129473.2,473133.596
31.03.2022,1868843.592,196443,982154,361909.6,1078625.36,12252,1367674763,28695437.91,2048266,43952,466581.9,45347213,45917,15240.68,131326.7,477869.92
29.04.2022,1864625.798,198003,974966,366763.2,1023770.16,12248,1367502136,27901426.54,2072979,42647,467126.7,33578940,45962,15240.68,127425.4,477106.202
31.05.2022,1549883.265,216832,1055463,371652.2,921579.78,12529,1360656421,26367461.2,2087256,43139,480525.2,43157859,46008,15240.68,125239.4,484857.992
30.06.2022,1539396.235,227656,1088526,376487.4,915776.71,12627,1357585715,28172617.96,2105572,41803,431879.3,44370938,45917,15240.68,124981.1,492667.81
29.07.2022,1548010.095,242502,1167760,378960.3,980054.05,12124,1375473430,28044879.12,2103552,43435,436150.1,31423313,45962,15240.68,112142.9,493409.636
31.08.2022,1560029.937,254509,1063003,383770,863663.75,12121,1412456000,28383169.77,2095724,44243,449696.8,37629077,46008,15240.68,116488.4,494833.869
30.09.2022,1521240.979,263365,1112784,388296.9,978897.26,12364,1428665796,30702066.97,2048497,41438,445182.6,31612834,45916,15240.68,108613.6,498594.574
31.10.2022,1501763.053,253042,1119874,315151.4,959022.69,12361,1423046147,32882358.17,2072649,41955,454751.4,34106470,45962,15240.68,106931.9,500296.331
30.11.2022,1510434.446,276040,1277291,316919.2,1048672.71,12358,1438882581,35465407.47,2127807,42449,469555.7,34810542,46006,15240.68,105956.2,507571.002
30.12.2022,1479444.77,289015,1220219,322075.2,1022478.4,12822,1567879453,35949795.11,2195929,43960,437047.7,33913427,45916,15240.68,116013.2,510298.3496
31.01.2023,1532925.372,292178,1315332,315035,1148712.55,12819,1567008149,37898203.89,2189895,43960,448154.1,33684128,45998,15240.68,101671.6,511265.6844
28.02.2023,1455408.922,319527,1357692,319278.8,1096159.94,12816,1551629312,36883609.02,2230563,37987,454278.5,50207569,46069,15240.68,101961.8,516001.77
31.03.2023,1443382.673,328111,1309971,320356.7,1136215.77,12418,1542422090,36069913.91,2243717,39849,456592.9,65041312,45918,15240.68,104155,518351.7987
28.04.2023,1425393.938,335753,1547598,323191.9,975500.4,12215,1543726623,36096854.55,2262979,40291,467669.9,40614860,45995,15240.68,103130,519446.7186
31.05.2023,1442271.545,401429,1540895,324651.7,909433.61,12365,1544581381,40424387.95,2275574,37839,467600.4,39815387,46076,15240.68,101944.4,528341.6423
30.06.2023,1422491.313,423738,1477944,325019.7,959254.45,12591,1521277184,43792149.28,2294797,40692,438755.1,48908938,45917,15240.68,102629.4,530723.1923
31.07.2023,1412172.154,424149,1845429,324688.9,1176527.45,12589,1505357381,45904100.49,2289671,40931,450276.5,32165614,45997,15240.68,99647,533430.5041
31.08.2023,1408613.021,408945,2078658,325223.8,1175850.29,12764,1490651855,48439114.9,2297566,55401,448718,37660382,46077,15240.68,101156.4,536338.305
29.09.2023,1397183.205,380534,1869400,325669.8,1072687.4,12762,1471079174,46132051.33,2312244,41592,449006.3,30973896,45917,15240.68,97205.5,532375.4333
31.10.2023,1375335.406,374195,1935511,307662.3,1073634.9,13014,1461315815,44439927.49,2329425,52052,457124,31439461,40440,15240.68,108116.6,522407.9687
30.11.2023,1414230.095,366050,1867198,310060,1191370.41,13011,1476343974,42911405.19,2338308,54634,467690.7,31597679,40508,15240.68,98361.3,532014.9631
29.12.2023,1409975.714,379523,1995211,312092,1253922.36,13009,1474618485,43931623.91,2468462,58600,431679.8,35131679,30440,15240.68,106159.3,540315.3103
31.01.2024,1394524.673,380330,2213622,313748.7,1137722.2,13006,1488773345,43785965.59,2475759,56794,443121.4,30365225,30425,15240.68,123162.9,542456.7067
29.02.2024,1389689.174,383547,2307306,316218.2,1132654,13003,1519841052,39801011.24,2482946,57252,450890.3,40399359,30464,15240.68,119245.7,546879.3244
29.03.2024,1312374.615,387965,1787413,318233.9,1331709.64,13000,1509082266,28726364.97,2512989,57995,459642.2,62444456,30440,15240.68,113859.4,550734.0566
30.04.2024,1279026.82,381305,2045413,319992.3,1243410.08,12998,1505146274,23981105.96,2530580,105069,462319.9,35630182,30423,15240.68,111129.5,552208.7907
31.05.2024,1295919.345,383351,2102128,321538.1,1292911.21,12995,1504952000,21658695.6,2541538,87588,472666.5,37645328,26755,15240.68,112517.9,556922.2427
28.06.2024,1300721.578,385172,2138719,320562.9,1299148.82,12912,1501020505,21968795.73,2563126,71021,439380.7,48836673,26709,15240.68,110978.5,555820.3657
31.07.2024,1313197.41,383734,2242784,320327.4,1282787.38,12769,1511723662,23777714.57,2581644,71637,445782.2,28946739,26732,15240.68,112435.4,561319.452
30.08.2024,1304680.884,393797,2363508,323689.7,1278300.23,12266,1524119517,27440647.73,2565728,71780,461049.8,45201613,26755,20311.26,114381.7,570241.735
30.09.2024,1320914.48,396645,2360627,325064.6,1185483.26,12581,1534143740,29768485.42,2579954,85618,465267.9,41624306,26709,22613.79,115255.5,574696.412
31.10.2024,1273787.248,390078,2382938,325554.6,1067152.93,12809,1545347829,28556460.25,2599171,92237,477130.4,27063622,26731.529,24636.28,124248.9,580201.932
29.11.2024,1271762.391,392845,2373736,328115.7,1136458,12807,1561365551,28868268.32,2610076,93182,488777.1,27296264,26753,26655.62,119750.4,586639.217
31.12.2024,1265064.435,393553,2332010,308185.2,1090874.41,12805,1569393345,28084900,2639150,94059,451191.9,33009369,26709,28781.48,110002,591897.562
