Month,China,Brazil,Indonesia,Egypt,South Korea,Malaysia,Mexico,Philippines,Thailand,Turkey,United States,Colombia,Saudi Arabia,Qatar,United Arab Emirates,South Africa,Chile
30.04.2021,3.176,9.125,6.476,14.853,1.14,3.148,2.85,2.9,1.89,17.72,2.2,6.34,0.797,2.5,0.6,10.0289,3.5542
31.05.2021,3.077,9.14,6.445,14.894,1.13,3.238,2.9,2.9,1.8,17.82,2.22,7.18,0.7921,2.5,0.6,9.8167,3.7112
30.06.2021,3.083,9.115,6.63,14.823,1.3,3.285,2.68,4.8,1.83,16.68,2.09,7.115,0.792,2.5,0.65,9.5267,4.2633
30.07.2021,2.845,9.12,6.307,15.316,1.42,3.172,2.84,4,1.67,16.57,1.87,6.91,0.7931,2.5,0.15,9.6236,4.4876
31.08.2021,2.857,10.55,6.077,15.272,1.41,3.208,2.72,4,1.56,16.47,1.83,6.91,0.7951,2.5,0.15,9.5676,4.7048
30.09.2021,2.874,11.165,6.35,14.88,1.52,3.381,2.87,4,1.73,17.73,1.87,7.415,0.8005,2.5,0.15,9.6243,5.2253
29.10.2021,2.976,12.245,6.169,14.913,1.84,3.586,2.92,4,1.96,19.08,2.03,7.772,0.8167,2.5,0.15,10.0648,6.3359
30.11.2021,2.867,11.41,6.267,14.915,1.95,3.523,3.19,4,1.94,20.2,1.97,8.28,0.8382,2.5,0.15,10.02,5.8267
31.12.2021,2.783,10.31,6.376,14.893,1.8,3.579,3.12,4,1.92,23.05,1.9,8.135,0.8736,2.5,0.15,9.9005,5.6929
31.01.2022,2.717,11.08,6.449,14.893,2.06,3.674,3.3,4.9,2.12,22.49,2.15,8.9,0.9366,2.5,0.15,9.83,5.8862
28.02.2022,2.791,11.32,6.51,14.891,2.29,3.668,3.47,4.9,2.19,23.07,2.31,9.51,1.1987,2.5,0.15,9.6515,5.8188
31.03.2022,2.817,11.635,6.749,15.51,2.37,3.874,3.76,4.9,2.31,23.96,2.51,9.73,1.9585,2.5,0.4,10.0964,6.1032
29.04.2022,2.841,12.25,6.998,15.27,2.94,4.377,3.8,4.9,2.66,20.27,2.99,10.32,2.3675,2.5,0.4,10.1117,6.5312
31.05.2022,2.803,12.55,7.047,17.28,3.02,4.19,4.32,4.9,3.16,21.56,3.26,10.641,2.6601,2.75,0.9,10.3229,6.6178
30.06.2022,2.824,13.05,7.249,16.65,3.48,4.239,4.05,7.3,2.98,18.54,3.48,11.561,3.1162,3.25,1.65,10.9352,6.4425
29.07.2022,2.759,13.04,7.414,17.55,3.24,3.899,4.12,7.3,2.67,17.15,3.35,12.249,2.9,3.75,2.4,11.4233,6.6054
31.08.2022,2.649,12.19,7.117,18.17,3.25,3.991,3.93,7.3,2.52,12.63,3.35,12.02,3.028,3.75,2.4,10.9241,6.7176
30.09.2022,2.782,12,7.393,18.31,3.9,4.46,4.42,6.8,2.95,11.65,3.82,12.789,3.4945,4.5,3.15,11.2491,6.6463
31.10.2022,2.65,11.905,7.541,18.03,4.24,4.362,,7.5,3.21,10.99,4.28,13.928,4.9728,4.5,3.15,11.6305,6.6774
30.11.2022,2.923,12.81,6.949,18.55,3.9,4.111,4.69,7.5,2.89,10.65,4.22,13.13,5.5898,5,3.9,11.2795,5.7357
30.12.2022,2.884,12.76,6.925,18.3,3.63,4.087,4.35,7.5,2.62,9.87,3.87,13.048,5.2821,5.5,4.4,11.3837,5.3382
31.01.2023,2.928,13.07,6.706,19.87,3.46,3.807,4.12,6.8,2.47,10.52,3.81,12.15,5.3813,5.5,4.4,10.9729,5.3461
28.02.2023,2.913,13.31,6.885,21.1,3.47,3.933,4.27,6.8,2.54,9.99,3.95,13.16,5.5283,5.5,4.65,11.046,5.7048
31.03.2023,2.861,12.93,6.815,22.42,3.46,3.901,4.49,6.8,2.44,10.31,3.94,11.62,5.575,5.75,4.9,11.1941,5.5225
28.04.2023,2.785,12.49,6.536,23.53,3.26,3.74,4.42,6.1,2.5,12.6,3.8,11.789,5.7261,5.75,4.9,11.2588,5.5394
31.05.2023,2.714,11.55,6.392,23.98,3.33,3.711,4.5,6,2.53,10.23,3.96,11.09,5.8289,6,5.15,11.9409,5.5486
30.06.2023,2.683,10.67,6.257,22.73,3.55,3.843,4.45,6.2,2.58,16.34,4.04,10.166,5.9353,6,5.15,11.9395,5.3055
31.07.2023,2.697,10.86,6.268,23.21,3.64,3.83,4.5,6.6,2.58,18.41,4.15,10.061,5.9544,6.25,5.4,11.7243,5.3305
31.08.2023,2.589,11.14,6.381,24,3.73,3.839,4.66,6.2,2.7,18.45,4.46,10.44,6.0933,6.25,5.4,11.7159,5.6347
29.09.2023,2.715,11.725,6.91,23.97,3.84,3.981,5.22,6.4,3.04,25.52,4.65,11.597,6.2191,6.25,5.4,12.0645,5.9657
31.10.2023,2.709,11.825,7.072,24.87,4.03,4.092,5.28,7,3.32,26.37,5.13,11.59,6.2829,6.25,5.4,12.3591,6.5263
30.11.2023,2.686,10.885,6.616,24.65,3.77,3.824,4.98,6.8,3.1,24.27,4.84,10.73,6.3199,6.25,5.4,11.7855,5.9671
29.12.2023,2.579,10.35,6.489,25.08,3.35,3.663,4.69,6.2,2.81,23.69,4.32,9.88,6.3207,6.25,5.4,11.4856,5.4782
31.01.2024,2.435,10.583,6.585,26.75,3.27,3.782,4.64,6.2,2.73,25.1,4.39,9.39,6.2319,6.25,5.4,11.4205,5.53
29.02.2024,2.363,10.771,6.606,27.35,3.35,3.864,4.78,6.2,2.58,25.26,4.49,9.788,6.2423,6.25,5.4,11.6095,5.4675
29.03.2024,2.301,10.977,6.692,28.68,3.31,3.855,4.74,6.2,2.53,25.24,4.46,9.973,6.2226,6.25,5.4,11.9026,5.7689
30.04.2024,2.309,11.795,7.268,27.65,3.44,3.983,5.16,6.4,2.68,26.55,4.77,10.46,6.2122,6.25,5.4,12.2748,6.1045
31.05.2024,2.32,11.84,6.93,25.28,3.43,3.895,5.3,6.8,2.78,25.95,4.71,10.73,6.252,6.25,5.4,12.0419,6.0229
28.06.2024,2.208,12.33,7.054,23.78,3.26,3.863,5.74,6.8,2.75,26.52,4.54,10.599,6.2675,6.25,5.4,11.6789,6.0763
31.07.2024,2.148,11.985,6.889,23.79,3.08,3.724,5.3,6.2,2.64,26.58,4.56,10.476,6.2147,6.25,5.4,11.0217,6.1514
30.08.2024,2.183,12.19,6.625,22.09,2.92,3.762,4.97,6.2,2.57,26.73,4.25,9.84,6.1056,6.25,5.4,10.7,5.8257
30.09.2024,2.16,12.41,6.461,23.9,2.87,3.71,5.25,6,2.52,26.63,4.1,9.74,5.8172,5.7,4.9,10.301,5.3833
31.10.2024,2.145,12.85,6.777,24.18,2.91,3.925,5.41,5.9,2.47,28.47,4.44,10.625,5.6165,5.7,4.9,10.4643,5.5481
29.11.2024,2.054,13.195,6.872,24.86,2.86,3.805,5.48,5.9,2.43,27.38,4.63,10.566,5.5296,5.4,4.65,10.3681,5.827
31.12.2024,1.68,15.145,7.022,25.36,2.59,3.81,5.78,5.9,2.29,27.19,4.66,11.57,5.5245,5.1,4.4,10.2521,5.7616
