date,Kuwait,India,Indonesia,Taiwan,United States,South Africa,Thailand,Czechia,China,Brazil,Canada,Abu Dhabi,Dubai,United Arab Emirates,Qatar,Philippines,Greece,Mexico,Hong Kong,Vietnam,Turkey,Argentina,United Kingdom,Tunisia,Australia,Sri Lanka,Sweden,Botswana,Estonia,Ukraine,Belgium,Austria,Mauritius,Kenya,South Korea,Finland,Singapore,GCC,Netherlands,Zhonghua,Bosnia and Herzegovina,Morocco,Portugal,Oman,Slovenia,Bahrain,Malaysia,Trinidad and Tobago,New Zealand,Chile,Saudi Arabia,China,LatAm,Bulgaria,Hungary,Poland,Israel,Norway,Peru,Switzerland,Pakistan,Denmark,Nigeria,Jamaica,Ireland,Bahrain,Germany,Japan,Kazakhstan,Oman,Spain,Italy,Colombia,Croatia,Serbia,Bangladesh,France,Egypt,Ghana,Romania,EU,Lithuania,Jordan,Lebanon
31.12.1999,,318.056,535.724,1330.338,907.301,382.818,614.268,150.373,525.61,277.356,395.628,,,,,933.969,1070.038,300.064,761.215,,851.763,,770.363,,397.61,,635.872,,,,542.581,210.256,,,519.614,1077.139,615.25,,802.451,,,509.546,635.293,,,,554.361,,445.62,342.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.2000,,341.101,535.724,1328.727,900.233,385.164,624.32,151.861,532.257,270.957,397.607,,,,,944.346,1146.703,300.217,777.393,,855.953,,776.099,,401.044,,649.825,,,,546.535,213.707,,,522.057,1147.691,652.382,,815.161,,,513.381,637.92,,,,575.268,,447.628,346.877,,,,,298.802,315.651,742.967,318.823,225.631,574.802,,356.832,,,405.166,,721.196,1166.958,,,507.356,634.125,151.657,,,,676.632,362.685,,,,,341.523,
04.01.2000,,350.405,539.374,1412.912,863.582,383.256,639.904,153.138,542.138,253.942,385.199,,,,,950.608,1125.583,279.83,766.642,,994.362,,757.605,,396.08,,638.818,,,,532.736,215.328,,,541.393,1076.963,635.694,,789.804,,,517.449,623.292,,,,574.187,,445.107,343.455,,,,,302.403,308.326,707.194,308.278,223.362,564.923,,354.623,,,402.25,,713.996,1150.968,,,497.502,628.133,150.729,,,,660.201,364.215,,,,,341.951,
05.01.2000,,342.164,515.989,1419.351,863.731,381.36,591.04,152.429,519.104,258.381,380.568,,,,,914.925,1084.084,283.082,711.789,,988.564,,745.296,,386.74,,611.765,,,,520.506,215.844,,,497.022,990.341,606.111,,779.487,,,518.084,608.76,,,,564.238,,433.552,343.814,,,,,292.229,294.096,695.681,299.928,224.035,560.252,,348.191,,,401.705,,706.848,1096.376,,,486.031,617.716,152.272,,,,640.148,358.586,,,,,342.571,
06.01.2000,,342.967,515.961,1427.086,855.496,381.296,553.095,155.045,514.347,256.923,378.89,,,,,906.21,1085.508,279.315,677.445,,960.748,,741.604,,383.129,,611.841,,,,521.056,216.107,,,479.643,991.491,593.793,,773.313,,,517.584,624.074,,,,562.534,,425.473,345.803,,,,,293.752,303.794,688.048,302.675,222.862,566.863,,351.598,,,400.31,,704.487,1053.746,,,486.614,610.414,154.479,,,,638.558,362.349,,,,,343.356,
07.01.2000,,334.095,521.373,1417.888,884.347,394.533,574.589,156.995,533.804,261.18,392.868,,,,,908.529,1100.984,293.307,691.077,,927.086,,744.455,,384.097,,616.035,,,,528.674,219.203,,,476.915,1025.712,600.371,,792.408,,,513.523,632.233,,,,562.534,,430.209,349.443,,,,,297.022,321.967,693.071,306.616,224.026,575.023,,352.384,,,402.692,,728.264,1043.848,,,492.557,625.665,156.667,,,,645.472,362.267,,,,,343.356,
10.01.2000,,339.434,520.645,1460.653,899.516,408.857,591.655,159.015,543.566,272.762,401.767,,,,,910.522,1085.092,305.033,706.483,,924.617,,754.851,,391.758,,633.033,,,,538.25,219.914,,,498.714,1047.562,606.666,,803.769,,,512.944,639.987,,,,562.534,,435.884,355.059,,,,,305.678,338.545,739.76,312.503,223.797,574.803,,356.05,,,408.463,,741.539,1044.762,,,496.155,619.914,156.976,,,,657.83,361.818,,,,,343.356,
11.01.2000,,327.015,522.265,1431.503,884.625,411.93,575.664,159.709,530.737,267.507,394.41,,,,,894.074,1042.468,296.493,709.955,,938.299,,752.613,,399.27,,638.308,,,,533.054,218.803,,,490.294,1038.729,603.903,,800.353,,,513.877,643.962,,,,583.522,,435.837,354.73,,,,,303.044,337.998,734.691,310.603,224.253,574.522,,358.15,,,414.061,,741.492,1093.257,,,493.346,622.537,157,,,,657.457,368.233,,,,,343.539,
12.01.2000,,335.467,515.791,1464.865,878.807,410.807,583.541,157.7,527.301,266.934,391.358,,,,,890.792,1038.804,295.766,708.155,,973.053,,752.7,,393.267,,637.056,,,,525.692,214.948,,,477.985,1027.861,602.302,,790.442,,,514.224,642.513,,,,599.023,,429.19,359.452,,,,,303.656,330.191,729.761,305.28,225.837,574.323,,353.043,,,414.86,,742.765,1079.962,,,486.762,627.505,159.001,,,,651.553,368.708,,,,,342.396,
13.01.2000,,330.912,514.957,1457.287,893.81,412.707,581.99,158.512,515.955,275.225,395.13,,,,,883.417,1036.622,300.527,709.949,,1046.759,,753.938,,396.751,,645.471,,,,529.963,214.501,,,480.232,1064.077,598.37,,790.956,,,517.465,652.502,,,,609.382,,429.838,371.826,,,,,309.307,343.564,744.643,312.029,241.847,574.419,,355.32,,,413.862,,747.016,1076.272,,,491.829,633.702,160.315,,,,657.414,361.317,,,,,342.791,
14.01.2000,,330.771,513.983,1444.543,903.742,415.468,601.249,160.143,505.425,281.39,391.653,,,,,889.101,1045.758,306.464,710.264,,1086.628,,760.869,,401.443,,655.574,,,,521.502,212.097,,,476.588,1089.607,596.865,,793.555,,,511.581,655.918,,,,630.287,,428.83,376.568,,,,,318.238,350.334,762.83,311.493,243.761,571.746,,349.123,,,407.224,,756.241,1069.728,,,496.928,640.338,162.197,,,,664.075,361.536,,,,,342.791,
17.01.2000,,333.395,516.571,1490.374,903.742,423.785,614.027,161.555,501.502,287.576,397.357,,,,,885.88,1067.575,309.354,708.773,,1040.495,,762.828,,401.014,,675.252,,,,511.258,209.747,,,495.189,1102.262,590.018,,793.512,,,511.644,665.918,,,,648.807,,430.397,383.537,,,,,329.171,342.168,786.843,309.593,246.817,570.785,,350.327,,,407.439,,762.161,1103.643,,,505.164,637.666,162.303,,,,667.714,372.745,,,,,340.589,
18.01.2000,,334.206,506.811,1479.67,902.47,422.218,626.32,161.722,502.347,286.328,403.197,,,,,878.474,1042.999,304.273,714.47,,1085.907,,749.393,,403.602,,661.476,,,,497.911,206.468,,,496.039,1079.321,585.416,,780.088,,,511.361,673.24,,,,648.807,,427.758,378.759,,,,,329.714,346.658,788.21,309.063,245.907,564.583,,346.571,,,410.767,,747.258,1085.648,,,500.989,630.349,159.254,,,,652.717,376.393,,,,,340.051,
19.01.2000,,337.114,484.86,1463.895,906.101,417.659,626.582,163.026,496.22,281.682,405.187,,,,,865.112,1012.226,299.816,695.343,,1010.292,,743.565,,397.676,,661.042,,,,497.765,206.653,,,467.128,1063.355,573.092,,774.199,,,512.003,666.329,,,,638.781,,424.39,376.424,,,,,327.832,336.698,784.951,310.221,245.635,561.312,,345.759,,,400.692,,747.322,1059.663,,,498.458,634.704,157.102,,,,649.808,384.763,,,,,339.815,
20.01.2000,,334.36,487.009,1464.574,902.717,418.043,625.536,166.579,490.992,278.535,409.316,,,,,861.125,1014.661,293.885,697.483,,987.732,,738.165,,403.906,,665.484,,,,497.677,205.484,,,474.094,1074.888,592.107,,772.68,,,511.688,661.028,,,,654.597,,415.425,375.738,,,,,332.074,340.905,800.291,312.224,241.937,556.168,,345.844,,,395.016,,751.493,1061.424,,,495.237,637.802,158.738,,,,654.698,382.524,,,,,339.678,
21.01.2000,,340.315,486.122,1484.752,904.693,411.594,615.717,169.023,490.975,278.236,408.488,,,,,865.428,1021.045,287.728,692.606,,939.84,,736.826,,397.445,,666.371,,,,489.721,203.304,,,465.976,1067.741,579.622,,768.697,,,509.529,657.538,,,,654.348,,415.491,378.579,,,,,326.186,339.912,800.112,312.783,241.335,555.529,,347.515,,,392.028,,739.583,1064.092,,,488.318,637.142,158.738,,,,649.662,382.617,,,,,339.678,
24.01.2000,,344.994,479.662,1506.258,881.352,407.917,612.486,168.435,495.446,280.09,401.505,,,,,869.864,1005.098,284.131,693.51,,944.644,,741.877,,391.347,,675.413,,,,487.156,204.616,,,470.355,1085.911,572.492,,773.621,,,507.132,665.8,,,,653.134,,408.988,375.257,,,,,320.273,341.633,808.686,316.314,240.522,545.389,,350.921,,,393.022,,731.262,1070.484,,,486.296,639.919,158.45,,,,647.308,374.762,,,,,340.984,
25.01.2000,,346.073,472.563,1504.202,884.973,397.158,599.73,166.006,491.805,279.38,403.824,,,,,858.096,994.17,284.835,689.625,,923.967,,728.825,,389.194,,670.235,,,,477.886,201.899,,,447.563,1077.428,576.362,,769.245,,,507.727,666.706,,,,652.268,,407.27,371.028,,,,,312.971,324.373,791.923,310.523,236.911,537.464,,347.18,,,385.902,,722.303,1060.785,,,484.681,628.905,157.791,,,,641.921,377.262,,,,,339.074,
26.01.2000,,346.083,461.37,1538.202,881.482,390.438,591.369,168.018,496.633,279.717,407.21,,,,,836.24,969.802,286.526,707.324,,965.159,,735.576,,386.934,,669.361,,,,477.147,200.815,,,443.984,1078.934,579.667,,763.341,,,506.167,669.462,,,,643.953,,406.436,371.594,,,,,318.666,323.091,792.987,310.546,240.262,537.573,,347.463,,,381.242,,734.191,1080.954,,,491.022,628.624,156.15,,,,644.881,376.115,,,,,339.803,
27.01.2000,,351.062,470.999,1543.011,877.549,387.425,598.895,169.161,484.246,280.016,410.12,,,,,832.007,958.309,284.088,722.08,,964.051,,739.984,,390.505,,652.436,,,,472.01,199.16,,,450.761,1068.895,585.702,,750.995,,,500.824,664.956,,,,643.924,,406.267,367.347,,,,,329.67,324.041,768.905,305.806,243.966,539.31,,341.913,,,382.873,,739.959,1106.126,,,492.939,630.743,156.427,,,,641.073,370.499,,,,,341.893,
28.01.2000,,356.25,461.602,1555.229,853.52,372.225,601.821,168.193,486.981,272.044,396.7,,,,,826.294,972.469,275.177,727.96,,959.824,,726.064,,384.139,,659.592,,,,467.176,198.568,,,470.955,1100.825,577.631,,739.086,,,497.3,654.474,,,,639.733,,392.347,367.462,,,,,322.92,325.863,755.495,301.821,242.826,530.13,,340.594,,,382.921,,728.133,1111.014,,,480.031,626.042,159.634,,,,639.875,372.26,,,,,341.893,
31.01.2000,,347.114,462.424,1567.113,866.081,371.517,601.581,167.762,484.311,268.137,398.615,,,,,833.621,960.08,272.775,705.52,,905.924,,715.44,,381.262,,641.841,,,,455.444,194.418,,,472.17,1077.399,567.211,,714.298,,,496.604,645.951,,,,629.803,,395.369,363.79,,,,,313.747,315.446,733.166,293.417,242.873,520.703,,332.488,,,381.54,,705.876,1100.608,,,472.39,616.434,159.984,,,,630.359,379.828,,,,,340.832,
01.02.2000,,355.535,445.078,1586.133,877.508,386.105,598.915,171.899,475.801,268.5,401.524,,,,,827.759,976.082,277.165,711.45,,874.336,,714.47,,377.389,,664.262,,,,450.144,189.118,,,466.563,1076.091,566.755,,722.003,,,494.283,645.718,,,,629.803,,390.237,361.967,,,,,312.964,318.821,757.217,291.826,243.056,525.402,,331.083,,,376.957,,722.782,1085.309,,,474.941,624.128,160.422,,,,637.168,383.356,,,,,338.346,
02.02.2000,,363.49,423.493,1581.006,878.821,386.921,591.894,174.585,466.999,270.588,413.189,,,,,824.021,988.377,280.422,719.965,,853.805,,709.972,,381.92,,693.1,,,,451.514,188.698,,,473.529,1107.5,575.222,,736.146,,,493.056,647.787,,,,646.953,,387.769,364.768,,,,,313.715,318.038,783.419,297.181,245.038,527.742,,335.265,,,367.786,,734.326,1088.853,,,483.521,635.78,158.953,,,,654.883,379.516,,,,,336.7,
03.02.2000,,369.57,436.916,1580.826,891.208,391.29,584.522,177.73,477.634,279.006,421.854,,,,,830.653,1018.298,292.126,720.923,,860.032,,714.12,,384.046,,709.085,,,,471.113,190.46,,,479.659,1121.593,573.908,,763.141,,,495.951,667.851,,,,657.579,,389.373,370.791,,,,,314.785,330.699,807.295,305.34,247.274,541.949,,347.085,,,381.774,,763.492,1101.233,,,504.354,657.03,160.399,,,,683.259,376.229,,,,,338.686,
04.02.2000,,372.082,460.112,1581.315,890.765,383.751,595.759,177.014,476.336,286.662,435.546,,,,,838.11,1031.956,300.605,720.941,,895.251,,696.163,,378.507,,712.227,,,,475.107,184.114,,,479.871,1158.473,582.097,,770.667,,,494.216,682.948,,,,657.579,,391.449,376.391,,,,,314.163,349.894,800.324,304.545,252.359,538.283,,345.082,,,380.366,,768.099,1118.098,,,503.516,657.419,158.565,,,,692.403,375.793,,,,,338.686,
07.02.2000,,378.676,464.095,1582.344,893.68,390.782,594.692,178.941,477.812,289.183,433.619,,,,,832.035,1052.092,313.479,720.904,,858.853,,689.957,,381.383,,723.914,,,,472.913,181.536,,,498.176,1155.511,581.105,,762.131,,,492.725,689.162,,,,657.579,,393.004,377.881,,,,,312.391,345.376,821.795,302.73,252.613,537.923,,345.874,,,377.852,,754.66,1117.632,,,500.149,652.505,159.321,,,,684.643,379.537,,,,,337.805,
08.02.2000,,380.226,467.344,1586.212,904.837,392.17,587.386,183.67,470.748,297.182,440.128,,,,,844.022,1070.905,313.077,718.73,,841.79,,712.717,,380.546,,737.063,,,,480.019,188.199,,,490.737,1183.262,576.537,,784.102,,,494.388,711.118,,,,673.112,,388.808,381.758,,,,,327.107,351.27,830.475,308.895,254.872,542.274,,355.283,,,388.273,,785.156,1096.901,,,518.018,681.642,159.236,,,,701.282,381.595,,,,,331.48,
09.02.2000,,383.532,476.809,1615.695,888.799,395.988,574.967,183.924,455.319,293.395,439.239,,,,,853.653,1067.896,309.194,735.536,,814.866,,717.226,,382.13,,739.84,,,,469.797,191.434,,,506.346,1196.898,577.961,,780.99,,,495.447,706.634,,,,685.964,,391.431,382.879,,,,,330.317,367.268,831.558,306.779,259.629,537.113,,352.227,,,395.2,,795.889,1106.821,,,524.469,684.168,159.378,,,,702.348,391.255,,,,,331.61,
10.02.2000,,394.269,476.272,1623.665,893.004,389.312,575.662,186.295,441.981,294.748,439.987,,,,,843.461,1041.515,318.062,743.966,,837.03,,710.293,,385.587,,739.65,,,,458.49,190.135,,,504.504,1172.719,582.89,,771.223,,,492.63,707.273,,,,691.194,,391.045,380.425,,,,,335.362,352.095,858.471,308.622,261.367,533.054,,346.774,,,395.778,,799.396,1103.629,,,525.278,689.374,158.016,,,,692.152,395.458,,,,,331.39,
11.02.2000,,399.391,480.681,1635.077,877.886,383.569,578.852,192.934,434.263,290.26,431.876,,,,,836.523,1040.531,314.423,776.807,,819.916,,702.084,,385.062,,749.012,,,,461.591,192.466,,,509.623,1162.46,587.315,,777.42,,,490.179,722.775,,,,694.713,,391.329,382.733,,,,,336.152,357.633,856.367,309.539,263.118,532.938,,349.481,,,394.72,,793.791,1099.582,,,540.663,705.608,157.85,,,,702.995,395.243,,,,,331.623,
14.02.2000,,405.174,482.241,1606.628,879.761,378.398,567.386,190.971,421.356,283.461,437.32,,,,,836.578,1022.87,312.873,766.445,,802.64,,687.92,,381.541,,729.868,,,,468.942,194.132,,,485.418,1117.527,587.853,,762.303,,,488.877,713.197,,,,695.347,,384.157,379.039,,,,,338.352,340.22,856.73,308.92,263.049,527.642,,347.626,,,390.955,,790.423,1097.534,,,537.431,711.449,156.625,,,,697.818,405.074,,,,,331.045,
15.02.2000,,406.1,474.373,1601.737,886.216,373.939,542.326,190.57,416.831,283.318,439.587,,,,,814.937,1012.684,314.813,751.01,,839.001,,684.796,,384.959,,705.012,,,,469.127,192.538,,,462.49,1112.178,583.169,,766.937,,,488.81,705.952,,,,687.95,,387.545,375.497,,,,,342.933,356.67,862.407,307.43,259.444,522.006,,347.351,,,391.741,,772.747,1083.987,,,527.867,696.794,156.094,,,,682.437,400.325,,,,,331.294,
16.02.2000,,410.57,454.549,1618.407,880.798,369.24,525.188,191.604,420.432,287.13,443.728,,,,,797.471,988.9,314.066,765.436,,832.73,,700.667,,382.87,,718.876,,,,470.023,193.566,,,467.689,1109.354,581.47,,776.417,,,487.941,710.176,,,,691.764,,399.681,371.802,,,,,352.268,359.495,869.643,303.842,257.401,529.158,,356.077,,,393.009,,780.533,1074.869,,,531.54,699.282,155.867,,,,678.608,398.49,,,,,331.653,
17.02.2000,,425.386,440.304,1643.589,885.19,376.516,507.33,196.267,419.393,287.104,445.117,,,,,787.123,969.873,312.849,768.965,,803.798,,709.316,,382.636,,722.458,,,,470.219,191.646,,,476.402,1120.745,588.647,,791.209,,,485.927,725.718,,,,698.853,,405.351,370.635,,,,,344.918,355.764,886.16,299.25,256.755,535.244,,358.357,,,390.416,,788.877,1083.93,,,536.547,706.138,153.356,,,,690.198,392.744,,,,,331.456,
18.02.2000,,428.993,440.597,1625.91,860.906,375.361,502.405,194.054,441.686,281.752,439.094,,,,,792.697,982.801,303.984,756.891,,799.568,,702.969,,378.595,,738.545,,,,467.933,192.666,,,466.358,1154.034,575.759,,780.543,,,484.587,732.159,,,,703.665,,390.532,363.919,,,,,341.472,370.105,893.218,300.096,253.712,537.768,,361.198,,,389.101,,792.55,1084.746,,,538.378,705.799,151.992,,,,680.099,394.471,,,,,331.689,
21.02.2000,,445.941,437.718,1592.854,860.906,369.634,501.747,191.954,434.655,284.113,434.65,,,,,768.714,965.583,302.124,742.037,,754.735,,695.935,,376.688,,740.132,,,,466.156,189.235,,,446.651,1134.668,555.836,,774.059,,,483.669,730.292,,,,702.89,,391.27,362.71,,,,,346.105,360.998,893.605,297.163,250.742,533.116,,360.705,,,383.726,,792.822,1057.728,,,535.295,698.44,152.318,,,,669.48,388.824,,,,,332.156,
22.02.2000,,438.375,426.884,1557.573,861.76,361.323,463.908,197.325,417.602,278.671,429.774,,,,,758.557,962.876,297.857,725.129,,726.911,,699.531,,374.158,,741.365,,,,468.969,194.449,,,445.509,1155.118,555.614,,785.144,,,484.921,751.005,,,,699.225,,388.088,355.461,,,,,347.707,372.618,888.224,304.517,252.332,546.923,,364.815,,,392.172,,810.985,1040.452,,,539.555,712.057,152.665,,,,682.325,380.962,,,,,332.303,
23.02.2000,,418.243,427.97,1545.356,871.601,365.607,480.901,198.777,415.63,282.242,434.965,,,,,765.455,951.402,307.488,728.099,,702.093,,707.361,,372.96,,746.744,,,,471.912,194.632,,,452.418,1160.694,554.809,,786.763,,,476.784,772.203,,,,705.705,,389.645,355.151,,,,,351.359,391.025,909.581,308.784,254.176,548.167,,367.094,,,394.917,,817.871,1047.149,,,547.493,729.128,151.906,,,,689.639,374.082,,,,,333.161,
24.02.2000,,418.349,416.374,1540.135,871.895,365.145,488.393,201.047,407.738,282.25,431.588,,,,,753.679,974.664,306.084,748.66,,760.171,,701.788,,369.23,,754.591,,,,475.249,191.594,,,449.129,1185.103,551.571,,780.811,,,468.948,767.098,,,,712.209,,387.828,352.502,,,,,350.945,393.291,917.501,309.269,256.433,542.753,,361.731,,,394.575,,808.784,1062.075,,,545.394,721.131,151.044,,,,691.766,363.623,,,,,331.017,
25.02.2000,,399.993,424.7,1513.379,862.84,361.177,504.804,194.191,399.02,281.875,430.781,,,,,753.679,954.67,301.586,746.901,,795.466,,710.285,,372.337,,766.746,,,,467.587,188.611,,,450.918,1193.401,558.108,,777.428,,,463.967,764.647,,,,704.985,,389.119,349.444,,,,,343.851,392.8,924.226,302.579,255.954,531.276,,356.387,,,387.528,,800.38,1083.026,,,549.742,728.183,145.836,,,,692.016,361.62,,,,,331.017,
28.02.2000,,406.388,419.865,1513.858,869.506,351.555,480.593,190.059,387.808,277.665,435.439,,,,,728.701,903.863,301.849,727.085,,775.149,,699.155,,368.791,,768.35,,,,457.785,186.145,,,428.721,1150.899,551.293,,759.586,,,461.508,755.816,,,,686.601,,380.887,352.325,,,,,337.397,366.853,910,297.44,253.802,520.688,,344.327,,,376.653,,775.03,1106.79,,,536.05,716.144,145.678,,,,675.703,374.98,,,,,330.442,
29.02.2000,,386.526,422.126,1517.475,885.872,350.824,457.968,191.914,393.032,278.141,431.65,,,,,712.111,887.771,304.088,735.451,,805.464,,706.395,,371.709,,765.779,,,,457.389,186,,,432.284,1154.926,553.924,,768.555,,,463.418,750.375,,,,684.35,,379.195,355.672,,,,,342.406,373.201,920.991,297.622,256.772,517.312,,341.709,,,391.305,,778.874,1093.175,,,538.695,724.406,144.345,,,,682.116,369.114,,,,,332.107,
01.03.2000,,405.814,415.225,1560.163,897.884,355.074,457.566,192.707,381.423,281.87,445.128,,,,,711.334,904.145,313.239,716.318,,864.405,,724.265,,372.865,,789.799,,,,460.389,185.335,,,433.474,1155.115,551.601,,778.176,,,466.516,750.959,,,,677.31,,377.045,359.615,,,,,340.401,387.346,947.054,302.81,258.119,525.275,,348.384,,,400.756,,795.38,1119.464,,,540.929,731,143.957,,,,696.087,364.816,,,,,328.561,
02.03.2000,,406.671,399.428,1539.684,897.771,349.486,492.16,190.175,376.963,282.871,449.272,,,,,715.656,925.686,326.251,715.033,,852.613,,730.14,,377.303,,811.509,,,,462.41,184.925,,,471.108,1193.484,548.052,,783.807,,,468.151,751.937,,,,653.56,,380.143,360.577,,,,,339.615,382.697,948.874,301.796,259.592,532.43,,352.814,,,402.708,,812.739,1111.185,,,546.467,739.374,144.016,,,,715.921,361.684,,,,,326.665,
03.03.2000,,392.785,397.959,1545.515,918.872,342.329,478.635,198.814,383.048,291.919,447.133,,,,,732.783,916.1,331.548,731.275,,835.276,,739.154,,378.814,,815.952,,,,456.954,181.661,,,469.328,1250.545,543.931,,788.894,,,466.691,758.283,,,,661.607,,379.458,363.377,,,,,343.412,380.672,959.504,302.255,262.821,530.593,,355.827,,,399.56,,813.055,1091.656,,,545.017,735.208,142.641,,,,717.503,360.612,,,,,326.895,
06.03.2000,,402.679,413.075,1519.8,912.259,344.059,464.184,198.395,387.529,291.95,452.72,,,,,744.72,918.744,326.739,756.765,,815.626,,744.304,,378.129,,820.589,,,,454.79,177.38,,,470.839,1296.382,551.268,,787.047,,,466.524,757.807,,,,653.673,,373.071,362.312,,,,,350.516,389.925,976.634,301.588,264.73,536.891,,358.055,,,400.953,,814.817,1065.807,,,548.063,745.358,141.847,,,,723.366,354.188,,,,,323.96,
07.03.2000,,397.212,404.208,1512.804,892.72,344.313,470.445,198.134,403.485,292.033,443.971,,,,,723.212,875.911,329.435,771.689,,841.459,,737.265,,382.639,,817.946,,,,450.154,175.096,,,471.737,1268.233,551.296,,782.934,,,466.186,754.811,,,,642.226,,383.495,356.147,,,,,347.579,382.734,965.656,306.815,262.022,532.568,,358.375,,,399.209,,816.444,1082.058,,,540.327,722.819,142.056,,,,709.378,362.072,,,,,324.433,
08.03.2000,,390.514,411.903,1515.218,899.069,344.22,482.555,196.401,404.421,290.028,435.678,,,,,704.717,849.859,337.815,778.22,,842.021,,731.351,,380.054,,784.073,,,,446.953,177.862,,,475.888,1216.958,552.582,,783.586,,,465.187,752.051,,,,644.952,,383.52,358.144,,,,,346.321,377.167,980.58,308.169,261.133,524.16,,359.698,,,393.511,,808.22,1080.157,,,540.361,724.687,142.678,,,,698.916,367.99,,,,,323.489,
09.03.2000,,376.253,425.033,1548.774,921.334,346.9,491.1,195.93,408.28,292.348,442.685,,,,,699.812,854.952,339.872,767.336,,891.925,,743.847,,379.866,,792.142,,,,448.776,180.435,,,461.233,1226.954,555.615,,785.842,,,468.222,759.039,,,,640.533,,386.14,356.626,,,,,354.24,392.63,999.848,308.989,261.79,529.105,,368.134,,,396.037,,817.002,1079.602,,,543.111,742.611,142.357,,,,715.82,362.809,,,,,320.894,
10.03.2000,,370.362,434.551,1523.178,917.81,347.168,507.201,200.358,407.511,289.15,444.697,,,,,699.043,843.628,334.138,774.373,,868.54,,746.655,,380.714,,803.239,,,,439.014,183.913,,,468.424,1259.838,562.745,,791.841,,,469.729,754.136,,,,660.9,,389.004,356.238,,,,,361.59,395.479,1009.018,309.317,260.623,527.511,,373.77,,,400.542,,818.208,1071.839,,,539.284,743.658,142.776,,,,721.597,361.072,,,,,320.894,
13.03.2000,,356.896,430.942,1423.845,904.508,333.479,489.219,199.2,412.215,280.075,442.736,,,,,692.137,846.012,327.94,751.079,,868.698,,735.421,,381.197,,783.833,,,,431.405,183.595,,,451.702,1217.052,548.778,,774.087,,,469.694,738.469,,,,653.114,,385.016,353.094,,,,,352.277,389.844,966.488,301.807,258.889,516.387,,370.912,,,398.573,,795.335,1026.723,,,534.073,725.692,142.693,,,,703.307,360.542,,,,,315.156,
14.03.2000,,356.049,429.619,1426.297,884.331,341.506,502.512,202.683,416.159,277.333,440.285,,,,,706.769,783.65,321.853,735.469,,866.58,,733.101,,379.356,,785.123,,,,438.079,185.636,,,446.802,1248.9,549.564,,773.437,,,470.348,740.055,,,,649.766,,377.953,352.51,,,,,347.499,381.661,957.822,302.365,258.8,518.454,,366.938,,,397.366,,786.132,1043.497,,,539.611,720.105,142.684,,,,700.231,364.374,,,,,319.091,
15.03.2000,,354.991,425.928,1394.146,892.421,338.989,476.443,201.32,406.973,276.5,433.789,,,,,702.092,782.13,326.171,730.245,,869.261,,726.515,,375.352,,754.949,,,,457.16,187.785,,,436.956,1174.55,541.178,,760.959,,,471.497,727.131,,,,643.365,,372.43,352.182,,,,,349.42,381.453,911.259,298.825,255.378,519.437,,362.139,,,393.641,,767.895,1058.262,,,531.159,696.531,142.544,,,,685.669,363.316,,,,,318.867,
16.03.2000,,341.215,427.925,1397.797,931.618,342.263,491.539,203.854,393.521,281.31,439.856,,,,,707.946,828.854,326.678,713.94,,869.261,,736.308,,376.029,,748.955,,,,484.893,190.129,,,440.307,1133.538,541.674,,784.428,,,473.031,726.889,,,,643.365,,372.885,354.203,,,,,345.305,380.62,932.268,298.717,254.145,536.755,,370.544,,,410.545,,784.938,1083.691,,,532.598,715.426,142.847,,,,691.89,362.577,,,,,318.867,
17.03.2000,,341.333,429.753,1414.161,936.876,343.919,501.872,201.814,405.096,280.087,441.915,,,,,712.323,850.012,326.864,733.739,,869.261,,735.415,,375.93,,771.604,,,,474.272,185.721,,,440.288,1161.716,552.574,,789.462,,,471.632,726.271,,,,650.67,,377.66,356.283,,,,,339.63,389.885,946.165,296.749,251.559,533.992,,377.793,,,408.972,,794.469,1096.14,,,534.217,722.865,142.097,,,,696.677,366.889,,,,,319.091,
20.03.2000,,341.215,427.121,1373.56,921.665,341.607,502.274,200.259,396.168,278.841,445.587,,,,,712.321,855.984,326.589,727.841,,847.399,,739.065,,378.491,,795.769,,,,478.538,187.84,,,431.54,1199.264,548.433,,790.483,,,471.78,725.087,,,,645.225,,374.048,355.181,,,,,341.418,386.698,910.155,298.095,252.121,540.665,,378.655,,,418.739,,813.125,1091.241,,,535.266,709.754,142.091,,,,703.611,362.123,,,,,319.605,
21.03.2000,,339.362,419.513,1452.633,940.981,342.25,494.336,199.596,392.25,287.138,450.012,,,,,710.08,835.785,327.808,720.826,,853.845,,741.407,,382.773,,788.889,,,,470.014,187.2,,,438.708,1168.372,554.409,,794.396,,,471.504,724.584,,,,652.368,,385.645,354.894,,,,,339.681,385.853,924.928,296.883,251.06,545.523,,378.597,,,417.772,,807.286,1087.712,,,533.928,702.511,140.407,,,,697.503,365.609,,,,,318.068,
22.03.2000,,347.5,425.588,1469.176,953.049,348.036,489.443,201.674,388.447,289.445,459.425,,,,,706.583,816.121,322.136,728.901,,823.067,,736.066,,383.411,,788.539,,,,474.708,186.38,,,452.016,1194.843,560.147,,792.973,,,469.339,695.539,,,,659.605,,390.987,353.818,,,,,333.333,385.518,901.768,298.083,247.644,548.189,,373.69,,,415.47,,794.896,1079.666,,,523.167,683.748,140.546,,,,686.019,364.533,,,,,317.585,
