country,date,lcl_usd,sigma_lcl,distress_barrier,A_implied,sigma_A,converged,distance_to_distress,default_prob,model_spread_bps
Brazil,2014-01-01,1054909.2293736618,,31951.1298645,,,False,,,
Brazil,2014-01-04,1054909.2293736618,,31951.1298645,,,False,,,
Brazil,2014-01-06,1062977.4255999369,,31951.1298645,,,False,,,
Brazil,2014-01-08,1062977.4255999369,,31951.1298645,,,False,,,
Brazil,2014-01-11,1062977.4255999369,,31951.1298645,,,False,,,
Brazil,2014-01-13,1065694.2117516543,,31951.1298645,,,False,,,
Brazil,2014-01-15,1065694.2117516543,,31951.1298645,,,False,,,
Brazil,2014-01-18,1065694.2117516543,,31951.1298645,,,False,,,
Brazil,2014-01-20,1045344.0316312191,,31951.1298645,,,False,,,
Brazil,2014-01-22,1045344.0316312191,,31951.1298645,,,False,,,
Brazil,2014-01-25,1045344.0316312191,,31951.1298645,,,False,,,
Brazil,2014-01-27,1032785.8440079461,,31951.1298645,,,False,,,
Brazil,2014-01-29,1032785.8440079461,,31951.1298645,,,False,,,
Brazil,2014-02-01,1007234.935410448,,31951.1298645,,,False,,,
Brazil,2014-02-03,1027208.3407739429,,31951.1298645,,,False,,,
Brazil,2014-02-05,1027208.3407739429,,31951.1298645,,,False,,,
Brazil,2014-02-08,1027208.3407739429,,31951.1298645,,,False,,,
Brazil,2014-02-10,1023373.7367129216,,31951.1298645,,,False,,,
Brazil,2014-02-12,1023373.7367129216,,31951.1298645,,,False,,,
Brazil,2014-02-15,1023373.7367129216,,31951.1298645,,,False,,,
Brazil,2014-02-17,1042393.091849112,,31951.1298645,,,False,,,
Brazil,2014-02-19,1042393.091849112,,31951.1298645,,,False,,,
Brazil,2014-02-22,1042393.091849112,,31951.1298645,,,False,,,
Brazil,2014-02-24,1045609.5283834487,,31951.1298645,,,False,,,
Brazil,2014-02-26,1045609.5283834487,,31951.1298645,,,False,,,
Brazil,2014-03-01,1038210.3659244311,,31951.1298645,,,False,,,
Brazil,2014-03-03,1037232.4814998345,0.064472262360955,31951.1298645,1055898.553486818,0.06333252797414367,True,28.42487387521151,4.982751000770034e-178,-0.0
Brazil,2014-03-05,1037232.4814998345,0.06322668868836262,31951.1298645,1055898.553486818,0.06210897343185592,True,28.987610345024923,4.7136937991876764e-185,-0.0
Brazil,2014-03-08,1037232.4814998345,0.06205063946950452,31951.1298645,1055898.553486818,0.06095371429676766,True,29.53962185321141,4.463327128443968e-192,-0.0
Brazil,2014-03-10,1035060.8668685575,0.06096527819429362,31951.1298645,1053726.938855541,0.05988531883336362,True,30.053664890379608,9.776871926343555e-199,-0.0
Brazil,2014-03-12,1035060.8668685575,0.059911137807961555,31951.1298645,1053726.938855541,0.058849851842965636,True,30.584796833001736,9.748590694273813e-206,-0.0
Brazil,2014-03-15,1035060.8668685575,0.058909863863653114,31951.1298645,1053726.938855541,0.05786631480072734,True,31.106855738344574,9.727824509749335e-213,-0.0
Brazil,2014-03-17,1044297.001338793,0.05920279104488996,31951.1298645,1062963.0733257765,0.058163165504543854,True,31.014533372477043,1.7166643898119108e-211,-0.0
Brazil,2014-03-19,1044297.001338793,0.05827175517900208,31951.1298645,1062963.0733257765,0.057248479014218714,True,31.512129133200713,2.962677588365376e-218,-0.0
Brazil,2014-03-22,1044297.001338793,0.05738330881202108,31951.1298645,1062963.0733257765,0.056375634133553475,True,32.001987622744586,5.1157775637292996e-225,-0.0
Brazil,2014-03-24,1073782.2545375866,0.06612510442384144,31951.1298645,1092448.3265245701,0.06499526063228296,True,27.9281731971997,6.069974646082287e-172,-0.0
Brazil,2014-03-26,1073782.2545375866,0.06517645888715891,31951.1298645,1092448.3265245701,0.06406282408731924,True,28.33676885623967,6.0920618497756716e-177,-0.0
Brazil,2014-03-29,1073782.2545375866,0.0642675080479827,31951.1298645,1092448.3265245701,0.06316940399809681,True,28.73955447581724,6.116996525249465e-182,-0.0
Brazil,2014-03-31,1074780.911390514,0.06339526838830374,31879.775748,1093405.2978070404,0.062315432779484946,True,29.157652987355664,3.340831661647863e-187,-0.0
Brazil,2014-04-02,1074780.911390514,0.06255812921114293,31879.775748,1093405.2978070404,0.06149255291088164,True,29.54968663717624,3.3141263062314593e-192,-0.0
